Date,ACWI LARGE GROWTH Large Cap
2014-08-29,1424.23
2014-09-30,1387.235
2014-10-31,1405.767
2014-11-28,1443.669
2014-12-31,1413.3
2015-01-30,1408.254
2015-02-27,1490.548
2015-03-31,1475.213
2015-04-30,1506.146
2015-05-29,1512.276
2015-06-30,1483.266
2015-07-31,1512.744
2015-08-31,1403.15
2015-09-30,1357.442
2015-10-30,1471.137
2015-11-30,1464.201
2015-12-31,1442.122
2016-01-29,1356.933
2016-02-29,1341.995
2016-03-31,1436.581
2016-04-29,1443.577
2016-05-31,1454.998
2016-06-30,1451.562
2016-07-29,1517.42
2016-08-31,1514.205
2016-09-30,1528.858
2016-10-31,1486.766
2016-11-30,1476.35
2016-12-30,1496.69
2017-01-31,1553.964
2017-02-28,1607.016
2017-03-31,1638.725
2017-04-28,1682.144
2017-05-31,1743.886
2017-06-30,1737.421
2017-07-31,1791.971
2017-08-31,1817.19
2017-09-29,1840.8
2017-10-31,1897.64
2017-11-30,1937.637
2017-12-29,1964.644
2018-01-31,2096.937
2018-02-28,2029.879
2018-03-30,1980.685
2018-04-30,1996.312
2018-05-31,2038.672
2018-06-29,2034.507
2018-07-31,2085.609
2018-08-31,2138.309
2018-09-28,2139.335
2018-10-31,1946.669
2018-11-30,1972.448
2018-12-31,1835.691
2019-01-31,1990.193
2019-02-28,2050.867
2019-03-29,2104.301
2019-04-30,2192.895
2019-05-31,2065.33
2019-06-28,2209.062
2019-07-31,2236.529
2019-08-30,2211.723
2019-09-30,2225.147
2019-10-31,2297.866
2019-11-29,2370.014
2019-12-31,2459.859
2020-01-31,2495.613
2020-02-28,2329.078
2020-03-31,2108.152
2020-04-30,2367.847
2020-05-29,2495.981
2020-06-30,2631.858
2020-07-31,2829.4
2020-08-31,3071.802
2020-09-30,2960.052
2020-10-30,2881.628
2020-11-30,3167.308
2020-12-31,3325.108
2021-01-29,3327.414
2021-02-26,3327.898
2021-03-31,3339.692
2021-04-30,3538.382
2021-05-31,3532.949
2021-06-30,3680.778
2021-07-30,3737.943
2021-08-31,3861.423
2021-09-30,3658.138
2021-10-29,3890.995
2021-11-30,3863.039
2021-12-31,3936.741
2022-01-31,3617.263
2022-02-28,3474.164
2022-03-31,3566.301
2022-04-29,3162.526
2022-05-31,3097.395
2022-06-30,2844.256
2022-07-29,3140.167
2022-08-31,2990.848
2022-09-30,2676.625
2022-10-31,2763.757
2022-11-30,2973.045
2022-12-30,2796.607
2023-01-31,3069.56
2023-02-28,2992.829
2023-03-31,3212.545
2023-04-28,3257.612
2023-05-31,3338.869
2023-06-30,3537.606
2023-07-31,3648.294
2023-08-31,3564.798
2023-09-29,3366.622
2023-10-31,3297.192
2023-11-30,3659.46
2023-12-29,3802.335
2024-01-31,3868.221
2024-02-29,4099.548
2024-03-29,4183.144
2024-04-30,4041.802
2024-05-31,4268.812
2024-06-28,4498.187
2024-07-31,4440.382
2024-08-30,4546.56
2024-09-30,4656.351
2024-10-31,4569.091
2024-11-29,4759.232
2024-12-31,4805.315
2025-01-31,4917.889
2025-02-28,4788.361
2025-03-31,4447.126
2025-04-30,4577.002
2025-05-30,4961.403
2025-06-30,5213.929
2025-07-31,5333.895
2025-08-29,5431.169
2025-09-30,5720.598
2025-10-31,5985.593
2025-11-28,5895.766
2025-12-31,5906.262
2026-01-30,5929.258
