Date,ACWI LARGE GROWTH Large Cap
2005-11-30,773.7
2005-12-30,789.448
2006-01-31,824.455
2006-02-28,816.282
2006-03-31,832.407
2006-04-28,852.811
2006-05-31,815.846
2006-06-30,815.651
2006-07-31,814.591
2006-08-31,838.297
2006-09-29,846.171
2006-10-31,875.082
2006-11-30,896.638
2006-12-29,908.461
2007-01-31,920.127
2007-02-28,911.066
2007-03-30,928.784
2007-04-30,971.339
2007-05-31,1000.0
2007-06-29,1001.37
2007-07-31,1000.384
2007-08-31,1004.132
2007-09-28,1068.507
2007-10-31,1119.962
2007-11-30,1085.424
2007-12-31,1075.373
2008-01-31,977.676
2008-02-29,995.103
2008-03-31,978.306
2008-04-30,1033.568
2008-05-30,1066.064
2008-06-30,993.052
2008-07-31,967.417
2008-08-29,941.211
2008-09-30,814.012
2008-10-31,656.853
2008-11-28,605.546
2008-12-31,627.613
2009-01-30,588.209
2009-02-27,541.51
2009-03-31,583.177
2009-04-30,635.951
2009-05-29,696.72
2009-06-30,696.892
2009-07-31,754.531
2009-08-31,766.475
2009-09-30,803.909
2009-10-30,801.005
2009-11-30,836.014
2009-12-31,856.294
2010-01-29,813.499
2010-02-26,827.31
2010-03-31,879.999
2010-04-30,879.821
2010-05-31,796.563
2010-06-30,773.215
2010-07-30,833.505
2010-08-31,805.59
2010-09-30,889.096
2010-10-29,926.092
2010-11-30,912.149
2010-12-31,972.673
2011-01-31,977.108
2011-02-28,999.893
2011-03-31,1000.3
2011-04-29,1043.403
2011-05-31,1024.725
2011-06-30,1009.039
2011-07-29,1006.48
2011-08-31,935.364
2011-09-30,842.556
2011-10-31,937.227
2011-11-30,913.138
2011-12-30,903.916
2012-01-31,960.629
2012-02-29,1012.283
2012-03-30,1024.576
2012-04-30,1020.239
2012-05-31,930.055
2012-06-29,968.184
2012-07-31,986.253
2012-08-31,1008.451
2012-09-28,1036.519
2012-10-31,1021.386
2012-11-30,1044.451
2012-12-31,1057.07
2013-01-31,1096.707
2013-02-28,1101.519
2013-03-29,1123.342
2013-04-30,1149.693
2013-05-31,1145.537
2013-06-28,1109.617
2013-07-31,1160.896
2013-08-30,1141.772
2013-09-30,1203.265
2013-10-31,1251.398
2013-11-29,1275.499
2013-12-31,1298.863
2014-01-31,1242.868
2014-02-28,1305.89
2014-03-31,1298.7
2014-04-30,1305.833
2014-05-30,1342.764
2014-06-30,1364.834
2014-07-31,1350.32
2014-08-29,1385.469
2014-09-30,1349.158
2014-10-31,1367.005
2014-11-28,1403.499
2014-12-31,1373.491
2015-01-30,1368.371
2015-02-27,1447.893
2015-03-31,1432.152
2015-04-30,1461.521
2015-05-29,1466.687
2015-06-30,1438.11
2015-07-31,1466.44
2015-08-31,1359.837
2015-09-30,1315.183
2015-10-30,1425.114
2015-11-30,1418.019
2015-12-31,1396.171
2016-01-29,1313.535
2016-02-29,1298.522
2016-03-31,1389.25
2016-04-29,1395.381
2016-05-31,1405.575
2016-06-30,1401.782
2016-07-29,1465.127
2016-08-31,1461.527
2016-09-30,1475.314
2016-10-31,1434.468
2016-11-30,1423.889
2016-12-30,1443.1
2017-01-31,1498.146
2017-02-28,1548.83
2017-03-31,1578.563
2017-04-28,1619.699
2017-05-31,1678.072
2017-06-30,1671.345
2017-07-31,1723.462
2017-08-31,1747.125
2017-09-29,1769.416
2017-10-31,1823.809
2017-11-30,1861.62
2017-12-29,1887.223
2018-01-31,2014.043
2018-02-28,1949.135
2018-03-30,1901.128
2018-04-30,1915.218
2018-05-31,1954.68
2018-06-29,1950.139
2018-07-31,1998.816
2018-08-31,2048.735
2018-09-28,2049.238
2018-10-31,1864.411
2018-11-30,1888.508
2018-12-31,1757.161
2019-01-31,1904.77
2019-02-28,1962.238
2019-03-29,2012.454
2019-04-30,2096.353
2019-05-31,1973.325
2019-06-28,2110.088
2019-07-31,2136.072
2019-08-30,2111.758
2019-09-30,2124.046
2019-10-31,2193.214
2019-11-29,2261.48
2019-12-31,2346.614
2020-01-31,2380.462
2020-02-28,2221.044
2020-03-31,2009.304
2020-04-30,2256.15
2020-05-29,2377.432
2020-06-30,2506.45
2020-07-31,2694.244
2020-08-31,2924.476
2020-09-30,2817.621
2020-10-30,2742.714
2020-11-30,3014.066
2020-12-31,3163.744
2021-01-29,3165.742
2021-02-26,3165.709
2021-03-31,3175.983
2021-04-30,3364.057
2021-05-31,3357.985
2021-06-30,3498.081
2021-07-30,3552.227
2021-08-31,3668.992
2021-09-30,3475.403
2021-10-29,3696.446
2021-11-30,3669.313
2021-12-31,3738.983
2022-01-31,3435.401
2022-02-28,3299.014
2022-03-31,3385.466
2022-04-29,3001.434
2022-05-31,2938.613
2022-06-30,2697.87
2022-07-29,2978.318
2022-08-31,2835.999
2022-09-30,2537.547
2022-10-31,2619.944
2022-11-30,2817.632
2022-12-30,2649.97
2023-01-31,2908.447
2023-02-28,2835.188
2023-03-31,3042.121
2023-04-28,3083.915
2023-05-31,3159.741
2023-06-30,3347.354
2023-07-31,3451.916
2023-08-31,3372.152
2023-09-29,3184.217
2023-10-31,3118.367
2023-11-30,3460.188
2023-12-29,3594.568
2024-01-31,3656.733
2024-02-29,3874.685
2024-03-29,3952.844
2024-04-30,3818.24
2024-05-31,4031.494
2024-06-28,4247.587
2024-07-31,4192.818
2024-08-30,4292.378
2024-09-30,4395.259
2024-10-31,4312.576
2024-11-29,4491.39
2024-12-31,4534.236
2025-01-31,4640.334
2025-02-28,4517.478
2025-03-31,4194.32
2025-04-30,4316.149
2025-05-30,4677.304
2025-06-30,4914.116
2025-07-31,5027.017
2025-08-29,5117.804
