Date,CANADA SMID VALUE SMID (Small+Mid Cap)
2016-05-31,1053.552
2016-06-30,1112.118
2016-07-29,1160.998
2016-08-31,1124.123
2016-09-30,1157.354
2016-10-31,1114.715
2016-11-30,1149.413
2016-12-30,1174.671
2017-01-31,1236.793
2017-02-28,1194.569
2017-03-31,1202.096
2017-04-28,1156.87
2017-05-31,1149.876
2017-06-30,1192.617
2017-07-31,1233.487
2017-08-31,1232.266
2017-09-29,1262.663
2017-10-31,1233.904
2017-11-30,1243.014
2017-12-29,1295.684
2018-01-31,1290.09
2018-02-28,1173.955
2018-03-30,1161.157
2018-04-30,1213.256
2018-05-31,1230.919
2018-06-29,1225.644
2018-07-31,1235.641
2018-08-31,1208.099
2018-09-28,1197.601
2018-10-31,1097.928
2018-11-30,1054.368
2018-12-31,966.856
2019-01-31,1089.628
2019-02-28,1118.662
2019-03-29,1107.86
2019-04-30,1101.112
2019-05-31,1037.29
2019-06-28,1107.487
2019-07-31,1104.151
2019-08-30,1086.905
2019-09-30,1108.24
2019-10-31,1096.269
2019-11-29,1125.131
2019-12-31,1212.74
2020-01-31,1165.176
2020-02-28,1060.182
2020-03-31,711.646
2020-04-30,881.562
2020-05-29,907.306
2020-06-30,953.511
2020-07-31,1024.15
2020-08-31,1085.986
2020-09-30,1011.186
2020-10-30,1016.948
2020-11-30,1188.474
2020-12-31,1254.966
2021-01-29,1279.004
2021-02-26,1370.959
2021-03-31,1407.342
2021-04-30,1489.073
2021-05-31,1583.848
2021-06-30,1578.123
2021-07-30,1562.455
2021-08-31,1546.119
2021-09-30,1563.954
2021-10-29,1673.312
2021-11-30,1570.575
2021-12-31,1654.627
2022-01-31,1664.124
2022-02-28,1729.723
2022-03-31,1832.022
2022-04-29,1752.582
2022-05-31,1793.463
2022-06-30,1544.376
2022-07-29,1642.427
2022-08-31,1602.582
2022-09-30,1430.237
2022-10-31,1495.349
2022-11-30,1588.323
2022-12-30,1545.269
2023-01-31,1700.683
2023-02-28,1628.255
2023-03-31,1650.827
2023-04-28,1702.103
2023-05-31,1625.211
2023-06-30,1690.847
2023-07-31,1790.634
2023-08-31,1711.073
2023-09-29,1633.982
2023-10-31,1546.605
2023-11-30,1635.118
2023-12-29,1735.283
2024-01-31,1711.688
2024-02-29,1663.771
2024-03-29,1758.092
2024-04-30,1725.851
2024-05-31,1802.832
2024-06-28,1782.964
2024-07-31,1863.979
2024-08-30,1912.949
2024-09-30,1994.389
2024-10-31,1924.381
2024-11-29,1994.203
2024-12-31,1880.675
2025-01-31,1888.336
2025-02-28,1887.495
2025-03-31,1928.925
2025-04-30,1996.715
2025-05-30,2104.186
