Date,CANADA SMID VALUE SMID (Small+Mid Cap)
2019-06-28,1243.444
2019-07-31,1240.175
2019-08-30,1221.639
2019-09-30,1247.064
2019-10-31,1234.174
2019-11-29,1267.473
2019-12-31,1367.539
2020-01-31,1314.665
2020-02-28,1196.88
2020-03-31,804.652
2020-04-30,997.247
2020-05-29,1026.933
2020-06-30,1080.302
2020-07-31,1160.759
2020-08-31,1231.388
2020-09-30,1147.598
2020-10-30,1154.515
2020-11-30,1349.882
2020-12-31,1426.8
2021-01-29,1454.467
2021-02-26,1559.604
2021-03-31,1602.496
2021-04-30,1695.92
2021-05-31,1804.709
2021-06-30,1799.707
2021-07-30,1782.415
2021-08-31,1764.498
2021-09-30,1786.688
2021-10-29,1912.197
2021-11-30,1795.574
2021-12-31,1894.473
2022-01-31,1906.448
2022-02-28,1982.1
2022-03-31,2101.968
2022-04-29,2011.372
2022-05-31,2059.792
2022-06-30,1775.709
2022-07-29,1889.142
2022-08-31,1844.372
2022-09-30,1647.894
2022-10-31,1723.59
2022-11-30,1831.879
2022-12-30,1784.317
2023-01-31,1964.703
2023-02-28,1881.988
2023-03-31,1910.737
2023-04-28,1970.899
2023-05-31,1883.022
2023-06-30,1961.501
2023-07-31,2078.957
2023-08-31,1988.111
2023-09-29,1900.9
2023-10-31,1800.264
2023-11-30,1904.682
2023-12-29,2023.828
2024-01-31,1997.382
2024-02-29,1942.585
2024-03-29,2055.363
2024-04-30,2018.635
2024-05-31,2110.181
2024-06-28,2089.062
2024-07-31,2184.665
2024-08-30,2244.05
2024-09-30,2341.6
2024-10-31,2260.106
2024-11-29,2344.486
2024-12-31,2213.446
2025-01-31,2223.547
2025-02-28,2224.363
2025-03-31,2276.279
2025-04-30,2357.045
2025-05-30,2485.836
2025-06-30,2626.883
2025-07-31,2613.219
2025-08-29,2794.876
2025-09-30,2992.156
2025-10-31,3041.328
2025-11-28,3181.094
