Date,WORLD MID VALUE Mid Cap
2002-01-16,373.023
2002-01-17,374.456
2002-01-18,374.979
2002-01-21,375.343
2002-01-22,373.545
2002-01-23,375.463
2002-01-24,376.985
2002-01-25,376.321
2002-01-28,377.529
2002-01-29,373.578
2002-01-30,374.126
2002-01-31,377.614
2002-02-01,376.778
2002-02-04,373.404
2002-02-05,370.965
2002-02-06,369.064
2002-02-07,368.94
2002-02-08,371.582
2002-02-11,375.779
2002-02-12,377.099
2002-02-13,379.773
2002-02-14,380.467
2002-02-15,380.095
2002-02-18,379.677
2002-02-19,374.607
2002-02-20,375.463
2002-02-21,376.625
2002-02-22,378.089
2002-02-25,379.924
2002-02-26,381.44
2002-02-27,384.06
2002-02-28,384.57
2002-03-01,388.633
2002-03-04,397.498
2002-03-05,396.476
2002-03-06,400.929
2002-03-07,404.324
2002-03-08,404.58
2002-03-11,405.982
2002-03-12,403.289
2002-03-13,401.39
2002-03-14,403.462
2002-03-15,406.326
2002-03-18,406.433
2002-03-19,409.028
2002-03-20,406.775
2002-03-21,406.172
2002-03-22,404.631
2002-03-25,401.333
2002-03-26,402.704
2002-03-27,405.688
2002-03-28,406.751
2002-03-29,405.979
2002-04-01,405.64
2002-04-02,405.344
2002-04-03,403.936
2002-04-04,404.824
2002-04-05,406.22
2002-04-08,406.189
2002-04-09,406.625
2002-04-10,411.842
2002-04-11,408.657
2002-04-12,408.827
2002-04-15,408.391
2002-04-16,411.968
2002-04-17,413.85
2002-04-18,414.341
2002-04-19,414.857
2002-04-22,413.41
2002-04-23,413.841
2002-04-24,413.442
2002-04-25,413.787
2002-04-26,412.004
2002-04-29,410.321
2002-04-30,412.805
2002-05-01,415.129
2002-05-02,416.393
2002-05-03,417.591
2002-05-06,414.523
2002-05-07,412.207
2002-05-08,415.683
2002-05-09,413.959
2002-05-10,412.125
2002-05-13,413.527
2002-05-14,415.207
2002-05-15,416.519
2002-05-16,417.201
2002-05-17,420.083
2002-05-20,419.097
2002-05-21,418.132
2002-05-22,419.526
2002-05-23,421.269
2002-05-24,420.839
2002-05-27,420.521
2002-05-28,420.145
2002-05-29,419.031
2002-05-30,418.467
2002-05-31,419.659
2002-06-03,415.14
2002-06-04,412.464
2002-06-05,412.473
2002-06-06,408.878
2002-06-07,408.804
2002-06-10,409.091
2002-06-11,406.379
2002-06-12,405.294
2002-06-13,401.686
2002-06-14,397.523
2002-06-17,404.103
2002-06-18,405.079
2002-06-19,402.259
2002-06-20,399.77
2002-06-21,397.8
2002-06-24,395.27
2002-06-25,393.274
2002-06-26,390.155
2002-06-27,392.991
2002-06-28,398.764
2002-07-01,394.743
2002-07-02,387.538
2002-07-03,383.542
2002-07-04,383.927
2002-07-05,392.636
2002-07-08,392.461
2002-07-09,388.732
2002-07-10,379.324
2002-07-11,375.612
2002-07-12,373.72
2002-07-15,369.267
2002-07-16,365.066
2002-07-17,366.122
2002-07-18,363.82
2002-07-19,354.359
2002-07-22,343.925
2002-07-23,334.323
2002-07-24,341.607
2002-07-25,346.436
2002-07-26,344.646
2002-07-29,357.42
2002-07-30,360.272
2002-07-31,362.415
2002-08-01,354.921
2002-08-02,349.6
2002-08-05,341.421
2002-08-06,345.34
2002-08-07,348.449
2002-08-08,355.492
2002-08-09,358.761
2002-08-12,358.056
2002-08-13,354.801
2002-08-14,360.933
2002-08-15,364.803
2002-08-16,363.678
2002-08-19,366.939
2002-08-20,364.164
2002-08-21,368.114
2002-08-22,373.044
2002-08-23,368.863
2002-08-26,371.982
2002-08-27,371.798
2002-08-28,365.995
2002-08-29,363.758
2002-08-30,364.828
2002-09-02,363.946
2002-09-03,355.087
2002-09-04,356.201
2002-09-05,353.322
2002-09-06,356.131
2002-09-09,356.788
2002-09-10,357.598
2002-09-11,358.457
2002-09-12,352.275
2002-09-13,351.668
2002-09-16,349.544
2002-09-17,345.264
2002-09-18,342.263
2002-09-19,337.291
2002-09-20,337.01
2002-09-23,332.018
2002-09-24,325.109
2002-09-25,329.481
2002-09-26,337.149
2002-09-27,332.459
2002-09-30,329.277
2002-10-01,333.451
2002-10-02,327.801
2002-10-03,324.297
2002-10-04,318.835
2002-10-07,311.428
2002-10-08,312.299
2002-10-09,303.463
2002-10-10,312.362
2002-10-11,322.689
2002-10-14,322.293
2002-10-15,334.371
2002-10-16,328.794
2002-10-17,335.598
2002-10-18,335.921
2002-10-21,341.699
2002-10-22,336.61
2002-10-23,336.547
2002-10-24,335.87
2002-10-25,337.823
2002-10-28,337.981
2002-10-29,333.925
2002-10-30,336.951
2002-10-31,338.571
2002-11-01,341.558
2002-11-04,345.498
2002-11-05,347.004
2002-11-06,349.201
2002-11-07,344.281
2002-11-08,340.883
2002-11-11,335.836
2002-11-12,338.016
2002-11-13,335.647
2002-11-14,340.039
2002-11-15,342.774
2002-11-18,341.406
2002-11-19,339.648
2002-11-20,342.679
2002-11-21,350.215
2002-11-22,351.464
2002-11-25,351.381
2002-11-26,346.544
2002-11-27,352.376
2002-11-28,354.672
2002-11-29,355.733
2002-12-02,354.392
2002-12-03,350.844
2002-12-04,348.645
2002-12-05,346.244
2002-12-06,346.914
2002-12-09,342.481
2002-12-10,345.483
2002-12-11,346.966
2002-12-12,346.678
2002-12-13,345.024
2002-12-16,349.511
2002-12-17,348.577
2002-12-18,344.606
2002-12-19,343.665
2002-12-20,347.22
2002-12-23,346.928
2002-12-24,346.624
2002-12-25,346.51
2002-12-26,347.737
2002-12-27,344.104
2002-12-30,347.151
2002-12-31,348.741
2003-01-01,348.741
2003-01-02,355.731
2003-01-03,355.75
2003-01-06,362.278
2003-01-07,357.862
2003-01-08,353.611
2003-01-09,358.095
2003-01-10,358.849
2003-01-13,358.792
2003-01-14,360.359
2003-01-15,357.722
2003-01-16,357.941
2003-01-17,355.982
2003-01-20,355.179
2003-01-21,351.004
2003-01-22,347.766
2003-01-23,350.065
2003-01-24,345.707
2003-01-27,338.218
2003-01-28,340.038
2003-01-29,339.505
2003-01-30,337.552
2003-01-31,340.061
2003-02-03,342.689
2003-02-04,339.756
2003-02-05,339.585
2003-02-06,336.585
2003-02-07,333.906
2003-02-10,334.085
2003-02-11,333.023
2003-02-12,329.843
2003-02-13,329.816
2003-02-14,333.146
2003-02-17,334.775
2003-02-18,338.502
2003-02-19,336.615
2003-02-20,335.465
2003-02-21,337.88
2003-02-24,334.355
2003-02-25,331.574
2003-02-26,329.56
2003-02-27,331.41
2003-02-28,333.788
2003-03-03,334.219
2003-03-04,330.004
2003-03-05,330.861
2003-03-06,329.053
2003-03-07,327.925
2003-03-10,322.239
2003-03-11,319.372
2003-03-12,316.662
2003-03-13,323.74
2003-03-14,325.121
2003-03-17,331.666
2003-03-18,333.433
2003-03-19,334.708
2003-03-20,336.388
2003-03-21,342.279
2003-03-24,335.171
2003-03-25,337.684
2003-03-26,337.645
2003-03-27,337.188
2003-03-28,336.093
2003-03-31,332.359
2003-04-01,334.68
2003-04-02,339.663
2003-04-03,338.273
2003-04-04,339.457
2003-04-07,342.559
2003-04-08,340.301
2003-04-09,338.502
2003-04-10,340.09
2003-04-11,339.092
2003-04-14,343.018
2003-04-15,346.723
2003-04-16,345.253
2003-04-17,348.788
2003-04-18,348.847
2003-04-21,348.828
2003-04-22,353.987
2003-04-23,356.611
2003-04-24,354.865
2003-04-25,350.708
2003-04-28,355.333
2003-04-29,356.279
2003-04-30,359.656
2003-05-01,359.944
2003-05-02,363.013
2003-05-05,364.756
2003-05-06,369.553
2003-05-07,368.422
2003-05-08,365.824
2003-05-09,369.815
2003-05-12,372.946
2003-05-13,373.121
2003-05-14,373.72
2003-05-15,375.165
2003-05-16,377.246
2003-05-19,370.901
2003-05-20,371.099
2003-05-21,372.1
2003-05-22,375.133
2003-05-23,378.296
2003-05-26,378.83
2003-05-27,381.712
2003-05-28,382.187
2003-05-29,382.126
2003-05-30,386.926
2003-06-02,390.444
2003-06-03,389.189
2003-06-04,393.259
2003-06-05,396.567
2003-06-06,397.178
2003-06-09,393.236
2003-06-10,394.358
2003-06-11,399.875
2003-06-12,400.691
2003-06-13,397.564
2003-06-16,403.251
2003-06-17,403.871
2003-06-18,401.67
2003-06-19,397.261
2003-06-20,397.779
2003-06-23,393.241
2003-06-24,391.424
2003-06-25,392.193
2003-06-26,392.255
2003-06-27,391.925
2003-06-30,391.022
2003-07-01,392.341
2003-07-02,396.901
2003-07-03,397.112
2003-07-04,396.537
2003-07-07,401.486
2003-07-08,401.68
2003-07-09,400.646
2003-07-10,396.895
2003-07-11,398.519
2003-07-14,401.65
2003-07-15,399.012
2003-07-16,396.635
2003-07-17,393.331
2003-07-18,396.751
2003-07-21,395.212
2003-07-22,397.264
2003-07-23,398.446
2003-07-24,400.437
2003-07-25,403.781
2003-07-28,404.126
2003-07-29,402.878
2003-07-30,401.434
2003-07-31,401.994
2003-08-01,400.377
2003-08-04,399.712
2003-08-05,396.851
2003-08-06,396.039
2003-08-07,398.059
2003-08-08,399.409
2003-08-11,400.493
2003-08-12,403.235
2003-08-13,403.713
2003-08-14,406.992
2003-08-15,406.913
2003-08-18,409.101
2003-08-19,410.417
2003-08-20,412.9
2003-08-21,414.587
2003-08-22,411.069
2003-08-25,410.648
2003-08-26,409.548
2003-08-27,409.938
2003-08-28,412.199
2003-08-29,415.087
2003-09-01,417.577
2003-09-02,419.897
2003-09-03,422.492
2003-09-04,422.267
2003-09-05,421.728
2003-09-08,424.802
2003-09-09,423.135
2003-09-10,418.7
2003-09-11,418.965
2003-09-12,421.342
2003-09-15,421.433
2003-09-16,424.848
2003-09-17,424.964
2003-09-18,429.972
2003-09-19,431.085
2003-09-22,428.07
2003-09-23,429.399
2003-09-24,426.491
2003-09-25,422.711
2003-09-26,420.026
2003-09-29,422.156
2003-09-30,420.268
2003-10-01,428.126
2003-10-02,431.56
2003-10-03,436.215
2003-10-06,437.939
2003-10-07,439.309
2003-10-08,438.915
2003-10-09,440.781
2003-10-10,442.074
2003-10-13,444.913
2003-10-14,446.321
2003-10-15,446.227
2003-10-16,447.783
2003-10-17,444.359
2003-10-20,444.911
2003-10-21,444.281
2003-10-22,440.815
2003-10-23,438.444
2003-10-24,438.504
2003-10-27,442.027
2003-10-28,444.969
2003-10-29,447.667
2003-10-30,450.012
2003-10-31,449.118
2003-11-03,450.687
2003-11-04,451.756
2003-11-05,451.114
2003-11-06,451.144
2003-11-07,452.813
2003-11-10,451.0
2003-11-11,448.313
2003-11-12,451.792
2003-11-13,454.184
2003-11-14,453.477
2003-11-17,446.81
2003-11-18,445.786
2003-11-19,446.078
2003-11-20,444.815
2003-11-21,446.251
2003-11-24,449.807
2003-11-25,453.24
2003-11-26,456.772
2003-11-27,457.072
2003-11-28,456.736
2003-12-01,462.824
2003-12-02,464.221
2003-12-03,464.817
2003-12-04,465.281
2003-12-05,464.446
2003-12-08,466.709
2003-12-09,465.928
2003-12-10,462.698
2003-12-11,464.85
2003-12-12,467.989
2003-12-15,467.13
2003-12-16,467.725
2003-12-17,468.169
2003-12-18,472.191
2003-12-19,472.545
2003-12-22,474.786
2003-12-23,476.208
2003-12-24,476.834
2003-12-25,476.754
2003-12-26,477.632
2003-12-29,481.651
2003-12-30,484.083
2003-12-31,484.977
2004-01-01,484.977
2004-01-02,484.923
2004-01-05,489.879
2004-01-06,490.875
2004-01-07,490.233
2004-01-08,492.179
2004-01-09,492.68
2004-01-12,493.072
2004-01-13,492.557
2004-01-14,495.331
2004-01-15,493.788
2004-01-16,494.75
2004-01-19,495.068
2004-01-20,497.635
2004-01-21,501.41
2004-01-22,502.262
2004-01-23,501.734
2004-01-26,501.421
2004-01-27,500.441
2004-01-28,496.588
2004-01-29,492.546
2004-01-30,493.531
2004-02-02,495.551
2004-02-03,496.519
2004-02-04,492.133
2004-02-05,493.414
2004-02-06,499.61
2004-02-09,501.646
2004-02-10,503.971
2004-02-11,507.511
2004-02-12,509.785
2004-02-13,508.436
2004-02-16,509.378
2004-02-17,513.847
2004-02-18,512.91
2004-02-19,511.66
2004-02-20,507.348
2004-02-23,507.75
2004-02-24,506.446
2004-02-25,507.561
2004-02-26,507.478
2004-02-27,511.086
2004-03-01,518.161
2004-03-02,515.858
2004-03-03,514.514
2004-03-04,516.172
2004-03-05,521.213
2004-03-08,519.047
2004-03-09,516.288
2004-03-10,507.888
2004-03-11,499.356
2004-03-12,502.763
2004-03-15,498.409
2004-03-16,502.484
2004-03-17,508.863
2004-03-18,510.55
2004-03-19,507.684
2004-03-22,501.739
2004-03-23,501.706
2004-03-24,500.056
2004-03-25,506.087
2004-03-26,506.105
2004-03-29,511.754
2004-03-30,513.538
2004-03-31,517.852
2004-04-01,521.998
2004-04-02,522.38
2004-04-05,522.016
2004-04-06,521.104
2004-04-07,520.992
2004-04-08,519.988
2004-04-09,519.324
2004-04-12,519.556
2004-04-13,513.708
2004-04-14,508.778
2004-04-15,507.988
2004-04-16,513.563
2004-04-19,512.807
2004-04-20,509.619
2004-04-21,508.184
2004-04-22,514.669
2004-04-23,514.139
2004-04-26,514.717
2004-04-27,515.613
2004-04-28,509.92
2004-04-29,505.164
2004-04-30,502.554
2004-05-03,505.42
2004-05-04,508.519
2004-05-05,511.102
2004-05-06,504.708
2004-05-07,494.138
2004-05-10,480.745
2004-05-11,484.78
2004-05-12,487.151
2004-05-13,486.582
2004-05-14,487.215
2004-05-17,481.708
2004-05-18,485.607
2004-05-19,490.099
2004-05-20,488.805
2004-05-21,493.332
2004-05-24,495.839
2004-05-25,501.459
2004-05-26,504.918
2004-05-27,509.561
2004-05-28,511.729
2004-05-31,511.779
2004-06-01,511.251
2004-06-02,513.555
2004-06-03,509.778
2004-06-04,512.931
2004-06-07,521.105
2004-06-08,521.042
2004-06-09,516.331
2004-06-10,518.359
2004-06-11,516.611
2004-06-14,511.77
2004-06-15,515.106
2004-06-16,517.186
2004-06-17,519.189
2004-06-18,521.036
2004-06-21,522.396
2004-06-22,522.859
2004-06-23,527.03
2004-06-24,529.078
2004-06-25,528.613
2004-06-28,530.532
2004-06-29,528.765
2004-06-30,531.868
2004-07-01,529.409
2004-07-02,529.128
2004-07-05,527.28
2004-07-06,524.841
2004-07-07,526.54
2004-07-08,523.299
2004-07-09,525.59
2004-07-12,526.991
2004-07-13,526.593
2004-07-14,526.415
2004-07-15,525.238
2004-07-16,527.438
2004-07-19,527.914
2004-07-20,528.516
2004-07-21,523.938
2004-07-22,520.741
2004-07-23,516.649
2004-07-26,514.497
2004-07-27,515.73
2004-07-28,516.781
2004-07-29,519.685
2004-07-30,521.519
2004-08-02,522.986
2004-08-03,522.154
2004-08-04,519.548
2004-08-05,515.453
2004-08-06,511.536
2004-08-09,510.272
2004-08-10,515.171
2004-08-11,513.171
2004-08-12,510.187
2004-08-13,510.151
2004-08-16,515.323
2004-08-17,516.274
2004-08-18,519.936
2004-08-19,520.726
2004-08-20,522.628
2004-08-23,522.229
2004-08-24,521.726
2004-08-25,524.267
2004-08-26,526.174
2004-08-27,527.309
2004-08-30,525.499
2004-08-31,527.659
2004-09-01,530.125
2004-09-02,533.616
2004-09-03,532.154
2004-09-06,534.282
2004-09-07,537.715
2004-09-08,535.774
2004-09-09,534.094
2004-09-10,536.313
2004-09-13,537.943
2004-09-14,538.448
2004-09-15,533.901
2004-09-16,537.216
2004-09-17,538.289
2004-09-20,536.312
2004-09-21,540.235
2004-09-22,536.366
2004-09-23,535.081
2004-09-24,535.965
2004-09-27,533.553
2004-09-28,536.523
2004-09-29,539.25
2004-09-30,543.997
2004-10-01,550.411
2004-10-04,551.45
2004-10-05,551.987
2004-10-06,554.266
2004-10-07,550.773
2004-10-08,552.085
2004-10-11,552.41
2004-10-12,548.893
2004-10-13,545.126
2004-10-14,543.421
2004-10-15,546.066
2004-10-18,546.08
2004-10-19,545.538
2004-10-20,545.753
2004-10-21,548.038
2004-10-22,547.573
2004-10-25,547.862
2004-10-26,552.565
2004-10-27,556.536
2004-10-28,557.273
2004-10-29,558.692
2004-11-01,560.203
2004-11-02,561.331
2004-11-03,566.861
2004-11-04,573.897
2004-11-05,575.962
2004-11-08,576.019
2004-11-09,576.295
2004-11-10,578.11
2004-11-11,581.537
2004-11-12,587.132
2004-11-15,587.876
2004-11-16,586.019
2004-11-17,589.752
2004-11-18,589.431
2004-11-19,587.957
2004-11-22,589.444
2004-11-23,591.313
2004-11-24,595.844
2004-11-25,598.96
2004-11-26,600.228
2004-11-29,599.712
2004-11-30,597.713
2004-12-01,602.048
2004-12-02,601.544
2004-12-03,604.141
2004-12-06,603.431
2004-12-07,598.322
2004-12-08,595.181
2004-12-09,594.681
2004-12-10,594.57
2004-12-13,600.25
2004-12-14,602.464
2004-12-15,609.015
2004-12-16,605.983
2004-12-17,605.999
2004-12-20,609.328
2004-12-21,612.353
2004-12-22,614.545
2004-12-23,616.086
2004-12-24,617.968
2004-12-27,617.375
2004-12-28,620.597
2004-12-29,620.7
2004-12-30,623.325
2004-12-31,623.522
2005-01-03,617.488
2005-01-04,610.732
2005-01-05,604.799
2005-01-06,605.719
2005-01-07,604.969
2005-01-10,607.229
2005-01-11,606.499
2005-01-12,609.783
2005-01-13,608.422
2005-01-14,610.728
2005-01-17,612.037
2005-01-18,614.18
2005-01-19,613.043
2005-01-20,607.555
2005-01-21,606.724
2005-01-24,605.55
2005-01-25,604.496
2005-01-26,609.405
2005-01-27,609.405
2005-01-28,607.531
2005-01-31,614.43
2005-02-01,617.263
2005-02-02,621.764
2005-02-03,620.212
2005-02-04,626.16
2005-02-07,624.543
2005-02-08,623.359
2005-02-09,621.179
2005-02-10,624.154
2005-02-11,627.79
2005-02-14,630.835
2005-02-15,633.055
2005-02-16,632.41
2005-02-17,632.104
2005-02-18,632.908
2005-02-21,631.999
2005-02-22,627.271
2005-02-23,626.555
2005-02-24,630.612
2005-02-25,638.208
2005-02-28,638.376
2005-03-01,640.501
2005-03-02,638.822
2005-03-03,640.646
2005-03-04,649.487
2005-03-07,650.274
2005-03-08,650.633
2005-03-09,645.514
2005-03-10,644.456
2005-03-11,645.361
2005-03-14,646.491
2005-03-15,644.775
2005-03-16,641.4
2005-03-17,641.81
2005-03-18,639.688
2005-03-21,637.01
2005-03-22,634.406
2005-03-23,628.232
2005-03-24,628.994
2005-03-25,629.197
2005-03-28,627.881
2005-03-29,622.086
2005-03-30,627.244
2005-03-31,631.976
2005-04-01,632.758
2005-04-04,628.635
2005-04-05,630.998
2005-04-06,633.243
2005-04-07,635.536
2005-04-08,632.107
2005-04-11,634.109
2005-04-12,634.024
2005-04-13,630.007
2005-04-14,620.261
2005-04-15,610.795
2005-04-18,608.977
2005-04-19,616.37
2005-04-20,611.879
2005-04-21,616.878
2005-04-22,618.753
2005-04-25,622.181
2005-04-26,616.535
2005-04-27,613.198
2005-04-28,608.341
2005-04-29,613.979
2005-05-02,616.073
2005-05-03,615.904
2005-05-04,622.754
2005-05-05,623.074
2005-05-06,623.768
2005-05-09,625.815
2005-05-10,621.888
2005-05-11,622.31
2005-05-12,614.7
2005-05-13,609.484
2005-05-16,610.884
2005-05-17,613.804
2005-05-18,619.976
2005-05-19,623.127
2005-05-20,621.904
2005-05-23,626.119
2005-05-24,625.285
2005-05-25,622.183
2005-05-26,624.818
2005-05-27,627.461
2005-05-30,628.434
2005-05-31,626.909
2005-06-01,630.974
2005-06-02,630.81
2005-06-03,629.653
2005-06-06,630.847
2005-06-07,632.423
2005-06-08,633.117
2005-06-09,631.535
2005-06-10,632.439
2005-06-13,632.956
2005-06-14,636.245
2005-06-15,638.268
2005-06-16,641.724
2005-06-17,647.29
2005-06-20,644.758
2005-06-21,644.828
2005-06-22,645.454
2005-06-23,642.332
2005-06-24,638.23
2005-06-27,636.887
2005-06-28,641.648
2005-06-29,642.42
2005-06-30,641.178
2005-07-01,642.38
2005-07-04,641.576
2005-07-05,643.806
2005-07-06,643.115
2005-07-07,641.689
2005-07-08,647.402
2005-07-11,653.895
2005-07-12,656.46
2005-07-13,655.026
2005-07-14,655.005
2005-07-15,654.165
2005-07-18,654.915
2005-07-19,657.141
2005-07-20,660.426
2005-07-21,661.212
2005-07-22,663.815
2005-07-25,661.54
2005-07-26,661.479
2005-07-27,663.984
2005-07-28,669.012
2005-07-29,668.266
2005-08-01,670.055
2005-08-02,675.235
2005-08-03,677.489
2005-08-04,673.254
2005-08-05,665.034
2005-08-08,664.184
2005-08-09,666.568
2005-08-10,672.281
2005-08-11,677.129
2005-08-12,676.223
2005-08-15,676.426
2005-08-16,671.456
2005-08-17,669.993
2005-08-18,665.396
2005-08-19,666.623
2005-08-22,671.774
2005-08-23,669.446
2005-08-24,667.462
2005-08-25,668.679
2005-08-26,667.356
2005-08-29,667.183
2005-08-30,664.804
2005-08-31,673.1
2005-09-01,680.448
2005-09-02,681.369
2005-09-05,682.468
2005-09-06,686.532
2005-09-07,687.764
2005-09-08,684.63
2005-09-09,691.358
2005-09-12,690.752
2005-09-13,686.778
2005-09-14,688.125
2005-09-15,687.924
2005-09-16,690.298
2005-09-19,687.517
2005-09-20,686.636
2005-09-21,681.911
2005-09-22,680.371
2005-09-23,680.352
2005-09-26,683.888
2005-09-27,682.197
2005-09-28,685.52
2005-09-29,691.788
2005-09-30,693.911
2005-10-03,692.529
2005-10-04,688.074
2005-10-05,677.276
2005-10-06,671.087
2005-10-07,672.588
2005-10-10,667.91
2005-10-11,667.671
2005-10-12,663.004
2005-10-13,657.184
2005-10-14,662.219
2005-10-17,663.789
2005-10-18,656.45
2005-10-19,657.203
2005-10-20,653.335
2005-10-21,654.439
2005-10-24,663.934
2005-10-25,666.217
2005-10-26,665.257
2005-10-27,660.65
2005-10-28,665.846
2005-10-31,673.986
2005-11-01,675.095
2005-11-02,681.491
2005-11-03,683.466
2005-11-04,680.407
2005-11-07,681.236
2005-11-08,678.284
2005-11-09,678.936
2005-11-10,681.607
