Date,SWITZERLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2001-09-13,409.573
2001-09-14,400.035
2001-09-17,410.437
2001-09-18,409.193
2001-09-19,409.326
2001-09-20,391.992
2001-09-21,374.996
2001-09-24,389.6
2001-09-25,403.844
2001-09-26,405.093
2001-09-27,410.625
2001-09-28,422.271
2001-10-01,416.806
2001-10-02,418.229
2001-10-03,419.389
2001-10-04,425.639
2001-10-05,424.026
2001-10-08,426.862
2001-10-09,425.023
2001-10-10,424.157
2001-10-11,428.152
2001-10-12,424.439
2001-10-15,423.684
2001-10-16,422.223
2001-10-17,421.862
2001-10-18,425.634
2001-10-19,422.919
2001-10-22,426.836
2001-10-23,429.103
2001-10-24,429.678
2001-10-25,427.105
2001-10-26,429.051
2001-10-29,426.564
2001-10-30,421.422
2001-10-31,423.129
2001-11-01,426.582
2001-11-02,426.345
2001-11-05,428.373
2001-11-06,429.194
2001-11-07,431.456
2001-11-08,437.64
2001-11-09,435.431
2001-11-12,430.767
2001-11-13,431.713
2001-11-14,435.562
2001-11-15,441.792
2001-11-16,447.305
2001-11-19,448.949
2001-11-20,444.375
2001-11-21,441.749
2001-11-22,445.42
2001-11-23,437.18
2001-11-26,437.191
2001-11-27,434.909
2001-11-28,430.161
2001-11-29,429.018
2001-11-30,428.849
2001-12-03,427.307
2001-12-04,436.504
2001-12-05,438.936
2001-12-06,439.085
2001-12-07,437.032
2001-12-10,428.763
2001-12-11,429.212
2001-12-12,432.957
2001-12-13,430.29
2001-12-14,427.827
2001-12-17,435.082
2001-12-18,435.168
2001-12-19,429.885
2001-12-20,438.95
2001-12-21,439.039
2001-12-24,429.612
2001-12-25,429.612
2001-12-26,429.523
2001-12-27,436.816
2001-12-28,436.789
2001-12-31,441.656
2002-01-01,441.656
2002-01-02,444.286
2002-01-03,441.129
2002-01-04,441.583
2002-01-07,441.503
2002-01-08,435.564
2002-01-09,437.667
2002-01-10,439.236
2002-01-11,441.956
2002-01-14,436.094
2002-01-15,434.866
2002-01-16,430.124
2002-01-17,434.77
2002-01-18,434.631
2002-01-21,432.173
2002-01-22,434.045
2002-01-23,437.88
2002-01-24,439.606
2002-01-25,429.423
2002-01-28,430.434
2002-01-29,426.184
2002-01-30,419.964
2002-01-31,422.168
2002-02-01,420.033
2002-02-04,421.696
2002-02-05,420.173
2002-02-06,420.344
2002-02-07,427.478
2002-02-08,429.156
2002-02-11,433.443
2002-02-12,432.728
2002-02-13,435.058
2002-02-14,436.86
2002-02-15,437.57
2002-02-18,434.752
2002-02-19,428.22
2002-02-20,424.115
2002-02-21,425.681
2002-02-22,426.521
2002-02-25,427.734
2002-02-26,426.918
2002-02-27,430.568
2002-02-28,433.762
2002-03-01,431.389
2002-03-04,437.54
2002-03-05,435.679
2002-03-06,437.961
2002-03-07,443.269
2002-03-08,447.177
2002-03-11,445.988
2002-03-12,442.769
2002-03-13,446.678
2002-03-14,455.614
2002-03-15,457.922
2002-03-18,459.491
2002-03-19,459.732
2002-03-20,459.941
2002-03-21,459.613
2002-03-22,460.143
2002-03-25,458.365
2002-03-26,459.56
2002-03-27,458.408
2002-03-28,458.604
2002-03-29,458.604
2002-04-01,463.914
2002-04-02,465.796
2002-04-03,465.464
2002-04-04,464.636
2002-04-05,461.879
2002-04-08,456.106
2002-04-09,459.175
2002-04-10,462.33
2002-04-11,458.884
2002-04-12,457.428
2002-04-15,459.305
2002-04-16,464.293
2002-04-17,468.251
2002-04-18,471.005
2002-04-19,470.707
2002-04-22,470.573
2002-04-23,470.745
2002-04-24,473.607
2002-04-25,472.201
2002-04-26,469.467
2002-04-29,473.253
2002-04-30,473.441
2002-05-01,478.024
2002-05-02,476.907
2002-05-03,484.396
2002-05-06,483.44
2002-05-07,474.8
2002-05-08,480.45
2002-05-09,480.585
2002-05-10,479.152
2002-05-13,479.643
2002-05-14,476.685
2002-05-15,482.326
2002-05-16,485.827
2002-05-17,489.644
2002-05-20,488.011
2002-05-21,488.049
2002-05-22,490.187
2002-05-23,484.777
2002-05-24,485.596
2002-05-27,486.012
2002-05-28,488.822
2002-05-29,488.967
2002-05-30,488.475
2002-05-31,488.79
2002-06-03,487.039
2002-06-04,480.402
2002-06-05,474.673
2002-06-06,474.933
2002-06-07,469.349
2002-06-10,470.324
2002-06-11,471.173
2002-06-12,457.527
2002-06-13,452.243
2002-06-14,448.773
2002-06-17,459.109
2002-06-18,456.391
2002-06-19,455.068
2002-06-20,446.93
2002-06-21,448.15
2002-06-24,441.077
2002-06-25,450.969
2002-06-26,449.367
2002-06-27,451.485
2002-06-28,472.642
2002-07-01,472.145
2002-07-02,464.594
2002-07-03,452.809
2002-07-04,462.895
2002-07-05,471.725
2002-07-08,476.145
2002-07-09,476.015
2002-07-10,459.449
2002-07-11,446.238
2002-07-12,451.201
2002-07-15,441.292
2002-07-16,431.002
2002-07-17,434.259
2002-07-18,431.12
2002-07-19,411.182
2002-07-22,392.488
2002-07-23,382.813
2002-07-24,387.375
2002-07-25,411.187
2002-07-26,415.779
2002-07-29,426.47
2002-07-30,427.641
2002-07-31,425.022
2002-08-01,422.179
2002-08-02,420.267
2002-08-05,406.295
2002-08-06,416.116
2002-08-07,414.028
2002-08-08,427.218
2002-08-09,433.564
2002-08-12,428.87
2002-08-13,433.743
2002-08-14,436.465
2002-08-15,443.747
2002-08-16,441.538
2002-08-19,446.152
2002-08-20,430.889
2002-08-21,440.79
2002-08-22,436.081
2002-08-23,435.393
2002-08-26,430.501
2002-08-27,438.271
2002-08-28,421.935
2002-08-29,412.827
2002-08-30,419.131
2002-09-02,410.296
2002-09-03,403.879
2002-09-04,407.871
2002-09-05,408.005
2002-09-06,416.5
2002-09-09,409.828
2002-09-10,412.421
2002-09-11,418.239
2002-09-12,407.266
2002-09-13,400.494
2002-09-16,395.474
2002-09-17,389.446
2002-09-18,390.26
2002-09-19,386.908
2002-09-20,388.653
2002-09-23,376.253
2002-09-24,373.805
2002-09-25,379.221
2002-09-26,396.895
2002-09-27,395.945
2002-09-30,395.828
2002-10-01,389.211
2002-10-02,399.219
2002-10-03,398.62
2002-10-04,391.7
2002-10-07,385.826
2002-10-08,377.434
2002-10-09,373.717
2002-10-10,378.757
2002-10-11,394.787
2002-10-14,392.394
2002-10-15,406.499
2002-10-16,400.422
2002-10-17,399.579
2002-10-18,396.348
2002-10-21,392.317
2002-10-22,392.677
2002-10-23,385.474
2002-10-24,392.777
2002-10-25,397.642
2002-10-28,395.039
2002-10-29,386.387
2002-10-30,393.723
2002-10-31,401.052
2002-11-01,398.386
2002-11-04,405.668
2002-11-05,408.92
2002-11-06,407.72
2002-11-07,403.628
2002-11-08,401.456
2002-11-11,398.047
2002-11-12,403.066
2002-11-13,399.911
2002-11-14,405.542
2002-11-15,413.148
2002-11-18,413.378
2002-11-19,411.616
2002-11-20,409.869
2002-11-21,413.392
2002-11-22,411.35
2002-11-25,407.414
2002-11-26,405.623
2002-11-27,409.135
2002-11-28,407.475
2002-11-29,403.517
2002-12-02,406.147
2002-12-03,397.463
2002-12-04,399.303
2002-12-05,394.822
2002-12-06,396.489
2002-12-09,391.145
2002-12-10,394.782
2002-12-11,393.732
2002-12-12,393.969
2002-12-13,394.978
2002-12-16,400.521
2002-12-17,403.195
2002-12-18,396.026
2002-12-19,395.535
2002-12-20,395.421
2002-12-23,393.585
2002-12-24,396.335
2002-12-25,396.335
2002-12-26,396.97
2002-12-27,387.521
2002-12-30,393.505
2002-12-31,396.32
2003-01-01,396.32
2003-01-02,391.093
2003-01-03,413.084
2003-01-06,416.517
2003-01-07,412.184
2003-01-08,409.745
2003-01-09,410.865
2003-01-10,411.417
2003-01-13,414.859
2003-01-14,421.495
2003-01-15,412.515
2003-01-16,410.048
2003-01-17,408.335
2003-01-20,402.212
2003-01-21,400.832
2003-01-22,391.837
2003-01-23,393.649
2003-01-24,390.974
2003-01-27,377.258
2003-01-28,376.398
2003-01-29,380.245
2003-01-30,382.595
2003-01-31,383.831
2003-02-03,387.485
2003-02-04,382.912
2003-02-05,383.949
2003-02-06,373.784
2003-02-07,371.153
2003-02-10,364.696
2003-02-11,369.892
2003-02-12,361.463
2003-02-13,364.876
2003-02-14,372.194
2003-02-17,377.392
2003-02-18,371.79
2003-02-19,364.635
2003-02-20,368.071
2003-02-21,369.888
2003-02-24,365.035
2003-02-25,359.715
2003-02-26,359.219
2003-02-27,358.005
2003-02-28,364.963
2003-03-03,371.344
2003-03-04,361.973
2003-03-05,357.664
2003-03-06,355.525
2003-03-07,352.123
2003-03-10,341.246
2003-03-11,339.292
2003-03-12,335.212
2003-03-13,340.129
2003-03-14,353.748
2003-03-17,360.163
2003-03-18,360.453
2003-03-19,367.455
2003-03-20,371.704
2003-03-21,381.311
2003-03-24,367.406
2003-03-25,372.043
2003-03-26,369.171
2003-03-27,365.362
2003-03-28,367.758
2003-03-31,363.203
2003-04-01,366.669
2003-04-02,372.334
2003-04-03,374.612
2003-04-04,378.28
2003-04-07,383.422
2003-04-08,383.631
2003-04-09,387.096
2003-04-10,381.222
2003-04-11,383.688
2003-04-14,388.336
2003-04-15,395.825
2003-04-16,394.184
2003-04-17,394.615
2003-04-18,394.615
2003-04-21,390.768
2003-04-22,396.026
2003-04-23,399.043
2003-04-24,397.628
2003-04-25,395.307
2003-04-28,400.588
2003-04-29,396.91
2003-04-30,403.057
2003-05-01,407.792
2003-05-02,404.198
2003-05-05,410.862
2003-05-06,417.727
2003-05-07,418.474
2003-05-08,412.984
2003-05-09,413.888
2003-05-12,411.226
2003-05-13,414.676
2003-05-14,415.503
2003-05-15,415.831
2003-05-16,420.791
2003-05-19,416.128
2003-05-20,417.924
2003-05-21,415.476
2003-05-22,423.449
2003-05-23,425.575
2003-05-26,423.434
2003-05-27,427.371
2003-05-28,430.671
2003-05-29,433.255
2003-05-30,425.955
2003-06-02,436.638
2003-06-03,430.253
2003-06-04,430.896
2003-06-05,431.781
2003-06-06,431.331
2003-06-09,435.676
2003-06-10,433.013
2003-06-11,440.88
2003-06-12,441.13
2003-06-13,436.167
2003-06-16,449.053
2003-06-17,451.77
2003-06-18,449.622
2003-06-19,441.954
2003-06-20,442.891
2003-06-23,433.249
2003-06-24,433.333
2003-06-25,433.829
2003-06-26,430.427
2003-06-27,427.657
2003-06-30,424.733
2003-07-01,419.396
2003-07-02,424.193
2003-07-03,428.525
2003-07-04,427.523
2003-07-07,429.453
2003-07-08,425.485
2003-07-09,424.839
2003-07-10,424.251
2003-07-11,426.576
2003-07-14,431.64
2003-07-15,427.891
2003-07-16,426.444
2003-07-17,424.283
2003-07-18,425.499
2003-07-21,427.155
2003-07-22,426.363
2003-07-23,433.318
2003-07-24,439.578
2003-07-25,440.082
2003-07-28,442.021
2003-07-29,442.02
2003-07-30,440.786
2003-07-31,439.303
2003-08-01,438.644
2003-08-04,439.188
2003-08-05,443.93
2003-08-06,440.618
2003-08-07,439.872
2003-08-08,438.255
2003-08-11,437.426
2003-08-12,438.855
2003-08-13,437.641
2003-08-14,440.206
2003-08-15,445.677
2003-08-18,441.707
2003-08-19,439.923
2003-08-20,441.657
2003-08-21,440.539
2003-08-22,439.559
2003-08-25,435.858
2003-08-26,435.215
2003-08-27,436.747
2003-08-28,438.164
2003-08-29,435.465
2003-09-01,443.18
2003-09-02,436.576
2003-09-03,443.412
2003-09-04,445.691
2003-09-05,452.857
2003-09-08,457.664
2003-09-09,455.617
2003-09-10,456.097
2003-09-11,456.994
2003-09-12,459.399
2003-09-15,461.875
2003-09-16,461.023
2003-09-17,465.502
2003-09-18,466.428
2003-09-19,468.939
2003-09-22,463.231
2003-09-23,459.984
2003-09-24,460.927
2003-09-25,459.576
2003-09-26,456.462
2003-09-29,457.195
2003-09-30,457.711
2003-10-01,461.031
2003-10-02,461.63
2003-10-03,467.393
2003-10-06,464.85
2003-10-07,466.09
2003-10-08,469.0
2003-10-09,472.32
2003-10-10,474.256
2003-10-13,474.778
2003-10-14,474.731
2003-10-15,472.357
2003-10-16,476.024
2003-10-17,470.597
2003-10-20,473.779
2003-10-21,473.576
2003-10-22,470.868
2003-10-23,467.116
2003-10-24,469.312
2003-10-27,469.737
2003-10-28,466.706
2003-10-29,466.965
2003-10-30,470.82
2003-10-31,466.742
2003-11-03,468.18
2003-11-04,461.516
2003-11-05,455.724
2003-11-06,456.753
2003-11-07,463.294
2003-11-10,458.302
2003-11-11,462.122
2003-11-12,467.128
2003-11-13,473.573
2003-11-14,482.405
2003-11-17,477.738
2003-11-18,479.651
2003-11-19,477.802
2003-11-20,479.536
2003-11-21,481.471
2003-11-24,481.047
2003-11-25,481.883
2003-11-26,488.117
2003-11-27,489.082
2003-11-28,492.6
2003-12-01,494.603
2003-12-02,498.338
2003-12-03,502.229
2003-12-04,499.174
2003-12-05,498.943
2003-12-08,503.465
2003-12-09,506.173
2003-12-10,504.125
2003-12-11,504.085
2003-12-12,508.435
2003-12-15,510.884
2003-12-16,509.757
2003-12-17,510.498
2003-12-18,516.386
2003-12-19,514.257
2003-12-22,513.959
2003-12-23,515.117
2003-12-24,518.501
2003-12-25,518.501
2003-12-26,517.506
2003-12-29,520.087
2003-12-30,525.791
2003-12-31,529.214
2004-01-01,529.214
2004-01-02,528.103
2004-01-05,539.886
2004-01-06,543.572
2004-01-07,540.033
2004-01-08,543.736
2004-01-09,546.198
2004-01-12,538.078
2004-01-13,542.503
2004-01-14,544.271
2004-01-15,539.286
2004-01-16,535.061
2004-01-19,534.051
2004-01-20,540.106
2004-01-21,545.201
2004-01-22,552.245
2004-01-23,554.863
2004-01-26,549.001
2004-01-27,553.001
2004-01-28,553.423
2004-01-29,544.783
2004-01-30,542.494
2004-02-02,547.791
2004-02-03,548.172
2004-02-04,550.689
2004-02-05,553.423
2004-02-06,563.205
2004-02-09,566.046
2004-02-10,568.313
2004-02-11,566.033
2004-02-12,570.492
2004-02-13,569.779
2004-02-16,569.889
2004-02-17,572.457
2004-02-18,568.161
2004-02-19,562.902
2004-02-20,555.812
2004-02-23,557.489
2004-02-24,557.527
2004-02-25,552.75
2004-02-26,546.186
2004-02-27,547.116
2004-03-01,551.721
2004-03-02,548.365
2004-03-03,541.407
2004-03-04,547.367
2004-03-05,553.439
2004-03-08,549.29
2004-03-09,550.93
2004-03-10,546.824
2004-03-11,535.02
2004-03-12,532.137
2004-03-15,528.563
2004-03-16,533.403
2004-03-17,530.69
2004-03-18,534.679
2004-03-19,535.354
2004-03-22,523.89
2004-03-23,525.305
2004-03-24,522.006
2004-03-25,526.82
2004-03-26,523.146
2004-03-29,527.281
2004-03-30,529.008
2004-03-31,533.867
2004-04-01,544.463
2004-04-02,537.588
2004-04-05,534.131
2004-04-06,533.463
2004-04-07,542.391
2004-04-08,544.962
2004-04-09,544.962
2004-04-12,544.219
2004-04-13,536.541
2004-04-14,535.974
2004-04-15,539.194
2004-04-16,544.862
2004-04-19,548.443
2004-04-20,543.611
2004-04-21,540.213
2004-04-22,538.918
2004-04-23,540.086
2004-04-26,549.068
2004-04-27,551.651
2004-04-28,543.629
2004-04-29,548.843
2004-04-30,545.893
2004-05-03,548.871
2004-05-04,557.556
2004-05-05,565.608
2004-05-06,557.813
2004-05-07,550.908
2004-05-10,532.933
2004-05-11,537.775
2004-05-12,537.184
2004-05-13,540.69
2004-05-14,539.358
2004-05-17,541.061
2004-05-18,543.002
2004-05-19,552.224
2004-05-20,546.867
2004-05-21,544.602
2004-05-24,544.538
2004-05-25,548.38
2004-05-26,550.055
2004-05-27,562.869
2004-05-28,553.757
2004-05-31,553.757
2004-06-01,551.369
2004-06-02,559.806
2004-06-03,561.344
2004-06-04,563.641
2004-06-07,570.887
2004-06-08,569.19
2004-06-09,562.449
2004-06-10,561.258
2004-06-11,556.629
2004-06-14,553.294
2004-06-15,555.619
2004-06-16,555.079
2004-06-17,559.724
2004-06-18,564.898
2004-06-21,564.835
2004-06-22,558.506
2004-06-23,557.425
2004-06-24,563.012
2004-06-25,558.584
2004-06-28,560.957
2004-06-29,552.566
2004-06-30,549.788
2004-07-01,551.159
2004-07-02,559.443
2004-07-05,555.148
2004-07-06,552.617
2004-07-07,555.57
2004-07-08,562.056
2004-07-09,557.089
2004-07-12,556.674
2004-07-13,550.874
2004-07-14,557.019
2004-07-15,548.924
2004-07-16,551.099
2004-07-19,546.288
2004-07-20,551.392
2004-07-21,549.975
2004-07-22,546.186
2004-07-23,540.391
2004-07-26,536.369
2004-07-27,535.732
2004-07-28,535.099
2004-07-29,538.684
2004-07-30,536.695
2004-08-02,536.866
2004-08-03,541.968
2004-08-04,538.32
2004-08-05,537.752
2004-08-06,536.393
2004-08-09,531.087
2004-08-10,535.362
2004-08-11,528.62
2004-08-12,531.035
2004-08-13,534.125
2004-08-16,537.08
2004-08-17,536.726
2004-08-18,529.035
2004-08-19,535.086
2004-08-20,531.173
2004-08-23,529.909
2004-08-24,525.34
2004-08-25,524.143
2004-08-26,529.126
2004-08-27,529.86
2004-08-30,529.445
2004-08-31,531.401
2004-09-01,539.324
2004-09-02,537.477
2004-09-03,537.301
2004-09-06,541.483
2004-09-07,542.626
2004-09-08,542.932
2004-09-09,540.924
2004-09-10,547.484
2004-09-13,548.196
2004-09-14,546.511
2004-09-15,539.566
2004-09-16,538.1
2004-09-17,541.137
2004-09-20,540.518
2004-09-21,551.356
2004-09-22,547.283
2004-09-23,543.837
2004-09-24,541.287
2004-09-27,538.924
2004-09-28,543.709
2004-09-29,546.628
2004-09-30,545.015
2004-10-01,549.773
2004-10-04,548.626
2004-10-05,548.792
2004-10-06,548.062
2004-10-07,540.31
2004-10-08,544.139
2004-10-11,540.623
2004-10-12,533.49
2004-10-13,535.243
2004-10-14,535.735
2004-10-15,538.735
2004-10-18,541.662
2004-10-19,547.837
2004-10-20,547.593
2004-10-21,550.409
2004-10-22,549.673
2004-10-25,549.257
2004-10-26,550.616
2004-10-27,554.761
2004-10-28,558.422
2004-10-29,552.449
2004-11-01,557.871
2004-11-02,562.435
2004-11-03,574.036
2004-11-04,579.148
2004-11-05,585.862
2004-11-08,584.966
2004-11-09,579.856
2004-11-10,585.686
2004-11-11,590.16
2004-11-12,594.403
2004-11-15,592.556
2004-11-16,592.396
2004-11-17,599.257
2004-11-18,596.964
2004-11-19,593.205
2004-11-22,587.44
2004-11-23,586.031
2004-11-24,587.153
2004-11-25,595.758
2004-11-26,595.483
2004-11-29,594.433
2004-11-30,587.442
2004-12-01,590.854
2004-12-02,592.709
2004-12-03,595.766
2004-12-06,593.324
2004-12-07,595.441
2004-12-08,586.065
2004-12-09,587.111
2004-12-10,586.969
2004-12-13,595.116
2004-12-14,596.577
2004-12-15,602.573
2004-12-16,595.01
2004-12-17,588.801
2004-12-20,601.583
2004-12-21,596.584
2004-12-22,601.509
2004-12-23,606.631
2004-12-24,607.508
2004-12-27,610.887
2004-12-28,611.187
2004-12-29,612.08
2004-12-30,613.512
2004-12-31,611.489
2005-01-03,612.947
2005-01-04,603.062
2005-01-05,596.682
2005-01-06,593.78
2005-01-07,587.358
2005-01-10,590.114
2005-01-11,590.315
2005-01-12,594.054
2005-01-13,592.199
2005-01-14,591.417
2005-01-17,594.572
2005-01-18,590.131
2005-01-19,592.97
2005-01-20,585.756
2005-01-21,587.026
2005-01-24,591.918
2005-01-25,588.236
2005-01-26,594.493
2005-01-27,593.736
2005-01-28,589.113
2005-01-31,591.657
2005-02-01,591.011
2005-02-02,591.196
2005-02-03,588.26
2005-02-04,589.679
2005-02-07,586.186
2005-02-08,585.038
2005-02-09,585.914
2005-02-10,592.143
2005-02-11,596.042
2005-02-14,599.696
2005-02-15,600.898
2005-02-16,598.832
2005-02-17,600.952
2005-02-18,604.345
2005-02-21,609.978
2005-02-22,618.249
2005-02-23,610.557
2005-02-24,611.794
2005-02-25,615.8
2005-02-28,620.951
2005-03-01,620.812
2005-03-02,619.691
2005-03-03,617.659
2005-03-04,626.016
2005-03-07,621.105
2005-03-08,626.806
2005-03-09,623.572
2005-03-10,625.342
2005-03-11,630.205
2005-03-14,623.574
2005-03-15,626.872
2005-03-16,628.403
2005-03-17,625.27
2005-03-18,615.909
2005-03-21,612.674
2005-03-22,612.959
2005-03-23,604.629
2005-03-24,603.19
2005-03-25,603.19
2005-03-28,599.614
2005-03-29,603.272
2005-03-30,605.911
2005-03-31,606.777
2005-04-01,605.507
2005-04-04,594.433
2005-04-05,600.924
2005-04-06,606.881
2005-04-07,610.58
2005-04-08,608.619
2005-04-11,613.063
2005-04-12,607.054
2005-04-13,609.123
2005-04-14,605.594
2005-04-15,613.826
2005-04-18,610.484
2005-04-19,619.277
2005-04-20,618.64
2005-04-21,620.032
2005-04-22,621.902
2005-04-25,615.583
2005-04-26,617.216
2005-04-27,610.693
2005-04-28,610.247
2005-04-29,613.733
2005-05-02,614.038
2005-05-03,617.575
2005-05-04,627.712
2005-05-05,624.327
2005-05-06,623.968
2005-05-09,620.906
2005-05-10,616.936
2005-05-11,615.5
2005-05-12,613.637
2005-05-13,610.221
2005-05-16,609.124
2005-05-17,610.353
2005-05-18,614.548
2005-05-19,615.23
2005-05-20,610.322
2005-05-23,614.727
2005-05-24,620.676
2005-05-25,624.082
2005-05-26,624.107
2005-05-27,626.924
2005-05-30,623.956
2005-05-31,617.242
2005-06-01,623.11
2005-06-02,625.888
2005-06-03,624.323
2005-06-06,624.194
2005-06-07,628.458
2005-06-08,629.795
2005-06-09,624.477
2005-06-10,619.379
2005-06-13,617.849
2005-06-14,617.67
2005-06-15,618.608
2005-06-16,616.396
2005-06-17,622.321
2005-06-20,615.76
2005-06-21,622.418
2005-06-22,621.009
2005-06-23,616.515
2005-06-24,614.029
2005-06-27,613.995
2005-06-28,610.738
2005-06-29,614.808
2005-06-30,614.348
2005-07-01,609.79
2005-07-04,607.465
2005-07-05,607.586
2005-07-06,610.126
2005-07-07,608.056
2005-07-08,611.146
2005-07-11,621.455
2005-07-12,625.027
2005-07-13,624.531
2005-07-14,629.508
2005-07-15,627.233
2005-07-18,628.397
2005-07-19,624.055
2005-07-20,629.425
2005-07-21,633.694
2005-07-22,632.955
2005-07-25,631.904
2005-07-26,632.229
2005-07-27,636.064
2005-07-28,643.866
2005-07-29,646.784
2005-08-01,652.471
2005-08-02,659.298
2005-08-03,664.76
2005-08-04,663.776
2005-08-05,659.683
2005-08-08,665.138
2005-08-09,665.003
2005-08-10,670.485
2005-08-11,673.022
2005-08-12,670.61
2005-08-15,665.564
2005-08-16,663.984
2005-08-17,664.367
2005-08-18,654.327
2005-08-19,656.581
2005-08-22,658.975
2005-08-23,650.695
2005-08-24,650.878
2005-08-25,650.14
2005-08-26,648.512
2005-08-29,646.42
2005-08-30,641.455
2005-08-31,652.945
2005-09-01,667.538
2005-09-02,671.261
2005-09-05,669.355
2005-09-06,674.554
2005-09-07,679.141
2005-09-08,677.698
2005-09-09,681.035
2005-09-12,675.644
2005-09-13,670.575
2005-09-14,677.075
2005-09-15,672.559
2005-09-16,676.499
2005-09-19,672.151
2005-09-20,675.668
2005-09-21,673.188
2005-09-22,667.113
2005-09-23,665.805
2005-09-26,668.824
2005-09-27,666.294
2005-09-28,671.002
2005-09-29,667.381
2005-09-30,676.575
2005-10-03,679.935
2005-10-04,683.839
2005-10-05,684.427
2005-10-06,687.48
2005-10-07,686.255
2005-10-10,682.823
2005-10-11,683.571
2005-10-12,680.856
2005-10-13,668.39
2005-10-14,675.498
2005-10-17,673.502
2005-10-18,674.977
2005-10-19,667.291
2005-10-20,674.678
2005-10-21,673.741
2005-10-24,679.128
2005-10-25,687.922
2005-10-26,687.85
2005-10-27,686.17
2005-10-28,680.909
2005-10-31,689.402
2005-11-01,695.396
2005-11-02,703.287
2005-11-03,708.382
2005-11-04,695.832
2005-11-07,699.932
