Date,SWITZERLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2004-01-30,542.494
2004-02-27,547.116
2004-03-31,533.867
2004-04-30,545.893
2004-05-31,553.757
2004-06-30,549.788
2004-07-30,536.695
2004-08-31,531.401
2004-09-30,545.015
2004-10-29,552.449
2004-11-30,587.442
2004-12-31,611.489
2005-01-31,591.657
2005-02-28,620.951
2005-03-31,606.777
2005-04-29,613.733
2005-05-31,617.242
2005-06-30,614.348
2005-07-29,646.784
2005-08-31,652.945
2005-09-30,676.575
2005-10-31,689.402
2005-11-30,702.903
2005-12-30,716.666
2006-01-31,757.02
2006-02-28,750.354
2006-03-31,771.456
2006-04-28,817.236
2006-05-31,795.161
2006-06-30,793.725
2006-07-31,822.475
2006-08-31,846.176
2006-09-29,857.871
2006-10-31,880.458
2006-11-30,902.137
2006-12-29,917.099
2007-01-31,938.883
2007-02-28,916.469
2007-03-30,942.736
2007-04-30,1012.226
2007-05-31,1000.0
2007-06-29,987.81
2007-07-31,986.986
2007-08-31,991.905
2007-09-28,1032.449
2007-10-31,1058.567
2007-11-30,1079.861
2007-12-31,1040.522
2008-01-31,979.926
2008-02-29,1037.632
2008-03-31,1062.043
2008-04-30,1041.049
2008-05-30,1076.798
2008-06-30,1038.383
2008-07-31,1031.681
2008-08-29,991.877
2008-09-30,891.529
2008-10-31,783.626
2008-11-28,726.635
2008-12-31,794.083
2009-01-30,704.336
2009-02-27,635.556
2009-03-31,681.193
2009-04-30,714.448
2009-05-29,782.733
2009-06-30,776.233
2009-07-31,861.293
2009-08-31,912.338
2009-09-30,946.808
2009-10-30,953.939
2009-11-30,970.432
2009-12-31,986.513
2010-01-29,954.045
2010-02-26,967.954
2010-03-31,1028.385
2010-04-30,983.701
2010-05-31,875.304
2010-06-30,917.239
2010-07-30,950.47
2010-08-31,983.056
2010-09-30,1043.467
2010-10-29,1070.769
2010-11-30,1041.019
2010-12-31,1130.408
2011-01-31,1114.331
2011-02-28,1152.194
2011-03-31,1150.138
2011-04-29,1277.082
2011-05-31,1303.351
2011-06-30,1252.453
2011-07-29,1253.204
2011-08-31,1170.463
2011-09-30,1009.626
2011-10-31,1108.974
2011-11-30,1058.244
2011-12-30,1067.031
2012-01-31,1113.27
2012-02-29,1169.0
2012-03-30,1193.978
2012-04-30,1192.196
2012-05-31,1059.823
2012-06-29,1124.117
2012-07-31,1155.279
2012-08-31,1174.724
2012-09-28,1203.371
2012-10-31,1226.246
2012-11-30,1281.471
2012-12-31,1297.031
2013-01-31,1403.202
2013-02-28,1414.483
2013-03-29,1434.648
2013-04-30,1498.086
2013-05-31,1464.998
2013-06-28,1434.731
2013-07-31,1494.031
2013-08-30,1476.403
2013-09-30,1583.121
2013-10-31,1619.231
2013-11-29,1626.891
2013-12-31,1643.83
2014-01-31,1610.777
2014-02-28,1729.003
2014-03-31,1729.198
2014-04-30,1751.638
2014-05-30,1764.388
2014-06-30,1755.274
2014-07-31,1685.46
2014-08-29,1716.145
2014-09-30,1657.732
2014-10-31,1647.832
2014-11-28,1711.12
2014-12-31,1625.33
2015-01-30,1632.282
2015-02-27,1715.101
2015-03-31,1707.055
2015-04-30,1792.916
2015-05-29,1821.081
2015-06-30,1743.811
2015-07-31,1821.108
2015-08-31,1692.692
2015-09-30,1618.747
2015-10-30,1695.27
2015-11-30,1647.638
2015-12-31,1667.26
2016-01-29,1547.118
2016-02-29,1528.357
2016-03-31,1591.688
2016-04-29,1638.864
2016-05-31,1638.129
2016-06-30,1654.503
2016-07-29,1699.403
2016-08-31,1677.805
2016-09-30,1695.253
2016-10-31,1580.046
2016-11-30,1522.446
2016-12-30,1590.5
2017-01-31,1655.673
2017-02-28,1699.828
2017-03-31,1760.686
2017-04-28,1826.157
2017-05-31,1948.554
2017-06-30,1915.462
2017-07-31,1917.522
2017-08-31,1920.596
2017-09-29,1957.026
2017-10-31,1921.373
2017-11-30,1961.898
2017-12-29,1994.662
2018-01-31,2057.44
2018-02-28,1918.362
2018-03-30,1891.845
2018-04-30,1902.568
2018-05-31,1878.982
2018-06-29,1888.743
2018-07-31,1992.236
2018-08-31,2036.325
2018-09-28,1997.347
2018-10-31,1879.371
2018-11-30,1861.417
2018-12-31,1758.384
2019-01-31,1877.32
2019-02-28,1958.658
2019-03-29,2013.58
2019-04-30,2052.589
2019-05-31,2049.756
2019-06-28,2194.992
2019-07-31,2188.383
2019-08-30,2202.567
2019-09-30,2202.206
2019-10-31,2238.02
2019-11-29,2259.603
2019-12-31,2361.46
2020-01-31,2396.978
2020-02-28,2226.228
2020-03-31,2183.099
2020-04-30,2304.967
2020-05-29,2392.559
2020-06-30,2445.361
2020-07-31,2590.754
2020-08-31,2655.568
2020-09-30,2623.03
2020-10-30,2494.916
2020-11-30,2605.48
2020-12-31,2748.294
2021-01-29,2701.31
2021-02-26,2613.799
2021-03-31,2695.447
2021-04-30,2853.668
2021-05-31,3014.076
2021-06-30,3112.569
2021-07-30,3241.732
2021-08-31,3287.076
2021-09-30,3052.112
2021-10-29,3277.697
2021-11-30,3255.589
2021-12-31,3490.887
2022-01-31,3098.769
2022-02-28,3077.182
2022-03-31,3133.28
2022-04-29,2939.662
2022-05-31,2772.915
2022-06-30,2597.528
2022-07-29,2750.526
2022-08-31,2581.572
2022-09-30,2417.627
2022-10-31,2463.913
2022-11-30,2642.82
2022-12-30,2597.545
2023-01-31,2770.181
2023-02-28,2662.878
2023-03-31,2787.958
2023-04-28,2959.739
2023-05-31,2853.953
2023-06-30,2906.982
2023-07-31,2974.407
2023-08-31,2830.612
2023-09-29,2628.937
2023-10-31,2477.794
2023-11-30,2718.264
2023-12-29,2885.495
2024-01-31,2856.123
2024-02-29,2817.677
2024-03-29,2883.115
2024-04-30,2749.974
2024-05-31,2983.635
2024-06-28,2917.271
2024-07-31,3004.582
2024-08-30,3124.982
2024-09-30,3135.805
2024-10-31,2914.875
2024-11-29,2847.851
2024-12-31,2747.952
2025-01-31,3005.73
2025-02-28,3028.006
2025-03-31,2922.626
2025-04-30,3081.394
2025-05-30,3196.122
2025-06-30,3259.902
2025-07-31,3210.488
2025-08-29,3315.231
2025-09-30,3322.676
2025-10-31,3331.439
