Date,CANADA SMID CAP SMID (Small+Mid Cap)
2003-10-14,390.876
2003-10-15,390.688
2003-10-16,395.326
2003-10-17,391.54
2003-10-20,389.658
2003-10-21,393.987
2003-10-22,392.95
2003-10-23,387.733
2003-10-24,387.702
2003-10-27,390.296
2003-10-28,391.759
2003-10-29,395.827
2003-10-30,396.38
2003-10-31,396.912
2003-11-03,397.327
2003-11-04,398.231
2003-11-05,398.964
2003-11-06,397.923
2003-11-07,401.051
2003-11-10,402.809
2003-11-11,399.341
2003-11-12,405.273
2003-11-13,404.856
2003-11-14,403.12
2003-11-17,402.216
2003-11-18,403.859
2003-11-19,405.869
2003-11-20,404.507
2003-11-21,401.386
2003-11-24,399.157
2003-11-25,400.412
2003-11-26,407.727
2003-11-27,407.592
2003-11-28,411.208
2003-12-01,414.767
2003-12-02,417.72
2003-12-03,415.592
2003-12-04,413.17
2003-12-05,415.846
2003-12-08,416.712
2003-12-09,411.643
2003-12-10,407.549
2003-12-11,406.384
2003-12-12,411.582
2003-12-15,411.198
2003-12-16,411.329
2003-12-17,411.325
2003-12-18,413.55
2003-12-19,409.905
2003-12-22,413.237
2003-12-23,419.323
2003-12-24,422.512
2003-12-25,422.512
2003-12-26,425.299
2003-12-29,431.141
2003-12-30,431.348
2003-12-31,436.69
2004-01-01,436.69
2004-01-02,439.34
2004-01-05,449.054
2004-01-06,449.207
2004-01-07,444.843
2004-01-08,446.441
2004-01-09,448.547
2004-01-12,446.823
2004-01-13,446.512
2004-01-14,439.827
2004-01-15,436.78
2004-01-16,440.107
2004-01-19,443.904
2004-01-20,451.839
2004-01-21,446.49
2004-01-22,445.563
2004-01-23,444.061
2004-01-26,441.925
2004-01-27,444.033
2004-01-28,434.388
2004-01-29,426.914
2004-01-30,428.861
2004-02-02,429.195
2004-02-03,431.372
2004-02-04,426.765
2004-02-05,428.359
2004-02-06,437.492
2004-02-09,441.485
2004-02-10,441.795
2004-02-11,443.082
2004-02-12,445.304
2004-02-13,446.315
2004-02-16,447.26
2004-02-17,450.38
2004-02-18,447.441
2004-02-19,440.879
2004-02-20,433.474
2004-02-23,432.256
2004-02-24,435.35
2004-02-25,435.206
2004-02-26,436.891
2004-02-27,440.354
2004-03-01,448.725
2004-03-02,444.955
2004-03-03,441.908
2004-03-04,445.694
2004-03-05,455.628
2004-03-08,452.052
2004-03-09,448.793
2004-03-10,436.768
2004-03-11,434.967
2004-03-12,435.404
2004-03-15,430.314
2004-03-16,432.739
2004-03-17,432.542
2004-03-18,436.786
2004-03-19,438.713
2004-03-22,433.401
2004-03-23,430.941
2004-03-24,426.064
2004-03-25,435.548
2004-03-26,437.103
2004-03-29,442.936
2004-03-30,447.456
2004-03-31,445.112
2004-04-01,449.759
2004-04-02,454.705
2004-04-05,458.908
2004-04-06,460.059
2004-04-07,456.191
2004-04-08,452.276
2004-04-09,452.276
2004-04-12,453.088
2004-04-13,444.053
2004-04-14,434.867
2004-04-15,435.61
2004-04-16,441.789
2004-04-19,441.11
2004-04-20,434.239
2004-04-21,428.926
2004-04-22,434.421
2004-04-23,432.791
2004-04-26,434.783
2004-04-27,429.831
2004-04-28,412.857
2004-04-29,412.173
2004-04-30,411.584
2004-05-03,412.751
2004-05-04,421.926
2004-05-05,422.854
2004-05-06,417.832
2004-05-07,408.284
2004-05-10,399.194
2004-05-11,404.267
2004-05-12,404.282
2004-05-13,400.866
2004-05-14,404.089
2004-05-17,404.285
2004-05-18,404.505
2004-05-19,413.94
2004-05-20,414.484
2004-05-21,417.873
2004-05-24,419.189
2004-05-25,424.522
2004-05-26,424.978
2004-05-27,431.681
2004-05-28,430.114
2004-05-31,433.11
2004-06-01,430.667
2004-06-02,431.981
2004-06-03,428.96
2004-06-04,433.832
2004-06-07,438.668
2004-06-08,437.663
2004-06-09,430.372
2004-06-10,429.745
2004-06-11,429.083
2004-06-14,423.103
2004-06-15,424.788
2004-06-16,426.647
2004-06-17,429.366
2004-06-18,433.837
2004-06-21,433.012
2004-06-22,436.069
2004-06-23,436.48
2004-06-24,444.009
2004-06-25,440.732
2004-06-28,441.169
2004-06-29,441.4
2004-06-30,446.109
2004-07-01,448.955
2004-07-02,448.036
2004-07-05,446.92
2004-07-06,446.725
2004-07-07,448.997
2004-07-08,447.908
2004-07-09,448.269
2004-07-12,446.351
2004-07-13,441.347
2004-07-14,444.405
2004-07-15,441.752
2004-07-16,446.203
2004-07-19,446.028
2004-07-20,444.298
2004-07-21,440.608
2004-07-22,440.35
2004-07-23,435.281
2004-07-26,427.296
2004-07-27,426.372
2004-07-28,430.536
2004-07-29,435.48
2004-07-30,434.764
2004-08-02,433.622
2004-08-03,437.791
2004-08-04,434.365
2004-08-05,428.804
2004-08-06,426.531
2004-08-09,420.92
2004-08-10,425.2
2004-08-11,417.49
2004-08-12,413.835
2004-08-13,420.26
2004-08-16,427.884
2004-08-17,426.984
2004-08-18,427.151
2004-08-19,435.115
2004-08-20,437.034
2004-08-23,433.488
2004-08-24,430.829
2004-08-25,433.644
2004-08-26,431.829
2004-08-27,432.93
2004-08-30,429.536
2004-08-31,433.627
2004-09-01,437.384
2004-09-02,439.645
2004-09-03,435.69
2004-09-06,436.864
2004-09-07,440.793
2004-09-08,439.007
2004-09-09,442.945
2004-09-10,443.387
2004-09-13,444.801
2004-09-14,446.689
2004-09-15,442.527
2004-09-16,446.924
2004-09-17,443.904
2004-09-20,445.933
2004-09-21,454.061
2004-09-22,453.631
2004-09-23,457.15
2004-09-24,457.284
2004-09-27,455.604
2004-09-28,462.005
2004-09-29,464.866
2004-09-30,469.987
2004-10-01,476.879
2004-10-04,474.907
2004-10-05,479.433
2004-10-06,483.882
2004-10-07,483.355
2004-10-08,486.188
2004-10-11,484.618
2004-10-12,478.812
2004-10-13,469.728
2004-10-14,472.253
2004-10-15,474.054
2004-10-18,472.402
2004-10-19,469.009
2004-10-20,476.282
2004-10-21,479.557
2004-10-22,479.324
2004-10-25,486.889
2004-10-26,487.701
2004-10-27,487.907
2004-10-28,486.128
2004-10-29,489.655
2004-11-01,488.422
2004-11-02,486.17
2004-11-03,494.154
2004-11-04,498.64
2004-11-05,505.021
2004-11-08,505.009
2004-11-09,505.413
2004-11-10,503.91
2004-11-11,507.619
2004-11-12,513.838
2004-11-15,511.824
2004-11-16,518.862
2004-11-17,521.478
2004-11-18,513.53
2004-11-19,516.039
2004-11-22,523.404
2004-11-23,522.797
2004-11-24,527.004
2004-11-25,530.412
2004-11-26,532.722
2004-11-29,532.831
2004-11-30,529.014
2004-12-01,531.29
2004-12-02,524.139
2004-12-03,522.64
2004-12-06,521.213
2004-12-07,511.829
2004-12-08,504.36
2004-12-09,505.878
2004-12-10,503.8
2004-12-13,506.916
2004-12-14,506.229
2004-12-15,514.058
2004-12-16,511.877
2004-12-17,513.259
2004-12-20,517.787
2004-12-21,520.988
2004-12-22,519.973
2004-12-23,521.319
2004-12-24,526.41
2004-12-27,529.56
2004-12-28,529.408
2004-12-29,529.506
2004-12-30,535.837
2004-12-31,539.234
2005-01-03,533.281
2005-01-04,519.41
2005-01-05,511.127
2005-01-06,508.851
2005-01-07,508.23
2005-01-10,515.749
2005-01-11,517.547
2005-01-12,524.368
2005-01-13,522.534
2005-01-14,520.037
2005-01-17,522.216
2005-01-18,524.754
2005-01-19,523.407
2005-01-20,519.181
2005-01-21,522.522
2005-01-24,524.018
2005-01-25,518.377
2005-01-26,522.808
2005-01-27,520.941
2005-01-28,517.108
2005-01-31,521.937
2005-02-01,526.292
2005-02-02,530.787
2005-02-03,530.723
2005-02-04,532.156
2005-02-07,528.019
2005-02-08,529.383
2005-02-09,529.896
2005-02-10,539.156
2005-02-11,544.382
2005-02-14,547.472
2005-02-15,546.342
2005-02-16,547.233
2005-02-17,552.75
2005-02-18,553.681
2005-02-21,552.802
2005-02-22,553.518
2005-02-23,549.582
2005-02-24,549.822
2005-02-25,558.169
2005-02-28,560.803
2005-03-01,556.806
2005-03-02,559.78
2005-03-03,560.989
2005-03-04,574.16
2005-03-07,571.626
2005-03-08,579.743
2005-03-09,578.013
2005-03-10,573.046
2005-03-11,576.838
2005-03-14,575.524
2005-03-15,575.827
2005-03-16,574.494
2005-03-17,577.257
2005-03-18,574.906
2005-03-21,568.256
2005-03-22,570.153
2005-03-23,556.641
2005-03-24,555.081
2005-03-25,555.04
2005-03-28,547.603
2005-03-29,543.376
2005-03-30,546.464
2005-03-31,556.733
2005-04-01,557.647
2005-04-04,553.39
2005-04-05,552.195
2005-04-06,550.914
2005-04-07,552.08
2005-04-08,546.872
2005-04-11,545.209
2005-04-12,539.828
2005-04-13,531.457
2005-04-14,521.358
2005-04-15,516.587
2005-04-18,516.63
2005-04-19,526.776
2005-04-20,525.02
2005-04-21,526.211
2005-04-22,526.377
2005-04-25,527.943
2005-04-26,524.797
2005-04-27,517.04
2005-04-28,509.071
2005-04-29,512.911
2005-05-02,512.851
2005-05-03,512.715
2005-05-04,520.144
2005-05-05,522.034
2005-05-06,523.918
2005-05-09,529.011
2005-05-10,523.719
2005-05-11,515.66
2005-05-12,507.103
2005-05-13,498.9
2005-05-16,497.387
2005-05-17,501.088
2005-05-18,508.122
2005-05-19,509.206
2005-05-20,509.188
2005-05-23,511.963
2005-05-24,514.297
2005-05-25,511.879
2005-05-26,516.851
2005-05-27,521.536
2005-05-30,526.997
2005-05-31,526.216
2005-06-01,534.758
2005-06-02,532.212
2005-06-03,534.647
2005-06-06,532.121
2005-06-07,527.965
2005-06-08,530.08
2005-06-09,526.613
2005-06-10,533.022
2005-06-13,533.552
2005-06-14,535.287
2005-06-15,545.392
2005-06-16,551.659
2005-06-17,551.437
2005-06-20,551.368
2005-06-21,548.332
2005-06-22,549.244
2005-06-23,546.78
2005-06-24,544.316
2005-06-27,544.685
2005-06-28,546.441
2005-06-29,548.736
2005-06-30,546.84
2005-07-01,539.724
2005-07-04,543.027
2005-07-05,547.229
2005-07-06,555.087
2005-07-07,556.71
2005-07-08,564.412
2005-07-11,569.397
2005-07-12,572.321
2005-07-13,572.078
2005-07-14,567.459
2005-07-15,565.437
2005-07-18,568.608
2005-07-19,573.857
2005-07-20,575.986
2005-07-21,579.996
2005-07-22,582.865
2005-07-25,578.835
2005-07-26,571.684
2005-07-27,572.486
2005-07-28,576.953
2005-07-29,579.313
2005-08-01,585.459
2005-08-02,595.932
2005-08-03,597.464
2005-08-04,598.99
2005-08-05,590.918
2005-08-08,594.627
2005-08-09,590.712
2005-08-10,595.476
2005-08-11,603.815
2005-08-12,605.033
2005-08-15,600.759
2005-08-16,594.995
2005-08-17,589.77
2005-08-18,579.964
2005-08-19,586.972
2005-08-22,594.742
2005-08-23,598.739
2005-08-24,596.646
2005-08-25,600.343
2005-08-26,597.15
2005-08-29,597.992
2005-08-30,597.394
2005-08-31,605.896
2005-09-01,616.096
2005-09-02,614.089
2005-09-05,613.34
2005-09-06,618.636
2005-09-07,621.92
2005-09-08,625.981
2005-09-09,637.917
2005-09-12,632.32
2005-09-13,631.262
2005-09-14,636.881
2005-09-15,635.344
2005-09-16,642.632
2005-09-19,645.824
2005-09-20,636.893
2005-09-21,641.031
2005-09-22,633.967
2005-09-23,631.757
2005-09-26,636.873
2005-09-27,633.791
2005-09-28,635.115
2005-09-29,643.34
2005-09-30,647.888
2005-10-03,649.071
2005-10-04,640.583
2005-10-05,625.193
2005-10-06,616.335
2005-10-07,625.566
2005-10-10,625.566
2005-10-11,624.59
2005-10-12,618.309
2005-10-13,606.931
2005-10-14,607.222
2005-10-17,615.059
2005-10-18,601.884
2005-10-19,603.058
2005-10-20,592.188
2005-10-21,593.222
2005-10-24,595.064
2005-10-25,602.515
2005-10-26,605.767
2005-10-27,600.331
2005-10-28,601.342
2005-10-31,604.103
2005-11-01,603.729
2005-11-02,615.319
2005-11-03,619.395
2005-11-04,621.504
2005-11-07,616.425
2005-11-08,610.804
