Date,CANADA SMID CAP SMID (Small+Mid Cap)
2024-01-31,1586.28
2024-02-29,1587.563
2024-03-29,1673.417
2024-04-30,1645.491
2024-05-31,1721.346
2024-06-28,1706.086
2024-07-31,1771.117
2024-08-30,1799.256
2024-09-30,1864.95
2024-10-31,1846.46
2024-11-29,1937.38
2024-12-31,1825.941
2025-01-31,1833.587
2025-02-28,1821.886
2025-03-31,1816.548
2025-04-30,1886.4
2025-05-30,2029.725
2025-06-30,2166.374
2025-07-31,2178.155
2025-08-29,2314.109
2025-09-30,2472.128
2025-10-31,2514.247
2025-11-28,2623.41
2025-12-31,2707.391
2026-01-30,2839.697
