Date,ITALY SMALL VALUE Small Cap
2001-06-05,282.068
2001-06-06,281.681
2001-06-07,282.437
2001-06-08,281.84
2001-06-11,279.39
2001-06-12,279.595
2001-06-13,281.505
2001-06-14,281.469
2001-06-15,281.449
2001-06-18,279.017
2001-06-19,278.053
2001-06-20,275.144
2001-06-21,274.848
2001-06-22,274.337
2001-06-25,274.875
2001-06-26,272.576
2001-06-27,272.819
2001-06-28,269.987
2001-06-29,271.89
2001-07-02,270.799
2001-07-03,271.03
2001-07-04,271.604
2001-07-05,267.448
2001-07-06,267.6
2001-07-09,268.373
2001-07-10,270.159
2001-07-11,268.762
2001-07-12,266.968
2001-07-13,266.635
2001-07-16,267.033
2001-07-17,263.818
2001-07-18,268.929
2001-07-19,267.965
2001-07-20,266.739
2001-07-23,264.784
2001-07-24,266.022
2001-07-25,266.466
2001-07-26,265.673
2001-07-27,265.216
2001-07-30,267.024
2001-07-31,267.448
2001-08-01,270.053
2001-08-02,272.077
2001-08-03,273.04
2001-08-06,272.145
2001-08-07,271.507
2001-08-08,272.055
2001-08-09,274.159
2001-08-10,275.792
2001-08-13,276.903
2001-08-14,277.229
2001-08-15,281.33
2001-08-16,281.972
2001-08-17,281.733
2001-08-20,278.514
2001-08-21,278.836
2001-08-22,281.526
2001-08-23,278.94
2001-08-24,279.416
2001-08-27,279.237
2001-08-28,278.126
2001-08-29,278.098
2001-08-30,276.215
2001-08-31,275.17
2001-09-03,272.436
2001-09-04,267.375
2001-09-05,262.486
2001-09-06,259.256
2001-09-07,259.641
2001-09-10,254.01
2001-09-11,242.858
2001-09-12,240.398
2001-09-13,242.681
2001-09-14,233.914
2001-09-17,228.751
2001-09-18,225.647
2001-09-19,226.611
2001-09-20,218.617
2001-09-21,205.284
2001-09-24,211.317
2001-09-25,218.857
2001-09-26,223.734
2001-09-27,225.663
2001-09-28,229.725
2001-10-01,227.514
2001-10-02,227.981
2001-10-03,228.761
2001-10-04,231.668
2001-10-05,231.694
2001-10-08,230.842
2001-10-09,231.366
2001-10-10,232.028
2001-10-11,232.432
2001-10-12,233.566
2001-10-15,231.957
2001-10-16,234.534
2001-10-17,235.442
2001-10-18,233.009
2001-10-19,230.884
2001-10-22,230.326
2001-10-23,231.09
2001-10-24,232.714
2001-10-25,233.007
2001-10-26,234.632
2001-10-29,236.513
2001-10-30,232.575
2001-10-31,231.317
2001-11-01,232.704
2001-11-02,232.09
2001-11-05,231.134
2001-11-06,230.109
2001-11-07,230.785
2001-11-08,229.927
2001-11-09,229.515
2001-11-12,225.844
2001-11-13,226.558
2001-11-14,226.758
2001-11-15,227.314
2001-11-16,229.769
2001-11-19,234.599
2001-11-20,236.147
2001-11-21,234.344
2001-11-22,237.375
2001-11-23,237.387
2001-11-26,240.395
2001-11-27,239.21
2001-11-28,240.436
2001-11-29,242.024
2001-11-30,244.677
2001-12-03,241.678
2001-12-04,243.661
2001-12-05,246.52
2001-12-06,247.619
2001-12-07,248.037
2001-12-10,246.037
2001-12-11,246.114
2001-12-12,246.237
2001-12-13,243.421
2001-12-14,245.264
2001-12-17,245.991
2001-12-18,244.485
2001-12-19,242.903
2001-12-20,241.843
2001-12-21,239.535
2001-12-24,237.385
2001-12-25,237.385
2001-12-26,237.586
2001-12-27,242.102
2001-12-28,243.01
2001-12-31,245.511
2002-01-01,245.535
2002-01-02,249.028
2002-01-03,249.285
2002-01-04,246.614
2002-01-07,246.462
2002-01-08,246.214
2002-01-09,245.9
2002-01-10,245.682
2002-01-11,245.249
2002-01-14,242.827
2002-01-15,242.758
2002-01-16,238.945
2002-01-17,239.529
2002-01-18,239.753
2002-01-21,239.036
2002-01-22,238.996
2002-01-23,239.849
2002-01-24,239.863
2002-01-25,236.049
2002-01-28,236.716
2002-01-29,238.458
2002-01-30,237.901
2002-01-31,240.159
2002-02-01,241.372
2002-02-04,243.201
2002-02-05,241.635
2002-02-06,239.907
2002-02-07,240.391
2002-02-08,241.052
2002-02-11,242.377
2002-02-12,241.437
2002-02-13,240.94
2002-02-14,241.511
2002-02-15,242.613
2002-02-18,241.514
2002-02-19,240.201
2002-02-20,238.288
2002-02-21,239.949
2002-02-22,241.436
2002-02-25,241.119
2002-02-26,241.637
2002-02-27,242.328
2002-02-28,243.88
2002-03-01,245.607
2002-03-04,249.797
2002-03-05,250.493
2002-03-06,255.602
2002-03-07,258.594
2002-03-08,259.705
2002-03-11,260.884
2002-03-12,259.521
2002-03-13,262.131
2002-03-14,266.23
2002-03-15,267.055
2002-03-18,267.803
2002-03-19,270.778
2002-03-20,270.424
2002-03-21,270.48
2002-03-22,271.242
2002-03-25,271.378
2002-03-26,271.261
2002-03-27,271.051
2002-03-28,272.764
2002-03-29,272.785
2002-04-01,274.871
2002-04-02,274.284
2002-04-03,272.134
2002-04-04,271.03
2002-04-05,270.876
2002-04-08,267.17
2002-04-09,269.174
2002-04-10,271.679
2002-04-11,273.081
2002-04-12,272.792
2002-04-15,273.792
2002-04-16,276.882
2002-04-17,279.39
2002-04-18,279.366
2002-04-19,280.287
2002-04-22,280.562
2002-04-23,281.274
2002-04-24,284.238
2002-04-25,285.392
2002-04-26,285.301
2002-04-29,283.524
2002-04-30,282.649
2002-05-01,284.099
2002-05-02,282.364
2002-05-03,284.439
2002-05-06,285.228
2002-05-07,281.575
2002-05-08,283.34
2002-05-09,282.303
2002-05-10,283.286
2002-05-13,284.272
2002-05-14,282.976
2002-05-15,285.391
2002-05-16,286.244
2002-05-17,290.672
2002-05-20,290.207
2002-05-21,290.09
2002-05-22,290.814
2002-05-23,288.053
2002-05-24,288.677
2002-05-27,288.23
2002-05-28,291.938
2002-05-29,292.234
2002-05-30,291.173
2002-05-31,291.674
2002-06-03,290.483
2002-06-04,287.642
2002-06-05,288.22
2002-06-06,288.363
2002-06-07,285.993
2002-06-10,287.005
2002-06-11,291.082
2002-06-12,289.543
2002-06-13,286.299
2002-06-14,281.42
2002-06-17,283.152
2002-06-18,282.192
2002-06-19,280.23
2002-06-20,278.089
2002-06-21,280.802
2002-06-24,277.848
2002-06-25,274.912
2002-06-26,276.185
2002-06-27,279.172
2002-06-28,282.817
2002-07-01,284.835
2002-07-02,279.229
2002-07-03,274.095
2002-07-04,271.175
2002-07-05,274.857
2002-07-08,279.602
2002-07-09,281.085
2002-07-10,277.029
2002-07-11,273.675
2002-07-12,270.429
2002-07-15,265.078
2002-07-16,266.803
2002-07-17,270.327
2002-07-18,273.141
2002-07-19,270.219
2002-07-22,263.479
2002-07-23,256.352
2002-07-24,250.983
2002-07-25,253.367
2002-07-26,251.718
2002-07-29,256.714
2002-07-30,260.22
2002-07-31,260.926
2002-08-01,260.73
2002-08-02,256.415
2002-08-05,253.043
2002-08-06,250.268
2002-08-07,252.206
2002-08-08,255.185
2002-08-09,257.786
2002-08-12,256.794
2002-08-13,257.092
2002-08-14,258.09
2002-08-15,256.167
2002-08-16,261.26
2002-08-19,263.33
2002-08-20,262.351
2002-08-21,266.06
2002-08-22,266.367
2002-08-23,265.937
2002-08-26,266.632
2002-08-27,271.955
2002-08-28,267.475
2002-08-29,264.51
2002-08-30,263.71
2002-09-02,263.573
2002-09-03,260.363
2002-09-04,258.639
2002-09-05,254.98
2002-09-06,255.847
2002-09-09,253.291
2002-09-10,255.89
2002-09-11,257.959
2002-09-12,254.502
2002-09-13,253.126
2002-09-16,252.73
2002-09-17,252.929
2002-09-18,249.695
2002-09-19,249.108
2002-09-20,249.554
2002-09-23,239.407
2002-09-24,234.55
2002-09-25,235.673
2002-09-26,238.326
2002-09-27,239.123
2002-09-30,234.0
2002-10-01,234.754
2002-10-02,237.322
2002-10-03,234.119
2002-10-04,228.766
2002-10-07,227.752
2002-10-08,224.778
2002-10-09,222.907
2002-10-10,225.181
2002-10-11,231.516
2002-10-14,230.471
2002-10-15,238.362
2002-10-16,237.085
2002-10-17,239.915
2002-10-18,240.073
2002-10-21,240.562
2002-10-22,242.148
2002-10-23,239.009
2002-10-24,239.734
2002-10-25,238.822
2002-10-28,241.545
2002-10-29,237.553
2002-10-30,241.455
2002-10-31,245.89
2002-11-01,248.513
2002-11-04,252.845
2002-11-05,255.336
2002-11-06,250.979
2002-11-07,247.715
2002-11-08,247.376
2002-11-11,243.744
2002-11-12,246.358
2002-11-13,245.306
2002-11-14,247.893
2002-11-15,247.221
2002-11-18,249.143
2002-11-19,249.422
2002-11-20,247.973
2002-11-21,252.614
2002-11-22,251.75
2002-11-25,250.004
2002-11-26,249.138
2002-11-27,252.955
2002-11-28,257.85
2002-11-29,259.011
2002-12-02,259.576
2002-12-03,254.687
2002-12-04,257.3
2002-12-05,253.891
2002-12-06,254.285
2002-12-09,250.699
2002-12-10,251.337
2002-12-11,254.686
2002-12-12,253.909
2002-12-13,252.203
2002-12-16,253.698
2002-12-17,256.976
2002-12-18,253.691
2002-12-19,250.302
2002-12-20,252.942
2002-12-23,252.312
2002-12-24,253.357
2002-12-25,253.357
2002-12-26,253.996
2002-12-27,254.239
2002-12-30,254.484
2002-12-31,255.482
2003-01-01,255.482
2003-01-02,257.638
2003-01-03,260.046
2003-01-06,263.539
2003-01-07,259.537
2003-01-08,255.97
2003-01-09,260.748
2003-01-10,262.298
2003-01-13,262.956
2003-01-14,264.927
2003-01-15,263.149
2003-01-16,262.222
2003-01-17,258.737
2003-01-20,258.414
2003-01-21,256.333
2003-01-22,254.092
2003-01-23,255.529
2003-01-24,255.551
2003-01-27,252.217
2003-01-28,251.536
2003-01-29,250.815
2003-01-30,250.463
2003-01-31,250.83
2003-02-03,254.5
2003-02-04,252.893
2003-02-05,252.868
2003-02-06,250.829
2003-02-07,251.027
2003-02-10,246.422
2003-02-11,248.044
2003-02-12,246.128
2003-02-13,247.514
2003-02-14,247.737
2003-02-17,249.188
2003-02-18,250.958
2003-02-19,250.399
2003-02-20,251.641
2003-02-21,252.103
2003-02-24,249.95
2003-02-25,245.858
2003-02-26,246.81
2003-02-27,246.435
2003-02-28,250.306
2003-03-03,253.059
2003-03-04,251.141
2003-03-05,252.876
2003-03-06,249.859
2003-03-07,247.516
2003-03-10,245.348
2003-03-11,244.208
2003-03-12,238.135
2003-03-13,239.782
2003-03-14,243.384
2003-03-17,242.674
2003-03-18,242.571
2003-03-19,244.664
2003-03-20,243.609
2003-03-21,247.091
2003-03-24,244.849
2003-03-25,247.168
2003-03-26,248.997
2003-03-27,247.242
2003-03-28,248.013
2003-03-31,248.488
2003-04-01,249.232
2003-04-02,250.859
2003-04-03,252.944
2003-04-04,253.778
2003-04-07,256.576
2003-04-08,257.616
2003-04-09,256.889
2003-04-10,260.84
2003-04-11,260.751
2003-04-14,262.279
2003-04-15,264.764
2003-04-16,265.805
2003-04-17,267.653
2003-04-18,267.653
2003-04-21,266.499
2003-04-22,270.761
2003-04-23,273.521
2003-04-24,274.808
2003-04-25,273.675
2003-04-28,275.818
2003-04-29,278.509
2003-04-30,283.242
2003-05-01,285.843
2003-05-02,285.224
2003-05-05,288.364
2003-05-06,292.302
2003-05-07,293.956
2003-05-08,292.917
2003-05-09,292.32
2003-05-12,294.033
2003-05-13,293.421
2003-05-14,294.804
2003-05-15,294.492
2003-05-16,297.349
2003-05-19,294.701
2003-05-20,292.959
2003-05-21,289.981
2003-05-22,293.824
2003-05-23,296.013
2003-05-26,298.269
2003-05-27,300.114
2003-05-28,299.997
2003-05-29,303.87
2003-05-30,307.822
2003-06-02,307.399
2003-06-03,304.929
2003-06-04,304.977
2003-06-05,310.517
2003-06-06,310.435
2003-06-09,309.439
2003-06-10,308.22
2003-06-11,313.469
2003-06-12,313.066
2003-06-13,314.002
2003-06-16,318.414
2003-06-17,317.767
2003-06-18,316.328
2003-06-19,314.587
2003-06-20,313.307
2003-06-23,308.643
2003-06-24,307.897
2003-06-25,311.351
2003-06-26,307.791
2003-06-27,306.702
2003-06-30,307.31
2003-07-01,305.747
2003-07-02,306.744
2003-07-03,306.942
2003-07-04,305.275
2003-07-07,305.462
2003-07-08,305.241
2003-07-09,306.081
2003-07-10,305.081
2003-07-11,304.172
2003-07-14,305.766
2003-07-15,303.423
2003-07-16,304.559
2003-07-17,303.003
2003-07-18,306.012
2003-07-21,307.544
2003-07-22,307.824
2003-07-23,310.14
2003-07-24,313.145
2003-07-25,313.295
2003-07-28,313.517
2003-07-29,312.523
2003-07-30,309.9
2003-07-31,308.317
2003-08-01,307.686
2003-08-04,309.671
2003-08-05,310.823
2003-08-06,309.876
2003-08-07,309.971
2003-08-08,308.488
2003-08-11,308.555
2003-08-12,309.15
2003-08-13,310.082
2003-08-14,310.899
2003-08-15,310.678
2003-08-18,310.674
2003-08-19,311.675
2003-08-20,312.748
2003-08-21,311.39
2003-08-22,309.984
2003-08-25,308.713
2003-08-26,308.441
2003-08-27,311.186
2003-08-28,312.705
2003-08-29,313.849
2003-09-01,317.144
2003-09-02,314.553
2003-09-03,317.851
2003-09-04,318.791
2003-09-05,322.507
2003-09-08,325.632
2003-09-09,325.797
2003-09-10,323.672
2003-09-11,324.184
2003-09-12,328.364
2003-09-15,330.449
2003-09-16,330.02
2003-09-17,332.425
2003-09-18,334.484
2003-09-19,337.13
2003-09-22,335.39
2003-09-23,337.475
2003-09-24,337.854
2003-09-25,338.511
2003-09-26,335.386
2003-09-29,337.636
2003-09-30,336.519
2003-10-01,340.383
2003-10-02,339.147
2003-10-03,341.29
2003-10-06,342.368
2003-10-07,344.0
2003-10-08,346.221
2003-10-09,346.248
2003-10-10,347.604
2003-10-13,347.014
2003-10-14,347.9
2003-10-15,349.917
2003-10-16,350.853
2003-10-17,347.758
2003-10-20,348.434
2003-10-21,352.344
2003-10-22,352.785
2003-10-23,350.25
2003-10-24,352.265
2003-10-27,353.002
2003-10-28,351.254
2003-10-29,353.275
2003-10-30,353.724
2003-10-31,353.623
2003-11-03,352.52
2003-11-04,352.517
2003-11-05,350.732
2003-11-06,349.546
2003-11-07,353.811
2003-11-10,355.021
2003-11-11,351.705
2003-11-12,356.513
2003-11-13,361.427
2003-11-14,362.015
2003-11-17,358.77
2003-11-18,364.067
2003-11-19,364.525
2003-11-20,362.211
2003-11-21,363.908
2003-11-24,364.006
2003-11-25,367.025
2003-11-26,371.833
2003-11-27,378.616
2003-11-28,383.881
2003-12-01,385.888
2003-12-02,389.673
2003-12-03,393.139
2003-12-04,395.759
2003-12-05,396.331
2003-12-08,397.737
2003-12-09,394.927
2003-12-10,391.078
2003-12-11,382.466
2003-12-12,382.142
2003-12-15,386.128
2003-12-16,389.402
2003-12-17,391.301
2003-12-18,390.382
2003-12-19,380.332
2003-12-22,373.559
2003-12-23,375.656
2003-12-24,376.714
2003-12-25,376.714
2003-12-26,376.563
2003-12-29,380.901
2003-12-30,385.228
2003-12-31,387.78
2004-01-01,387.78
2004-01-02,389.552
2004-01-05,396.956
2004-01-06,401.294
2004-01-07,393.033
2004-01-08,394.373
2004-01-09,398.093
2004-01-12,395.625
2004-01-13,394.376
2004-01-14,393.219
2004-01-15,392.354
2004-01-16,387.021
2004-01-19,390.237
2004-01-20,394.565
2004-01-21,395.049
2004-01-22,396.417
2004-01-23,396.488
2004-01-26,391.989
2004-01-27,398.697
2004-01-28,398.748
2004-01-29,390.916
2004-01-30,392.392
2004-02-02,393.259
2004-02-03,394.895
2004-02-04,394.808
2004-02-05,395.081
2004-02-06,401.165
2004-02-09,401.568
2004-02-10,403.121
2004-02-11,401.244
2004-02-12,405.774
2004-02-13,402.384
2004-02-16,402.667
2004-02-17,405.484
2004-02-18,406.28
2004-02-19,403.662
2004-02-20,399.174
2004-02-23,399.635
2004-02-24,401.012
2004-02-25,398.612
2004-02-26,395.006
2004-02-27,399.092
2004-03-01,398.969
2004-03-02,395.98
2004-03-03,392.585
2004-03-04,394.637
2004-03-05,403.106
2004-03-08,402.059
2004-03-09,401.64
2004-03-10,395.544
2004-03-11,390.122
2004-03-12,387.094
2004-03-15,380.305
2004-03-16,384.909
2004-03-17,382.904
2004-03-18,386.844
2004-03-19,382.786
2004-03-22,377.535
2004-03-23,377.641
2004-03-24,374.967
2004-03-25,379.52
2004-03-26,377.922
2004-03-29,382.435
2004-03-30,383.565
2004-03-31,387.965
2004-04-01,391.971
2004-04-02,388.006
2004-04-05,384.422
2004-04-06,384.842
2004-04-07,390.789
2004-04-08,390.577
2004-04-09,390.577
2004-04-12,389.48
2004-04-13,386.501
2004-04-14,385.706
2004-04-15,386.464
2004-04-16,389.635
2004-04-19,391.507
2004-04-20,392.813
2004-04-21,390.558
2004-04-22,391.873
2004-04-23,392.436
2004-04-26,394.473
2004-04-27,397.635
2004-04-28,393.144
2004-04-29,394.127
2004-04-30,395.171
2004-05-03,395.918
2004-05-04,398.661
2004-05-05,400.689
2004-05-06,394.32
2004-05-07,389.36
2004-05-10,380.255
2004-05-11,382.227
2004-05-12,381.408
2004-05-13,383.25
2004-05-14,384.074
2004-05-17,382.651
2004-05-18,384.378
2004-05-19,393.564
2004-05-20,388.57
2004-05-21,391.835
2004-05-24,394.563
2004-05-25,397.723
2004-05-26,402.748
2004-05-27,409.198
2004-05-28,408.371
2004-05-31,406.698
2004-06-01,405.629
2004-06-02,410.408
2004-06-03,407.431
2004-06-04,409.791
2004-06-07,413.686
2004-06-08,413.461
2004-06-09,406.994
2004-06-10,408.326
2004-06-11,405.574
2004-06-14,406.618
2004-06-15,409.36
2004-06-16,407.893
2004-06-17,408.091
2004-06-18,411.059
2004-06-21,411.755
2004-06-22,412.058
2004-06-23,412.843
2004-06-24,417.803
2004-06-25,418.847
2004-06-28,423.599
2004-06-29,419.899
2004-06-30,423.641
2004-07-01,423.164
2004-07-02,427.032
2004-07-05,424.109
2004-07-06,421.471
2004-07-07,425.151
2004-07-08,426.37
2004-07-09,425.194
2004-07-12,424.942
2004-07-13,422.895
2004-07-14,424.497
2004-07-15,422.364
2004-07-16,425.838
2004-07-19,423.915
2004-07-20,422.432
2004-07-21,418.078
2004-07-22,415.991
2004-07-23,411.911
2004-07-26,411.336
2004-07-27,409.01
2004-07-28,407.508
2004-07-29,412.523
2004-07-30,412.827
2004-08-02,412.516
2004-08-03,414.548
2004-08-04,411.369
2004-08-05,412.317
2004-08-06,414.306
2004-08-09,409.826
2004-08-10,413.927
2004-08-11,408.248
2004-08-12,408.274
2004-08-13,412.425
2004-08-16,414.531
2004-08-17,415.186
2004-08-18,413.074
2004-08-19,416.926
2004-08-20,415.149
2004-08-23,414.708
2004-08-24,412.955
2004-08-25,411.824
2004-08-26,412.622
2004-08-27,410.563
2004-08-30,411.514
2004-08-31,414.381
2004-09-01,416.089
2004-09-02,418.839
2004-09-03,417.37
2004-09-06,418.404
2004-09-07,417.668
2004-09-08,419.948
2004-09-09,421.342
2004-09-10,428.809
2004-09-13,429.299
2004-09-14,431.226
2004-09-15,428.11
2004-09-16,430.078
2004-09-17,433.292
2004-09-20,432.032
2004-09-21,438.082
2004-09-22,436.96
2004-09-23,438.343
2004-09-24,438.686
2004-09-27,438.014
2004-09-28,439.946
2004-09-29,442.686
2004-09-30,446.093
2004-10-01,448.476
2004-10-04,445.631
2004-10-05,447.671
2004-10-06,447.884
2004-10-07,447.408
2004-10-08,453.633
2004-10-11,451.625
2004-10-12,446.592
2004-10-13,446.824
2004-10-14,450.607
2004-10-15,454.003
2004-10-18,453.643
2004-10-19,454.086
2004-10-20,455.798
2004-10-21,456.21
2004-10-22,458.44
2004-10-25,460.493
2004-10-26,461.813
2004-10-27,465.704
2004-10-28,466.063
2004-10-29,467.503
2004-11-01,470.218
2004-11-02,470.195
2004-11-03,473.757
2004-11-04,476.181
2004-11-05,479.432
2004-11-08,478.967
2004-11-09,476.773
2004-11-10,479.636
2004-11-11,480.296
2004-11-12,483.99
2004-11-15,483.158
2004-11-16,481.815
2004-11-17,486.575
2004-11-18,487.638
2004-11-19,489.072
2004-11-22,487.36
2004-11-23,489.581
2004-11-24,490.969
2004-11-25,495.592
2004-11-26,497.298
2004-11-29,499.045
2004-11-30,499.66
2004-12-01,502.309
2004-12-02,503.25
2004-12-03,509.077
2004-12-06,511.392
2004-12-07,514.807
2004-12-08,509.003
2004-12-09,507.394
2004-12-10,508.711
2004-12-13,513.884
2004-12-14,516.42
2004-12-15,522.923
2004-12-16,519.469
2004-12-17,518.059
2004-12-20,526.463
2004-12-21,527.69
2004-12-22,530.482
2004-12-23,536.281
2004-12-24,537.671
2004-12-27,542.139
2004-12-28,543.484
2004-12-29,542.807
2004-12-30,545.758
2004-12-31,544.256
2005-01-03,542.971
2005-01-04,538.14
2005-01-05,535.82
2005-01-06,534.877
2005-01-07,534.041
2005-01-10,535.947
2005-01-11,532.213
2005-01-12,538.494
2005-01-13,539.918
2005-01-14,538.482
2005-01-17,539.866
2005-01-18,538.089
2005-01-19,541.207
2005-01-20,540.67
2005-01-21,543.53
2005-01-24,543.616
2005-01-25,544.961
2005-01-26,550.488
2005-01-27,548.17
2005-01-28,546.508
2005-01-31,554.333
2005-02-01,553.577
2005-02-02,557.12
2005-02-03,555.491
2005-02-04,558.17
2005-02-07,557.585
2005-02-08,556.019
2005-02-09,558.6
2005-02-10,561.737
2005-02-11,561.683
2005-02-14,566.379
2005-02-15,567.1
2005-02-16,564.186
2005-02-17,568.849
2005-02-18,565.963
2005-02-21,556.149
2005-02-22,554.209
2005-02-23,551.956
2005-02-24,554.11
2005-02-25,561.352
2005-02-28,566.207
2005-03-01,566.119
2005-03-02,559.407
2005-03-03,559.724
2005-03-04,567.76
2005-03-07,565.647
2005-03-08,568.877
2005-03-09,571.973
2005-03-10,570.221
2005-03-11,573.807
2005-03-14,567.086
2005-03-15,569.486
2005-03-16,570.654
2005-03-17,565.534
2005-03-18,564.747
2005-03-21,561.322
2005-03-22,562.204
2005-03-23,551.196
2005-03-24,551.639
2005-03-25,551.639
2005-03-28,547.768
2005-03-29,548.528
2005-03-30,550.854
2005-03-31,556.297
2005-04-01,556.985
2005-04-04,552.084
2005-04-05,555.803
2005-04-06,560.85
2005-04-07,561.988
2005-04-08,562.804
2005-04-11,568.872
2005-04-12,564.179
2005-04-13,565.802
2005-04-14,561.011
2005-04-15,555.484
2005-04-18,550.602
2005-04-19,552.224
2005-04-20,554.126
2005-04-21,556.325
2005-04-22,559.941
2005-04-25,558.119
2005-04-26,556.651
2005-04-27,549.227
2005-04-28,546.212
2005-04-29,550.682
2005-05-02,550.704
2005-05-03,551.655
2005-05-04,560.432
2005-05-05,560.754
2005-05-06,558.376
2005-05-09,561.614
2005-05-10,565.876
2005-05-11,566.103
2005-05-12,564.968
2005-05-13,559.583
2005-05-16,558.594
2005-05-17,556.889
2005-05-18,562.098
2005-05-19,562.779
2005-05-20,558.646
2005-05-23,565.177
2005-05-24,564.239
2005-05-25,565.873
2005-05-26,565.033
2005-05-27,565.185
2005-05-30,563.258
2005-05-31,559.922
2005-06-01,559.748
2005-06-02,563.808
2005-06-03,561.869
2005-06-06,560.847
2005-06-07,563.592
2005-06-08,566.537
2005-06-09,561.645
2005-06-10,559.879
2005-06-13,558.524
2005-06-14,557.9
2005-06-15,560.825
2005-06-16,562.242
2005-06-17,569.7
2005-06-20,564.472
2005-06-21,566.063
2005-06-22,564.426
2005-06-23,564.018
2005-06-24,562.001
2005-06-27,561.499
2005-06-28,559.484
2005-06-29,560.464
2005-06-30,561.605
2005-07-01,557.899
2005-07-04,556.306
2005-07-05,555.494
2005-07-06,559.949
2005-07-07,553.151
2005-07-08,558.8
2005-07-11,568.104
2005-07-12,573.191
2005-07-13,572.037
2005-07-14,574.888
2005-07-15,569.088
2005-07-18,568.719
2005-07-19,567.676
2005-07-20,567.665
2005-07-21,576.644
2005-07-22,580.017
2005-07-25,575.678
2005-07-26,573.567
2005-07-27,576.046
2005-07-28,578.303
2005-07-29,581.329
2005-08-01,582.662
2005-08-02,583.858
2005-08-03,590.364
2005-08-04,591.484
2005-08-05,589.542
2005-08-08,593.574
2005-08-09,594.037
2005-08-10,597.682
2005-08-11,599.313
2005-08-12,597.31
2005-08-15,594.115
2005-08-16,592.318
2005-08-17,587.984
2005-08-18,579.382
2005-08-19,581.546
2005-08-22,589.445
2005-08-23,586.605
2005-08-24,589.742
2005-08-25,589.073
2005-08-26,588.976
2005-08-29,585.311
2005-08-30,583.029
2005-08-31,594.756
2005-09-01,605.607
2005-09-02,608.349
2005-09-05,608.363
2005-09-06,611.438
2005-09-07,613.168
2005-09-08,612.636
2005-09-09,614.525
2005-09-12,611.252
2005-09-13,609.109
2005-09-14,613.548
2005-09-15,606.547
2005-09-16,609.043
2005-09-19,601.483
2005-09-20,605.262
2005-09-21,606.2
2005-09-22,600.351
2005-09-23,596.655
2005-09-26,599.122
2005-09-27,598.677
2005-09-28,600.852
2005-09-29,598.676
2005-09-30,603.078
2005-10-03,598.545
2005-10-04,602.749
2005-10-05,598.993
2005-10-06,601.633
2005-10-07,597.969
2005-10-10,593.99
2005-10-11,590.483
2005-10-12,588.977
2005-10-13,576.628
2005-10-14,584.219
2005-10-17,582.159
2005-10-18,571.746
2005-10-19,550.044
2005-10-20,553.596
2005-10-21,552.079
2005-10-24,558.637
2005-10-25,563.303
2005-10-26,562.316
2005-10-27,555.91
2005-10-28,553.906
2005-10-31,553.7
2005-11-01,559.19
2005-11-02,565.842
2005-11-03,571.822
2005-11-04,562.416
2005-11-07,562.834
2005-11-08,559.773
2005-11-09,557.772
