Date,EUROPE LARGE VALUE Large Cap
2002-03-13,429.74
2002-03-14,432.944
2002-03-15,438.062
2002-03-18,438.395
2002-03-19,441.541
2002-03-20,439.777
2002-03-21,438.101
2002-03-22,438.764
2002-03-25,435.057
2002-03-26,435.953
2002-03-27,434.777
2002-03-28,439.65
2002-03-29,439.65
2002-04-01,443.662
2002-04-02,442.034
2002-04-03,441.835
2002-04-04,438.188
2002-04-05,436.352
2002-04-08,429.721
2002-04-09,431.414
2002-04-10,437.393
2002-04-11,433.131
2002-04-12,433.922
2002-04-15,437.447
2002-04-16,445.521
2002-04-17,447.308
2002-04-18,448.518
2002-04-19,449.766
2002-04-22,447.947
2002-04-23,446.221
2002-04-24,445.776
2002-04-25,443.049
2002-04-26,440.939
2002-04-29,441.428
2002-04-30,444.237
2002-05-01,444.793
2002-05-02,443.682
2002-05-03,448.798
2002-05-06,448.287
2002-05-07,441.358
2002-05-08,447.773
2002-05-09,445.654
2002-05-10,444.585
2002-05-13,448.723
2002-05-14,448.904
2002-05-15,453.116
2002-05-16,452.97
2002-05-17,455.876
2002-05-20,452.871
2002-05-21,451.467
2002-05-22,450.496
2002-05-23,450.189
2002-05-24,452.273
2002-05-27,452.074
2002-05-28,451.337
2002-05-29,451.845
2002-05-30,449.195
2002-05-31,452.195
2002-06-03,450.617
2002-06-04,444.926
2002-06-05,438.732
2002-06-06,441.006
2002-06-07,434.679
2002-06-10,432.729
2002-06-11,437.358
2002-06-12,429.816
2002-06-13,423.686
2002-06-14,412.253
2002-06-17,424.381
2002-06-18,424.231
2002-06-19,419.531
2002-06-20,414.33
2002-06-21,415.681
2002-06-24,408.842
2002-06-25,416.775
2002-06-26,415.998
2002-06-27,416.228
2002-06-28,432.173
2002-07-01,434.825
2002-07-02,420.651
2002-07-03,407.676
2002-07-04,414.767
2002-07-05,428.19
2002-07-08,431.327
2002-07-09,429.09
2002-07-10,414.346
2002-07-11,398.146
2002-07-12,396.12
2002-07-15,378.139
2002-07-16,380.987
2002-07-17,394.624
2002-07-18,401.612
2002-07-19,384.649
2002-07-22,360.057
2002-07-23,349.052
2002-07-24,344.078
2002-07-25,360.908
2002-07-26,360.922
2002-07-29,379.479
2002-07-30,380.111
2002-07-31,383.059
2002-08-01,364.935
2002-08-02,366.106
2002-08-05,356.91
2002-08-06,365.779
2002-08-07,363.947
2002-08-08,376.907
2002-08-09,384.801
2002-08-12,377.559
2002-08-13,382.564
2002-08-14,375.903
2002-08-15,387.173
2002-08-16,389.922
2002-08-19,398.994
2002-08-20,393.921
2002-08-21,398.765
2002-08-22,404.369
2002-08-23,398.144
2002-08-26,395.591
2002-08-27,408.147
2002-08-28,392.039
2002-08-29,385.47
2002-08-30,388.904
2002-09-02,383.739
2002-09-03,370.131
2002-09-04,369.011
2002-09-05,365.815
2002-09-06,375.154
2002-09-09,368.982
2002-09-10,377.149
2002-09-11,382.367
2002-09-12,369.961
2002-09-13,362.468
2002-09-16,361.747
2002-09-17,356.861
2002-09-18,343.842
2002-09-19,339.776
2002-09-20,339.525
2002-09-23,328.039
2002-09-24,321.639
2002-09-25,324.57
2002-09-26,340.971
2002-09-27,340.925
2002-09-30,326.361
2002-10-01,333.162
2002-10-02,342.369
2002-10-03,336.594
2002-10-04,326.63
2002-10-07,324.439
2002-10-08,317.32
2002-10-09,317.53
2002-10-10,325.512
2002-10-11,342.79
2002-10-14,338.993
2002-10-15,359.461
2002-10-16,355.283
2002-10-17,363.865
2002-10-18,361.756
2002-10-21,362.986
2002-10-22,357.683
2002-10-23,345.731
2002-10-24,353.758
2002-10-25,351.824
2002-10-28,357.527
2002-10-29,341.928
2002-10-30,351.52
2002-10-31,360.0
2002-11-01,358.611
2002-11-04,370.815
2002-11-05,375.116
2002-11-06,368.952
2002-11-07,365.202
2002-11-08,363.216
2002-11-11,361.491
2002-11-12,364.038
2002-11-13,360.293
2002-11-14,364.971
2002-11-15,368.39
2002-11-18,373.528
2002-11-19,372.934
2002-11-20,369.03
2002-11-21,379.997
2002-11-22,380.308
2002-11-25,374.046
2002-11-26,366.321
2002-11-27,374.061
2002-11-28,379.528
2002-11-29,379.115
2002-12-02,378.4
2002-12-03,372.148
2002-12-04,369.99
2002-12-05,365.576
2002-12-06,366.837
2002-12-09,357.771
2002-12-10,359.665
2002-12-11,364.066
2002-12-12,359.877
2002-12-13,356.213
2002-12-16,368.559
2002-12-17,365.946
2002-12-18,357.212
2002-12-19,354.609
2002-12-20,359.88
2002-12-23,362.234
2002-12-24,363.968
2002-12-25,363.968
2002-12-26,364.415
2002-12-27,354.6
2002-12-30,360.084
2002-12-31,363.466
2003-01-01,363.466
2003-01-02,372.769
2003-01-03,374.16
2003-01-06,379.181
2003-01-07,373.168
2003-01-08,366.462
2003-01-09,372.155
2003-01-10,375.965
2003-01-13,376.544
2003-01-14,378.143
2003-01-15,373.187
2003-01-16,373.578
2003-01-17,366.687
2003-01-20,360.74
2003-01-21,356.223
2003-01-22,349.785
2003-01-23,348.986
2003-01-24,347.468
2003-01-27,336.241
2003-01-28,338.421
2003-01-29,340.454
2003-01-30,346.249
2003-01-31,346.453
2003-02-03,353.99
2003-02-04,345.724
2003-02-05,353.125
2003-02-06,344.117
2003-02-07,340.205
2003-02-10,337.29
2003-02-11,343.858
2003-02-12,338.176
2003-02-13,340.184
2003-02-14,344.398
2003-02-17,348.899
2003-02-18,351.284
2003-02-19,344.525
2003-02-20,344.13
2003-02-21,347.702
2003-02-24,340.951
2003-02-25,330.017
2003-02-26,328.259
2003-02-27,330.755
2003-02-28,336.939
2003-03-03,339.258
2003-03-04,334.124
2003-03-05,333.489
2003-03-06,329.695
2003-03-07,324.463
2003-03-10,316.381
2003-03-11,317.273
2003-03-12,302.352
2003-03-13,318.707
2003-03-14,329.044
2003-03-17,338.301
2003-03-18,336.694
2003-03-19,339.213
2003-03-20,337.51
2003-03-21,347.063
2003-03-24,336.103
2003-03-25,341.165
2003-03-26,342.097
2003-03-27,335.812
2003-03-28,335.958
2003-03-31,328.609
2003-04-01,333.754
2003-04-02,341.138
2003-04-03,343.241
2003-04-04,346.165
2003-04-07,356.168
2003-04-08,350.806
2003-04-09,350.485
2003-04-10,348.664
2003-04-11,350.095
2003-04-14,355.241
2003-04-15,361.416
2003-04-16,358.638
2003-04-17,362.587
2003-04-18,362.587
2003-04-21,360.123
2003-04-22,366.682
2003-04-23,371.214
2003-04-24,366.23
2003-04-25,359.842
2003-04-28,368.974
2003-04-29,368.448
2003-04-30,370.233
2003-05-01,370.348
2003-05-02,373.352
2003-05-05,376.868
2003-05-06,385.121
2003-05-07,380.676
2003-05-08,374.917
2003-05-09,379.889
2003-05-12,382.624
2003-05-13,382.257
2003-05-14,382.46
2003-05-15,386.831
2003-05-16,390.004
2003-05-19,381.801
2003-05-20,383.169
2003-05-21,381.647
2003-05-22,386.039
2003-05-23,387.681
2003-05-26,388.692
2003-05-27,391.513
2003-05-28,396.118
2003-05-29,401.193
2003-05-30,399.152
2003-06-02,405.348
2003-06-03,402.821
2003-06-04,405.801
2003-06-05,407.723
2003-06-06,411.717
2003-06-09,407.722
2003-06-10,407.91
2003-06-11,417.006
2003-06-12,421.752
2003-06-13,417.681
2003-06-16,425.722
2003-06-17,428.258
2003-06-18,426.651
2003-06-19,418.495
2003-06-20,419.896
2003-06-23,410.837
2003-06-24,408.789
2003-06-25,411.425
2003-06-26,406.926
2003-06-27,406.611
2003-06-30,403.061
2003-07-01,398.668
2003-07-02,403.979
2003-07-03,405.394
2003-07-04,403.552
2003-07-07,408.949
2003-07-08,407.227
2003-07-09,403.65
2003-07-10,399.137
2003-07-11,403.604
2003-07-14,409.218
2003-07-15,404.887
2003-07-16,401.215
2003-07-17,398.311
2003-07-18,400.382
2003-07-21,399.584
2003-07-22,402.929
2003-07-23,403.295
2003-07-24,412.203
2003-07-25,410.828
2003-07-28,415.131
2003-07-29,413.004
2003-07-30,411.318
2003-07-31,413.002
2003-08-01,407.253
2003-08-04,407.812
2003-08-05,411.382
2003-08-06,406.244
2003-08-07,409.213
2003-08-08,410.85
2003-08-11,413.54
2003-08-12,415.154
2003-08-13,416.033
2003-08-14,421.557
2003-08-15,422.15
2003-08-18,423.663
2003-08-19,420.465
2003-08-20,419.613
2003-08-21,417.301
2003-08-22,414.023
2003-08-25,412.568
2003-08-26,406.468
2003-08-27,410.293
2003-08-28,411.746
2003-08-29,409.839
2003-09-01,414.175
2003-09-02,412.236
2003-09-03,417.519
2003-09-04,419.325
2003-09-05,420.499
2003-09-08,425.977
2003-09-09,423.802
2003-09-10,420.217
2003-09-11,420.485
2003-09-12,422.035
2003-09-15,423.107
2003-09-16,423.616
2003-09-17,426.52
2003-09-18,430.409
2003-09-19,428.717
2003-09-22,426.429
2003-09-23,424.157
2003-09-24,424.641
2003-09-25,423.964
2003-09-26,418.048
2003-09-29,417.468
2003-09-30,413.625
2003-10-01,424.13
2003-10-02,424.57
2003-10-03,432.893
2003-10-06,432.963
2003-10-07,433.327
2003-10-08,433.074
2003-10-09,439.163
2003-10-10,439.577
2003-10-13,443.515
2003-10-14,441.89
2003-10-15,444.521
2003-10-16,444.558
2003-10-17,440.906
2003-10-20,443.358
2003-10-21,444.059
2003-10-22,439.924
2003-10-23,435.086
2003-10-24,436.009
2003-10-27,437.557
2003-10-28,440.36
2003-10-29,442.183
2003-10-30,445.132
2003-10-31,443.86
2003-11-03,446.783
2003-11-04,446.015
2003-11-05,442.742
2003-11-06,442.633
2003-11-07,449.013
2003-11-10,446.497
2003-11-11,444.774
2003-11-12,449.741
2003-11-13,452.792
2003-11-14,456.369
2003-11-17,447.504
2003-11-18,451.914
2003-11-19,450.246
2003-11-20,449.298
2003-11-21,451.409
2003-11-24,455.44
2003-11-25,456.442
2003-11-26,459.112
2003-11-27,460.373
2003-11-28,461.472
2003-12-01,468.647
2003-12-02,470.097
2003-12-03,474.678
2003-12-04,472.18
2003-12-05,472.701
2003-12-08,473.647
2003-12-09,477.848
2003-12-10,475.892
2003-12-11,475.519
2003-12-12,480.422
2003-12-15,482.732
2003-12-16,482.74
2003-12-17,485.958
2003-12-18,491.118
2003-12-19,493.682
2003-12-22,495.388
2003-12-23,496.795
2003-12-24,498.737
2003-12-25,498.737
2003-12-26,498.772
2003-12-29,502.177
2003-12-30,505.662
2003-12-31,509.801
2004-01-01,509.801
2004-01-02,514.254
2004-01-05,519.699
2004-01-06,522.73
2004-01-07,515.859
2004-01-08,519.635
2004-01-09,518.904
2004-01-12,517.121
2004-01-13,517.06
2004-01-14,516.538
2004-01-15,515.742
2004-01-16,511.555
2004-01-19,512.065
2004-01-20,516.937
2004-01-21,523.098
2004-01-22,525.295
2004-01-23,523.622
2004-01-26,515.753
2004-01-27,517.729
2004-01-28,521.712
2004-01-29,507.996
2004-01-30,505.685
2004-02-02,507.009
2004-02-03,510.077
2004-02-04,506.608
2004-02-05,507.637
2004-02-06,514.108
2004-02-09,520.327
2004-02-10,519.625
2004-02-11,520.982
2004-02-12,524.782
2004-02-13,521.576
2004-02-16,523.964
2004-02-17,529.783
2004-02-18,529.195
2004-02-19,531.381
2004-02-20,524.542
2004-02-23,525.391
2004-02-24,524.151
2004-02-25,521.75
2004-02-26,517.55
2004-02-27,517.642
2004-03-01,523.414
2004-03-02,520.034
2004-03-03,512.331
2004-03-04,518.167
2004-03-05,524.615
2004-03-08,524.478
2004-03-09,521.378
2004-03-10,514.364
2004-03-11,501.308
2004-03-12,499.21
2004-03-15,491.532
2004-03-16,499.16
2004-03-17,501.903
2004-03-18,500.019
2004-03-19,500.199
2004-03-22,492.456
2004-03-23,491.558
2004-03-24,487.463
2004-03-25,491.761
2004-03-26,490.368
2004-03-29,498.535
2004-03-30,500.526
2004-03-31,502.579
2004-04-01,511.586
2004-04-02,512.417
2004-04-05,511.41
2004-04-06,513.369
2004-04-07,515.336
2004-04-08,514.954
2004-04-09,514.954
2004-04-12,514.051
2004-04-13,513.408
2004-04-14,506.365
2004-04-15,506.507
2004-04-16,514.661
2004-04-19,514.072
2004-04-20,513.619
2004-04-21,506.292
2004-04-22,508.7
2004-04-23,509.98
2004-04-26,512.908
2004-04-27,515.846
2004-04-28,507.09
2004-04-29,505.956
2004-04-30,503.802
2004-05-03,505.73
2004-05-04,513.248
2004-05-05,516.737
2004-05-06,508.287
2004-05-07,500.813
2004-05-10,485.749
2004-05-11,489.897
2004-05-12,488.344
2004-05-13,491.787
2004-05-14,490.452
2004-05-17,488.33
2004-05-18,488.894
2004-05-19,500.341
2004-05-20,492.808
2004-05-21,496.801
2004-05-24,498.552
2004-05-25,503.537
2004-05-26,507.794
2004-05-27,516.864
2004-05-28,512.076
2004-05-31,513.198
2004-06-01,510.731
2004-06-02,515.416
2004-06-03,516.427
2004-06-04,519.805
2004-06-07,526.882
2004-06-08,526.416
2004-06-09,518.036
2004-06-10,520.41
2004-06-11,516.36
2004-06-14,512.225
2004-06-15,516.3
2004-06-16,519.292
2004-06-17,521.121
2004-06-18,526.015
2004-06-21,523.444
2004-06-22,516.857
2004-06-23,519.037
2004-06-24,525.92
2004-06-25,523.449
2004-06-28,529.639
2004-06-29,523.582
2004-06-30,521.707
2004-07-01,519.304
2004-07-02,520.865
2004-07-05,520.283
2004-07-06,517.782
2004-07-07,520.371
2004-07-08,524.388
2004-07-09,525.521
2004-07-12,523.395
2004-07-13,520.575
2004-07-14,521.309
2004-07-15,514.773
2004-07-16,519.357
2004-07-19,516.237
2004-07-20,514.955
2004-07-21,513.661
2004-07-22,506.891
2004-07-23,502.061
2004-07-26,499.194
2004-07-27,500.591
2004-07-28,502.331
2004-07-29,510.593
2004-07-30,509.966
2004-08-02,509.927
2004-08-03,513.019
2004-08-04,508.994
2004-08-05,509.538
2004-08-06,507.17
2004-08-09,503.779
2004-08-10,509.893
2004-08-11,501.581
2004-08-12,501.978
2004-08-13,504.24
2004-08-16,508.991
2004-08-17,507.859
2004-08-18,507.591
2004-08-19,510.561
2004-08-20,509.199
2004-08-23,510.379
2004-08-24,506.214
2004-08-25,507.143
2004-08-26,510.946
2004-08-27,513.412
2004-08-30,512.87
2004-08-31,512.668
2004-09-01,517.57
2004-09-02,519.627
2004-09-03,520.076
2004-09-06,521.931
2004-09-07,521.806
2004-09-08,523.341
2004-09-09,521.985
2004-09-10,529.111
2004-09-13,531.315
2004-09-14,531.431
2004-09-15,525.187
2004-09-16,527.226
2004-09-17,531.919
2004-09-20,530.145
2004-09-21,538.015
2004-09-22,532.868
2004-09-23,530.873
2004-09-24,531.934
2004-09-27,529.992
2004-09-28,533.326
2004-09-29,534.124
2004-09-30,534.713
2004-10-01,544.281
2004-10-04,543.352
2004-10-05,547.905
2004-10-06,548.739
2004-10-07,548.923
2004-10-08,551.627
2004-10-11,550.735
2004-10-12,542.241
2004-10-13,540.837
2004-10-14,543.649
2004-10-15,545.21
2004-10-18,545.086
2004-10-19,548.68
2004-10-20,546.85
2004-10-21,549.596
2004-10-22,551.0
2004-10-25,547.705
2004-10-26,548.661
2004-10-27,555.655
2004-10-28,558.445
2004-10-29,555.727
2004-11-01,561.801
2004-11-02,564.229
2004-11-03,569.89
2004-11-04,572.613
2004-11-05,576.527
2004-11-08,577.831
2004-11-09,575.77
2004-11-10,576.659
2004-11-11,581.368
2004-11-12,584.319
2004-11-15,583.951
2004-11-16,580.66
2004-11-17,587.989
2004-11-18,586.322
2004-11-19,586.302
2004-11-22,582.792
2004-11-23,585.852
2004-11-24,588.151
2004-11-25,596.38
2004-11-26,596.389
2004-11-29,596.196
2004-11-30,594.57
2004-12-01,602.641
2004-12-02,601.298
2004-12-03,604.55
2004-12-06,604.832
2004-12-07,606.83
2004-12-08,598.606
2004-12-09,594.078
2004-12-10,596.099
2004-12-13,603.764
2004-12-14,604.866
2004-12-15,610.974
2004-12-16,606.617
2004-12-17,600.253
2004-12-20,610.311
2004-12-21,606.86
2004-12-22,611.591
2004-12-23,617.469
2004-12-24,619.933
2004-12-27,622.412
2004-12-28,621.941
2004-12-29,620.227
2004-12-30,621.962
2004-12-31,619.995
2005-01-03,617.008
2005-01-04,612.084
2005-01-05,607.37
2005-01-06,606.696
2005-01-07,604.744
2005-01-10,607.149
2005-01-11,604.91
2005-01-12,605.917
2005-01-13,604.657
2005-01-14,603.005
2005-01-17,604.312
2005-01-18,603.004
2005-01-19,604.102
2005-01-20,598.082
2005-01-21,600.132
2005-01-24,602.576
2005-01-25,603.302
2005-01-26,608.012
2005-01-27,608.68
2005-01-28,604.116
2005-01-31,609.983
2005-02-01,615.146
2005-02-02,618.3
2005-02-03,613.143
2005-02-04,619.488
2005-02-07,617.45
2005-02-08,615.389
2005-02-09,614.589
2005-02-10,620.36
2005-02-11,626.515
2005-02-14,630.999
2005-02-15,633.947
2005-02-16,631.659
2005-02-17,637.053
2005-02-18,638.071
2005-02-21,636.571
2005-02-22,638.833
2005-02-23,634.018
2005-02-24,634.143
2005-02-25,641.262
2005-02-28,643.669
2005-03-01,643.439
2005-03-02,640.164
2005-03-03,641.192
2005-03-04,653.001
2005-03-07,649.26
2005-03-08,653.583
2005-03-09,650.729
2005-03-10,646.063
2005-03-11,650.422
2005-03-14,646.306
2005-03-15,649.371
2005-03-16,644.889
2005-03-17,642.178
2005-03-18,640.542
2005-03-21,634.085
2005-03-22,636.29
2005-03-23,623.947
2005-03-24,625.261
2005-03-25,625.261
2005-03-28,621.934
2005-03-29,625.63
2005-03-30,624.349
2005-03-31,626.266
2005-04-01,627.328
2005-04-04,618.814
2005-04-05,624.227
2005-04-06,626.399
2005-04-07,632.282
2005-04-08,629.642
2005-04-11,633.309
2005-04-12,627.097
2005-04-13,630.055
2005-04-14,623.28
2005-04-15,617.777
2005-04-18,609.643
2005-04-19,614.215
2005-04-20,611.694
2005-04-21,611.519
2005-04-22,616.401
2005-04-25,616.113
2005-04-26,613.813
2005-04-27,605.795
2005-04-28,602.621
2005-04-29,603.838
2005-05-02,602.426
2005-05-03,607.236
2005-05-04,613.809
2005-05-05,618.307
2005-05-06,616.693
2005-05-09,612.998
2005-05-10,610.624
2005-05-11,605.536
2005-05-12,604.292
2005-05-13,600.486
2005-05-16,595.376
2005-05-17,596.654
2005-05-18,606.253
2005-05-19,609.327
2005-05-20,604.768
2005-05-23,609.461
2005-05-24,609.827
2005-05-25,610.246
2005-05-26,609.902
2005-05-27,610.738
2005-05-30,610.918
2005-05-31,603.322
2005-06-01,607.949
2005-06-02,609.038
2005-06-03,605.921
2005-06-06,604.032
2005-06-07,611.412
2005-06-08,612.693
2005-06-09,606.049
2005-06-10,606.392
2005-06-13,604.405
2005-06-14,606.624
2005-06-15,607.99
2005-06-16,610.592
2005-06-17,619.074
2005-06-20,613.501
2005-06-21,616.139
2005-06-22,617.641
2005-06-23,617.17
2005-06-24,614.226
2005-06-27,612.059
2005-06-28,613.968
2005-06-29,615.514
2005-06-30,615.972
2005-07-01,614.037
2005-07-04,612.67
2005-07-05,610.915
2005-07-06,615.401
2005-07-07,604.783
2005-07-08,611.944
2005-07-11,622.525
2005-07-12,627.101
2005-07-13,625.857
2005-07-14,630.297
2005-07-15,626.106
2005-07-18,624.774
2005-07-19,623.076
2005-07-20,622.665
2005-07-21,630.884
2005-07-22,630.345
2005-07-25,630.3
2005-07-26,630.132
2005-07-27,632.807
2005-07-28,637.109
2005-07-29,638.781
2005-08-01,642.666
2005-08-02,647.606
2005-08-03,651.19
2005-08-04,646.941
2005-08-05,643.261
2005-08-08,647.946
2005-08-09,651.505
2005-08-10,661.279
2005-08-11,662.255
2005-08-12,660.31
2005-08-15,656.948
2005-08-16,653.12
2005-08-17,650.581
2005-08-18,641.154
2005-08-19,646.466
2005-08-22,651.707
2005-08-23,646.053
2005-08-24,646.038
2005-08-25,642.46
2005-08-26,639.935
2005-08-29,638.756
2005-08-30,633.604
2005-08-31,644.535
2005-09-01,656.458
2005-09-02,659.327
2005-09-05,663.421
2005-09-06,667.626
2005-09-07,667.454
2005-09-08,664.932
2005-09-09,667.037
2005-09-12,659.737
2005-09-13,654.32
2005-09-14,658.168
2005-09-15,654.007
2005-09-16,657.914
2005-09-19,654.369
2005-09-20,657.317
2005-09-21,652.451
2005-09-22,645.891
2005-09-23,645.429
2005-09-26,651.968
2005-09-27,648.267
2005-09-28,655.412
2005-09-29,652.668
2005-09-30,656.55
2005-10-03,653.557
2005-10-04,657.319
2005-10-05,650.894
2005-10-06,651.828
2005-10-07,647.783
2005-10-10,645.057
2005-10-11,643.629
2005-10-12,640.787
2005-10-13,630.065
2005-10-14,639.933
2005-10-17,636.644
2005-10-18,629.22
2005-10-19,621.161
2005-10-20,623.879
2005-10-21,623.565
2005-10-24,628.644
2005-10-25,633.35
2005-10-26,634.974
2005-10-27,630.498
2005-10-28,629.317
2005-10-31,638.322
2005-11-01,638.292
2005-11-02,645.7
2005-11-03,651.804
2005-11-04,639.91
2005-11-07,641.31
2005-11-08,639.633
2005-11-09,638.356
