Date,EUROPE LARGE VALUE Large Cap
2017-11-30,968.884
2017-12-29,980.576
2018-01-31,1043.616
2018-02-28,979.506
2018-03-30,961.672
2018-04-30,999.519
2018-05-31,942.179
2018-06-29,937.053
2018-07-31,971.637
2018-08-31,920.388
2018-09-28,939.731
2018-10-31,880.014
2018-11-30,869.837
2018-12-31,829.245
2019-01-31,880.779
2019-02-28,905.86
2019-03-29,900.876
2019-04-30,930.706
2019-05-31,867.754
2019-06-28,921.584
2019-07-31,894.113
2019-08-30,852.689
2019-09-30,896.235
2019-10-31,924.518
2019-11-29,931.45
2019-12-31,972.002
2020-01-31,930.022
2020-02-28,834.833
2020-03-31,681.002
2020-04-30,707.874
2020-05-29,731.553
2020-06-30,772.001
2020-07-31,779.787
2020-08-31,811.226
2020-09-30,766.319
2020-10-30,719.785
2020-11-30,884.278
2020-12-31,916.01
2021-01-29,899.985
2021-02-26,940.001
2021-03-31,981.766
2021-04-30,1011.022
2021-05-31,1054.335
2021-06-30,1024.091
2021-07-30,1026.286
2021-08-31,1041.342
2021-09-30,1007.983
2021-10-29,1045.966
2021-11-30,976.11
2021-12-31,1049.666
2022-01-31,1071.724
2022-02-28,1042.435
2022-03-31,1042.199
2022-04-29,998.356
2022-05-31,1041.816
2022-06-30,928.225
2022-07-29,937.923
2022-08-31,897.996
2022-09-30,825.68
2022-10-31,898.086
2022-11-30,998.642
2022-12-30,1007.062
2023-01-31,1087.531
2023-02-28,1090.225
2023-03-31,1085.351
2023-04-28,1140.344
2023-05-31,1061.14
2023-06-30,1124.636
2023-07-31,1169.423
2023-08-31,1132.577
2023-09-29,1120.528
2023-10-31,1075.457
2023-11-30,1165.788
2023-12-29,1217.942
2024-01-31,1199.347
2024-02-29,1193.911
2024-03-29,1255.575
2024-04-30,1258.028
2024-05-31,1320.131
2024-06-28,1279.314
2024-07-31,1336.395
2024-08-30,1384.832
2024-09-30,1398.907
2024-10-31,1336.374
2024-11-29,1307.64
2024-12-31,1281.694
2025-01-31,1371.398
2025-02-28,1456.725
2025-03-31,1507.334
2025-04-30,1563.842
2025-05-30,1625.065
2025-06-30,1657.372
2025-07-31,1660.887
2025-08-29,1734.416
2025-09-30,1752.775
