Date,SWEDEN MID VALUE Mid Cap
2013-02-28,1125.953
2013-03-29,1153.237
2013-04-30,1180.683
2013-05-31,1176.359
2013-06-28,1085.747
2013-07-31,1239.77
2013-08-30,1250.891
2013-09-30,1335.079
2013-10-31,1323.812
2013-11-29,1335.462
2013-12-31,1435.015
2014-01-31,1349.43
2014-02-28,1436.625
2014-03-31,1440.401
2014-04-30,1458.598
2014-05-30,1483.849
2014-06-30,1502.696
2014-07-31,1460.105
2014-08-29,1458.734
2014-09-30,1401.645
2014-10-31,1387.793
2014-11-28,1476.605
2014-12-31,1422.857
2015-01-30,1411.414
2015-02-27,1547.969
2015-03-31,1483.914
2015-04-30,1563.837
2015-05-29,1518.512
2015-06-30,1487.923
2015-07-31,1495.222
2015-08-31,1408.649
2015-09-30,1379.902
2015-10-30,1412.328
2015-11-30,1419.713
2015-12-31,1383.48
2016-01-29,1295.882
2016-02-29,1351.605
2016-03-31,1486.506
2016-04-29,1548.804
2016-05-31,1523.253
2016-06-30,1454.863
2016-07-29,1470.835
2016-08-31,1511.174
2016-09-30,1557.721
2016-10-31,1484.237
2016-11-30,1514.536
2016-12-30,1575.181
2017-01-31,1684.942
2017-02-28,1674.127
2017-03-31,1740.615
2017-04-28,1848.007
2017-05-31,1899.284
2017-06-30,1925.472
2017-07-31,1960.257
2017-08-31,1945.134
2017-09-29,2037.159
2017-10-31,2083.947
2017-11-30,2041.393
2017-12-29,1990.811
2018-01-31,2120.945
2018-02-28,1923.815
2018-03-30,1918.624
2018-04-30,1911.374
2018-05-31,1837.193
2018-06-29,1822.241
2018-07-31,1910.87
2018-08-31,1861.012
2018-09-28,1941.514
2018-10-31,1727.935
2018-11-30,1739.119
2018-12-31,1760.969
2019-01-31,1806.251
2019-02-28,1864.214
2019-03-29,1915.643
2019-04-30,1887.5
2019-05-31,1832.618
2019-06-28,1967.372
2019-07-31,1996.961
2019-08-30,2052.731
2019-09-30,2072.605
2019-10-31,2111.762
2019-11-29,2202.539
2019-12-31,2309.923
2020-01-31,2217.894
2020-02-28,2021.771
2020-03-31,1612.966
2020-04-30,1848.019
2020-05-29,2023.232
2020-06-30,2086.631
2020-07-31,2268.828
2020-08-31,2389.223
2020-09-30,2410.022
2020-10-30,2261.112
2020-11-30,2676.169
2020-12-31,2816.712
2021-01-29,2821.897
2021-02-26,2924.753
2021-03-31,3003.106
2021-04-30,3063.776
2021-05-31,3207.348
2021-06-30,3098.426
2021-07-30,3270.011
2021-08-31,3121.034
2021-09-30,2871.873
2021-10-29,2960.081
2021-11-30,2847.346
2021-12-31,3043.278
2022-01-31,2879.813
2022-02-28,2734.005
2022-03-31,2876.7
2022-04-29,2703.182
2022-05-31,2596.048
2022-06-30,2166.047
2022-07-29,2316.506
2022-08-31,2147.321
2022-09-30,1902.506
2022-10-31,1994.067
2022-11-30,2232.693
2022-12-30,2201.874
2023-01-31,2456.47
2023-02-28,2453.063
2023-03-31,2402.388
2023-04-28,2468.665
2023-05-31,2155.852
2023-06-30,2168.237
2023-07-31,2294.566
2023-08-31,2114.746
2023-09-29,2217.722
2023-10-31,2114.099
2023-11-30,2352.541
2023-12-29,2555.996
2024-01-31,2437.138
2024-02-29,2499.285
2024-03-29,2588.944
2024-04-30,2591.757
2024-05-31,2718.414
2024-06-28,2641.884
2024-07-31,2663.354
2024-08-30,2800.081
2024-09-30,2944.811
2024-10-31,2676.866
2024-11-29,2672.61
2024-12-31,2580.559
2025-01-31,2783.405
2025-02-28,2970.54
2025-03-31,2914.268
2025-04-30,3045.81
2025-05-30,3105.014
