Date,SWEDEN MID VALUE Mid Cap
2001-05-15,245.9
2001-05-16,245.527
2001-05-17,250.689
2001-05-18,254.56
2001-05-21,257.028
2001-05-22,255.565
2001-05-23,251.209
2001-05-24,250.399
2001-05-25,248.244
2001-05-28,248.56
2001-05-29,246.107
2001-05-30,244.569
2001-05-31,241.905
2001-06-01,241.048
2001-06-04,239.793
2001-06-05,242.871
2001-06-06,242.723
2001-06-07,241.537
2001-06-08,240.527
2001-06-11,236.471
2001-06-12,237.817
2001-06-13,241.152
2001-06-14,237.056
2001-06-15,240.475
2001-06-18,239.462
2001-06-19,236.908
2001-06-20,229.432
2001-06-21,229.814
2001-06-22,230.295
2001-06-25,235.281
2001-06-26,230.608
2001-06-27,231.882
2001-06-28,231.016
2001-06-29,231.257
2001-07-02,231.71
2001-07-03,232.735
2001-07-04,231.204
2001-07-05,228.691
2001-07-06,224.002
2001-07-09,223.983
2001-07-10,225.112
2001-07-11,225.835
2001-07-12,225.744
2001-07-13,228.316
2001-07-16,230.981
2001-07-17,225.013
2001-07-18,227.415
2001-07-19,231.106
2001-07-20,231.088
2001-07-23,230.115
2001-07-24,231.187
2001-07-25,230.503
2001-07-26,232.45
2001-07-27,232.902
2001-07-30,233.823
2001-07-31,233.081
2001-08-01,233.754
2001-08-02,236.246
2001-08-03,239.977
2001-08-06,239.467
2001-08-07,238.785
2001-08-08,238.155
2001-08-09,238.094
2001-08-10,238.542
2001-08-13,240.733
2001-08-14,241.65
2001-08-15,242.534
2001-08-16,240.439
2001-08-17,237.506
2001-08-20,229.055
2001-08-21,230.761
2001-08-22,232.47
2001-08-23,234.319
2001-08-24,236.695
2001-08-27,236.092
2001-08-28,231.775
2001-08-29,228.976
2001-08-30,222.952
2001-08-31,221.997
2001-09-03,217.323
2001-09-04,218.121
2001-09-05,220.812
2001-09-06,220.438
2001-09-07,218.547
2001-09-10,215.358
2001-09-11,203.419
2001-09-12,205.42
2001-09-13,207.968
2001-09-14,207.828
2001-09-17,204.364
2001-09-18,199.143
2001-09-19,202.693
2001-09-20,190.28
2001-09-21,181.21
2001-09-24,183.498
2001-09-25,191.702
2001-09-26,188.939
2001-09-27,189.271
2001-09-28,193.749
2001-10-01,196.277
2001-10-02,195.007
2001-10-03,195.883
2001-10-04,207.364
2001-10-05,208.357
2001-10-08,207.696
2001-10-09,210.251
2001-10-10,211.292
2001-10-11,216.755
2001-10-12,217.323
2001-10-15,215.588
2001-10-16,217.207
2001-10-17,214.522
2001-10-18,210.872
2001-10-19,206.321
2001-10-22,205.169
2001-10-23,212.253
2001-10-24,212.368
2001-10-25,211.379
2001-10-26,214.211
2001-10-29,213.679
2001-10-30,209.277
2001-10-31,209.532
2001-11-01,209.439
2001-11-02,211.897
2001-11-05,213.686
2001-11-06,214.006
2001-11-07,216.265
2001-11-08,216.812
2001-11-09,216.09
2001-11-12,213.432
2001-11-13,217.883
2001-11-14,220.297
2001-11-15,222.811
2001-11-16,227.153
2001-11-19,228.497
2001-11-20,224.047
2001-11-21,223.884
2001-11-22,229.208
2001-11-23,228.519
2001-11-26,230.494
2001-11-27,229.22
2001-11-28,227.645
2001-11-29,226.68
2001-11-30,228.448
2001-12-03,226.612
2001-12-04,231.007
2001-12-05,237.413
2001-12-06,238.234
2001-12-07,240.431
2001-12-10,235.596
2001-12-11,235.339
2001-12-12,233.311
2001-12-13,232.456
2001-12-14,229.525
2001-12-17,232.431
2001-12-18,231.86
2001-12-19,227.822
2001-12-20,225.544
2001-12-21,226.061
2001-12-24,223.074
2001-12-25,223.074
2001-12-26,222.315
2001-12-27,231.185
2001-12-28,234.254
2001-12-31,236.158
2002-01-01,236.158
2002-01-02,238.844
2002-01-03,247.204
2002-01-04,250.469
2002-01-07,248.923
2002-01-08,243.142
2002-01-09,245.196
2002-01-10,246.442
2002-01-11,246.091
2002-01-14,239.527
2002-01-15,239.614
2002-01-16,232.419
2002-01-17,233.533
2002-01-18,235.425
2002-01-21,233.709
2002-01-22,235.554
2002-01-23,235.471
2002-01-24,235.44
2002-01-25,231.408
2002-01-28,230.685
2002-01-29,233.117
2002-01-30,231.233
2002-01-31,235.368
2002-02-01,235.632
2002-02-04,236.025
2002-02-05,233.728
2002-02-06,233.81
2002-02-07,233.21
2002-02-08,232.831
2002-02-11,237.28
2002-02-12,237.444
2002-02-13,239.825
2002-02-14,238.461
2002-02-15,239.024
2002-02-18,236.616
2002-02-19,236.499
2002-02-20,235.921
2002-02-21,242.13
2002-02-22,243.421
2002-02-25,244.984
2002-02-26,246.797
2002-02-27,251.77
2002-02-28,253.1
2002-03-01,253.923
2002-03-04,264.485
2002-03-05,264.275
2002-03-06,261.966
2002-03-07,262.984
2002-03-08,262.362
2002-03-11,264.808
2002-03-12,262.957
2002-03-13,263.783
2002-03-14,263.388
2002-03-15,264.214
2002-03-18,263.929
2002-03-19,263.404
2002-03-20,262.819
2002-03-21,259.95
2002-03-22,260.957
2002-03-25,258.395
2002-03-26,256.383
2002-03-27,255.632
2002-03-28,258.13
2002-03-29,258.13
2002-04-01,260.678
2002-04-02,261.57
2002-04-03,257.425
2002-04-04,255.553
2002-04-05,257.913
2002-04-08,253.32
2002-04-09,253.893
2002-04-10,255.128
2002-04-11,254.999
2002-04-12,255.613
2002-04-15,257.131
2002-04-16,260.989
2002-04-17,262.863
2002-04-18,262.665
2002-04-19,261.287
2002-04-22,255.272
2002-04-23,259.072
2002-04-24,256.935
2002-04-25,250.469
2002-04-26,256.34
2002-04-29,260.246
2002-04-30,263.237
2002-05-01,264.783
2002-05-02,264.955
2002-05-03,267.027
2002-05-06,266.693
2002-05-07,263.736
2002-05-08,266.774
2002-05-09,266.315
2002-05-10,268.962
2002-05-13,270.672
2002-05-14,271.113
2002-05-15,272.733
2002-05-16,271.973
2002-05-17,275.625
2002-05-20,276.411
2002-05-21,274.591
2002-05-22,272.546
2002-05-23,269.655
2002-05-24,269.749
2002-05-27,270.196
2002-05-28,272.732
2002-05-29,270.372
2002-05-30,267.965
2002-05-31,267.594
2002-06-03,269.605
2002-06-04,267.029
2002-06-05,266.217
2002-06-06,265.831
2002-06-07,261.93
2002-06-10,262.974
2002-06-11,263.045
2002-06-12,261.913
2002-06-13,262.725
2002-06-14,257.335
2002-06-17,262.217
2002-06-18,265.799
2002-06-19,264.343
2002-06-20,256.831
2002-06-21,258.418
2002-06-24,256.513
2002-06-25,263.19
2002-06-26,265.422
2002-06-27,271.763
2002-06-28,279.035
2002-07-01,276.339
2002-07-02,274.713
2002-07-03,264.06
2002-07-04,265.807
2002-07-05,267.956
2002-07-08,271.072
2002-07-09,272.243
2002-07-10,263.123
2002-07-11,252.334
2002-07-12,251.455
2002-07-15,249.893
2002-07-16,246.583
2002-07-17,252.846
2002-07-18,256.976
2002-07-19,251.643
2002-07-22,235.22
2002-07-23,226.36
2002-07-24,218.126
2002-07-25,230.39
2002-07-26,220.627
2002-07-29,237.91
2002-07-30,243.479
2002-07-31,245.425
2002-08-01,240.817
2002-08-02,235.094
2002-08-05,226.888
2002-08-06,229.928
2002-08-07,231.284
2002-08-08,235.659
2002-08-09,236.859
2002-08-12,238.754
2002-08-13,239.351
2002-08-14,237.592
2002-08-15,240.667
2002-08-16,238.535
2002-08-19,240.02
2002-08-20,239.907
2002-08-21,247.601
2002-08-22,251.591
2002-08-23,245.842
2002-08-26,246.034
2002-08-27,251.667
2002-08-28,248.064
2002-08-29,239.955
2002-08-30,240.696
2002-09-02,241.381
2002-09-03,234.447
2002-09-04,232.543
2002-09-05,231.439
2002-09-06,234.5
2002-09-09,232.61
2002-09-10,237.669
2002-09-11,243.073
2002-09-12,237.362
2002-09-13,234.839
2002-09-16,237.498
2002-09-17,235.455
2002-09-18,230.796
2002-09-19,228.213
2002-09-20,225.985
2002-09-23,219.372
2002-09-24,216.712
2002-09-25,219.147
2002-09-26,227.819
2002-09-27,226.203
2002-09-30,216.647
2002-10-01,218.948
2002-10-02,218.814
2002-10-03,212.792
2002-10-04,209.441
2002-10-07,198.552
2002-10-08,196.292
2002-10-09,196.719
2002-10-10,202.958
2002-10-11,217.774
2002-10-14,218.477
2002-10-15,233.346
2002-10-16,227.658
2002-10-17,226.323
2002-10-18,229.422
2002-10-21,228.987
2002-10-22,220.994
2002-10-23,215.064
2002-10-24,220.663
2002-10-25,218.43
2002-10-28,222.972
2002-10-29,216.937
2002-10-30,222.82
2002-10-31,227.102
2002-11-01,221.72
2002-11-04,229.351
2002-11-05,235.354
2002-11-06,228.374
2002-11-07,226.562
2002-11-08,225.998
2002-11-11,224.093
2002-11-12,229.211
2002-11-13,231.793
2002-11-14,236.664
2002-11-15,233.784
2002-11-18,237.485
2002-11-19,233.287
2002-11-20,236.417
2002-11-21,245.738
2002-11-22,248.698
2002-11-25,246.033
2002-11-26,244.488
2002-11-27,252.545
2002-11-28,258.381
2002-11-29,256.205
2002-12-02,255.247
2002-12-03,249.536
2002-12-04,249.163
2002-12-05,246.563
2002-12-06,246.998
2002-12-09,242.6
2002-12-10,243.96
2002-12-11,245.491
2002-12-12,242.532
2002-12-13,243.778
2002-12-16,244.078
2002-12-17,237.605
2002-12-18,233.407
2002-12-19,234.659
2002-12-20,237.145
2002-12-23,233.739
2002-12-24,234.92
2002-12-25,234.92
2002-12-26,235.377
2002-12-27,230.75
2002-12-30,231.844
2002-12-31,233.097
2003-01-01,233.097
2003-01-02,242.453
2003-01-03,246.234
2003-01-06,247.611
2003-01-07,246.17
2003-01-08,238.076
2003-01-09,240.237
2003-01-10,241.43
2003-01-13,243.648
2003-01-14,244.529
2003-01-15,243.69
2003-01-16,245.732
2003-01-17,242.513
2003-01-20,245.459
2003-01-21,241.316
2003-01-22,236.619
2003-01-23,236.412
2003-01-24,236.425
2003-01-27,230.29
2003-01-28,226.246
2003-01-29,222.412
2003-01-30,224.485
2003-01-31,220.697
2003-02-03,226.533
2003-02-04,222.88
2003-02-05,228.803
2003-02-06,229.845
2003-02-07,224.988
2003-02-10,218.058
2003-02-11,225.255
2003-02-12,228.079
2003-02-13,233.345
2003-02-14,236.246
2003-02-17,239.818
2003-02-18,240.221
2003-02-19,241.97
2003-02-20,241.311
2003-02-21,240.039
2003-02-24,237.029
2003-02-25,232.344
2003-02-26,230.643
2003-02-27,231.941
2003-02-28,234.979
2003-03-03,235.175
2003-03-04,233.064
2003-03-05,231.507
2003-03-06,230.233
2003-03-07,228.968
2003-03-10,228.458
2003-03-11,225.199
2003-03-12,219.433
2003-03-13,225.331
2003-03-14,230.714
2003-03-17,236.881
2003-03-18,236.409
2003-03-19,238.364
2003-03-20,241.406
2003-03-21,244.133
2003-03-24,240.365
2003-03-25,239.657
2003-03-26,239.411
2003-03-27,236.611
2003-03-28,233.616
2003-03-31,230.518
2003-04-01,230.476
2003-04-02,237.357
2003-04-03,236.918
2003-04-04,235.33
2003-04-07,243.58
2003-04-08,243.986
2003-04-09,243.354
2003-04-10,241.643
2003-04-11,243.758
2003-04-14,244.654
2003-04-15,250.151
2003-04-16,251.598
2003-04-17,251.655
2003-04-18,251.655
2003-04-21,250.885
2003-04-22,255.852
2003-04-23,259.175
2003-04-24,261.056
2003-04-25,259.294
2003-04-28,267.532
2003-04-29,272.533
2003-04-30,275.741
2003-05-01,278.467
2003-05-02,276.669
2003-05-05,280.977
2003-05-06,284.436
2003-05-07,280.46
2003-05-08,274.763
2003-05-09,278.838
2003-05-12,279.642
2003-05-13,282.31
2003-05-14,278.432
2003-05-15,274.793
2003-05-16,275.538
2003-05-19,271.42
2003-05-20,269.167
2003-05-21,267.969
2003-05-22,268.521
2003-05-23,271.834
2003-05-26,270.481
2003-05-27,272.849
2003-05-28,278.272
2003-05-29,279.592
2003-05-30,282.515
2003-06-02,284.703
2003-06-03,282.101
2003-06-04,284.151
2003-06-05,288.953
2003-06-06,291.317
2003-06-09,292.329
2003-06-10,288.611
2003-06-11,294.674
2003-06-12,298.05
2003-06-13,293.914
2003-06-16,299.363
2003-06-17,302.319
2003-06-18,300.068
2003-06-19,296.774
2003-06-20,294.982
2003-06-23,288.524
2003-06-24,282.943
2003-06-25,285.69
2003-06-26,283.574
2003-06-27,286.801
2003-06-30,285.988
2003-07-01,283.242
2003-07-02,288.348
2003-07-03,294.453
2003-07-04,293.547
2003-07-07,300.903
2003-07-08,299.98
2003-07-09,297.184
2003-07-10,294.836
2003-07-11,295.942
2003-07-14,299.461
2003-07-15,301.071
2003-07-16,298.541
2003-07-17,300.417
2003-07-18,299.421
2003-07-21,300.128
2003-07-22,298.803
2003-07-23,301.002
2003-07-24,307.147
2003-07-25,306.202
2003-07-28,310.32
2003-07-29,306.869
2003-07-30,305.351
2003-07-31,301.286
2003-08-01,305.339
2003-08-04,305.703
2003-08-05,307.497
2003-08-06,302.224
2003-08-07,302.204
2003-08-08,298.775
2003-08-11,298.372
2003-08-12,303.068
2003-08-13,310.249
2003-08-14,310.094
2003-08-15,307.689
2003-08-18,309.732
2003-08-19,310.098
2003-08-20,310.555
2003-08-21,308.927
2003-08-22,302.412
2003-08-25,299.451
2003-08-26,292.414
2003-08-27,296.553
2003-08-28,298.867
2003-08-29,302.333
2003-09-01,310.114
2003-09-02,308.828
2003-09-03,313.886
2003-09-04,314.813
2003-09-05,316.942
2003-09-08,318.857
2003-09-09,316.688
2003-09-10,314.704
2003-09-11,318.917
2003-09-12,320.18
2003-09-15,320.764
2003-09-16,321.616
2003-09-17,323.727
2003-09-18,324.349
2003-09-19,323.739
2003-09-22,318.784
2003-09-23,320.629
2003-09-24,321.67
2003-09-25,317.685
2003-09-26,317.8
2003-09-29,316.56
2003-09-30,310.027
2003-10-01,314.945
2003-10-02,316.338
2003-10-03,327.11
2003-10-06,329.82
2003-10-07,329.614
2003-10-08,330.169
2003-10-09,330.985
2003-10-10,329.986
2003-10-13,331.455
2003-10-14,337.084
2003-10-15,340.493
2003-10-16,337.448
2003-10-17,334.863
2003-10-20,334.744
2003-10-21,330.205
2003-10-22,326.126
2003-10-23,334.185
2003-10-24,333.961
2003-10-27,338.409
2003-10-28,338.525
2003-10-29,341.524
2003-10-30,342.831
2003-10-31,340.236
2003-11-03,340.689
2003-11-04,338.775
2003-11-05,336.171
2003-11-06,338.121
2003-11-07,344.902
2003-11-10,344.767
2003-11-11,341.923
2003-11-12,347.57
2003-11-13,352.114
2003-11-14,356.259
2003-11-17,348.088
2003-11-18,348.798
2003-11-19,344.723
2003-11-20,341.905
2003-11-21,343.595
2003-11-24,342.106
2003-11-25,344.084
2003-11-26,345.171
2003-11-27,350.321
2003-11-28,350.954
2003-12-01,353.627
2003-12-02,357.644
2003-12-03,361.992
2003-12-04,362.69
2003-12-05,366.59
2003-12-08,366.395
2003-12-09,366.446
2003-12-10,362.664
2003-12-11,360.067
2003-12-12,365.504
2003-12-15,367.207
2003-12-16,363.705
2003-12-17,360.556
2003-12-18,361.716
2003-12-19,359.702
2003-12-22,362.061
2003-12-23,368.635
2003-12-24,368.963
2003-12-25,368.963
2003-12-26,368.532
2003-12-29,374.289
2003-12-30,375.812
2003-12-31,378.113
2004-01-01,378.113
2004-01-02,383.566
2004-01-05,382.628
2004-01-06,382.831
2004-01-07,375.098
2004-01-08,375.252
2004-01-09,378.702
2004-01-12,376.925
2004-01-13,379.837
2004-01-14,380.639
2004-01-15,378.486
2004-01-16,374.055
2004-01-19,377.84
2004-01-20,381.206
2004-01-21,382.731
2004-01-22,394.214
2004-01-23,392.795
2004-01-26,389.033
2004-01-27,389.554
2004-01-28,386.186
2004-01-29,373.935
2004-01-30,377.526
2004-02-02,373.028
2004-02-03,377.346
2004-02-04,373.572
2004-02-05,376.584
2004-02-06,387.329
2004-02-09,387.083
2004-02-10,386.377
2004-02-11,388.372
2004-02-12,387.947
2004-02-13,383.875
2004-02-16,384.08
2004-02-17,387.784
2004-02-18,388.357
2004-02-19,388.435
2004-02-20,383.81
2004-02-23,384.205
2004-02-24,381.654
2004-02-25,376.323
2004-02-26,372.075
2004-02-27,370.617
2004-03-01,375.209
2004-03-02,373.737
2004-03-03,372.467
2004-03-04,372.875
2004-03-05,380.844
2004-03-08,379.309
2004-03-09,377.05
2004-03-10,371.28
2004-03-11,361.427
2004-03-12,359.988
2004-03-15,356.567
2004-03-16,361.473
2004-03-17,362.222
2004-03-18,362.202
2004-03-19,360.969
2004-03-22,356.89
2004-03-23,356.783
2004-03-24,349.019
2004-03-25,352.553
2004-03-26,353.51
2004-03-29,359.116
2004-03-30,358.999
2004-03-31,365.35
2004-04-01,376.18
2004-04-02,373.115
2004-04-05,371.722
2004-04-06,374.053
2004-04-07,380.857
2004-04-08,379.283
2004-04-09,379.283
2004-04-12,377.352
2004-04-13,375.363
2004-04-14,371.27
2004-04-15,368.839
2004-04-16,375.003
2004-04-19,375.011
2004-04-20,376.58
2004-04-21,372.201
2004-04-22,377.273
2004-04-23,378.689
2004-04-26,378.934
2004-04-27,377.048
2004-04-28,369.954
2004-04-29,371.515
2004-04-30,369.888
2004-05-03,370.251
2004-05-04,375.158
2004-05-05,380.968
2004-05-06,367.957
2004-05-07,363.323
2004-05-10,346.561
2004-05-11,351.303
2004-05-12,347.602
2004-05-13,354.752
2004-05-14,352.393
2004-05-17,352.724
2004-05-18,356.122
2004-05-19,365.561
2004-05-20,362.86
2004-05-21,364.612
2004-05-24,365.016
2004-05-25,365.644
2004-05-26,367.337
2004-05-27,376.495
2004-05-28,376.246
2004-05-31,376.246
2004-06-01,374.354
2004-06-02,376.217
2004-06-03,375.725
2004-06-04,379.262
2004-06-07,385.368
2004-06-08,382.802
2004-06-09,375.128
2004-06-10,373.325
2004-06-11,372.8
2004-06-14,369.27
2004-06-15,370.016
2004-06-16,369.472
2004-06-17,370.178
2004-06-18,372.151
2004-06-21,372.072
2004-06-22,370.238
2004-06-23,373.49
2004-06-24,379.922
2004-06-25,378.983
2004-06-28,380.101
2004-06-29,378.514
2004-06-30,378.041
2004-07-01,377.907
2004-07-02,380.019
2004-07-05,377.494
2004-07-06,375.149
2004-07-07,378.526
2004-07-08,378.753
2004-07-09,375.903
2004-07-12,372.785
2004-07-13,376.27
2004-07-14,378.019
2004-07-15,374.876
2004-07-16,375.521
2004-07-19,373.316
2004-07-20,371.168
2004-07-21,372.989
2004-07-22,367.078
2004-07-23,362.144
2004-07-26,363.216
2004-07-27,363.721
2004-07-28,360.371
2004-07-29,363.846
2004-07-30,364.666
2004-08-02,363.945
2004-08-03,365.893
2004-08-04,362.913
2004-08-05,363.585
2004-08-06,363.624
2004-08-09,359.127
2004-08-10,365.071
2004-08-11,358.18
2004-08-12,357.18
2004-08-13,357.561
2004-08-16,361.246
2004-08-17,360.904
2004-08-18,363.306
2004-08-19,365.083
2004-08-20,363.178
2004-08-23,367.024
2004-08-24,365.679
2004-08-25,367.331
2004-08-26,373.677
2004-08-27,371.927
2004-08-30,371.007
2004-08-31,371.3
2004-09-01,374.443
2004-09-02,373.744
2004-09-03,374.046
2004-09-06,375.536
2004-09-07,375.9
2004-09-08,377.854
2004-09-09,376.574
2004-09-10,382.122
2004-09-13,384.465
2004-09-14,384.985
2004-09-15,379.696
2004-09-16,379.953
2004-09-17,381.381
2004-09-20,380.261
2004-09-21,385.399
2004-09-22,384.124
2004-09-23,380.68
2004-09-24,378.741
2004-09-27,377.124
2004-09-28,378.261
2004-09-29,386.526
2004-09-30,389.758
2004-10-01,395.536
2004-10-04,393.124
2004-10-05,396.212
2004-10-06,396.036
2004-10-07,396.331
2004-10-08,399.966
2004-10-11,399.947
2004-10-12,392.336
2004-10-13,393.283
2004-10-14,394.918
2004-10-15,394.512
2004-10-18,395.41
2004-10-19,402.47
2004-10-20,402.094
2004-10-21,401.659
2004-10-22,404.981
2004-10-25,400.934
2004-10-26,404.439
2004-10-27,406.778
2004-10-28,404.25
2004-10-29,402.724
2004-11-01,408.025
2004-11-02,409.98
2004-11-03,414.172
2004-11-04,415.439
2004-11-05,417.864
2004-11-08,417.455
2004-11-09,417.563
2004-11-10,426.149
2004-11-11,429.592
2004-11-12,435.105
2004-11-15,435.318
2004-11-16,433.201
2004-11-17,442.495
2004-11-18,439.642
2004-11-19,440.538
2004-11-22,438.097
2004-11-23,440.651
2004-11-24,444.934
2004-11-25,449.986
2004-11-26,452.819
2004-11-29,457.376
2004-11-30,453.306
2004-12-01,457.267
2004-12-02,457.754
2004-12-03,458.584
2004-12-06,460.2
2004-12-07,462.895
2004-12-08,450.53
2004-12-09,448.645
2004-12-10,450.169
2004-12-13,455.921
2004-12-14,453.589
2004-12-15,456.731
2004-12-16,450.789
2004-12-17,447.279
2004-12-20,455.115
2004-12-21,459.247
2004-12-22,460.146
2004-12-23,464.314
2004-12-24,467.077
2004-12-27,469.592
2004-12-28,469.688
2004-12-29,468.515
2004-12-30,469.113
2004-12-31,466.903
2005-01-03,471.999
2005-01-04,464.524
2005-01-05,460.588
2005-01-06,455.471
2005-01-07,455.358
2005-01-10,463.033
2005-01-11,465.058
2005-01-12,458.654
2005-01-13,458.822
2005-01-14,459.677
2005-01-17,462.917
2005-01-18,459.988
2005-01-19,462.378
2005-01-20,454.398
2005-01-21,458.825
2005-01-24,455.152
2005-01-25,457.624
2005-01-26,462.587
2005-01-27,460.57
2005-01-28,451.664
2005-01-31,456.925
2005-02-01,459.624
2005-02-02,461.507
2005-02-03,458.165
2005-02-04,459.332
2005-02-07,458.363
2005-02-08,457.84
2005-02-09,461.101
2005-02-10,459.404
2005-02-11,464.43
2005-02-14,467.688
2005-02-15,476.088
2005-02-16,472.13
2005-02-17,477.969
2005-02-18,473.006
2005-02-21,476.477
2005-02-22,482.67
2005-02-23,481.358
2005-02-24,485.378
2005-02-25,488.48
2005-02-28,493.666
2005-03-01,490.593
2005-03-02,490.485
2005-03-03,498.758
2005-03-04,508.272
2005-03-07,504.73
2005-03-08,507.421
2005-03-09,506.566
2005-03-10,499.145
2005-03-11,503.263
2005-03-14,501.826
2005-03-15,501.892
2005-03-16,496.982
2005-03-17,495.291
2005-03-18,489.533
2005-03-21,484.866
2005-03-22,489.5
2005-03-23,481.266
2005-03-24,482.26
2005-03-25,482.26
2005-03-28,478.943
2005-03-29,474.706
2005-03-30,473.233
2005-03-31,474.533
2005-04-01,475.531
2005-04-04,469.444
2005-04-05,474.787
2005-04-06,477.414
2005-04-07,476.335
2005-04-08,475.213
2005-04-11,483.684
2005-04-12,478.333
2005-04-13,479.266
2005-04-14,474.881
2005-04-15,469.54
2005-04-18,464.986
2005-04-19,467.675
2005-04-20,466.791
2005-04-21,465.375
2005-04-22,473.592
2005-04-25,471.685
2005-04-26,469.392
2005-04-27,454.812
2005-04-28,448.296
2005-04-29,446.95
2005-05-02,450.005
2005-05-03,450.921
2005-05-04,452.56
2005-05-05,452.339
2005-05-06,453.117
2005-05-09,453.123
2005-05-10,452.424
2005-05-11,450.273
2005-05-12,450.482
2005-05-13,454.061
2005-05-16,451.921
2005-05-17,455.726
2005-05-18,462.436
2005-05-19,464.407
2005-05-20,464.51
2005-05-23,465.76
2005-05-24,467.152
2005-05-25,468.918
2005-05-26,472.312
2005-05-27,474.657
2005-05-30,472.932
2005-05-31,470.229
2005-06-01,466.518
2005-06-02,463.663
2005-06-03,460.332
2005-06-06,460.7
2005-06-07,463.665
2005-06-08,464.453
2005-06-09,458.351
2005-06-10,457.614
2005-06-13,453.753
2005-06-14,457.442
2005-06-15,458.5
2005-06-16,463.431
2005-06-17,469.263
2005-06-20,463.574
2005-06-21,470.311
2005-06-22,470.768
2005-06-23,467.284
2005-06-24,467.714
2005-06-27,459.083
2005-06-28,455.527
2005-06-29,458.723
2005-06-30,459.377
2005-07-01,455.363
2005-07-04,455.256
2005-07-05,456.04
2005-07-06,457.374
2005-07-07,449.905
2005-07-08,453.169
2005-07-11,464.855
2005-07-12,472.685
2005-07-13,480.379
2005-07-14,480.847
2005-07-15,481.633
2005-07-18,481.661
2005-07-19,483.712
2005-07-20,478.645
2005-07-21,491.289
2005-07-22,491.833
2005-07-25,487.524
2005-07-26,487.318
2005-07-27,488.116
2005-07-28,493.46
2005-07-29,494.137
2005-08-01,497.978
2005-08-02,506.411
2005-08-03,511.927
2005-08-04,517.561
2005-08-05,512.929
2005-08-08,514.587
2005-08-09,517.153
2005-08-10,522.59
2005-08-11,525.262
2005-08-12,522.497
2005-08-15,520.26
2005-08-16,517.422
2005-08-17,514.111
2005-08-18,507.909
2005-08-19,509.611
2005-08-22,515.599
2005-08-23,510.131
2005-08-24,506.176
2005-08-25,501.005
2005-08-26,499.105
2005-08-29,498.906
2005-08-30,494.341
2005-08-31,504.348
2005-09-01,513.763
2005-09-02,521.985
2005-09-05,522.125
2005-09-06,525.845
2005-09-07,529.246
2005-09-08,524.897
2005-09-09,528.418
2005-09-12,527.845
2005-09-13,523.331
2005-09-14,526.154
2005-09-15,520.105
2005-09-16,523.855
2005-09-19,523.172
2005-09-20,523.682
2005-09-21,518.324
2005-09-22,516.39
2005-09-23,516.934
2005-09-26,524.331
2005-09-27,520.169
2005-09-28,526.627
2005-09-29,529.096
2005-09-30,538.789
2005-10-03,539.428
2005-10-04,538.638
2005-10-05,536.742
2005-10-06,533.88
2005-10-07,529.853
2005-10-10,532.42
2005-10-11,529.881
2005-10-12,523.75
2005-10-13,510.111
2005-10-14,510.163
2005-10-17,509.14
2005-10-18,505.524
2005-10-19,498.92
2005-10-20,500.328
2005-10-21,496.207
2005-10-24,500.585
2005-10-25,513.858
2005-10-26,515.203
2005-10-27,510.025
2005-10-28,506.222
2005-10-31,515.154
2005-11-01,516.658
2005-11-02,520.0
2005-11-03,522.303
2005-11-04,516.505
2005-11-07,517.004
2005-11-08,517.101
2005-11-09,514.828
