Date,WORLD SMID VALUE SMID (Small+Mid Cap)
2001-05-09,388.815
2001-05-10,390.16
2001-05-11,388.977
2001-05-14,387.811
2001-05-15,390.27
2001-05-16,393.898
2001-05-17,397.481
2001-05-18,397.873
2001-05-21,401.657
2001-05-22,401.35
2001-05-23,398.933
2001-05-24,398.657
2001-05-25,397.366
2001-05-28,397.345
2001-05-29,396.033
2001-05-30,392.831
2001-05-31,394.007
2001-06-01,395.184
2001-06-04,396.422
2001-06-05,398.038
2001-06-06,396.104
2001-06-07,397.536
2001-06-08,396.603
2001-06-11,393.544
2001-06-12,391.926
2001-06-13,392.233
2001-06-14,388.545
2001-06-15,387.382
2001-06-18,385.62
2001-06-19,384.873
2001-06-20,384.681
2001-06-21,386.357
2001-06-22,385.815
2001-06-25,385.295
2001-06-26,386.451
2001-06-27,386.972
2001-06-28,386.999
2001-06-29,391.527
2001-07-02,390.606
2001-07-03,390.845
2001-07-04,390.005
2001-07-05,387.413
2001-07-06,383.258
2001-07-09,382.993
2001-07-10,382.347
2001-07-11,381.522
2001-07-12,385.095
2001-07-13,385.518
2001-07-16,383.881
2001-07-17,384.275
2001-07-18,385.045
2001-07-19,386.155
2001-07-20,385.576
2001-07-23,381.716
2001-07-24,378.891
2001-07-25,381.109
2001-07-26,383.321
2001-07-27,383.96
2001-07-30,383.627
2001-07-31,386.2
2001-08-01,389.173
2001-08-02,392.21
2001-08-03,391.496
2001-08-06,389.037
2001-08-07,388.934
2001-08-08,386.435
2001-08-09,385.778
2001-08-10,388.317
2001-08-13,388.58
2001-08-14,390.639
2001-08-15,393.351
2001-08-16,393.437
2001-08-17,391.526
2001-08-20,390.571
2001-08-21,390.906
2001-08-22,392.956
2001-08-23,391.365
2001-08-24,392.783
2001-08-27,391.692
2001-08-28,389.848
2001-08-29,388.623
2001-08-30,384.795
2001-08-31,385.0
2001-09-03,382.906
2001-09-04,382.61
2001-09-05,379.63
2001-09-06,375.874
2001-09-07,372.21
2001-09-10,367.21
2001-09-11,364.825
2001-09-12,359.353
2001-09-13,361.087
2001-09-14,361.472
2001-09-17,347.432
2001-09-18,345.757
2001-09-19,343.01
2001-09-20,333.365
2001-09-21,324.83
2001-09-24,331.65
2001-09-25,335.446
2001-09-26,334.827
2001-09-27,336.192
2001-09-28,343.209
2001-10-01,342.385
2001-10-02,344.807
2001-10-03,348.578
2001-10-04,351.042
2001-10-05,350.75
2001-10-08,348.387
2001-10-09,347.162
2001-10-10,349.801
2001-10-11,354.118
2001-10-12,353.704
2001-10-15,353.741
2001-10-16,356.359
2001-10-17,354.114
2001-10-18,350.193
2001-10-19,349.967
2001-10-22,350.926
2001-10-23,351.089
2001-10-24,351.476
2001-10-25,354.222
2001-10-26,355.48
2001-10-29,353.12
2001-10-30,349.668
2001-10-31,350.132
2001-11-01,352.845
2001-11-02,352.824
2001-11-05,355.743
2001-11-06,358.643
2001-11-07,358.429
2001-11-08,358.764
2001-11-09,357.991
2001-11-12,356.931
2001-11-13,358.907
2001-11-14,360.582
2001-11-15,361.141
2001-11-16,361.912
2001-11-19,364.31
2001-11-20,363.788
2001-11-21,362.031
2001-11-22,362.432
2001-11-23,364.062
2001-11-26,366.344
2001-11-27,365.748
2001-11-28,363.109
2001-11-29,364.873
2001-11-30,365.775
2001-12-03,362.776
2001-12-04,366.214
2001-12-05,371.387
2001-12-06,373.052
2001-12-07,372.142
2001-12-10,368.119
2001-12-11,367.048
2001-12-12,367.807
2001-12-13,364.518
2001-12-14,364.931
2001-12-17,366.301
2001-12-18,368.384
2001-12-19,367.497
2001-12-20,366.755
2001-12-21,367.566
2001-12-24,367.775
2001-12-25,367.768
2001-12-26,368.709
2001-12-27,371.967
2001-12-28,373.971
2001-12-31,374.194
2002-01-01,374.19
2002-01-02,374.377
2002-01-03,376.952
2002-01-04,379.801
2002-01-07,379.083
2002-01-08,376.982
2002-01-09,376.012
2002-01-10,375.118
2002-01-11,373.44
2002-01-14,371.373
2002-01-15,371.494
2002-01-16,367.964
2002-01-17,369.364
2002-01-18,369.254
2002-01-21,369.768
2002-01-22,367.759
2002-01-23,369.796
2002-01-24,370.916
2002-01-25,370.149
2002-01-28,371.354
2002-01-29,367.989
2002-01-30,368.762
2002-01-31,371.429
2002-02-01,370.593
2002-02-04,367.607
2002-02-05,365.54
2002-02-06,363.645
2002-02-07,363.153
2002-02-08,366.177
2002-02-11,369.929
2002-02-12,371.276
2002-02-13,373.665
2002-02-14,373.858
2002-02-15,373.829
2002-02-18,373.521
2002-02-19,369.168
2002-02-20,370.508
2002-02-21,370.459
2002-02-22,372.567
2002-02-25,373.916
2002-02-26,375.299
2002-02-27,377.579
2002-02-28,378.054
2002-03-01,382.133
2002-03-04,389.976
2002-03-05,389.336
2002-03-06,393.61
2002-03-07,397.089
2002-03-08,397.591
2002-03-11,399.062
2002-03-12,396.759
2002-03-13,394.958
2002-03-14,396.961
2002-03-15,399.394
2002-03-18,399.759
2002-03-19,402.03
2002-03-20,400.172
2002-03-21,400.404
2002-03-22,398.98
2002-03-25,395.996
2002-03-26,397.525
2002-03-27,400.492
2002-03-28,401.256
2002-03-29,400.513
2002-04-01,400.236
2002-04-02,399.942
2002-04-03,398.82
2002-04-04,399.988
2002-04-05,401.072
2002-04-08,401.755
2002-04-09,402.106
2002-04-10,407.149
2002-04-11,404.354
2002-04-12,405.602
2002-04-15,405.009
2002-04-16,408.952
2002-04-17,410.226
2002-04-18,410.758
2002-04-19,411.111
2002-04-22,409.563
2002-04-23,409.739
2002-04-24,409.375
2002-04-25,410.193
2002-04-26,408.245
2002-04-29,407.168
2002-04-30,409.933
2002-05-01,412.063
2002-05-02,413.501
2002-05-03,414.877
2002-05-06,411.772
2002-05-07,409.301
2002-05-08,412.525
2002-05-09,410.53
2002-05-10,408.606
2002-05-13,410.156
2002-05-14,412.311
2002-05-15,413.959
2002-05-16,414.01
2002-05-17,416.988
2002-05-20,415.931
2002-05-21,414.738
2002-05-22,415.922
2002-05-23,417.728
2002-05-24,417.039
2002-05-27,416.88
2002-05-28,416.82
2002-05-29,415.543
2002-05-30,415.404
2002-05-31,416.101
2002-06-03,411.712
2002-06-04,409.516
2002-06-05,409.379
2002-06-06,405.802
2002-06-07,406.016
2002-06-10,405.985
2002-06-11,403.203
2002-06-12,402.25
2002-06-13,398.456
2002-06-14,395.356
2002-06-17,400.904
2002-06-18,401.725
2002-06-19,398.309
2002-06-20,396.49
2002-06-21,395.885
2002-06-24,394.083
2002-06-25,391.771
2002-06-26,389.581
2002-06-27,392.391
2002-06-28,397.684
2002-07-01,394.088
2002-07-02,386.837
2002-07-03,383.016
2002-07-04,383.159
2002-07-05,390.857
2002-07-08,390.326
2002-07-09,387.49
2002-07-10,379.3
2002-07-11,375.27
2002-07-12,373.195
2002-07-15,369.367
2002-07-16,365.746
2002-07-17,366.392
2002-07-18,363.483
2002-07-19,355.513
2002-07-22,346.171
2002-07-23,336.031
2002-07-24,342.063
2002-07-25,346.215
2002-07-26,345.177
2002-07-29,357.15
2002-07-30,359.925
2002-07-31,360.404
2002-08-01,354.815
2002-08-02,349.091
2002-08-05,341.817
2002-08-06,344.879
2002-08-07,348.348
2002-08-08,353.83
2002-08-09,356.495
2002-08-12,356.017
2002-08-13,352.246
2002-08-14,358.634
2002-08-15,361.319
2002-08-16,361.646
2002-08-19,364.238
2002-08-20,362.097
2002-08-21,366.445
2002-08-22,370.139
2002-08-23,365.987
2002-08-26,369.505
2002-08-27,368.674
2002-08-28,363.522
2002-08-29,362.242
2002-08-30,362.561
2002-09-02,361.978
2002-09-03,354.483
2002-09-04,356.058
2002-09-05,352.62
2002-09-06,355.862
2002-09-09,356.291
2002-09-10,356.886
2002-09-11,357.516
2002-09-12,352.367
2002-09-13,352.092
2002-09-16,349.708
2002-09-17,345.984
2002-09-18,343.23
2002-09-19,338.33
2002-09-20,338.141
2002-09-23,332.795
2002-09-24,326.997
2002-09-25,331.145
2002-09-26,337.542
2002-09-27,333.15
2002-09-30,330.703
2002-10-01,334.041
2002-10-02,328.563
2002-10-03,325.553
2002-10-04,319.908
2002-10-07,312.392
2002-10-08,312.88
2002-10-09,304.311
2002-10-10,311.586
2002-10-11,320.735
2002-10-14,320.553
2002-10-15,331.701
2002-10-16,326.471
2002-10-17,332.898
2002-10-18,333.146
2002-10-21,337.847
2002-10-22,333.436
2002-10-23,334.521
2002-10-24,333.351
2002-10-25,336.249
2002-10-28,336.043
2002-10-29,332.913
2002-10-30,335.752
2002-10-31,337.448
2002-11-01,341.067
2002-11-04,344.16
2002-11-05,345.471
2002-11-06,347.747
2002-11-07,343.595
2002-11-08,340.794
2002-11-11,335.475
2002-11-12,337.609
2002-11-13,335.91
2002-11-14,340.021
2002-11-15,342.136
2002-11-18,340.623
2002-11-19,338.687
2002-11-20,341.591
2002-11-21,348.476
2002-11-22,349.919
2002-11-25,350.795
2002-11-26,346.566
2002-11-27,352.247
2002-11-28,354.43
2002-11-29,354.906
2002-12-02,354.618
2002-12-03,350.962
2002-12-04,348.87
2002-12-05,346.761
2002-12-06,347.575
2002-12-09,343.105
2002-12-10,346.036
2002-12-11,347.115
2002-12-12,347.11
2002-12-13,345.162
2002-12-16,349.085
2002-12-17,348.207
2002-12-18,344.132
2002-12-19,343.475
2002-12-20,346.357
2002-12-23,346.583
2002-12-24,346.376
2002-12-25,346.367
2002-12-26,347.771
2002-12-27,344.953
2002-12-30,347.139
2002-12-31,348.789
2003-01-01,348.788
2003-01-02,354.708
2003-01-03,354.985
2003-01-06,360.9
2003-01-07,356.954
2003-01-08,352.91
2003-01-09,357.126
2003-01-10,357.972
2003-01-13,358.093
2003-01-14,359.743
2003-01-15,357.712
2003-01-16,357.618
2003-01-17,355.291
2003-01-20,354.67
2003-01-21,351.182
2003-01-22,348.127
2003-01-23,350.458
2003-01-24,346.231
2003-01-27,339.467
2003-01-28,340.861
2003-01-29,340.39
2003-01-30,337.822
2003-01-31,340.152
2003-02-03,342.01
2003-02-04,340.244
2003-02-05,339.786
2003-02-06,337.202
2003-02-07,334.331
2003-02-10,334.756
2003-02-11,333.603
2003-02-12,330.76
2003-02-13,330.824
2003-02-14,333.133
2003-02-17,334.369
2003-02-18,337.973
2003-02-19,336.363
2003-02-20,335.548
2003-02-21,337.81
2003-02-24,334.361
2003-02-25,332.355
2003-02-26,330.506
2003-02-27,332.24
2003-02-28,334.022
2003-03-03,334.616
2003-03-04,331.309
2003-03-05,331.865
2003-03-06,329.987
2003-03-07,328.967
2003-03-10,323.578
2003-03-11,320.827
2003-03-12,318.47
2003-03-13,324.51
2003-03-14,325.337
2003-03-17,331.297
2003-03-18,333.267
2003-03-19,334.357
2003-03-20,336.317
2003-03-21,341.518
2003-03-24,335.535
2003-03-25,337.728
2003-03-26,337.076
2003-03-27,336.888
2003-03-28,336.25
2003-03-31,333.255
2003-04-01,335.683
2003-04-02,340.406
2003-04-03,339.135
2003-04-04,339.938
2003-04-07,343.112
2003-04-08,341.303
2003-04-09,340.032
2003-04-10,341.759
2003-04-11,340.816
2003-04-14,344.6
2003-04-15,347.765
2003-04-16,346.93
2003-04-17,350.369
2003-04-18,350.463
2003-04-21,350.728
2003-04-22,355.69
2003-04-23,358.389
2003-04-24,357.046
2003-04-25,353.548
2003-04-28,357.866
2003-04-29,359.102
2003-04-30,362.444
2003-05-01,363.218
2003-05-02,366.676
2003-05-05,368.785
2003-05-06,373.167
2003-05-07,372.721
2003-05-08,370.477
2003-05-09,374.293
2003-05-12,377.781
2003-05-13,378.166
2003-05-14,379.118
2003-05-15,380.713
2003-05-16,382.257
2003-05-19,376.557
2003-05-20,376.805
2003-05-21,377.298
2003-05-22,380.094
2003-05-23,383.283
2003-05-26,383.826
2003-05-27,386.876
2003-05-28,387.472
2003-05-29,388.147
2003-05-30,392.72
2003-06-02,396.048
2003-06-03,395.161
2003-06-04,399.684
2003-06-05,403.843
2003-06-06,404.33
2003-06-09,400.328
2003-06-10,401.758
2003-06-11,406.909
2003-06-12,407.901
2003-06-13,404.96
2003-06-16,410.372
2003-06-17,411.082
2003-06-18,409.18
2003-06-19,405.235
2003-06-20,405.264
2003-06-23,400.517
2003-06-24,399.032
2003-06-25,400.464
2003-06-26,400.662
2003-06-27,400.583
2003-06-30,400.14
2003-07-01,401.924
2003-07-02,407.081
2003-07-03,407.048
2003-07-04,406.704
2003-07-07,411.434
2003-07-08,412.493
2003-07-09,412.268
2003-07-10,408.552
2003-07-11,410.117
2003-07-14,413.649
2003-07-15,411.283
2003-07-16,408.891
2003-07-17,404.024
2003-07-18,407.077
2003-07-21,405.285
2003-07-22,407.343
2003-07-23,409.031
2003-07-24,410.678
2003-07-25,413.724
2003-07-28,414.924
2003-07-29,414.212
2003-07-30,413.107
2003-07-31,413.323
2003-08-01,411.609
2003-08-04,410.722
2003-08-05,407.609
2003-08-06,406.372
2003-08-07,408.133
2003-08-08,409.013
2003-08-11,410.581
2003-08-12,413.674
2003-08-13,414.501
2003-08-14,417.353
2003-08-15,417.779
2003-08-18,420.721
2003-08-19,422.965
2003-08-20,425.217
2003-08-21,427.377
2003-08-22,423.616
2003-08-25,423.05
2003-08-26,422.553
2003-08-27,423.549
2003-08-28,425.758
2003-08-29,428.817
2003-09-01,430.964
2003-09-02,433.988
2003-09-03,436.813
2003-09-04,436.794
2003-09-05,436.182
2003-09-08,439.724
2003-09-09,438.449
2003-09-10,433.1
2003-09-11,434.092
2003-09-12,436.594
2003-09-15,436.593
2003-09-16,440.123
2003-09-17,440.529
2003-09-18,444.891
2003-09-19,446.802
2003-09-22,444.079
2003-09-23,445.675
2003-09-24,442.053
2003-09-25,437.739
2003-09-26,434.348
2003-09-29,437.283
2003-09-30,435.59
2003-10-01,443.389
2003-10-02,446.782
2003-10-03,451.657
2003-10-06,453.868
2003-10-07,455.682
2003-10-08,455.098
2003-10-09,457.487
2003-10-10,458.839
2003-10-13,461.706
2003-10-14,463.33
2003-10-15,462.986
2003-10-16,464.797
2003-10-17,461.303
2003-10-20,461.925
2003-10-21,462.54
2003-10-22,457.959
2003-10-23,454.284
2003-10-24,454.279
2003-10-27,458.242
2003-10-28,461.624
2003-10-29,464.757
2003-10-30,466.373
2003-10-31,465.284
2003-11-03,467.402
2003-11-04,469.183
2003-11-05,468.692
2003-11-06,468.985
2003-11-07,470.864
2003-11-10,468.55
2003-11-11,465.099
2003-11-12,469.751
2003-11-13,472.152
2003-11-14,470.598
2003-11-17,463.827
2003-11-18,462.87
2003-11-19,463.12
2003-11-20,461.787
2003-11-21,463.376
2003-11-24,467.515
2003-11-25,471.102
2003-11-26,474.933
2003-11-27,475.22
2003-11-28,475.428
2003-12-01,481.269
2003-12-02,482.722
2003-12-03,482.585
2003-12-04,482.71
2003-12-05,481.788
2003-12-08,484.264
2003-12-09,482.685
2003-12-10,479.402
2003-12-11,482.459
2003-12-12,485.863
2003-12-15,484.277
2003-12-16,484.728
2003-12-17,485.256
2003-12-18,489.212
2003-12-19,489.548
2003-12-22,491.907
2003-12-23,493.916
2003-12-24,494.461
2003-12-25,494.494
2003-12-26,495.594
2003-12-29,500.107
2003-12-30,502.7
2003-12-31,502.351
2004-01-01,502.353
2004-01-02,503.279
2004-01-05,508.781
2004-01-06,509.774
2004-01-07,509.804
2004-01-08,512.553
2004-01-09,513.136
2004-01-12,514.287
2004-01-13,514.07
2004-01-14,516.659
2004-01-15,515.378
2004-01-16,516.089
2004-01-19,516.356
2004-01-20,520.332
2004-01-21,523.462
2004-01-22,524.057
2004-01-23,524.261
2004-01-26,524.422
2004-01-27,523.617
2004-01-28,519.034
2004-01-29,514.162
2004-01-30,515.831
2004-02-02,517.419
2004-02-03,518.269
2004-02-04,512.268
2004-02-05,514.452
2004-02-06,521.544
2004-02-09,523.494
2004-02-10,526.296
2004-02-11,529.536
2004-02-12,531.607
2004-02-13,530.065
2004-02-16,530.985
2004-02-17,535.756
2004-02-18,534.842
2004-02-19,532.132
2004-02-20,527.894
2004-02-23,527.144
2004-02-24,526.804
2004-02-25,527.895
2004-02-26,528.135
2004-02-27,531.813
2004-03-01,539.042
2004-03-02,536.646
2004-03-03,534.782
2004-03-04,537.196
2004-03-05,541.904
2004-03-08,539.447
2004-03-09,537.03
2004-03-10,528.373
2004-03-11,520.846
2004-03-12,524.919
2004-03-15,519.697
2004-03-16,523.274
2004-03-17,529.997
2004-03-18,531.547
2004-03-19,529.369
2004-03-22,523.097
2004-03-23,523.37
2004-03-24,521.596
2004-03-25,527.898
2004-03-26,528.466
2004-03-29,534.522
2004-03-30,537.043
2004-03-31,541.619
2004-04-01,546.235
2004-04-02,546.635
2004-04-05,545.513
2004-04-06,543.858
2004-04-07,545.193
2004-04-08,543.405
2004-04-09,542.604
2004-04-12,542.643
2004-04-13,536.218
2004-04-14,530.366
2004-04-15,529.569
2004-04-16,534.909
2004-04-19,534.462
2004-04-20,530.646
2004-04-21,529.876
2004-04-22,535.625
2004-04-23,535.217
2004-04-26,535.929
2004-04-27,536.5
2004-04-28,529.856
2004-04-29,524.509
2004-04-30,521.174
2004-05-03,523.721
2004-05-04,527.277
2004-05-05,529.232
2004-05-06,522.679
2004-05-07,511.093
2004-05-10,496.672
2004-05-11,501.003
2004-05-12,503.692
2004-05-13,502.158
2004-05-14,501.897
2004-05-17,495.906
2004-05-18,500.321
2004-05-19,505.38
2004-05-20,504.327
2004-05-21,509.162
2004-05-24,511.941
2004-05-25,518.244
2004-05-26,522.013
2004-05-27,526.232
2004-05-28,528.332
2004-05-31,528.456
2004-06-01,528.733
2004-06-02,530.557
2004-06-03,525.593
2004-06-04,528.855
2004-06-07,537.332
2004-06-08,537.356
2004-06-09,532.78
2004-06-10,534.565
2004-06-11,532.943
2004-06-14,527.493
2004-06-15,531.433
2004-06-16,533.629
2004-06-17,535.688
2004-06-18,537.358
2004-06-21,538.659
2004-06-22,539.124
2004-06-23,543.029
2004-06-24,545.012
2004-06-25,545.87
2004-06-28,547.575
2004-06-29,546.46
2004-06-30,549.867
2004-07-01,547.177
2004-07-02,547.687
2004-07-05,545.721
2004-07-06,542.285
2004-07-07,544.173
2004-07-08,540.211
2004-07-09,542.436
2004-07-12,543.672
2004-07-13,542.841
2004-07-14,541.89
2004-07-15,541.439
2004-07-16,543.176
2004-07-19,543.584
2004-07-20,544.437
2004-07-21,538.376
2004-07-22,535.02
2004-07-23,530.392
2004-07-26,527.606
2004-07-27,528.718
2004-07-28,529.427
2004-07-29,532.753
2004-07-30,534.753
2004-08-02,536.528
2004-08-03,534.986
2004-08-04,532.514
2004-08-05,527.944
2004-08-06,524.264
2004-08-09,522.317
2004-08-10,527.874
2004-08-11,525.603
2004-08-12,522.083
2004-08-13,522.339
2004-08-16,527.458
2004-08-17,528.721
2004-08-18,532.888
2004-08-19,533.526
2004-08-20,536.721
2004-08-23,535.62
2004-08-24,535.519
2004-08-25,537.857
2004-08-26,539.108
2004-08-27,540.75
2004-08-30,538.395
2004-08-31,540.863
2004-09-01,543.734
2004-09-02,547.314
2004-09-03,545.035
2004-09-06,547.103
2004-09-07,550.695
2004-09-08,549.04
2004-09-09,548.835
2004-09-10,551.514
2004-09-13,552.708
2004-09-14,552.764
2004-09-15,548.54
2004-09-16,552.19
2004-09-17,552.569
2004-09-20,550.67
2004-09-21,554.731
2004-09-22,550.431
2004-09-23,549.491
2004-09-24,549.815
2004-09-27,547.178
2004-09-28,550.273
2004-09-29,553.087
2004-09-30,557.703
2004-10-01,564.315
2004-10-04,565.612
2004-10-05,566.145
2004-10-06,568.735
2004-10-07,564.844
2004-10-08,565.674
2004-10-11,565.865
2004-10-12,562.843
2004-10-13,558.291
2004-10-14,556.505
2004-10-15,559.667
2004-10-18,559.701
2004-10-19,558.858
2004-10-20,559.105
2004-10-21,562.25
2004-10-22,560.74
2004-10-25,561.738
2004-10-26,566.127
2004-10-27,570.524
2004-10-28,570.758
2004-10-29,571.471
2004-11-01,573.261
2004-11-02,574.001
2004-11-03,580.556
2004-11-04,587.126
2004-11-05,589.301
2004-11-08,588.98
2004-11-09,589.837
2004-11-10,591.293
2004-11-11,594.727
2004-11-12,600.775
2004-11-15,601.985
2004-11-16,599.768
2004-11-17,603.499
2004-11-18,602.931
2004-11-19,601.212
2004-11-22,602.904
2004-11-23,605.407
2004-11-24,610.181
2004-11-25,612.795
2004-11-26,613.703
2004-11-29,614.331
2004-11-30,613.326
2004-12-01,618.346
2004-12-02,617.705
2004-12-03,620.584
2004-12-06,619.692
2004-12-07,614.097
2004-12-08,611.183
2004-12-09,610.071
2004-12-10,610.523
2004-12-13,615.821
2004-12-14,618.143
2004-12-15,624.992
2004-12-16,621.629
2004-12-17,621.853
2004-12-20,624.455
2004-12-21,627.687
2004-12-22,629.925
2004-12-23,631.58
2004-12-24,633.317
2004-12-27,632.604
2004-12-28,636.294
2004-12-29,636.14
2004-12-30,639.132
2004-12-31,639.413
2005-01-03,632.819
2005-01-04,625.495
2005-01-05,618.745
2005-01-06,619.105
2005-01-07,617.706
2005-01-10,620.292
2005-01-11,619.247
2005-01-12,622.714
2005-01-13,621.534
2005-01-14,624.144
2005-01-17,625.625
2005-01-18,628.048
2005-01-19,626.826
2005-01-20,621.887
2005-01-21,621.674
2005-01-24,620.344
2005-01-25,619.027
2005-01-26,625.168
2005-01-27,625.325
2005-01-28,623.42
2005-01-31,630.585
2005-02-01,633.44
2005-02-02,637.811
2005-02-03,636.053
2005-02-04,642.211
2005-02-07,640.946
2005-02-08,640.236
2005-02-09,637.11
2005-02-10,639.986
2005-02-11,643.916
2005-02-14,646.926
2005-02-15,648.347
2005-02-16,648.107
2005-02-17,647.345
2005-02-18,647.452
2005-02-21,646.8
2005-02-22,641.362
2005-02-23,640.276
2005-02-24,644.14
2005-02-25,651.991
2005-02-28,653.032
2005-03-01,655.672
2005-03-02,653.829
2005-03-03,655.161
2005-03-04,663.691
2005-03-07,664.215
2005-03-08,664.169
2005-03-09,659.705
2005-03-10,658.248
2005-03-11,659.499
2005-03-14,660.13
2005-03-15,658.569
2005-03-16,655.996
2005-03-17,656.171
2005-03-18,654.152
2005-03-21,651.167
2005-03-22,648.885
2005-03-23,641.063
2005-03-24,641.777
2005-03-25,641.953
2005-03-28,640.323
2005-03-29,634.353
2005-03-30,639.206
2005-03-31,643.967
2005-04-01,644.125
2005-04-04,640.525
2005-04-05,642.494
2005-04-06,644.645
2005-04-07,647.464
2005-04-08,643.915
2005-04-11,644.707
2005-04-12,645.163
2005-04-13,641.557
2005-04-14,631.848
2005-04-15,623.182
2005-04-18,620.312
2005-04-19,628.444
2005-04-20,624.19
2005-04-21,628.822
2005-04-22,629.752
2005-04-25,633.338
2005-04-26,628.12
2005-04-27,625.52
2005-04-28,619.76
2005-04-29,624.528
2005-05-02,626.491
2005-05-03,625.903
2005-05-04,632.679
2005-05-05,633.243
2005-05-06,633.961
2005-05-09,636.298
2005-05-10,632.703
2005-05-11,632.788
2005-05-12,625.592
2005-05-13,620.447
2005-05-16,622.659
2005-05-17,624.88
2005-05-18,631.756
2005-05-19,635.007
2005-05-20,633.729
2005-05-23,637.984
2005-05-24,637.303
2005-05-25,633.798
2005-05-26,636.881
2005-05-27,639.516
2005-05-30,640.566
2005-05-31,640.324
2005-06-01,644.463
2005-06-02,645.091
2005-06-03,644.175
2005-06-06,645.91
2005-06-07,647.627
2005-06-08,648.384
2005-06-09,646.864
2005-06-10,647.733
2005-06-13,648.37
2005-06-14,651.635
2005-06-15,654.213
2005-06-16,658.1
2005-06-17,662.788
2005-06-20,660.258
2005-06-21,660.205
2005-06-22,661.108
2005-06-23,657.383
2005-06-24,653.233
2005-06-27,651.854
2005-06-28,657.236
2005-06-29,657.915
2005-06-30,656.805
2005-07-01,657.891
2005-07-04,657.398
2005-07-05,660.195
2005-07-06,659.454
2005-07-07,657.655
2005-07-08,664.473
2005-07-11,671.802
2005-07-12,674.489
2005-07-13,672.174
2005-07-14,671.104
2005-07-15,670.128
2005-07-18,669.857
2005-07-19,672.557
2005-07-20,676.379
2005-07-21,676.869
2005-07-22,680.538
2005-07-25,677.742
2005-07-26,678.082
2005-07-27,680.543
2005-07-28,685.486
2005-07-29,685.574
2005-08-01,687.766
2005-08-02,692.666
2005-08-03,693.997
2005-08-04,688.966
2005-08-05,680.405
2005-08-08,678.991
2005-08-09,681.181
2005-08-10,686.202
2005-08-11,691.158
2005-08-12,689.61
2005-08-15,690.608
2005-08-16,686.118
2005-08-17,684.312
2005-08-18,679.171
2005-08-19,680.313
2005-08-22,686.061
2005-08-23,684.341
2005-08-24,683.146
2005-08-25,684.714
2005-08-26,682.317
2005-08-29,682.067
2005-08-30,680.054
2005-08-31,689.211
2005-09-01,696.614
2005-09-02,696.885
2005-09-05,697.845
2005-09-06,702.331
2005-09-07,703.375
2005-09-08,700.102
2005-09-09,706.313
2005-09-12,706.123
2005-09-13,701.704
2005-09-14,701.924
2005-09-15,701.111
2005-09-16,703.665
2005-09-19,700.647
2005-09-20,699.157
2005-09-21,693.902
2005-09-22,691.968
2005-09-23,692.15
2005-09-26,696.104
2005-09-27,694.122
2005-09-28,696.021
2005-09-29,702.58
2005-09-30,705.208
2005-10-03,704.2
2005-10-04,700.527
2005-10-05,688.886
2005-10-06,682.921
2005-10-07,683.917
2005-10-10,679.19
2005-10-11,677.831
2005-10-12,673.339
2005-10-13,667.57
2005-10-14,673.84
2005-10-17,674.237
2005-10-18,666.879
2005-10-19,668.147
2005-10-20,664.463
2005-10-21,665.819
2005-10-24,674.992
2005-10-25,677.216
2005-10-26,676.063
2005-10-27,670.405
2005-10-28,675.635
2005-10-31,684.327
2005-11-01,684.624
2005-11-02,691.941
2005-11-03,693.38
2005-11-04,690.248
2005-11-07,691.937
2005-11-08,688.847
