Date,DENMARK VALUE Standard (Large+Mid Cap)
2001-04-24,2230.298
2001-04-25,2249.326
2001-04-26,2269.702
2001-04-27,2273.577
2001-04-30,2285.686
2001-05-01,2287.21
2001-05-02,2273.458
2001-05-03,2300.401
2001-05-04,2303.102
2001-05-07,2317.678
2001-05-08,2285.941
2001-05-09,2283.136
2001-05-10,2292.959
2001-05-11,2274.655
2001-05-14,2272.018
2001-05-15,2275.809
2001-05-16,2268.849
2001-05-17,2318.245
2001-05-18,2305.846
2001-05-21,2305.32
2001-05-22,2290.492
2001-05-23,2277.346
2001-05-24,2268.941
2001-05-25,2329.451
2001-05-28,2348.829
2001-05-29,2327.232
2001-05-30,2331.188
2001-05-31,2330.026
2001-06-01,2290.241
2001-06-04,2293.417
2001-06-05,2294.291
2001-06-06,2291.151
2001-06-07,2271.064
2001-06-08,2249.382
2001-06-11,2227.91
2001-06-12,2251.281
2001-06-13,2278.627
2001-06-14,2281.658
2001-06-15,2290.664
2001-06-18,2297.886
2001-06-19,2302.908
2001-06-20,2275.992
2001-06-21,2273.747
2001-06-22,2283.076
2001-06-25,2312.734
2001-06-26,2275.03
2001-06-27,2293.705
2001-06-28,2317.46
2001-06-29,2303.454
2001-07-02,2284.062
2001-07-03,2280.238
2001-07-04,2263.267
2001-07-05,2259.278
2001-07-06,2239.867
2001-07-09,2260.753
2001-07-10,2293.553
2001-07-11,2292.776
2001-07-12,2251.428
2001-07-13,2236.618
2001-07-16,2252.682
2001-07-17,2212.897
2001-07-18,2268.601
2001-07-19,2291.353
2001-07-20,2272.43
2001-07-23,2255.812
2001-07-24,2254.227
2001-07-25,2257.324
2001-07-26,2250.664
2001-07-27,2264.14
2001-07-30,2286.913
2001-07-31,2294.967
2001-08-01,2331.079
2001-08-02,2330.063
2001-08-03,2324.945
2001-08-06,2301.202
2001-08-07,2279.154
2001-08-08,2245.466
2001-08-09,2241.182
2001-08-10,2260.879
2001-08-13,2280.435
2001-08-14,2288.981
2001-08-15,2333.667
2001-08-16,2315.192
2001-08-17,2323.101
2001-08-20,2306.992
2001-08-21,2320.839
2001-08-22,2327.195
2001-08-23,2328.018
2001-08-24,2341.721
2001-08-27,2319.718
2001-08-28,2308.64
2001-08-29,2313.612
2001-08-30,2291.305
2001-08-31,2268.444
2001-09-03,2232.869
2001-09-04,2205.151
2001-09-05,2187.515
2001-09-06,2181.752
2001-09-07,2194.975
2001-09-10,2164.664
2001-09-11,2129.753
2001-09-12,2139.128
2001-09-13,2171.596
2001-09-14,2191.6
2001-09-17,2140.387
2001-09-18,2091.164
2001-09-19,2138.623
2001-09-20,2081.653
2001-09-21,1970.765
2001-09-24,2023.998
2001-09-25,2014.382
2001-09-26,2056.367
2001-09-27,2089.905
2001-09-28,2135.477
2001-10-01,2100.502
2001-10-02,2130.249
2001-10-03,2111.244
2001-10-04,2138.425
2001-10-05,2120.85
2001-10-08,2125.353
2001-10-09,2136.676
2001-10-10,2147.062
2001-10-11,2199.96
2001-10-12,2162.026
2001-10-15,2164.21
2001-10-16,2157.95
2001-10-17,2178.814
2001-10-18,2149.983
2001-10-19,2101.277
2001-10-22,2126.196
2001-10-23,2124.724
2001-10-24,2112.121
2001-10-25,2082.217
2001-10-26,2114.349
2001-10-29,2099.562
2001-10-30,2061.212
2001-10-31,2062.856
2001-11-01,2063.18
2001-11-02,2050.409
2001-11-05,2034.435
2001-11-06,2030.526
2001-11-07,2084.185
2001-11-08,2076.105
2001-11-09,2044.278
2001-11-12,2028.543
2001-11-13,2009.805
2001-11-14,2039.89
2001-11-15,2033.963
2001-11-16,2078.526
2001-11-19,2085.577
2001-11-20,2098.084
2001-11-21,2070.003
2001-11-22,2077.462
2001-11-23,2096.508
2001-11-26,2110.472
2001-11-27,2106.558
2001-11-28,2069.251
2001-11-29,2067.985
2001-11-30,2124.705
2001-12-03,2096.113
2001-12-04,2128.003
2001-12-05,2128.674
2001-12-06,2109.591
2001-12-07,2089.457
2001-12-10,2061.184
2001-12-11,2060.774
2001-12-12,2058.059
2001-12-13,2046.143
2001-12-14,2035.822
2001-12-17,2054.057
2001-12-18,2083.107
2001-12-19,2092.577
2001-12-20,2107.015
2001-12-21,2087.883
2001-12-24,2067.599
2001-12-25,2067.599
2001-12-26,2069.321
2001-12-27,2118.178
2001-12-28,2121.395
2001-12-31,2142.163
2002-01-01,2142.163
2002-01-02,2179.798
2002-01-03,2214.297
2002-01-04,2197.608
2002-01-07,2175.549
2002-01-08,2139.942
2002-01-09,2103.574
2002-01-10,2140.24
2002-01-11,2133.469
2002-01-14,2116.288
2002-01-15,2098.985
2002-01-16,2091.864
2002-01-17,2126.375
2002-01-18,2109.298
2002-01-21,2089.147
2002-01-22,2095.521
2002-01-23,2084.81
2002-01-24,2093.655
2002-01-25,2032.664
2002-01-28,2018.127
2002-01-29,1992.773
2002-01-30,1995.856
2002-01-31,2035.332
2002-02-01,2051.383
2002-02-04,2050.1
2002-02-05,2021.381
2002-02-06,1994.498
2002-02-07,2007.171
2002-02-08,2030.462
2002-02-11,2050.906
2002-02-12,2023.112
2002-02-13,2025.723
2002-02-14,2025.787
2002-02-15,2048.074
2002-02-18,2008.989
2002-02-19,2005.484
2002-02-20,1997.022
2002-02-21,1943.082
2002-02-22,1966.158
2002-02-25,1988.22
2002-02-26,1997.478
2002-02-27,2032.337
2002-02-28,2017.724
2002-03-01,2022.599
2002-03-04,2063.509
2002-03-05,2076.855
2002-03-06,2041.476
2002-03-07,2035.778
2002-03-08,2056.203
2002-03-11,2023.985
2002-03-12,2012.79
2002-03-13,2012.567
2002-03-14,2023.25
2002-03-15,2022.207
2002-03-18,2046.514
2002-03-19,2054.227
2002-03-20,2051.794
2002-03-21,2057.082
2002-03-22,2078.789
2002-03-25,2094.33
2002-03-26,2107.006
2002-03-27,2093.517
2002-03-28,2092.498
2002-03-29,2092.498
2002-04-01,2109.73
2002-04-02,2100.571
2002-04-03,2086.216
2002-04-04,2087.676
2002-04-05,2096.283
2002-04-08,2084.396
2002-04-09,2087.349
2002-04-10,2087.428
2002-04-11,2075.974
2002-04-12,2092.271
2002-04-15,2121.392
2002-04-16,2131.675
2002-04-17,2177.545
2002-04-18,2175.178
2002-04-19,2189.134
2002-04-22,2182.87
2002-04-23,2164.229
2002-04-24,2164.404
2002-04-25,2165.485
2002-04-26,2165.472
2002-04-29,2179.799
2002-04-30,2235.723
2002-05-01,2221.984
2002-05-02,2230.528
2002-05-03,2245.386
2002-05-06,2230.273
2002-05-07,2243.663
2002-05-08,2302.827
2002-05-09,2302.321
2002-05-10,2284.114
2002-05-13,2289.134
2002-05-14,2272.073
2002-05-15,2262.845
2002-05-16,2246.467
2002-05-17,2279.746
2002-05-20,2280.508
2002-05-21,2288.379
2002-05-22,2301.549
2002-05-23,2290.313
2002-05-24,2291.509
2002-05-27,2277.855
2002-05-28,2277.874
2002-05-29,2279.689
2002-05-30,2297.435
2002-05-31,2276.662
2002-06-03,2308.326
2002-06-04,2292.486
2002-06-05,2278.099
2002-06-06,2320.944
2002-06-07,2277.027
2002-06-10,2284.898
2002-06-11,2295.466
2002-06-12,2305.748
2002-06-13,2282.434
2002-06-14,2236.079
2002-06-17,2251.762
2002-06-18,2254.811
2002-06-19,2209.169
2002-06-20,2224.185
2002-06-21,2247.19
2002-06-24,2202.13
2002-06-25,2238.228
2002-06-26,2237.226
2002-06-27,2242.493
2002-06-28,2277.684
2002-07-01,2267.315
2002-07-02,2247.866
2002-07-03,2202.757
2002-07-04,2196.243
2002-07-05,2253.012
2002-07-08,2286.787
2002-07-09,2280.052
2002-07-10,2251.424
2002-07-11,2215.492
2002-07-12,2230.413
2002-07-15,2221.556
2002-07-16,2218.553
2002-07-17,2236.261
2002-07-18,2276.344
2002-07-19,2238.722
2002-07-22,2138.9
2002-07-23,2064.185
2002-07-24,1953.594
2002-07-25,2076.516
2002-07-26,2027.591
2002-07-29,2128.394
2002-07-30,2143.992
2002-07-31,2121.774
2002-08-01,2095.588
2002-08-02,2104.085
2002-08-05,2043.92
2002-08-06,1978.948
2002-08-07,2011.318
2002-08-08,2005.723
2002-08-09,2007.483
2002-08-12,2030.155
2002-08-13,2045.264
2002-08-14,2027.836
2002-08-15,2070.488
2002-08-16,2049.055
2002-08-19,2082.14
2002-08-20,2096.679
2002-08-21,2157.018
2002-08-22,2100.89
2002-08-23,2108.7
2002-08-26,2092.076
2002-08-27,2137.962
2002-08-28,2130.978
2002-08-29,2130.194
2002-08-30,2124.574
2002-09-02,2131.55
2002-09-03,2097.862
2002-09-04,2072.07
2002-09-05,2069.301
2002-09-06,2104.175
2002-09-09,2041.007
2002-09-10,2044.837
2002-09-11,2082.689
2002-09-12,2040.105
2002-09-13,2044.788
2002-09-16,2003.922
2002-09-17,1999.557
2002-09-18,1937.358
2002-09-19,1952.767
2002-09-20,1976.548
2002-09-23,1931.131
2002-09-24,1868.203
2002-09-25,1855.419
2002-09-26,1862.28
2002-09-27,1881.021
2002-09-30,1842.058
2002-10-01,1793.662
2002-10-02,1836.619
2002-10-03,1807.211
2002-10-04,1804.123
2002-10-07,1799.676
2002-10-08,1802.329
2002-10-09,1754.423
2002-10-10,1739.968
2002-10-11,1854.746
2002-10-14,1846.784
2002-10-15,1927.423
2002-10-16,1892.917
2002-10-17,1893.819
2002-10-18,1914.362
2002-10-21,1882.183
2002-10-22,1892.329
2002-10-23,1833.216
2002-10-24,1837.659
2002-10-25,1835.717
2002-10-28,1883.277
2002-10-29,1786.015
2002-10-30,1852.623
2002-10-31,1861.177
2002-11-01,1855.544
2002-11-04,1927.883
2002-11-05,1952.122
2002-11-06,1937.269
2002-11-07,1927.715
2002-11-08,1949.929
2002-11-11,1922.18
2002-11-12,1935.919
2002-11-13,1923.697
2002-11-14,1940.304
2002-11-15,1929.254
2002-11-18,1948.207
2002-11-19,1947.161
2002-11-20,1917.358
2002-11-21,1941.298
2002-11-22,1958.832
2002-11-25,1951.025
2002-11-26,1939.255
2002-11-27,1947.545
2002-11-28,1971.475
2002-11-29,2003.459
2002-12-02,1969.341
2002-12-03,1963.173
2002-12-04,1971.445
2002-12-05,1959.759
2002-12-06,1945.898
2002-12-09,1911.587
2002-12-10,1930.383
2002-12-11,1951.205
2002-12-12,1979.367
2002-12-13,1984.264
2002-12-16,1992.274
2002-12-17,2019.231
2002-12-18,1984.727
2002-12-19,1962.631
2002-12-20,1947.452
2002-12-23,1953.912
2002-12-24,1962.104
2002-12-25,1962.104
2002-12-26,1966.965
2002-12-27,1972.101
2002-12-30,1970.521
2002-12-31,1977.829
2003-01-01,1977.829
2003-01-02,2029.455
2003-01-03,2052.043
2003-01-06,2079.543
2003-01-07,2052.675
2003-01-08,2018.922
2003-01-09,2047.166
2003-01-10,2071.497
2003-01-13,2087.28
2003-01-14,2077.922
2003-01-15,2063.668
2003-01-16,2082.706
2003-01-17,2077.518
2003-01-20,2073.213
2003-01-21,2073.124
2003-01-22,2062.343
2003-01-23,2066.294
2003-01-24,2057.92
2003-01-27,2004.227
2003-01-28,1994.556
2003-01-29,1968.337
2003-01-30,1954.364
2003-01-31,1941.4
2003-02-03,1954.796
2003-02-04,1935.211
2003-02-05,1948.014
2003-02-06,1974.414
2003-02-07,1946.455
2003-02-10,1918.514
2003-02-11,1922.695
2003-02-12,1915.171
2003-02-13,1919.845
2003-02-14,1952.838
2003-02-17,1959.493
2003-02-18,1970.723
2003-02-19,1980.714
2003-02-20,1912.533
2003-02-21,1914.878
2003-02-24,1919.327
2003-02-25,1894.86
2003-02-26,1840.0
2003-02-27,1825.515
2003-02-28,1833.239
2003-03-03,1843.922
2003-03-04,1806.401
2003-03-05,1820.21
2003-03-06,1793.508
2003-03-07,1817.46
2003-03-10,1813.756
2003-03-11,1783.565
2003-03-12,1785.98
2003-03-13,1782.431
2003-03-14,1845.401
2003-03-17,1841.386
2003-03-18,1890.468
2003-03-19,1900.57
2003-03-20,1906.494
2003-03-21,1916.143
2003-03-24,1910.531
2003-03-25,1936.112
2003-03-26,1940.5
2003-03-27,1957.587
2003-03-28,1968.254
2003-03-31,1967.023
2003-04-01,1980.573
2003-04-02,2007.494
2003-04-03,1998.85
2003-04-04,2008.739
2003-04-07,2041.242
2003-04-08,2024.589
2003-04-09,2041.941
2003-04-10,2058.64
2003-04-11,2059.311
2003-04-14,2088.276
2003-04-15,2137.675
2003-04-16,2154.379
2003-04-17,2164.724
2003-04-18,2164.724
2003-04-21,2155.466
2003-04-22,2148.577
2003-04-23,2188.128
2003-04-24,2180.167
2003-04-25,2166.078
2003-04-28,2198.416
2003-04-29,2235.454
2003-04-30,2249.256
2003-05-01,2232.734
2003-05-02,2228.531
2003-05-05,2284.81
2003-05-06,2289.281
2003-05-07,2276.986
2003-05-08,2286.742
2003-05-09,2285.699
2003-05-12,2290.525
2003-05-13,2309.906
2003-05-14,2339.478
2003-05-15,2362.075
2003-05-16,2377.552
2003-05-19,2380.286
2003-05-20,2394.998
2003-05-21,2416.478
2003-05-22,2430.693
2003-05-23,2445.593
2003-05-26,2472.834
2003-05-27,2457.913
2003-05-28,2460.806
2003-05-29,2479.035
2003-05-30,2494.497
2003-06-02,2519.874
2003-06-03,2466.874
2003-06-04,2454.944
2003-06-05,2490.65
2003-06-06,2515.783
2003-06-09,2529.351
2003-06-10,2523.775
2003-06-11,2574.34
2003-06-12,2535.594
2003-06-13,2518.764
2003-06-16,2550.257
2003-06-17,2534.999
2003-06-18,2506.407
2003-06-19,2470.857
2003-06-20,2487.873
2003-06-23,2446.778
2003-06-24,2438.129
2003-06-25,2466.697
2003-06-26,2431.835
2003-06-27,2471.105
2003-06-30,2444.042
2003-07-01,2438.703
2003-07-02,2451.034
2003-07-03,2439.455
2003-07-04,2426.276
2003-07-07,2408.075
2003-07-08,2365.43
2003-07-09,2347.35
2003-07-10,2369.858
2003-07-11,2361.583
2003-07-14,2377.505
2003-07-15,2387.847
2003-07-16,2373.946
2003-07-17,2357.706
2003-07-18,2346.104
2003-07-21,2350.316
2003-07-22,2333.098
2003-07-23,2369.459
2003-07-24,2391.347
2003-07-25,2382.192
2003-07-28,2386.003
2003-07-29,2393.642
2003-07-30,2377.905
2003-07-31,2348.914
2003-08-01,2331.461
2003-08-04,2327.866
2003-08-05,2367.472
2003-08-06,2377.616
2003-08-07,2425.244
2003-08-08,2418.946
2003-08-11,2438.401
2003-08-12,2456.819
2003-08-13,2486.211
2003-08-14,2494.917
2003-08-15,2550.33
2003-08-18,2520.962
2003-08-19,2548.898
2003-08-20,2622.458
2003-08-21,2536.611
2003-08-22,2475.0
2003-08-25,2459.245
2003-08-26,2482.491
2003-08-27,2501.439
2003-08-28,2508.228
2003-08-29,2521.171
2003-09-01,2549.949
2003-09-02,2530.385
2003-09-03,2585.899
2003-09-04,2597.94
2003-09-05,2614.168
2003-09-08,2615.769
2003-09-09,2597.21
2003-09-10,2573.372
2003-09-11,2626.645
2003-09-12,2661.089
2003-09-15,2679.314
2003-09-16,2635.465
2003-09-17,2648.467
2003-09-18,2647.731
2003-09-19,2668.996
2003-09-22,2649.861
2003-09-23,2649.368
2003-09-24,2652.785
2003-09-25,2636.634
2003-09-26,2621.976
2003-09-29,2612.316
2003-09-30,2602.216
2003-10-01,2669.503
2003-10-02,2704.992
2003-10-03,2712.547
2003-10-06,2735.371
2003-10-07,2748.835
2003-10-08,2771.328
2003-10-09,2758.77
2003-10-10,2757.821
2003-10-13,2771.479
2003-10-14,2784.794
2003-10-15,2797.286
2003-10-16,2806.282
2003-10-17,2804.007
2003-10-20,2789.288
2003-10-21,2797.985
2003-10-22,2782.965
2003-10-23,2769.553
2003-10-24,2798.098
2003-10-27,2811.378
2003-10-28,2822.884
2003-10-29,2843.963
2003-10-30,2856.085
2003-10-31,2802.564
2003-11-03,2813.784
2003-11-04,2832.289
2003-11-05,2810.966
2003-11-06,2793.713
2003-11-07,2834.45
2003-11-10,2839.428
2003-11-11,2808.136
2003-11-12,2839.988
2003-11-13,2869.706
2003-11-14,2872.825
2003-11-17,2841.81
2003-11-18,2865.883
2003-11-19,2850.158
2003-11-20,2833.262
2003-11-21,2836.242
2003-11-24,2812.209
2003-11-25,2827.1
2003-11-26,2850.096
2003-11-27,2849.507
2003-11-28,2854.868
2003-12-01,2905.676
2003-12-02,2938.068
2003-12-03,2941.43
2003-12-04,2922.925
2003-12-05,2934.842
2003-12-08,2932.779
2003-12-09,2976.89
2003-12-10,2964.275
2003-12-11,2976.715
2003-12-12,3003.011
2003-12-15,3017.105
2003-12-16,3004.251
2003-12-17,2990.157
2003-12-18,2992.408
2003-12-19,2992.52
2003-12-22,3006.563
2003-12-23,3021.027
2003-12-24,3029.242
2003-12-25,3029.242
2003-12-26,3028.203
2003-12-29,3045.125
2003-12-30,3054.461
2003-12-31,3073.994
2004-01-01,3073.994
2004-01-02,3157.309
2004-01-05,3190.684
2004-01-06,3220.167
2004-01-07,3220.072
2004-01-08,3238.325
2004-01-09,3268.791
2004-01-12,3251.016
2004-01-13,3260.923
2004-01-14,3261.044
2004-01-15,3267.066
2004-01-16,3224.648
2004-01-19,3230.92
2004-01-20,3255.014
2004-01-21,3240.663
2004-01-22,3310.853
2004-01-23,3324.522
2004-01-26,3295.162
2004-01-27,3343.21
2004-01-28,3310.009
2004-01-29,3238.082
2004-01-30,3221.049
2004-02-02,3232.89
2004-02-03,3261.211
2004-02-04,3257.164
2004-02-05,3340.447
2004-02-06,3379.996
2004-02-09,3371.286
2004-02-10,3349.434
2004-02-11,3357.466
2004-02-12,3417.095
2004-02-13,3385.508
2004-02-16,3385.938
2004-02-17,3376.522
2004-02-18,3376.185
2004-02-19,3335.026
2004-02-20,3294.536
2004-02-23,3305.097
2004-02-24,3318.007
2004-02-25,3293.078
2004-02-26,3290.913
2004-02-27,3274.076
2004-03-01,3340.488
2004-03-02,3306.566
2004-03-03,3250.776
2004-03-04,3256.059
2004-03-05,3326.352
2004-03-08,3321.086
2004-03-09,3326.429
2004-03-10,3262.598
2004-03-11,3207.854
2004-03-12,3194.08
2004-03-15,3194.316
2004-03-16,3239.629
2004-03-17,3220.443
2004-03-18,3258.789
2004-03-19,3241.6
2004-03-22,3213.773
2004-03-23,3228.772
2004-03-24,3212.333
2004-03-25,3218.212
2004-03-26,3137.686
2004-03-29,3174.265
2004-03-30,3169.276
2004-03-31,3169.536
2004-04-01,3188.6
2004-04-02,3169.192
2004-04-05,3145.123
2004-04-06,3132.438
2004-04-07,3173.543
2004-04-08,3156.851
2004-04-09,3156.851
2004-04-12,3147.767
2004-04-13,3129.063
2004-04-14,3110.582
2004-04-15,3098.299
2004-04-16,3138.763
2004-04-19,3125.799
2004-04-20,3126.623
2004-04-21,3092.204
2004-04-22,3079.763
2004-04-23,3085.286
2004-04-26,3087.649
2004-04-27,3108.565
2004-04-28,3049.407
2004-04-29,3058.417
2004-04-30,3073.231
2004-05-03,3066.798
2004-05-04,3141.295
2004-05-05,3156.944
2004-05-06,3085.057
2004-05-07,3042.201
2004-05-10,2991.195
2004-05-11,2998.682
2004-05-12,3009.058
2004-05-13,3035.074
2004-05-14,3034.095
2004-05-17,3027.188
2004-05-18,3043.95
2004-05-19,3076.075
2004-05-20,3048.855
2004-05-21,3066.272
2004-05-24,3057.057
2004-05-25,3065.852
2004-05-26,3062.155
2004-05-27,3119.238
2004-05-28,3115.875
2004-05-31,3115.875
2004-06-01,3123.212
2004-06-02,3148.552
2004-06-03,3138.979
2004-06-04,3173.424
2004-06-07,3208.249
2004-06-08,3200.665
2004-06-09,3092.692
2004-06-10,3127.557
2004-06-11,3116.939
2004-06-14,3095.87
2004-06-15,3110.931
2004-06-16,3110.72
2004-06-17,3103.867
2004-06-18,3156.058
2004-06-21,3164.659
2004-06-22,3158.146
2004-06-23,3153.349
2004-06-24,3177.4
2004-06-25,3167.634
2004-06-28,3208.315
2004-06-29,3201.484
2004-06-30,3237.38
2004-07-01,3245.943
2004-07-02,3270.189
2004-07-05,3264.689
2004-07-06,3249.453
2004-07-07,3282.316
2004-07-08,3291.484
2004-07-09,3281.243
2004-07-12,3286.383
2004-07-13,3279.474
2004-07-14,3286.66
2004-07-15,3284.711
2004-07-16,3310.6
2004-07-19,3313.825
2004-07-20,3293.365
2004-07-21,3240.918
2004-07-22,3225.488
2004-07-23,3178.444
2004-07-26,3188.571
2004-07-27,3164.235
2004-07-28,3151.996
2004-07-29,3187.988
2004-07-30,3190.408
2004-08-02,3191.917
2004-08-03,3231.211
2004-08-04,3218.122
2004-08-05,3238.178
2004-08-06,3270.857
2004-08-09,3237.695
2004-08-10,3278.778
2004-08-11,3225.925
2004-08-12,3245.97
2004-08-13,3253.083
2004-08-16,3261.304
2004-08-17,3264.483
2004-08-18,3268.062
2004-08-19,3285.532
2004-08-20,3278.755
2004-08-23,3271.16
2004-08-24,3233.391
2004-08-25,3230.066
2004-08-26,3245.163
2004-08-27,3244.283
2004-08-30,3252.468
2004-08-31,3264.276
2004-09-01,3300.948
2004-09-02,3315.884
2004-09-03,3302.389
2004-09-06,3338.925
2004-09-07,3323.232
2004-09-08,3356.248
2004-09-09,3377.297
2004-09-10,3431.542
2004-09-13,3424.615
2004-09-14,3396.844
2004-09-15,3335.109
2004-09-16,3333.918
2004-09-17,3351.699
2004-09-20,3334.269
2004-09-21,3392.112
2004-09-22,3369.911
2004-09-23,3392.204
2004-09-24,3382.792
2004-09-27,3393.557
2004-09-28,3397.248
2004-09-29,3437.884
2004-09-30,3487.059
2004-10-01,3491.778
2004-10-04,3482.553
2004-10-05,3500.012
2004-10-06,3501.507
2004-10-07,3482.007
2004-10-08,3499.829
2004-10-11,3495.026
2004-10-12,3471.07
2004-10-13,3471.42
2004-10-14,3504.613
2004-10-15,3515.87
2004-10-18,3513.237
2004-10-19,3538.067
2004-10-20,3526.836
2004-10-21,3553.032
2004-10-22,3576.826
2004-10-25,3571.28
2004-10-26,3593.981
2004-10-27,3622.087
2004-10-28,3613.973
2004-10-29,3610.877
2004-11-01,3651.915
2004-11-02,3667.778
2004-11-03,3693.624
2004-11-04,3722.92
2004-11-05,3755.574
2004-11-08,3736.219
2004-11-09,3722.547
2004-11-10,3739.857
2004-11-11,3755.567
2004-11-12,3774.348
2004-11-15,3785.567
2004-11-16,3790.921
2004-11-17,3821.46
2004-11-18,3818.063
2004-11-19,3836.017
2004-11-22,3818.744
2004-11-23,3868.221
2004-11-24,3920.259
2004-11-25,3952.943
2004-11-26,3953.613
2004-11-29,3951.528
2004-11-30,3926.49
2004-12-01,3977.454
2004-12-02,3987.081
2004-12-03,3993.132
2004-12-06,3995.147
2004-12-07,4012.906
2004-12-08,3945.292
2004-12-09,3918.781
2004-12-10,3906.379
2004-12-13,3969.32
2004-12-14,3882.871
2004-12-15,3942.511
2004-12-16,3861.432
2004-12-17,3826.515
2004-12-20,3901.407
2004-12-21,3922.415
2004-12-22,3963.603
2004-12-23,4011.265
2004-12-24,4020.753
2004-12-27,4048.867
2004-12-28,4025.694
2004-12-29,4030.471
2004-12-30,4067.112
2004-12-31,4056.299
2005-01-03,4077.584
2005-01-04,4033.313
2005-01-05,4007.826
2005-01-06,3984.488
2005-01-07,3966.641
2005-01-10,3974.863
2005-01-11,3974.8
2005-01-12,3988.749
2005-01-13,3978.445
2005-01-14,3962.229
2005-01-17,3954.793
2005-01-18,3936.729
2005-01-19,3950.264
2005-01-20,3894.589
2005-01-21,3899.123
2005-01-24,3888.916
2005-01-25,3911.822
2005-01-26,3943.477
2005-01-27,3905.785
2005-01-28,3915.388
2005-01-31,3936.108
2005-02-01,3982.586
2005-02-02,4006.904
2005-02-03,3987.142
2005-02-04,4027.622
2005-02-07,4026.139
2005-02-08,4018.411
2005-02-09,4010.227
2005-02-10,4050.849
2005-02-11,4084.833
2005-02-14,4127.53
2005-02-15,4169.031
2005-02-16,4160.741
2005-02-17,4210.264
2005-02-18,4217.224
2005-02-21,4200.636
2005-02-22,4235.286
2005-02-23,4214.371
2005-02-24,4238.723
2005-02-25,4245.453
2005-02-28,4306.137
2005-03-01,4318.383
2005-03-02,4305.194
2005-03-03,4345.364
2005-03-04,4408.328
2005-03-07,4421.408
2005-03-08,4425.015
2005-03-09,4415.271
2005-03-10,4376.016
2005-03-11,4398.673
2005-03-14,4376.624
2005-03-15,4414.982
2005-03-16,4428.281
2005-03-17,4433.45
2005-03-18,4409.681
2005-03-21,4358.477
2005-03-22,4356.552
2005-03-23,4244.121
2005-03-24,4228.94
2005-03-25,4228.94
2005-03-28,4199.301
2005-03-29,4233.672
2005-03-30,4199.308
2005-03-31,4281.47
2005-04-01,4330.229
2005-04-04,4286.317
2005-04-05,4362.229
2005-04-06,4389.458
2005-04-07,4430.051
2005-04-08,4408.273
2005-04-11,4425.167
2005-04-12,4406.114
2005-04-13,4407.899
2005-04-14,4363.452
2005-04-15,4325.582
2005-04-18,4347.489
2005-04-19,4397.118
2005-04-20,4382.524
2005-04-21,4405.612
2005-04-22,4396.136
2005-04-25,4412.044
2005-04-26,4386.132
2005-04-27,4281.624
2005-04-28,4209.164
2005-04-29,4221.978
2005-05-02,4234.693
2005-05-03,4289.099
2005-05-04,4305.298
2005-05-05,4299.836
2005-05-06,4310.093
2005-05-09,4281.445
2005-05-10,4346.914
2005-05-11,4356.134
2005-05-12,4286.838
2005-05-13,4263.248
2005-05-16,4254.825
2005-05-17,4264.976
2005-05-18,4305.247
2005-05-19,4283.793
2005-05-20,4282.36
2005-05-23,4312.854
2005-05-24,4344.544
2005-05-25,4348.414
2005-05-26,4367.866
2005-05-27,4392.082
2005-05-30,4371.118
2005-05-31,4343.69
2005-06-01,4308.503
2005-06-02,4319.807
2005-06-03,4313.576
2005-06-06,4299.3
2005-06-07,4334.713
2005-06-08,4372.557
2005-06-09,4310.474
2005-06-10,4336.171
2005-06-13,4327.021
2005-06-14,4336.893
