Date,SWITZERLAND SMID GROWTH SMID (Small+Mid Cap)
2003-03-11,231.941
2003-03-12,226.84
2003-03-13,230.009
2003-03-14,234.008
2003-03-17,237.885
2003-03-18,239.738
2003-03-19,243.148
2003-03-20,245.351
2003-03-21,247.529
2003-03-24,243.261
2003-03-25,245.463
2003-03-26,247.134
2003-03-27,245.783
2003-03-28,247.025
2003-03-31,247.328
2003-04-01,247.813
2003-04-02,252.539
2003-04-03,252.768
2003-04-04,253.212
2003-04-07,259.535
2003-04-08,256.916
2003-04-09,260.491
2003-04-10,259.044
2003-04-11,259.579
2003-04-14,260.72
2003-04-15,263.532
2003-04-16,264.636
2003-04-17,266.178
2003-04-18,266.178
2003-04-21,263.583
2003-04-22,267.482
2003-04-23,271.132
2003-04-24,269.952
2003-04-25,270.329
2003-04-28,273.591
2003-04-29,272.601
2003-04-30,277.923
2003-05-01,281.189
2003-05-02,282.159
2003-05-05,287.045
2003-05-06,290.961
2003-05-07,289.368
2003-05-08,286.405
2003-05-09,286.481
2003-05-12,286.298
2003-05-13,286.477
2003-05-14,286.858
2003-05-15,287.206
2003-05-16,289.659
2003-05-19,283.553
2003-05-20,283.614
2003-05-21,281.0
2003-05-22,284.608
2003-05-23,287.003
2003-05-26,286.899
2003-05-27,287.431
2003-05-28,288.669
2003-05-29,290.401
2003-05-30,290.958
2003-06-02,294.982
2003-06-03,289.556
2003-06-04,291.824
2003-06-05,295.385
2003-06-06,295.441
2003-06-09,298.417
2003-06-10,295.327
2003-06-11,302.199
2003-06-12,300.719
2003-06-13,300.191
2003-06-16,305.087
2003-06-17,305.615
2003-06-18,301.702
2003-06-19,297.334
2003-06-20,296.756
2003-06-23,293.671
2003-06-24,289.62
2003-06-25,291.643
2003-06-26,288.774
2003-06-27,288.512
2003-06-30,287.671
2003-07-01,286.722
2003-07-02,288.897
2003-07-03,289.868
2003-07-04,289.696
2003-07-07,290.66
2003-07-08,291.813
2003-07-09,289.307
2003-07-10,288.153
2003-07-11,288.562
2003-07-14,291.756
2003-07-15,290.353
2003-07-16,290.801
2003-07-17,289.688
2003-07-18,291.757
2003-07-21,293.06
2003-07-22,292.786
2003-07-23,294.031
2003-07-24,298.584
2003-07-25,299.921
2003-07-28,300.625
2003-07-29,302.335
2003-07-30,300.487
2003-07-31,303.217
2003-08-01,306.802
2003-08-04,308.03
2003-08-05,310.283
2003-08-06,306.655
2003-08-07,305.26
2003-08-08,305.078
2003-08-11,303.329
2003-08-12,305.245
2003-08-13,307.365
2003-08-14,307.82
2003-08-15,310.506
2003-08-18,310.477
2003-08-19,313.294
2003-08-20,313.502
2003-08-21,313.758
2003-08-22,313.878
2003-08-25,312.519
2003-08-26,311.314
2003-08-27,312.455
2003-08-28,315.925
2003-08-29,318.429
2003-09-01,323.748
2003-09-02,320.415
2003-09-03,324.476
2003-09-04,324.255
2003-09-05,327.781
2003-09-08,330.903
2003-09-09,331.063
2003-09-10,328.608
2003-09-11,329.079
2003-09-12,331.76
2003-09-15,333.493
2003-09-16,332.357
2003-09-17,333.789
2003-09-18,336.699
2003-09-19,337.526
2003-09-22,335.791
2003-09-23,332.413
2003-09-24,334.134
2003-09-25,331.248
2003-09-26,329.049
2003-09-29,331.686
2003-09-30,333.155
2003-10-01,335.208
2003-10-02,338.05
2003-10-03,341.152
2003-10-06,341.997
2003-10-07,342.194
2003-10-08,345.296
2003-10-09,348.133
2003-10-10,350.617
2003-10-13,350.468
2003-10-14,351.326
2003-10-15,351.983
2003-10-16,354.445
2003-10-17,351.551
2003-10-20,352.456
2003-10-21,351.663
2003-10-22,355.855
2003-10-23,354.683
2003-10-24,355.641
2003-10-27,356.19
2003-10-28,357.128
2003-10-29,360.097
2003-10-30,364.208
2003-10-31,360.254
2003-11-03,360.418
2003-11-04,358.279
2003-11-05,354.629
2003-11-06,354.761
2003-11-07,362.387
2003-11-10,358.412
2003-11-11,358.818
2003-11-12,360.639
2003-11-13,362.57
2003-11-14,366.661
2003-11-17,360.498
2003-11-18,362.459
2003-11-19,361.062
2003-11-20,361.273
2003-11-21,363.56
2003-11-24,361.018
2003-11-25,365.172
2003-11-26,372.325
2003-11-27,372.175
2003-11-28,376.966
2003-12-01,377.52
2003-12-02,380.17
2003-12-03,382.656
2003-12-04,382.196
2003-12-05,383.542
2003-12-08,383.882
2003-12-09,382.035
2003-12-10,379.888
2003-12-11,381.081
2003-12-12,385.756
2003-12-15,387.186
2003-12-16,387.036
2003-12-17,386.7
2003-12-18,388.663
2003-12-19,387.178
2003-12-22,389.609
2003-12-23,391.255
2003-12-24,393.825
2003-12-25,393.825
2003-12-26,393.069
2003-12-29,395.166
2003-12-30,400.279
2003-12-31,402.885
2004-01-01,402.885
2004-01-02,402.04
2004-01-05,411.311
2004-01-06,410.88
2004-01-07,406.228
2004-01-08,417.459
2004-01-09,418.586
2004-01-12,415.657
2004-01-13,421.751
2004-01-14,426.528
2004-01-15,425.844
2004-01-16,423.403
2004-01-19,422.396
2004-01-20,424.446
2004-01-21,424.662
2004-01-22,429.231
2004-01-23,432.054
2004-01-26,426.028
2004-01-27,429.767
2004-01-28,432.414
2004-01-29,423.66
2004-01-30,427.069
2004-02-02,428.026
2004-02-03,427.207
2004-02-04,425.076
2004-02-05,427.916
2004-02-06,437.524
2004-02-09,440.271
2004-02-10,442.448
2004-02-11,442.877
2004-02-12,447.521
2004-02-13,444.626
2004-02-16,445.887
2004-02-17,448.428
2004-02-18,444.672
2004-02-19,446.236
2004-02-20,437.836
2004-02-23,437.126
2004-02-24,434.844
2004-02-25,429.495
2004-02-26,429.528
2004-02-27,427.056
2004-03-01,433.311
2004-03-02,430.075
2004-03-03,425.972
2004-03-04,429.877
2004-03-05,436.237
2004-03-08,432.025
2004-03-09,428.229
2004-03-10,419.936
2004-03-11,410.347
2004-03-12,410.602
2004-03-15,405.124
2004-03-16,410.142
2004-03-17,408.658
2004-03-18,412.867
2004-03-19,411.597
2004-03-22,403.863
2004-03-23,404.777
2004-03-24,401.692
2004-03-25,407.618
2004-03-26,406.447
2004-03-29,408.973
2004-03-30,409.641
2004-03-31,416.735
2004-04-01,423.626
2004-04-02,419.408
2004-04-05,414.807
2004-04-06,416.436
2004-04-07,423.674
2004-04-08,425.015
2004-04-09,425.015
2004-04-12,424.436
2004-04-13,418.239
2004-04-14,416.154
2004-04-15,417.709
2004-04-16,421.875
2004-04-19,423.219
2004-04-20,422.775
2004-04-21,417.602
2004-04-22,421.848
2004-04-23,422.965
2004-04-26,425.82
2004-04-27,434.722
2004-04-28,426.018
2004-04-29,425.484
2004-04-30,421.199
2004-05-03,424.099
2004-05-04,430.685
2004-05-05,434.472
2004-05-06,426.395
2004-05-07,419.409
2004-05-10,406.895
2004-05-11,411.175
2004-05-12,412.433
2004-05-13,412.521
2004-05-14,411.265
2004-05-17,410.709
2004-05-18,414.235
2004-05-19,425.378
2004-05-20,421.252
2004-05-21,423.864
2004-05-24,423.386
2004-05-25,425.097
2004-05-26,427.593
2004-05-27,438.677
2004-05-28,434.561
2004-05-31,434.561
2004-06-01,432.991
2004-06-02,439.702
2004-06-03,441.036
2004-06-04,443.69
2004-06-07,450.087
2004-06-08,448.912
2004-06-09,445.448
2004-06-10,444.931
2004-06-11,440.235
2004-06-14,439.605
2004-06-15,438.987
2004-06-16,436.962
2004-06-17,441.712
2004-06-18,446.895
2004-06-21,447.574
2004-06-22,442.782
2004-06-23,442.417
2004-06-24,448.087
2004-06-25,445.605
2004-06-28,448.774
2004-06-29,442.594
2004-06-30,446.149
2004-07-01,445.605
2004-07-02,452.36
2004-07-05,450.316
2004-07-06,447.498
2004-07-07,449.613
2004-07-08,452.695
2004-07-09,450.572
2004-07-12,452.017
2004-07-13,446.553
2004-07-14,448.244
2004-07-15,444.169
2004-07-16,449.685
2004-07-19,446.18
2004-07-20,441.83
2004-07-21,437.642
2004-07-22,434.08
2004-07-23,430.38
2004-07-26,429.176
2004-07-27,427.475
2004-07-28,426.561
2004-07-29,429.765
2004-07-30,428.125
2004-08-02,428.643
2004-08-03,434.572
2004-08-04,431.932
2004-08-05,433.104
2004-08-06,432.178
2004-08-09,427.674
2004-08-10,431.475
2004-08-11,421.949
2004-08-12,420.756
2004-08-13,423.968
2004-08-16,427.092
2004-08-17,427.478
2004-08-18,426.3
2004-08-19,431.498
2004-08-20,429.434
2004-08-23,429.457
2004-08-24,428.675
2004-08-25,427.896
2004-08-26,431.284
2004-08-27,430.773
2004-08-30,431.683
2004-08-31,435.151
2004-09-01,438.517
2004-09-02,437.376
2004-09-03,436.383
2004-09-06,437.706
2004-09-07,438.657
2004-09-08,439.075
2004-09-09,437.344
2004-09-10,443.588
2004-09-13,443.45
2004-09-14,443.558
2004-09-15,438.0
2004-09-16,439.059
2004-09-17,443.921
2004-09-20,441.992
2004-09-21,446.649
2004-09-22,443.621
2004-09-23,441.581
2004-09-24,441.049
2004-09-27,438.21
2004-09-28,442.845
2004-09-29,446.419
2004-09-30,451.375
2004-10-01,451.755
2004-10-04,448.934
2004-10-05,449.174
2004-10-06,450.905
2004-10-07,449.624
2004-10-08,454.856
2004-10-11,450.733
2004-10-12,444.868
2004-10-13,443.694
2004-10-14,444.395
2004-10-15,445.706
2004-10-18,448.759
2004-10-19,450.666
2004-10-20,453.113
2004-10-21,454.21
2004-10-22,457.826
2004-10-25,460.166
2004-10-26,460.669
2004-10-27,465.692
2004-10-28,464.608
2004-10-29,462.399
2004-11-01,464.912
2004-11-02,466.43
2004-11-03,473.809
2004-11-04,478.119
2004-11-05,480.957
2004-11-08,475.605
2004-11-09,474.953
2004-11-10,479.277
2004-11-11,484.142
2004-11-12,487.192
2004-11-15,486.833
2004-11-16,486.185
2004-11-17,492.347
2004-11-18,490.359
2004-11-19,493.331
2004-11-22,489.339
2004-11-23,491.044
2004-11-24,496.025
2004-11-25,501.484
2004-11-26,500.772
2004-11-29,500.881
2004-11-30,499.449
2004-12-01,498.665
2004-12-02,497.714
2004-12-03,501.241
2004-12-06,499.971
2004-12-07,501.999
2004-12-08,492.58
2004-12-09,492.549
2004-12-10,491.871
2004-12-13,496.371
2004-12-14,496.456
2004-12-15,500.576
2004-12-16,495.461
2004-12-17,494.349
2004-12-20,502.704
2004-12-21,501.594
2004-12-22,506.286
2004-12-23,511.675
2004-12-24,512.414
2004-12-27,514.706
2004-12-28,514.386
2004-12-29,516.311
2004-12-30,516.913
2004-12-31,515.209
2005-01-03,516.619
2005-01-04,509.94
2005-01-05,504.915
2005-01-06,500.864
2005-01-07,495.916
2005-01-10,497.57
2005-01-11,498.268
2005-01-12,499.277
2005-01-13,501.082
2005-01-14,501.208
2005-01-17,503.389
2005-01-18,501.304
2005-01-19,503.818
2005-01-20,499.196
2005-01-21,497.64
2005-01-24,499.004
2005-01-25,496.628
2005-01-26,504.679
2005-01-27,505.359
2005-01-28,502.588
2005-01-31,506.435
2005-02-01,502.229
2005-02-02,506.026
2005-02-03,503.703
2005-02-04,506.629
2005-02-07,503.789
2005-02-08,502.496
2005-02-09,503.787
2005-02-10,510.934
2005-02-11,511.945
2005-02-14,517.433
2005-02-15,518.707
2005-02-16,517.448
2005-02-17,521.542
2005-02-18,526.036
2005-02-21,526.489
2005-02-22,532.416
2005-02-23,525.031
2005-02-24,522.813
2005-02-25,527.896
2005-02-28,541.699
2005-03-01,539.064
2005-03-02,533.281
2005-03-03,531.487
2005-03-04,539.955
2005-03-07,534.729
2005-03-08,539.931
2005-03-09,536.334
2005-03-10,537.044
2005-03-11,542.035
2005-03-14,534.837
2005-03-15,535.842
2005-03-16,539.673
2005-03-17,537.849
2005-03-18,531.926
2005-03-21,527.31
2005-03-22,525.189
2005-03-23,512.934
2005-03-24,510.848
2005-03-25,510.848
2005-03-28,507.819
2005-03-29,508.826
2005-03-30,514.175
2005-03-31,517.599
2005-04-01,517.634
2005-04-04,510.166
2005-04-05,514.982
2005-04-06,517.831
2005-04-07,520.893
2005-04-08,521.098
2005-04-11,524.903
2005-04-12,522.394
2005-04-13,525.475
2005-04-14,518.719
2005-04-15,518.037
2005-04-18,511.379
2005-04-19,514.856
2005-04-20,516.832
2005-04-21,519.432
2005-04-22,518.1
2005-04-25,513.049
2005-04-26,512.108
2005-04-27,505.849
2005-04-28,502.664
2005-04-29,501.795
2005-05-02,503.146
2005-05-03,503.972
2005-05-04,508.126
2005-05-05,505.387
2005-05-06,505.535
2005-05-09,507.542
2005-05-10,507.619
2005-05-11,505.007
2005-05-12,502.583
2005-05-13,500.366
2005-05-16,499.466
2005-05-17,500.946
2005-05-18,501.98
2005-05-19,502.478
2005-05-20,499.256
2005-05-23,502.044
2005-05-24,504.282
2005-05-25,505.945
2005-05-26,504.797
2005-05-27,504.107
2005-05-30,503.578
2005-05-31,499.011
2005-06-01,501.084
2005-06-02,502.429
2005-06-03,501.87
2005-06-06,504.768
2005-06-07,506.346
2005-06-08,507.965
2005-06-09,503.378
2005-06-10,502.321
2005-06-13,503.547
2005-06-14,504.607
2005-06-15,504.697
2005-06-16,505.863
2005-06-17,507.756
2005-06-20,502.65
2005-06-21,504.814
2005-06-22,504.448
2005-06-23,504.03
2005-06-24,504.223
2005-06-27,504.239
2005-06-28,503.866
2005-06-29,505.914
2005-06-30,506.664
2005-07-01,502.052
2005-07-04,501.301
2005-07-05,502.533
2005-07-06,507.163
2005-07-07,504.988
2005-07-08,510.336
2005-07-11,520.803
2005-07-12,525.196
2005-07-13,525.519
2005-07-14,527.814
2005-07-15,524.346
2005-07-18,524.179
2005-07-19,520.576
2005-07-20,521.407
2005-07-21,527.87
2005-07-22,529.802
2005-07-25,527.446
2005-07-26,528.064
2005-07-27,530.851
2005-07-28,532.019
2005-07-29,535.711
2005-08-01,541.395
2005-08-02,543.677
2005-08-03,549.251
2005-08-04,550.496
2005-08-05,547.318
2005-08-08,550.236
2005-08-09,552.136
2005-08-10,556.576
2005-08-11,558.018
2005-08-12,557.969
2005-08-15,555.64
2005-08-16,557.669
2005-08-17,555.541
2005-08-18,548.07
2005-08-19,550.408
2005-08-22,554.945
2005-08-23,550.115
2005-08-24,548.558
2005-08-25,548.058
2005-08-26,551.872
2005-08-29,548.931
2005-08-30,543.798
2005-08-31,553.207
2005-09-01,564.941
2005-09-02,570.358
2005-09-05,566.286
2005-09-06,570.523
2005-09-07,573.353
2005-09-08,570.524
2005-09-09,573.716
2005-09-12,571.441
2005-09-13,566.809
2005-09-14,572.991
2005-09-15,568.638
2005-09-16,569.904
2005-09-19,566.044
2005-09-20,567.87
2005-09-21,567.539
2005-09-22,558.694
2005-09-23,555.972
2005-09-26,557.466
2005-09-27,553.81
2005-09-28,557.782
2005-09-29,556.76
2005-09-30,566.638
2005-10-03,565.317
2005-10-04,568.09
2005-10-05,567.446
2005-10-06,569.225
2005-10-07,562.415
2005-10-10,562.622
2005-10-11,561.377
2005-10-12,557.111
2005-10-13,544.275
2005-10-14,549.544
2005-10-17,547.814
2005-10-18,540.808
2005-10-19,533.706
2005-10-20,536.922
2005-10-21,534.957
2005-10-24,542.449
2005-10-25,547.148
2005-10-26,546.172
2005-10-27,543.201
2005-10-28,540.466
2005-10-31,544.096
2005-11-01,547.925
2005-11-02,556.075
2005-11-03,560.208
2005-11-04,549.157
2005-11-07,553.838
