Date,WORLD GROWTH Standard (Large+Mid Cap)
2002-08-30,1341.507
2002-09-02,1335.652
2002-09-03,1292.496
2002-09-04,1304.387
2002-09-05,1292.833
2002-09-06,1310.702
2002-09-09,1315.591
2002-09-10,1327.809
2002-09-11,1334.247
2002-09-12,1304.821
2002-09-13,1299.603
2002-09-16,1298.012
2002-09-17,1283.0
2002-09-18,1270.719
2002-09-19,1245.498
2002-09-20,1242.125
2002-09-23,1220.422
2002-09-24,1205.25
2002-09-25,1227.79
2002-09-26,1253.063
2002-09-27,1229.751
2002-09-30,1208.306
2002-10-01,1238.437
2002-10-02,1235.465
2002-10-03,1224.527
2002-10-04,1203.112
2002-10-07,1185.296
2002-10-08,1194.235
2002-10-09,1177.894
2002-10-10,1199.553
2002-10-11,1241.1
2002-10-14,1250.942
2002-10-15,1301.518
2002-10-16,1278.095
2002-10-17,1302.128
2002-10-18,1307.269
2002-10-21,1316.962
2002-10-22,1300.52
2002-10-23,1295.688
2002-10-24,1286.306
2002-10-25,1304.988
2002-10-28,1303.043
2002-10-29,1284.338
2002-10-30,1297.946
2002-10-31,1302.29
2002-11-01,1311.646
2002-11-04,1328.86
2002-11-05,1339.945
2002-11-06,1343.602
2002-11-07,1327.522
2002-11-08,1315.486
2002-11-11,1294.167
2002-11-12,1301.589
2002-11-13,1299.024
2002-11-14,1321.2
2002-11-15,1327.169
2002-11-18,1319.742
2002-11-19,1314.812
2002-11-20,1326.545
2002-11-21,1351.365
2002-11-22,1347.714
2002-11-25,1345.06
2002-11-26,1323.746
2002-11-27,1349.873
2002-11-28,1355.663
2002-11-29,1349.604
2002-12-02,1345.989
2002-12-03,1333.442
2002-12-04,1333.742
2002-12-05,1318.905
2002-12-06,1325.434
2002-12-09,1305.585
2002-12-10,1314.876
2002-12-11,1317.385
2002-12-12,1311.834
2002-12-13,1300.387
2002-12-16,1319.621
2002-12-17,1310.478
2002-12-18,1292.652
2002-12-19,1288.348
2002-12-20,1299.167
2002-12-23,1303.957
2002-12-24,1305.443
2002-12-25,1304.954
2002-12-26,1302.67
2002-12-27,1284.184
2002-12-30,1294.222
2002-12-31,1297.417
2003-01-01,1297.417
2003-01-02,1324.999
2003-01-03,1326.827
2003-01-06,1344.839
2003-01-07,1335.369
2003-01-08,1316.913
2003-01-09,1337.696
2003-01-10,1338.187
2003-01-13,1337.407
2003-01-14,1343.825
2003-01-15,1328.436
2003-01-16,1324.405
2003-01-17,1309.273
2003-01-20,1303.01
2003-01-21,1291.309
2003-01-22,1278.119
2003-01-23,1285.625
2003-01-24,1262.524
2003-01-27,1236.659
2003-01-28,1245.734
2003-01-29,1252.561
2003-01-30,1241.541
2003-01-31,1250.609
2003-02-03,1260.286
2003-02-04,1245.177
2003-02-05,1246.011
2003-02-06,1234.9
2003-02-07,1224.871
2003-02-10,1226.975
2003-02-11,1226.264
2003-02-12,1214.821
2003-02-13,1211.188
2003-02-14,1229.57
2003-02-17,1234.455
2003-02-18,1251.733
2003-02-19,1242.747
2003-02-20,1237.524
2003-02-21,1250.126
2003-02-24,1235.336
2003-02-25,1228.739
2003-02-26,1221.218
2003-02-27,1228.247
2003-02-28,1237.042
2003-03-03,1236.668
2003-03-04,1221.372
2003-03-05,1225.77
2003-03-06,1216.718
2003-03-07,1217.924
2003-03-10,1194.487
2003-03-11,1187.648
2003-03-12,1183.627
2003-03-13,1215.619
2003-03-14,1226.795
2003-03-17,1259.979
2003-03-18,1262.623
2003-03-19,1274.439
2003-03-20,1277.132
2003-03-21,1301.787
2003-03-24,1269.226
2003-03-25,1281.868
2003-03-26,1279.169
2003-03-27,1274.907
2003-03-28,1268.994
2003-03-31,1247.704
2003-04-01,1258.483
2003-04-02,1284.979
2003-04-03,1284.214
2003-04-04,1288.272
2003-04-07,1298.33
2003-04-08,1295.134
2003-04-09,1282.774
2003-04-10,1283.617
2003-04-11,1278.218
2003-04-14,1295.43
2003-04-15,1306.741
2003-04-16,1292.975
2003-04-17,1310.91
2003-04-18,1311.159
2003-04-21,1306.466
2003-04-22,1325.723
2003-04-23,1331.769
2003-04-24,1327.05
2003-04-25,1310.059
2003-04-28,1327.782
2003-04-29,1329.719
2003-04-30,1336.695
2003-05-01,1340.327
2003-05-02,1350.536
2003-05-05,1353.464
2003-05-06,1369.956
2003-05-07,1364.54
2003-05-08,1352.246
2003-05-09,1368.198
2003-05-12,1381.365
2003-05-13,1377.258
2003-05-14,1375.382
2003-05-15,1381.636
2003-05-16,1380.045
2003-05-19,1352.924
2003-05-20,1352.293
2003-05-21,1350.38
2003-05-22,1362.402
2003-05-23,1362.946
2003-05-26,1364.335
2003-05-27,1379.484
2003-05-28,1382.981
2003-05-29,1385.607
2003-05-30,1391.707
2003-06-02,1400.465
2003-06-03,1402.437
2003-06-04,1419.51
2003-06-05,1428.666
2003-06-06,1429.248
2003-06-09,1418.526
2003-06-10,1424.277
2003-06-11,1442.86
2003-06-12,1445.032
2003-06-13,1433.511
2003-06-16,1460.762
2003-06-17,1470.113
2003-06-18,1469.447
2003-06-19,1451.07
2003-06-20,1450.255
2003-06-23,1426.663
2003-06-24,1420.572
2003-06-25,1419.406
2003-06-26,1423.321
2003-06-27,1417.65
2003-06-30,1411.221
2003-07-01,1417.8
2003-07-02,1439.662
2003-07-03,1438.226
2003-07-04,1434.088
2003-07-07,1458.643
2003-07-08,1461.388
2003-07-09,1455.081
2003-07-10,1440.114
2003-07-11,1447.089
2003-07-14,1460.49
2003-07-15,1455.028
2003-07-16,1447.594
2003-07-17,1425.779
2003-07-18,1432.352
2003-07-21,1420.528
2003-07-22,1428.918
2003-07-23,1438.113
2003-07-24,1438.839
2003-07-25,1453.165
2003-07-28,1454.475
2003-07-29,1447.28
2003-07-30,1438.407
2003-07-31,1438.487
2003-08-01,1426.516
2003-08-04,1426.271
2003-08-05,1411.507
2003-08-06,1404.648
2003-08-07,1415.155
2003-08-08,1418.767
2003-08-11,1427.214
2003-08-12,1436.86
2003-08-13,1434.411
2003-08-14,1443.347
2003-08-15,1444.411
2003-08-18,1455.713
2003-08-19,1457.9
2003-08-20,1458.639
2003-08-21,1459.558
2003-08-22,1451.398
2003-08-25,1450.352
2003-08-26,1449.018
2003-08-27,1453.265
2003-08-28,1460.491
2003-08-29,1467.295
2003-09-01,1476.182
2003-09-02,1485.25
2003-09-03,1494.951
2003-09-04,1499.672
2003-09-05,1497.886
2003-09-08,1514.394
2003-09-09,1509.161
2003-09-10,1492.573
2003-09-11,1495.347
2003-09-12,1500.83
2003-09-15,1498.68
2003-09-16,1516.531
2003-09-17,1518.275
2003-09-18,1534.325
2003-09-19,1530.667
2003-09-22,1513.368
2003-09-23,1522.133
2003-09-24,1502.747
2003-09-25,1492.399
2003-09-26,1481.024
2003-09-29,1490.439
2003-09-30,1475.591
2003-10-01,1505.489
2003-10-02,1512.821
2003-10-03,1532.613
2003-10-06,1535.543
2003-10-07,1544.018
2003-10-08,1537.17
2003-10-09,1547.708
2003-10-10,1553.115
2003-10-13,1561.4
2003-10-14,1565.822
2003-10-15,1563.768
2003-10-16,1571.655
2003-10-17,1557.94
2003-10-20,1565.35
2003-10-21,1572.853
2003-10-22,1552.306
2003-10-23,1539.769
2003-10-24,1535.791
2003-10-27,1542.415
2003-10-28,1563.273
2003-10-29,1566.198
2003-10-30,1566.361
2003-10-31,1563.414
2003-11-03,1570.012
2003-11-04,1568.418
2003-11-05,1564.417
2003-11-06,1566.594
2003-11-07,1569.681
2003-11-10,1560.755
2003-11-11,1554.727
2003-11-12,1574.574
2003-11-13,1583.144
2003-11-14,1578.284
2003-11-17,1558.691
2003-11-18,1557.869
2003-11-19,1558.888
2003-11-20,1552.366
2003-11-21,1553.852
2003-11-24,1573.521
2003-11-25,1573.849
2003-11-26,1583.788
2003-11-27,1584.681
2003-11-28,1585.499
2003-12-01,1606.221
2003-12-02,1604.655
2003-12-03,1603.845
2003-12-04,1606.971
2003-12-05,1596.689
2003-12-08,1598.441
2003-12-09,1588.371
2003-12-10,1580.658
2003-12-11,1592.252
2003-12-12,1600.579
2003-12-15,1600.524
2003-12-16,1600.044
2003-12-17,1600.304
2003-12-18,1616.049
2003-12-19,1615.12
2003-12-22,1619.879
2003-12-23,1626.854
2003-12-24,1629.123
2003-12-25,1629.328
2003-12-26,1632.359
2003-12-29,1649.498
2003-12-30,1655.661
2003-12-31,1661.738
2004-01-01,1661.738
2004-01-02,1664.212
2004-01-05,1687.005
2004-01-06,1692.957
2004-01-07,1692.719
2004-01-08,1706.439
2004-01-09,1704.378
2004-01-12,1706.797
2004-01-13,1700.855
2004-01-14,1709.062
2004-01-15,1702.015
2004-01-16,1708.124
2004-01-19,1710.415
2004-01-20,1717.038
2004-01-21,1726.164
2004-01-22,1727.773
2004-01-23,1726.355
2004-01-26,1731.376
2004-01-27,1722.975
2004-01-28,1707.294
2004-01-29,1696.71
2004-01-30,1695.726
2004-02-02,1701.485
2004-02-03,1707.453
2004-02-04,1690.454
2004-02-05,1694.843
2004-02-06,1718.436
2004-02-09,1720.284
2004-02-10,1727.3
2004-02-11,1734.001
2004-02-12,1736.899
2004-02-13,1729.963
2004-02-16,1730.415
2004-02-17,1749.233
2004-02-18,1744.363
2004-02-19,1737.288
2004-02-20,1724.288
2004-02-23,1719.064
2004-02-24,1716.459
2004-02-25,1716.808
2004-02-26,1714.627
2004-02-27,1716.289
2004-03-01,1737.272
2004-03-02,1725.538
2004-03-03,1715.868
2004-03-04,1724.72
2004-03-05,1735.103
2004-03-08,1722.132
2004-03-09,1715.096
2004-03-10,1690.065
2004-03-11,1662.455
2004-03-12,1671.56
2004-03-15,1650.421
2004-03-16,1665.307
2004-03-17,1680.374
2004-03-18,1681.42
2004-03-19,1670.114
2004-03-22,1649.711
2004-03-23,1645.728
2004-03-24,1643.259
2004-03-25,1668.714
2004-03-26,1668.848
2004-03-29,1690.451
2004-03-30,1694.539
2004-03-31,1699.041
2004-04-01,1714.898
2004-04-02,1727.948
2004-04-05,1734.195
2004-04-06,1728.553
2004-04-07,1729.118
2004-04-08,1726.304
2004-04-09,1723.258
2004-04-12,1730.84
2004-04-13,1714.46
2004-04-14,1704.097
2004-04-15,1701.363
2004-04-16,1710.775
2004-04-19,1714.924
2004-04-20,1698.986
2004-04-21,1696.246
2004-04-22,1710.964
2004-04-23,1718.611
2004-04-26,1716.83
2004-04-27,1715.57
2004-04-28,1687.079
2004-04-29,1679.399
2004-04-30,1665.175
2004-05-03,1674.264
2004-05-04,1686.291
2004-05-05,1694.891
2004-05-06,1675.425
2004-05-07,1655.016
2004-05-10,1619.857
2004-05-11,1632.196
2004-05-12,1635.452
2004-05-13,1630.103
2004-05-14,1622.901
2004-05-17,1607.171
2004-05-18,1619.828
2004-05-19,1636.475
2004-05-20,1626.712
2004-05-21,1638.681
2004-05-24,1640.351
2004-05-25,1655.821
2004-05-26,1664.86
2004-05-27,1684.327
2004-05-28,1681.588
2004-05-31,1682.536
2004-06-01,1680.59
2004-06-02,1683.905
2004-06-03,1670.949
2004-06-04,1680.045
2004-06-07,1710.994
2004-06-08,1714.6
2004-06-09,1695.319
2004-06-10,1699.722
2004-06-11,1694.548
2004-06-14,1678.445
2004-06-15,1687.714
2004-06-16,1692.701
2004-06-17,1691.083
2004-06-18,1694.973
2004-06-21,1690.423
2004-06-22,1688.579
2004-06-23,1697.86
2004-06-24,1705.639
2004-06-25,1700.135
2004-06-28,1705.016
2004-06-29,1701.942
2004-06-30,1704.462
2004-07-01,1692.952
2004-07-02,1688.837
2004-07-05,1683.379
2004-07-06,1668.844
2004-07-07,1675.056
2004-07-08,1667.299
2004-07-09,1671.039
2004-07-12,1670.086
2004-07-13,1667.156
2004-07-14,1662.945
2004-07-15,1652.369
2004-07-16,1650.078
2004-07-19,1644.71
2004-07-20,1651.036
2004-07-21,1634.682
2004-07-22,1633.003
2004-07-23,1610.971
2004-07-26,1602.662
2004-07-27,1608.724
2004-07-28,1607.642
2004-07-29,1617.417
2004-07-30,1622.726
2004-08-02,1625.936
2004-08-03,1619.669
2004-08-04,1611.343
2004-08-05,1594.916
2004-08-06,1576.854
2004-08-09,1570.41
2004-08-10,1588.426
2004-08-11,1577.336
2004-08-12,1564.967
2004-08-13,1568.37
2004-08-16,1582.039
2004-08-17,1588.855
2004-08-18,1602.436
2004-08-19,1607.196
2004-08-20,1610.116
2004-08-23,1612.003
2004-08-24,1607.234
2004-08-25,1616.459
2004-08-26,1620.296
2004-08-27,1626.372
2004-08-30,1615.587
2004-08-31,1617.635
2004-09-01,1626.477
2004-09-02,1638.552
2004-09-03,1626.646
2004-09-06,1632.907
2004-09-07,1639.177
2004-09-08,1638.199
2004-09-09,1637.462
2004-09-10,1651.451
2004-09-13,1659.297
2004-09-14,1664.14
2004-09-15,1645.955
2004-09-16,1648.009
2004-09-17,1653.575
2004-09-20,1648.126
2004-09-21,1659.832
2004-09-22,1642.448
2004-09-23,1640.938
2004-09-24,1637.116
2004-09-27,1627.136
2004-09-28,1634.152
2004-09-29,1643.901
2004-09-30,1650.161
2004-10-01,1675.051
2004-10-04,1681.81
2004-10-05,1682.845
2004-10-06,1688.486
2004-10-07,1674.489
2004-10-08,1669.677
2004-10-11,1670.369
2004-10-12,1657.183
2004-10-13,1651.882
2004-10-14,1642.506
2004-10-15,1648.452
2004-10-18,1655.671
2004-10-19,1657.054
2004-10-20,1657.157
2004-10-21,1664.099
2004-10-22,1652.414
2004-10-25,1647.163
2004-10-26,1662.024
2004-10-27,1684.857
2004-10-28,1692.005
2004-10-29,1690.573
2004-11-01,1693.727
2004-11-02,1701.692
2004-11-03,1720.509
2004-11-04,1735.409
2004-11-05,1748.283
2004-11-08,1746.106
2004-11-09,1742.737
2004-11-10,1739.256
2004-11-11,1751.516
2004-11-12,1768.972
2004-11-15,1775.759
2004-11-16,1767.254
2004-11-17,1782.727
2004-11-18,1781.661
2004-11-19,1769.272
2004-11-22,1767.429
2004-11-23,1768.433
2004-11-24,1778.203
2004-11-25,1786.582
2004-11-26,1785.222
2004-11-29,1787.032
2004-11-30,1775.96
2004-12-01,1797.212
2004-12-02,1802.695
2004-12-03,1808.762
2004-12-06,1805.723
2004-12-07,1793.365
2004-12-08,1787.35
2004-12-09,1785.445
2004-12-10,1780.472
2004-12-13,1795.674
2004-12-14,1802.362
2004-12-15,1812.046
2004-12-16,1806.654
2004-12-17,1792.96
2004-12-20,1800.436
2004-12-21,1807.678
2004-12-22,1816.662
2004-12-23,1823.164
2004-12-24,1828.342
2004-12-27,1829.613
2004-12-28,1839.148
2004-12-29,1837.109
2004-12-30,1844.026
2004-12-31,1842.854
2005-01-03,1830.575
2005-01-04,1808.223
2005-01-05,1797.944
2005-01-06,1795.863
2005-01-07,1794.394
2005-01-10,1801.748
2005-01-11,1797.543
2005-01-12,1805.516
2005-01-13,1792.61
2005-01-14,1796.087
2005-01-17,1799.981
2005-01-18,1803.369
2005-01-19,1794.931
2005-01-20,1777.174
2005-01-21,1771.127
2005-01-24,1768.749
2005-01-25,1770.501
2005-01-26,1786.668
2005-01-27,1787.751
2005-01-28,1781.267
2005-01-31,1793.17
2005-02-01,1799.662
2005-02-02,1806.739
2005-02-03,1796.113
2005-02-04,1812.394
2005-02-07,1809.911
2005-02-08,1807.226
2005-02-09,1798.03
2005-02-10,1807.273
2005-02-11,1819.699
2005-02-14,1828.094
2005-02-15,1834.38
2005-02-16,1830.391
2005-02-17,1825.772
2005-02-18,1828.909
2005-02-21,1831.192
2005-02-22,1822.356
2005-02-23,1816.853
2005-02-24,1824.539
2005-02-25,1841.216
2005-02-28,1838.901
2005-03-01,1845.918
2005-03-02,1842.918
2005-03-03,1844.785
2005-03-04,1863.411
2005-03-07,1866.038
2005-03-08,1864.988
2005-03-09,1857.036
2005-03-10,1853.05
2005-03-11,1847.673
2005-03-14,1844.712
2005-03-15,1839.858
2005-03-16,1832.331
2005-03-17,1830.711
2005-03-18,1826.479
2005-03-21,1817.037
2005-03-22,1812.176
2005-03-23,1799.166
2005-03-24,1797.898
2005-03-25,1798.772
2005-03-28,1797.621
2005-03-29,1788.187
2005-03-30,1802.128
2005-03-31,1803.352
2005-04-01,1797.163
2005-04-04,1789.944
2005-04-05,1802.645
2005-04-06,1806.137
2005-04-07,1817.957
2005-04-08,1809.595
2005-04-11,1811.47
2005-04-12,1808.832
2005-04-13,1801.761
2005-04-14,1784.052
2005-04-15,1763.906
2005-04-18,1752.174
2005-04-19,1766.656
2005-04-20,1756.381
2005-04-21,1777.348
2005-04-22,1774.263
2005-04-25,1779.702
2005-04-26,1768.036
2005-04-27,1763.926
2005-04-28,1751.816
2005-04-29,1764.075
2005-05-02,1768.239
2005-05-03,1772.602
2005-05-04,1791.758
2005-05-05,1792.908
2005-05-06,1795.042
2005-05-09,1797.015
2005-05-10,1785.664
2005-05-11,1785.089
2005-05-12,1775.019
2005-05-13,1770.182
2005-05-16,1774.79
2005-05-17,1780.343
2005-05-18,1796.339
2005-05-19,1806.479
2005-05-20,1802.126
2005-05-23,1812.983
2005-05-24,1814.808
2005-05-25,1808.771
2005-05-26,1817.009
2005-05-27,1820.491
2005-05-30,1822.576
2005-05-31,1809.896
2005-06-01,1823.133
2005-06-02,1828.031
2005-06-03,1821.05
2005-06-06,1822.403
2005-06-07,1826.421
2005-06-08,1826.354
2005-06-09,1823.74
2005-06-10,1818.968
2005-06-13,1817.745
2005-06-14,1821.033
