Date,BELGIUM GROWTH Standard (Large+Mid Cap)
1988-05-31,600.466
1988-06-30,610.25
1988-07-29,578.288
1988-08-31,564.233
1988-09-30,631.975
1988-10-31,678.62
1988-11-30,693.122
1988-12-30,703.591
1989-01-31,695.93
1989-02-28,667.201
1989-03-31,664.041
1989-04-28,685.731
1989-05-31,661.6
1989-06-30,659.527
1989-07-31,694.761
1989-08-31,692.389
1989-09-29,765.605
1989-10-31,727.951
1989-11-30,780.881
1989-12-29,815.667
1990-01-31,793.953
1990-02-28,717.87
1990-03-30,777.638
1990-04-30,762.929
1990-05-31,782.197
1990-06-29,799.553
1990-07-31,839.697
1990-08-31,768.396
1990-09-28,687.128
1990-10-31,721.228
1990-11-30,675.289
1990-12-31,684.492
1991-01-31,666.772
1991-02-28,766.882
1991-03-29,709.659
1991-04-30,692.742
1991-05-31,688.392
1991-06-28,648.865
1991-07-31,668.769
1991-08-30,670.207
1991-09-30,682.827
1991-10-31,689.938
1991-11-29,702.129
1991-12-31,779.692
1992-01-31,776.339
1992-02-28,769.215
1992-03-31,759.662
1992-04-30,770.891
1992-05-29,777.971
1992-06-30,793.509
1992-07-31,819.321
1992-08-31,780.883
1992-09-30,806.251
1992-10-30,737.294
1992-11-30,736.346
1992-12-31,711.214
1993-01-29,737.22
1993-02-26,725.474
1993-03-31,789.847
1993-04-30,771.975
1993-05-31,761.279
1993-06-30,774.959
1993-07-30,757.399
1993-08-31,751.215
1993-09-30,758.206
1993-10-29,794.442
1993-11-30,798.655
1993-12-31,843.762
1994-01-31,875.998
1994-02-28,881.189
1994-03-31,873.254
1994-04-29,911.379
1994-05-31,896.399
1994-06-30,888.786
1994-07-29,927.739
1994-08-31,933.072
1994-09-30,882.321
1994-10-31,912.203
1994-11-30,876.967
1994-12-30,885.582
1995-01-31,868.35
1995-02-28,875.01
1995-03-31,926.821
1995-04-28,963.892
1995-05-31,952.255
1995-06-30,954.172
1995-07-31,989.685
1995-08-31,946.836
1995-09-29,979.622
1995-10-31,977.182
1995-11-30,983.341
1995-12-29,1024.436
1996-01-31,1033.183
1996-02-29,1016.902
1996-03-29,988.6
1996-04-30,1014.482
1996-05-31,1026.287
1996-06-28,1011.61
1996-07-31,1039.953
1996-08-30,1034.018
1996-09-30,1052.67
1996-10-31,1074.419
1996-11-29,1114.65
1996-12-31,1131.039
1997-01-31,1154.927
1997-02-28,1160.597
1997-03-31,1159.043
1997-04-30,1156.26
1997-05-30,1194.664
1997-06-30,1250.443
1997-07-31,1272.27
1997-08-29,1179.065
1997-09-30,1237.296
1997-10-31,1198.326
1997-11-28,1225.496
1997-12-31,1246.706
1998-01-30,1303.374
1998-02-27,1367.236
1998-03-31,1491.827
1998-04-30,1586.553
1998-05-29,1675.627
1998-06-30,1798.974
1998-07-31,1876.541
1998-08-31,1716.977
1998-09-30,1622.173
1998-10-30,1753.997
1998-11-30,1761.273
1998-12-31,1950.614
1999-01-29,1878.274
1999-02-26,1786.943
1999-03-31,1593.522
1999-04-30,1507.893
1999-05-31,1445.437
1999-06-30,1462.955
1999-07-30,1444.292
1999-08-31,1537.625
1999-09-30,1467.389
1999-10-29,1458.714
1999-11-30,1456.749
1999-12-31,1521.923
2000-01-31,1203.869
2000-02-29,1097.878
2000-03-31,1126.723
2000-04-28,1077.264
2000-05-31,1124.842
2000-06-30,1223.315
2000-07-31,1261.278
2000-08-31,1255.822
2000-09-29,1206.944
2000-10-31,1198.719
2000-11-30,1150.845
2000-12-29,1265.072
2001-01-31,1237.483
2001-02-28,1196.974
2001-03-30,1068.568
2001-04-30,1052.358
2001-05-31,994.155
2001-06-29,1026.525
2001-07-31,1108.946
2001-08-31,1137.195
2001-09-28,1024.383
2001-10-31,971.807
2001-11-30,1001.199
2001-12-31,1019.718
2002-01-31,1000.952
2002-02-28,1010.05
2002-03-29,1027.465
2002-04-30,1069.175
2002-05-31,1081.969
2002-06-28,1080.655
2002-07-31,975.456
2002-08-30,970.68
2002-09-30,841.582
2002-10-31,834.836
2002-11-29,899.212
2002-12-31,965.571
2003-01-31,952.637
2003-02-28,865.609
2003-03-31,865.466
2003-04-30,938.137
2003-05-30,1017.945
2003-06-30,999.856
2003-07-31,989.026
2003-08-29,1016.581
2003-09-30,1088.812
2003-10-31,1110.315
2003-11-28,1159.061
2003-12-31,1275.525
2004-01-30,1299.716
2004-02-27,1347.771
2004-03-31,1284.295
2004-04-30,1279.942
2004-05-31,1322.869
2004-06-30,1351.209
2004-07-30,1341.727
2004-08-31,1409.095
2004-09-30,1515.637
2004-10-29,1609.294
2004-11-30,1697.579
2004-12-31,1759.08
2005-01-31,1727.181
2005-02-28,1828.822
2005-03-31,1774.202
2005-04-29,1697.721
2005-05-31,1653.365
2005-06-30,1643.931
2005-07-29,1707.845
2005-08-31,1762.39
2005-09-30,1768.919
2005-10-31,1727.142
2005-11-30,1748.887
2005-12-30,1795.784
2006-01-31,1903.747
2006-02-28,1923.765
2006-03-31,1977.41
2006-04-28,2111.556
2006-05-31,2031.081
2006-06-30,2061.569
2006-07-31,2103.167
2006-08-31,2135.779
2006-09-29,2205.479
2006-10-31,2260.973
2006-11-30,2377.159
2006-12-29,2530.774
2007-01-31,2525.313
2007-02-28,2468.621
2007-03-30,2562.31
2007-04-30,2756.45
2007-05-31,2847.538
2007-06-29,2797.163
2007-07-31,2746.944
2007-08-31,2695.559
2007-09-28,2835.881
2007-10-31,2913.838
2007-11-30,2802.747
2007-12-31,2790.639
2008-01-31,2602.282
2008-02-29,2781.503
2008-03-31,2798.739
2008-04-30,2815.294
2008-05-30,2727.825
2008-06-30,2504.643
2008-07-31,2413.025
2008-08-29,2393.973
2008-09-30,1973.476
2008-10-31,1384.053
2008-11-28,1102.771
2008-12-31,1356.083
2009-01-30,1445.908
2009-02-27,1495.236
2009-03-31,1496.169
2009-04-30,1649.161
2009-05-29,1840.978
2009-06-30,1851.436
2009-07-31,1998.499
2009-08-31,2178.613
2009-09-30,2304.768
2009-10-30,2362.96
2009-11-30,2492.826
2009-12-31,2570.268
2010-01-29,2472.812
2010-02-26,2463.313
2010-03-31,2505.714
2010-04-30,2459.663
2010-05-31,2379.099
2010-06-30,2402.364
2010-07-30,2615.522
2010-08-31,2593.491
2010-09-30,2942.192
2010-10-29,3135.882
2010-11-30,2781.543
2010-12-31,2953.114
2011-01-31,2869.746
2011-02-28,2899.697
2011-03-31,2947.073
2011-04-29,3327.532
2011-05-31,3155.423
2011-06-30,2979.754
2011-07-29,2918.404
2011-08-31,2813.215
2011-09-30,2603.324
2011-10-31,2754.208
2011-11-30,2858.708
2011-12-30,2905.629
2012-01-31,2927.626
2012-02-29,3215.328
2012-03-30,3450.664
2012-04-30,3465.231
2012-05-31,3245.457
2012-06-29,3663.053
2012-07-31,3704.842
2012-08-31,3922.546
2012-09-28,4004.778
2012-10-31,3955.583
2012-11-30,4115.59
2012-12-31,4132.067
2013-01-31,4145.492
2013-02-28,4396.026
2013-03-29,4576.885
2013-04-30,4517.631
2013-05-31,4412.617
2013-06-28,4218.252
2013-07-31,4539.449
2013-08-30,4479.031
2013-09-30,4808.321
2013-10-31,5051.617
2013-11-29,5003.047
2013-12-31,5224.178
2014-01-31,4754.45
2014-02-28,5211.747
2014-03-31,5217.658
2014-04-30,5372.45
2014-05-30,5463.282
2014-06-30,5591.707
2014-07-31,5380.231
2014-08-29,5530.618
2014-09-30,5420.166
2014-10-31,5280.947
2014-11-28,5598.833
2014-12-31,5429.895
2015-01-30,5698.169
2015-02-27,5990.445
2015-03-31,5772.145
2015-04-30,5865.154
2015-05-29,5843.305
2015-06-30,5832.143
2015-07-31,5903.097
2015-08-31,5444.097
2015-09-30,5269.016
2015-10-30,5825.185
2015-11-30,6157.43
2015-12-31,5992.697
2016-01-29,5959.995
2016-02-29,5428.598
2016-03-31,5942.481
2016-04-29,5973.042
2016-05-31,6078.842
2016-06-30,6230.15
2016-07-29,6223.427
2016-08-31,6029.363
2016-09-30,6328.019
2016-10-31,5583.321
2016-11-30,5164.478
2016-12-30,5241.347
2017-01-31,5173.964
2017-02-28,5417.308
2017-03-31,5503.933
2017-04-28,5630.682
2017-05-31,5870.796
2017-06-30,5607.103
2017-07-31,6106.341
2017-08-31,5992.653
2017-09-29,6096.654
2017-10-31,6255.16
2017-11-30,6079.561
2017-12-29,5971.778
2018-01-31,6180.717
2018-02-28,5879.297
2018-03-30,5947.121
2018-04-30,5597.601
2018-05-31,5333.118
2018-06-29,5588.344
2018-07-31,5708.691
2018-08-31,5443.731
2018-09-28,5189.887
2018-10-31,4481.066
2018-11-30,4568.84
2018-12-31,4084.739
2019-01-31,4583.893
2019-02-28,4644.75
2019-03-29,4893.813
2019-04-30,5039.579
2019-05-31,4568.692
2019-06-28,4916.006
2019-07-31,5376.267
2019-08-30,5084.622
2019-09-30,5154.73
2019-10-31,4633.746
2019-11-29,4628.401
2019-12-31,4795.23
2020-01-31,4658.012
2020-02-28,3766.718
2020-03-31,3210.173
2020-04-30,3464.849
2020-05-29,3530.132
2020-06-30,3670.602
2020-07-31,3800.484
2020-08-31,3532.558
2020-09-30,3461.529
2020-10-30,3137.056
2020-11-30,3522.99
2020-12-31,3524.151
2021-01-29,3649.628
2021-02-26,3699.927
2021-03-31,3377.922
2021-04-30,3554.787
2021-05-31,3550.818
2021-06-30,3680.758
2021-07-30,3834.62
2021-08-31,4006.09
2021-09-30,3627.063
2021-10-29,3650.116
2021-11-30,3423.477
2021-12-31,3516.087
2022-01-31,3025.94
2022-02-28,3249.952
2022-03-31,3419.01
2022-04-29,3161.705
2022-05-31,3040.28
2022-06-30,2874.489
2022-07-29,2925.652
2022-08-31,2710.168
2022-09-30,2502.976
2022-10-31,2727.372
2022-11-30,2971.128
2022-12-30,2985.425
2023-01-31,3008.161
2023-02-28,3001.208
2023-03-31,3143.477
2023-04-28,3154.667
2023-05-31,2812.185
2023-06-30,2922.692
2023-07-31,3153.979
2023-08-31,3132.528
2023-09-29,3024.609
2023-10-31,2958.95
2023-11-30,3133.356
2023-12-29,3139.714
2024-01-31,3109.959
2024-02-29,3116.369
2024-03-29,3234.921
2024-04-30,3210.833
2024-05-31,3323.313
2024-06-28,3349.165
2024-07-31,3621.259
2024-08-30,3773.728
2024-09-30,3951.113
2024-10-31,3884.107
2024-11-29,3796.656
2024-12-31,3733.099
2025-01-31,3810.438
2025-02-28,3818.569
2025-03-31,3692.741
2025-04-30,3992.754
2025-05-30,3934.103
2025-06-30,3906.342
2025-07-31,4106.879
