Date,BELGIUM GROWTH Standard (Large+Mid Cap)
2002-03-26,1397.765
2002-03-27,1383.726
2002-03-28,1390.235
2002-03-29,1390.235
2002-04-01,1401.629
2002-04-02,1401.833
2002-04-03,1410.621
2002-04-04,1419.113
2002-04-05,1390.65
2002-04-08,1376.836
2002-04-09,1377.83
2002-04-10,1391.528
2002-04-11,1395.507
2002-04-12,1404.149
2002-04-15,1403.966
2002-04-16,1418.966
2002-04-17,1419.882
2002-04-18,1414.234
2002-04-19,1427.365
2002-04-22,1429.701
2002-04-23,1446.077
2002-04-24,1452.565
2002-04-25,1450.905
2002-04-26,1443.787
2002-04-29,1436.644
2002-04-30,1446.671
2002-05-01,1454.859
2002-05-02,1444.526
2002-05-03,1468.218
2002-05-06,1481.005
2002-05-07,1465.281
2002-05-08,1486.621
2002-05-09,1486.058
2002-05-10,1494.44
2002-05-13,1506.692
2002-05-14,1502.492
2002-05-15,1489.432
2002-05-16,1486.772
2002-05-17,1501.51
2002-05-20,1488.723
2002-05-21,1478.733
2002-05-22,1490.563
2002-05-23,1481.24
2002-05-24,1439.696
2002-05-27,1436.145
2002-05-28,1451.307
2002-05-29,1465.786
2002-05-30,1469.675
2002-05-31,1472.052
2002-06-03,1470.46
2002-06-04,1458.147
2002-06-05,1455.32
2002-06-06,1470.608
2002-06-07,1466.467
2002-06-10,1478.261
2002-06-11,1467.37
2002-06-12,1441.055
2002-06-13,1402.622
2002-06-14,1391.638
2002-06-17,1432.01
2002-06-18,1426.065
2002-06-19,1405.825
2002-06-20,1394.196
2002-06-21,1403.937
2002-06-24,1399.401
2002-06-25,1409.196
2002-06-26,1446.109
2002-06-27,1448.536
2002-06-28,1474.908
2002-07-01,1472.877
2002-07-02,1451.701
2002-07-03,1414.363
2002-07-04,1437.938
2002-07-05,1475.945
2002-07-08,1484.735
2002-07-09,1482.482
2002-07-10,1432.842
2002-07-11,1390.177
2002-07-12,1384.514
2002-07-15,1368.633
2002-07-16,1366.786
2002-07-17,1368.649
2002-07-18,1388.366
2002-07-19,1344.549
2002-07-22,1277.227
2002-07-23,1245.468
2002-07-24,1214.17
2002-07-25,1283.599
2002-07-26,1273.995
2002-07-29,1335.212
2002-07-30,1346.856
2002-07-31,1331.33
2002-08-01,1295.983
2002-08-02,1274.61
2002-08-05,1232.59
2002-08-06,1239.596
2002-08-07,1264.18
2002-08-08,1297.741
2002-08-09,1318.744
2002-08-12,1315.664
2002-08-13,1305.211
2002-08-14,1297.32
2002-08-15,1332.868
2002-08-16,1321.979
2002-08-19,1349.919
2002-08-20,1322.368
2002-08-21,1348.235
2002-08-22,1355.559
2002-08-23,1357.199
2002-08-26,1361.031
2002-08-27,1412.9
2002-08-28,1356.735
2002-08-29,1323.048
2002-08-30,1324.811
2002-09-02,1318.486
2002-09-03,1291.097
2002-09-04,1285.998
2002-09-05,1274.142
2002-09-06,1294.641
2002-09-09,1276.339
2002-09-10,1276.668
2002-09-11,1306.765
2002-09-12,1277.891
2002-09-13,1259.603
2002-09-16,1245.206
2002-09-17,1230.007
2002-09-18,1199.268
2002-09-19,1181.21
2002-09-20,1171.661
2002-09-23,1128.772
2002-09-24,1101.519
2002-09-25,1132.122
2002-09-26,1154.198
2002-09-27,1156.105
2002-09-30,1148.615
2002-10-01,1154.118
2002-10-02,1183.303
2002-10-03,1154.798
2002-10-04,1125.225
2002-10-07,1104.531
2002-10-08,1091.166
2002-10-09,1084.813
2002-10-10,1092.633
2002-10-11,1140.072
2002-10-14,1139.636
2002-10-15,1190.234
2002-10-16,1190.951
2002-10-17,1184.9
2002-10-18,1167.295
2002-10-21,1175.673
2002-10-22,1177.638
2002-10-23,1154.735
2002-10-24,1152.669
2002-10-25,1146.887
2002-10-28,1151.42
2002-10-29,1130.829
2002-10-30,1136.522
2002-10-31,1139.608
2002-11-01,1146.594
2002-11-04,1169.793
2002-11-05,1192.867
2002-11-06,1184.6
2002-11-07,1198.8
2002-11-08,1199.041
2002-11-11,1196.793
2002-11-12,1193.527
2002-11-13,1173.621
2002-11-14,1191.311
2002-11-15,1199.198
2002-11-18,1215.178
2002-11-19,1219.486
2002-11-20,1222.83
2002-11-21,1246.886
2002-11-22,1246.951
2002-11-25,1245.386
2002-11-26,1238.116
2002-11-27,1258.491
2002-11-28,1241.475
2002-11-29,1227.486
2002-12-02,1225.055
2002-12-03,1231.556
2002-12-04,1237.314
2002-12-05,1229.994
2002-12-06,1228.892
2002-12-09,1219.503
2002-12-10,1233.331
2002-12-11,1240.292
2002-12-12,1251.311
2002-12-13,1245.281
2002-12-16,1236.663
2002-12-17,1246.374
2002-12-18,1235.65
2002-12-19,1232.956
2002-12-20,1249.875
2002-12-23,1262.931
2002-12-24,1282.071
2002-12-25,1282.071
2002-12-26,1285.304
2002-12-27,1263.878
2002-12-30,1295.19
2002-12-31,1318.071
2003-01-01,1318.071
2003-01-02,1304.781
2003-01-03,1298.389
2003-01-06,1301.077
2003-01-07,1290.641
2003-01-08,1276.129
2003-01-09,1299.41
2003-01-10,1303.587
2003-01-13,1308.477
2003-01-14,1320.438
2003-01-15,1319.889
2003-01-16,1308.899
2003-01-17,1320.879
2003-01-20,1325.222
2003-01-21,1325.249
2003-01-22,1308.868
2003-01-23,1306.798
2003-01-24,1309.74
2003-01-27,1286.712
2003-01-28,1293.714
2003-01-29,1292.138
2003-01-30,1278.219
2003-01-31,1301.08
2003-02-03,1280.884
2003-02-04,1293.482
2003-02-05,1282.933
2003-02-06,1267.406
2003-02-07,1245.218
2003-02-10,1218.685
2003-02-11,1231.229
2003-02-12,1217.757
2003-02-13,1210.391
2003-02-14,1221.637
2003-02-17,1221.106
2003-02-18,1225.84
2003-02-19,1225.444
2003-02-20,1233.001
2003-02-21,1215.611
2003-02-24,1196.548
2003-02-25,1163.674
2003-02-26,1157.052
2003-02-27,1150.13
2003-02-28,1182.22
2003-03-03,1173.18
2003-03-04,1174.238
2003-03-05,1170.146
2003-03-06,1150.108
2003-03-07,1137.645
2003-03-10,1135.234
2003-03-11,1135.599
2003-03-12,1094.66
2003-03-13,1128.462
2003-03-14,1146.419
2003-03-17,1144.323
2003-03-18,1144.234
2003-03-19,1147.158
2003-03-20,1145.684
2003-03-21,1169.765
2003-03-24,1161.685
2003-03-25,1163.536
2003-03-26,1169.986
2003-03-27,1171.714
2003-03-28,1178.789
2003-03-31,1182.025
2003-04-01,1192.327
2003-04-02,1215.26
2003-04-03,1217.134
2003-04-04,1232.245
2003-04-07,1238.357
2003-04-08,1219.379
2003-04-09,1217.627
2003-04-10,1234.414
2003-04-11,1222.445
2003-04-14,1223.034
2003-04-15,1242.566
2003-04-16,1249.4
2003-04-17,1255.66
2003-04-18,1255.66
2003-04-21,1250.248
2003-04-22,1266.539
2003-04-23,1266.577
2003-04-24,1278.491
2003-04-25,1252.33
2003-04-28,1253.14
2003-04-29,1257.117
2003-04-30,1283.176
2003-05-01,1294.961
2003-05-02,1277.082
2003-05-05,1287.147
2003-05-06,1322.956
2003-05-07,1345.05
2003-05-08,1322.995
2003-05-09,1341.523
2003-05-12,1354.04
2003-05-13,1341.48
2003-05-14,1342.698
2003-05-15,1336.469
2003-05-16,1370.803
2003-05-19,1372.773
2003-05-20,1401.865
2003-05-21,1388.692
2003-05-22,1401.397
2003-05-23,1413.257
2003-05-26,1416.213
2003-05-27,1415.486
2003-05-28,1400.698
2003-05-29,1409.651
2003-05-30,1400.541
2003-06-02,1417.025
2003-06-03,1422.022
2003-06-04,1428.433
2003-06-05,1444.029
2003-06-06,1435.981
2003-06-09,1433.763
2003-06-10,1417.131
2003-06-11,1411.608
2003-06-12,1414.619
2003-06-13,1403.648
2003-06-16,1412.186
2003-06-17,1408.727
2003-06-18,1396.261
2003-06-19,1394.499
2003-06-20,1391.731
2003-06-23,1372.086
2003-06-24,1347.373
2003-06-25,1370.886
2003-06-26,1352.061
2003-06-27,1356.871
2003-06-30,1378.063
2003-07-01,1378.532
2003-07-02,1375.709
2003-07-03,1365.929
2003-07-04,1354.327
2003-07-07,1361.074
2003-07-08,1348.185
2003-07-09,1351.433
2003-07-10,1349.871
2003-07-11,1350.684
2003-07-14,1359.033
2003-07-15,1350.912
2003-07-16,1334.365
2003-07-17,1343.014
2003-07-18,1340.055
2003-07-21,1352.341
2003-07-22,1362.146
2003-07-23,1374.158
2003-07-24,1384.822
2003-07-25,1398.674
2003-07-28,1390.09
2003-07-29,1384.336
2003-07-30,1375.779
2003-07-31,1363.137
2003-08-01,1356.484
2003-08-04,1368.056
2003-08-05,1382.892
2003-08-06,1376.336
2003-08-07,1391.88
2003-08-08,1388.232
2003-08-11,1396.635
2003-08-12,1399.151
2003-08-13,1397.77
2003-08-14,1398.899
2003-08-15,1405.604
2003-08-18,1405.534
2003-08-19,1404.071
2003-08-20,1403.152
2003-08-21,1392.901
2003-08-22,1387.743
2003-08-25,1387.688
2003-08-26,1374.191
2003-08-27,1385.222
2003-08-28,1394.949
2003-08-29,1401.114
2003-09-01,1407.488
2003-09-02,1394.281
2003-09-03,1407.371
2003-09-04,1415.238
2003-09-05,1432.349
2003-09-08,1453.402
2003-09-09,1452.372
2003-09-10,1441.137
2003-09-11,1441.028
2003-09-12,1454.953
2003-09-15,1459.106
2003-09-16,1453.398
2003-09-17,1463.223
2003-09-18,1464.737
2003-09-19,1481.167
2003-09-22,1487.066
2003-09-23,1484.936
2003-09-24,1490.378
2003-09-25,1490.13
2003-09-26,1487.93
2003-09-29,1493.859
2003-09-30,1500.668
2003-10-01,1518.279
2003-10-02,1504.762
2003-10-03,1500.81
2003-10-06,1499.918
2003-10-07,1514.721
2003-10-08,1518.263
2003-10-09,1514.185
2003-10-10,1520.69
2003-10-13,1514.477
2003-10-14,1515.444
2003-10-15,1525.584
2003-10-16,1537.884
2003-10-17,1524.506
2003-10-20,1537.301
2003-10-21,1539.754
2003-10-22,1545.332
2003-10-23,1532.328
2003-10-24,1537.484
2003-10-27,1543.777
2003-10-28,1539.508
2003-10-29,1534.954
2003-10-30,1539.762
2003-10-31,1530.598
2003-11-03,1515.604
2003-11-04,1526.333
2003-11-05,1525.528
2003-11-06,1527.911
2003-11-07,1545.574
2003-11-10,1550.179
2003-11-11,1553.175
2003-11-12,1569.057
2003-11-13,1575.615
2003-11-14,1589.207
2003-11-17,1580.823
2003-11-18,1584.129
2003-11-19,1592.111
2003-11-20,1591.392
2003-11-21,1598.441
2003-11-24,1578.373
2003-11-25,1587.494
2003-11-26,1606.11
2003-11-27,1598.325
2003-11-28,1597.796
2003-12-01,1609.96
2003-12-02,1633.265
2003-12-03,1644.69
2003-12-04,1632.249
2003-12-05,1636.099
2003-12-08,1636.578
2003-12-09,1639.786
2003-12-10,1638.985
2003-12-11,1623.55
2003-12-12,1633.801
2003-12-15,1640.828
2003-12-16,1644.669
2003-12-17,1659.555
2003-12-18,1671.508
2003-12-19,1675.215
2003-12-22,1699.107
2003-12-23,1711.824
2003-12-24,1715.663
2003-12-25,1715.663
2003-12-26,1714.974
2003-12-29,1728.887
2003-12-30,1741.343
2003-12-31,1758.345
2004-01-01,1758.345
2004-01-02,1766.096
2004-01-05,1778.241
2004-01-06,1798.601
2004-01-07,1777.195
2004-01-08,1791.901
2004-01-09,1811.253
2004-01-12,1797.367
2004-01-13,1800.678
2004-01-14,1799.68
2004-01-15,1795.356
2004-01-16,1786.605
2004-01-19,1790.958
2004-01-20,1812.658
2004-01-21,1830.465
2004-01-22,1840.189
2004-01-23,1837.752
2004-01-26,1817.194
2004-01-27,1839.129
2004-01-28,1835.088
2004-01-29,1796.122
2004-01-30,1792.501
2004-02-02,1812.592
2004-02-03,1813.356
2004-02-04,1794.119
2004-02-05,1809.219
2004-02-06,1827.691
2004-02-09,1833.358
2004-02-10,1845.573
2004-02-11,1848.169
2004-02-12,1874.733
2004-02-13,1868.258
2004-02-16,1874.328
2004-02-17,1897.956
2004-02-18,1907.456
2004-02-19,1895.943
2004-02-20,1868.718
2004-02-23,1881.657
2004-02-24,1881.832
2004-02-25,1866.956
2004-02-26,1850.461
2004-02-27,1858.776
2004-03-01,1857.822
2004-03-02,1835.503
2004-03-03,1811.103
2004-03-04,1835.322
2004-03-05,1856.598
2004-03-08,1859.366
2004-03-09,1846.945
2004-03-10,1824.5
2004-03-11,1781.208
2004-03-12,1774.946
2004-03-15,1745.202
2004-03-16,1761.349
2004-03-17,1767.778
2004-03-18,1771.997
2004-03-19,1757.15
2004-03-22,1732.994
2004-03-23,1733.132
2004-03-24,1724.831
2004-03-25,1728.881
2004-03-26,1725.579
2004-03-29,1740.755
2004-03-30,1750.423
2004-03-31,1771.234
2004-04-01,1798.099
2004-04-02,1786.185
2004-04-05,1771.379
2004-04-06,1779.129
2004-04-07,1807.98
2004-04-08,1795.062
2004-04-09,1795.062
2004-04-12,1790.02
2004-04-13,1786.495
2004-04-14,1773.241
2004-04-15,1778.511
2004-04-16,1801.508
2004-04-19,1798.255
2004-04-20,1781.223
2004-04-21,1773.923
2004-04-22,1778.281
2004-04-23,1780.18
2004-04-26,1778.583
2004-04-27,1781.323
2004-04-28,1751.483
2004-04-29,1762.651
2004-04-30,1767.073
2004-05-03,1766.319
2004-05-04,1793.765
2004-05-05,1808.531
2004-05-06,1784.231
2004-05-07,1755.5
2004-05-10,1701.615
2004-05-11,1714.613
2004-05-12,1732.326
2004-05-13,1740.037
2004-05-14,1744.992
2004-05-17,1744.575
2004-05-18,1748.595
2004-05-19,1781.018
2004-05-20,1767.28
2004-05-21,1779.344
2004-05-24,1779.906
2004-05-25,1789.53
2004-05-26,1797.289
2004-05-27,1835.742
2004-05-28,1823.412
2004-05-31,1829.9
2004-06-01,1821.067
2004-06-02,1841.096
2004-06-03,1850.766
2004-06-04,1868.338
2004-06-07,1890.125
2004-06-08,1882.266
2004-06-09,1849.583
2004-06-10,1854.365
2004-06-11,1838.856
2004-06-14,1838.013
2004-06-15,1848.406
2004-06-16,1836.054
2004-06-17,1843.215
2004-06-18,1864.341
2004-06-21,1852.559
2004-06-22,1849.391
2004-06-23,1842.866
2004-06-24,1866.056
2004-06-25,1850.403
2004-06-28,1867.901
2004-06-29,1863.884
2004-06-30,1873.252
2004-07-01,1874.126
2004-07-02,1891.334
2004-07-05,1885.569
2004-07-06,1881.95
2004-07-07,1901.421
2004-07-08,1897.66
2004-07-09,1904.585
2004-07-12,1897.657
2004-07-13,1896.945
2004-07-14,1908.638
2004-07-15,1899.153
2004-07-16,1913.46
2004-07-19,1895.604
2004-07-20,1894.777
2004-07-21,1875.886
2004-07-22,1862.95
2004-07-23,1838.688
2004-07-26,1841.654
2004-07-27,1844.229
2004-07-28,1842.627
2004-07-29,1870.563
2004-07-30,1860.107
2004-08-02,1866.017
2004-08-03,1890.988
2004-08-04,1887.276
2004-08-05,1895.242
2004-08-06,1912.353
2004-08-09,1892.244
2004-08-10,1916.155
2004-08-11,1896.463
2004-08-12,1903.571
2004-08-13,1914.956
2004-08-16,1920.76
2004-08-17,1921.121
2004-08-18,1915.606
2004-08-19,1945.567
2004-08-20,1944.917
2004-08-23,1940.291
2004-08-24,1920.248
2004-08-25,1929.225
2004-08-26,1935.63
2004-08-27,1935.469
2004-08-30,1940.027
2004-08-31,1953.502
2004-09-01,1970.64
2004-09-02,1978.181
2004-09-03,1983.142
2004-09-06,1995.297
2004-09-07,1990.36
2004-09-08,2007.781
2004-09-09,2009.231
2004-09-10,2029.567
2004-09-13,2026.821
2004-09-14,2040.99
2004-09-15,2022.668
2004-09-16,2022.935
2004-09-17,2026.756
2004-09-20,2021.695
2004-09-21,2052.648
2004-09-22,2040.609
2004-09-23,2033.279
2004-09-24,2047.936
2004-09-27,2047.545
2004-09-28,2065.622
2004-09-29,2078.63
2004-09-30,2101.654
2004-10-01,2113.196
2004-10-04,2117.312
2004-10-05,2127.519
2004-10-06,2127.764
2004-10-07,2126.294
2004-10-08,2141.688
2004-10-11,2129.412
2004-10-12,2100.709
2004-10-13,2103.051
2004-10-14,2128.776
2004-10-15,2145.029
2004-10-18,2160.291
2004-10-19,2173.818
2004-10-20,2183.702
2004-10-21,2192.602
2004-10-22,2195.859
2004-10-25,2195.52
2004-10-26,2200.361
2004-10-27,2217.805
2004-10-28,2231.811
2004-10-29,2231.523
2004-11-01,2257.566
2004-11-02,2258.944
2004-11-03,2277.58
2004-11-04,2283.28
2004-11-05,2300.491
2004-11-08,2293.864
2004-11-09,2284.818
2004-11-10,2288.176
2004-11-11,2296.483
2004-11-12,2295.159
2004-11-15,2292.758
2004-11-16,2280.782
2004-11-17,2298.612
2004-11-18,2285.688
2004-11-19,2317.861
2004-11-22,2308.135
2004-11-23,2321.34
2004-11-24,2349.647
2004-11-25,2360.237
2004-11-26,2358.019
2004-11-29,2365.56
2004-11-30,2353.943
2004-12-01,2369.877
2004-12-02,2382.098
2004-12-03,2384.628
2004-12-06,2400.253
2004-12-07,2414.296
2004-12-08,2380.279
2004-12-09,2364.574
2004-12-10,2355.453
2004-12-13,2387.14
2004-12-14,2388.833
2004-12-15,2411.428
2004-12-16,2383.597
2004-12-17,2363.005
2004-12-20,2405.077
2004-12-21,2403.858
2004-12-22,2420.847
2004-12-23,2429.995
2004-12-24,2432.541
2004-12-27,2454.689
2004-12-28,2444.321
2004-12-29,2432.912
2004-12-30,2444.773
2004-12-31,2439.223
2005-01-03,2447.181
2005-01-04,2426.328
2005-01-05,2418.002
2005-01-06,2403.901
2005-01-07,2390.362
2005-01-10,2389.735
2005-01-11,2389.385
2005-01-12,2415.335
2005-01-13,2385.699
2005-01-14,2348.093
2005-01-17,2355.545
2005-01-18,2340.08
2005-01-19,2340.841
2005-01-20,2317.422
2005-01-21,2335.543
2005-01-24,2337.346
2005-01-25,2342.973
2005-01-26,2386.84
2005-01-27,2380.831
2005-01-28,2376.959
2005-01-31,2395.791
2005-02-01,2410.113
2005-02-02,2424.643
2005-02-03,2408.687
2005-02-04,2434.223
2005-02-07,2418.734
2005-02-08,2413.173
2005-02-09,2416.852
2005-02-10,2423.408
2005-02-11,2442.111
2005-02-14,2448.235
2005-02-15,2463.389
2005-02-16,2466.084
2005-02-17,2476.601
2005-02-18,2478.158
2005-02-21,2469.662
2005-02-22,2491.178
2005-02-23,2467.122
2005-02-24,2464.566
2005-02-25,2481.28
2005-02-28,2536.778
2005-03-01,2533.468
2005-03-02,2497.721
2005-03-03,2502.417
2005-03-04,2542.443
2005-03-07,2557.118
2005-03-08,2579.652
2005-03-09,2554.524
2005-03-10,2533.965
2005-03-11,2539.22
2005-03-14,2505.793
2005-03-15,2510.805
2005-03-16,2513.811
2005-03-17,2501.522
2005-03-18,2496.683
2005-03-21,2471.932
2005-03-22,2463.828
2005-03-23,2411.992
2005-03-24,2459.551
2005-03-25,2459.551
2005-03-28,2442.289
2005-03-29,2436.522
2005-03-30,2451.978
2005-03-31,2461.015
2005-04-01,2474.994
2005-04-04,2440.214
2005-04-05,2449.257
2005-04-06,2475.778
2005-04-07,2486.368
2005-04-08,2474.395
2005-04-11,2497.659
2005-04-12,2481.898
2005-04-13,2497.388
2005-04-14,2457.62
2005-04-15,2459.1
2005-04-18,2418.474
2005-04-19,2444.531
2005-04-20,2438.417
2005-04-21,2444.787
2005-04-22,2449.776
2005-04-25,2428.658
2005-04-26,2417.365
2005-04-27,2377.925
2005-04-28,2352.062
2005-04-29,2360.12
2005-05-02,2360.605
2005-05-03,2364.492
2005-05-04,2390.918
2005-05-05,2410.186
2005-05-06,2399.203
2005-05-09,2386.709
2005-05-10,2382.671
2005-05-11,2374.217
2005-05-12,2350.99
2005-05-13,2328.409
2005-05-16,2312.671
2005-05-17,2302.728
2005-05-18,2330.09
2005-05-19,2336.068
2005-05-20,2322.264
2005-05-23,2333.671
2005-05-24,2331.997
2005-05-25,2342.571
2005-05-26,2316.947
2005-05-27,2328.101
2005-05-30,2323.467
2005-05-31,2306.938
2005-06-01,2303.767
2005-06-02,2305.303
2005-06-03,2311.389
2005-06-06,2299.111
2005-06-07,2305.477
2005-06-08,2305.529
2005-06-09,2304.47
2005-06-10,2307.967
2005-06-13,2292.249
