Date,USA MID CAP Mid Cap
2012-10-31,1010.212
2012-11-30,1024.562
2012-12-31,1052.046
2013-01-31,1123.696
2013-02-28,1139.582
2013-03-29,1186.377
2013-04-30,1204.811
2013-05-31,1231.05
2013-06-28,1214.753
2013-07-31,1285.963
2013-08-30,1252.614
2013-09-30,1310.774
2013-10-31,1353.031
2013-11-29,1370.48
2013-12-31,1413.741
2014-01-31,1375.102
2014-02-28,1458.288
2014-03-31,1453.976
2014-04-30,1443.161
2014-05-30,1481.41
2014-06-30,1524.972
2014-07-31,1483.882
2014-08-29,1552.035
2014-09-30,1499.584
2014-10-31,1548.608
2014-11-28,1582.593
2014-12-31,1582.261
2015-01-30,1546.952
2015-02-27,1640.613
2015-03-31,1642.406
2015-04-30,1638.278
2015-05-29,1656.484
2015-06-30,1623.554
2015-07-31,1637.256
2015-08-31,1550.657
2015-09-30,1490.171
2015-10-30,1589.27
2015-11-30,1595.942
2015-12-31,1549.995
2016-01-29,1434.825
2016-02-29,1451.555
2016-03-31,1570.968
2016-04-29,1586.703
2016-05-31,1613.2
2016-06-30,1607.677
2016-07-29,1683.29
2016-08-31,1679.639
2016-09-30,1685.628
2016-10-31,1640.695
2016-11-30,1728.238
2016-12-30,1734.207
2017-01-31,1783.265
2017-02-28,1839.257
2017-03-31,1834.013
2017-04-28,1849.675
2017-05-31,1860.016
2017-06-30,1882.576
2017-07-31,1910.548
2017-08-31,1897.457
2017-09-29,1942.812
2017-10-31,1972.61
2017-11-30,2048.571
2017-12-29,2067.163
2018-01-31,2162.78
2018-02-28,2072.888
2018-03-30,2072.521
2018-04-30,2069.699
2018-05-31,2110.68
2018-06-29,2127.435
2018-07-31,2179.285
2018-08-31,2238.059
2018-09-28,2223.365
2018-10-31,2024.914
2018-11-30,2066.708
2018-12-31,1864.888
2019-01-31,2063.492
2019-02-28,2149.518
2019-03-29,2168.829
2019-04-30,2252.521
2019-05-31,2116.128
2019-06-28,2263.942
2019-07-31,2292.435
2019-08-30,2224.757
2019-09-30,2275.989
2019-10-31,2304.718
2019-11-29,2386.606
2019-12-31,2428.048
2020-01-31,2422.571
2020-02-28,2206.605
2020-03-31,1789.427
2020-04-30,2046.436
2020-05-29,2204.352
2020-06-30,2253.168
2020-07-31,2396.77
2020-08-31,2471.818
2020-09-30,2422.295
2020-10-30,2438.45
2020-11-30,2783.642
2020-12-31,2923.621
2021-01-29,2911.112
2021-02-26,3077.347
2021-03-31,3146.423
2021-04-30,3317.415
2021-05-31,3344.801
2021-06-30,3393.206
2021-07-30,3433.393
2021-08-31,3538.983
2021-09-30,3391.403
2021-10-29,3611.556
2021-11-30,3518.707
2021-12-31,3656.278
2022-01-31,3384.941
2022-02-28,3358.185
2022-03-31,3421.829
2022-04-29,3146.696
2022-05-31,3145.541
2022-06-30,2832.271
2022-07-29,3108.582
2022-08-31,3023.303
2022-09-30,2723.415
2022-10-31,2948.491
2022-11-30,3132.856
2022-12-30,2977.183
2023-01-31,3224.26
2023-02-28,3125.221
2023-03-31,3046.033
2023-04-28,3014.546
2023-05-31,2943.53
2023-06-30,3184.994
2023-07-31,3305.479
2023-08-31,3190.854
2023-09-29,3024.72
2023-10-31,2869.826
2023-11-30,3166.693
2023-12-29,3415.648
2024-01-31,3359.85
2024-02-29,3551.663
2024-03-29,3715.398
2024-04-30,3515.968
2024-05-31,3597.381
2024-06-28,3566.927
2024-07-31,3743.54
2024-08-30,3828.33
2024-09-30,3922.937
2024-10-31,3891.603
2024-11-29,4224.932
2024-12-31,3919.378
2025-01-31,4093.172
2025-02-28,3978.353
2025-03-31,3785.148
2025-04-30,3720.805
2025-05-30,3921.655
2025-06-30,4074.872
2025-07-31,4152.619
2025-08-29,4227.349
2025-09-30,4242.351
