Date,NETHERLANDS SMALL VALUE Small Cap
2002-01-14,281.696
2002-01-15,281.258
2002-01-16,278.685
2002-01-17,278.165
2002-01-18,277.533
2002-01-21,276.574
2002-01-22,276.907
2002-01-23,277.067
2002-01-24,276.268
2002-01-25,273.438
2002-01-28,272.06
2002-01-29,272.024
2002-01-30,270.45
2002-01-31,272.233
2002-02-01,272.611
2002-02-04,274.309
2002-02-05,278.94
2002-02-06,279.637
2002-02-07,279.929
2002-02-08,281.225
2002-02-11,284.339
2002-02-12,282.881
2002-02-13,281.923
2002-02-14,282.608
2002-02-15,284.994
2002-02-18,283.771
2002-02-19,283.87
2002-02-20,283.774
2002-02-21,283.47
2002-02-22,282.6
2002-02-25,279.353
2002-02-26,279.488
2002-02-27,278.569
2002-02-28,279.804
2002-03-01,281.509
2002-03-04,285.177
2002-03-05,283.5
2002-03-06,284.903
2002-03-07,290.33
2002-03-08,289.824
2002-03-11,291.808
2002-03-12,289.013
2002-03-13,290.981
2002-03-14,291.381
2002-03-15,291.346
2002-03-18,293.204
2002-03-19,294.565
2002-03-20,293.666
2002-03-21,292.463
2002-03-22,293.298
2002-03-25,291.147
2002-03-26,291.922
2002-03-27,293.296
2002-03-28,296.168
2002-03-29,296.168
2002-04-01,298.596
2002-04-02,299.588
2002-04-03,299.635
2002-04-04,301.041
2002-04-05,301.102
2002-04-08,298.24
2002-04-09,299.115
2002-04-10,300.622
2002-04-11,302.109
2002-04-12,300.508
2002-04-15,299.942
2002-04-16,301.952
2002-04-17,305.304
2002-04-18,307.455
2002-04-19,308.242
2002-04-22,306.906
2002-04-23,307.742
2002-04-24,308.601
2002-04-25,309.737
2002-04-26,311.102
2002-04-29,312.677
2002-04-30,312.02
2002-05-01,313.786
2002-05-02,313.335
2002-05-03,315.577
2002-05-06,316.519
2002-05-07,313.44
2002-05-08,312.49
2002-05-09,313.381
2002-05-10,315.116
2002-05-13,314.956
2002-05-14,313.933
2002-05-15,315.939
2002-05-16,317.409
2002-05-17,319.813
2002-05-20,319.584
2002-05-21,316.839
2002-05-22,316.956
2002-05-23,315.031
2002-05-24,315.148
2002-05-27,313.068
2002-05-28,316.029
2002-05-29,316.354
2002-05-30,315.927
2002-05-31,315.343
2002-06-03,315.922
2002-06-04,314.447
2002-06-05,312.026
2002-06-06,313.148
2002-06-07,309.239
2002-06-10,311.042
2002-06-11,310.508
2002-06-12,307.145
2002-06-13,304.72
2002-06-14,298.567
2002-06-17,300.721
2002-06-18,302.682
2002-06-19,301.393
2002-06-20,299.408
2002-06-21,300.437
2002-06-24,299.551
2002-06-25,296.307
2002-06-26,297.489
2002-06-27,296.412
2002-06-28,298.261
2002-07-01,303.935
2002-07-02,301.333
2002-07-03,294.86
2002-07-04,296.437
2002-07-05,296.854
2002-07-08,301.537
2002-07-09,302.529
2002-07-10,296.453
2002-07-11,292.188
2002-07-12,290.16
2002-07-15,287.283
2002-07-16,284.887
2002-07-17,288.042
2002-07-18,293.039
2002-07-19,290.899
2002-07-22,279.757
2002-07-23,271.119
2002-07-24,260.089
2002-07-25,264.946
2002-07-26,262.995
2002-07-29,264.226
2002-07-30,266.81
2002-07-31,267.224
2002-08-01,263.511
2002-08-02,261.142
2002-08-05,251.648
2002-08-06,245.95
2002-08-07,249.32
2002-08-08,251.324
2002-08-09,252.841
2002-08-12,252.15
2002-08-13,250.465
2002-08-14,253.091
2002-08-15,254.529
2002-08-16,255.817
2002-08-19,256.349
2002-08-20,256.59
2002-08-21,260.425
2002-08-22,261.124
2002-08-23,260.911
2002-08-26,260.233
2002-08-27,263.42
2002-08-28,261.02
2002-08-29,257.597
2002-08-30,257.996
2002-09-02,259.392
2002-09-03,258.767
2002-09-04,257.499
2002-09-05,254.549
2002-09-06,253.81
2002-09-09,248.721
2002-09-10,247.358
2002-09-11,247.39
2002-09-12,246.785
2002-09-13,245.677
2002-09-16,241.488
2002-09-17,239.021
2002-09-18,237.406
2002-09-19,236.328
2002-09-20,237.137
2002-09-23,230.198
2002-09-24,221.205
2002-09-25,221.518
2002-09-26,221.759
2002-09-27,221.105
2002-09-30,219.33
2002-10-01,218.629
2002-10-02,221.322
2002-10-03,223.838
2002-10-04,220.704
2002-10-07,214.025
2002-10-08,212.066
2002-10-09,211.618
2002-10-10,212.277
2002-10-11,215.392
2002-10-14,217.789
2002-10-15,222.548
2002-10-16,223.382
2002-10-17,226.833
2002-10-18,226.204
2002-10-21,229.559
2002-10-22,232.219
2002-10-23,228.635
2002-10-24,229.188
2002-10-25,228.819
2002-10-28,233.824
2002-10-29,230.426
2002-10-30,232.332
2002-10-31,237.186
2002-11-01,240.188
2002-11-04,243.09
2002-11-05,242.711
2002-11-06,240.572
2002-11-07,241.229
2002-11-08,238.793
2002-11-11,237.349
2002-11-12,238.167
2002-11-13,236.621
2002-11-14,236.155
2002-11-15,237.34
2002-11-18,237.526
2002-11-19,238.155
2002-11-20,234.365
2002-11-21,235.438
2002-11-22,236.676
2002-11-25,236.711
2002-11-26,236.235
2002-11-27,236.441
2002-11-28,241.417
2002-11-29,245.634
2002-12-02,249.393
2002-12-03,246.794
2002-12-04,244.611
2002-12-05,245.765
2002-12-06,244.917
2002-12-09,242.122
2002-12-10,241.89
2002-12-11,241.22
2002-12-12,242.448
2002-12-13,242.885
2002-12-16,244.418
2002-12-17,245.489
2002-12-18,243.302
2002-12-19,241.798
2002-12-20,242.503
2002-12-23,242.749
2002-12-24,243.25
2002-12-25,243.25
2002-12-26,243.863
2002-12-27,244.962
2002-12-30,245.822
2002-12-31,247.328
2003-01-01,247.328
2003-01-02,249.537
2003-01-03,253.799
2003-01-06,253.703
2003-01-07,250.78
2003-01-08,248.454
2003-01-09,250.805
2003-01-10,253.08
2003-01-13,253.469
2003-01-14,253.936
2003-01-15,252.398
2003-01-16,251.329
2003-01-17,251.29
2003-01-20,250.789
2003-01-21,247.857
2003-01-22,245.464
2003-01-23,244.588
2003-01-24,244.185
2003-01-27,240.486
2003-01-28,238.956
2003-01-29,236.448
2003-01-30,236.798
2003-01-31,237.301
2003-02-03,239.379
2003-02-04,239.289
2003-02-05,239.406
2003-02-06,237.844
2003-02-07,234.873
2003-02-10,231.585
2003-02-11,231.223
2003-02-12,227.348
2003-02-13,228.56
2003-02-14,227.716
2003-02-17,227.131
2003-02-18,225.226
2003-02-19,224.143
2003-02-20,226.437
2003-02-21,226.987
2003-02-24,221.729
2003-02-25,214.126
2003-02-26,209.813
2003-02-27,210.475
2003-02-28,213.393
2003-03-03,214.818
2003-03-04,212.559
2003-03-05,212.495
2003-03-06,209.18
2003-03-07,207.67
2003-03-10,204.179
2003-03-11,204.475
2003-03-12,203.575
2003-03-13,207.64
2003-03-14,210.573
2003-03-17,208.866
2003-03-18,211.382
2003-03-19,212.896
2003-03-20,212.267
2003-03-21,213.729
2003-03-24,212.695
2003-03-25,214.555
2003-03-26,212.454
2003-03-27,213.233
2003-03-28,214.144
2003-03-31,214.476
2003-04-01,218.484
2003-04-02,220.317
2003-04-03,218.197
2003-04-04,219.644
2003-04-07,222.988
2003-04-08,222.424
2003-04-09,221.523
2003-04-10,224.904
2003-04-11,224.529
2003-04-14,226.095
2003-04-15,228.454
2003-04-16,231.403
2003-04-17,231.698
2003-04-18,231.698
2003-04-21,230.699
2003-04-22,233.57
2003-04-23,236.986
2003-04-24,238.893
2003-04-25,240.292
2003-04-28,241.065
2003-04-29,244.321
2003-04-30,247.901
2003-05-01,250.178
2003-05-02,256.101
2003-05-05,261.147
2003-05-06,266.02
2003-05-07,270.405
2003-05-08,269.992
2003-05-09,273.092
2003-05-12,275.09
2003-05-13,272.612
2003-05-14,274.193
2003-05-15,276.934
2003-05-16,281.509
2003-05-19,279.433
2003-05-20,275.928
2003-05-21,274.913
2003-05-22,276.772
2003-05-23,278.987
2003-05-26,280.693
2003-05-27,279.837
2003-05-28,280.72
2003-05-29,285.265
2003-05-30,286.716
2003-06-02,287.969
2003-06-03,288.602
2003-06-04,291.844
2003-06-05,300.084
2003-06-06,301.741
2003-06-09,302.876
2003-06-10,299.239
2003-06-11,302.897
2003-06-12,302.788
2003-06-13,296.391
2003-06-16,300.245
2003-06-17,298.666
2003-06-18,298.654
2003-06-19,295.418
2003-06-20,293.629
2003-06-23,288.564
2003-06-24,286.451
2003-06-25,289.431
2003-06-26,285.912
2003-06-27,289.202
2003-06-30,291.538
2003-07-01,291.976
2003-07-02,293.142
2003-07-03,295.107
2003-07-04,290.293
2003-07-07,289.452
2003-07-08,288.954
2003-07-09,288.372
2003-07-10,288.709
2003-07-11,288.918
2003-07-14,291.41
2003-07-15,291.32
2003-07-16,289.695
2003-07-17,287.931
2003-07-18,288.851
2003-07-21,291.156
2003-07-22,292.637
2003-07-23,293.959
2003-07-24,296.687
2003-07-25,298.903
2003-07-28,299.464
2003-07-29,298.847
2003-07-30,296.956
2003-07-31,292.8
2003-08-01,292.928
2003-08-04,296.298
2003-08-05,295.376
2003-08-06,294.269
2003-08-07,296.831
2003-08-08,298.015
2003-08-11,298.003
2003-08-12,300.03
2003-08-13,303.287
2003-08-14,303.953
2003-08-15,303.284
2003-08-18,301.855
2003-08-19,303.608
2003-08-20,304.351
2003-08-21,302.588
2003-08-22,300.735
2003-08-25,300.634
2003-08-26,298.86
2003-08-27,300.691
2003-08-28,301.984
2003-08-29,306.279
2003-09-01,310.652
2003-09-02,310.499
2003-09-03,313.416
2003-09-04,315.146
2003-09-05,319.594
2003-09-08,319.458
2003-09-09,320.714
2003-09-10,316.464
2003-09-11,316.865
2003-09-12,322.411
2003-09-15,322.956
2003-09-16,320.948
2003-09-17,324.417
2003-09-18,325.358
2003-09-19,327.48
2003-09-22,326.751
2003-09-23,321.873
2003-09-24,324.087
2003-09-25,319.656
2003-09-26,318.559
2003-09-29,319.793
2003-09-30,323.158
2003-10-01,323.819
2003-10-02,327.145
2003-10-03,330.656
2003-10-06,333.022
2003-10-07,335.037
2003-10-08,337.189
2003-10-09,338.224
2003-10-10,337.522
2003-10-13,334.582
2003-10-14,337.221
2003-10-15,339.157
2003-10-16,338.646
2003-10-17,336.994
2003-10-20,334.896
2003-10-21,338.074
2003-10-22,337.964
2003-10-23,335.492
2003-10-24,335.969
2003-10-27,336.274
2003-10-28,334.159
2003-10-29,336.297
2003-10-30,336.374
2003-10-31,337.815
2003-11-03,337.849
2003-11-04,339.303
2003-11-05,339.128
2003-11-06,340.156
2003-11-07,342.948
2003-11-10,344.282
2003-11-11,341.418
2003-11-12,345.842
2003-11-13,348.517
2003-11-14,349.862
2003-11-17,345.241
2003-11-18,348.19
2003-11-19,349.011
2003-11-20,347.829
2003-11-21,348.509
2003-11-24,346.546
2003-11-25,350.272
2003-11-26,355.585
2003-11-27,355.256
2003-11-28,359.23
2003-12-01,364.021
2003-12-02,366.892
2003-12-03,368.514
2003-12-04,365.875
2003-12-05,367.161
2003-12-08,367.051
2003-12-09,367.792
2003-12-10,367.103
2003-12-11,363.917
2003-12-12,369.107
2003-12-15,370.023
2003-12-16,369.174
2003-12-17,368.713
2003-12-18,368.197
2003-12-19,369.085
2003-12-22,371.418
2003-12-23,371.89
2003-12-24,372.669
2003-12-25,372.669
2003-12-26,372.52
2003-12-29,376.002
2003-12-30,380.36
2003-12-31,383.69
2004-01-01,383.69
2004-01-02,386.745
2004-01-05,391.762
2004-01-06,392.497
2004-01-07,389.157
2004-01-08,393.92
2004-01-09,396.362
2004-01-12,393.136
2004-01-13,392.952
2004-01-14,392.246
2004-01-15,390.378
2004-01-16,385.968
2004-01-19,389.075
2004-01-20,392.823
2004-01-21,395.2
2004-01-22,399.64
2004-01-23,399.564
2004-01-26,399.046
2004-01-27,404.284
2004-01-28,407.739
2004-01-29,397.972
2004-01-30,401.055
2004-02-02,397.544
2004-02-03,402.088
2004-02-04,397.348
2004-02-05,400.43
2004-02-06,408.658
2004-02-09,409.741
2004-02-10,411.885
2004-02-11,414.376
2004-02-12,419.558
2004-02-13,421.041
2004-02-16,421.87
2004-02-17,428.436
2004-02-18,429.429
2004-02-19,425.194
2004-02-20,421.051
2004-02-23,419.966
2004-02-24,419.973
2004-02-25,417.502
2004-02-26,416.231
2004-02-27,422.519
2004-03-01,424.289
2004-03-02,422.869
2004-03-03,418.49
2004-03-04,423.319
2004-03-05,430.299
2004-03-08,429.004
2004-03-09,427.955
2004-03-10,418.782
2004-03-11,411.413
2004-03-12,411.038
2004-03-15,407.087
2004-03-16,410.331
2004-03-17,413.147
2004-03-18,417.051
2004-03-19,412.414
2004-03-22,404.197
2004-03-23,405.248
2004-03-24,403.655
2004-03-25,409.143
2004-03-26,408.734
2004-03-29,413.755
2004-03-30,415.583
2004-03-31,424.675
2004-04-01,430.999
2004-04-02,426.208
2004-04-05,423.647
2004-04-06,424.415
2004-04-07,428.58
2004-04-08,427.884
2004-04-09,427.884
2004-04-12,426.682
2004-04-13,421.805
2004-04-14,417.361
2004-04-15,415.102
2004-04-16,417.058
2004-04-19,419.393
2004-04-20,418.842
2004-04-21,415.369
2004-04-22,412.277
2004-04-23,413.013
2004-04-26,414.069
2004-04-27,415.977
2004-04-28,410.634
2004-04-29,409.037
2004-04-30,408.649
2004-05-03,409.25
2004-05-04,412.061
2004-05-05,415.842
2004-05-06,407.031
2004-05-07,399.085
2004-05-10,384.682
2004-05-11,388.235
2004-05-12,387.1
2004-05-13,384.857
2004-05-14,384.909
2004-05-17,383.127
2004-05-18,385.569
2004-05-19,392.012
2004-05-20,385.378
2004-05-21,390.375
2004-05-24,391.156
2004-05-25,396.693
2004-05-26,398.458
2004-05-27,406.317
2004-05-28,405.188
2004-05-31,405.72
2004-06-01,404.072
2004-06-02,408.74
2004-06-03,407.619
2004-06-04,409.803
2004-06-07,414.929
2004-06-08,414.516
2004-06-09,407.157
2004-06-10,408.106
2004-06-11,405.477
2004-06-14,404.668
2004-06-15,406.635
2004-06-16,406.024
2004-06-17,407.192
2004-06-18,410.814
2004-06-21,409.711
2004-06-22,409.832
2004-06-23,407.969
2004-06-24,411.987
2004-06-25,412.517
2004-06-28,416.565
2004-06-29,414.482
2004-06-30,415.851
2004-07-01,415.128
2004-07-02,417.665
2004-07-05,415.615
2004-07-06,414.437
2004-07-07,417.621
2004-07-08,418.599
2004-07-09,418.809
2004-07-12,418.263
2004-07-13,415.783
2004-07-14,416.716
2004-07-15,414.482
2004-07-16,416.584
2004-07-19,414.864
2004-07-20,414.022
2004-07-21,411.37
2004-07-22,409.232
2004-07-23,406.309
2004-07-26,405.896
2004-07-27,404.327
2004-07-28,403.757
2004-07-29,407.967
2004-07-30,407.274
2004-08-02,404.205
2004-08-03,407.338
2004-08-04,404.809
2004-08-05,407.401
2004-08-06,408.729
2004-08-09,403.307
2004-08-10,407.325
2004-08-11,399.659
2004-08-12,400.186
2004-08-13,406.531
2004-08-16,407.311
2004-08-17,408.044
2004-08-18,408.212
2004-08-19,409.213
2004-08-20,410.011
2004-08-23,408.665
2004-08-24,406.728
2004-08-25,403.594
2004-08-26,403.209
2004-08-27,400.763
2004-08-30,402.6
2004-08-31,405.766
2004-09-01,408.174
2004-09-02,411.352
2004-09-03,409.655
2004-09-06,411.64
2004-09-07,413.245
2004-09-08,413.789
2004-09-09,411.842
2004-09-10,419.786
2004-09-13,422.189
2004-09-14,422.786
2004-09-15,417.971
2004-09-16,418.433
2004-09-17,420.222
2004-09-20,417.079
2004-09-21,423.779
2004-09-22,423.009
2004-09-23,423.087
2004-09-24,421.689
2004-09-27,420.372
2004-09-28,421.429
2004-09-29,423.008
2004-09-30,427.614
2004-10-01,429.569
2004-10-04,428.538
2004-10-05,430.225
2004-10-06,428.104
2004-10-07,428.128
2004-10-08,429.268
2004-10-11,425.654
2004-10-12,417.995
2004-10-13,417.761
2004-10-14,418.251
2004-10-15,421.976
2004-10-18,422.23
2004-10-19,423.631
2004-10-20,422.947
2004-10-21,425.865
2004-10-22,429.049
2004-10-25,430.398
2004-10-26,430.541
2004-10-27,431.62
2004-10-28,429.674
2004-10-29,429.707
2004-11-01,431.462
2004-11-02,432.421
2004-11-03,437.335
2004-11-04,439.888
2004-11-05,444.551
2004-11-08,446.641
2004-11-09,445.667
2004-11-10,447.614
2004-11-11,449.428
2004-11-12,450.962
2004-11-15,453.248
2004-11-16,452.419
2004-11-17,457.945
2004-11-18,461.192
2004-11-19,463.51
2004-11-22,460.867
2004-11-23,464.542
2004-11-24,468.704
2004-11-25,474.059
2004-11-26,473.872
2004-11-29,476.504
2004-11-30,477.334
2004-12-01,482.044
2004-12-02,481.278
2004-12-03,484.034
2004-12-06,484.493
2004-12-07,485.561
2004-12-08,481.013
2004-12-09,477.459
2004-12-10,478.872
2004-12-13,483.485
2004-12-14,483.705
2004-12-15,488.126
2004-12-16,484.719
2004-12-17,483.721
2004-12-20,491.068
2004-12-21,490.264
2004-12-22,493.191
2004-12-23,498.214
2004-12-24,497.744
2004-12-27,502.72
2004-12-28,503.611
2004-12-29,503.388
2004-12-30,506.487
2004-12-31,507.492
2005-01-03,507.098
2005-01-04,501.515
2005-01-05,500.504
2005-01-06,496.885
2005-01-07,495.934
2005-01-10,500.486
2005-01-11,502.639
2005-01-12,505.664
2005-01-13,506.463
2005-01-14,506.499
2005-01-17,508.814
2005-01-18,505.589
2005-01-19,507.05
2005-01-20,501.172
2005-01-21,504.472
2005-01-24,505.985
2005-01-25,505.959
2005-01-26,512.523
2005-01-27,511.501
2005-01-28,511.191
2005-01-31,513.061
2005-02-01,515.477
2005-02-02,519.029
2005-02-03,516.946
2005-02-04,519.373
2005-02-07,517.707
2005-02-08,515.736
2005-02-09,518.67
2005-02-10,521.782
2005-02-11,524.845
2005-02-14,529.487
2005-02-15,531.434
2005-02-16,532.829
2005-02-17,541.631
2005-02-18,541.669
2005-02-21,538.579
2005-02-22,536.682
2005-02-23,532.768
2005-02-24,532.945
2005-02-25,537.116
2005-02-28,542.292
2005-03-01,540.002
2005-03-02,537.341
2005-03-03,537.319
2005-03-04,544.95
2005-03-07,544.945
2005-03-08,548.355
2005-03-09,549.973
2005-03-10,549.656
2005-03-11,552.732
2005-03-14,548.838
2005-03-15,549.486
2005-03-16,550.475
2005-03-17,545.322
2005-03-18,541.755
2005-03-21,538.396
2005-03-22,537.557
2005-03-23,525.909
2005-03-24,526.436
2005-03-25,526.436
2005-03-28,522.741
2005-03-29,522.958
2005-03-30,525.777
2005-03-31,530.788
2005-04-01,535.529
2005-04-04,527.577
2005-04-05,530.165
2005-04-06,534.151
2005-04-07,540.906
2005-04-08,541.155
2005-04-11,544.212
2005-04-12,539.081
2005-04-13,540.72
2005-04-14,533.928
2005-04-15,530.988
2005-04-18,522.061
2005-04-19,528.29
2005-04-20,531.813
2005-04-21,528.912
2005-04-22,527.481
2005-04-25,523.431
2005-04-26,522.512
2005-04-27,512.105
2005-04-28,502.348
2005-04-29,503.259
2005-05-02,505.46
2005-05-03,513.167
2005-05-04,515.878
2005-05-05,518.765
2005-05-06,515.301
2005-05-09,514.748
2005-05-10,520.034
2005-05-11,521.613
2005-05-12,520.142
2005-05-13,516.252
2005-05-16,516.016
2005-05-17,513.972
2005-05-18,519.525
2005-05-19,520.471
2005-05-20,518.855
2005-05-23,521.451
2005-05-24,522.885
2005-05-25,524.863
2005-05-26,527.841
2005-05-27,527.515
2005-05-30,524.819
2005-05-31,521.568
2005-06-01,524.787
2005-06-02,528.052
2005-06-03,530.075
2005-06-06,530.037
2005-06-07,535.672
2005-06-08,541.274
2005-06-09,534.081
2005-06-10,536.197
2005-06-13,537.565
2005-06-14,540.135
2005-06-15,539.45
2005-06-16,537.735
2005-06-17,544.692
2005-06-20,539.65
2005-06-21,541.838
2005-06-22,542.144
2005-06-23,541.047
2005-06-24,539.098
2005-06-27,540.357
2005-06-28,540.481
2005-06-29,541.218
2005-06-30,543.558
2005-07-01,542.46
2005-07-04,540.719
2005-07-05,543.78
2005-07-06,548.483
2005-07-07,544.118
2005-07-08,549.515
2005-07-11,560.067
2005-07-12,564.941
2005-07-13,561.267
2005-07-14,563.093
2005-07-15,557.268
2005-07-18,559.622
2005-07-19,561.469
2005-07-20,561.073
2005-07-21,566.944
2005-07-22,566.901
2005-07-25,565.352
2005-07-26,564.257
2005-07-27,568.902
2005-07-28,571.497
2005-07-29,572.46
2005-08-01,575.025
2005-08-02,577.064
2005-08-03,585.591
2005-08-04,587.285
2005-08-05,580.543
2005-08-08,583.702
2005-08-09,587.188
2005-08-10,593.303
2005-08-11,593.572
2005-08-12,590.872
2005-08-15,588.15
2005-08-16,584.717
2005-08-17,580.856
2005-08-18,572.06
2005-08-19,571.209
2005-08-22,577.105
2005-08-23,573.075
2005-08-24,572.839
2005-08-25,572.798
2005-08-26,575.894
2005-08-29,572.562
2005-08-30,573.1
2005-08-31,577.968
2005-09-01,588.986
2005-09-02,595.24
2005-09-05,597.322
2005-09-06,597.847
2005-09-07,598.056
2005-09-08,594.566
2005-09-09,597.585
2005-09-12,590.602
2005-09-13,586.689
2005-09-14,589.448
2005-09-15,586.239
2005-09-16,589.837
2005-09-19,588.259
2005-09-20,590.05
2005-09-21,591.234
2005-09-22,584.415
2005-09-23,582.452
2005-09-26,583.482
2005-09-27,582.404
2005-09-28,583.253
2005-09-29,584.717
2005-09-30,591.994
2005-10-03,588.422
2005-10-04,591.355
2005-10-05,589.479
2005-10-06,588.579
2005-10-07,586.32
2005-10-10,583.834
2005-10-11,581.579
2005-10-12,577.317
2005-10-13,560.149
2005-10-14,565.675
2005-10-17,561.644
2005-10-18,555.618
2005-10-19,544.689
2005-10-20,549.651
2005-10-21,545.314
2005-10-24,550.848
2005-10-25,556.798
2005-10-26,555.439
2005-10-27,550.065
2005-10-28,545.143
2005-10-31,548.085
2005-11-01,548.094
2005-11-02,552.982
2005-11-03,555.161
2005-11-04,545.474
2005-11-07,545.695
2005-11-08,544.508
2005-11-09,543.016
