Date,GERMANY IMI GROWTH IMI (Large+Mid+Small Cap)
2011-01-31,936.045
2011-02-28,971.856
2011-03-31,981.991
2011-04-29,1082.767
2011-05-31,1034.821
2011-06-30,1054.93
2011-07-29,1024.09
2011-08-31,868.462
2011-09-30,752.756
2011-10-31,874.819
2011-11-30,840.585
2011-12-30,784.672
2012-01-31,869.955
2012-02-29,941.314
2012-03-30,950.752
2012-04-30,937.936
2012-05-31,813.329
2012-06-29,834.434
2012-07-31,868.72
2012-08-31,898.965
2012-09-28,952.042
2012-10-31,970.024
2012-11-30,1021.827
2012-12-31,1054.814
2013-01-31,1111.575
2013-02-28,1086.994
2013-03-29,1089.379
2013-04-30,1120.257
2013-05-31,1140.619
2013-06-28,1122.322
2013-07-31,1180.02
2013-08-30,1152.385
2013-09-30,1215.36
2013-10-31,1270.981
2013-11-29,1343.91
2013-12-31,1384.954
2014-01-31,1310.979
2014-02-28,1396.968
2014-03-31,1362.455
2014-04-30,1369.362
2014-05-30,1392.793
2014-06-30,1379.349
2014-07-31,1293.258
2014-08-29,1287.957
2014-09-30,1243.91
2014-10-31,1231.93
2014-11-28,1306.664
2014-12-31,1257.975
2015-01-30,1287.988
2015-02-27,1358.005
2015-03-31,1357.856
2015-04-30,1363.182
2015-05-29,1352.318
2015-06-30,1321.278
2015-07-31,1359.846
2015-08-31,1268.427
2015-09-30,1221.147
2015-10-30,1340.618
2015-11-30,1338.895
2015-12-31,1313.654
2016-01-29,1224.635
2016-02-29,1194.036
2016-03-31,1303.053
2016-04-29,1294.76
2016-05-31,1285.512
2016-06-30,1249.055
2016-07-29,1350.086
2016-08-31,1355.161
2016-09-30,1372.825
2016-10-31,1315.338
2016-11-30,1251.641
2016-12-30,1319.155
2017-01-31,1366.172
2017-02-28,1382.156
2017-03-31,1444.946
2017-04-28,1506.886
2017-05-31,1606.348
2017-06-30,1584.888
2017-07-31,1625.321
2017-08-31,1634.598
2017-09-29,1714.024
2017-10-31,1729.164
2017-11-30,1744.482
2017-12-29,1751.703
2018-01-31,1850.256
2018-02-28,1738.475
2018-03-30,1702.831
2018-04-30,1732.13
2018-05-31,1719.264
2018-06-29,1692.127
2018-07-31,1749.206
2018-08-31,1733.623
2018-09-28,1684.502
2018-10-31,1518.22
2018-11-30,1475.055
2018-12-31,1381.073
2019-01-31,1474.867
2019-02-28,1490.687
2019-03-29,1510.785
2019-04-30,1613.963
2019-05-31,1534.566
2019-06-28,1641.454
2019-07-31,1584.093
2019-08-30,1521.987
2019-09-30,1548.528
2019-10-31,1624.541
2019-11-29,1690.794
2019-12-31,1733.338
2020-01-31,1720.355
2020-02-28,1573.395
2020-03-31,1353.484
2020-04-30,1470.378
2020-05-29,1614.242
2020-06-30,1661.044
2020-07-31,1796.186
2020-08-31,1891.851
2020-09-30,1851.614
2020-10-30,1608.812
2020-11-30,1819.034
2020-12-31,1978.434
2021-01-29,1947.47
2021-02-26,1953.089
2021-03-31,1910.73
2021-04-30,2044.904
2021-05-31,2089.598
2021-06-30,2099.453
2021-07-30,2126.674
2021-08-31,2193.21
2021-09-30,2039.044
2021-10-29,2113.704
2021-11-30,2004.34
2021-12-31,2061.445
2022-01-31,1855.571
2022-02-28,1714.19
2022-03-31,1677.454
2022-04-29,1508.049
2022-05-31,1520.941
2022-06-30,1357.925
2022-07-29,1417.994
2022-08-31,1313.612
2022-09-30,1183.61
2022-10-31,1251.141
2022-11-30,1433.347
2022-12-30,1435.121
2023-01-31,1600.343
2023-02-28,1560.442
2023-03-31,1662.267
2023-04-28,1687.008
2023-05-31,1579.541
2023-06-30,1654.902
2023-07-31,1705.41
2023-08-31,1636.829
2023-09-29,1519.029
2023-10-31,1471.276
2023-11-30,1708.021
2023-12-29,1737.704
2024-01-31,1752.379
2024-02-29,1850.066
2024-03-29,1916.274
2024-04-30,1823.934
2024-05-31,1895.2
2024-06-28,1906.609
2024-07-31,1952.227
2024-08-30,2039.529
2024-09-30,2099.527
2024-10-31,2027.973
2024-11-29,2056.123
2024-12-31,2055.233
2025-01-31,2262.973
2025-02-28,2317.605
2025-03-31,2320.024
2025-04-30,2532.253
2025-05-30,2728.941
