Date,GERMANY IMI GROWTH IMI (Large+Mid+Small Cap)
2001-08-22,437.359
2001-08-23,436.455
2001-08-24,446.439
2001-08-27,446.758
2001-08-28,439.207
2001-08-29,438.062
2001-08-30,426.164
2001-08-31,427.604
2001-09-03,418.211
2001-09-04,418.752
2001-09-05,404.289
2001-09-06,388.795
2001-09-07,383.864
2001-09-10,376.598
2001-09-11,348.39
2001-09-12,353.108
2001-09-13,358.052
2001-09-14,342.781
2001-09-17,347.254
2001-09-18,345.774
2001-09-19,337.695
2001-09-20,319.037
2001-09-21,313.41
2001-09-24,329.676
2001-09-25,332.389
2001-09-26,336.614
2001-09-27,344.166
2001-09-28,350.965
2001-10-01,347.288
2001-10-02,353.242
2001-10-03,364.463
2001-10-04,370.693
2001-10-05,367.201
2001-10-08,365.52
2001-10-09,364.875
2001-10-10,372.219
2001-10-11,382.116
2001-10-12,375.632
2001-10-15,371.448
2001-10-16,378.049
2001-10-17,379.516
2001-10-18,372.77
2001-10-19,366.9
2001-10-22,373.338
2001-10-23,378.071
2001-10-24,386.257
2001-10-25,382.86
2001-10-26,390.858
2001-10-29,384.255
2001-10-30,376.126
2001-10-31,375.14
2001-11-01,384.44
2001-11-02,381.049
2001-11-05,392.476
2001-11-06,390.952
2001-11-07,401.925
2001-11-08,407.146
2001-11-09,400.574
2001-11-12,393.892
2001-11-13,398.923
2001-11-14,399.76
2001-11-15,402.819
2001-11-16,406.638
2001-11-19,413.138
2001-11-20,408.008
2001-11-21,404.392
2001-11-22,410.164
2001-11-23,409.715
2001-11-26,409.577
2001-11-27,408.291
2001-11-28,398.07
2001-11-29,401.742
2001-11-30,409.187
2001-12-03,406.293
2001-12-04,411.432
2001-12-05,428.328
2001-12-06,429.402
2001-12-07,424.503
2001-12-10,416.951
2001-12-11,419.226
2001-12-12,415.772
2001-12-13,408.563
2001-12-14,405.243
2001-12-17,418.268
2001-12-18,415.942
2001-12-19,410.911
2001-12-20,406.016
2001-12-21,405.129
2001-12-24,401.088
2001-12-25,401.088
2001-12-26,401.431
2001-12-27,411.198
2001-12-28,412.532
2001-12-31,416.59
2002-01-01,416.59
2002-01-02,423.714
2002-01-03,432.367
2002-01-04,431.153
2002-01-07,425.664
2002-01-08,423.105
2002-01-09,430.001
2002-01-10,427.623
2002-01-11,425.777
2002-01-14,416.797
2002-01-15,415.917
2002-01-16,405.071
2002-01-17,412.963
2002-01-18,413.378
2002-01-21,409.339
2002-01-22,407.803
2002-01-23,417.171
2002-01-24,415.459
2002-01-25,407.814
2002-01-28,406.598
2002-01-29,403.142
2002-01-30,400.673
2002-01-31,403.722
2002-02-01,403.603
2002-02-04,398.685
2002-02-05,395.131
2002-02-06,386.452
2002-02-07,392.149
2002-02-08,392.077
2002-02-11,403.269
2002-02-12,399.47
2002-02-13,401.124
2002-02-14,403.711
2002-02-15,398.072
2002-02-18,396.154
2002-02-19,389.252
2002-02-20,387.954
2002-02-21,391.219
2002-02-22,385.817
2002-02-25,392.006
2002-02-26,392.911
2002-02-27,395.952
2002-02-28,400.733
2002-03-01,404.304
2002-03-04,415.8
2002-03-05,416.207
2002-03-06,422.417
2002-03-07,425.893
2002-03-08,428.537
2002-03-11,427.87
2002-03-12,420.807
2002-03-13,417.8
2002-03-14,423.218
2002-03-15,431.931
2002-03-18,435.372
2002-03-19,439.401
2002-03-20,431.716
2002-03-21,429.427
2002-03-22,428.248
2002-03-25,423.733
2002-03-26,428.41
2002-03-27,424.658
2002-03-28,428.384
2002-03-29,428.384
2002-04-01,431.895
2002-04-02,426.107
2002-04-03,421.246
2002-04-04,420.509
2002-04-05,420.762
2002-04-08,412.849
2002-04-09,413.772
2002-04-10,421.006
2002-04-11,415.743
2002-04-12,413.193
2002-04-15,417.702
2002-04-16,424.459
2002-04-17,425.18
2002-04-18,421.764
2002-04-19,421.977
2002-04-22,415.174
2002-04-23,415.248
2002-04-24,414.743
2002-04-25,412.798
2002-04-26,409.284
2002-04-29,408.785
2002-04-30,410.508
2002-05-01,412.844
2002-05-02,404.997
2002-05-03,404.149
2002-05-06,405.137
2002-05-07,402.822
2002-05-08,412.929
2002-05-09,408.08
2002-05-10,403.878
2002-05-13,410.385
2002-05-14,411.664
2002-05-15,416.904
2002-05-16,415.133
2002-05-17,418.902
2002-05-20,416.736
2002-05-21,412.644
2002-05-22,408.899
2002-05-23,403.688
2002-05-24,406.768
2002-05-27,408.488
2002-05-28,408.8
2002-05-29,406.226
2002-05-30,401.219
2002-05-31,403.418
2002-06-03,398.739
2002-06-04,390.702
2002-06-05,388.233
2002-06-06,393.263
2002-06-07,388.513
2002-06-10,387.021
2002-06-11,387.244
2002-06-12,377.443
2002-06-13,374.466
2002-06-14,362.642
2002-06-17,375.32
2002-06-18,372.873
2002-06-19,368.655
2002-06-20,363.586
2002-06-21,365.038
2002-06-24,357.361
2002-06-25,362.406
2002-06-26,358.254
2002-06-27,370.796
2002-06-28,385.502
2002-07-01,383.191
2002-07-02,366.063
2002-07-03,358.885
2002-07-04,368.904
2002-07-05,389.415
2002-07-08,392.481
2002-07-09,388.313
2002-07-10,369.55
2002-07-11,362.503
2002-07-12,364.846
2002-07-15,350.273
2002-07-16,358.938
2002-07-17,370.173
2002-07-18,369.083
2002-07-19,353.396
2002-07-22,332.762
2002-07-23,311.285
2002-07-24,322.225
2002-07-25,317.577
2002-07-26,318.384
2002-07-29,338.435
2002-07-30,341.31
2002-07-31,322.924
2002-08-01,315.764
2002-08-02,309.087
2002-08-05,291.37
2002-08-06,304.494
2002-08-07,298.822
2002-08-08,315.785
2002-08-09,322.204
2002-08-12,314.165
2002-08-13,316.759
2002-08-14,311.891
2002-08-15,315.302
2002-08-16,319.291
2002-08-19,330.002
2002-08-20,324.787
2002-08-21,337.08
2002-08-22,337.553
2002-08-23,330.015
2002-08-26,326.142
2002-08-27,334.524
2002-08-28,320.637
2002-08-29,318.432
2002-08-30,320.64
2002-09-02,312.392
2002-09-03,299.54
2002-09-04,299.037
2002-09-05,291.375
2002-09-06,301.254
2002-09-09,295.689
2002-09-10,297.198
2002-09-11,304.421
2002-09-12,292.164
2002-09-13,285.736
2002-09-16,278.68
2002-09-17,274.146
2002-09-18,263.695
2002-09-19,254.474
2002-09-20,260.974
2002-09-23,249.84
2002-09-24,247.52
2002-09-25,253.604
2002-09-26,254.496
2002-09-27,245.814
2002-09-30,235.545
2002-10-01,241.158
2002-10-02,247.169
2002-10-03,238.655
2002-10-04,228.455
2002-10-07,223.817
2002-10-08,221.158
2002-10-09,223.026
2002-10-10,235.692
2002-10-11,253.507
2002-10-14,248.064
2002-10-15,265.524
2002-10-16,261.409
2002-10-17,273.767
2002-10-18,272.425
2002-10-21,282.691
2002-10-22,274.062
2002-10-23,262.021
2002-10-24,269.333
2002-10-25,272.675
2002-10-28,282.611
2002-10-29,268.657
2002-10-30,278.285
2002-10-31,284.848
2002-11-01,287.645
2002-11-04,301.083
2002-11-05,306.263
2002-11-06,300.113
2002-11-07,290.223
2002-11-08,284.201
2002-11-11,278.189
2002-11-12,284.959
2002-11-13,280.071
2002-11-14,291.079
2002-11-15,292.405
2002-11-18,294.281
2002-11-19,294.573
2002-11-20,293.81
2002-11-21,300.987
2002-11-22,302.486
2002-11-25,299.503
2002-11-26,289.479
2002-11-27,300.555
2002-11-28,302.291
2002-11-29,298.192
2002-12-02,304.172
2002-12-03,296.956
2002-12-04,299.025
2002-12-05,291.405
2002-12-06,291.408
2002-12-09,278.157
2002-12-10,285.979
2002-12-11,288.94
2002-12-12,283.555
2002-12-13,283.058
2002-12-16,293.582
2002-12-17,292.148
2002-12-18,283.382
2002-12-19,276.728
2002-12-20,281.545
2002-12-23,279.188
2002-12-24,280.343
2002-12-25,280.343
2002-12-26,281.05
2002-12-27,269.104
2002-12-30,274.281
2002-12-31,275.357
2003-01-01,275.357
2003-01-02,290.024
2003-01-03,290.337
2003-01-06,297.131
2003-01-07,292.673
2003-01-08,280.013
2003-01-09,287.291
2003-01-10,289.821
2003-01-13,293.439
2003-01-14,298.734
2003-01-15,293.537
2003-01-16,291.709
2003-01-17,280.194
2003-01-20,278.023
2003-01-21,277.491
2003-01-22,273.115
2003-01-23,277.166
2003-01-24,269.095
2003-01-27,262.03
2003-01-28,263.286
2003-01-29,268.052
2003-01-30,263.394
2003-01-31,267.051
2003-02-03,266.676
2003-02-04,259.067
2003-02-05,267.539
2003-02-06,262.139
2003-02-07,255.109
2003-02-10,254.402
2003-02-11,257.049
2003-02-12,253.512
2003-02-13,254.807
2003-02-14,263.29
2003-02-17,266.342
2003-02-18,268.812
2003-02-19,258.798
2003-02-20,257.175
2003-02-21,261.081
2003-02-24,254.057
2003-02-25,245.48
2003-02-26,244.301
2003-02-27,247.488
2003-02-28,250.816
2003-03-03,253.478
2003-03-04,248.644
2003-03-05,250.2
2003-03-06,245.578
2003-03-07,247.177
2003-03-10,237.097
2003-03-11,235.351
2003-03-12,227.175
2003-03-13,239.41
2003-03-14,243.736
2003-03-17,250.685
2003-03-18,254.452
2003-03-19,256.239
2003-03-20,257.355
2003-03-21,264.347
2003-03-24,250.828
2003-03-25,259.681
2003-03-26,254.772
2003-03-27,256.872
2003-03-28,251.329
2003-03-31,245.965
2003-04-01,249.387
2003-04-02,259.182
2003-04-03,255.947
2003-04-04,261.02
2003-04-07,273.54
2003-04-08,271.68
2003-04-09,269.1
2003-04-10,269.666
2003-04-11,270.585
2003-04-14,276.109
2003-04-15,282.919
2003-04-16,286.215
2003-04-17,293.514
2003-04-18,293.514
2003-04-21,292.249
2003-04-22,299.013
2003-04-23,299.336
2003-04-24,294.16
2003-04-25,289.764
2003-04-28,299.625
2003-04-29,297.513
2003-04-30,303.934
2003-05-01,306.725
2003-05-02,310.379
2003-05-05,315.094
2003-05-06,322.919
2003-05-07,315.625
2003-05-08,307.14
2003-05-09,315.366
2003-05-12,315.59
2003-05-13,313.44
2003-05-14,311.978
2003-05-15,317.111
2003-05-16,319.119
2003-05-19,308.693
2003-05-20,306.592
2003-05-21,306.028
2003-05-22,310.401
2003-05-23,309.896
2003-05-26,313.076
2003-05-27,317.842
2003-05-28,319.732
2003-05-29,320.86
2003-05-30,326.911
2003-06-02,335.15
2003-06-03,331.325
2003-06-04,336.574
2003-06-05,338.285
2003-06-06,344.096
2003-06-09,342.861
2003-06-10,345.782
2003-06-11,350.223
2003-06-12,352.389
2003-06-13,348.206
2003-06-16,360.332
2003-06-17,360.036
2003-06-18,357.172
2003-06-19,351.527
2003-06-20,348.564
2003-06-23,340.086
2003-06-24,343.392
2003-06-25,343.135
2003-06-26,343.559
2003-06-27,340.615
2003-06-30,342.415
2003-07-01,337.317
2003-07-02,346.106
2003-07-03,345.302
2003-07-04,343.981
2003-07-07,349.156
2003-07-08,347.778
2003-07-09,347.214
2003-07-10,342.305
2003-07-11,345.733
2003-07-14,351.625
2003-07-15,350.923
2003-07-16,351.544
2003-07-17,342.904
2003-07-18,347.76
2003-07-21,344.091
2003-07-22,348.423
2003-07-23,350.037
2003-07-24,358.04
2003-07-25,358.501
2003-07-28,363.728
2003-07-29,365.107
2003-07-30,360.129
2003-07-31,359.809
2003-08-01,354.739
2003-08-04,354.205
2003-08-05,357.871
2003-08-06,352.862
2003-08-07,349.428
2003-08-08,347.845
2003-08-11,348.581
2003-08-12,352.357
2003-08-13,356.388
2003-08-14,359.175
2003-08-15,356.5
2003-08-18,359.22
2003-08-19,357.58
2003-08-20,357.079
2003-08-21,358.337
2003-08-22,354.443
2003-08-25,350.956
2003-08-26,345.882
2003-08-27,348.375
2003-08-28,351.958
2003-08-29,354.704
2003-09-01,362.728
2003-09-02,357.781
2003-09-03,366.209
2003-09-04,371.269
2003-09-05,370.597
2003-09-08,377.641
2003-09-09,376.621
2003-09-10,371.004
2003-09-11,372.859
2003-09-12,371.239
2003-09-15,372.205
2003-09-16,374.164
2003-09-17,376.116
2003-09-18,382.54
2003-09-19,381.87
2003-09-22,373.125
2003-09-23,370.964
2003-09-24,361.46
2003-09-25,363.847
2003-09-26,360.887
2003-09-29,362.528
2003-09-30,359.406
2003-10-01,368.616
2003-10-02,365.516
2003-10-03,378.036
2003-10-06,378.392
2003-10-07,377.512
2003-10-08,386.889
2003-10-09,391.453
2003-10-10,393.846
2003-10-13,397.066
2003-10-14,396.991
2003-10-15,397.91
2003-10-16,400.166
2003-10-17,391.52
2003-10-20,396.131
2003-10-21,400.656
2003-10-22,394.577
2003-10-23,393.669
2003-10-24,390.697
2003-10-27,396.271
2003-10-28,400.121
2003-10-29,404.586
2003-10-30,405.588
2003-10-31,404.846
2003-11-03,409.15
2003-11-04,408.385
2003-11-05,403.882
2003-11-06,404.714
2003-11-07,409.207
2003-11-10,405.559
2003-11-11,403.911
2003-11-12,409.676
2003-11-13,415.063
2003-11-14,420.815
2003-11-17,408.548
2003-11-18,411.314
2003-11-19,409.621
2003-11-20,408.013
2003-11-21,408.378
2003-11-24,413.026
2003-11-25,415.734
2003-11-26,417.603
2003-11-27,419.98
2003-11-28,424.157
2003-12-01,431.513
2003-12-02,435.393
2003-12-03,443.012
2003-12-04,438.95
2003-12-05,437.46
2003-12-08,436.694
2003-12-09,441.177
2003-12-10,439.769
2003-12-11,439.304
2003-12-12,442.41
2003-12-15,444.161
2003-12-16,441.592
2003-12-17,440.611
2003-12-18,441.072
2003-12-19,442.231
2003-12-22,441.86
2003-12-23,445.55
2003-12-24,446.806
2003-12-25,446.806
2003-12-26,446.626
2003-12-29,453.687
2003-12-30,457.228
2003-12-31,460.257
2004-01-01,460.257
2004-01-02,468.188
2004-01-05,475.254
2004-01-06,481.064
2004-01-07,477.426
2004-01-08,488.262
2004-01-09,488.391
2004-01-12,483.888
2004-01-13,480.671
2004-01-14,481.39
2004-01-15,478.404
2004-01-16,473.192
2004-01-19,477.267
2004-01-20,482.653
2004-01-21,486.166
2004-01-22,491.859
2004-01-23,491.483
2004-01-26,487.169
2004-01-27,490.263
2004-01-28,490.137
2004-01-29,476.138
2004-01-30,474.665
2004-02-02,476.733
2004-02-03,482.254
2004-02-04,476.232
2004-02-05,478.601
2004-02-06,487.496
2004-02-09,493.092
2004-02-10,495.77
2004-02-11,496.936
2004-02-12,502.837
2004-02-13,496.162
2004-02-16,498.75
2004-02-17,504.416
2004-02-18,503.458
2004-02-19,503.014
2004-02-20,491.484
2004-02-23,488.802
2004-02-24,484.26
2004-02-25,481.487
2004-02-26,474.97
2004-02-27,474.621
2004-03-01,481.196
2004-03-02,479.551
2004-03-03,471.036
2004-03-04,480.221
2004-03-05,489.305
2004-03-08,487.879
2004-03-09,482.661
2004-03-10,468.56
2004-03-11,454.601
2004-03-12,455.614
2004-03-15,445.945
2004-03-16,450.606
2004-03-17,453.08
2004-03-18,454.016
2004-03-19,452.337
2004-03-22,442.582
2004-03-23,439.135
2004-03-24,437.361
2004-03-25,446.157
2004-03-26,442.842
2004-03-29,453.084
2004-03-30,452.905
2004-03-31,457.549
2004-04-01,467.472
2004-04-02,466.847
2004-04-05,466.598
2004-04-06,464.958
2004-04-07,467.179
2004-04-08,466.462
2004-04-09,466.462
2004-04-12,465.152
2004-04-13,463.909
2004-04-14,457.664
2004-04-15,454.583
2004-04-16,459.84
2004-04-19,460.842
2004-04-20,460.744
2004-04-21,453.692
2004-04-22,455.185
2004-04-23,456.777
2004-04-26,460.749
2004-04-27,463.554
2004-04-28,454.064
2004-04-29,451.374
2004-04-30,450.335
2004-05-03,452.128
2004-05-04,457.171
2004-05-05,460.346
2004-05-06,445.114
2004-05-07,437.37
2004-05-10,423.26
2004-05-11,428.795
2004-05-12,424.525
2004-05-13,426.395
2004-05-14,423.804
2004-05-17,422.16
2004-05-18,425.977
2004-05-19,438.454
2004-05-20,431.811
2004-05-21,434.416
2004-05-24,436.947
2004-05-25,437.139
2004-05-26,440.203
2004-05-27,451.563
2004-05-28,449.865
2004-05-31,451.753
2004-06-01,446.049
2004-06-02,450.096
2004-06-03,451.0
2004-06-04,454.912
2004-06-07,463.347
2004-06-08,463.373
2004-06-09,453.775
2004-06-10,455.886
2004-06-11,451.317
2004-06-14,448.426
2004-06-15,450.886
2004-06-16,449.36
2004-06-17,449.702
2004-06-18,454.399
2004-06-21,452.842
2004-06-22,445.768
2004-06-23,448.362
2004-06-24,457.377
2004-06-25,457.019
2004-06-28,464.193
2004-06-29,461.985
2004-06-30,462.268
2004-07-01,460.389
2004-07-02,461.979
2004-07-05,461.473
2004-07-06,454.467
2004-07-07,455.287
2004-07-08,453.899
2004-07-09,452.896
2004-07-12,449.409
2004-07-13,447.117
2004-07-14,449.78
2004-07-15,444.274
2004-07-16,446.888
2004-07-19,441.293
2004-07-20,442.817
2004-07-21,441.64
2004-07-22,434.391
2004-07-23,429.787
2004-07-26,425.328
2004-07-27,428.457
2004-07-28,428.336
2004-07-29,438.426
2004-07-30,438.028
2004-08-02,434.611
2004-08-03,437.224
2004-08-04,430.255
2004-08-05,430.821
2004-08-06,426.903
2004-08-09,420.875
2004-08-10,428.238
2004-08-11,419.863
2004-08-12,416.354
2004-08-13,421.071
2004-08-16,427.516
2004-08-17,428.445
2004-08-18,430.347
2004-08-19,432.581
2004-08-20,429.21
2004-08-23,431.726
2004-08-24,428.228
2004-08-25,428.53
2004-08-26,433.583
2004-08-27,433.185
2004-08-30,432.276
2004-08-31,430.015
2004-09-01,432.627
2004-09-02,433.565
2004-09-03,431.913
2004-09-06,436.072
2004-09-07,438.029
2004-09-08,439.624
2004-09-09,438.681
2004-09-10,449.206
2004-09-13,454.748
2004-09-14,453.84
2004-09-15,447.085
2004-09-16,449.693
2004-09-17,453.866
2004-09-20,452.787
2004-09-21,459.001
2004-09-22,455.713
2004-09-23,454.623
2004-09-24,454.387
2004-09-27,450.768
2004-09-28,451.801
2004-09-29,454.812
2004-09-30,456.094
2004-10-01,466.377
2004-10-04,466.664
2004-10-05,467.217
2004-10-06,466.324
2004-10-07,463.957
2004-10-08,464.733
2004-10-11,462.612
2004-10-12,454.849
2004-10-13,454.473
2004-10-14,455.303
2004-10-15,458.655
2004-10-18,459.669
2004-10-19,464.957
2004-10-20,463.46
2004-10-21,466.348
2004-10-22,466.784
2004-10-25,463.003
2004-10-26,463.167
2004-10-27,470.128
2004-10-28,470.442
2004-10-29,470.069
2004-11-01,475.334
2004-11-02,476.23
2004-11-03,480.135
2004-11-04,482.5
2004-11-05,485.97
2004-11-08,486.748
2004-11-09,484.127
2004-11-10,487.753
2004-11-11,493.875
2004-11-12,496.134
2004-11-15,496.814
2004-11-16,495.974
2004-11-17,505.099
2004-11-18,503.643
2004-11-19,501.928
2004-11-22,499.226
2004-11-23,499.464
2004-11-24,502.678
2004-11-25,509.111
2004-11-26,509.704
2004-11-29,511.163
2004-11-30,509.954
2004-12-01,516.958
2004-12-02,519.95
2004-12-03,523.144
2004-12-06,522.341
2004-12-07,524.681
2004-12-08,516.563
2004-12-09,510.75
2004-12-10,510.232
2004-12-13,517.048
2004-12-14,517.482
2004-12-15,521.394
2004-12-16,517.872
2004-12-17,513.068
2004-12-20,521.237
2004-12-21,519.927
2004-12-22,522.816
2004-12-23,528.439
2004-12-24,529.808
2004-12-27,532.106
2004-12-28,534.389
2004-12-29,531.625
2004-12-30,534.823
2004-12-31,533.351
2005-01-03,533.426
2005-01-04,526.626
2005-01-05,523.723
2005-01-06,523.246
2005-01-07,520.296
2005-01-10,519.944
2005-01-11,515.838
2005-01-12,514.89
2005-01-13,513.904
2005-01-14,509.982
2005-01-17,510.726
2005-01-18,509.328
2005-01-19,510.692
2005-01-20,504.626
2005-01-21,505.892
2005-01-24,506.953
2005-01-25,507.879
2005-01-26,512.073
2005-01-27,509.944
2005-01-28,506.318
2005-01-31,513.342
2005-02-01,513.684
2005-02-02,516.637
2005-02-03,512.192
2005-02-04,518.272
2005-02-07,516.724
2005-02-08,514.372
2005-02-09,512.901
2005-02-10,514.016
2005-02-11,517.581
2005-02-14,521.234
2005-02-15,520.987
2005-02-16,519.925
2005-02-17,522.351
2005-02-18,521.877
2005-02-21,522.955
2005-02-22,525.585
2005-02-23,523.356
2005-02-24,521.62
2005-02-25,526.057
2005-02-28,529.974
2005-03-01,529.922
2005-03-02,528.625
2005-03-03,525.891
2005-03-04,534.764
2005-03-07,532.426
2005-03-08,536.126
2005-03-09,535.071
2005-03-10,531.913
2005-03-11,535.006
2005-03-14,532.069
2005-03-15,531.572
2005-03-16,529.826
2005-03-17,530.21
2005-03-18,528.704
2005-03-21,520.163
2005-03-22,523.461
2005-03-23,515.52
2005-03-24,517.695
2005-03-25,517.695
2005-03-28,514.061
2005-03-29,515.138
2005-03-30,517.526
2005-03-31,520.383
2005-04-01,522.285
2005-04-04,513.99
2005-04-05,516.592
2005-04-06,518.613
2005-04-07,521.774
2005-04-08,522.784
2005-04-11,527.011
2005-04-12,522.25
2005-04-13,525.725
2005-04-14,522.404
2005-04-15,518.433
2005-04-18,510.551
2005-04-19,512.109
2005-04-20,513.161
2005-04-21,516.997
2005-04-22,519.084
2005-04-25,517.272
2005-04-26,512.777
2005-04-27,506.426
2005-04-28,501.725
2005-04-29,501.333
2005-05-02,503.915
2005-05-03,508.609
2005-05-04,511.884
2005-05-05,515.246
2005-05-06,512.581
2005-05-09,511.721
2005-05-10,512.591
2005-05-11,510.169
2005-05-12,507.136
2005-05-13,506.97
2005-05-16,504.98
2005-05-17,502.107
2005-05-18,509.465
2005-05-19,510.753
2005-05-20,509.113
2005-05-23,516.031
2005-05-24,515.886
2005-05-25,516.557
2005-05-26,517.524
2005-05-27,519.19
2005-05-30,518.576
2005-05-31,510.641
2005-06-01,514.718
2005-06-02,516.135
2005-06-03,515.972
2005-06-06,514.817
2005-06-07,521.739
2005-06-08,523.84
2005-06-09,519.088
2005-06-10,518.762
2005-06-13,517.047
2005-06-14,516.174
2005-06-15,514.319
2005-06-16,517.295
2005-06-17,526.43
2005-06-20,521.177
2005-06-21,523.901
2005-06-22,526.957
2005-06-23,523.723
2005-06-24,518.813
2005-06-27,516.842
2005-06-28,518.616
2005-06-29,520.572
2005-06-30,522.447
2005-07-01,519.049
2005-07-04,517.298
2005-07-05,514.309
2005-07-06,516.384
2005-07-07,509.437
2005-07-08,516.201
2005-07-11,529.472
2005-07-12,534.532
2005-07-13,532.146
2005-07-14,534.511
2005-07-15,532.655
2005-07-18,534.08
2005-07-19,535.998
2005-07-20,538.133
2005-07-21,545.337
2005-07-22,545.396
2005-07-25,541.82
2005-07-26,539.046
2005-07-27,538.958
2005-07-28,545.453
2005-07-29,548.136
2005-08-01,550.819
2005-08-02,555.007
2005-08-03,561.939
2005-08-04,560.545
2005-08-05,553.338
2005-08-08,555.156
2005-08-09,559.267
2005-08-10,567.332
2005-08-11,566.66
2005-08-12,563.786
2005-08-15,559.244
2005-08-16,554.328
2005-08-17,551.987
2005-08-18,545.268
2005-08-19,550.346
2005-08-22,555.407
2005-08-23,551.419
2005-08-24,553.304
2005-08-25,550.815
2005-08-26,546.786
2005-08-29,546.351
2005-08-30,541.548
2005-08-31,550.672
2005-09-01,561.791
2005-09-02,564.961
2005-09-05,568.928
2005-09-06,573.273
2005-09-07,574.549
2005-09-08,574.18
2005-09-09,577.574
2005-09-12,571.968
2005-09-13,562.876
2005-09-14,563.395
2005-09-15,558.326
2005-09-16,565.021
2005-09-19,556.499
2005-09-20,560.638
2005-09-21,554.69
2005-09-22,547.888
2005-09-23,547.351
2005-09-26,555.261
2005-09-27,551.235
2005-09-28,556.21
2005-09-29,555.6
2005-09-30,561.08
2005-10-03,557.5
2005-10-04,563.818
2005-10-05,559.165
2005-10-06,559.226
2005-10-07,558.051
2005-10-10,556.932
2005-10-11,555.298
2005-10-12,550.111
2005-10-13,539.307
2005-10-14,546.223
2005-10-17,544.897
2005-10-18,538.99
2005-10-19,530.209
2005-10-20,533.566
2005-10-21,530.392
2005-10-24,535.8
2005-10-25,536.85
2005-10-26,538.06
2005-10-27,530.182
2005-10-28,529.702
2005-10-31,536.098
2005-11-01,537.74
2005-11-02,543.393
2005-11-03,547.934
2005-11-04,538.931
2005-11-07,541.973
