Date,GERMANY IMI GROWTH IMI (Large+Mid+Small Cap)
2018-04-30,1829.262
2018-05-31,1821.531
2018-06-29,1793.047
2018-07-31,1853.543
2018-08-31,1837.073
2018-09-28,1785.02
2018-10-31,1608.816
2018-11-30,1563.078
2018-12-31,1463.489
2019-01-31,1564.929
2019-02-28,1581.9
2019-03-29,1603.26
2019-04-30,1713.52
2019-05-31,1634.328
2019-06-28,1748.669
2019-07-31,1687.565
2019-08-30,1621.401
2019-09-30,1649.724
2019-10-31,1730.705
2019-11-29,1801.29
2019-12-31,1846.618
2020-01-31,1832.786
2020-02-28,1676.331
2020-03-31,1442.035
2020-04-30,1567.318
2020-05-29,1724.039
2020-06-30,1774.466
2020-07-31,1918.972
2020-08-31,2021.389
2020-09-30,1978.397
2020-10-30,1718.982
2020-11-30,1943.668
2020-12-31,2114.035
2021-01-29,2080.949
2021-02-26,2087.177
2021-03-31,2042.222
2021-04-30,2186.038
2021-05-31,2237.783
2021-06-30,2248.576
2021-07-30,2278.04
2021-08-31,2349.311
2021-09-30,2184.223
2021-10-29,2264.203
2021-11-30,2147.052
2021-12-31,2208.228
2022-01-31,1987.695
2022-02-28,1836.919
2022-03-31,1797.628
2022-04-29,1617.389
2022-05-31,1635.89
2022-06-30,1461.098
2022-07-29,1525.83
2022-08-31,1413.51
2022-09-30,1273.621
2022-10-31,1346.288
2022-11-30,1542.351
2022-12-30,1544.268
2023-01-31,1722.056
2023-02-28,1679.772
2023-03-31,1789.468
2023-04-28,1816.293
2023-05-31,1704.539
2023-06-30,1786.237
2023-07-31,1840.788
2023-08-31,1766.763
2023-09-29,1639.613
2023-10-31,1588.068
2023-11-30,1843.606
2023-12-29,1875.646
2024-01-31,1891.486
2024-02-29,1998.461
2024-03-29,2070.027
2024-04-30,1972.456
2024-05-31,2053.471
2024-06-28,2066.336
2024-07-31,2115.849
2024-08-30,2210.469
2024-09-30,2275.495
2024-10-31,2197.944
2024-11-29,2228.453
2024-12-31,2227.493
2025-01-31,2452.644
2025-02-28,2513.603
2025-03-31,2516.262
2025-04-30,2746.806
2025-05-30,2966.621
2025-06-30,3032.444
2025-07-31,2908.551
2025-08-29,2853.405
2025-09-30,2890.208
2025-10-31,2785.216
2025-11-28,2718.151
2025-12-31,2817.034
2026-01-30,2858.991
