Date,AUSTRIA Standard (Large+Mid Cap)
1977-06-30,265.413
1977-07-29,270.015
1977-08-31,265.199
1977-09-30,258.863
1977-10-31,263.298
1977-11-30,261.853
1977-12-30,284.135
1978-01-31,282.127
1978-02-28,289.254
1978-03-31,296.879
1978-04-28,285.796
1978-05-31,284.86
1978-06-30,285.782
1978-07-31,299.398
1978-08-31,307.327
1978-09-29,313.977
1978-10-31,350.721
1978-11-30,307.141
1978-12-29,328.45
1979-01-31,319.775
1979-02-28,321.425
1979-03-30,330.51
1979-04-30,322.715
1979-05-31,318.207
1979-06-29,330.422
1979-07-31,331.937
1979-08-31,340.519
1979-09-28,356.534
1979-10-31,359.629
1979-11-30,379.811
1979-12-31,392.461
1980-01-31,386.555
1980-02-29,386.762
1980-03-31,350.864
1980-04-30,371.264
1980-05-30,376.104
1980-06-30,378.207
1980-07-31,376.932
1980-08-29,371.357
1980-09-30,364.743
1980-10-31,348.106
1980-11-28,345.017
1980-12-31,343.338
1981-01-30,309.13
1981-02-27,304.559
1981-03-31,305.089
1981-04-30,280.086
1981-05-29,263.779
1981-06-30,252.059
1981-07-31,246.338
1981-08-31,240.686
1981-09-30,247.411
1981-10-30,254.808
1981-11-30,260.572
1981-12-31,272.351
1982-01-29,257.385
1982-02-26,246.877
1982-03-31,240.532
1982-04-30,242.946
1982-05-31,241.007
1982-06-30,223.71
1982-07-30,222.469
1982-08-31,211.506
1982-09-30,208.824
1982-10-29,204.823
1982-11-30,213.768
1982-12-31,238.356
1983-01-31,226.079
1983-02-28,231.184
1983-03-31,249.816
1983-04-29,259.334
1983-05-31,254.349
1983-06-30,247.122
1983-07-29,235.711
1983-08-31,230.197
1983-09-30,237.255
1983-10-31,234.039
1983-11-30,229.435
1983-12-30,235.009
1984-01-31,226.506
1984-02-29,244.573
1984-03-30,248.056
1984-04-30,234.064
1984-05-31,231.35
1984-06-29,225.387
1984-07-31,216.209
1984-08-31,216.694
1984-09-28,216.347
1984-10-31,219.88
1984-11-30,223.343
1984-12-31,224.845
1985-01-31,225.894
1985-02-28,247.0
1985-03-29,286.898
1985-04-30,367.538
1985-05-31,421.051
1985-06-28,449.402
1985-07-31,442.764
1985-08-30,459.274
1985-09-30,479.453
1985-10-31,479.829
1985-11-29,593.663
1985-12-31,623.564
1986-01-31,646.054
1986-02-28,694.053
1986-03-31,660.605
1986-04-30,805.591
1986-05-30,719.146
1986-06-30,747.661
1986-07-31,771.301
1986-08-29,820.898
1986-09-30,820.421
1986-10-31,785.527
1986-11-28,831.318
1986-12-31,842.936
1987-01-30,794.701
1987-02-27,798.021
1987-03-31,781.626
1987-04-30,775.367
1987-05-29,720.958
1987-06-30,733.781
1987-07-31,847.465
1987-08-31,843.556
1987-09-30,881.126
1987-10-30,798.528
1987-11-30,811.938
1987-12-31,865.546
1988-01-29,748.993
1988-02-29,751.823
1988-03-31,786.25
1988-04-29,796.996
1988-05-31,756.928
1988-06-30,737.207
1988-07-29,757.549
1988-08-31,767.477
1988-09-30,780.221
1988-10-31,875.292
1988-11-30,893.276
1988-12-30,874.855
1989-01-31,857.914
1989-02-28,907.653
1989-03-31,995.097
1989-04-28,1070.124
1989-05-31,1040.84
1989-06-30,1101.407
1989-07-31,1183.486
1989-08-31,1386.301
1989-09-29,1581.17
1989-10-31,1458.632
1989-11-30,1428.916
1989-12-29,1792.115
1990-01-31,2147.469
1990-02-28,2567.89
1990-03-30,2612.887
1990-04-30,2278.382
1990-05-31,2234.004
1990-06-29,2418.442
1990-07-31,2717.957
1990-08-31,2240.431
1990-09-28,1718.686
1990-10-31,1915.595
1990-11-30,1918.603
1990-12-31,1912.125
1991-01-31,1839.692
1991-02-28,2131.438
1991-03-29,1919.193
1991-04-30,1947.331
1991-05-31,1911.566
1991-06-28,1706.039
1991-07-31,1695.969
1991-08-30,1694.685
1991-09-30,1752.268
1991-10-31,1516.408
1991-11-29,1656.154
1991-12-31,1685.525
1992-01-31,1734.864
1992-02-28,1847.76
1992-03-31,1747.503
1992-04-30,1680.786
1992-05-29,1742.456
1992-06-30,1772.936
1992-07-31,1602.427
1992-08-31,1564.819
1992-09-30,1664.754
1992-10-30,1571.818
1992-11-30,1473.797
1992-12-31,1513.465
1993-01-29,1501.3
1993-02-26,1588.255
1993-03-31,1559.259
1993-04-30,1542.707
1993-05-31,1573.939
1993-06-30,1570.332
1993-07-30,1637.359
1993-08-31,1813.644
1993-09-30,1771.625
1993-10-29,1900.992
1993-11-30,1810.602
1993-12-31,1945.71
1994-01-31,1984.042
1994-02-28,1959.007
1994-03-31,1879.775
1994-04-29,1858.384
1994-05-31,1808.259
1994-06-30,1945.416
1994-07-29,1895.6
1994-08-31,1967.133
1994-09-30,1869.372
1994-10-31,1808.326
1994-11-30,1775.523
1994-12-30,1827.927
1995-01-31,1760.192
1995-02-28,1848.398
1995-03-31,1860.842
1995-04-28,1851.27
1995-05-31,1954.026
1995-06-30,1980.176
1995-07-31,1992.538
1995-08-31,1842.146
1995-09-29,1851.453
1995-10-31,1765.201
1995-11-30,1703.241
1995-12-29,1747.07
1996-01-31,1849.145
1996-02-29,1842.489
1996-03-29,1827.856
1996-04-30,1840.239
1996-05-31,1941.08
1996-06-28,1823.051
1996-07-31,1783.584
1996-08-30,1800.969
1996-09-30,1749.219
1996-10-31,1761.886
1996-11-29,1803.938
1996-12-31,1832.154
1997-01-31,1758.556
1997-02-28,1763.723
1997-03-31,1783.581
1997-04-30,1710.642
1997-05-30,1803.711
1997-06-30,1785.809
1997-07-31,1897.274
1997-08-29,1781.46
1997-09-30,1913.7
1997-10-31,1870.37
1997-11-28,1744.776
1997-12-31,1867.984
1998-01-30,1931.884
1998-02-27,2070.097
1998-03-31,2174.949
1998-04-30,2361.669
1998-05-29,2496.988
1998-06-30,2317.85
1998-07-31,2355.226
1998-08-31,1940.042
1998-09-30,1736.097
1998-10-30,1950.779
1998-11-30,1851.93
1998-12-31,1882.412
1999-01-29,1770.642
1999-02-26,1869.608
1999-03-31,1864.759
1999-04-30,1944.853
1999-05-31,1702.301
1999-06-30,1779.015
1999-07-30,1790.011
1999-08-31,1793.327
1999-09-30,1699.502
1999-10-29,1679.501
1999-11-30,1605.018
1999-12-31,1719.457
2000-01-31,1569.352
2000-02-29,1497.085
2000-03-31,1535.586
2000-04-28,1456.04
2000-05-31,1508.195
2000-06-30,1560.006
2000-07-31,1560.197
2000-08-31,1517.398
2000-09-29,1525.566
2000-10-31,1443.117
2000-11-30,1388.803
2000-12-29,1522.36
2001-01-31,1567.358
2001-02-28,1669.192
2001-03-30,1590.229
2001-04-30,1627.39
2001-05-31,1534.882
2001-06-29,1499.278
2001-07-31,1607.982
2001-08-31,1615.799
2001-09-28,1463.528
2001-10-31,1363.059
2001-11-30,1430.331
2001-12-31,1445.54
2002-01-31,1450.646
2002-02-28,1492.998
2002-03-29,1598.425
2002-04-30,1718.182
2002-05-31,1735.154
2002-06-28,1755.569
2002-07-31,1591.645
2002-08-30,1589.919
2002-09-30,1495.448
2002-10-31,1517.536
2002-11-29,1513.852
2002-12-31,1695.351
2003-01-31,1729.224
2003-02-28,1754.386
2003-03-31,1782.413
2003-04-30,1921.007
2003-05-30,2027.935
2003-06-30,2092.113
2003-07-31,2079.052
2003-08-29,2069.1
2003-09-30,2189.029
2003-10-31,2309.205
2003-11-28,2478.235
2003-12-31,2675.001
2004-01-30,2909.837
2004-02-27,2982.033
2004-03-31,3117.593
2004-04-30,3136.486
2004-05-31,3163.133
2004-06-30,3347.605
2004-07-30,3409.031
2004-08-31,3403.825
2004-09-30,3565.792
2004-10-29,3767.39
2004-11-30,4267.195
2004-12-31,4608.933
2005-01-31,4501.207
2005-02-28,4909.224
2005-03-31,4680.159
2005-04-29,4473.656
2005-05-31,4680.451
2005-06-30,4981.311
2005-07-29,5180.26
2005-08-31,5522.224
2005-09-30,5597.788
2005-10-31,5372.344
2005-11-30,5560.628
2005-12-30,5769.973
2006-01-31,6432.085
2006-02-28,6329.313
2006-03-31,6547.715
2006-04-28,6861.433
2006-05-31,6468.94
2006-06-30,6438.956
2006-07-31,6457.599
2006-08-31,6521.874
2006-09-29,6657.896
2006-10-31,7019.327
2006-11-30,7350.784
2006-12-29,7912.917
2007-01-31,7951.875
2007-02-28,7810.57
2007-03-30,8372.652
2007-04-30,8750.275
2007-05-31,8889.85
2007-06-29,8817.157
2007-07-31,8385.197
2007-08-31,8046.866
2007-09-28,8081.081
2007-10-31,8698.531
2007-11-30,8129.114
2007-12-31,8122.704
2008-01-31,7035.12
2008-02-29,7273.025
2008-03-31,7320.035
2008-04-30,8176.488
2008-05-30,8489.69
2008-06-30,7723.81
2008-07-31,7003.342
2008-08-29,6590.274
2008-09-30,4545.754
2008-10-31,2861.962
2008-11-28,2445.252
2008-12-31,2581.071
2009-01-30,2304.105
2009-02-27,1902.468
2009-03-31,2371.412
2009-04-30,2608.645
2009-05-29,3274.833
2009-06-30,3206.0
2009-07-31,3472.888
2009-08-31,3905.544
2009-09-30,4143.421
2009-10-30,3910.996
2009-11-30,3959.797
2009-12-31,3738.112
2010-01-29,3560.185
2010-02-26,3430.902
2010-03-31,3692.362
2010-04-30,3704.94
2010-05-31,3100.576
2010-06-30,2884.694
2010-07-30,3409.631
2010-08-31,3255.557
2010-09-30,3705.106
2010-10-29,3961.318
2010-11-30,3557.221
2010-12-31,4139.292
2011-01-31,4268.951
2011-02-28,4335.711
2011-03-31,4388.263
2011-04-29,4506.314
2011-05-31,4367.089
2011-06-30,4479.204
2011-07-29,4189.109
2011-08-31,3594.191
2011-09-30,2792.989
2011-10-31,2976.641
2011-11-30,2660.565
2011-12-30,2650.311
2012-01-31,2923.183
2012-02-29,3174.412
2012-03-30,3086.684
2012-04-30,2963.47
2012-05-31,2428.037
2012-06-29,2635.114
2012-07-31,2619.164
2012-08-31,2661.568
2012-09-28,2826.068
2012-10-31,3017.951
2012-11-30,3182.879
2012-12-31,3366.36
2013-01-31,3512.707
2013-02-28,3437.174
2013-03-29,3212.023
2013-04-30,3417.934
2013-05-31,3386.546
2013-06-28,3124.984
2013-07-31,3368.168
2013-08-30,3503.679
2013-09-30,3722.244
2013-10-31,3862.474
2013-11-29,3959.059
2013-12-31,3846.481
2014-01-31,3751.046
2014-02-28,3849.721
2014-03-31,3740.996
2014-04-30,3757.964
2014-05-30,3744.715
2014-06-30,3733.225
2014-07-31,3307.826
2014-08-29,3233.77
2014-09-30,2930.274
2014-10-31,2951.903
2014-11-28,3030.077
2014-12-31,2716.07
2015-01-30,2500.873
2015-02-27,2910.463
2015-03-31,2802.681
2015-04-30,3093.399
2015-05-29,3008.321
2015-06-30,2897.09
2015-07-31,2997.067
2015-08-31,2763.466
2015-09-30,2640.357
2015-10-30,2835.053
2015-11-30,2871.141
2015-12-31,2821.209
2016-01-29,2552.868
2016-02-29,2522.264
2016-03-31,2806.604
2016-04-29,2939.567
2016-05-31,2752.771
2016-06-30,2535.566
2016-07-29,2747.119
2016-08-31,2813.848
2016-09-30,2963.16
2016-10-31,3083.949
2016-11-30,3029.024
2016-12-30,3155.971
2017-01-31,3327.938
2017-02-28,3327.296
2017-03-31,3442.887
2017-04-28,3775.807
2017-05-31,4138.194
2017-06-30,4202.176
2017-07-31,4577.999
2017-08-31,4649.773
2017-09-29,4740.319
2017-10-31,4839.165
2017-11-30,4964.827
2017-12-29,5016.718
2018-01-31,5561.629
2018-02-28,5246.34
2018-03-30,5131.292
2018-04-30,5056.578
2018-05-31,4696.852
2018-06-29,4598.291
2018-07-31,4833.455
2018-08-31,4477.967
2018-09-28,4615.821
2018-10-31,4325.072
2018-11-30,4141.541
2018-12-31,3659.61
2019-01-31,3985.71
2019-02-28,4095.915
2019-03-29,3972.819
2019-04-30,4232.413
2019-05-31,3784.071
2019-06-28,4022.034
2019-07-31,3990.706
2019-08-30,3788.864
2019-09-30,3902.108
2019-10-31,4165.255
2019-11-29,4087.811
2019-12-31,4215.951
2020-01-31,3953.527
2020-02-28,3524.513
2020-03-31,2408.043
2020-04-30,2772.334
2020-05-29,2829.629
2020-06-30,2909.493
2020-07-31,2882.609
2020-08-31,3040.223
2020-09-30,2771.663
2020-10-30,2758.972
2020-11-30,3643.59
2020-12-31,4099.029
2021-01-29,4191.927
2021-02-26,4364.38
2021-03-31,4479.533
2021-04-30,4663.212
2021-05-31,5261.072
2021-06-30,5014.01
2021-07-30,5133.211
2021-08-31,5423.237
2021-09-30,5538.279
2021-10-29,5602.145
2021-11-30,5445.352
2021-12-31,5831.012
2022-01-31,5706.227
2022-02-28,4848.435
2022-03-31,4666.102
2022-04-29,4363.582
2022-05-31,4585.478
2022-06-30,3899.0
2022-07-29,3960.202
2022-08-31,3591.604
2022-09-30,3310.149
2022-10-31,3672.846
2022-11-30,4323.249
2022-12-30,4338.56
2023-01-31,4750.928
2023-02-28,4923.095
2023-03-31,4449.832
2023-04-28,4694.764
2023-05-31,4333.379
2023-06-30,4725.561
2023-07-31,4978.813
2023-08-31,4795.801
2023-09-29,4730.69
2023-10-31,4688.451
2023-11-30,5112.564
2023-12-29,5184.291
2024-01-31,5224.801
2024-02-29,4830.519
2024-03-29,5209.787
2024-04-30,5370.233
2024-05-31,5890.834
2024-06-28,5679.858
2024-07-31,5922.436
2024-08-30,6187.072
2024-09-30,6180.385
2024-10-31,6089.472
2024-11-29,5919.704
2024-12-31,6246.773
2025-01-31,6390.86
2025-02-28,6814.55
2025-03-31,7069.858
2025-04-30,7093.445
2025-05-30,8267.95
2025-06-30,8749.136
2025-07-31,9124.834
2025-08-29,9405.115
