Date,AUSTRIA Standard (Large+Mid Cap)
2001-10-17,1463.826
2001-10-18,1450.85
2001-10-19,1389.675
2001-10-22,1358.097
2001-10-23,1366.727
2001-10-24,1356.63
2001-10-25,1345.354
2001-10-26,1339.425
2001-10-29,1341.269
2001-10-30,1345.131
2001-10-31,1363.059
2001-11-01,1371.761
2001-11-02,1363.307
2001-11-05,1349.48
2001-11-06,1367.495
2001-11-07,1376.134
2001-11-08,1376.404
2001-11-09,1370.426
2001-11-12,1368.854
2001-11-13,1338.835
2001-11-14,1353.818
2001-11-15,1361.312
2001-11-16,1370.588
2001-11-19,1336.452
2001-11-20,1361.03
2001-11-21,1352.548
2001-11-22,1359.486
2001-11-23,1356.735
2001-11-26,1348.143
2001-11-27,1360.13
2001-11-28,1373.802
2001-11-29,1395.034
2001-11-30,1430.331
2001-12-03,1409.285
2001-12-04,1424.227
2001-12-05,1432.078
2001-12-06,1446.06
2001-12-07,1450.015
2001-12-10,1447.122
2001-12-11,1437.426
2001-12-12,1456.143
2001-12-13,1464.857
2001-12-14,1464.158
2001-12-17,1460.571
2001-12-18,1448.909
2001-12-19,1433.67
2001-12-20,1413.156
2001-12-21,1425.449
2001-12-24,1411.226
2001-12-25,1411.226
2001-12-26,1412.431
2001-12-27,1453.09
2001-12-28,1431.579
2001-12-31,1445.54
2002-01-01,1445.54
2002-01-02,1455.372
2002-01-03,1464.971
2002-01-04,1459.491
2002-01-07,1438.626
2002-01-08,1421.277
2002-01-09,1419.286
2002-01-10,1428.826
2002-01-11,1429.141
2002-01-14,1431.522
2002-01-15,1437.495
2002-01-16,1419.18
2002-01-17,1430.11
2002-01-18,1433.941
2002-01-21,1448.304
2002-01-22,1451.761
2002-01-23,1456.054
2002-01-24,1459.696
2002-01-25,1435.885
2002-01-28,1437.232
2002-01-29,1439.555
2002-01-30,1444.441
2002-01-31,1450.646
2002-02-01,1456.98
2002-02-04,1475.438
2002-02-05,1481.435
2002-02-06,1482.688
2002-02-07,1504.982
2002-02-08,1519.831
2002-02-11,1536.059
2002-02-12,1537.973
2002-02-13,1536.665
2002-02-14,1533.043
2002-02-15,1527.027
2002-02-18,1523.02
2002-02-19,1549.113
2002-02-20,1540.849
2002-02-21,1546.527
2002-02-22,1559.691
2002-02-25,1547.345
2002-02-26,1530.373
2002-02-27,1523.247
2002-02-28,1492.998
2002-03-01,1497.862
2002-03-04,1535.439
2002-03-05,1530.542
2002-03-06,1523.418
2002-03-07,1525.732
2002-03-08,1548.718
2002-03-11,1547.535
2002-03-12,1540.485
2002-03-13,1534.215
2002-03-14,1540.017
2002-03-15,1550.774
2002-03-18,1551.321
2002-03-19,1554.181
2002-03-20,1560.031
2002-03-21,1554.782
2002-03-22,1572.257
2002-03-25,1581.987
2002-03-26,1579.085
2002-03-27,1589.138
2002-03-28,1598.425
2002-03-29,1598.425
2002-04-01,1611.525
2002-04-02,1636.877
2002-04-03,1633.208
2002-04-04,1616.758
2002-04-05,1636.022
2002-04-08,1624.136
2002-04-09,1625.972
2002-04-10,1637.97
2002-04-11,1655.328
2002-04-12,1656.439
2002-04-15,1664.042
2002-04-16,1662.709
2002-04-17,1677.557
2002-04-18,1679.453
2002-04-19,1679.294
2002-04-22,1669.815
2002-04-23,1673.735
2002-04-24,1664.511
2002-04-25,1674.316
2002-04-26,1670.775
2002-04-29,1705.907
2002-04-30,1718.182
2002-05-01,1727.907
2002-05-02,1735.591
2002-05-03,1752.455
2002-05-06,1763.766
2002-05-07,1742.471
2002-05-08,1730.855
2002-05-09,1730.474
2002-05-10,1739.887
2002-05-13,1739.391
2002-05-14,1717.978
2002-05-15,1723.519
2002-05-16,1718.62
2002-05-17,1746.663
2002-05-20,1747.232
2002-05-21,1737.878
2002-05-22,1744.666
2002-05-23,1733.071
2002-05-24,1724.564
2002-05-27,1722.462
2002-05-28,1754.172
2002-05-29,1758.338
2002-05-30,1768.807
2002-05-31,1735.154
2002-06-03,1745.781
2002-06-04,1743.218
2002-06-05,1727.629
2002-06-06,1755.105
2002-06-07,1737.947
2002-06-10,1738.031
2002-06-11,1719.298
2002-06-12,1713.728
2002-06-13,1709.172
2002-06-14,1698.18
2002-06-17,1682.622
2002-06-18,1681.158
2002-06-19,1702.815
2002-06-20,1712.577
2002-06-21,1724.505
2002-06-24,1722.176
2002-06-25,1726.023
2002-06-26,1742.278
2002-06-27,1752.483
2002-06-28,1755.569
2002-07-01,1782.458
2002-07-02,1727.691
2002-07-03,1710.807
2002-07-04,1715.314
2002-07-05,1713.509
2002-07-08,1736.613
2002-07-09,1750.717
2002-07-10,1725.54
2002-07-11,1724.948
2002-07-12,1728.861
2002-07-15,1749.499
2002-07-16,1738.753
2002-07-17,1758.621
2002-07-18,1764.344
2002-07-19,1736.335
2002-07-22,1714.134
2002-07-23,1648.359
2002-07-24,1579.301
2002-07-25,1634.743
2002-07-26,1617.051
2002-07-29,1613.96
2002-07-30,1636.14
2002-07-31,1591.645
2002-08-01,1592.518
2002-08-02,1568.064
2002-08-05,1561.263
2002-08-06,1530.329
2002-08-07,1549.686
2002-08-08,1555.788
2002-08-09,1571.099
2002-08-12,1560.775
2002-08-13,1566.685
2002-08-14,1593.134
2002-08-15,1581.268
2002-08-16,1604.972
2002-08-19,1559.156
2002-08-20,1535.963
2002-08-21,1561.008
2002-08-22,1563.785
2002-08-23,1561.604
2002-08-26,1559.498
2002-08-27,1599.364
2002-08-28,1571.801
2002-08-29,1562.859
2002-08-30,1589.919
2002-09-02,1586.326
2002-09-03,1582.202
2002-09-04,1593.673
2002-09-05,1579.383
2002-09-06,1556.787
2002-09-09,1575.961
2002-09-10,1568.614
2002-09-11,1567.334
2002-09-12,1550.569
2002-09-13,1542.918
2002-09-16,1524.629
2002-09-17,1523.029
2002-09-18,1512.269
2002-09-19,1510.744
2002-09-20,1488.759
2002-09-23,1485.551
2002-09-24,1452.596
2002-09-25,1475.391
2002-09-26,1478.531
2002-09-27,1472.42
2002-09-30,1495.448
2002-10-01,1473.926
2002-10-02,1504.415
2002-10-03,1486.871
2002-10-04,1441.765
2002-10-07,1391.98
2002-10-08,1376.983
2002-10-09,1383.746
2002-10-10,1381.584
2002-10-11,1396.669
2002-10-14,1395.107
2002-10-15,1410.034
2002-10-16,1418.331
2002-10-17,1440.71
2002-10-18,1436.217
2002-10-21,1448.354
2002-10-22,1463.327
2002-10-23,1450.768
2002-10-24,1452.223
2002-10-25,1448.508
2002-10-28,1481.938
2002-10-29,1476.533
2002-10-30,1471.987
2002-10-31,1517.536
2002-11-01,1526.96
2002-11-04,1518.398
2002-11-05,1531.471
2002-11-06,1538.043
2002-11-07,1556.329
2002-11-08,1555.674
2002-11-11,1547.154
2002-11-12,1554.112
2002-11-13,1559.281
2002-11-14,1547.557
2002-11-15,1546.791
2002-11-18,1546.295
2002-11-19,1551.602
2002-11-20,1551.379
2002-11-21,1536.06
2002-11-22,1536.831
2002-11-25,1536.578
2002-11-26,1537.873
2002-11-27,1530.811
2002-11-28,1531.233
2002-11-29,1513.852
2002-12-02,1542.074
2002-12-03,1540.363
2002-12-04,1568.137
2002-12-05,1577.305
2002-12-06,1585.784
2002-12-09,1568.785
2002-12-10,1586.516
2002-12-11,1592.66
2002-12-12,1601.966
2002-12-13,1614.816
2002-12-16,1613.591
2002-12-17,1629.966
2002-12-18,1624.848
2002-12-19,1621.244
2002-12-20,1669.178
2002-12-23,1672.491
2002-12-24,1679.414
2002-12-25,1679.414
2002-12-26,1683.649
2002-12-27,1667.515
2002-12-30,1688.728
2002-12-31,1695.351
2003-01-01,1695.351
2003-01-02,1673.171
2003-01-03,1687.538
2003-01-06,1697.906
2003-01-07,1689.974
2003-01-08,1670.829
2003-01-09,1703.496
2003-01-10,1692.394
2003-01-13,1707.027
2003-01-14,1737.81
2003-01-15,1745.976
2003-01-16,1754.855
2003-01-17,1739.185
2003-01-20,1732.812
2003-01-21,1742.325
2003-01-22,1727.532
2003-01-23,1759.205
2003-01-24,1797.308
2003-01-27,1776.984
2003-01-28,1783.626
2003-01-29,1764.162
2003-01-30,1720.336
2003-01-31,1729.224
2003-02-03,1738.363
2003-02-04,1758.681
2003-02-05,1762.099
2003-02-06,1782.214
2003-02-07,1778.908
2003-02-10,1754.307
2003-02-11,1725.05
2003-02-12,1707.778
2003-02-13,1741.74
2003-02-14,1733.743
2003-02-17,1748.721
2003-02-18,1730.468
2003-02-19,1744.71
2003-02-20,1738.155
2003-02-21,1744.604
2003-02-24,1729.048
2003-02-25,1718.988
2003-02-26,1731.837
2003-02-27,1741.976
2003-02-28,1754.386
2003-03-03,1776.629
2003-03-04,1772.447
2003-03-05,1786.12
2003-03-06,1785.681
2003-03-07,1786.374
2003-03-10,1765.483
2003-03-11,1753.466
2003-03-12,1730.761
2003-03-13,1723.453
2003-03-14,1714.703
2003-03-17,1702.316
2003-03-18,1715.728
2003-03-19,1698.967
2003-03-20,1708.252
2003-03-21,1709.846
2003-03-24,1735.289
2003-03-25,1742.704
2003-03-26,1759.565
2003-03-27,1757.237
2003-03-28,1757.45
2003-03-31,1782.413
2003-04-01,1794.301
2003-04-02,1806.513
2003-04-03,1790.923
2003-04-04,1795.165
2003-04-07,1820.359
2003-04-08,1818.369
2003-04-09,1810.834
2003-04-10,1818.554
2003-04-11,1803.968
2003-04-14,1815.149
2003-04-15,1803.092
2003-04-16,1778.784
2003-04-17,1789.522
2003-04-18,1789.522
2003-04-21,1781.808
2003-04-22,1789.487
2003-04-23,1826.649
2003-04-24,1849.325
2003-04-25,1841.471
2003-04-28,1863.47
2003-04-29,1878.871
2003-04-30,1921.007
2003-05-01,1938.651
2003-05-02,1937.471
2003-05-05,1970.015
2003-05-06,1999.216
2003-05-07,2024.316
2003-05-08,2021.647
2003-05-09,2030.773
2003-05-12,2083.209
2003-05-13,2077.92
2003-05-14,2095.818
2003-05-15,2098.014
2003-05-16,2113.68
2003-05-19,2119.977
2003-05-20,2127.569
2003-05-21,2126.948
2003-05-22,2122.069
2003-05-23,2132.347
2003-05-26,2144.991
2003-05-27,2126.844
2003-05-28,2095.616
2003-05-29,2111.145
2003-05-30,2027.935
2003-06-02,2083.583
2003-06-03,2094.209
2003-06-04,2083.461
2003-06-05,2119.886
2003-06-06,2106.004
2003-06-09,2117.438
2003-06-10,2109.624
2003-06-11,2126.607
2003-06-12,2094.072
2003-06-13,2120.108
2003-06-16,2131.064
2003-06-17,2128.607
2003-06-18,2125.661
2003-06-19,2124.479
2003-06-20,2123.133
2003-06-23,2106.132
2003-06-24,2094.503
2003-06-25,2093.778
2003-06-26,2084.691
2003-06-27,2095.575
2003-06-30,2092.113
2003-07-01,2122.083
2003-07-02,2142.649
2003-07-03,2128.628
2003-07-04,2131.808
2003-07-07,2134.846
2003-07-08,2101.914
2003-07-09,2108.496
2003-07-10,2094.871
2003-07-11,2094.747
2003-07-14,2126.886
2003-07-15,2117.678
2003-07-16,2123.054
2003-07-17,2107.994
2003-07-18,2120.698
2003-07-21,2121.691
2003-07-22,2097.171
2003-07-23,2145.042
2003-07-24,2143.62
2003-07-25,2160.521
2003-07-28,2148.773
2003-07-29,2147.538
2003-07-30,2119.92
2003-07-31,2079.052
2003-08-01,2077.093
2003-08-04,2085.642
2003-08-05,2097.135
2003-08-06,2086.993
2003-08-07,2101.812
2003-08-08,2089.535
2003-08-11,2086.02
2003-08-12,2093.392
2003-08-13,2093.46
2003-08-14,2094.361
2003-08-15,2092.874
2003-08-18,2076.795
2003-08-19,2087.857
2003-08-20,2096.956
2003-08-21,2073.029
2003-08-22,2049.927
2003-08-25,2062.903
2003-08-26,2065.456
2003-08-27,2066.32
2003-08-28,2071.03
2003-08-29,2069.1
2003-09-01,2074.898
2003-09-02,2077.625
2003-09-03,2082.49
2003-09-04,2084.145
2003-09-05,2106.19
2003-09-08,2141.453
2003-09-09,2144.918
2003-09-10,2146.502
2003-09-11,2163.89
2003-09-12,2180.589
2003-09-15,2156.958
2003-09-16,2139.518
2003-09-17,2137.517
2003-09-18,2140.171
2003-09-19,2164.734
2003-09-22,2169.996
2003-09-23,2168.708
2003-09-24,2153.502
2003-09-25,2147.264
2003-09-26,2142.944
2003-09-29,2163.537
2003-09-30,2189.029
2003-10-01,2192.709
2003-10-02,2202.084
2003-10-03,2197.123
2003-10-06,2208.922
2003-10-07,2230.49
2003-10-08,2255.327
2003-10-09,2244.905
2003-10-10,2262.664
2003-10-13,2257.576
2003-10-14,2275.822
2003-10-15,2274.668
2003-10-16,2302.392
2003-10-17,2281.967
2003-10-20,2287.824
2003-10-21,2280.962
2003-10-22,2288.544
2003-10-23,2276.322
2003-10-24,2286.315
2003-10-27,2276.729
2003-10-28,2268.312
2003-10-29,2297.185
2003-10-30,2317.821
2003-10-31,2309.205
2003-11-03,2305.356
2003-11-04,2327.943
2003-11-05,2305.927
2003-11-06,2290.797
2003-11-07,2303.646
2003-11-10,2307.685
2003-11-11,2292.626
2003-11-12,2320.247
2003-11-13,2356.519
2003-11-14,2379.216
2003-11-17,2369.513
2003-11-18,2403.663
2003-11-19,2418.33
2003-11-20,2393.225
2003-11-21,2403.877
2003-11-24,2413.38
2003-11-25,2416.501
2003-11-26,2427.274
2003-11-27,2445.54
2003-11-28,2478.235
2003-12-01,2503.621
2003-12-02,2528.059
2003-12-03,2530.807
2003-12-04,2506.935
2003-12-05,2530.664
2003-12-08,2546.609
2003-12-09,2563.15
2003-12-10,2535.723
2003-12-11,2510.59
2003-12-12,2553.316
2003-12-15,2567.329
2003-12-16,2542.227
2003-12-17,2547.126
2003-12-18,2568.534
2003-12-19,2590.402
2003-12-22,2616.796
2003-12-23,2636.676
2003-12-24,2644.107
2003-12-25,2644.107
2003-12-26,2643.045
2003-12-29,2651.396
2003-12-30,2657.399
2003-12-31,2675.001
2004-01-01,2675.001
2004-01-02,2711.376
2004-01-05,2783.2
2004-01-06,2799.893
2004-01-07,2809.239
2004-01-08,2851.296
2004-01-09,2871.18
2004-01-12,2858.381
2004-01-13,2881.447
2004-01-14,2901.519
2004-01-15,2915.931
2004-01-16,2889.392
2004-01-19,2889.02
2004-01-20,2895.488
2004-01-21,2928.719
2004-01-22,3001.532
2004-01-23,2976.257
2004-01-26,2942.64
2004-01-27,2985.846
2004-01-28,2994.555
2004-01-29,2904.329
2004-01-30,2909.837
2004-02-02,2959.67
2004-02-03,2974.368
2004-02-04,2984.412
2004-02-05,2985.915
2004-02-06,3010.019
2004-02-09,3027.471
2004-02-10,3042.256
2004-02-11,3056.213
2004-02-12,3089.306
2004-02-13,3118.04
2004-02-16,3116.619
2004-02-17,3101.874
2004-02-18,3099.269
2004-02-19,3067.342
2004-02-20,3037.217
2004-02-23,3037.226
2004-02-24,3032.213
2004-02-25,3014.232
2004-02-26,3007.988
2004-02-27,2982.033
2004-03-01,3002.062
2004-03-02,2999.692
2004-03-03,2976.758
2004-03-04,3037.346
2004-03-05,3088.405
2004-03-08,3103.044
2004-03-09,3091.665
2004-03-10,3036.957
2004-03-11,3012.925
2004-03-12,2984.078
2004-03-15,2957.701
2004-03-16,3004.6
2004-03-17,3003.975
2004-03-18,3032.823
2004-03-19,3049.409
2004-03-22,2974.991
2004-03-23,2994.642
2004-03-24,3052.031
2004-03-25,3065.921
2004-03-26,3038.935
2004-03-29,3068.319
2004-03-30,3069.239
2004-03-31,3117.593
2004-04-01,3186.213
2004-04-02,3177.019
2004-04-05,3178.958
2004-04-06,3185.305
2004-04-07,3233.484
2004-04-08,3242.033
2004-04-09,3242.033
2004-04-12,3232.926
2004-04-13,3218.052
2004-04-14,3185.77
2004-04-15,3181.289
2004-04-16,3217.247
2004-04-19,3208.927
2004-04-20,3185.617
2004-04-21,3168.012
2004-04-22,3132.071
2004-04-23,3119.838
2004-04-26,3142.42
2004-04-27,3172.697
2004-04-28,3156.975
2004-04-29,3147.089
2004-04-30,3136.486
2004-05-03,3137.691
2004-05-04,3207.534
2004-05-05,3213.569
2004-05-06,3146.444
2004-05-07,3093.919
2004-05-10,2975.494
2004-05-11,2980.304
2004-05-12,2987.206
2004-05-13,2974.941
2004-05-14,2906.825
2004-05-17,2886.511
2004-05-18,2913.412
2004-05-19,3019.139
2004-05-20,2992.293
2004-05-21,3018.492
2004-05-24,3046.127
2004-05-25,3059.638
2004-05-26,3076.96
2004-05-27,3139.381
2004-05-28,3163.133
2004-05-31,3163.133
2004-06-01,3092.581
2004-06-02,3115.86
2004-06-03,3122.473
2004-06-04,3158.731
2004-06-07,3201.416
2004-06-08,3194.81
2004-06-09,3129.374
2004-06-10,3129.632
2004-06-11,3125.968
2004-06-14,3148.368
2004-06-15,3159.83
2004-06-16,3190.237
2004-06-17,3233.761
2004-06-18,3283.106
2004-06-21,3306.866
2004-06-22,3250.86
2004-06-23,3272.288
2004-06-24,3307.336
2004-06-25,3294.827
2004-06-28,3340.276
2004-06-29,3336.575
2004-06-30,3347.605
2004-07-01,3351.681
2004-07-02,3431.32
2004-07-05,3401.868
2004-07-06,3371.221
2004-07-07,3416.896
2004-07-08,3447.75
2004-07-09,3486.982
2004-07-12,3475.531
2004-07-13,3471.2
2004-07-14,3450.805
2004-07-15,3439.278
2004-07-16,3492.231
2004-07-19,3467.196
2004-07-20,3475.993
2004-07-21,3414.527
2004-07-22,3368.281
2004-07-23,3367.801
2004-07-26,3376.032
2004-07-27,3398.761
2004-07-28,3427.053
2004-07-29,3410.717
2004-07-30,3409.031
2004-08-02,3393.824
2004-08-03,3422.393
2004-08-04,3420.305
2004-08-05,3425.651
2004-08-06,3413.315
2004-08-09,3388.342
2004-08-10,3430.504
2004-08-11,3393.51
2004-08-12,3429.63
2004-08-13,3471.892
2004-08-16,3525.0
2004-08-17,3494.339
2004-08-18,3502.871
2004-08-19,3394.459
2004-08-20,3367.261
2004-08-23,3337.335
2004-08-24,3337.237
2004-08-25,3355.619
2004-08-26,3369.878
2004-08-27,3390.651
2004-08-30,3369.245
2004-08-31,3403.825
2004-09-01,3421.626
2004-09-02,3431.336
2004-09-03,3417.498
2004-09-06,3428.936
2004-09-07,3418.879
2004-09-08,3436.568
2004-09-09,3433.574
2004-09-10,3472.571
2004-09-13,3430.945
2004-09-14,3445.957
2004-09-15,3387.641
2004-09-16,3404.783
2004-09-17,3451.311
2004-09-20,3450.633
2004-09-21,3528.125
2004-09-22,3510.809
2004-09-23,3528.29
2004-09-24,3497.84
2004-09-27,3534.371
2004-09-28,3511.213
2004-09-29,3549.106
2004-09-30,3565.792
2004-10-01,3597.149
2004-10-04,3583.102
2004-10-05,3628.215
2004-10-06,3672.999
2004-10-07,3667.526
2004-10-08,3708.504
2004-10-11,3697.95
2004-10-12,3638.883
2004-10-13,3607.479
2004-10-14,3637.003
2004-10-15,3662.629
2004-10-18,3687.903
2004-10-19,3695.92
2004-10-20,3695.522
2004-10-21,3721.867
2004-10-22,3746.204
2004-10-25,3737.002
2004-10-26,3736.71
2004-10-27,3744.745
2004-10-28,3780.441
2004-10-29,3767.39
2004-11-01,3774.646
2004-11-02,3848.244
2004-11-03,3879.601
2004-11-04,3950.576
2004-11-05,3959.434
2004-11-08,3977.416
2004-11-09,3957.37
2004-11-10,3978.97
2004-11-11,4012.334
2004-11-12,3995.316
2004-11-15,3962.893
2004-11-16,3981.429
2004-11-17,4061.364
2004-11-18,4096.062
2004-11-19,4136.921
2004-11-22,4123.758
2004-11-23,4148.994
2004-11-24,4197.318
2004-11-25,4248.003
2004-11-26,4251.881
2004-11-29,4291.178
2004-11-30,4267.195
2004-12-01,4341.632
2004-12-02,4346.257
2004-12-03,4393.778
2004-12-06,4420.921
2004-12-07,4443.128
2004-12-08,4390.019
2004-12-09,4333.656
2004-12-10,4317.053
2004-12-13,4393.566
2004-12-14,4426.982
2004-12-15,4481.526
2004-12-16,4436.743
2004-12-17,4423.421
2004-12-20,4511.239
2004-12-21,4505.108
2004-12-22,4512.778
2004-12-23,4553.726
2004-12-24,4565.53
2004-12-27,4605.889
2004-12-28,4614.561
2004-12-29,4609.143
2004-12-30,4621.648
2004-12-31,4608.933
2005-01-03,4601.216
2005-01-04,4575.039
2005-01-05,4525.057
2005-01-06,4489.44
2005-01-07,4491.245
2005-01-10,4470.805
2005-01-11,4453.68
2005-01-12,4468.528
2005-01-13,4426.944
2005-01-14,4406.279
2005-01-17,4434.111
2005-01-18,4433.407
2005-01-19,4408.463
2005-01-20,4366.103
2005-01-21,4393.9
2005-01-24,4418.689
2005-01-25,4448.984
2005-01-26,4506.94
2005-01-27,4529.17
2005-01-28,4493.093
2005-01-31,4501.207
2005-02-01,4529.535
2005-02-02,4533.331
2005-02-03,4510.946
2005-02-04,4570.168
2005-02-07,4541.717
2005-02-08,4525.442
2005-02-09,4522.403
2005-02-10,4539.336
2005-02-11,4563.733
2005-02-14,4623.083
2005-02-15,4662.185
2005-02-16,4693.292
2005-02-17,4722.423
2005-02-18,4757.132
2005-02-21,4722.594
2005-02-22,4724.651
2005-02-23,4654.78
2005-02-24,4727.201
2005-02-25,4831.677
2005-02-28,4909.224
2005-03-01,4878.829
2005-03-02,4832.295
2005-03-03,4901.436
2005-03-04,4988.53
2005-03-07,5017.997
2005-03-08,5031.039
2005-03-09,4997.338
2005-03-10,4982.202
2005-03-11,4985.745
2005-03-14,4956.828
2005-03-15,4945.521
2005-03-16,4909.973
2005-03-17,4840.049
2005-03-18,4765.906
2005-03-21,4678.629
2005-03-22,4748.205
2005-03-23,4634.23
2005-03-24,4633.739
2005-03-25,4633.739
2005-03-28,4601.219
2005-03-29,4647.444
2005-03-30,4671.582
2005-03-31,4680.159
2005-04-01,4737.189
2005-04-04,4693.33
2005-04-05,4729.268
2005-04-06,4739.067
2005-04-07,4753.233
2005-04-08,4738.987
2005-04-11,4750.829
2005-04-12,4718.392
2005-04-13,4756.932
2005-04-14,4682.673
2005-04-15,4642.714
2005-04-18,4530.824
2005-04-19,4536.698
2005-04-20,4573.96
2005-04-21,4615.663
2005-04-22,4646.655
2005-04-25,4622.349
2005-04-26,4626.556
2005-04-27,4536.823
2005-04-28,4488.387
2005-04-29,4473.656
2005-05-02,4466.334
2005-05-03,4466.457
2005-05-04,4476.896
2005-05-05,4471.54
2005-05-06,4414.415
2005-05-09,4487.74
2005-05-10,4503.267
2005-05-11,4480.868
2005-05-12,4439.472
2005-05-13,4397.47
2005-05-16,4388.777
2005-05-17,4373.752
2005-05-18,4443.55
2005-05-19,4483.438
2005-05-20,4521.48
2005-05-23,4556.697
2005-05-24,4565.352
2005-05-25,4598.534
2005-05-26,4572.245
2005-05-27,4697.796
2005-05-30,4705.748
2005-05-31,4680.451
2005-06-01,4706.084
2005-06-02,4728.72
2005-06-03,4716.984
2005-06-06,4741.37
2005-06-07,4764.919
2005-06-08,4818.773
2005-06-09,4807.546
2005-06-10,4819.088
2005-06-13,4790.537
2005-06-14,4799.71
