Date,WORLD SMALL GROWTH Small Cap
2022-06-30,2443.668
2022-07-29,2698.785
2022-08-31,2606.401
2022-09-30,2341.753
2022-10-31,2503.35
2022-11-30,2646.451
2022-12-30,2549.729
2023-01-31,2796.876
2023-02-28,2738.898
2023-03-31,2725.358
2023-04-28,2726.822
2023-05-31,2678.481
2023-06-30,2843.546
2023-07-31,2957.57
2023-08-31,2847.645
2023-09-29,2675.752
2023-10-31,2489.696
2023-11-30,2742.786
2023-12-29,3001.638
2024-01-31,2915.956
2024-02-29,3074.687
2024-03-29,3162.979
2024-04-30,2983.711
2024-05-31,3133.983
2024-06-28,3095.567
2024-07-31,3260.817
2024-08-30,3280.379
2024-09-30,3345.529
2024-10-31,3257.527
2024-11-29,3491.36
2024-12-31,3280.845
2025-01-31,3405.031
2025-02-28,3247.094
2025-03-31,3092.308
2025-04-30,3159.689
2025-05-30,3371.474
2025-06-30,3549.199
