Date,WORLD SMALL GROWTH Small Cap
2004-02-03,550.484
2004-02-04,541.4
2004-02-05,544.476
2004-02-06,554.827
2004-02-09,557.682
2004-02-10,560.461
2004-02-11,563.452
2004-02-12,564.876
2004-02-13,562.314
2004-02-16,563.115
2004-02-17,569.169
2004-02-18,568.436
2004-02-19,562.394
2004-02-20,556.702
2004-02-23,552.045
2004-02-24,551.714
2004-02-25,553.899
2004-02-26,556.081
2004-02-27,560.017
2004-03-01,568.83
2004-03-02,566.244
2004-03-03,563.26
2004-03-04,568.073
2004-03-05,572.47
2004-03-08,567.933
2004-03-09,563.956
2004-03-10,553.321
2004-03-11,546.783
2004-03-12,552.178
2004-03-15,544.215
2004-03-16,546.975
2004-03-17,554.621
2004-03-18,555.555
2004-03-19,553.52
2004-03-22,545.115
2004-03-23,545.4
2004-03-24,544.095
2004-03-25,553.947
2004-03-26,555.744
2004-03-29,563.014
2004-03-30,566.773
2004-03-31,571.172
2004-04-01,578.034
2004-04-02,581.877
2004-04-05,584.299
2004-04-06,581.605
2004-04-07,584.007
2004-04-08,582.527
2004-04-09,581.136
2004-04-12,584.804
2004-04-13,576.421
2004-04-14,571.165
2004-04-15,567.529
2004-04-16,571.005
2004-04-19,572.159
2004-04-20,567.55
2004-04-21,568.055
2004-04-22,573.678
2004-04-23,574.262
2004-04-26,574.746
2004-04-27,573.328
2004-04-28,564.161
2004-04-29,557.538
2004-04-30,551.963
2004-05-03,555.128
2004-05-04,559.554
2004-05-05,562.595
2004-05-06,554.518
2004-05-07,542.455
2004-05-10,524.127
2004-05-11,530.099
2004-05-12,533.021
2004-05-13,530.537
2004-05-14,526.936
2004-05-17,518.145
2004-05-18,523.453
2004-05-19,530.871
2004-05-20,527.822
2004-05-21,534.087
2004-05-24,537.506
2004-05-25,545.343
2004-05-26,549.543
2004-05-27,553.334
2004-05-28,555.202
2004-05-31,555.302
2004-06-01,558.01
2004-06-02,558.72
2004-06-03,551.004
2004-06-04,555.132
2004-06-07,565.107
2004-06-08,565.03
2004-06-09,558.779
2004-06-10,559.414
2004-06-11,557.937
2004-06-14,552.791
2004-06-15,557.547
2004-06-16,560.115
2004-06-17,560.767
2004-06-18,562.108
2004-06-21,561.55
2004-06-22,562.302
2004-06-23,567.003
2004-06-24,570.047
2004-06-25,572.741
2004-06-28,572.633
2004-06-29,573.277
2004-06-30,576.846
2004-07-01,572.847
2004-07-02,571.894
2004-07-05,569.739
2004-07-06,562.446
2004-07-07,564.023
2004-07-08,557.942
2004-07-09,560.267
2004-07-12,560.377
2004-07-13,559.036
2004-07-14,556.184
2004-07-15,555.397
2004-07-16,555.53
2004-07-19,553.92
2004-07-20,556.06
2004-07-21,546.875
2004-07-22,544.942
2004-07-23,537.692
2004-07-26,531.684
2004-07-27,534.28
2004-07-28,533.195
2004-07-29,538.068
2004-07-30,540.894
2004-08-02,540.615
2004-08-03,535.671
2004-08-04,530.961
2004-08-05,524.854
2004-08-06,518.924
2004-08-09,516.171
2004-08-10,523.164
2004-08-11,519.468
2004-08-12,514.357
2004-08-13,514.644
2004-08-16,519.778
2004-08-17,521.948
2004-08-18,527.694
2004-08-19,529.619
2004-08-20,534.663
2004-08-23,533.098
2004-08-24,531.133
2004-08-25,534.796
2004-08-26,534.849
2004-08-27,537.568
2004-08-30,533.176
2004-08-31,535.483
2004-09-01,540.092
2004-09-02,544.169
2004-09-03,539.91
2004-09-06,541.744
2004-09-07,544.705
2004-09-08,543.451
2004-09-09,545.58
2004-09-10,550.208
2004-09-13,553.851
2004-09-14,554.834
2004-09-15,549.26
2004-09-16,552.365
2004-09-17,552.252
2004-09-20,551.139
2004-09-21,555.419
2004-09-22,549.885
2004-09-23,550.292
2004-09-24,550.033
2004-09-27,545.471
2004-09-28,548.874
2004-09-29,551.959
2004-09-30,556.567
2004-10-01,563.316
2004-10-04,566.415
2004-10-05,565.932
2004-10-06,569.304
2004-10-07,565.812
2004-10-08,563.981
2004-10-11,564.212
2004-10-12,559.869
2004-10-13,555.84
2004-10-14,553.982
2004-10-15,556.6
2004-10-18,557.765
2004-10-19,557.485
2004-10-20,558.77
2004-10-21,563.425
2004-10-22,560.821
2004-10-25,561.872
2004-10-26,564.624
2004-10-27,571.701
2004-10-28,572.171
2004-10-29,571.877
2004-11-01,573.169
2004-11-02,574.531
2004-11-03,581.817
2004-11-04,587.093
2004-11-05,591.864
2004-11-08,590.391
2004-11-09,591.951
2004-11-10,592.953
2004-11-11,596.698
2004-11-12,602.985
2004-11-15,604.666
2004-11-16,601.964
2004-11-17,607.146
2004-11-18,605.732
2004-11-19,602.927
2004-11-22,603.74
2004-11-23,606.529
2004-11-24,611.458
2004-11-25,613.477
2004-11-26,614.148
2004-11-29,615.715
2004-11-30,614.055
2004-12-01,619.205
2004-12-02,618.903
2004-12-03,621.347
2004-12-06,620.632
2004-12-07,613.907
2004-12-08,611.245
2004-12-09,609.769
2004-12-10,610.643
2004-12-13,615.42
2004-12-14,618.836
2004-12-15,625.117
2004-12-16,621.966
2004-12-17,622.267
2004-12-20,623.33
2004-12-21,626.605
2004-12-22,629.432
2004-12-23,631.936
2004-12-24,633.426
2004-12-27,632.62
2004-12-28,638.25
2004-12-29,637.907
2004-12-30,640.98
2004-12-31,641.236
2005-01-03,633.977
2005-01-04,624.218
2005-01-05,618.804
2005-01-06,619.098
2005-01-07,616.97
2005-01-10,621.525
2005-01-11,620.574
2005-01-12,624.147
2005-01-13,623.442
2005-01-14,626.139
2005-01-17,628.36
2005-01-18,631.18
2005-01-19,629.378
2005-01-20,624.539
2005-01-21,624.221
2005-01-24,621.766
2005-01-25,621.703
2005-01-26,630.169
2005-01-27,631.412
2005-01-28,628.765
2005-01-31,636.362
2005-02-01,639.387
2005-02-02,643.456
2005-02-03,641.616
2005-02-04,647.644
2005-02-07,646.302
2005-02-08,645.495
2005-02-09,639.84
2005-02-10,641.926
2005-02-11,646.916
2005-02-14,649.526
2005-02-15,650.385
2005-02-16,649.762
2005-02-17,648.065
2005-02-18,647.887
2005-02-21,648.237
2005-02-22,644.102
2005-02-23,643.623
2005-02-24,648.351
2005-02-25,655.53
2005-02-28,657.177
2005-03-01,658.355
2005-03-02,657.971
2005-03-03,658.328
2005-03-04,665.289
2005-03-07,664.897
2005-03-08,663.903
2005-03-09,660.532
2005-03-10,657.224
2005-03-11,659.66
2005-03-14,659.019
2005-03-15,657.556
2005-03-16,655.988
2005-03-17,655.51
2005-03-18,654.209
2005-03-21,651.472
2005-03-22,650.237
2005-03-23,640.529
2005-03-24,641.179
2005-03-25,641.175
2005-03-28,639.261
2005-03-29,632.256
2005-03-30,636.169
2005-03-31,640.734
2005-04-01,641.081
2005-04-04,638.212
2005-04-05,640.282
2005-04-06,642.05
2005-04-07,645.632
2005-04-08,642.139
2005-04-11,641.83
2005-04-12,640.988
2005-04-13,637.421
2005-04-14,627.932
2005-04-15,618.865
2005-04-18,614.621
2005-04-19,624.538
2005-04-20,620.964
2005-04-21,627.03
2005-04-22,626.081
2005-04-25,629.252
2005-04-26,623.518
2005-04-27,619.664
2005-04-28,611.414
2005-04-29,613.902
2005-05-02,616.54
2005-05-03,616.63
2005-05-04,622.744
2005-05-05,624.488
2005-05-06,625.806
2005-05-09,628.342
2005-05-10,624.585
2005-05-11,624.31
2005-05-12,618.435
2005-05-13,614.167
2005-05-16,616.033
2005-05-17,616.769
2005-05-18,624.478
2005-05-19,628.999
2005-05-20,627.06
2005-05-23,632.125
2005-05-24,632.924
2005-05-25,628.725
2005-05-26,633.461
2005-05-27,636.207
2005-05-30,637.189
2005-05-31,637.193
2005-06-01,639.967
2005-06-02,641.801
2005-06-03,641.281
2005-06-06,643.583
2005-06-07,644.982
2005-06-08,644.535
2005-06-09,644.689
2005-06-10,645.441
2005-06-13,646.251
2005-06-14,648.122
2005-06-15,651.111
2005-06-16,656.683
2005-06-17,659.746
2005-06-20,657.866
2005-06-21,657.748
2005-06-22,658.741
2005-06-23,654.308
2005-06-24,650.356
2005-06-27,648.931
2005-06-28,655.289
2005-06-29,656.492
2005-06-30,655.581
2005-07-01,655.691
2005-07-04,655.935
2005-07-05,659.837
2005-07-06,659.365
2005-07-07,658.386
2005-07-08,666.029
2005-07-11,674.734
2005-07-12,677.923
2005-07-13,674.442
2005-07-14,673.552
2005-07-15,672.502
2005-07-18,670.828
2005-07-19,673.821
2005-07-20,677.465
2005-07-21,677.846
2005-07-22,681.742
2005-07-25,678.831
2005-07-26,679.324
2005-07-27,681.969
2005-07-28,688.871
2005-07-29,689.774
2005-08-01,693.29
2005-08-02,697.096
2005-08-03,696.852
2005-08-04,692.045
2005-08-05,685.34
2005-08-08,685.282
2005-08-09,687.526
2005-08-10,691.914
2005-08-11,696.974
2005-08-12,695.064
2005-08-15,695.617
2005-08-16,690.178
2005-08-17,688.099
2005-08-18,683.393
2005-08-19,684.434
2005-08-22,689.705
2005-08-23,688.426
2005-08-24,687.868
2005-08-25,688.666
2005-08-26,686.655
2005-08-29,687.064
2005-08-30,685.601
2005-08-31,695.272
2005-09-01,702.748
2005-09-02,701.399
2005-09-05,702.168
2005-09-06,706.867
2005-09-07,709.606
2005-09-08,706.162
2005-09-09,711.947
2005-09-12,711.601
2005-09-13,706.761
2005-09-14,706.233
2005-09-15,705.367
2005-09-16,708.652
2005-09-19,707.146
2005-09-20,705.034
2005-09-21,700.135
2005-09-22,697.453
2005-09-23,697.9
2005-09-26,703.003
2005-09-27,700.965
2005-09-28,702.732
2005-09-29,709.016
2005-09-30,712.242
2005-10-03,713.382
2005-10-04,710.192
2005-10-05,697.787
2005-10-06,689.907
2005-10-07,691.881
2005-10-10,687.774
2005-10-11,685.684
2005-10-12,680.273
2005-10-13,673.746
2005-10-14,680.616
2005-10-17,681.465
2005-10-18,672.742
2005-10-19,673.751
2005-10-20,669.744
2005-10-21,671.185
2005-10-24,680.267
2005-10-25,683.747
2005-10-26,682.783
2005-10-27,674.937
2005-10-28,678.25
2005-10-31,687.424
2005-11-01,688.775
2005-11-02,698.428
2005-11-03,702.356
2005-11-04,698.803
2005-11-07,700.276
2005-11-08,697.759
2005-11-09,697.949
