Date,SWITZERLAND LARGE GROWTH Large Cap
2015-05-29,1915.216
2015-06-30,1828.85
2015-07-31,1909.266
2015-08-31,1770.259
2015-09-30,1692.645
2015-10-30,1764.888
2015-11-30,1705.111
2015-12-31,1721.963
2016-01-29,1588.329
2016-02-29,1557.198
2016-03-31,1608.119
2016-04-29,1660.696
2016-05-31,1656.054
2016-06-30,1677.49
2016-07-29,1714.449
2016-08-31,1687.583
2016-09-30,1701.994
2016-10-31,1582.851
2016-11-30,1512.602
2016-12-30,1585.22
2017-01-31,1637.906
2017-02-28,1677.429
2017-03-31,1738.973
2017-04-28,1794.951
2017-05-31,1919.509
2017-06-30,1876.111
2017-07-31,1860.11
2017-08-31,1863.668
2017-09-29,1884.818
2017-10-31,1824.799
2017-11-30,1875.238
2017-12-29,1905.925
2018-01-31,1932.331
2018-02-28,1786.546
2018-03-30,1782.301
2018-04-30,1796.971
2018-05-31,1744.769
2018-06-29,1757.7
2018-07-31,1870.878
2018-08-31,1900.521
2018-09-28,1873.418
2018-10-31,1803.653
2018-11-30,1818.309
2018-12-31,1727.181
2019-01-31,1839.119
2019-02-28,1924.346
2019-03-29,1980.116
2019-04-30,2000.258
2019-05-31,2007.063
2019-06-28,2138.488
2019-07-31,2144.392
2019-08-30,2171.602
2019-09-30,2161.436
2019-10-31,2183.513
2019-11-29,2190.514
2019-12-31,2282.908
2020-01-31,2321.074
2020-02-28,2155.503
2020-03-31,2151.135
2020-04-30,2269.738
2020-05-29,2320.758
2020-06-30,2374.214
2020-07-31,2510.298
2020-08-31,2551.499
2020-09-30,2517.692
2020-10-30,2390.11
2020-11-30,2463.667
2020-12-31,2597.782
2021-01-29,2547.141
2021-02-26,2446.805
2021-03-31,2528.259
2021-04-30,2680.637
2021-05-31,2821.615
2021-06-30,2925.066
2021-07-30,3034.113
2021-08-31,3075.519
2021-09-30,2857.414
2021-10-29,3074.235
2021-11-30,3081.313
2021-12-31,3303.5
2022-01-31,2943.907
2022-02-28,2941.193
2022-03-31,3009.309
2022-04-29,2853.88
2022-05-31,2680.375
2022-06-30,2525.641
2022-07-29,2664.659
2022-08-31,2509.951
2022-09-30,2365.415
2022-10-31,2408.228
2022-11-30,2565.422
2022-12-30,2509.2
2023-01-31,2662.115
2023-02-28,2544.201
2023-03-31,2661.856
2023-04-28,2840.78
2023-05-31,2732.485
2023-06-30,2787.396
2023-07-31,2845.903
2023-08-31,2706.335
2023-09-29,2515.433
2023-10-31,2371.041
2023-11-30,2578.568
2023-12-29,2726.092
2024-01-31,2722.373
2024-02-29,2684.511
2024-03-29,2747.465
2024-04-30,2623.991
2024-05-31,2842.767
2024-06-28,2773.905
2024-07-31,2854.561
2024-08-30,2968.982
2024-09-30,2972.31
2024-10-31,2762.737
2024-11-29,2698.771
2024-12-31,2603.776
2025-01-31,2865.485
2025-02-28,2907.784
2025-03-31,2814.64
2025-04-30,2959.893
2025-05-30,3039.91
2025-06-30,3084.615
2025-07-31,3005.067
