Date,EUROPE SMALL VALUE Small Cap
2006-02-28,655.938
2006-03-31,685.885
2006-04-28,722.289
2006-05-31,694.555
2006-06-30,692.403
2006-07-31,697.826
2006-08-31,719.637
2006-09-29,736.36
2006-10-31,781.717
2006-11-30,831.941
2006-12-29,872.694
2007-01-31,888.167
2007-02-28,890.306
2007-03-30,938.84
2007-04-30,988.393
2007-05-31,1000.0
2007-06-29,975.946
2007-07-31,964.085
2007-08-31,931.874
2007-09-28,936.414
2007-10-31,986.071
2007-11-30,905.597
2007-12-31,876.645
2008-01-31,795.841
2008-02-29,829.192
2008-03-31,837.239
2008-04-30,841.685
2008-05-30,840.337
2008-06-30,747.869
2008-07-31,714.248
2008-08-29,702.017
2008-09-30,571.686
2008-10-31,413.708
2008-11-28,377.632
2008-12-31,404.524
2009-01-30,372.437
2009-02-27,341.309
2009-03-31,368.047
2009-04-30,462.909
2009-05-29,525.668
2009-06-30,518.324
2009-07-31,574.042
2009-08-31,648.811
2009-09-30,693.869
2009-10-30,673.064
2009-11-30,673.606
2009-12-31,679.021
2010-01-29,672.265
2010-02-26,647.772
2010-03-31,702.36
2010-04-30,707.485
2010-05-31,606.839
2010-06-30,601.98
2010-07-30,671.832
2010-08-31,642.936
2010-09-30,728.26
2010-10-29,765.863
2010-11-30,706.134
2010-12-31,798.784
2011-01-31,822.392
2011-02-28,840.827
2011-03-31,848.026
2011-04-29,910.74
2011-05-31,883.501
2011-06-30,849.831
2011-07-29,810.37
2011-08-31,724.113
2011-09-30,624.926
2011-10-31,692.558
2011-11-30,639.454
2011-12-30,616.023
2012-01-31,681.305
2012-02-29,738.361
2012-03-30,733.748
2012-04-30,715.438
2012-05-31,612.041
2012-06-29,647.795
2012-07-31,643.344
2012-08-31,677.847
2012-09-28,720.376
2012-10-31,739.4
2012-11-30,747.837
2012-12-31,793.786
2013-01-31,854.446
2013-02-28,852.213
2013-03-29,841.898
2013-04-30,884.044
2013-05-31,903.497
2013-06-28,862.042
2013-07-31,944.391
2013-08-30,952.063
2013-09-30,1031.714
2013-10-31,1096.578
2013-11-29,1107.11
2013-12-31,1143.34
2014-01-31,1130.978
2014-02-28,1233.241
2014-03-31,1223.988
2014-04-30,1223.772
2014-05-30,1227.486
2014-06-30,1220.775
2014-07-31,1164.629
2014-08-29,1156.294
2014-09-30,1084.979
2014-10-31,1047.837
2014-11-28,1060.407
2014-12-31,1045.903
2015-01-30,1042.631
2015-02-27,1134.594
2015-03-31,1104.342
2015-04-30,1161.77
2015-05-29,1163.541
2015-06-30,1148.371
2015-07-31,1168.835
2015-08-31,1120.046
2015-09-30,1078.089
2015-10-30,1132.143
2015-11-30,1112.847
2015-12-31,1114.458
2016-01-29,1025.014
2016-02-29,1028.685
2016-03-31,1117.667
2016-04-29,1143.578
2016-05-31,1143.284
2016-06-30,1041.498
2016-07-29,1107.562
2016-08-31,1120.779
2016-09-30,1138.455
2016-10-31,1095.89
2016-11-30,1074.525
2016-12-30,1122.767
2017-01-31,1162.095
2017-02-28,1173.345
2017-03-31,1209.125
2017-04-28,1282.55
2017-05-31,1331.195
2017-06-30,1323.701
2017-07-31,1385.234
2017-08-31,1382.505
2017-09-29,1433.704
2017-10-31,1429.31
2017-11-30,1443.78
2017-12-29,1496.099
2018-01-31,1568.358
2018-02-28,1489.273
2018-03-30,1484.231
2018-04-30,1524.99
2018-05-31,1467.137
2018-06-29,1445.332
2018-07-31,1467.888
2018-08-31,1438.088
2018-09-28,1423.09
2018-10-31,1301.223
2018-11-30,1260.41
2018-12-31,1192.768
2019-01-31,1302.15
2019-02-28,1328.127
2019-03-29,1316.377
2019-04-30,1360.641
2019-05-31,1270.532
2019-06-28,1336.574
2019-07-31,1295.169
2019-08-30,1270.325
2019-09-30,1311.113
2019-10-31,1376.38
2019-11-29,1415.626
2019-12-31,1505.829
2020-01-31,1451.987
2020-02-28,1316.598
2020-03-31,986.218
2020-04-30,1081.993
2020-05-29,1118.068
2020-06-30,1143.11
2020-07-31,1197.908
2020-08-31,1275.595
2020-09-30,1227.882
2020-10-30,1168.324
2020-11-30,1428.193
2020-12-31,1536.556
2021-01-29,1530.138
2021-02-26,1608.896
2021-03-31,1658.577
2021-04-30,1754.374
2021-05-31,1836.441
2021-06-30,1752.11
2021-07-30,1796.283
2021-08-31,1846.197
2021-09-30,1739.127
2021-10-29,1782.775
2021-11-30,1674.232
2021-12-31,1778.224
2022-01-31,1711.502
2022-02-28,1655.984
2022-03-31,1654.235
2022-04-29,1562.785
2022-05-31,1572.841
2022-06-30,1350.53
2022-07-29,1412.207
2022-08-31,1315.697
2022-09-30,1148.769
2022-10-31,1255.23
2022-11-30,1384.601
2022-12-30,1409.408
2023-01-31,1557.957
2023-02-28,1564.012
2023-03-31,1505.462
2023-04-28,1560.529
2023-05-31,1453.41
2023-06-30,1504.208
2023-07-31,1583.683
2023-08-31,1519.923
2023-09-29,1454.796
2023-10-31,1385.596
2023-11-30,1541.698
2023-12-29,1666.057
2024-01-31,1627.699
2024-02-29,1605.688
2024-03-29,1693.21
2024-04-30,1684.191
2024-05-31,1797.025
2024-06-28,1703.53
2024-07-31,1793.862
2024-08-30,1830.511
2024-09-30,1866.148
2024-10-31,1732.28
2024-11-29,1706.98
2024-12-31,1670.353
2025-01-31,1741.658
2025-02-28,1775.689
2025-03-31,1818.108
2025-04-30,1948.063
2025-05-30,2072.013
2025-06-30,2163.155
2025-07-31,2119.3
2025-08-29,2174.944
2025-09-30,2198.217
2025-10-31,2190.041
2025-11-28,2224.824
2025-12-31,2308.395
2026-01-30,2432.503
