Date,EUROPE SMALL VALUE Small Cap
2002-01-08,237.705
2002-01-09,237.238
2002-01-10,237.493
2002-01-11,237.695
2002-01-14,237.327
2002-01-15,236.254
2002-01-16,233.374
2002-01-17,233.636
2002-01-18,234.262
2002-01-21,234.257
2002-01-22,234.18
2002-01-23,234.198
2002-01-24,233.755
2002-01-25,230.61
2002-01-28,230.183
2002-01-29,230.294
2002-01-30,229.24
2002-01-31,229.927
2002-02-01,230.572
2002-02-04,231.598
2002-02-05,231.052
2002-02-06,230.918
2002-02-07,230.863
2002-02-08,232.094
2002-02-11,234.094
2002-02-12,234.166
2002-02-13,233.663
2002-02-14,234.013
2002-02-15,235.258
2002-02-18,234.385
2002-02-19,234.128
2002-02-20,233.177
2002-02-21,233.568
2002-02-22,234.116
2002-02-25,233.508
2002-02-26,233.974
2002-02-27,234.051
2002-02-28,234.63
2002-03-01,235.917
2002-03-04,239.17
2002-03-05,239.642
2002-03-06,241.174
2002-03-07,244.098
2002-03-08,244.298
2002-03-11,244.78
2002-03-12,243.016
2002-03-13,243.782
2002-03-14,245.654
2002-03-15,246.263
2002-03-18,246.786
2002-03-19,247.766
2002-03-20,248.512
2002-03-21,248.053
2002-03-22,248.483
2002-03-25,248.176
2002-03-26,247.804
2002-03-27,247.353
2002-03-28,248.091
2002-03-29,248.101
2002-04-01,250.483
2002-04-02,251.289
2002-04-03,251.191
2002-04-04,251.384
2002-04-05,251.48
2002-04-08,249.53
2002-04-09,250.187
2002-04-10,251.283
2002-04-11,252.696
2002-04-12,251.924
2002-04-15,252.36
2002-04-16,253.723
2002-04-17,256.005
2002-04-18,257.367
2002-04-19,257.925
2002-04-22,257.736
2002-04-23,257.996
2002-04-24,259.18
2002-04-25,259.775
2002-04-26,260.006
2002-04-29,260.59
2002-04-30,260.648
2002-05-01,262.287
2002-05-02,262.442
2002-05-03,264.853
2002-05-06,265.471
2002-05-07,263.199
2002-05-08,263.833
2002-05-09,263.994
2002-05-10,265.011
2002-05-13,264.83
2002-05-14,263.36
2002-05-15,265.648
2002-05-16,266.471
2002-05-17,269.628
2002-05-20,269.823
2002-05-21,268.963
2002-05-22,270.046
2002-05-23,267.824
2002-05-24,268.297
2002-05-27,267.816
2002-05-28,269.821
2002-05-29,269.359
2002-05-30,269.722
2002-05-31,269.733
2002-06-03,270.01
2002-06-04,268.944
2002-06-05,267.346
2002-06-06,268.737
2002-06-07,266.75
2002-06-10,267.09
2002-06-11,267.806
2002-06-12,266.546
2002-06-13,264.493
2002-06-14,259.314
2002-06-17,260.735
2002-06-18,261.335
2002-06-19,259.808
2002-06-20,258.62
2002-06-21,259.554
2002-06-24,258.353
2002-06-25,258.296
2002-06-26,258.056
2002-06-27,259.354
2002-06-28,262.548
2002-07-01,263.592
2002-07-02,259.946
2002-07-03,255.27
2002-07-04,255.771
2002-07-05,257.496
2002-07-08,261.217
2002-07-09,261.316
2002-07-10,257.233
2002-07-11,252.354
2002-07-12,251.62
2002-07-15,249.556
2002-07-16,247.258
2002-07-17,248.258
2002-07-18,250.958
2002-07-19,249.364
2002-07-22,242.498
2002-07-23,235.868
2002-07-24,229.787
2002-07-25,234.332
2002-07-26,231.958
2002-07-29,234.749
2002-07-30,238.014
2002-07-31,237.337
2002-08-01,235.137
2002-08-02,234.496
2002-08-05,230.17
2002-08-06,225.496
2002-08-07,227.767
2002-08-08,229.242
2002-08-09,230.756
2002-08-12,230.948
2002-08-13,231.685
2002-08-14,233.223
2002-08-15,233.322
2002-08-16,234.884
2002-08-19,235.744
2002-08-20,235.662
2002-08-21,238.801
2002-08-22,239.459
2002-08-23,239.119
2002-08-26,239.203
2002-08-27,242.114
2002-08-28,239.751
2002-08-29,238.189
2002-08-30,237.678
2002-09-02,237.668
2002-09-03,236.998
2002-09-04,235.114
2002-09-05,232.62
2002-09-06,232.935
2002-09-09,231.229
2002-09-10,231.742
2002-09-11,232.805
2002-09-12,231.518
2002-09-13,229.93
2002-09-16,227.485
2002-09-17,225.994
2002-09-18,223.1
2002-09-19,221.649
2002-09-20,221.721
2002-09-23,217.316
2002-09-24,211.966
2002-09-25,213.036
2002-09-26,215.231
2002-09-27,215.319
2002-09-30,212.832
2002-10-01,211.51
2002-10-02,212.402
2002-10-03,211.275
2002-10-04,208.679
2002-10-07,206.103
2002-10-08,204.01
2002-10-09,203.199
2002-10-10,202.521
2002-10-11,207.927
2002-10-14,207.1
2002-10-15,212.807
2002-10-16,212.579
2002-10-17,213.983
2002-10-18,214.19
2002-10-21,214.961
2002-10-22,215.431
2002-10-23,213.715
2002-10-24,214.51
2002-10-25,214.523
2002-10-28,216.715
2002-10-29,214.536
2002-10-30,215.853
2002-10-31,219.506
2002-11-01,220.297
2002-11-04,223.143
2002-11-05,224.112
2002-11-06,223.837
2002-11-07,225.571
2002-11-08,225.822
2002-11-11,223.9
2002-11-12,224.524
2002-11-13,223.393
2002-11-14,223.263
2002-11-15,224.286
2002-11-18,226.237
2002-11-19,226.226
2002-11-20,223.781
2002-11-21,227.055
2002-11-22,227.546
2002-11-25,225.587
2002-11-26,224.138
2002-11-27,225.314
2002-11-28,229.259
2002-11-29,230.318
2002-12-02,231.512
2002-12-03,229.783
2002-12-04,229.49
2002-12-05,229.028
2002-12-06,229.158
2002-12-09,227.177
2002-12-10,226.881
2002-12-11,228.0
2002-12-12,226.589
2002-12-13,226.014
2002-12-16,226.486
2002-12-17,227.545
2002-12-18,226.0
2002-12-19,225.502
2002-12-20,226.776
2002-12-23,226.125
2002-12-24,226.877
2002-12-25,226.876
2002-12-26,227.181
2002-12-27,227.001
2002-12-30,228.943
2002-12-31,230.401
2003-01-01,230.397
2003-01-02,230.933
2003-01-03,233.505
2003-01-06,234.427
2003-01-07,232.813
2003-01-08,229.768
2003-01-09,231.657
2003-01-10,233.532
2003-01-13,233.989
2003-01-14,234.821
2003-01-15,234.097
2003-01-16,234.418
2003-01-17,234.035
2003-01-20,233.175
2003-01-21,232.495
2003-01-22,231.091
2003-01-23,231.241
2003-01-24,231.53
2003-01-27,226.432
2003-01-28,224.895
2003-01-29,223.171
2003-01-30,223.388
2003-01-31,223.446
2003-02-03,225.384
2003-02-04,225.796
2003-02-05,225.966
2003-02-06,224.082
2003-02-07,222.949
2003-02-10,221.104
2003-02-11,221.149
2003-02-12,219.052
2003-02-13,219.58
2003-02-14,218.839
2003-02-17,219.559
2003-02-18,218.667
2003-02-19,219.196
2003-02-20,219.441
2003-02-21,219.165
2003-02-24,217.853
2003-02-25,213.426
2003-02-26,213.182
2003-02-27,212.735
2003-02-28,215.296
2003-03-03,217.536
2003-03-04,216.216
2003-03-05,216.566
2003-03-06,215.613
2003-03-07,213.647
2003-03-10,211.597
2003-03-11,209.834
2003-03-12,207.431
2003-03-13,208.961
2003-03-14,210.192
2003-03-17,210.675
2003-03-18,212.663
2003-03-19,213.616
2003-03-20,214.172
2003-03-21,216.341
2003-03-24,214.885
2003-03-25,214.68
2003-03-26,215.642
2003-03-27,214.395
2003-03-28,214.326
2003-03-31,214.375
2003-04-01,214.618
2003-04-02,216.34
2003-04-03,216.383
2003-04-04,217.075
2003-04-07,220.878
2003-04-08,220.317
2003-04-09,221.017
2003-04-10,223.805
2003-04-11,223.766
2003-04-14,225.059
2003-04-15,226.901
2003-04-16,229.07
2003-04-17,230.514
2003-04-18,230.516
2003-04-21,229.037
2003-04-22,232.218
2003-04-23,236.253
2003-04-24,237.334
2003-04-25,236.062
2003-04-28,237.642
2003-04-29,239.408
2003-04-30,243.535
2003-05-01,245.413
2003-05-02,246.39
2003-05-05,249.065
2003-05-06,253.862
2003-05-07,255.207
2003-05-08,253.951
2003-05-09,254.896
2003-05-12,257.576
2003-05-13,258.327
2003-05-14,260.247
2003-05-15,261.717
2003-05-16,265.281
2003-05-19,263.579
2003-05-20,263.418
2003-05-21,262.02
2003-05-22,263.395
2003-05-23,265.084
2003-05-26,265.854
2003-05-27,266.019
2003-05-28,267.633
2003-05-29,271.199
2003-05-30,271.335
2003-06-02,273.792
2003-06-03,272.793
2003-06-04,275.053
2003-06-05,280.604
2003-06-06,283.934
2003-06-09,282.209
2003-06-10,280.184
2003-06-11,284.451
2003-06-12,285.872
2003-06-13,285.42
2003-06-16,287.953
2003-06-17,290.021
2003-06-18,287.689
2003-06-19,285.316
2003-06-20,283.655
2003-06-23,280.569
2003-06-24,277.546
2003-06-25,279.702
2003-06-26,276.435
2003-06-27,276.573
2003-06-30,277.614
2003-07-01,277.846
2003-07-02,279.7
2003-07-03,281.813
2003-07-04,281.2
2003-07-07,281.84
2003-07-08,282.206
2003-07-09,282.345
2003-07-10,282.119
2003-07-11,281.874
2003-07-14,284.636
2003-07-15,283.32
2003-07-16,282.509
2003-07-17,280.439
2003-07-18,281.851
2003-07-21,283.905
2003-07-22,284.385
2003-07-23,286.976
2003-07-24,289.581
2003-07-25,291.331
2003-07-28,292.197
2003-07-29,292.852
2003-07-30,291.504
2003-07-31,290.333
2003-08-01,291.66
2003-08-04,292.952
2003-08-05,293.354
2003-08-06,291.856
2003-08-07,292.584
2003-08-08,292.082
2003-08-11,291.878
2003-08-12,292.721
2003-08-13,295.479
2003-08-14,296.003
2003-08-15,297.355
2003-08-18,297.295
2003-08-19,297.651
2003-08-20,298.201
2003-08-21,297.738
2003-08-22,296.794
2003-08-25,296.739
2003-08-26,294.621
2003-08-27,295.741
2003-08-28,296.63
2003-08-29,298.807
2003-09-01,300.504
2003-09-02,300.241
2003-09-03,303.522
2003-09-04,304.114
2003-09-05,306.666
2003-09-08,308.559
2003-09-09,308.342
2003-09-10,305.939
2003-09-11,306.347
2003-09-12,309.234
2003-09-15,309.79
2003-09-16,308.085
2003-09-17,311.151
2003-09-18,312.507
2003-09-19,314.912
2003-09-22,314.411
2003-09-23,313.893
2003-09-24,314.134
2003-09-25,312.802
2003-09-26,310.316
2003-09-29,311.927
2003-09-30,311.077
2003-10-01,313.821
2003-10-02,315.617
2003-10-03,318.374
2003-10-06,321.254
2003-10-07,321.889
2003-10-08,323.834
2003-10-09,325.33
2003-10-10,327.3
2003-10-13,327.513
2003-10-14,328.839
2003-10-15,331.049
2003-10-16,332.402
2003-10-17,330.582
2003-10-20,331.319
2003-10-21,332.741
2003-10-22,330.981
2003-10-23,328.234
2003-10-24,329.813
2003-10-27,330.308
2003-10-28,330.754
2003-10-29,332.633
2003-10-30,333.48
2003-10-31,333.294
2003-11-03,332.305
2003-11-04,332.966
2003-11-05,331.891
2003-11-06,331.029
2003-11-07,334.56
2003-11-10,334.418
2003-11-11,332.206
2003-11-12,336.583
2003-11-13,338.998
2003-11-14,340.566
2003-11-17,337.153
2003-11-18,339.582
2003-11-19,338.574
2003-11-20,337.061
2003-11-21,338.047
2003-11-24,337.636
2003-11-25,339.792
2003-11-26,343.316
2003-11-27,344.237
2003-11-28,346.779
2003-12-01,349.245
2003-12-02,352.675
2003-12-03,353.675
2003-12-04,352.803
2003-12-05,353.545
2003-12-08,354.388
2003-12-09,355.422
2003-12-10,353.837
2003-12-11,351.34
2003-12-12,353.91
2003-12-15,355.254
2003-12-16,354.151
2003-12-17,355.622
2003-12-18,356.792
2003-12-19,356.124
2003-12-22,356.608
2003-12-23,358.66
2003-12-24,360.225
2003-12-25,360.224
2003-12-26,360.262
2003-12-29,362.194
2003-12-30,365.391
2003-12-31,367.891
2004-01-01,367.9
2004-01-02,369.943
2004-01-05,374.485
2004-01-06,377.026
2004-01-07,376.372
2004-01-08,380.199
2004-01-09,384.63
2004-01-12,384.084
2004-01-13,385.488
2004-01-14,385.425
2004-01-15,383.449
2004-01-16,380.935
2004-01-19,381.496
2004-01-20,386.65
2004-01-21,389.475
2004-01-22,391.897
2004-01-23,389.925
2004-01-26,386.391
2004-01-27,389.059
2004-01-28,389.393
2004-01-29,381.783
2004-01-30,384.929
2004-02-02,385.963
2004-02-03,389.113
2004-02-04,386.449
2004-02-05,390.171
2004-02-06,395.077
2004-02-09,397.737
2004-02-10,398.711
2004-02-11,399.954
2004-02-12,406.57
2004-02-13,406.361
2004-02-16,407.304
2004-02-17,410.809
2004-02-18,412.823
2004-02-19,410.21
2004-02-20,406.261
2004-02-23,406.417
2004-02-24,407.801
2004-02-25,404.66
2004-02-26,401.342
2004-02-27,402.951
2004-03-01,407.388
2004-03-02,404.617
2004-03-03,398.872
2004-03-04,400.618
2004-03-05,408.318
2004-03-08,408.508
2004-03-09,406.814
2004-03-10,397.361
2004-03-11,389.84
2004-03-12,390.081
2004-03-15,385.869
2004-03-16,389.394
2004-03-17,390.391
2004-03-18,394.005
2004-03-19,394.281
2004-03-22,389.526
2004-03-23,389.426
2004-03-24,387.339
2004-03-25,388.918
2004-03-26,387.669
2004-03-29,391.638
2004-03-30,393.553
2004-03-31,398.136
2004-04-01,403.318
2004-04-02,399.665
2004-04-05,396.799
2004-04-06,398.734
2004-04-07,402.874
2004-04-08,402.485
2004-04-09,402.485
2004-04-12,401.812
2004-04-13,398.229
2004-04-14,391.337
2004-04-15,390.504
2004-04-16,394.069
2004-04-19,396.334
2004-04-20,395.811
2004-04-21,391.128
2004-04-22,391.573
2004-04-23,393.33
2004-04-26,396.454
2004-04-27,397.734
2004-04-28,392.45
2004-04-29,391.184
2004-04-30,389.278
2004-05-03,389.591
2004-05-04,394.052
2004-05-05,394.568
2004-05-06,390.365
2004-05-07,384.986
2004-05-10,373.059
2004-05-11,373.596
2004-05-12,374.936
2004-05-13,374.55
2004-05-14,373.534
2004-05-17,371.841
2004-05-18,373.315
2004-05-19,380.903
2004-05-20,375.874
2004-05-21,379.817
2004-05-24,379.894
2004-05-25,383.476
2004-05-26,386.86
2004-05-27,392.42
2004-05-28,392.5
2004-05-31,392.664
2004-06-01,392.228
2004-06-02,395.81
2004-06-03,395.166
2004-06-04,397.186
2004-06-07,400.492
2004-06-08,400.663
2004-06-09,396.989
2004-06-10,397.279
2004-06-11,394.725
2004-06-14,393.293
2004-06-15,393.978
2004-06-16,394.975
2004-06-17,396.794
2004-06-18,399.404
2004-06-21,399.132
2004-06-22,397.536
2004-06-23,398.345
2004-06-24,400.411
2004-06-25,401.224
2004-06-28,405.152
2004-06-29,402.169
2004-06-30,404.529
2004-07-01,404.077
2004-07-02,406.664
2004-07-05,405.037
2004-07-06,404.037
2004-07-07,406.831
2004-07-08,407.241
2004-07-09,406.409
2004-07-12,406.997
2004-07-13,405.158
2004-07-14,404.865
2004-07-15,402.735
2004-07-16,407.014
2004-07-19,405.651
2004-07-20,402.193
2004-07-21,399.48
2004-07-22,397.957
2004-07-23,393.499
2004-07-26,392.893
2004-07-27,391.182
2004-07-28,391.262
2004-07-29,393.768
2004-07-30,393.82
2004-08-02,394.437
2004-08-03,395.851
2004-08-04,392.903
2004-08-05,393.567
2004-08-06,395.084
2004-08-09,390.539
2004-08-10,393.66
2004-08-11,389.412
2004-08-12,389.597
2004-08-13,393.387
2004-08-16,394.356
2004-08-17,394.425
2004-08-18,393.753
2004-08-19,397.537
2004-08-20,396.189
2004-08-23,396.838
2004-08-24,394.677
2004-08-25,394.509
2004-08-26,395.578
2004-08-27,395.37
2004-08-30,395.469
2004-08-31,397.517
2004-09-01,399.042
2004-09-02,399.878
2004-09-03,397.945
2004-09-06,400.082
2004-09-07,399.789
2004-09-08,402.307
2004-09-09,402.467
2004-09-10,408.611
2004-09-13,408.745
2004-09-14,409.21
2004-09-15,404.361
2004-09-16,405.992
2004-09-17,408.143
2004-09-20,406.527
2004-09-21,410.446
2004-09-22,410.142
2004-09-23,409.18
2004-09-24,410.047
2004-09-27,410.692
2004-09-28,412.253
2004-09-29,413.957
2004-09-30,417.008
2004-10-01,418.562
2004-10-04,417.86
2004-10-05,419.157
2004-10-06,418.428
2004-10-07,419.047
2004-10-08,422.58
2004-10-11,421.709
2004-10-12,416.819
2004-10-13,415.427
2004-10-14,417.503
2004-10-15,420.63
2004-10-18,420.169
2004-10-19,422.246
2004-10-20,422.006
2004-10-21,424.892
2004-10-22,426.335
2004-10-25,427.21
2004-10-26,428.276
2004-10-27,430.506
2004-10-28,429.647
2004-10-29,429.412
2004-11-01,432.081
2004-11-02,433.962
2004-11-03,438.835
2004-11-04,441.152
2004-11-05,445.258
2004-11-08,446.565
2004-11-09,446.166
2004-11-10,447.918
2004-11-11,449.741
2004-11-12,453.153
2004-11-15,453.678
2004-11-16,452.962
2004-11-17,457.355
2004-11-18,457.363
2004-11-19,459.441
2004-11-22,457.163
2004-11-23,461.354
2004-11-24,464.633
2004-11-25,469.084
2004-11-26,470.327
2004-11-29,471.599
2004-11-30,473.309
2004-12-01,476.98
2004-12-02,477.729
2004-12-03,483.098
2004-12-06,483.591
2004-12-07,485.779
2004-12-08,480.104
2004-12-09,477.437
2004-12-10,478.117
2004-12-13,482.938
2004-12-14,483.151
2004-12-15,490.698
2004-12-16,488.254
2004-12-17,486.618
2004-12-20,493.404
2004-12-21,490.848
2004-12-22,491.784
2004-12-23,496.325
2004-12-24,497.603
2004-12-27,500.372
2004-12-28,499.976
2004-12-29,499.676
2004-12-30,502.612
2004-12-31,502.071
2005-01-03,499.93
2005-01-04,496.903
2005-01-05,493.851
2005-01-06,491.161
2005-01-07,491.082
2005-01-10,493.221
2005-01-11,493.587
2005-01-12,499.447
2005-01-13,499.134
2005-01-14,497.78
2005-01-17,498.853
2005-01-18,498.409
2005-01-19,501.943
2005-01-20,499.491
2005-01-21,501.102
2005-01-24,502.165
2005-01-25,501.403
2005-01-26,506.598
2005-01-27,506.4
2005-01-28,505.818
2005-01-31,510.151
2005-02-01,511.999
2005-02-02,516.243
2005-02-03,515.268
2005-02-04,518.975
2005-02-07,516.306
2005-02-08,516.018
2005-02-09,517.087
2005-02-10,520.006
2005-02-11,522.024
2005-02-14,526.752
2005-02-15,527.626
2005-02-16,525.477
2005-02-17,530.294
2005-02-18,530.893
2005-02-21,527.91
2005-02-22,528.926
2005-02-23,526.025
2005-02-24,527.72
2005-02-25,532.556
2005-02-28,537.178
2005-03-01,536.212
2005-03-02,532.32
2005-03-03,532.807
2005-03-04,540.348
2005-03-07,538.439
2005-03-08,542.686
2005-03-09,541.572
2005-03-10,540.365
2005-03-11,543.733
2005-03-14,538.975
2005-03-15,539.217
2005-03-16,540.551
2005-03-17,537.461
2005-03-18,535.003
2005-03-21,529.509
2005-03-22,529.148
2005-03-23,517.497
2005-03-24,519.067
2005-03-25,519.067
2005-03-28,516.441
2005-03-29,517.346
2005-03-30,518.8
2005-03-31,523.317
2005-04-01,525.713
2005-04-04,518.444
2005-04-05,522.419
2005-04-06,525.88
2005-04-07,528.916
2005-04-08,529.0
2005-04-11,532.884
2005-04-12,529.748
2005-04-13,533.404
2005-04-14,525.562
2005-04-15,523.058
2005-04-18,516.064
2005-04-19,521.248
2005-04-20,522.488
2005-04-21,521.598
2005-04-22,523.302
2005-04-25,520.475
2005-04-26,517.102
2005-04-27,510.167
2005-04-28,504.937
2005-04-29,505.637
2005-05-02,503.949
2005-05-03,506.153
2005-05-04,507.677
2005-05-05,509.674
2005-05-06,507.295
2005-05-09,506.399
2005-05-10,506.109
2005-05-11,504.044
2005-05-12,503.446
2005-05-13,500.208
2005-05-16,497.955
2005-05-17,499.24
2005-05-18,502.227
2005-05-19,505.522
2005-05-20,503.048
2005-05-23,507.428
2005-05-24,508.102
2005-05-25,509.915
2005-05-26,510.96
2005-05-27,512.637
2005-05-30,511.995
2005-05-31,509.873
2005-06-01,510.246
2005-06-02,512.249
2005-06-03,513.211
2005-06-06,513.135
2005-06-07,517.057
2005-06-08,519.814
2005-06-09,513.684
2005-06-10,513.963
2005-06-13,513.155
2005-06-14,514.052
2005-06-15,516.32
2005-06-16,518.578
2005-06-17,524.056
2005-06-20,520.544
2005-06-21,520.206
2005-06-22,521.366
2005-06-23,520.874
2005-06-24,519.405
2005-06-27,517.961
2005-06-28,517.376
2005-06-29,517.28
2005-06-30,518.499
2005-07-01,516.275
2005-07-04,513.856
2005-07-05,512.755
2005-07-06,517.535
2005-07-07,510.156
2005-07-08,515.677
2005-07-11,524.999
2005-07-12,529.905
2005-07-13,526.303
2005-07-14,526.684
2005-07-15,522.898
2005-07-18,522.607
2005-07-19,519.948
2005-07-20,520.106
2005-07-21,526.433
2005-07-22,527.411
2005-07-25,526.159
2005-07-26,525.534
2005-07-27,530.157
2005-07-28,533.907
2005-07-29,537.688
2005-08-01,541.636
2005-08-02,543.232
2005-08-03,548.916
2005-08-04,549.974
2005-08-05,547.21
2005-08-08,550.52
2005-08-09,551.102
2005-08-10,555.974
2005-08-11,556.502
2005-08-12,556.432
2005-08-15,553.966
2005-08-16,553.095
2005-08-17,550.827
2005-08-18,543.756
2005-08-19,545.063
2005-08-22,550.022
2005-08-23,548.781
2005-08-24,549.166
2005-08-25,548.31
2005-08-26,550.266
2005-08-29,547.149
2005-08-30,545.134
2005-08-31,552.665
2005-09-01,564.752
2005-09-02,568.931
2005-09-05,569.041
2005-09-06,570.272
2005-09-07,572.177
2005-09-08,569.803
2005-09-09,572.538
2005-09-12,569.253
2005-09-13,566.598
2005-09-14,569.454
2005-09-15,564.947
2005-09-16,566.605
2005-09-19,566.067
2005-09-20,567.811
2005-09-21,566.642
2005-09-22,560.162
2005-09-23,558.149
2005-09-26,559.121
2005-09-27,557.757
2005-09-28,560.225
2005-09-29,560.094
2005-09-30,566.003
2005-10-03,562.033
2005-10-04,564.518
2005-10-05,560.95
2005-10-06,560.13
2005-10-07,556.311
2005-10-10,554.671
2005-10-11,553.978
2005-10-12,552.741
2005-10-13,539.969
2005-10-14,545.326
2005-10-17,542.273
2005-10-18,537.375
2005-10-19,527.245
2005-10-20,530.792
2005-10-21,527.649
2005-10-24,533.543
2005-10-25,539.097
2005-10-26,541.105
2005-10-27,537.252
2005-10-28,533.402
2005-10-31,539.814
2005-11-01,541.928
2005-11-02,548.711
2005-11-03,552.245
2005-11-04,543.14
2005-11-07,544.35
2005-11-08,543.295
2005-11-09,541.572
