Date,HONG KONG IMI GROWTH IMI (Large+Mid+Small Cap)
2013-09-30,1304.886
2013-10-31,1357.875
2013-11-29,1383.572
2013-12-31,1411.055
2014-01-31,1334.405
2014-02-28,1393.684
2014-03-31,1330.125
2014-04-30,1352.414
2014-05-30,1392.71
2014-06-30,1401.4
2014-07-31,1476.943
2014-08-29,1439.743
2014-09-30,1312.664
2014-10-31,1412.238
2014-11-28,1408.828
2014-12-31,1322.291
2015-01-30,1370.512
2015-02-27,1374.747
2015-03-31,1405.887
2015-04-30,1585.072
2015-05-29,1576.723
2015-06-30,1497.315
2015-07-31,1417.064
2015-08-31,1234.52
2015-09-30,1189.539
2015-10-30,1329.114
2015-11-30,1320.796
2015-12-31,1323.723
2016-01-29,1188.399
2016-02-29,1164.471
2016-03-31,1283.175
2016-04-29,1318.305
2016-05-31,1296.664
2016-06-30,1315.12
2016-07-29,1378.075
2016-08-31,1379.094
2016-09-30,1439.513
2016-10-31,1417.071
2016-11-30,1401.105
2016-12-30,1295.788
2017-01-31,1378.366
2017-02-28,1399.482
2017-03-31,1444.106
2017-04-28,1504.304
2017-05-31,1564.344
2017-06-30,1584.419
2017-07-31,1641.337
2017-08-31,1651.698
2017-09-29,1662.786
2017-10-31,1676.649
2017-11-30,1760.706
2017-12-29,1826.279
2018-01-31,1908.912
2018-02-28,1852.963
2018-03-30,1802.572
2018-04-30,1864.981
2018-05-31,1871.65
2018-06-29,1765.364
2018-07-31,1769.725
2018-08-31,1728.772
2018-09-28,1723.076
2018-10-31,1509.169
2018-11-30,1639.005
2018-12-31,1653.61
2019-01-31,1781.394
2019-02-28,1926.154
2019-03-29,1944.49
2019-04-30,1982.893
2019-05-31,1841.572
2019-06-28,2023.787
2019-07-31,1965.177
2019-08-30,1820.901
2019-09-30,1791.058
2019-10-31,1887.144
2019-11-29,1878.909
2019-12-31,1959.658
2020-01-31,1875.306
2020-02-28,1841.263
2020-03-31,1644.466
2020-04-30,1752.34
2020-05-29,1659.817
2020-06-30,1892.799
2020-07-31,1925.102
2020-08-31,2114.727
2020-09-30,2035.109
2020-10-30,2006.365
2020-11-30,2230.915
2020-12-31,2444.523
2021-01-29,2548.384
2021-02-26,2623.65
2021-03-31,2588.883
2021-04-30,2689.962
2021-05-31,2713.134
2021-06-30,2654.665
2021-07-30,2570.633
2021-08-31,2595.292
2021-09-30,2460.852
2021-10-29,2429.25
2021-11-30,2288.439
2021-12-31,2256.192
2022-01-31,2219.697
2022-02-28,2153.161
2022-03-31,2134.608
2022-04-29,1981.423
2022-05-31,2031.569
2022-06-30,2129.178
2022-07-29,2008.626
2022-08-31,1932.934
2022-09-30,1686.184
2022-10-31,1454.335
2022-11-30,1960.409
2022-12-30,2129.003
2023-01-31,2218.788
2023-02-28,2039.888
2023-03-31,2092.493
2023-04-28,2086.957
2023-05-31,1866.426
2023-06-30,1958.698
2023-07-31,2027.522
2023-08-31,1870.079
2023-09-29,1739.424
2023-10-31,1742.479
2023-11-30,1741.552
2023-12-29,1775.549
2024-01-31,1581.659
2024-02-29,1650.024
2024-03-29,1512.414
2024-04-30,1621.255
2024-05-31,1687.047
2024-06-28,1571.019
2024-07-31,1531.708
2024-08-30,1586.99
2024-09-30,1960.056
2024-10-31,1825.571
2024-11-29,1748.272
2024-12-31,1734.654
2025-01-31,1706.061
2025-02-28,1840.313
2025-03-31,1799.443
2025-04-30,1757.453
2025-05-30,1966.129
2025-06-30,2073.508
2025-07-31,2196.2
2025-08-29,2310.49
2025-09-30,2326.096
