Date,HONG KONG IMI GROWTH IMI (Large+Mid+Small Cap)
2010-08-17,940.907
2010-08-18,944.5
2010-08-19,948.864
2010-08-20,945.005
2010-08-23,944.396
2010-08-24,938.962
2010-08-25,938.241
2010-08-26,939.453
2010-08-27,937.844
2010-08-30,941.362
2010-08-31,939.658
2010-09-01,948.127
2010-09-02,957.999
2010-09-03,959.678
2010-09-06,982.426
2010-09-07,987.849
2010-09-08,979.418
2010-09-09,986.99
2010-09-10,995.03
2010-09-13,1011.047
2010-09-14,1011.373
2010-09-15,1018.073
2010-09-16,1020.407
2010-09-17,1030.837
2010-09-20,1037.333
2010-09-21,1036.898
2010-09-22,1048.413
2010-09-23,1048.278
2010-09-24,1051.894
2010-09-27,1066.252
2010-09-28,1055.067
2010-09-29,1067.8
2010-09-30,1074.828
2010-10-01,1075.493
2010-10-04,1086.819
2010-10-05,1081.434
2010-10-06,1086.935
2010-10-07,1090.574
2010-10-08,1095.13
2010-10-11,1111.45
2010-10-12,1106.503
2010-10-13,1114.648
2010-10-14,1126.495
2010-10-15,1123.524
2010-10-18,1112.75
2010-10-19,1125.694
2010-10-20,1110.778
2010-10-21,1115.283
2010-10-22,1115.648
2010-10-25,1124.175
2010-10-26,1118.54
2010-10-27,1100.273
2010-10-28,1101.919
2010-10-29,1100.706
2010-11-01,1128.344
2010-11-02,1128.006
2010-11-03,1152.565
2010-11-04,1168.851
2010-11-05,1179.543
2010-11-08,1191.191
2010-11-09,1181.02
2010-11-10,1177.021
2010-11-11,1170.626
2010-11-12,1151.369
2010-11-15,1149.669
2010-11-16,1143.629
2010-11-17,1120.032
2010-11-18,1139.503
2010-11-19,1137.093
2010-11-22,1129.062
2010-11-23,1102.837
2010-11-24,1112.226
2010-11-25,1114.594
2010-11-26,1108.234
2010-11-29,1123.541
2010-11-30,1125.139
2010-12-01,1140.454
2010-12-02,1146.088
2010-12-03,1143.456
2010-12-06,1132.372
2010-12-07,1139.903
2010-12-08,1133.794
2010-12-09,1133.136
2010-12-10,1126.245
2010-12-13,1132.544
2010-12-14,1138.266
2010-12-15,1120.585
2010-12-16,1104.699
2010-12-17,1116.82
2010-12-20,1106.588
2010-12-21,1117.968
2010-12-22,1120.838
2010-12-23,1118.276
2010-12-24,1118.935
2010-12-27,1118.654
2010-12-28,1111.396
2010-12-29,1126.641
2010-12-30,1130.463
2010-12-31,1125.239
2011-01-03,1150.606
2011-01-04,1173.1
2011-01-05,1179.107
2011-01-06,1179.447
2011-01-07,1174.16
2011-01-10,1166.168
2011-01-11,1177.792
2011-01-12,1177.891
2011-01-13,1180.661
2011-01-14,1180.409
2011-01-17,1176.031
2011-01-18,1178.603
2011-01-19,1192.223
2011-01-20,1178.963
2011-01-21,1169.226
2011-01-24,1164.228
2011-01-25,1164.226
2011-01-26,1162.035
2011-01-27,1161.473
2011-01-28,1154.698
2011-01-31,1143.172
2011-02-01,1139.888
2011-02-02,1162.819
2011-02-03,1162.991
2011-02-04,1162.834
2011-02-07,1146.866
2011-02-08,1139.214
2011-02-09,1121.537
2011-02-10,1094.835
2011-02-11,1102.025
2011-02-14,1111.02
2011-02-15,1110.903
2011-02-16,1114.962
2011-02-17,1114.318
2011-02-18,1123.383
2011-02-21,1118.775
2011-02-22,1097.524
2011-02-23,1090.141
2011-02-24,1071.258
2011-02-25,1099.396
2011-02-28,1112.712
2011-03-01,1123.959
2011-03-02,1106.709
2011-03-03,1107.845
2011-03-04,1123.592
2011-03-07,1116.137
2011-03-08,1134.902
2011-03-09,1137.791
2011-03-10,1130.204
2011-03-11,1112.036
2011-03-14,1107.298
2011-03-15,1077.364
2011-03-16,1086.477
2011-03-17,1062.649
2011-03-18,1067.217
2011-03-21,1086.023
2011-03-22,1093.394
2011-03-23,1094.906
2011-03-24,1097.042
2011-03-25,1099.033
2011-03-28,1096.633
2011-03-29,1096.033
2011-03-30,1116.115
2011-03-31,1117.673
2011-04-01,1124.777
2011-04-04,1154.85
2011-04-05,1155.036
2011-04-06,1163.533
2011-04-07,1158.39
2011-04-08,1162.239
2011-04-11,1158.28
2011-04-12,1144.29
2011-04-13,1153.072
2011-04-14,1157.891
2011-04-15,1163.63
2011-04-18,1164.44
2011-04-19,1154.695
2011-04-20,1162.303
2011-04-21,1175.27
2011-04-22,1175.27
2011-04-25,1174.56
2011-04-26,1165.531
2011-04-27,1161.43
2011-04-28,1161.37
2011-04-29,1163.285
2011-05-02,1163.577
2011-05-03,1157.801
2011-05-04,1145.814
2011-05-05,1148.793
2011-05-06,1147.271
2011-05-09,1156.874
2011-05-10,1157.06
2011-05-11,1160.227
2011-05-12,1144.666
2011-05-13,1156.38
2011-05-16,1142.645
2011-05-17,1135.374
2011-05-18,1145.152
2011-05-19,1155.02
2011-05-20,1145.535
2011-05-23,1119.33
2011-05-24,1120.795
2011-05-25,1119.523
2011-05-26,1121.787
2011-05-27,1127.431
2011-05-30,1138.253
2011-05-31,1157.277
2011-06-01,1160.499
2011-06-02,1151.07
2011-06-03,1140.504
2011-06-06,1140.321
2011-06-07,1132.601
2011-06-08,1122.046
2011-06-09,1121.772
2011-06-10,1105.286
2011-06-13,1102.033
2011-06-14,1101.413
2011-06-15,1091.306
2011-06-16,1065.047
2011-06-17,1055.946
2011-06-20,1045.417
2011-06-21,1062.693
2011-06-22,1072.212
2011-06-23,1072.348
2011-06-24,1087.949
2011-06-27,1085.535
2011-06-28,1085.671
2011-06-29,1093.329
2011-06-30,1106.234
2011-07-01,1106.184
2011-07-04,1129.728
2011-07-05,1132.864
2011-07-06,1123.848
2011-07-07,1123.608
2011-07-08,1130.987
2011-07-11,1110.798
2011-07-12,1079.874
2011-07-13,1089.037
2011-07-14,1092.457
2011-07-15,1085.881
2011-07-18,1084.988
2011-07-19,1082.12
2011-07-20,1092.065
2011-07-21,1094.562
2011-07-22,1114.261
2011-07-25,1113.674
2011-07-26,1121.25
2011-07-27,1126.151
2011-07-28,1130.542
2011-07-29,1125.437
2011-08-01,1146.765
2011-08-02,1136.8
2011-08-03,1114.728
2011-08-04,1106.883
2011-08-05,1045.686
2011-08-08,1036.737
2011-08-09,990.724
2011-08-10,1006.393
2011-08-11,998.71
2011-08-12,1007.201
2011-08-15,1032.857
2011-08-16,1036.521
2011-08-17,1048.609
2011-08-18,1038.113
2011-08-19,995.971
2011-08-22,984.26
2011-08-23,1004.278
2011-08-24,990.964
2011-08-25,1001.272
2011-08-26,990.275
2011-08-29,1007.699
2011-08-30,1031.78
2011-08-31,1054.92
2011-09-01,1055.15
2011-09-02,1030.929
2011-09-05,1008.787
2011-09-06,1012.217
2011-09-07,1029.595
2011-09-08,1028.93
2011-09-09,1020.646
2011-09-12,975.061
2011-09-13,974.686
2011-09-14,959.533
2011-09-15,969.817
2011-09-16,981.437
2011-09-19,953.222
2011-09-20,953.022
2011-09-21,947.413
2011-09-22,891.815
2011-09-23,892.082
2011-09-26,863.023
2011-09-27,900.018
2011-09-28,890.338
2011-09-29,890.784
2011-09-30,862.5
2011-10-03,815.197
2011-10-04,776.578
2011-10-05,776.837
2011-10-06,832.282
2011-10-07,875.523
2011-10-10,876.17
2011-10-11,906.44
2011-10-12,924.833
2011-10-13,949.127
2011-10-14,933.117
2011-10-17,948.918
2011-10-18,901.608
2011-10-19,910.17
2011-10-20,894.504
2011-10-21,896.959
2011-10-24,938.153
2011-10-25,944.959
2011-10-26,945.732
2011-10-27,984.457
2011-10-28,1010.012
2011-10-31,993.559
2011-11-01,977.883
2011-11-02,992.123
2011-11-03,967.049
2011-11-04,999.795
2011-11-07,996.748
2011-11-08,991.796
2011-11-09,998.645
2011-11-10,952.495
2011-11-11,953.579
2011-11-14,965.776
2011-11-15,961.425
2011-11-16,944.219
2011-11-17,940.126
2011-11-18,927.653
2011-11-21,905.957
2011-11-22,915.923
2011-11-23,900.753
2011-11-24,901.415
2011-11-25,888.05
2011-11-28,910.462
2011-11-29,925.348
2011-11-30,918.781
2011-12-01,953.968
2011-12-02,952.144
2011-12-05,957.81
2011-12-06,948.221
2011-12-07,960.362
2011-12-08,951.698
2011-12-09,930.408
2011-12-12,931.609
2011-12-13,925.018
2011-12-14,920.39
2011-12-15,900.486
2011-12-16,910.946
2011-12-19,900.433
2011-12-20,902.42
2011-12-21,917.783
2011-12-22,916.732
2011-12-23,928.326
2011-12-26,928.326
2011-12-27,928.332
2011-12-28,927.819
2011-12-29,923.98
2011-12-30,928.984
2012-01-02,928.984
2012-01-03,942.637
2012-01-04,941.558
2012-01-05,940.293
2012-01-06,928.815
2012-01-09,932.733
2012-01-10,939.731
2012-01-11,943.074
2012-01-12,944.9
2012-01-13,948.864
2012-01-16,945.277
2012-01-17,964.765
2012-01-18,969.827
2012-01-19,993.583
2012-01-20,999.623
2012-01-23,999.764
2012-01-24,999.809
2012-01-25,999.533
2012-01-26,1024.656
2012-01-27,1027.697
2012-01-30,1007.347
2012-01-31,1008.786
2012-02-01,1008.576
2012-02-02,1020.211
2012-02-03,1022.922
2012-02-06,1021.481
2012-02-07,1018.613
2012-02-08,1035.194
2012-02-09,1045.829
2012-02-10,1040.199
2012-02-13,1043.556
2012-02-14,1048.77
2012-02-15,1070.045
2012-02-16,1060.536
2012-02-17,1071.915
2012-02-20,1073.791
2012-02-21,1075.172
2012-02-22,1074.128
2012-02-23,1070.087
2012-02-24,1078.876
2012-02-27,1078.26
2012-02-28,1091.198
2012-02-29,1096.4
2012-03-01,1086.429
2012-03-02,1092.032
2012-03-05,1085.285
2012-03-06,1050.377
2012-03-07,1054.601
2012-03-08,1066.996
2012-03-09,1069.142
2012-03-12,1067.677
2012-03-13,1083.724
2012-03-14,1088.626
2012-03-15,1090.212
2012-03-16,1097.274
2012-03-19,1090.971
2012-03-20,1077.84
2012-03-21,1069.428
2012-03-22,1073.004
2012-03-23,1065.633
2012-03-26,1068.388
2012-03-27,1084.921
2012-03-28,1077.518
2012-03-29,1071.251
2012-03-30,1058.156
2012-04-02,1056.448
2012-04-03,1064.622
2012-04-04,1064.519
2012-04-05,1059.599
2012-04-06,1059.599
2012-04-09,1059.449
2012-04-10,1048.143
2012-04-11,1039.357
2012-04-12,1045.358
2012-04-13,1054.699
2012-04-16,1051.461
2012-04-17,1048.45
2012-04-18,1060.807
2012-04-19,1067.431
2012-04-20,1066.002
2012-04-23,1050.861
2012-04-24,1048.036
2012-04-25,1051.463
2012-04-26,1052.657
2012-04-27,1041.518
2012-04-30,1056.141
2012-05-01,1056.114
2012-05-02,1067.921
2012-05-03,1067.294
2012-05-04,1061.047
2012-05-07,1030.707
2012-05-08,1033.866
2012-05-09,1021.449
2012-05-10,1013.316
2012-05-11,1000.844
2012-05-14,987.02
2012-05-15,989.305
2012-05-16,962.613
2012-05-17,961.732
2012-05-18,951.751
2012-05-21,962.248
2012-05-22,965.781
2012-05-23,950.322
2012-05-24,946.816
2012-05-25,950.828
2012-05-28,949.72
2012-05-29,967.673
2012-05-30,959.962
2012-05-31,949.452
2012-06-01,944.094
2012-06-04,922.504
2012-06-05,934.449
2012-06-06,947.981
2012-06-07,958.022
2012-06-08,948.436
2012-06-11,967.678
2012-06-12,964.633
2012-06-13,966.549
2012-06-14,955.781
2012-06-15,960.819
2012-06-18,966.405
2012-06-19,971.717
2012-06-20,979.352
2012-06-21,966.388
2012-06-22,956.212
2012-06-25,951.396
2012-06-26,948.339
2012-06-27,958.576
2012-06-28,949.823
2012-06-29,971.141
2012-07-02,971.034
2012-07-03,987.076
2012-07-04,988.67
2012-07-05,992.214
2012-07-06,1002.635
2012-07-09,981.171
2012-07-10,980.265
2012-07-11,987.097
2012-07-12,970.252
2012-07-13,969.955
2012-07-16,969.351
2012-07-17,981.621
2012-07-18,977.669
2012-07-19,985.077
2012-07-20,984.226
2012-07-23,962.239
2012-07-24,960.297
2012-07-25,956.031
2012-07-26,954.671
2012-07-27,965.836
2012-07-30,984.906
2012-07-31,990.116
2012-08-01,988.336
2012-08-02,984.582
2012-08-03,980.827
2012-08-06,994.129
2012-08-07,1001.098
2012-08-08,1002.101
2012-08-09,1010.887
2012-08-10,990.149
2012-08-13,989.354
2012-08-14,994.373
2012-08-15,991.631
2012-08-16,992.814
2012-08-17,1004.796
2012-08-20,1009.092
2012-08-21,1009.946
2012-08-22,1002.779
2012-08-23,1013.796
2012-08-24,1006.678
2012-08-27,1007.532
2012-08-28,1005.984
2012-08-29,1007.635
2012-08-30,998.47
2012-08-31,997.72
2012-09-03,998.14
2012-09-04,993.314
2012-09-05,982.64
2012-09-06,979.462
2012-09-07,1013.724
2012-09-10,1022.313
2012-09-11,1021.417
2012-09-12,1031.418
2012-09-13,1030.081
2012-09-14,1060.727
2012-09-17,1062.773
2012-09-18,1062.741
2012-09-19,1065.584
2012-09-20,1052.291
2012-09-21,1052.167
2012-09-24,1052.394
2012-09-25,1051.509
2012-09-26,1041.549
2012-09-27,1052.461
2012-09-28,1062.701
2012-10-01,1062.578
2012-10-02,1062.468
2012-10-03,1068.297
2012-10-04,1060.617
2012-10-05,1068.942
2012-10-08,1063.441
2012-10-09,1064.891
2012-10-10,1061.617
2012-10-11,1054.24
2012-10-12,1056.788
2012-10-15,1056.126
2012-10-16,1060.311
2012-10-17,1070.008
2012-10-18,1076.948
2012-10-19,1077.204
2012-10-22,1083.933
2012-10-23,1083.933
2012-10-24,1101.154
2012-10-25,1102.644
2012-10-26,1097.621
2012-10-29,1094.478
2012-10-30,1094.521
2012-10-31,1097.994
2012-11-01,1107.897
2012-11-02,1129.865
2012-11-05,1126.525
2012-11-06,1124.719
2012-11-07,1129.216
2012-11-08,1109.443
2012-11-09,1098.416
2012-11-12,1105.172
2012-11-13,1094.463
2012-11-14,1104.7
2012-11-15,1097.812
2012-11-16,1095.181
2012-11-19,1101.632
2012-11-20,1099.214
2012-11-21,1108.517
2012-11-22,1120.389
2012-11-23,1131.173
2012-11-26,1128.206
2012-11-27,1131.723
2012-11-28,1127.535
2012-11-29,1137.625
2012-11-30,1135.355
2012-12-03,1127.967
2012-12-04,1116.398
2012-12-05,1133.041
2012-12-06,1133.927
2012-12-07,1130.574
2012-12-10,1132.42
2012-12-11,1138.428
2012-12-12,1144.934
2012-12-13,1142.635
2012-12-14,1154.918
2012-12-17,1147.382
2012-12-18,1136.943
2012-12-19,1141.777
2012-12-20,1143.359
2012-12-21,1138.508
2012-12-24,1139.451
2012-12-25,1139.451
2012-12-26,1139.473
2012-12-27,1139.806
2012-12-28,1142.748
2012-12-31,1143.566
2013-01-01,1143.566
2013-01-02,1174.33
2013-01-03,1173.509
2013-01-04,1180.302
2013-01-07,1184.235
2013-01-08,1178.54
2013-01-09,1189.189
2013-01-10,1191.006
2013-01-11,1179.81
2013-01-14,1175.483
2013-01-15,1179.401
2013-01-16,1177.744
2013-01-17,1175.098
2013-01-18,1180.984
2013-01-21,1185.094
2013-01-22,1188.171
2013-01-23,1191.555
2013-01-24,1193.448
2013-01-25,1190.826
2013-01-28,1188.988
2013-01-29,1192.353
2013-01-30,1206.11
2013-01-31,1200.304
2013-02-01,1203.031
2013-02-04,1202.651
2013-02-05,1184.799
2013-02-06,1186.379
2013-02-07,1181.692
2013-02-08,1194.136
2013-02-11,1194.02
2013-02-12,1194.097
2013-02-13,1193.997
2013-02-14,1200.938
2013-02-15,1205.156
2013-02-18,1205.895
2013-02-19,1196.48
2013-02-20,1207.307
2013-02-21,1189.403
2013-02-22,1191.251
2013-02-25,1194.737
2013-02-26,1178.742
2013-02-27,1197.147
2013-02-28,1213.054
2013-03-01,1211.874
2013-03-04,1200.368
2013-03-05,1199.061
2013-03-06,1205.016
2013-03-07,1210.098
2013-03-08,1217.147
2013-03-11,1222.992
2013-03-12,1216.579
2013-03-13,1207.261
2013-03-14,1207.701
2013-03-15,1208.007
2013-03-18,1179.723
2013-03-19,1191.39
2013-03-20,1196.637
2013-03-21,1206.646
2013-03-22,1203.572
2013-03-25,1208.298
2013-03-26,1213.274
2013-03-27,1226.549
2013-03-28,1223.42
2013-03-29,1223.42
2013-04-01,1223.263
2013-04-02,1227.681
2013-04-03,1230.538
2013-04-04,1230.34
2013-04-05,1187.907
2013-04-08,1186.384
2013-04-09,1195.116
2013-04-10,1203.318
2013-04-11,1210.525
2013-04-12,1213.048
2013-04-15,1196.379
2013-04-16,1184.903
2013-04-17,1189.844
2013-04-18,1188.742
2013-04-19,1201.924
2013-04-22,1207.97
2013-04-23,1203.822
2013-04-24,1217.443
2013-04-25,1231.638
2013-04-26,1239.607
2013-04-29,1239.13
2013-04-30,1240.916
2013-05-01,1241.02
2013-05-02,1236.079
2013-05-03,1241.018
2013-05-06,1258.445
2013-05-07,1267.657
2013-05-08,1274.68
2013-05-09,1273.024
2013-05-10,1281.195
2013-05-13,1272.97
2013-05-14,1273.706
2013-05-15,1285.787
2013-05-16,1281.859
2013-05-17,1282.016
2013-05-20,1305.839
2013-05-21,1298.504
2013-05-22,1296.34
2013-05-23,1258.683
2013-05-24,1269.312
2013-05-27,1271.001
2013-05-28,1280.709
2013-05-29,1259.577
2013-05-30,1246.202
2013-05-31,1251.415
2013-06-03,1249.586
2013-06-04,1256.57
2013-06-05,1231.607
2013-06-06,1215.025
2013-06-07,1209.228
2013-06-10,1220.944
2013-06-11,1204.133
2013-06-12,1204.04
2013-06-13,1186.238
2013-06-14,1204.463
2013-06-17,1218.157
2013-06-18,1226.472
2013-06-19,1221.707
2013-06-20,1193.375
2013-06-21,1171.504
2013-06-24,1137.807
2013-06-25,1144.426
2013-06-26,1165.654
2013-06-27,1170.424
2013-06-28,1180.288
2013-07-01,1180.432
2013-07-02,1187.237
2013-07-03,1159.592
2013-07-04,1167.66
2013-07-05,1185.371
2013-07-08,1168.529
2013-07-09,1172.299
2013-07-10,1187.031
2013-07-11,1217.639
2013-07-12,1209.581
2013-07-15,1202.717
2013-07-16,1206.173
2013-07-17,1203.315
2013-07-18,1199.907
2013-07-19,1200.276
2013-07-22,1212.604
2013-07-23,1232.884
2013-07-24,1243.641
2013-07-25,1235.221
2013-07-26,1229.915
2013-07-29,1226.433
2013-07-30,1235.636
2013-07-31,1238.1
2013-08-01,1251.531
2013-08-02,1256.642
2013-08-05,1252.934
2013-08-06,1242.723
2013-08-07,1228.131
2013-08-08,1230.713
2013-08-09,1237.547
2013-08-12,1252.887
2013-08-13,1263.419
2013-08-14,1263.435
2013-08-15,1266.395
2013-08-16,1265.779
2013-08-19,1255.117
2013-08-20,1225.418
2013-08-21,1222.569
2013-08-22,1219.468
2013-08-23,1225.098
2013-08-26,1228.434
2013-08-27,1221.728
2013-08-28,1205.05
2013-08-29,1215.145
2013-08-30,1223.604
2013-09-02,1242.681
2013-09-03,1254.061
2013-09-04,1250.574
2013-09-05,1264.076
2013-09-06,1255.84
2013-09-09,1261.496
2013-09-10,1269.366
2013-09-11,1273.242
2013-09-12,1267.721
2013-09-13,1267.681
2013-09-16,1294.339
2013-09-17,1293.085
2013-09-18,1299.22
2013-09-19,1323.691
2013-09-20,1323.802
2013-09-23,1318.594
2013-09-24,1312.92
2013-09-25,1317.44
2013-09-26,1315.229
2013-09-27,1318.999
2013-09-30,1304.886
2013-10-01,1305.13
2013-10-02,1319.245
2013-10-03,1329.963
2013-10-04,1324.371
2013-10-07,1316.286
2013-10-08,1326.239
2013-10-09,1322.236
2013-10-10,1322.973
2013-10-11,1336.738
2013-10-14,1336.695
2013-10-15,1353.306
2013-10-16,1343.991
2013-10-17,1346.014
2013-10-18,1382.923
2013-10-21,1388.449
2013-10-22,1374.977
2013-10-23,1367.924
2013-10-24,1362.271
2013-10-25,1353.61
2013-10-28,1348.057
2013-10-29,1332.727
2013-10-30,1364.835
2013-10-31,1357.875
2013-11-01,1367.409
2013-11-04,1359.434
2013-11-05,1344.906
2013-11-06,1345.326
2013-11-07,1339.09
2013-11-08,1331.693
2013-11-11,1347.26
2013-11-12,1335.112
2013-11-13,1320.903
2013-11-14,1331.671
2013-11-15,1348.792
2013-11-18,1374.791
2013-11-19,1366.612
2013-11-20,1365.404
2013-11-21,1363.105
2013-11-22,1369.268
2013-11-25,1371.06
2013-11-26,1374.43
2013-11-27,1383.147
2013-11-28,1383.428
2013-11-29,1383.572
2013-12-02,1394.679
2013-12-03,1398.806
2013-12-04,1388.917
2013-12-05,1394.824
2013-12-06,1385.92
2013-12-09,1396.571
2013-12-10,1389.548
2013-12-11,1370.151
2013-12-12,1379.193
2013-12-13,1382.129
2013-12-16,1385.494
2013-12-17,1394.647
2013-12-18,1394.535
2013-12-19,1377.782
2013-12-20,1367.957
2013-12-23,1381.761
2013-12-24,1397.326
2013-12-25,1397.326
2013-12-26,1397.2
2013-12-27,1395.016
2013-12-30,1399.517
2013-12-31,1411.055
2014-01-01,1411.055
2014-01-02,1419.521
2014-01-03,1397.161
2014-01-06,1391.631
2014-01-07,1410.588
2014-01-08,1423.116
2014-01-09,1416.244
2014-01-10,1408.012
2014-01-13,1406.627
2014-01-14,1402.765
2014-01-15,1406.616
2014-01-16,1413.9
2014-01-17,1441.341
2014-01-20,1431.145
2014-01-21,1428.922
2014-01-22,1410.304
2014-01-23,1386.178
2014-01-24,1362.3
2014-01-27,1340.187
2014-01-28,1340.91
2014-01-29,1338.458
2014-01-30,1334.37
2014-01-31,1334.405
2014-02-03,1334.482
2014-02-04,1303.904
2014-02-05,1283.562
2014-02-06,1314.699
2014-02-07,1320.172
2014-02-10,1314.518
2014-02-11,1344.314
2014-02-12,1366.176
2014-02-13,1353.591
2014-02-14,1354.206
2014-02-17,1347.668
2014-02-18,1359.135
2014-02-19,1357.763
2014-02-20,1348.849
2014-02-21,1358.871
2014-02-24,1347.279
2014-02-25,1358.989
2014-02-26,1370.866
2014-02-27,1390.242
2014-02-28,1393.684
2014-03-03,1378.998
2014-03-04,1390.08
2014-03-05,1394.853
2014-03-06,1401.342
2014-03-07,1389.113
2014-03-10,1369.35
2014-03-11,1373.379
2014-03-12,1357.044
2014-03-13,1345.909
2014-03-14,1328.548
2014-03-17,1337.566
2014-03-18,1337.477
2014-03-19,1340.245
2014-03-20,1313.283
2014-03-21,1321.95
2014-03-24,1334.963
2014-03-25,1324.832
2014-03-26,1323.74
2014-03-27,1314.109
2014-03-28,1325.875
2014-03-31,1330.125
2014-04-01,1375.456
2014-04-02,1386.847
2014-04-03,1395.253
2014-04-04,1396.85
2014-04-07,1367.718
2014-04-08,1369.254
2014-04-09,1381.352
2014-04-10,1418.195
2014-04-11,1427.224
2014-04-14,1425.331
2014-04-15,1400.172
2014-04-16,1402.63
2014-04-17,1407.425
2014-04-18,1407.425
2014-04-21,1407.498
2014-04-22,1408.954
2014-04-23,1401.448
2014-04-24,1409.609
2014-04-25,1384.409
2014-04-28,1366.168
2014-04-29,1375.444
2014-04-30,1352.414
2014-05-01,1352.379
2014-05-02,1370.786
2014-05-05,1355.759
2014-05-06,1355.794
2014-05-07,1328.265
2014-05-08,1308.072
2014-05-09,1323.83
2014-05-12,1342.753
2014-05-13,1349.969
2014-05-14,1354.35
2014-05-15,1359.213
2014-05-16,1359.977
2014-05-19,1354.445
2014-05-20,1364.208
2014-05-21,1363.552
2014-05-22,1374.135
2014-05-23,1382.827
2014-05-26,1382.225
2014-05-27,1379.559
2014-05-28,1383.339
2014-05-29,1380.31
2014-05-30,1392.71
2014-06-02,1392.548
2014-06-03,1395.052
2014-06-04,1392.307
2014-06-05,1393.21
2014-06-06,1378.127
2014-06-09,1378.186
2014-06-10,1376.215
2014-06-11,1380.159
2014-06-12,1380.552
2014-06-13,1385.474
2014-06-16,1382.762
2014-06-17,1367.894
2014-06-18,1359.653
2014-06-19,1368.291
2014-06-20,1374.613
2014-06-23,1355.855
2014-06-24,1366.21
2014-06-25,1368.215
2014-06-26,1389.252
2014-06-27,1398.598
2014-06-30,1401.4
2014-07-01,1401.454
2014-07-02,1433.28
2014-07-03,1431.948
2014-07-04,1438.998
2014-07-07,1434.033
2014-07-08,1426.087
2014-07-09,1407.945
2014-07-10,1409.703
2014-07-11,1411.578
2014-07-14,1406.637
2014-07-15,1411.707
2014-07-16,1415.922
2014-07-17,1413.768
2014-07-18,1406.002
2014-07-21,1415.066
2014-07-22,1434.088
2014-07-23,1441.131
2014-07-24,1446.159
2014-07-25,1449.744
2014-07-28,1462.191
2014-07-29,1474.578
2014-07-30,1469.115
2014-07-31,1476.943
2014-08-01,1468.875
2014-08-04,1471.844
2014-08-05,1465.706
2014-08-06,1463.822
2014-08-07,1441.229
2014-08-08,1435.951
2014-08-11,1452.192
2014-08-12,1456.273
2014-08-13,1465.478
2014-08-14,1474.867
2014-08-15,1471.776
2014-08-18,1465.559
2014-08-19,1484.608
2014-08-20,1500.67
2014-08-21,1484.603
2014-08-22,1485.043
2014-08-25,1484.868
2014-08-26,1473.432
2014-08-27,1459.251
2014-08-28,1444.963
2014-08-29,1439.743
2014-09-01,1438.963
2014-09-02,1439.807
2014-09-03,1463.215
2014-09-04,1461.147
2014-09-05,1452.05
2014-09-08,1445.248
2014-09-09,1445.229
2014-09-10,1427.043
2014-09-11,1430.986
2014-09-12,1426.821
2014-09-15,1409.41
2014-09-16,1394.779
2014-09-17,1389.59
2014-09-18,1383.873
2014-09-19,1405.285
2014-09-22,1384.301
2014-09-23,1377.584
2014-09-24,1378.952
2014-09-25,1357.693
2014-09-26,1363.444
2014-09-29,1326.164
2014-09-30,1312.664
2014-10-01,1312.639
2014-10-02,1313.154
2014-10-03,1329.793
2014-10-06,1359.288
2014-10-07,1363.138
2014-10-08,1350.993
2014-10-09,1372.893
2014-10-10,1346.898
2014-10-13,1354.257
2014-10-14,1344.861
2014-10-15,1354.653
2014-10-16,1347.7
2014-10-17,1356.633
2014-10-20,1356.571
2014-10-21,1361.095
2014-10-22,1381.11
2014-10-23,1379.206
2014-10-24,1374.596
2014-10-27,1356.955
2014-10-28,1372.507
2014-10-29,1395.373
2014-10-30,1390.959
2014-10-31,1412.238
2014-11-03,1412.23
2014-11-04,1402.336
2014-11-05,1390.581
2014-11-06,1381.673
2014-11-07,1383.178
2014-11-10,1405.806
2014-11-11,1414.616
2014-11-12,1426.888
2014-11-13,1443.225
2014-11-14,1447.977
2014-11-17,1428.78
2014-11-18,1403.457
2014-11-19,1396.163
2014-11-20,1387.271
2014-11-21,1399.189
2014-11-24,1414.508
2014-11-25,1410.669
2014-11-26,1421.299
2014-11-27,1417.062
2014-11-28,1408.828
2014-12-01,1371.857
2014-12-02,1379.068
2014-12-03,1359.046
2014-12-04,1366.345
2014-12-05,1377.931
2014-12-08,1361.563
2014-12-09,1348.066
2014-12-10,1356.881
2014-12-11,1341.199
2014-12-12,1345.956
2014-12-15,1332.327
2014-12-16,1310.801
2014-12-17,1278.983
2014-12-18,1288.862
2014-12-19,1307.958
2014-12-22,1300.574
2014-12-23,1304.773
2014-12-24,1316.542
2014-12-25,1316.542
2014-12-26,1316.636
2014-12-29,1332.328
2014-12-30,1318.84
2014-12-31,1322.291
2015-01-01,1322.291
2015-01-02,1328.75
2015-01-05,1317.467
2015-01-06,1293.541
2015-01-07,1302.988
2015-01-08,1309.358
2015-01-09,1312.381
2015-01-12,1327.753
2015-01-13,1342.652
2015-01-14,1341.262
2015-01-15,1353.518
2015-01-16,1337.111
2015-01-19,1327.709
2015-01-20,1328.229
2015-01-21,1336.851
2015-01-22,1344.639
2015-01-23,1357.05
2015-01-26,1369.975
2015-01-27,1383.735
2015-01-28,1388.402
2015-01-29,1372.886
2015-01-30,1370.512
2015-02-02,1371.805
2015-02-03,1362.679
2015-02-04,1359.139
2015-02-05,1353.769
2015-02-06,1364.501
2015-02-09,1359.332
2015-02-10,1362.246
2015-02-11,1361.778
2015-02-12,1352.047
2015-02-13,1367.046
2015-02-16,1372.582
2015-02-17,1375.044
2015-02-18,1379.258
2015-02-19,1379.471
2015-02-20,1379.187
