Date,GERMANY SMID VALUE SMID (Small+Mid Cap)
2002-04-15,288.965
2002-04-16,289.655
2002-04-17,291.854
2002-04-18,292.849
2002-04-19,292.877
2002-04-22,292.438
2002-04-23,292.71
2002-04-24,292.442
2002-04-25,292.465
2002-04-26,291.645
2002-04-29,293.966
2002-04-30,293.941
2002-05-01,295.602
2002-05-02,295.212
2002-05-03,298.505
2002-05-06,299.4
2002-05-07,295.39
2002-05-08,296.422
2002-05-09,296.77
2002-05-10,298.168
2002-05-13,297.467
2002-05-14,294.797
2002-05-15,296.301
2002-05-16,297.705
2002-05-17,302.903
2002-05-20,302.844
2002-05-21,301.957
2002-05-22,304.567
2002-05-23,301.639
2002-05-24,300.666
2002-05-27,300.403
2002-05-28,303.409
2002-05-29,303.708
2002-05-30,304.365
2002-05-31,302.568
2002-06-03,303.022
2002-06-04,299.736
2002-06-05,297.72
2002-06-06,300.069
2002-06-07,298.524
2002-06-10,297.507
2002-06-11,296.477
2002-06-12,294.189
2002-06-13,292.094
2002-06-14,285.096
2002-06-17,287.88
2002-06-18,285.094
2002-06-19,286.125
2002-06-20,282.268
2002-06-21,282.387
2002-06-24,279.575
2002-06-25,275.075
2002-06-26,276.842
2002-06-27,281.734
2002-06-28,285.969
2002-07-01,287.206
2002-07-02,281.002
2002-07-03,277.231
2002-07-04,278.164
2002-07-05,283.248
2002-07-08,286.406
2002-07-09,287.459
2002-07-10,278.957
2002-07-11,273.48
2002-07-12,272.596
2002-07-15,269.46
2002-07-16,268.435
2002-07-17,267.817
2002-07-18,270.285
2002-07-19,267.658
2002-07-22,255.43
2002-07-23,244.356
2002-07-24,244.242
2002-07-25,242.266
2002-07-26,240.775
2002-07-29,246.658
2002-07-30,250.126
2002-07-31,245.221
2002-08-01,242.853
2002-08-02,237.26
2002-08-05,228.238
2002-08-06,225.657
2002-08-07,223.638
2002-08-08,229.681
2002-08-09,233.166
2002-08-12,232.488
2002-08-13,232.767
2002-08-14,232.85
2002-08-15,232.844
2002-08-16,234.051
2002-08-19,237.182
2002-08-20,238.12
2002-08-21,242.567
2002-08-22,243.376
2002-08-23,242.982
2002-08-26,241.238
2002-08-27,243.483
2002-08-28,241.094
2002-08-29,241.935
2002-08-30,240.301
2002-09-02,240.219
2002-09-03,234.191
2002-09-04,230.976
2002-09-05,226.129
2002-09-06,228.364
2002-09-09,224.206
2002-09-10,225.046
2002-09-11,226.627
2002-09-12,224.8
2002-09-13,222.283
2002-09-16,216.154
2002-09-17,213.887
2002-09-18,207.028
2002-09-19,202.93
2002-09-20,206.463
2002-09-23,199.434
2002-09-24,192.644
2002-09-25,195.574
2002-09-26,197.393
2002-09-27,194.878
2002-09-30,189.802
2002-10-01,187.469
2002-10-02,186.307
2002-10-03,181.346
2002-10-04,178.587
2002-10-07,173.426
2002-10-08,169.71
2002-10-09,169.482
2002-10-10,175.315
2002-10-11,185.714
2002-10-14,185.462
2002-10-15,192.92
2002-10-16,193.836
2002-10-17,200.559
2002-10-18,201.66
2002-10-21,204.533
2002-10-22,198.872
2002-10-23,191.528
2002-10-24,193.092
2002-10-25,193.696
2002-10-28,199.819
2002-10-29,194.412
2002-10-30,195.158
2002-10-31,200.56
2002-11-01,200.429
2002-11-04,206.575
2002-11-05,208.819
2002-11-06,207.193
2002-11-07,206.08
2002-11-08,205.151
2002-11-11,201.153
2002-11-12,201.796
2002-11-13,200.802
2002-11-14,201.275
2002-11-15,202.073
2002-11-18,204.854
2002-11-19,204.612
2002-11-20,201.1
2002-11-21,205.96
2002-11-22,206.701
2002-11-25,205.117
2002-11-26,203.187
2002-11-27,206.767
2002-11-28,213.814
2002-11-29,220.262
2002-12-02,222.407
2002-12-03,218.392
2002-12-04,221.894
2002-12-05,218.355
2002-12-06,218.146
2002-12-09,212.154
2002-12-10,215.114
2002-12-11,215.979
2002-12-12,212.819
2002-12-13,212.165
2002-12-16,212.685
2002-12-17,210.852
2002-12-18,206.999
2002-12-19,202.822
2002-12-20,206.632
2002-12-23,203.969
2002-12-24,204.813
2002-12-25,204.813
2002-12-26,205.329
2002-12-27,201.575
2002-12-30,206.729
2002-12-31,207.54
2003-01-01,207.54
2003-01-02,214.092
2003-01-03,216.191
2003-01-06,218.487
2003-01-07,215.126
2003-01-08,208.026
2003-01-09,211.576
2003-01-10,213.536
2003-01-13,216.03
2003-01-14,217.9
2003-01-15,218.995
2003-01-16,219.98
2003-01-17,215.698
2003-01-20,214.922
2003-01-21,213.865
2003-01-22,210.649
2003-01-23,208.286
2003-01-24,206.308
2003-01-27,201.702
2003-01-28,201.171
2003-01-29,200.837
2003-01-30,198.467
2003-01-31,200.867
2003-02-03,202.603
2003-02-04,201.797
2003-02-05,204.095
2003-02-06,201.27
2003-02-07,195.634
2003-02-10,193.756
2003-02-11,193.738
2003-02-12,191.723
2003-02-13,191.108
2003-02-14,193.957
2003-02-17,195.175
2003-02-18,194.57
2003-02-19,192.828
2003-02-20,192.549
2003-02-21,191.692
2003-02-24,187.408
2003-02-25,182.763
2003-02-26,179.364
2003-02-27,181.36
2003-02-28,185.316
2003-03-03,186.177
2003-03-04,184.679
2003-03-05,185.288
2003-03-06,182.048
2003-03-07,181.153
2003-03-10,175.909
2003-03-11,174.007
2003-03-12,172.593
2003-03-13,176.726
2003-03-14,176.257
2003-03-17,181.605
2003-03-18,187.928
2003-03-19,189.454
2003-03-20,189.424
2003-03-21,194.244
2003-03-24,188.626
2003-03-25,191.95
2003-03-26,189.828
2003-03-27,190.85
2003-03-28,186.796
2003-03-31,187.294
2003-04-01,186.671
2003-04-02,190.985
2003-04-03,187.394
2003-04-04,192.127
2003-04-07,200.734
2003-04-08,198.726
2003-04-09,199.776
2003-04-10,199.278
2003-04-11,200.937
2003-04-14,203.072
2003-04-15,207.838
2003-04-16,210.939
2003-04-17,215.777
2003-04-18,215.777
2003-04-21,214.847
2003-04-22,220.593
2003-04-23,224.824
2003-04-24,220.984
2003-04-25,219.509
2003-04-28,225.928
2003-04-29,225.35
2003-04-30,231.79
2003-05-01,233.919
2003-05-02,236.463
2003-05-05,241.998
2003-05-06,245.61
2003-05-07,241.545
2003-05-08,233.616
2003-05-09,239.085
2003-05-12,238.373
2003-05-13,236.339
2003-05-14,238.625
2003-05-15,238.067
2003-05-16,239.729
2003-05-19,235.062
2003-05-20,233.954
2003-05-21,231.717
2003-05-22,235.366
2003-05-23,234.598
2003-05-26,236.982
2003-05-27,238.745
2003-05-28,239.032
2003-05-29,241.477
2003-05-30,243.554
2003-06-02,249.914
2003-06-03,248.967
2003-06-04,252.317
2003-06-05,256.594
2003-06-06,256.747
2003-06-09,256.686
2003-06-10,254.661
2003-06-11,257.232
2003-06-12,259.17
2003-06-13,260.022
2003-06-16,266.302
2003-06-17,267.872
2003-06-18,266.085
2003-06-19,262.374
2003-06-20,260.67
2003-06-23,255.013
2003-06-24,254.977
2003-06-25,255.527
2003-06-26,253.383
2003-06-27,253.765
2003-06-30,256.979
2003-07-01,256.927
2003-07-02,260.859
2003-07-03,263.714
2003-07-04,262.93
2003-07-07,266.181
2003-07-08,266.925
2003-07-09,266.418
2003-07-10,264.663
2003-07-11,267.791
2003-07-14,272.477
2003-07-15,272.749
2003-07-16,273.619
2003-07-17,271.361
2003-07-18,275.536
2003-07-21,273.22
2003-07-22,275.025
2003-07-23,274.628
2003-07-24,280.978
2003-07-25,280.968
2003-07-28,283.068
2003-07-29,283.784
2003-07-30,280.641
2003-07-31,281.0
2003-08-01,281.458
2003-08-04,282.038
2003-08-05,282.097
2003-08-06,280.374
2003-08-07,281.201
2003-08-08,280.116
2003-08-11,279.06
2003-08-12,280.456
2003-08-13,283.998
2003-08-14,283.358
2003-08-15,285.565
2003-08-18,288.785
2003-08-19,286.326
2003-08-20,287.769
2003-08-21,289.458
2003-08-22,286.657
2003-08-25,284.204
2003-08-26,281.419
2003-08-27,282.944
2003-08-28,286.405
2003-08-29,290.659
2003-09-01,294.238
2003-09-02,293.691
2003-09-03,298.35
2003-09-04,300.199
2003-09-05,303.478
2003-09-08,306.958
2003-09-09,305.422
2003-09-10,300.441
2003-09-11,302.655
2003-09-12,304.663
2003-09-15,307.765
2003-09-16,306.569
2003-09-17,308.121
2003-09-18,311.344
2003-09-19,314.025
2003-09-22,311.001
2003-09-23,306.307
2003-09-24,300.91
2003-09-25,301.562
2003-09-26,301.773
2003-09-29,304.607
2003-09-30,301.81
2003-10-01,307.876
2003-10-02,304.488
2003-10-03,311.061
2003-10-06,312.159
2003-10-07,312.373
2003-10-08,314.857
2003-10-09,318.984
2003-10-10,320.106
2003-10-13,321.511
2003-10-14,322.503
2003-10-15,326.035
2003-10-16,329.505
2003-10-17,325.729
2003-10-20,327.866
2003-10-21,330.702
2003-10-22,328.67
2003-10-23,327.041
2003-10-24,325.8
2003-10-27,328.626
2003-10-28,330.575
2003-10-29,332.425
2003-10-30,336.012
2003-10-31,338.987
2003-11-03,339.98
2003-11-04,338.389
2003-11-05,334.826
2003-11-06,331.542
2003-11-07,336.338
2003-11-10,335.885
2003-11-11,333.921
2003-11-12,338.852
2003-11-13,341.301
2003-11-14,346.272
2003-11-17,337.68
2003-11-18,338.864
2003-11-19,337.946
2003-11-20,335.268
2003-11-21,338.267
2003-11-24,339.876
2003-11-25,344.351
2003-11-26,347.378
2003-11-27,349.401
2003-11-28,351.344
2003-12-01,355.932
2003-12-02,359.461
2003-12-03,362.83
2003-12-04,362.351
2003-12-05,361.955
2003-12-08,361.994
2003-12-09,362.731
2003-12-10,361.001
2003-12-11,359.605
2003-12-12,363.559
2003-12-15,365.962
2003-12-16,366.718
2003-12-17,364.957
2003-12-18,366.309
2003-12-19,365.706
2003-12-22,366.265
2003-12-23,367.183
2003-12-24,368.218
2003-12-25,368.218
2003-12-26,368.07
2003-12-29,371.843
2003-12-30,375.658
2003-12-31,378.147
2004-01-01,378.147
2004-01-02,382.792
2004-01-05,389.7
2004-01-06,392.354
2004-01-07,390.872
2004-01-08,394.11
2004-01-09,397.402
2004-01-12,395.782
2004-01-13,396.873
2004-01-14,398.733
2004-01-15,398.979
2004-01-16,397.823
2004-01-19,401.215
2004-01-20,404.553
2004-01-21,409.518
2004-01-22,412.827
2004-01-23,411.021
2004-01-26,404.436
2004-01-27,406.213
2004-01-28,405.09
2004-01-29,394.961
2004-01-30,394.748
2004-02-02,395.948
2004-02-03,396.538
2004-02-04,392.166
2004-02-05,391.721
2004-02-06,397.235
2004-02-09,402.254
2004-02-10,405.817
2004-02-11,408.289
2004-02-12,414.55
2004-02-13,410.657
2004-02-16,412.921
2004-02-17,414.39
2004-02-18,415.151
2004-02-19,414.017
2004-02-20,406.123
2004-02-23,406.05
2004-02-24,402.89
2004-02-25,396.37
2004-02-26,394.287
2004-02-27,396.62
2004-03-01,399.757
2004-03-02,398.543
2004-03-03,392.264
2004-03-04,396.227
2004-03-05,402.95
2004-03-08,401.501
2004-03-09,399.893
2004-03-10,388.596
2004-03-11,375.892
2004-03-12,374.54
2004-03-15,366.879
2004-03-16,368.749
2004-03-17,371.45
2004-03-18,371.215
2004-03-19,368.963
2004-03-22,359.624
2004-03-23,360.589
2004-03-24,357.851
2004-03-25,363.415
2004-03-26,364.75
2004-03-29,372.054
2004-03-30,372.979
2004-03-31,378.639
2004-04-01,385.691
2004-04-02,384.362
2004-04-05,381.534
2004-04-06,382.767
2004-04-07,384.437
2004-04-08,385.095
2004-04-09,385.095
2004-04-12,384.013
2004-04-13,383.267
2004-04-14,377.862
2004-04-15,377.144
2004-04-16,382.723
2004-04-19,383.423
2004-04-20,383.518
2004-04-21,380.667
2004-04-22,383.462
2004-04-23,386.576
2004-04-26,388.482
2004-04-27,388.36
2004-04-28,381.381
2004-04-29,376.939
2004-04-30,380.152
2004-05-03,379.754
2004-05-04,383.147
2004-05-05,385.102
2004-05-06,373.837
2004-05-07,366.755
2004-05-10,352.576
2004-05-11,355.204
2004-05-12,353.576
2004-05-13,356.722
2004-05-14,355.557
2004-05-17,353.699
2004-05-18,355.968
2004-05-19,365.91
2004-05-20,359.677
2004-05-21,362.661
2004-05-24,362.211
2004-05-25,363.514
2004-05-26,367.155
2004-05-27,373.41
2004-05-28,373.959
2004-05-31,375.137
2004-06-01,372.168
2004-06-02,376.555
2004-06-03,378.152
2004-06-04,383.045
2004-06-07,389.251
2004-06-08,386.625
2004-06-09,379.07
2004-06-10,382.417
2004-06-11,378.533
2004-06-14,377.735
2004-06-15,378.973
2004-06-16,380.43
2004-06-17,379.393
2004-06-18,381.729
2004-06-21,379.526
2004-06-22,375.043
2004-06-23,377.641
2004-06-24,383.234
2004-06-25,383.263
2004-06-28,389.654
2004-06-29,389.694
2004-06-30,391.858
2004-07-01,391.325
2004-07-02,391.827
2004-07-05,390.365
2004-07-06,386.944
2004-07-07,387.876
2004-07-08,388.819
2004-07-09,386.911
2004-07-12,385.119
2004-07-13,382.967
2004-07-14,384.842
2004-07-15,382.244
2004-07-16,387.367
2004-07-19,385.172
2004-07-20,384.725
2004-07-21,386.067
2004-07-22,384.26
2004-07-23,379.003
2004-07-26,378.457
2004-07-27,378.904
2004-07-28,376.88
2004-07-29,384.311
2004-07-30,385.757
2004-08-02,383.148
2004-08-03,384.342
2004-08-04,378.07
2004-08-05,379.673
2004-08-06,377.276
2004-08-09,371.906
2004-08-10,376.717
2004-08-11,372.448
2004-08-12,371.948
2004-08-13,374.608
2004-08-16,379.164
2004-08-17,380.01
2004-08-18,380.337
2004-08-19,381.402
2004-08-20,379.532
2004-08-23,380.723
2004-08-24,381.031
2004-08-25,379.874
2004-08-26,382.626
2004-08-27,382.466
2004-08-30,381.213
2004-08-31,379.926
2004-09-01,381.541
2004-09-02,383.176
2004-09-03,382.488
2004-09-06,385.274
2004-09-07,386.783
2004-09-08,389.011
2004-09-09,388.12
2004-09-10,395.647
2004-09-13,399.836
2004-09-14,398.349
2004-09-15,393.98
2004-09-16,395.815
2004-09-17,398.15
2004-09-20,396.49
2004-09-21,400.992
2004-09-22,399.07
2004-09-23,396.68
2004-09-24,396.157
2004-09-27,395.581
2004-09-28,396.946
2004-09-29,399.729
2004-09-30,402.453
2004-10-01,407.683
2004-10-04,407.067
2004-10-05,410.927
2004-10-06,408.57
2004-10-07,407.946
2004-10-08,411.301
2004-10-11,410.969
2004-10-12,405.372
2004-10-13,404.673
2004-10-14,407.332
2004-10-15,409.066
2004-10-18,410.292
2004-10-19,413.015
2004-10-20,409.545
2004-10-21,411.91
2004-10-22,413.369
2004-10-25,411.212
2004-10-26,408.767
2004-10-27,412.021
2004-10-28,411.576
2004-10-29,409.063
2004-11-01,413.311
2004-11-02,414.445
2004-11-03,419.072
2004-11-04,423.116
2004-11-05,426.578
2004-11-08,428.558
2004-11-09,430.906
2004-11-10,433.599
2004-11-11,435.161
2004-11-12,434.343
2004-11-15,435.862
2004-11-16,434.974
2004-11-17,441.176
2004-11-18,439.265
2004-11-19,439.954
2004-11-22,437.241
2004-11-23,439.134
2004-11-24,442.881
2004-11-25,448.033
2004-11-26,447.89
2004-11-29,450.032
2004-11-30,448.642
2004-12-01,448.964
2004-12-02,449.615
2004-12-03,452.606
2004-12-06,454.471
2004-12-07,455.662
2004-12-08,448.461
2004-12-09,443.477
2004-12-10,444.998
2004-12-13,450.447
2004-12-14,449.784
2004-12-15,457.513
2004-12-16,453.757
2004-12-17,451.312
2004-12-20,458.832
2004-12-21,457.843
2004-12-22,459.421
2004-12-23,464.09
2004-12-24,465.293
2004-12-27,467.014
2004-12-28,467.208
2004-12-29,465.352
2004-12-30,468.24
2004-12-31,466.952
2005-01-03,468.112
2005-01-04,466.509
2005-01-05,462.78
2005-01-06,460.78
2005-01-07,459.783
2005-01-10,463.311
2005-01-11,461.803
2005-01-12,464.856
2005-01-13,463.885
2005-01-14,463.703
2005-01-17,465.482
2005-01-18,463.701
2005-01-19,464.198
2005-01-20,459.583
2005-01-21,464.532
2005-01-24,464.497
2005-01-25,464.83
2005-01-26,469.459
2005-01-27,468.337
2005-01-28,468.817
2005-01-31,474.859
2005-02-01,475.501
2005-02-02,482.145
2005-02-03,477.832
2005-02-04,480.972
2005-02-07,478.904
2005-02-08,477.533
2005-02-09,478.275
2005-02-10,478.653
2005-02-11,482.715
2005-02-14,485.26
2005-02-15,488.166
2005-02-16,486.268
2005-02-17,494.859
2005-02-18,496.726
2005-02-21,496.435
2005-02-22,497.384
2005-02-23,491.405
2005-02-24,495.12
2005-02-25,501.201
2005-02-28,506.688
2005-03-01,504.534
2005-03-02,501.173
2005-03-03,502.113
2005-03-04,507.737
2005-03-07,505.706
2005-03-08,509.78
2005-03-09,510.781
2005-03-10,511.928
2005-03-11,514.478
2005-03-14,510.212
2005-03-15,509.47
2005-03-16,507.651
2005-03-17,505.511
2005-03-18,502.281
2005-03-21,495.302
2005-03-22,498.21
2005-03-23,488.062
2005-03-24,486.654
2005-03-25,486.654
2005-03-28,483.238
2005-03-29,480.713
2005-03-30,480.824
2005-03-31,484.661
2005-04-01,485.618
2005-04-04,477.461
2005-04-05,480.949
2005-04-06,484.424
2005-04-07,487.056
2005-04-08,489.027
2005-04-11,492.857
2005-04-12,489.464
2005-04-13,495.118
2005-04-14,487.943
2005-04-15,481.117
2005-04-18,471.27
2005-04-19,474.017
2005-04-20,474.543
2005-04-21,474.475
2005-04-22,473.452
2005-04-25,470.651
2005-04-26,467.626
2005-04-27,459.366
2005-04-28,451.823
2005-04-29,453.088
2005-05-02,454.864
2005-05-03,458.365
2005-05-04,460.699
2005-05-05,463.315
2005-05-06,462.226
2005-05-09,463.966
2005-05-10,465.316
2005-05-11,465.3
2005-05-12,463.81
2005-05-13,459.238
2005-05-16,457.442
2005-05-17,457.823
2005-05-18,464.501
2005-05-19,468.444
2005-05-20,467.252
2005-05-23,471.782
2005-05-24,471.597
2005-05-25,472.387
2005-05-26,472.734
2005-05-27,474.974
2005-05-30,477.868
2005-05-31,475.189
2005-06-01,474.412
2005-06-02,473.687
2005-06-03,472.362
2005-06-06,473.509
2005-06-07,473.443
2005-06-08,477.064
2005-06-09,472.18
2005-06-10,474.188
2005-06-13,481.194
2005-06-14,481.761
2005-06-15,483.378
2005-06-16,485.1
2005-06-17,493.05
2005-06-20,486.249
2005-06-21,484.91
2005-06-22,483.843
2005-06-23,480.749
2005-06-24,477.637
2005-06-27,478.589
2005-06-28,479.23
2005-06-29,482.613
2005-06-30,484.555
2005-07-01,481.063
2005-07-04,479.54
2005-07-05,478.373
2005-07-06,481.066
2005-07-07,477.353
2005-07-08,481.583
2005-07-11,492.801
2005-07-12,497.894
2005-07-13,495.205
2005-07-14,498.73
2005-07-15,495.678
2005-07-18,495.452
2005-07-19,496.101
2005-07-20,498.62
2005-07-21,505.15
2005-07-22,507.701
2005-07-25,505.712
2005-07-26,504.785
2005-07-27,507.957
2005-07-28,512.566
2005-07-29,513.156
2005-08-01,517.174
2005-08-02,519.755
2005-08-03,525.125
2005-08-04,524.43
2005-08-05,522.527
2005-08-08,526.145
2005-08-09,530.217
2005-08-10,535.792
2005-08-11,534.401
2005-08-12,533.266
2005-08-15,529.996
2005-08-16,526.004
2005-08-17,522.097
2005-08-18,513.169
2005-08-19,514.743
2005-08-22,520.968
2005-08-23,519.511
2005-08-24,520.309
2005-08-25,518.486
2005-08-26,519.696
2005-08-29,516.886
2005-08-30,515.261
2005-08-31,521.048
2005-09-01,530.703
2005-09-02,534.704
2005-09-05,536.628
2005-09-06,538.694
2005-09-07,538.633
2005-09-08,535.531
2005-09-09,538.356
2005-09-12,530.684
2005-09-13,524.668
2005-09-14,528.367
2005-09-15,527.257
2005-09-16,530.766
2005-09-19,527.679
2005-09-20,533.281
2005-09-21,531.074
2005-09-22,523.497
2005-09-23,521.424
2005-09-26,526.479
2005-09-27,524.999
2005-09-28,530.456
2005-09-29,532.286
2005-09-30,538.123
2005-10-03,532.806
2005-10-04,539.282
2005-10-05,535.169
2005-10-06,537.28
2005-10-07,537.548
2005-10-10,537.621
2005-10-11,536.848
2005-10-12,533.651
2005-10-13,518.436
2005-10-14,526.39
2005-10-17,525.709
2005-10-18,519.38
2005-10-19,509.056
2005-10-20,510.472
2005-10-21,505.507
2005-10-24,512.901
2005-10-25,519.211
2005-10-26,519.968
2005-10-27,514.665
2005-10-28,510.798
2005-10-31,514.379
2005-11-01,517.976
2005-11-02,522.225
2005-11-03,526.113
2005-11-04,518.605
2005-11-07,521.32
2005-11-08,523.272
