Date,EUROPE LARGE CAP Large Cap
2007-12-31,1031.301
2008-01-31,921.817
2008-02-29,935.371
2008-03-31,937.874
2008-04-30,982.571
2008-05-30,985.696
2008-06-30,902.055
2008-07-31,880.738
2008-08-29,842.353
2008-09-30,718.985
2008-10-31,572.229
2008-11-28,532.07
2008-12-31,560.814
2009-01-30,495.933
2009-02-27,444.708
2009-03-31,476.085
2009-04-30,539.458
2009-05-29,605.374
2009-06-30,594.2
2009-07-31,656.99
2009-08-31,697.515
2009-09-30,728.063
2009-10-30,721.564
2009-11-30,742.573
2009-12-31,753.563
2010-01-29,706.329
2010-02-26,692.909
2010-03-31,735.968
2010-04-30,713.406
2010-05-31,627.463
2010-06-30,622.296
2010-07-30,694.197
2010-08-31,670.06
2010-09-30,740.328
2010-10-29,773.099
2010-11-30,712.71
2010-12-31,771.165
2011-01-31,802.718
2011-02-28,828.717
2011-03-31,819.815
2011-04-29,886.947
2011-05-31,857.103
2011-06-30,842.605
2011-07-29,815.767
2011-08-31,733.036
2011-09-30,655.62
2011-10-31,736.229
2011-11-30,704.115
2011-12-30,693.946
2012-01-31,724.399
2012-02-29,769.098
2012-03-30,762.7
2012-04-30,745.603
2012-05-31,655.18
2012-06-29,708.711
2012-07-31,716.866
2012-08-31,748.44
2012-09-28,769.156
2012-10-31,780.81
2012-11-30,800.305
2012-12-31,822.352
2013-01-31,872.12
2013-02-28,845.296
2013-03-29,843.341
2013-04-30,880.703
2013-05-31,881.145
2013-06-28,837.141
2013-07-31,896.027
2013-08-30,883.839
2013-09-30,948.164
2013-10-31,989.237
2013-11-29,1001.799
2013-12-31,1022.556
2014-01-31,979.417
2014-02-28,1049.181
2014-03-31,1039.202
2014-04-30,1067.465
2014-05-30,1077.419
2014-06-30,1077.932
2014-07-31,1038.889
2014-08-29,1044.038
2014-09-30,1008.466
2014-10-31,979.442
2014-11-28,1003.871
2014-12-31,955.779
2015-01-30,954.784
2015-02-27,1014.031
2015-03-31,987.303
2015-04-30,1029.223
2015-05-29,1019.089
2015-06-30,986.353
2015-07-31,1018.052
2015-08-31,941.952
2015-09-30,896.284
2015-10-30,961.623
2015-11-30,942.139
2015-12-31,915.646
2016-01-29,856.705
2016-02-29,839.698
2016-03-31,888.694
2016-04-29,911.952
2016-05-31,906.784
2016-06-30,872.167
2016-07-29,904.96
2016-08-31,907.104
2016-09-30,914.123
2016-10-31,887.742
2016-11-30,867.62
2016-12-30,915.909
2017-01-31,931.83
2017-02-28,943.0
2017-03-31,981.829
2017-04-28,1012.966
2017-05-31,1063.318
2017-06-30,1052.01
2017-07-31,1080.819
2017-08-31,1080.028
2017-09-29,1116.131
2017-10-31,1119.68
2017-11-30,1123.51
2017-12-29,1139.09
2018-01-31,1200.697
2018-02-28,1126.74
2018-03-30,1113.832
2018-04-30,1146.637
2018-05-31,1103.592
2018-06-29,1098.409
2018-07-31,1136.214
2018-08-31,1098.714
2018-09-28,1106.246
2018-10-31,1027.813
2018-11-30,1023.287
2018-12-31,977.318
2019-01-31,1037.737
2019-02-28,1072.78
2019-03-29,1082.056
2019-04-30,1118.92
2019-05-31,1059.381
2019-06-28,1130.751
2019-07-31,1108.326
2019-08-30,1079.476
2019-09-30,1109.315
2019-10-31,1141.882
2019-11-29,1155.884
2019-12-31,1200.007
2020-01-31,1168.913
2020-02-28,1058.242
2020-03-31,916.029
2020-04-30,963.643
2020-05-29,1002.354
2020-06-30,1045.382
2020-07-31,1080.981
2020-08-31,1119.336
2020-09-30,1080.266
2020-10-30,1015.297
2020-11-30,1188.865
2020-12-31,1240.402
2021-01-29,1220.776
2021-02-26,1252.928
2021-03-31,1294.759
2021-04-30,1350.613
2021-05-31,1408.521
2021-06-30,1390.067
2021-07-30,1411.427
2021-08-31,1434.329
2021-09-30,1370.214
2021-10-29,1435.564
2021-11-30,1359.96
2021-12-31,1453.096
2022-01-31,1398.394
2022-02-28,1359.99
2022-03-31,1360.722
2022-04-29,1285.394
2022-05-31,1299.668
2022-06-30,1175.726
2022-07-29,1230.895
2022-08-31,1158.788
2022-09-30,1063.853
2022-10-31,1138.237
2022-11-30,1268.419
2022-12-30,1266.45
2023-01-31,1371.568
2023-02-28,1363.198
2023-03-31,1401.539
2023-04-28,1461.475
2023-05-31,1378.408
2023-06-30,1448.433
2023-07-31,1486.214
2023-08-31,1428.326
2023-09-29,1375.151
2023-10-31,1327.011
2023-11-30,1453.944
2023-12-29,1522.356
2024-01-31,1526.373
2024-02-29,1552.527
2024-03-29,1610.833
2024-04-30,1580.951
2024-05-31,1653.63
2024-06-28,1622.113
2024-07-31,1652.431
2024-08-30,1719.574
2024-09-30,1720.72
2024-10-31,1619.466
2024-11-29,1587.02
2024-12-31,1547.897
2025-01-31,1658.013
2025-02-28,1723.156
2025-03-31,1713.402
2025-04-30,1780.504
2025-05-30,1852.381
2025-06-30,1887.982
2025-07-31,1851.708
2025-08-29,1915.766
2025-09-30,1958.13
2025-10-31,1972.916
2025-11-28,2005.392
