Date,EUROPE LARGE CAP Large Cap
2001-06-05,516.314
2001-06-06,511.79
2001-06-07,512.867
2001-06-08,510.794
2001-06-11,502.799
2001-06-12,497.003
2001-06-13,502.648
2001-06-14,500.365
2001-06-15,498.152
2001-06-18,493.089
2001-06-19,492.631
2001-06-20,488.118
2001-06-21,489.081
2001-06-22,491.14
2001-06-25,494.505
2001-06-26,486.857
2001-06-27,486.691
2001-06-28,487.508
2001-06-29,491.154
2001-07-02,498.788
2001-07-03,492.672
2001-07-04,488.648
2001-07-05,480.933
2001-07-06,474.934
2001-07-09,477.122
2001-07-10,477.169
2001-07-11,473.608
2001-07-12,475.215
2001-07-13,477.972
2001-07-16,477.159
2001-07-17,471.069
2001-07-18,474.778
2001-07-19,481.129
2001-07-20,479.02
2001-07-23,478.707
2001-07-24,474.949
2001-07-25,471.094
2001-07-26,473.567
2001-07-27,480.848
2001-07-30,486.942
2001-07-31,492.023
2001-08-01,495.918
2001-08-02,497.18
2001-08-03,494.373
2001-08-06,491.918
2001-08-07,490.943
2001-08-08,484.356
2001-08-09,481.226
2001-08-10,480.487
2001-08-13,484.316
2001-08-14,489.992
2001-08-15,493.719
2001-08-16,488.96
2001-08-17,482.866
2001-08-20,481.118
2001-08-21,486.44
2001-08-22,489.177
2001-08-23,486.479
2001-08-24,494.49
2001-08-27,493.304
2001-08-28,487.151
2001-08-29,487.116
2001-08-30,477.101
2001-08-31,477.611
2001-09-03,471.337
2001-09-04,470.306
2001-09-05,462.309
2001-09-06,452.588
2001-09-07,447.093
2001-09-10,441.297
2001-09-11,417.373
2001-09-12,423.763
2001-09-13,429.234
2001-09-14,412.685
2001-09-17,423.321
2001-09-18,420.023
2001-09-19,414.06
2001-09-20,397.07
2001-09-21,382.926
2001-09-24,403.338
2001-09-25,411.549
2001-09-26,416.06
2001-09-27,421.082
2001-09-28,430.168
2001-10-01,422.835
2001-10-02,426.34
2001-10-03,430.052
2001-10-04,441.821
2001-10-05,441.313
2001-10-08,441.762
2001-10-09,440.289
2001-10-10,448.564
2001-10-11,449.653
2001-10-12,448.76
2001-10-15,439.982
2001-10-16,444.955
2001-10-17,453.741
2001-10-18,445.3
2001-10-19,435.769
2001-10-22,440.031
2001-10-23,449.355
2001-10-24,452.119
2001-10-25,445.304
2001-10-26,453.931
2001-10-29,450.221
2001-10-30,440.783
2001-10-31,443.969
2001-11-01,449.222
2001-11-02,449.865
2001-11-05,457.378
2001-11-06,457.026
2001-11-07,462.484
2001-11-08,467.752
2001-11-09,462.849
2001-11-12,453.132
2001-11-13,461.877
2001-11-14,462.326
2001-11-15,462.457
2001-11-16,467.746
2001-11-19,470.008
2001-11-20,465.521
2001-11-21,461.799
2001-11-22,467.084
2001-11-23,463.474
2001-11-26,464.559
2001-11-27,459.847
2001-11-28,455.965
2001-11-29,456.208
2001-11-30,460.906
2001-12-03,456.482
2001-12-04,462.799
2001-12-05,475.156
2001-12-06,478.037
2001-12-07,473.094
2001-12-10,464.641
2001-12-11,465.205
2001-12-12,463.857
2001-12-13,457.139
2001-12-14,455.305
2001-12-17,467.645
2001-12-18,465.886
2001-12-19,460.384
2001-12-20,456.875
2001-12-21,460.123
2001-12-24,457.114
2001-12-25,457.114
2001-12-26,458.106
2001-12-27,468.03
2001-12-28,468.618
2001-12-31,471.842
2002-01-01,471.842
2002-01-02,472.967
2002-01-03,480.107
2002-01-04,478.234
2002-01-07,472.464
2002-01-08,468.266
2002-01-09,467.457
2002-01-10,464.451
2002-01-11,465.547
2002-01-14,457.001
2002-01-15,459.565
2002-01-16,451.042
2002-01-17,455.507
2002-01-18,454.811
2002-01-21,452.177
2002-01-22,452.62
2002-01-23,455.726
2002-01-24,459.176
2002-01-25,450.961
2002-01-28,452.936
2002-01-29,446.609
2002-01-30,441.211
2002-01-31,446.34
2002-02-01,447.201
2002-02-04,444.382
2002-02-05,438.188
2002-02-06,433.218
2002-02-07,437.653
2002-02-08,438.535
2002-02-11,445.154
2002-02-12,443.287
2002-02-13,445.18
2002-02-14,449.054
2002-02-15,446.116
2002-02-18,442.048
2002-02-19,435.255
2002-02-20,431.707
2002-02-21,435.658
2002-02-22,433.987
2002-02-25,438.12
2002-02-26,439.882
2002-02-27,444.636
2002-02-28,444.717
2002-03-01,449.071
2002-03-04,460.375
2002-03-05,458.469
2002-03-06,462.757
2002-03-07,467.798
2002-03-08,468.408
2002-03-11,465.521
2002-03-12,460.048
2002-03-13,461.28
2002-03-14,465.34
2002-03-15,470.049
2002-03-18,471.501
2002-03-19,473.731
2002-03-20,470.349
2002-03-21,468.6
2002-03-22,469.427
2002-03-25,465.151
2002-03-26,466.053
2002-03-27,464.459
2002-03-28,469.307
2002-03-29,469.307
2002-04-01,473.601
2002-04-02,471.198
2002-04-03,470.237
2002-04-04,466.265
2002-04-05,464.929
2002-04-08,456.377
2002-04-09,458.006
2002-04-10,463.484
2002-04-11,457.403
2002-04-12,457.917
2002-04-15,461.929
2002-04-16,471.048
2002-04-17,473.845
2002-04-18,472.021
2002-04-19,472.146
2002-04-22,468.234
2002-04-23,467.064
2002-04-24,466.42
2002-04-25,464.936
2002-04-26,462.707
2002-04-29,462.831
2002-04-30,464.599
2002-05-01,465.878
2002-05-02,463.004
2002-05-03,464.494
2002-05-06,464.776
2002-05-07,457.738
2002-05-08,466.198
2002-05-09,464.266
2002-05-10,461.076
2002-05-13,464.774
2002-05-14,465.965
2002-05-15,471.096
2002-05-16,470.53
2002-05-17,473.602
2002-05-20,470.806
2002-05-21,468.397
2002-05-22,466.027
2002-05-23,464.421
2002-05-24,465.375
2002-05-27,464.687
2002-05-28,464.72
2002-05-29,464.9
2002-05-30,461.015
2002-05-31,463.122
2002-06-03,460.823
2002-06-04,454.135
2002-06-05,448.347
2002-06-06,449.8
2002-06-07,443.574
2002-06-10,443.805
2002-06-11,447.838
2002-06-12,439.088
2002-06-13,433.291
2002-06-14,423.456
2002-06-17,436.988
2002-06-18,436.206
2002-06-19,431.947
2002-06-20,426.578
2002-06-21,427.619
2002-06-24,419.797
2002-06-25,428.018
2002-06-26,427.414
2002-06-27,430.108
2002-06-28,446.705
2002-07-01,447.934
2002-07-02,433.034
2002-07-03,419.175
2002-07-04,428.253
2002-07-05,443.424
2002-07-08,447.094
2002-07-09,444.725
2002-07-10,427.873
2002-07-11,412.067
2002-07-12,412.971
2002-07-15,396.262
2002-07-16,398.356
2002-07-17,411.632
2002-07-18,417.439
2002-07-19,398.543
2002-07-22,375.543
2002-07-23,363.321
2002-07-24,360.269
2002-07-25,377.801
2002-07-26,379.028
2002-07-29,397.748
2002-07-30,398.212
2002-07-31,398.138
2002-08-01,381.47
2002-08-02,383.046
2002-08-05,371.934
2002-08-06,381.303
2002-08-07,378.466
2002-08-08,393.554
2002-08-09,400.958
2002-08-12,393.399
2002-08-13,398.09
2002-08-14,391.217
2002-08-15,401.539
2002-08-16,404.864
2002-08-19,413.947
2002-08-20,406.488
2002-08-21,411.917
2002-08-22,416.374
2002-08-23,410.439
2002-08-26,406.947
2002-08-27,418.172
2002-08-28,402.025
2002-08-29,396.364
2002-08-30,399.376
2002-09-02,393.053
2002-09-03,380.711
2002-09-04,381.911
2002-09-05,379.946
2002-09-06,389.751
2002-09-09,382.998
2002-09-10,390.168
2002-09-11,397.356
2002-09-12,383.701
2002-09-13,376.792
2002-09-16,373.979
2002-09-17,369.419
2002-09-18,358.624
2002-09-19,353.935
2002-09-20,354.981
2002-09-23,342.878
2002-09-24,337.432
2002-09-25,342.127
2002-09-26,358.401
2002-09-27,357.914
2002-09-30,344.933
2002-10-01,350.186
2002-10-02,362.03
2002-10-03,357.924
2002-10-04,347.649
2002-10-07,343.858
2002-10-08,336.574
2002-10-09,337.026
2002-10-10,345.292
2002-10-11,362.642
2002-10-14,359.539
2002-10-15,379.663
2002-10-16,373.024
2002-10-17,381.879
2002-10-18,379.188
2002-10-21,380.311
2002-10-22,377.696
2002-10-23,365.261
2002-10-24,374.203
2002-10-25,373.669
2002-10-28,379.541
2002-10-29,364.435
2002-10-30,373.699
2002-10-31,381.603
2002-11-01,378.976
2002-11-04,391.564
2002-11-05,395.254
2002-11-06,389.45
2002-11-07,385.757
2002-11-08,383.016
2002-11-11,380.473
2002-11-12,385.837
2002-11-13,382.362
2002-11-14,388.897
2002-11-15,392.115
2002-11-18,396.429
2002-11-19,395.436
2002-11-20,392.192
2002-11-21,403.363
2002-11-22,402.978
2002-11-25,397.186
2002-11-26,389.518
2002-11-27,397.19
2002-11-28,401.409
2002-11-29,399.497
2002-12-02,399.39
2002-12-03,391.631
2002-12-04,391.273
2002-12-05,386.488
2002-12-06,388.138
2002-12-09,379.439
2002-12-10,381.538
2002-12-11,385.308
2002-12-12,381.714
2002-12-13,378.838
2002-12-16,389.905
2002-12-17,387.521
2002-12-18,378.82
2002-12-19,377.052
2002-12-20,381.65
2002-12-23,383.263
2002-12-24,384.944
2002-12-25,384.944
2002-12-26,385.461
2002-12-27,375.169
2002-12-30,381.096
2002-12-31,385.202
2003-01-01,385.202
2003-01-02,392.972
2003-01-03,396.519
2003-01-06,400.703
2003-01-07,395.378
2003-01-08,388.682
2003-01-09,394.461
2003-01-10,397.297
2003-01-13,397.585
2003-01-14,400.498
2003-01-15,394.409
2003-01-16,393.362
2003-01-17,386.734
2003-01-20,381.082
2003-01-21,377.492
2003-01-22,371.079
2003-01-23,369.991
2003-01-24,368.037
2003-01-27,355.784
2003-01-28,356.922
2003-01-29,360.725
2003-01-30,366.383
2003-01-31,366.316
2003-02-03,372.925
2003-02-04,364.57
2003-02-05,371.055
2003-02-06,362.116
2003-02-07,358.048
2003-02-10,354.476
2003-02-11,361.797
2003-02-12,355.522
2003-02-13,356.778
2003-02-14,362.012
2003-02-17,366.928
2003-02-18,368.959
2003-02-19,361.327
2003-02-20,361.722
2003-02-21,365.332
2003-02-24,359.332
2003-02-25,348.485
2003-02-26,347.716
2003-02-27,349.136
2003-02-28,356.104
2003-03-03,359.61
2003-03-04,353.075
2003-03-05,351.975
2003-03-06,349.025
2003-03-07,343.698
2003-03-10,335.334
2003-03-11,335.67
2003-03-12,323.138
2003-03-13,338.842
2003-03-14,349.871
2003-03-17,359.303
2003-03-18,357.838
2003-03-19,361.657
2003-03-20,360.884
2003-03-21,370.847
2003-03-24,358.438
2003-03-25,363.916
2003-03-26,363.908
2003-03-27,358.447
2003-03-28,358.191
2003-03-31,350.43
2003-04-01,355.372
2003-04-02,363.777
2003-04-03,365.686
2003-04-04,369.3
2003-04-07,379.222
2003-04-08,374.659
2003-04-09,375.328
2003-04-10,372.1
2003-04-11,373.237
2003-04-14,378.508
2003-04-15,385.198
2003-04-16,382.478
2003-04-17,387.388
2003-04-18,387.388
2003-04-21,384.705
2003-04-22,391.202
2003-04-23,395.441
2003-04-24,391.286
2003-04-25,386.455
2003-04-28,395.17
2003-04-29,393.383
2003-04-30,397.333
2003-05-01,398.992
2003-05-02,400.197
2003-05-05,404.543
2003-05-06,412.394
2003-05-07,407.302
2003-05-08,401.116
2003-05-09,406.156
2003-05-12,408.53
2003-05-13,408.372
2003-05-14,408.296
2003-05-15,412.214
2003-05-16,416.206
2003-05-19,407.071
2003-05-20,407.958
2003-05-21,406.099
2003-05-22,411.063
2003-05-23,411.871
2003-05-26,412.55
2003-05-27,415.72
2003-05-28,420.491
2003-05-29,424.81
2003-05-30,421.602
2003-06-02,429.051
2003-06-03,426.414
2003-06-04,429.007
2003-06-05,430.984
2003-06-06,435.411
2003-06-09,432.122
2003-06-10,431.525
2003-06-11,440.707
2003-06-12,443.227
2003-06-13,439.402
2003-06-16,448.555
2003-06-17,451.793
2003-06-18,450.603
2003-06-19,443.032
2003-06-20,444.147
2003-06-23,433.228
2003-06-24,431.313
2003-06-25,434.12
2003-06-26,429.205
2003-06-27,428.69
2003-06-30,425.176
2003-07-01,420.219
2003-07-02,425.731
2003-07-03,428.177
2003-07-04,425.854
2003-07-07,430.209
2003-07-08,427.367
2003-07-09,424.863
2003-07-10,421.518
2003-07-11,425.223
2003-07-14,430.835
2003-07-15,425.217
2003-07-16,421.727
2003-07-17,416.649
2003-07-18,418.398
2003-07-21,417.731
2003-07-22,421.374
2003-07-23,424.111
2003-07-24,433.031
2003-07-25,431.384
2003-07-28,435.276
2003-07-29,433.436
2003-07-30,431.543
2003-07-31,431.304
2003-08-01,425.599
2003-08-04,425.897
2003-08-05,429.224
2003-08-06,424.289
2003-08-07,426.643
2003-08-08,428.297
2003-08-11,430.103
2003-08-12,431.618
2003-08-13,432.721
2003-08-14,437.418
2003-08-15,437.935
2003-08-18,438.532
2003-08-19,435.9
2003-08-20,435.365
2003-08-21,433.028
2003-08-22,430.25
2003-08-25,428.357
2003-08-26,423.665
2003-08-27,427.576
2003-08-28,429.498
2003-08-29,428.109
2003-09-01,433.103
2003-09-02,430.088
2003-09-03,435.869
2003-09-04,438.107
2003-09-05,440.636
2003-09-08,445.951
2003-09-09,443.967
2003-09-10,441.102
2003-09-11,441.642
2003-09-12,442.896
2003-09-15,444.209
2003-09-16,444.917
2003-09-17,448.354
2003-09-18,452.726
2003-09-19,451.263
2003-09-22,448.078
2003-09-23,446.621
2003-09-24,446.098
2003-09-25,445.235
2003-09-26,440.47
2003-09-29,440.288
2003-09-30,436.63
2003-10-01,445.994
2003-10-02,447.049
2003-10-03,455.949
2003-10-06,455.203
2003-10-07,455.533
2003-10-08,455.806
2003-10-09,461.843
2003-10-10,462.07
2003-10-13,465.711
2003-10-14,464.249
2003-10-15,465.854
2003-10-16,466.217
2003-10-17,462.951
2003-10-20,464.7
2003-10-21,466.005
2003-10-22,461.913
2003-10-23,458.138
2003-10-24,459.116
2003-10-27,461.174
2003-10-28,462.652
2003-10-29,464.202
2003-10-30,467.139
2003-10-31,464.508
2003-11-03,466.628
2003-11-04,465.316
2003-11-05,462.046
2003-11-06,462.354
2003-11-07,468.655
2003-11-10,465.524
2003-11-11,464.576
2003-11-12,470.622
2003-11-13,474.923
2003-11-14,480.035
2003-11-17,471.697
2003-11-18,475.776
2003-11-19,473.653
2003-11-20,472.827
2003-11-21,474.734
2003-11-24,478.241
2003-11-25,478.723
2003-11-26,481.855
2003-11-27,483.185
2003-11-28,484.433
2003-12-01,491.523
2003-12-02,493.476
2003-12-03,497.251
2003-12-04,494.529
2003-12-05,494.138
2003-12-08,494.935
2003-12-09,498.317
2003-12-10,496.021
2003-12-11,495.715
2003-12-12,499.803
2003-12-15,502.067
2003-12-16,501.786
2003-12-17,504.566
2003-12-18,509.591
2003-12-19,510.262
2003-12-22,511.068
2003-12-23,513.457
2003-12-24,515.848
2003-12-25,515.848
2003-12-26,515.826
2003-12-29,518.84
2003-12-30,522.468
2003-12-31,526.927
2004-01-01,526.927
2004-01-02,531.487
2004-01-05,537.689
2004-01-06,540.831
2004-01-07,535.284
2004-01-08,541.926
2004-01-09,543.49
2004-01-12,540.714
2004-01-13,540.648
2004-01-14,540.746
2004-01-15,537.132
2004-01-16,533.571
2004-01-19,534.104
2004-01-20,539.872
2004-01-21,545.155
2004-01-22,548.96
2004-01-23,547.15
2004-01-26,540.041
2004-01-27,542.444
2004-01-28,544.738
2004-01-29,531.054
2004-01-30,529.558
2004-02-02,531.128
2004-02-03,534.952
2004-02-04,531.913
2004-02-05,534.163
2004-02-06,541.601
2004-02-09,547.203
2004-02-10,548.031
2004-02-11,548.142
2004-02-12,553.058
2004-02-13,550.117
2004-02-16,551.416
2004-02-17,557.901
2004-02-18,557.695
2004-02-19,559.105
2004-02-20,551.308
2004-02-23,551.629
2004-02-24,550.817
2004-02-25,548.544
2004-02-26,543.74
2004-02-27,543.472
2004-03-01,549.888
2004-03-02,546.443
2004-03-03,537.477
2004-03-04,543.088
2004-03-05,550.847
2004-03-08,550.153
2004-03-09,547.03
2004-03-10,539.045
2004-03-11,525.617
2004-03-12,524.101
2004-03-15,515.946
2004-03-16,523.494
2004-03-17,525.637
2004-03-18,524.178
2004-03-19,524.926
2004-03-22,516.34
2004-03-23,514.744
2004-03-24,510.064
2004-03-25,514.877
2004-03-26,512.69
2004-03-29,520.625
2004-03-30,522.048
2004-03-31,524.696
2004-04-01,534.278
2004-04-02,534.302
2004-04-05,531.97
2004-04-06,531.152
2004-04-07,534.819
2004-04-08,534.411
2004-04-09,534.411
2004-04-12,533.513
2004-04-13,530.921
2004-04-14,523.983
2004-04-15,524.47
2004-04-16,532.202
2004-04-19,533.126
2004-04-20,531.41
2004-04-21,524.662
2004-04-22,527.276
2004-04-23,527.406
2004-04-26,530.553
2004-04-27,532.846
2004-04-28,522.445
2004-04-29,523.037
2004-04-30,520.694
2004-05-03,522.613
2004-05-04,530.812
2004-05-05,535.606
2004-05-06,526.568
2004-05-07,519.82
2004-05-10,504.408
2004-05-11,507.835
2004-05-12,506.413
2004-05-13,509.196
2004-05-14,507.171
2004-05-17,505.998
2004-05-18,507.763
2004-05-19,519.279
2004-05-20,511.424
2004-05-21,514.278
2004-05-24,515.407
2004-05-25,518.732
2004-05-26,522.555
2004-05-27,532.518
2004-05-28,527.471
2004-05-31,528.632
2004-06-01,525.523
2004-06-02,530.028
2004-06-03,530.895
2004-06-04,534.374
2004-06-07,541.334
2004-06-08,540.999
2004-06-09,533.456
2004-06-10,534.56
2004-06-11,530.702
2004-06-14,526.13
2004-06-15,530.089
2004-06-16,532.66
2004-06-17,534.485
2004-06-18,539.201
2004-06-21,537.096
2004-06-22,530.775
2004-06-23,532.711
2004-06-24,539.088
2004-06-25,536.891
2004-06-28,542.437
2004-06-29,536.289
2004-06-30,534.126
2004-07-01,532.12
2004-07-02,534.732
2004-07-05,533.397
2004-07-06,530.856
2004-07-07,534.035
2004-07-08,537.968
2004-07-09,537.204
2004-07-12,535.313
2004-07-13,532.205
2004-07-14,534.386
2004-07-15,527.431
2004-07-16,531.356
2004-07-19,527.599
2004-07-20,527.161
2004-07-21,525.927
2004-07-22,519.781
2004-07-23,514.762
2004-07-26,511.18
2004-07-27,512.54
2004-07-28,513.202
2004-07-29,521.186
2004-07-30,520.539
2004-08-02,519.903
2004-08-03,522.78
2004-08-04,518.858
2004-08-05,519.417
2004-08-06,516.513
2004-08-09,512.361
2004-08-10,518.058
2004-08-11,510.178
2004-08-12,510.344
2004-08-13,513.437
2004-08-16,518.131
2004-08-17,517.877
2004-08-18,516.694
2004-08-19,520.474
2004-08-20,518.03
2004-08-23,520.046
2004-08-24,515.546
2004-08-25,516.229
2004-08-26,520.504
2004-08-27,522.501
2004-08-30,521.909
2004-08-31,521.202
2004-09-01,525.802
2004-09-02,527.193
2004-09-03,527.131
2004-09-06,529.773
2004-09-07,529.074
2004-09-08,530.875
2004-09-09,529.424
2004-09-10,536.766
2004-09-13,539.031
2004-09-14,538.691
2004-09-15,531.905
2004-09-16,533.731
2004-09-17,537.899
2004-09-20,535.335
2004-09-21,542.958
2004-09-22,538.86
2004-09-23,537.568
2004-09-24,537.757
2004-09-27,535.666
2004-09-28,539.189
2004-09-29,541.03
2004-09-30,541.429
2004-10-01,550.488
2004-10-04,549.573
2004-10-05,552.607
2004-10-06,552.199
2004-10-07,550.864
2004-10-08,553.999
2004-10-11,552.09
2004-10-12,544.438
2004-10-13,544.166
2004-10-14,545.982
2004-10-15,548.773
2004-10-18,548.922
2004-10-19,554.504
2004-10-20,552.649
2004-10-21,555.837
2004-10-22,555.984
2004-10-25,552.643
2004-10-26,553.901
2004-10-27,561.107
2004-10-28,563.634
2004-10-29,561.171
2004-11-01,567.106
2004-11-02,570.318
2004-11-03,576.954
2004-11-04,579.109
2004-11-05,583.658
2004-11-08,584.584
2004-11-09,582.217
2004-11-10,583.209
2004-11-11,587.919
2004-11-12,591.566
2004-11-15,591.38
2004-11-16,589.139
2004-11-17,596.749
2004-11-18,595.186
2004-11-19,592.724
2004-11-22,588.871
2004-11-23,591.682
2004-11-24,594.216
2004-11-25,602.171
2004-11-26,601.883
2004-11-29,602.216
2004-11-30,599.49
2004-12-01,607.63
2004-12-02,608.417
2004-12-03,611.335
2004-12-06,610.927
2004-12-07,613.285
2004-12-08,604.796
2004-12-09,599.982
2004-12-10,600.781
2004-12-13,608.784
2004-12-14,608.831
2004-12-15,614.583
2004-12-16,610.44
2004-12-17,603.348
2004-12-20,613.36
2004-12-21,609.837
2004-12-22,614.28
2004-12-23,619.726
2004-12-24,622.139
2004-12-27,624.806
2004-12-28,624.578
2004-12-29,623.59
2004-12-30,625.384
2004-12-31,623.751
2005-01-03,621.19
2005-01-04,615.708
2005-01-05,610.904
2005-01-06,609.377
2005-01-07,607.436
2005-01-10,609.283
2005-01-11,606.969
2005-01-12,607.725
2005-01-13,606.097
2005-01-14,604.054
2005-01-17,605.921
2005-01-18,603.547
2005-01-19,604.663
2005-01-20,598.059
2005-01-21,599.648
2005-01-24,601.831
2005-01-25,601.724
2005-01-26,607.217
2005-01-27,608.703
2005-01-28,604.632
2005-01-31,609.866
2005-02-01,613.548
2005-02-02,616.393
2005-02-03,611.928
2005-02-04,617.317
2005-02-07,615.375
2005-02-08,613.297
2005-02-09,613.675
2005-02-10,618.257
2005-02-11,623.384
2005-02-14,628.219
2005-02-15,630.894
2005-02-16,628.344
2005-02-17,632.371
2005-02-18,633.407
2005-02-21,633.869
2005-02-22,636.662
2005-02-23,631.793
2005-02-24,631.605
2005-02-25,638.169
2005-02-28,640.096
2005-03-01,640.91
2005-03-02,638.056
2005-03-03,638.902
2005-03-04,649.143
2005-03-07,645.86
2005-03-08,649.738
2005-03-09,646.739
2005-03-10,643.546
2005-03-11,647.497
2005-03-14,642.341
2005-03-15,645.227
2005-03-16,642.208
2005-03-17,640.197
2005-03-18,637.234
2005-03-21,630.821
2005-03-22,633.242
2005-03-23,622.205
2005-03-24,623.468
2005-03-25,623.468
2005-03-28,620.234
2005-03-29,623.105
2005-03-30,623.562
2005-03-31,624.975
2005-04-01,625.815
2005-04-04,616.485
2005-04-05,622.409
2005-04-06,625.224
2005-04-07,630.168
2005-04-08,628.569
2005-04-11,632.668
2005-04-12,626.532
2005-04-13,630.037
2005-04-14,624.755
2005-04-15,621.387
2005-04-18,614.749
2005-04-19,619.981
2005-04-20,618.032
2005-04-21,619.267
2005-04-22,623.141
2005-04-25,621.559
2005-04-26,618.905
2005-04-27,611.734
2005-04-28,609.942
2005-04-29,610.999
2005-05-02,609.449
2005-05-03,614.739
2005-05-04,622.17
2005-05-05,625.016
2005-05-06,623.711
2005-05-09,620.328
2005-05-10,618.172
2005-05-11,613.768
2005-05-12,612.65
2005-05-13,609.528
2005-05-16,605.585
2005-05-17,606.796
2005-05-18,614.765
2005-05-19,616.583
2005-05-20,613.375
2005-05-23,618.088
2005-05-24,617.9
2005-05-25,617.667
2005-05-26,618.003
2005-05-27,618.907
2005-05-30,618.71
2005-05-31,611.741
2005-06-01,616.587
2005-06-02,617.45
2005-06-03,615.111
2005-06-06,613.402
2005-06-07,620.454
2005-06-08,621.738
2005-06-09,614.956
2005-06-10,614.859
2005-06-13,612.876
2005-06-14,614.392
2005-06-15,615.047
2005-06-16,616.645
2005-06-17,625.175
2005-06-20,620.714
2005-06-21,623.974
2005-06-22,624.584
2005-06-23,623.078
2005-06-24,619.818
2005-06-27,617.684
2005-06-28,619.086
2005-06-29,620.388
2005-06-30,620.09
2005-07-01,618.011
2005-07-04,616.887
2005-07-05,615.568
2005-07-06,620.22
2005-07-07,610.066
2005-07-08,617.665
2005-07-11,627.671
2005-07-12,631.702
2005-07-13,630.095
2005-07-14,634.187
2005-07-15,629.904
2005-07-18,629.075
2005-07-19,628.028
2005-07-20,627.691
2005-07-21,633.344
2005-07-22,633.3
2005-07-25,633.874
2005-07-26,632.087
2005-07-27,634.662
2005-07-28,640.447
2005-07-29,643.215
2005-08-01,646.644
2005-08-02,652.143
2005-08-03,657.359
2005-08-04,654.503
2005-08-05,650.347
2005-08-08,656.289
2005-08-09,659.779
2005-08-10,668.093
2005-08-11,669.293
2005-08-12,667.305
2005-08-15,663.434
2005-08-16,659.404
2005-08-17,656.965
2005-08-18,647.954
2005-08-19,653.145
2005-08-22,657.751
2005-08-23,651.785
2005-08-24,651.257
2005-08-25,648.351
2005-08-26,645.629
2005-08-29,644.49
2005-08-30,640.207
2005-08-31,651.149
2005-09-01,664.527
2005-09-02,668.039
2005-09-05,670.368
2005-09-06,674.474
2005-09-07,674.652
2005-09-08,671.816
2005-09-09,674.867
2005-09-12,668.249
2005-09-13,663.183
2005-09-14,667.125
2005-09-15,663.061
2005-09-16,667.191
2005-09-19,665.273
2005-09-20,667.258
2005-09-21,663.239
2005-09-22,656.961
2005-09-23,656.021
2005-09-26,662.56
2005-09-27,658.785
2005-09-28,665.093
2005-09-29,662.695
2005-09-30,667.247
2005-10-03,664.54
2005-10-04,667.532
2005-10-05,660.984
2005-10-06,661.96
2005-10-07,658.253
2005-10-10,656.042
2005-10-11,654.867
2005-10-12,652.003
2005-10-13,640.979
2005-10-14,649.772
2005-10-17,647.34
2005-10-18,640.657
2005-10-19,633.365
2005-10-20,635.599
2005-10-21,634.675
2005-10-24,640.035
2005-10-25,644.163
2005-10-26,645.932
2005-10-27,641.087
2005-10-28,640.053
2005-10-31,648.744
2005-11-01,649.358
2005-11-02,655.759
2005-11-03,662.264
2005-11-04,650.883
2005-11-07,652.325
2005-11-08,650.756
2005-11-09,648.672
