Date,SINGAPORE MID VALUE Mid Cap
2009-02-27,461.482
2009-03-31,518.436
2009-04-30,603.385
2009-05-29,756.795
2009-06-30,778.42
2009-07-31,866.655
2009-08-31,861.024
2009-09-30,936.91
2009-10-30,903.147
2009-11-30,967.084
2009-12-31,1011.939
2010-01-29,968.235
2010-02-26,991.969
2010-03-31,1041.87
2010-04-30,1126.776
2010-05-31,1031.19
2010-06-30,1058.106
2010-07-30,1168.152
2010-08-31,1180.407
2010-09-30,1358.382
2010-10-29,1330.492
2010-11-30,1266.965
2010-12-31,1340.426
2011-01-31,1343.906
2011-02-28,1305.102
2011-03-31,1344.434
2011-04-29,1415.634
2011-05-31,1417.474
2011-06-30,1391.081
2011-07-29,1443.268
2011-08-31,1391.492
2011-09-30,1230.514
2011-10-31,1341.881
2011-11-30,1281.332
2011-12-30,1237.055
2012-01-31,1385.196
2012-02-29,1482.35
2012-03-30,1492.719
2012-04-30,1504.619
2012-05-31,1380.746
2012-06-29,1471.628
2012-07-31,1586.586
2012-08-31,1580.415
2012-09-28,1627.801
2012-10-31,1610.036
2012-11-30,1639.556
2012-12-31,1674.809
2013-01-31,1702.727
2013-02-28,1723.883
2013-03-29,1706.245
2013-04-30,1786.131
2013-05-31,1630.687
2013-06-28,1552.136
2013-07-31,1601.735
2013-08-30,1513.347
2013-09-30,1603.149
2013-10-31,1697.792
2013-11-29,1645.8
2013-12-31,1611.733
2014-01-31,1538.358
2014-02-28,1615.315
2014-03-31,1695.504
2014-04-30,1773.442
2014-05-30,1828.366
2014-06-30,1795.875
2014-07-31,1818.22
2014-08-29,1815.876
2014-09-30,1753.695
2014-10-31,1747.174
2014-11-28,1752.805
2014-12-31,1753.888
2015-01-30,1778.653
2015-02-27,1791.989
2015-03-31,1792.883
2015-04-30,1851.072
2015-05-29,1792.521
2015-06-30,1743.298
2015-07-31,1639.767
2015-08-31,1481.778
2015-09-30,1477.726
2015-10-30,1590.328
2015-11-30,1504.608
2015-12-31,1472.181
2016-01-29,1380.239
2016-02-29,1468.646
2016-03-31,1607.929
2016-04-29,1601.949
2016-05-31,1486.813
2016-06-30,1530.046
2016-07-29,1512.976
2016-08-31,1440.054
2016-09-30,1467.554
2016-10-31,1451.862
2016-11-30,1446.963
2016-12-30,1450.139
2017-01-31,1535.827
2017-02-28,1604.624
2017-03-31,1672.929
2017-04-28,1657.958
2017-05-31,1682.785
2017-06-30,1696.227
2017-07-31,1779.72
2017-08-31,1785.491
2017-09-29,1751.226
2017-10-31,1861.926
2017-11-30,1906.305
2017-12-29,1920.732
2018-01-31,2053.996
2018-02-28,1914.036
2018-03-30,1865.292
2018-04-30,1919.934
2018-05-31,1791.751
2018-06-29,1689.767
2018-07-31,1733.023
2018-08-31,1705.21
2018-09-28,1765.214
2018-10-31,1631.07
2018-11-30,1646.685
2018-12-31,1655.953
2019-01-31,1795.95
2019-02-28,1816.039
2019-03-29,1847.452
2019-04-30,1913.806
2019-05-31,1804.227
2019-06-28,2000.081
2019-07-31,1923.308
2019-08-30,1795.841
2019-09-30,1800.086
2019-10-31,1890.032
2019-11-29,1855.083
2019-12-31,1905.316
2020-01-31,1861.755
2020-02-28,1710.217
2020-03-31,1432.355
2020-04-30,1547.661
2020-05-29,1554.265
2020-06-30,1567.828
2020-07-31,1524.398
2020-08-31,1540.262
2020-09-30,1507.734
2020-10-30,1408.513
2020-11-30,1662.433
2020-12-31,1759.6
2021-01-29,1695.658
2021-02-26,1699.738
2021-03-31,1840.292
2021-04-30,1853.76
2021-05-31,1845.42
2021-06-30,1823.033
2021-07-30,1870.873
2021-08-31,1848.774
2021-09-30,1914.085
2021-10-29,1998.222
2021-11-30,1896.473
2021-12-31,1937.217
2022-01-31,1891.504
2022-02-28,1967.787
2022-03-31,2102.468
2022-04-29,2130.238
2022-05-31,2087.09
2022-06-30,2034.235
2022-07-29,2113.588
2022-08-31,2075.894
2022-09-30,1911.301
2022-10-31,1890.719
2022-11-30,2109.738
2022-12-30,2121.187
2023-01-31,2274.239
2023-02-28,2179.122
2023-03-31,2255.642
2023-04-28,2305.559
2023-05-31,2207.768
2023-06-30,2231.749
2023-07-31,2401.094
2023-08-31,2230.818
2023-09-29,2113.414
2023-10-31,2003.76
2023-11-30,2125.955
2023-12-29,2321.521
2024-01-31,2210.61
2024-02-29,2116.095
2024-03-29,2080.446
2024-04-30,2066.286
2024-05-31,2086.89
2024-06-28,2087.846
2024-07-31,2189.393
2024-08-30,2297.241
2024-09-30,2449.693
2024-10-31,2233.558
2024-11-29,2148.111
2024-12-31,2103.28
2025-01-31,2106.874
2025-02-28,2177.359
2025-03-31,2289.488
2025-04-30,2353.888
2025-05-30,2395.108
2025-06-30,2494.116
2025-07-31,2576.702
