Date,SINGAPORE MID VALUE Mid Cap
2009-01-30,534.434
2009-02-27,462.759
2009-03-31,519.87
2009-04-30,605.278
2009-05-29,759.17
2009-06-30,780.863
2009-07-31,869.732
2009-08-31,864.175
2009-09-30,940.34
2009-10-30,906.738
2009-11-30,970.929
2009-12-31,1015.962
2010-01-29,972.507
2010-02-26,996.345
2010-03-31,1046.467
2010-04-30,1132.141
2010-05-31,1036.1
2010-06-30,1063.144
2010-07-30,1174.414
2010-08-31,1186.735
2010-09-30,1365.664
2010-10-29,1338.381
2010-11-30,1274.477
2010-12-31,1348.373
2011-01-31,1352.801
2011-02-28,1313.739
2011-03-31,1353.332
2011-04-29,1426.031
2011-05-31,1427.885
2011-06-30,1401.298
2011-07-29,1454.488
2011-08-31,1402.31
2011-09-30,1240.08
2011-10-31,1353.012
2011-11-30,1292.08
2011-12-30,1247.432
2012-01-31,1397.223
2012-02-29,1495.221
2012-03-30,1505.679
2012-04-30,1518.196
2012-05-31,1393.339
2012-06-29,1485.05
2012-07-31,1601.485
2012-08-31,1595.255
2012-09-28,1643.086
2012-10-31,1625.737
2012-11-30,1655.717
2012-12-31,1691.323
2013-01-31,1720.352
2013-02-28,1741.727
2013-03-29,1724.157
2013-04-30,1805.202
2013-05-31,1648.098
2013-06-28,1568.709
2013-07-31,1619.872
2013-08-30,1530.484
2013-09-30,1621.302
2013-10-31,1717.715
2013-11-29,1665.113
2013-12-31,1630.646
2014-01-31,1557.363
2014-02-28,1635.271
2014-03-31,1716.45
2014-04-30,1795.956
2014-05-30,1851.577
2014-06-30,1818.674
2014-07-31,1842.147
2014-08-29,1839.772
2014-09-30,1776.774
2014-10-31,1771.363
2014-11-28,1777.072
2014-12-31,1778.17
2015-01-30,1804.268
2015-02-27,1817.795
2015-03-31,1818.703
2015-04-30,1879.117
2015-05-29,1819.678
2015-06-30,1769.71
2015-07-31,1665.454
2015-08-31,1504.99
2015-09-30,1500.874
2015-10-30,1616.383
2015-11-30,1529.259
2015-12-31,1496.397
2016-01-29,1403.644
2016-02-29,1493.849
2016-03-31,1635.522
2016-04-29,1629.996
2016-05-31,1512.988
2016-06-30,1556.982
2016-07-29,1540.522
2016-08-31,1466.272
2016-09-30,1494.273
2016-10-31,1478.663
2016-11-30,1473.673
2016-12-30,1476.908
2017-01-31,1564.67
2017-02-28,1635.09
2017-03-31,1704.692
2017-04-28,1689.437
2017-05-31,1715.047
2017-06-30,1728.747
2017-07-31,1814.433
2017-08-31,1820.533
2017-09-29,1785.596
2017-10-31,1898.718
2017-11-30,1944.94
2017-12-29,1959.659
2018-01-31,2096.496
2018-02-28,1953.64
2018-03-30,1903.888
2018-04-30,1960.621
2018-05-31,1830.24
2018-06-29,1726.065
2018-07-31,1770.756
2018-08-31,1742.338
2018-09-28,1804.319
2018-10-31,1667.448
2018-11-30,1683.782
2018-12-31,1693.259
2019-01-31,1837.374
2019-02-28,1857.926
2019-03-29,1890.064
2019-04-30,1957.953
2019-05-31,1847.309
2019-06-28,2047.84
2019-07-31,1970.199
2019-08-30,1839.757
2019-09-30,1844.105
2019-10-31,1936.847
2019-11-29,1901.968
2019-12-31,1953.47
2020-01-31,1909.682
2020-02-28,1754.587
2020-03-31,1469.516
2020-04-30,1588.045
2020-05-29,1594.863
2020-06-30,1608.78
2020-07-31,1564.957
2020-08-31,1581.243
2020-09-30,1547.85
2020-10-30,1446.604
2020-11-30,1707.514
2020-12-31,1807.316
2021-01-29,1741.794
2021-02-26,1746.24
2021-03-31,1890.64
2021-04-30,1904.708
2021-05-31,1896.572
2021-06-30,1873.563
2021-07-30,1922.729
2021-08-31,1901.346
2021-09-30,1968.513
2021-10-29,2055.043
2021-11-30,1950.401
2021-12-31,1993.151
2022-01-31,1946.118
2022-02-28,2025.666
2022-03-31,2164.308
2022-04-29,2193.297
2022-05-31,2149.13
2022-06-30,2094.703
2022-07-29,2176.719
2022-08-31,2140.024
2022-09-30,1970.346
2022-10-31,1949.351
2022-11-30,2175.688
2022-12-30,2187.496
2023-01-31,2345.631
2023-02-28,2249.909
2023-03-31,2328.915
2023-04-28,2380.767
2023-05-31,2280.754
2023-06-30,2305.527
2023-07-31,2480.47
2023-08-31,2307.169
2023-09-29,2185.747
2023-10-31,2072.34
2023-11-30,2199.151
2023-12-29,2401.451
2024-01-31,2287.004
2024-02-29,2190.425
2024-03-29,2153.523
2024-04-30,2138.866
2024-05-31,2160.684
2024-06-28,2161.674
2024-07-31,2266.811
2024-08-30,2381.815
2024-09-30,2540.58
2024-10-31,2316.427
2024-11-29,2227.809
2024-12-31,2181.315
2025-01-31,2185.042
2025-02-28,2260.044
2025-03-31,2376.43
2025-04-30,2443.277
2025-05-30,2486.062
2025-06-30,2589.775
2025-07-31,2675.528
2025-08-29,2718.977
