Date,SWEDEN LARGE VALUE Large Cap
2002-12-24,219.429
2002-12-25,219.429
2002-12-26,219.856
2002-12-27,212.286
2002-12-30,212.013
2002-12-31,213.16
2003-01-01,213.16
2003-01-02,224.783
2003-01-03,230.098
2003-01-06,231.385
2003-01-07,235.723
2003-01-08,229.088
2003-01-09,233.222
2003-01-10,239.28
2003-01-13,244.665
2003-01-14,252.794
2003-01-15,248.722
2003-01-16,246.355
2003-01-17,238.023
2003-01-20,242.3
2003-01-21,238.152
2003-01-22,233.604
2003-01-23,234.166
2003-01-24,233.654
2003-01-27,222.395
2003-01-28,218.602
2003-01-29,215.671
2003-01-30,221.624
2003-01-31,217.803
2003-02-03,215.846
2003-02-04,204.318
2003-02-05,211.567
2003-02-06,213.991
2003-02-07,212.307
2003-02-10,205.925
2003-02-11,210.462
2003-02-12,215.137
2003-02-13,216.597
2003-02-14,218.01
2003-02-17,225.706
2003-02-18,225.28
2003-02-19,225.064
2003-02-20,217.512
2003-02-21,215.711
2003-02-24,212.615
2003-02-25,205.731
2003-02-26,204.644
2003-02-27,205.068
2003-02-28,207.177
2003-03-03,206.361
2003-03-04,202.912
2003-03-05,202.935
2003-03-06,201.314
2003-03-07,199.943
2003-03-10,195.28
2003-03-11,189.087
2003-03-12,186.181
2003-03-13,194.972
2003-03-14,206.763
2003-03-17,218.227
2003-03-18,209.892
2003-03-19,213.633
2003-03-20,213.752
2003-03-21,217.177
2003-03-24,210.787
2003-03-25,211.806
2003-03-26,211.495
2003-03-27,210.195
2003-03-28,212.041
2003-03-31,203.788
2003-04-01,209.35
2003-04-02,214.664
2003-04-03,216.799
2003-04-04,219.151
2003-04-07,228.575
2003-04-08,225.444
2003-04-09,225.744
2003-04-10,225.406
2003-04-11,224.346
2003-04-14,224.607
2003-04-15,231.08
2003-04-16,233.005
2003-04-17,235.79
2003-04-18,235.79
2003-04-21,235.069
2003-04-22,237.667
2003-04-23,238.231
2003-04-24,239.929
2003-04-25,235.426
2003-04-28,244.174
2003-04-29,257.588
2003-04-30,260.575
2003-05-01,263.15
2003-05-02,263.942
2003-05-05,267.75
2003-05-06,271.626
2003-05-07,254.218
2003-05-08,249.581
2003-05-09,255.085
2003-05-12,258.408
2003-05-13,265.793
2003-05-14,261.512
2003-05-15,262.967
2003-05-16,263.772
2003-05-19,259.893
2003-05-20,254.793
2003-05-21,253.238
2003-05-22,255.871
2003-05-23,259.046
2003-05-26,258.188
2003-05-27,264.507
2003-05-28,268.841
2003-05-29,270.116
2003-05-30,271.438
2003-06-02,272.621
2003-06-03,267.308
2003-06-04,269.499
2003-06-05,270.893
2003-06-06,274.952
2003-06-09,275.907
2003-06-10,275.693
2003-06-11,283.054
2003-06-12,286.827
2003-06-13,279.871
2003-06-16,283.666
2003-06-17,289.464
2003-06-18,288.78
2003-06-19,285.296
2003-06-20,283.573
2003-06-23,274.893
2003-06-24,267.353
2003-06-25,270.334
2003-06-26,266.501
2003-06-27,270.122
2003-06-30,268.885
2003-07-01,264.701
2003-07-02,266.025
2003-07-03,269.916
2003-07-04,270.013
2003-07-07,270.818
2003-07-08,273.357
2003-07-09,270.8
2003-07-10,266.675
2003-07-11,267.584
2003-07-14,275.407
2003-07-15,280.355
2003-07-16,274.542
2003-07-17,261.414
2003-07-18,275.921
2003-07-21,280.579
2003-07-22,278.386
2003-07-23,281.566
2003-07-24,289.528
2003-07-25,289.406
2003-07-28,299.954
2003-07-29,297.861
2003-07-30,298.046
2003-07-31,299.796
2003-08-01,295.365
2003-08-04,298.244
2003-08-05,302.638
2003-08-06,293.016
2003-08-07,294.203
2003-08-08,293.389
2003-08-11,291.595
2003-08-12,299.194
2003-08-13,304.979
2003-08-14,304.46
2003-08-15,300.514
2003-08-18,304.621
2003-08-19,310.073
2003-08-20,319.646
2003-08-21,320.337
2003-08-22,314.752
2003-08-25,311.012
2003-08-26,304.988
2003-08-27,310.746
2003-08-28,312.101
2003-08-29,310.819
2003-09-01,314.793
2003-09-02,314.218
2003-09-03,321.073
2003-09-04,325.061
2003-09-05,332.067
2003-09-08,336.315
2003-09-09,333.962
2003-09-10,326.25
2003-09-11,326.785
2003-09-12,333.806
2003-09-15,329.388
2003-09-16,333.923
2003-09-17,338.841
2003-09-18,340.462
2003-09-19,337.184
2003-09-22,334.518
2003-09-23,334.134
2003-09-24,330.824
2003-09-25,329.817
2003-09-26,329.628
2003-09-29,327.866
2003-09-30,324.111
2003-10-01,328.803
2003-10-02,329.126
2003-10-03,339.309
2003-10-06,343.71
2003-10-07,351.409
2003-10-08,355.829
2003-10-09,358.984
2003-10-10,354.999
2003-10-13,360.785
2003-10-14,364.048
2003-10-15,370.519
2003-10-16,364.096
2003-10-17,363.841
2003-10-20,362.358
2003-10-21,359.782
2003-10-22,354.357
2003-10-23,350.394
2003-10-24,358.848
2003-10-27,361.766
2003-10-28,364.875
2003-10-29,365.86
2003-10-30,364.279
2003-10-31,358.972
2003-11-03,355.05
2003-11-04,356.045
2003-11-05,348.218
2003-11-06,353.172
2003-11-07,356.227
2003-11-10,353.948
2003-11-11,348.466
2003-11-12,358.908
2003-11-13,367.522
2003-11-14,374.987
2003-11-17,361.912
2003-11-18,361.825
2003-11-19,358.424
2003-11-20,355.831
2003-11-21,355.946
2003-11-24,360.177
2003-11-25,360.022
2003-11-26,358.875
2003-11-27,362.395
2003-11-28,361.616
2003-12-01,366.118
2003-12-02,370.13
2003-12-03,372.89
2003-12-04,373.968
2003-12-05,375.939
2003-12-08,377.57
2003-12-09,379.544
2003-12-10,381.205
2003-12-11,375.504
2003-12-12,382.756
2003-12-15,388.12
2003-12-16,385.519
2003-12-17,381.575
2003-12-18,378.901
2003-12-19,381.444
2003-12-22,386.028
2003-12-23,391.656
2003-12-24,392.005
2003-12-25,392.005
2003-12-26,391.546
2003-12-29,399.424
2003-12-30,400.541
2003-12-31,402.993
2004-01-01,402.993
2004-01-02,407.387
2004-01-05,411.929
2004-01-06,412.147
2004-01-07,406.41
2004-01-08,403.458
2004-01-09,405.85
2004-01-12,402.922
2004-01-13,403.723
2004-01-14,400.505
2004-01-15,402.623
2004-01-16,396.879
2004-01-19,395.078
2004-01-20,400.969
2004-01-21,406.183
2004-01-22,413.13
2004-01-23,411.48
2004-01-26,405.894
2004-01-27,405.284
2004-01-28,405.898
2004-01-29,393.126
2004-01-30,393.853
2004-02-02,394.511
2004-02-03,393.367
2004-02-04,390.236
2004-02-05,392.02
2004-02-06,397.268
2004-02-09,396.986
2004-02-10,398.211
2004-02-11,398.93
2004-02-12,398.463
2004-02-13,395.191
2004-02-16,393.552
2004-02-17,400.95
2004-02-18,395.317
2004-02-19,395.757
2004-02-20,391.396
2004-02-23,393.2
2004-02-24,390.471
2004-02-25,384.063
2004-02-26,381.443
2004-02-27,377.903
2004-03-01,383.332
2004-03-02,382.258
2004-03-03,377.176
2004-03-04,379.173
2004-03-05,388.962
2004-03-08,389.34
2004-03-09,388.635
2004-03-10,382.587
2004-03-11,374.118
2004-03-12,372.037
2004-03-15,368.553
2004-03-16,371.641
2004-03-17,369.322
2004-03-18,369.419
2004-03-19,372.2
2004-03-22,364.79
2004-03-23,371.218
2004-03-24,363.575
2004-03-25,369.64
2004-03-26,370.379
2004-03-29,375.445
2004-03-30,375.675
2004-03-31,380.941
2004-04-01,388.787
2004-04-02,386.509
2004-04-05,389.048
2004-04-06,388.281
2004-04-07,388.645
2004-04-08,392.085
2004-04-09,392.085
2004-04-12,390.089
2004-04-13,386.895
2004-04-14,387.893
2004-04-15,382.638
2004-04-16,389.011
2004-04-19,392.306
2004-04-20,392.121
2004-04-21,386.075
2004-04-22,391.878
2004-04-23,391.886
2004-04-26,398.575
2004-04-27,401.508
2004-04-28,395.689
2004-04-29,393.113
2004-04-30,388.999
2004-05-03,389.814
2004-05-04,392.904
2004-05-05,400.12
2004-05-06,387.421
2004-05-07,381.924
2004-05-10,364.271
2004-05-11,368.944
2004-05-12,369.474
2004-05-13,379.2
2004-05-14,376.825
2004-05-17,377.802
2004-05-18,378.303
2004-05-19,387.539
2004-05-20,384.675
2004-05-21,384.479
2004-05-24,384.03
2004-05-25,384.935
2004-05-26,386.929
2004-05-27,396.449
2004-05-28,394.162
2004-05-31,394.162
2004-06-01,391.04
2004-06-02,394.514
2004-06-03,399.071
2004-06-04,402.733
2004-06-07,408.304
2004-06-08,408.698
2004-06-09,400.374
2004-06-10,400.563
2004-06-11,398.489
2004-06-14,397.97
2004-06-15,400.214
2004-06-16,399.673
2004-06-17,399.025
2004-06-18,403.671
2004-06-21,402.766
2004-06-22,401.377
2004-06-23,405.285
2004-06-24,411.502
2004-06-25,410.485
2004-06-28,415.861
2004-06-29,413.082
2004-06-30,413.861
2004-07-01,408.736
2004-07-02,413.178
2004-07-05,411.476
2004-07-06,407.162
2004-07-07,408.748
2004-07-08,412.169
2004-07-09,410.92
2004-07-12,406.987
2004-07-13,408.933
2004-07-14,413.36
2004-07-15,414.194
2004-07-16,417.941
2004-07-19,414.292
2004-07-20,412.728
2004-07-21,415.973
2004-07-22,407.095
2004-07-23,400.288
2004-07-26,402.286
2004-07-27,401.447
2004-07-28,399.416
2004-07-29,404.024
2004-07-30,404.01
2004-08-02,403.97
2004-08-03,405.172
2004-08-04,402.184
2004-08-05,406.527
2004-08-06,405.93
2004-08-09,401.629
2004-08-10,409.013
2004-08-11,400.605
2004-08-12,404.654
2004-08-13,403.456
2004-08-16,405.346
2004-08-17,403.745
2004-08-18,411.812
2004-08-19,412.742
2004-08-20,411.402
2004-08-23,414.674
2004-08-24,411.887
2004-08-25,414.351
2004-08-26,418.893
2004-08-27,418.347
2004-08-30,418.066
2004-08-31,422.17
2004-09-01,428.03
2004-09-02,428.579
2004-09-03,428.571
2004-09-06,428.564
2004-09-07,430.872
2004-09-08,433.825
2004-09-09,431.484
2004-09-10,435.827
2004-09-13,440.951
2004-09-14,440.891
2004-09-15,432.497
2004-09-16,431.853
2004-09-17,431.575
2004-09-20,431.868
2004-09-21,436.551
2004-09-22,434.384
2004-09-23,433.342
2004-09-24,431.332
2004-09-27,429.193
2004-09-28,431.614
2004-09-29,444.546
2004-09-30,447.961
2004-10-01,455.739
2004-10-04,457.107
2004-10-05,461.509
2004-10-06,456.761
2004-10-07,451.778
2004-10-08,457.682
2004-10-11,461.177
2004-10-12,453.833
2004-10-13,454.35
2004-10-14,455.482
2004-10-15,458.458
2004-10-18,459.191
2004-10-19,462.453
2004-10-20,465.108
2004-10-21,461.986
2004-10-22,463.574
2004-10-25,462.019
2004-10-26,464.295
2004-10-27,470.431
2004-10-28,473.683
2004-10-29,473.748
2004-11-01,480.669
2004-11-02,482.879
2004-11-03,488.515
2004-11-04,493.098
2004-11-05,498.297
2004-11-08,496.679
2004-11-09,494.586
2004-11-10,499.14
2004-11-11,502.278
2004-11-12,509.242
2004-11-15,508.552
2004-11-16,506.899
2004-11-17,513.745
2004-11-18,510.36
2004-11-19,512.891
2004-11-22,509.043
2004-11-23,512.036
2004-11-24,519.206
2004-11-25,528.35
2004-11-26,532.112
2004-11-29,532.25
2004-11-30,531.713
2004-12-01,536.192
2004-12-02,530.953
2004-12-03,533.943
2004-12-06,535.417
2004-12-07,537.737
2004-12-08,527.917
2004-12-09,523.875
2004-12-10,527.325
2004-12-13,534.159
2004-12-14,530.269
2004-12-15,534.743
2004-12-16,529.613
2004-12-17,523.191
2004-12-20,531.736
2004-12-21,531.837
2004-12-22,537.867
2004-12-23,543.612
2004-12-24,546.847
2004-12-27,547.82
2004-12-28,546.116
2004-12-29,546.722
2004-12-30,545.331
2004-12-31,542.763
2005-01-03,543.584
2005-01-04,534.326
2005-01-05,529.041
2005-01-06,523.165
2005-01-07,524.579
2005-01-10,532.923
2005-01-11,529.083
2005-01-12,523.962
2005-01-13,524.148
2005-01-14,522.897
2005-01-17,522.968
2005-01-18,517.936
2005-01-19,519.927
2005-01-20,513.084
2005-01-21,510.902
2005-01-24,505.942
2005-01-25,506.78
2005-01-26,509.294
2005-01-27,509.227
2005-01-28,502.695
2005-01-31,510.179
2005-02-01,514.239
2005-02-02,520.699
2005-02-03,515.749
2005-02-04,521.585
2005-02-07,520.616
2005-02-08,512.978
2005-02-09,522.468
2005-02-10,519.99
2005-02-11,535.166
2005-02-14,538.104
2005-02-15,541.481
2005-02-16,537.196
2005-02-17,544.16
2005-02-18,537.715
2005-02-21,539.004
2005-02-22,540.02
2005-02-23,544.508
2005-02-24,549.766
2005-02-25,553.478
2005-02-28,561.345
2005-03-01,561.238
2005-03-02,557.285
2005-03-03,557.122
2005-03-04,570.818
2005-03-07,567.153
2005-03-08,573.4
2005-03-09,569.692
2005-03-10,565.337
2005-03-11,572.708
2005-03-14,569.648
2005-03-15,572.148
2005-03-16,568.069
2005-03-17,566.878
2005-03-18,559.541
2005-03-21,549.965
2005-03-22,555.95
2005-03-23,549.67
2005-03-24,549.972
2005-03-25,549.972
2005-03-28,546.189
2005-03-29,544.145
2005-03-30,540.772
2005-03-31,541.872
2005-04-01,547.154
2005-04-04,539.208
2005-04-05,545.297
2005-04-06,549.463
2005-04-07,552.426
2005-04-08,548.843
2005-04-11,553.163
2005-04-12,550.038
2005-04-13,552.941
2005-04-14,551.435
2005-04-15,548.402
2005-04-18,540.365
2005-04-19,543.742
2005-04-20,549.367
2005-04-21,549.074
2005-04-22,555.666
2005-04-25,552.982
2005-04-26,548.372
2005-04-27,534.209
2005-04-28,521.202
2005-04-29,521.186
2005-05-02,519.87
2005-05-03,518.324
2005-05-04,520.985
2005-05-05,520.732
2005-05-06,523.988
2005-05-09,523.042
2005-05-10,523.998
2005-05-11,516.772
2005-05-12,515.619
2005-05-13,516.089
2005-05-16,512.59
2005-05-17,515.328
2005-05-18,522.545
2005-05-19,519.492
2005-05-20,514.732
2005-05-23,516.389
2005-05-24,516.267
2005-05-25,515.521
2005-05-26,514.358
2005-05-27,517.18
2005-05-30,516.236
2005-05-31,511.769
2005-06-01,512.444
2005-06-02,508.53
2005-06-03,505.251
2005-06-06,505.655
2005-06-07,510.71
2005-06-08,510.492
2005-06-09,502.767
2005-06-10,498.159
2005-06-13,493.668
2005-06-14,499.526
2005-06-15,499.249
2005-06-16,501.653
2005-06-17,513.288
2005-06-20,507.597
2005-06-21,505.327
2005-06-22,502.612
2005-06-23,497.984
2005-06-24,498.443
2005-06-27,490.155
2005-06-28,491.656
2005-06-29,493.658
2005-06-30,497.192
2005-07-01,496.547
2005-07-04,493.401
2005-07-05,496.301
2005-07-06,498.74
2005-07-07,491.113
2005-07-08,497.116
2005-07-11,507.122
2005-07-12,512.568
2005-07-13,515.416
2005-07-14,515.277
2005-07-15,511.669
2005-07-18,514.131
2005-07-19,512.468
2005-07-20,508.121
2005-07-21,512.002
2005-07-22,516.438
2005-07-25,510.513
2005-07-26,511.356
2005-07-27,521.124
2005-07-28,521.57
2005-07-29,523.542
2005-08-01,526.019
2005-08-02,535.136
2005-08-03,536.663
2005-08-04,538.58
2005-08-05,535.398
2005-08-08,538.797
2005-08-09,537.108
2005-08-10,546.735
2005-08-11,547.603
2005-08-12,544.448
2005-08-15,541.976
2005-08-16,538.647
2005-08-17,535.706
2005-08-18,534.122
2005-08-19,534.421
2005-08-22,538.401
2005-08-23,531.236
2005-08-24,528.22
2005-08-25,525.34
2005-08-26,522.117
2005-08-29,523.84
2005-08-30,517.345
2005-08-31,529.53
2005-09-01,538.227
2005-09-02,547.323
2005-09-05,546.744
2005-09-06,545.132
2005-09-07,543.332
2005-09-08,536.113
2005-09-09,540.245
2005-09-12,533.652
2005-09-13,532.174
2005-09-14,537.489
2005-09-15,531.963
2005-09-16,533.9
2005-09-19,529.153
2005-09-20,532.378
2005-09-21,528.348
2005-09-22,525.14
2005-09-23,518.565
2005-09-26,524.299
2005-09-27,525.674
2005-09-28,531.473
2005-09-29,533.885
2005-09-30,541.247
2005-10-03,537.153
2005-10-04,535.375
2005-10-05,533.43
2005-10-06,535.234
2005-10-07,535.248
2005-10-10,534.193
2005-10-11,534.886
2005-10-12,532.968
2005-10-13,518.842
2005-10-14,524.907
2005-10-17,518.932
2005-10-18,515.023
2005-10-19,506.058
2005-10-20,509.772
2005-10-21,506.803
2005-10-24,510.061
2005-10-25,524.441
2005-10-26,526.457
2005-10-27,529.098
2005-10-28,527.163
2005-10-31,533.846
2005-11-01,534.044
2005-11-02,536.038
2005-11-03,540.162
2005-11-04,529.68
2005-11-07,533.597
2005-11-08,535.139
2005-11-09,532.597
