Date,SINGAPORE LARGE GROWTH Large Cap
2001-08-15,528.613
2001-08-16,526.283
2001-08-17,522.259
2001-08-20,521.789
2001-08-21,524.794
2001-08-22,523.753
2001-08-23,525.353
2001-08-24,523.401
2001-08-27,530.127
2001-08-28,528.578
2001-08-29,528.31
2001-08-30,513.795
2001-08-31,523.543
2001-09-03,523.277
2001-09-04,521.088
2001-09-05,521.732
2001-09-06,519.333
2001-09-07,521.26
2001-09-10,510.0
2001-09-11,514.264
2001-09-12,498.653
2001-09-13,493.44
2001-09-14,482.613
2001-09-17,459.264
2001-09-18,454.463
2001-09-19,446.475
2001-09-20,436.414
2001-09-21,406.281
2001-09-24,424.81
2001-09-25,421.976
2001-09-26,421.566
2001-09-27,433.897
2001-09-28,440.362
2001-10-01,445.774
2001-10-02,450.931
2001-10-03,436.754
2001-10-04,440.606
2001-10-05,440.843
2001-10-08,434.916
2001-10-09,442.28
2001-10-10,426.475
2001-10-11,428.869
2001-10-12,443.176
2001-10-15,449.925
2001-10-16,446.863
2001-10-17,449.906
2001-10-18,438.774
2001-10-19,432.421
2001-10-22,428.904
2001-10-23,436.702
2001-10-24,432.039
2001-10-25,428.416
2001-10-26,428.816
2001-10-29,429.426
2001-10-30,427.687
2001-10-31,421.696
2001-11-01,414.481
2001-11-02,415.648
2001-11-05,410.159
2001-11-06,413.491
2001-11-07,409.588
2001-11-08,409.707
2001-11-09,420.239
2001-11-12,418.75
2001-11-13,420.265
2001-11-14,420.265
2001-11-15,438.632
2001-11-16,429.899
2001-11-19,438.235
2001-11-20,433.652
2001-11-21,438.584
2001-11-22,433.884
2001-11-23,434.184
2001-11-26,438.527
2001-11-27,449.518
2001-11-28,443.962
2001-11-29,431.937
2001-11-30,437.615
2001-12-03,432.393
2001-12-04,436.3
2001-12-05,446.748
2001-12-06,456.286
2001-12-07,453.807
2001-12-10,453.136
2001-12-11,449.428
2001-12-12,445.35
2001-12-13,442.997
2001-12-14,438.729
2001-12-17,438.347
2001-12-18,435.954
2001-12-19,443.193
2001-12-20,443.868
2001-12-21,437.106
2001-12-24,440.792
2001-12-25,440.792
2001-12-26,438.117
2001-12-27,439.63
2001-12-28,443.183
2001-12-31,445.685
2002-01-01,445.685
2002-01-02,443.147
2002-01-03,449.16
2002-01-04,451.184
2002-01-07,454.327
2002-01-08,454.67
2002-01-09,452.27
2002-01-10,453.072
2002-01-11,446.294
2002-01-14,456.023
2002-01-15,449.113
2002-01-16,445.308
2002-01-17,441.757
2002-01-18,440.227
2002-01-21,444.178
2002-01-22,439.719
2002-01-23,438.561
2002-01-24,439.183
2002-01-25,457.716
2002-01-28,467.028
2002-01-29,463.641
2002-01-30,461.398
2002-01-31,463.307
2002-02-01,459.694
2002-02-04,456.186
2002-02-05,453.503
2002-02-06,458.732
2002-02-07,450.344
2002-02-08,453.814
2002-02-11,452.461
2002-02-12,452.856
2002-02-13,453.005
2002-02-14,455.265
2002-02-15,449.927
2002-02-18,448.603
2002-02-19,445.169
2002-02-20,444.117
2002-02-21,445.625
2002-02-22,431.777
2002-02-25,430.965
2002-02-26,432.854
2002-02-27,433.773
2002-02-28,441.736
2002-03-01,443.003
2002-03-04,463.482
2002-03-05,462.571
2002-03-06,456.465
2002-03-07,463.354
2002-03-08,463.783
2002-03-11,464.776
2002-03-12,461.404
2002-03-13,455.715
2002-03-14,458.218
2002-03-15,458.595
2002-03-18,452.059
2002-03-19,455.101
2002-03-20,456.366
2002-03-21,449.483
2002-03-22,453.648
2002-03-25,448.805
2002-03-26,446.595
2002-03-27,451.553
2002-03-28,451.548
2002-03-29,451.548
2002-04-01,450.601
2002-04-02,452.072
2002-04-03,447.189
2002-04-04,451.758
2002-04-05,453.664
2002-04-08,454.008
2002-04-09,448.181
2002-04-10,441.24
2002-04-11,448.135
2002-04-12,450.216
2002-04-15,450.246
2002-04-16,454.872
2002-04-17,456.092
2002-04-18,452.309
2002-04-19,449.21
2002-04-22,444.592
2002-04-23,445.5
2002-04-24,441.098
2002-04-25,434.21
2002-04-26,436.801
2002-04-29,434.649
2002-04-30,436.49
2002-05-01,436.96
2002-05-02,438.149
2002-05-03,439.249
2002-05-06,434.978
2002-05-07,435.536
2002-05-08,439.143
2002-05-09,432.827
2002-05-10,437.334
2002-05-13,434.397
2002-05-14,435.27
2002-05-15,437.104
2002-05-16,433.176
2002-05-17,435.064
2002-05-20,431.76
2002-05-21,437.021
2002-05-22,444.897
2002-05-23,435.05
2002-05-24,441.243
2002-05-27,441.562
2002-05-28,438.459
2002-05-29,431.512
2002-05-30,432.979
2002-05-31,437.341
2002-06-03,443.194
2002-06-04,438.682
2002-06-05,437.348
2002-06-06,437.384
2002-06-07,440.63
2002-06-10,440.162
2002-06-11,437.329
2002-06-12,436.05
2002-06-13,437.113
2002-06-14,428.92
2002-06-17,429.616
2002-06-18,427.557
2002-06-19,420.13
2002-06-20,426.599
2002-06-21,419.308
2002-06-24,418.062
2002-06-25,431.787
2002-06-26,425.554
2002-06-27,428.621
2002-06-28,432.024
2002-07-01,427.532
2002-07-02,427.327
2002-07-03,433.953
2002-07-04,435.978
2002-07-05,445.271
2002-07-08,444.52
2002-07-09,454.433
2002-07-10,459.256
2002-07-11,453.07
2002-07-12,461.112
2002-07-15,464.319
2002-07-16,458.78
2002-07-17,448.066
2002-07-18,445.419
2002-07-19,444.876
2002-07-22,431.578
2002-07-23,443.495
2002-07-24,430.586
2002-07-25,427.808
2002-07-26,417.298
2002-07-29,422.036
2002-07-30,427.379
2002-07-31,422.386
2002-08-01,426.126
2002-08-02,424.591
2002-08-05,412.747
2002-08-06,385.951
2002-08-07,391.324
2002-08-08,385.294
2002-08-09,385.96
2002-08-12,390.259
2002-08-13,403.568
2002-08-14,410.91
2002-08-15,401.655
2002-08-16,404.393
2002-08-19,401.6
2002-08-20,406.287
2002-08-21,408.427
2002-08-22,413.929
2002-08-23,412.698
2002-08-26,408.256
2002-08-27,407.441
2002-08-28,406.749
2002-08-29,399.491
2002-08-30,400.706
2002-09-02,394.967
2002-09-03,390.759
2002-09-04,394.885
2002-09-05,385.211
2002-09-06,378.26
2002-09-09,371.686
2002-09-10,376.587
2002-09-11,377.614
2002-09-12,367.82
2002-09-13,362.238
2002-09-16,363.956
2002-09-17,370.046
2002-09-18,361.4
2002-09-19,368.428
2002-09-20,360.617
2002-09-23,365.031
2002-09-24,355.226
2002-09-25,345.323
2002-09-26,346.77
2002-09-27,352.252
2002-09-30,341.542
2002-10-01,341.021
2002-10-02,341.219
2002-10-03,341.417
2002-10-04,343.031
2002-10-07,342.253
2002-10-08,351.043
2002-10-09,349.98
2002-10-10,342.171
2002-10-11,353.828
2002-10-14,347.72
2002-10-15,364.997
2002-10-16,371.014
2002-10-17,378.872
2002-10-18,377.246
2002-10-21,377.513
2002-10-22,379.956
2002-10-23,385.877
2002-10-24,379.667
2002-10-25,382.066
2002-10-28,383.758
2002-10-29,377.071
2002-10-30,381.618
2002-10-31,380.195
2002-11-01,367.457
2002-11-04,367.801
2002-11-05,379.816
2002-11-06,384.897
2002-11-07,382.053
2002-11-08,380.886
2002-11-11,379.003
2002-11-12,375.103
2002-11-13,375.636
2002-11-14,376.296
2002-11-15,383.265
2002-11-18,382.808
2002-11-19,373.431
2002-11-20,362.976
2002-11-21,370.343
2002-11-22,376.379
2002-11-25,372.734
2002-11-26,369.801
2002-11-27,365.863
2002-11-28,369.721
2002-11-29,367.628
2002-12-02,365.667
2002-12-03,363.953
2002-12-04,362.301
2002-12-05,358.926
2002-12-06,360.642
2002-12-09,359.103
2002-12-10,361.704
2002-12-11,362.694
2002-12-12,367.276
2002-12-13,367.206
2002-12-16,364.969
2002-12-17,359.547
2002-12-18,358.744
2002-12-19,364.81
2002-12-20,358.498
2002-12-23,357.79
2002-12-24,358.333
2002-12-25,358.333
2002-12-26,358.237
2002-12-27,360.008
2002-12-30,358.715
2002-12-31,360.203
2003-01-01,360.203
2003-01-02,357.799
2003-01-03,358.603
2003-01-06,356.816
2003-01-07,350.325
2003-01-08,355.944
2003-01-09,358.415
2003-01-10,361.435
2003-01-13,371.166
2003-01-14,377.951
2003-01-15,369.938
2003-01-16,369.649
2003-01-17,366.71
2003-01-20,366.867
2003-01-21,364.333
2003-01-22,369.179
2003-01-23,365.595
2003-01-24,362.575
2003-01-27,355.746
2003-01-28,357.119
2003-01-29,347.073
2003-01-30,344.167
2003-01-31,343.941
2003-02-03,343.398
2003-02-04,342.767
2003-02-05,339.166
2003-02-06,338.268
2003-02-07,337.72
2003-02-10,335.112
2003-02-11,336.927
2003-02-12,335.95
2003-02-13,328.506
2003-02-14,330.669
2003-02-17,339.546
2003-02-18,338.697
2003-02-19,343.247
2003-02-20,341.475
2003-02-21,342.03
2003-02-24,342.959
2003-02-25,340.021
2003-02-26,339.649
2003-02-27,334.253
2003-02-28,334.373
2003-03-03,335.584
2003-03-04,332.097
2003-03-05,330.586
2003-03-06,323.968
2003-03-07,319.046
2003-03-10,317.309
2003-03-11,318.181
2003-03-12,321.019
2003-03-13,320.129
2003-03-14,325.008
2003-03-17,318.66
2003-03-18,328.736
2003-03-19,330.504
2003-03-20,346.768
2003-03-21,351.886
2003-03-24,342.675
2003-03-25,344.824
2003-03-26,348.695
2003-03-27,345.234
2003-03-28,343.345
2003-03-31,330.615
2003-04-01,328.826
2003-04-02,331.6
2003-04-03,332.148
2003-04-04,334.463
2003-04-07,338.273
2003-04-08,331.244
2003-04-09,323.925
2003-04-10,325.391
2003-04-11,328.463
2003-04-14,320.589
2003-04-15,323.38
2003-04-16,324.164
2003-04-17,324.765
2003-04-18,324.765
2003-04-21,321.455
2003-04-22,320.955
2003-04-23,317.059
2003-04-24,310.951
2003-04-25,303.258
2003-04-28,312.703
2003-04-29,326.186
2003-04-30,325.308
2003-05-01,326.632
2003-05-02,328.209
2003-05-05,339.953
2003-05-06,340.617
2003-05-07,340.398
2003-05-08,340.443
2003-05-09,337.808
2003-05-12,345.914
2003-05-13,345.404
2003-05-14,341.546
2003-05-15,344.201
2003-05-16,336.149
2003-05-19,331.759
2003-05-20,333.733
2003-05-21,332.869
2003-05-22,337.723
2003-05-23,339.852
2003-05-26,344.618
2003-05-27,343.208
2003-05-28,345.858
2003-05-29,349.072
2003-05-30,346.766
2003-06-02,355.879
2003-06-03,359.061
2003-06-04,364.96
2003-06-05,375.582
2003-06-06,374.822
2003-06-09,376.667
2003-06-10,373.362
2003-06-11,379.584
2003-06-12,390.34
2003-06-13,393.02
2003-06-16,392.476
2003-06-17,398.895
2003-06-18,394.403
2003-06-19,402.678
2003-06-20,402.256
2003-06-23,395.314
2003-06-24,382.921
2003-06-25,383.207
2003-06-26,377.373
2003-06-27,385.717
2003-06-30,375.479
2003-07-01,377.292
2003-07-02,384.574
2003-07-03,389.154
2003-07-04,390.205
2003-07-07,395.292
2003-07-08,395.607
2003-07-09,396.476
2003-07-10,392.838
2003-07-11,403.402
2003-07-14,409.712
2003-07-15,408.992
2003-07-16,413.63
2003-07-17,411.341
2003-07-18,406.175
2003-07-21,403.452
2003-07-22,397.762
2003-07-23,399.194
2003-07-24,400.681
2003-07-25,403.781
2003-07-28,409.231
2003-07-29,409.073
2003-07-30,407.018
2003-07-31,400.414
2003-08-01,400.713
2003-08-04,391.891
2003-08-05,383.995
2003-08-06,389.504
2003-08-07,396.87
2003-08-08,395.859
2003-08-11,400.987
2003-08-12,403.616
2003-08-13,411.874
2003-08-14,415.027
2003-08-15,414.201
2003-08-18,422.519
2003-08-19,416.857
2003-08-20,416.177
2003-08-21,424.871
2003-08-22,425.845
2003-08-25,416.393
2003-08-26,407.68
2003-08-27,407.502
2003-08-28,408.756
2003-08-29,404.648
2003-09-01,408.42
2003-09-02,404.03
2003-09-03,408.499
2003-09-04,408.298
2003-09-05,408.298
2003-09-08,407.014
2003-09-09,392.891
2003-09-10,389.603
2003-09-11,397.753
2003-09-12,393.754
2003-09-15,398.369
2003-09-16,399.182
2003-09-17,402.792
2003-09-18,400.112
2003-09-19,402.68
2003-09-22,407.467
2003-09-23,410.016
2003-09-24,421.444
2003-09-25,421.244
2003-09-26,422.554
2003-09-29,420.712
2003-09-30,420.243
2003-10-01,420.889
2003-10-02,423.215
2003-10-03,428.627
2003-10-06,437.856
2003-10-07,440.97
2003-10-08,444.844
2003-10-09,440.227
2003-10-10,445.605
2003-10-13,444.788
2003-10-14,433.387
2003-10-15,440.19
2003-10-16,441.782
2003-10-17,448.333
2003-10-20,449.198
2003-10-21,452.175
2003-10-22,449.925
2003-10-23,439.161
2003-10-24,439.615
2003-10-27,431.632
2003-10-28,439.356
2003-10-29,442.268
2003-10-30,441.443
2003-10-31,442.196
2003-11-03,448.072
2003-11-04,455.226
2003-11-05,449.703
2003-11-06,448.477
2003-11-07,446.468
2003-11-10,439.134
2003-11-11,429.861
2003-11-12,435.199
2003-11-13,441.734
2003-11-14,440.271
2003-11-17,426.724
2003-11-18,429.216
2003-11-19,423.319
2003-11-20,422.023
2003-11-21,420.543
2003-11-24,422.741
2003-11-25,422.741
2003-11-26,425.58
2003-11-27,429.098
2003-11-28,433.75
2003-12-01,442.685
2003-12-02,440.353
2003-12-03,445.463
2003-12-04,438.311
2003-12-05,443.028
2003-12-08,441.016
2003-12-09,436.723
2003-12-10,438.482
2003-12-11,444.359
2003-12-12,447.5
2003-12-15,452.073
2003-12-16,446.731
2003-12-17,444.062
2003-12-18,438.112
2003-12-19,437.088
2003-12-22,442.873
2003-12-23,442.632
2003-12-24,445.31
2003-12-25,445.31
2003-12-26,446.482
2003-12-29,448.917
2003-12-30,455.251
2003-12-31,455.861
2004-01-01,455.861
2004-01-02,460.823
2004-01-05,467.945
2004-01-06,472.703
2004-01-07,476.015
2004-01-08,478.162
2004-01-09,479.193
2004-01-12,478.845
2004-01-13,484.977
2004-01-14,478.87
2004-01-15,469.189
2004-01-16,470.486
2004-01-19,473.368
2004-01-20,475.873
2004-01-21,487.967
2004-01-22,489.928
2004-01-23,489.176
2004-01-26,492.401
2004-01-27,497.743
2004-01-28,487.778
2004-01-29,474.783
2004-01-30,479.194
2004-02-02,479.519
2004-02-03,475.615
2004-02-04,468.479
2004-02-05,464.268
2004-02-06,469.168
2004-02-09,485.341
2004-02-10,475.55
2004-02-11,478.486
2004-02-12,480.317
2004-02-13,479.74
2004-02-16,482.007
2004-02-17,490.832
2004-02-18,490.238
2004-02-19,484.834
2004-02-20,481.485
2004-02-23,476.738
2004-02-24,476.367
2004-02-25,471.317
2004-02-26,472.939
2004-02-27,468.657
2004-03-01,466.751
2004-03-02,463.237
2004-03-03,456.248
2004-03-04,457.025
2004-03-05,455.875
2004-03-08,455.505
2004-03-09,458.019
2004-03-10,453.214
2004-03-11,448.692
2004-03-12,443.472
2004-03-15,447.6
2004-03-16,447.078
2004-03-17,447.573
2004-03-18,448.458
2004-03-19,450.365
2004-03-22,438.986
2004-03-23,442.627
2004-03-24,449.658
2004-03-25,449.459
2004-03-26,442.466
2004-03-29,448.489
2004-03-30,452.051
2004-03-31,460.701
2004-04-01,461.718
2004-04-02,460.479
2004-04-05,458.142
2004-04-06,453.224
2004-04-07,456.072
2004-04-08,461.003
2004-04-09,461.003
2004-04-12,464.501
2004-04-13,465.229
2004-04-14,454.41
2004-04-15,447.705
2004-04-16,451.879
2004-04-19,448.222
2004-04-20,451.099
2004-04-21,445.87
2004-04-22,450.622
2004-04-23,450.812
2004-04-26,443.94
2004-04-27,443.101
2004-04-28,442.298
2004-04-29,437.878
2004-04-30,454.872
2004-05-03,450.844
2004-05-04,459.637
2004-05-05,471.273
2004-05-06,474.528
2004-05-07,460.378
2004-05-10,439.515
2004-05-11,443.085
2004-05-12,444.265
2004-05-13,440.129
2004-05-14,433.501
2004-05-17,422.519
2004-05-18,427.087
2004-05-19,440.999
2004-05-20,432.004
2004-05-21,439.792
2004-05-24,438.329
2004-05-25,436.861
2004-05-26,440.241
2004-05-27,441.92
2004-05-28,448.914
2004-05-31,448.503
2004-06-01,447.872
2004-06-02,446.834
2004-06-03,446.721
2004-06-04,448.765
2004-06-07,458.497
2004-06-08,456.092
2004-06-09,459.377
2004-06-10,456.985
2004-06-11,454.852
2004-06-14,452.66
2004-06-15,456.499
2004-06-16,460.057
2004-06-17,453.678
2004-06-18,446.892
2004-06-21,444.956
2004-06-22,441.493
2004-06-23,442.62
2004-06-24,447.223
2004-06-25,449.925
2004-06-28,451.004
2004-06-29,450.438
2004-06-30,449.175
2004-07-01,452.838
2004-07-02,451.726
2004-07-05,456.796
2004-07-06,454.558
2004-07-07,461.955
2004-07-08,459.72
2004-07-09,467.099
2004-07-12,475.998
2004-07-13,476.65
2004-07-14,478.229
2004-07-15,477.655
2004-07-16,476.967
2004-07-19,479.875
2004-07-20,474.247
2004-07-21,473.637
2004-07-22,471.086
2004-07-23,464.027
2004-07-26,465.145
2004-07-27,469.804
2004-07-28,469.58
2004-07-29,475.916
2004-07-30,477.132
2004-08-02,479.928
2004-08-03,484.181
2004-08-04,481.15
2004-08-05,487.102
2004-08-06,484.798
2004-08-09,484.954
2004-08-10,479.584
2004-08-11,484.397
2004-08-12,483.683
2004-08-13,477.485
2004-08-16,485.863
2004-08-17,487.283
2004-08-18,488.566
2004-08-19,493.313
2004-08-20,489.758
2004-08-23,492.515
2004-08-24,491.339
2004-08-25,490.809
2004-08-26,492.002
2004-08-27,491.139
2004-08-30,487.756
2004-08-31,492.791
2004-09-01,495.062
2004-09-02,503.499
2004-09-03,505.835
2004-09-06,507.187
2004-09-07,514.701
2004-09-08,511.948
2004-09-09,516.689
2004-09-10,515.376
2004-09-13,521.157
2004-09-14,529.502
2004-09-15,533.46
2004-09-16,525.471
2004-09-17,521.765
2004-09-20,518.23
2004-09-21,519.507
2004-09-22,516.439
2004-09-23,514.623
2004-09-24,510.886
2004-09-27,511.434
2004-09-28,509.454
2004-09-29,509.476
2004-09-30,516.363
2004-10-01,516.204
2004-10-04,523.51
2004-10-05,522.135
2004-10-06,517.843
2004-10-07,513.921
2004-10-08,514.264
2004-10-11,512.17
2004-10-12,506.311
2004-10-13,507.029
2004-10-14,501.379
2004-10-15,507.908
2004-10-18,502.136
2004-10-19,510.685
2004-10-20,504.741
2004-10-21,510.02
2004-10-22,509.214
2004-10-25,509.269
2004-10-26,510.237
2004-10-27,510.968
2004-10-28,523.363
2004-10-29,520.842
2004-11-01,516.469
2004-11-02,521.37
2004-11-03,526.535
2004-11-04,524.97
2004-11-05,520.978
2004-11-08,520.794
2004-11-09,518.745
2004-11-10,523.427
2004-11-11,524.09
2004-11-12,532.471
2004-11-15,532.39
2004-11-16,532.737
2004-11-17,536.604
2004-11-18,528.107
2004-11-19,531.178
2004-11-22,525.909
2004-11-23,528.783
2004-11-24,532.767
2004-11-25,525.749
2004-11-26,524.271
2004-11-29,529.059
2004-11-30,526.103
2004-12-01,530.916
2004-12-02,532.628
2004-12-03,533.548
2004-12-06,522.837
2004-12-07,522.267
2004-12-08,519.849
2004-12-09,512.845
2004-12-10,515.156
2004-12-13,519.998
2004-12-14,526.349
2004-12-15,531.671
2004-12-16,525.105
2004-12-17,530.153
2004-12-20,532.174
2004-12-21,534.197
2004-12-22,530.934
2004-12-23,531.955
2004-12-24,532.538
2004-12-27,528.019
2004-12-28,530.003
2004-12-29,527.108
2004-12-30,529.372
2004-12-31,531.792
2005-01-03,527.712
2005-01-04,527.278
2005-01-05,527.527
2005-01-06,532.066
2005-01-07,529.117
2005-01-10,529.816
2005-01-11,537.863
2005-01-12,537.5
2005-01-13,540.462
2005-01-14,540.057
2005-01-17,541.692
2005-01-18,533.283
2005-01-19,537.734
2005-01-20,535.34
2005-01-21,535.536
2005-01-24,537.805
2005-01-25,530.853
2005-01-26,542.231
2005-01-27,542.002
2005-01-28,547.374
2005-01-31,550.66
2005-02-01,550.35
2005-02-02,551.809
2005-02-03,550.195
2005-02-04,549.472
2005-02-07,550.698
2005-02-08,552.866
2005-02-09,552.682
2005-02-10,552.28
2005-02-11,557.297
2005-02-14,561.051
2005-02-15,561.534
2005-02-16,553.987
2005-02-17,554.881
2005-02-18,560.028
2005-02-21,559.684
2005-02-22,564.856
2005-02-23,561.132
2005-02-24,567.859
2005-02-25,562.159
2005-02-28,555.857
2005-03-01,555.057
2005-03-02,560.06
2005-03-03,562.34
2005-03-04,559.699
2005-03-07,563.697
2005-03-08,566.051
2005-03-09,570.9
2005-03-10,565.744
2005-03-11,561.02
2005-03-14,563.012
2005-03-15,560.904
2005-03-16,568.122
2005-03-17,561.877
2005-03-18,566.677
2005-03-21,568.657
2005-03-22,565.611
2005-03-23,549.384
2005-03-24,549.882
2005-03-25,549.882
2005-03-28,545.625
2005-03-29,539.604
2005-03-30,540.964
2005-03-31,544.601
2005-04-01,538.257
2005-04-04,538.883
2005-04-05,542.487
2005-04-06,545.95
2005-04-07,554.106
2005-04-08,553.768
2005-04-11,557.876
2005-04-12,547.704
2005-04-13,547.808
2005-04-14,540.372
2005-04-15,535.597
2005-04-18,525.941
2005-04-19,533.366
2005-04-20,537.078
2005-04-21,539.332
2005-04-22,539.659
2005-04-25,543.657
2005-04-26,546.777
2005-04-27,547.715
2005-04-28,547.253
2005-04-29,540.418
2005-05-02,539.263
2005-05-03,545.412
2005-05-04,545.074
2005-05-05,547.549
2005-05-06,548.465
2005-05-09,540.546
2005-05-10,540.279
2005-05-11,541.322
2005-05-12,542.677
2005-05-13,541.61
2005-05-16,539.614
2005-05-17,544.775
2005-05-18,542.184
2005-05-19,545.904
2005-05-20,548.247
2005-05-23,549.255
2005-05-24,554.658
2005-05-25,546.998
2005-05-26,541.95
2005-05-27,541.016
2005-05-30,543.391
2005-05-31,539.825
2005-06-01,540.545
2005-06-02,544.647
2005-06-03,545.168
2005-06-06,548.109
2005-06-07,550.102
2005-06-08,547.639
2005-06-09,547.167
2005-06-10,544.139
2005-06-13,543.515
2005-06-14,539.697
2005-06-15,549.006
2005-06-16,548.283
2005-06-17,550.815
2005-06-20,550.686
2005-06-21,551.096
2005-06-22,559.29
2005-06-23,560.411
2005-06-24,560.532
2005-06-27,554.405
2005-06-28,550.862
2005-06-29,555.717
2005-06-30,559.99
2005-07-01,555.175
2005-07-04,554.438
2005-07-05,554.743
2005-07-06,554.196
2005-07-07,544.724
2005-07-08,546.708
2005-07-11,557.709
2005-07-12,556.411
2005-07-13,550.415
2005-07-14,554.662
2005-07-15,554.053
2005-07-18,552.052
2005-07-19,554.208
2005-07-20,561.969
2005-07-21,576.004
2005-07-22,576.664
2005-07-25,576.454
2005-07-26,578.748
2005-07-27,585.039
2005-07-28,583.316
2005-07-29,584.381
2005-08-01,587.958
2005-08-02,592.491
2005-08-03,592.121
2005-08-04,589.895
2005-08-05,585.603
2005-08-08,595.105
2005-08-09,594.404
2005-08-10,592.425
2005-08-11,580.584
2005-08-12,581.147
2005-08-15,573.082
2005-08-16,583.28
2005-08-17,573.59
2005-08-18,572.227
2005-08-19,573.232
2005-08-22,582.224
2005-08-23,571.4
2005-08-24,566.7
2005-08-25,570.729
2005-08-26,570.357
2005-08-29,565.094
2005-08-30,560.649
2005-08-31,554.398
2005-09-01,566.119
2005-09-02,569.633
2005-09-05,563.099
2005-09-06,552.435
2005-09-07,557.321
2005-09-08,565.428
2005-09-09,565.818
2005-09-12,570.377
2005-09-13,564.124
2005-09-14,565.741
2005-09-15,563.86
2005-09-16,561.562
2005-09-19,550.665
2005-09-20,553.449
2005-09-21,548.209
2005-09-22,549.504
2005-09-23,549.342
2005-09-26,551.758
2005-09-27,545.872
2005-09-28,544.734
2005-09-29,546.404
2005-09-30,548.239
2005-10-03,545.817
2005-10-04,549.76
2005-10-05,550.509
2005-10-06,547.476
2005-10-07,549.196
2005-10-10,558.775
2005-10-11,558.029
2005-10-12,553.847
2005-10-13,553.716
2005-10-14,549.253
2005-10-17,548.05
2005-10-18,545.784
2005-10-19,527.248
2005-10-20,530.146
2005-10-21,530.816
2005-10-24,525.43
2005-10-25,525.844
2005-10-26,527.518
2005-10-27,523.718
2005-10-28,517.63
2005-10-31,522.821
2005-11-01,522.79
2005-11-02,530.847
2005-11-03,530.175
2005-11-04,526.878
2005-11-07,527.553
2005-11-08,533.746
2005-11-09,532.419
