Date,SINGAPORE LARGE GROWTH Large Cap
2010-08-26,953.832
2010-08-27,958.478
2010-08-30,966.666
2010-08-31,962.521
2010-09-01,985.849
2010-09-02,987.261
2010-09-03,994.332
2010-09-06,1008.09
2010-09-07,1007.029
2010-09-08,1004.181
2010-09-09,1009.485
2010-09-10,1010.088
2010-09-13,1032.014
2010-09-14,1029.274
2010-09-15,1032.054
2010-09-16,1034.799
2010-09-17,1043.116
2010-09-20,1045.832
2010-09-21,1054.661
2010-09-22,1059.806
2010-09-23,1053.1
2010-09-24,1054.116
2010-09-27,1063.469
2010-09-28,1053.266
2010-09-29,1056.591
2010-09-30,1050.758
2010-10-01,1069.245
2010-10-04,1076.004
2010-10-05,1084.9
2010-10-06,1103.154
2010-10-07,1096.378
2010-10-08,1086.852
2010-10-11,1091.179
2010-10-12,1087.08
2010-10-13,1119.085
2010-10-14,1124.769
2010-10-15,1128.743
2010-10-18,1117.226
2010-10-19,1112.994
2010-10-20,1123.67
2010-10-21,1125.858
2010-10-22,1124.394
2010-10-25,1137.022
2010-10-26,1121.462
2010-10-27,1099.615
2010-10-28,1108.548
2010-10-29,1114.222
2010-11-01,1133.118
2010-11-02,1142.51
2010-11-03,1145.579
2010-11-04,1156.88
2010-11-05,1153.462
2010-11-08,1168.292
2010-11-09,1185.033
2010-11-10,1165.09
2010-11-11,1161.655
2010-11-12,1129.3
2010-11-15,1121.818
2010-11-16,1115.369
2010-11-17,1116.14
2010-11-18,1126.327
2010-11-19,1119.479
2010-11-22,1120.911
2010-11-23,1078.284
2010-11-24,1084.94
2010-11-25,1095.709
2010-11-26,1081.923
2010-11-29,1083.349
2010-11-30,1075.63
2010-12-01,1098.818
2010-12-02,1100.987
2010-12-03,1106.584
2010-12-06,1107.24
2010-12-07,1114.029
2010-12-08,1108.647
2010-12-09,1117.521
2010-12-10,1111.398
2010-12-13,1116.334
2010-12-14,1119.093
2010-12-15,1097.331
2010-12-16,1085.594
2010-12-17,1086.87
2010-12-20,1075.918
2010-12-21,1088.215
2010-12-22,1091.396
2010-12-23,1087.885
2010-12-24,1095.286
2010-12-27,1101.836
2010-12-28,1116.712
2010-12-29,1130.291
2010-12-30,1139.596
2010-12-31,1142.957
2011-01-03,1152.456
2011-01-04,1145.664
2011-01-05,1137.191
2011-01-06,1144.607
2011-01-07,1144.023
2011-01-10,1124.332
2011-01-11,1130.768
2011-01-12,1145.481
2011-01-13,1148.851
2011-01-14,1142.252
2011-01-17,1136.269
2011-01-18,1148.172
2011-01-19,1149.349
2011-01-20,1124.512
2011-01-21,1123.211
2011-01-24,1118.427
2011-01-25,1115.611
2011-01-26,1135.79
2011-01-27,1137.404
2011-01-28,1128.196
2011-01-31,1108.413
2011-02-01,1118.672
2011-02-02,1135.181
2011-02-03,1132.022
2011-02-04,1132.644
2011-02-07,1125.449
2011-02-08,1127.289
2011-02-09,1109.769
2011-02-10,1085.269
2011-02-11,1072.744
2011-02-14,1083.039
2011-02-15,1075.081
2011-02-16,1092.638
2011-02-17,1096.563
2011-02-18,1103.829
2011-02-21,1095.184
2011-02-22,1075.345
2011-02-23,1068.144
2011-02-24,1054.068
2011-02-25,1078.021
2011-02-28,1064.99
2011-03-01,1091.088
2011-03-02,1077.294
2011-03-03,1085.186
2011-03-04,1091.904
2011-03-07,1094.746
2011-03-08,1109.003
2011-03-09,1106.591
2011-03-10,1093.054
2011-03-11,1080.503
2011-03-14,1081.224
2011-03-15,1030.889
2011-03-16,1045.312
2011-03-17,1037.538
2011-03-18,1038.517
2011-03-21,1066.362
2011-03-22,1081.725
2011-03-23,1091.051
2011-03-24,1105.634
2011-03-25,1117.51
2011-03-28,1106.835
2011-03-29,1106.15
2011-03-30,1123.998
2011-03-31,1127.729
2011-04-01,1131.462
2011-04-04,1145.082
2011-04-05,1147.334
2011-04-06,1156.265
2011-04-07,1153.007
2011-04-08,1166.551
2011-04-11,1154.695
2011-04-12,1139.663
2011-04-13,1154.151
2011-04-14,1152.529
2011-04-15,1151.889
2011-04-18,1146.155
2011-04-19,1148.752
2011-04-20,1171.514
2011-04-21,1188.634
2011-04-22,1188.634
2011-04-25,1183.496
2011-04-26,1185.376
2011-04-27,1187.413
2011-04-28,1193.18
2011-04-29,1192.089
2011-05-02,1192.18
2011-05-03,1170.195
2011-05-04,1148.246
2011-05-05,1137.374
2011-05-06,1145.623
2011-05-09,1159.218
2011-05-10,1167.35
2011-05-11,1174.178
2011-05-12,1144.761
2011-05-13,1156.679
2011-05-16,1140.499
2011-05-17,1139.095
2011-05-18,1144.628
2011-05-19,1153.14
2011-05-20,1146.042
2011-05-23,1112.223
2011-05-24,1117.103
2011-05-25,1118.512
2011-05-26,1121.39
2011-05-27,1135.625
2011-05-30,1138.649
2011-05-31,1147.195
2011-06-01,1148.422
2011-06-02,1141.614
2011-06-03,1142.676
2011-06-06,1128.83
2011-06-07,1137.857
2011-06-08,1126.922
2011-06-09,1122.62
2011-06-10,1110.528
2011-06-13,1100.095
2011-06-14,1104.022
2011-06-15,1100.934
2011-06-16,1076.564
2011-06-17,1075.287
2011-06-20,1072.681
2011-06-21,1091.676
2011-06-22,1087.773
2011-06-23,1079.507
2011-06-24,1091.656
2011-06-27,1081.877
2011-06-28,1086.059
2011-06-29,1107.473
2011-06-30,1125.592
2011-07-01,1132.977
2011-07-04,1143.638
2011-07-05,1130.701
2011-07-06,1125.65
2011-07-07,1133.404
2011-07-08,1143.51
2011-07-11,1126.132
2011-07-12,1106.801
2011-07-13,1119.452
2011-07-14,1117.07
2011-07-15,1112.584
2011-07-18,1104.426
2011-07-19,1113.782
2011-07-20,1124.641
2011-07-21,1135.047
2011-07-22,1153.814
2011-07-25,1151.714
2011-07-26,1161.09
2011-07-27,1171.013
2011-07-28,1166.101
2011-07-29,1163.591
2011-08-01,1174.116
2011-08-02,1158.244
2011-08-03,1141.719
2011-08-04,1123.063
2011-08-05,1079.217
2011-08-08,1041.88
2011-08-09,1043.297
2011-08-10,1008.429
2011-08-11,994.577
2011-08-12,1017.281
2011-08-15,1034.024
2011-08-16,1013.554
2011-08-17,1012.16
2011-08-18,998.614
2011-08-19,967.408
2011-08-22,970.729
2011-08-23,979.983
2011-08-24,961.879
2011-08-25,979.45
2011-08-26,977.697
2011-08-29,996.762
2011-08-30,995.43
2011-08-31,1035.318
2011-09-01,1028.595
2011-09-02,1018.654
2011-09-05,986.772
2011-09-06,992.687
2011-09-07,1013.004
2011-09-08,1021.102
2011-09-09,999.61
2011-09-12,962.159
2011-09-13,958.588
2011-09-14,961.268
2011-09-15,969.85
2011-09-16,979.009
2011-09-19,944.125
2011-09-20,962.874
2011-09-21,946.362
2011-09-22,901.261
2011-09-23,900.284
2011-09-26,878.017
2011-09-27,919.968
2011-09-28,902.563
2011-09-29,899.053
2011-09-30,880.058
2011-10-03,844.555
2011-10-04,809.74
2011-10-05,816.046
2011-10-06,846.934
2011-10-07,867.955
2011-10-10,892.908
2011-10-11,896.104
2011-10-12,918.559
2011-10-13,914.531
2011-10-14,930.905
2011-10-17,945.625
2011-10-18,915.483
2011-10-19,930.485
2011-10-20,912.533
2011-10-21,923.714
2011-10-24,946.454
2011-10-25,956.113
2011-10-26,947.942
2011-10-27,1003.626
2011-10-28,1030.389
2011-10-31,1006.762
2011-11-01,954.261
2011-11-02,981.55
2011-11-03,968.845
2011-11-04,990.455
2011-11-07,986.99
2011-11-08,995.941
2011-11-09,973.439
2011-11-10,929.127
2011-11-11,932.425
2011-11-14,951.201
2011-11-15,936.809
2011-11-16,936.596
2011-11-17,920.087
2011-11-18,901.951
2011-11-21,883.887
2011-11-22,895.204
2011-11-23,875.954
2011-11-24,874.268
2011-11-25,857.852
2011-11-28,885.644
2011-11-29,884.578
2011-11-30,901.839
2011-12-01,925.105
2011-12-02,932.555
2011-12-05,933.282
2011-12-06,925.767
2011-12-07,931.991
2011-12-08,910.983
2011-12-09,900.024
2011-12-12,899.881
2011-12-13,890.857
2011-12-14,882.174
2011-12-15,872.654
2011-12-16,888.342
2011-12-19,873.97
2011-12-20,883.245
2011-12-21,900.617
2011-12-22,901.471
2011-12-23,909.525
2011-12-26,909.525
2011-12-27,903.423
2011-12-28,899.241
2011-12-29,900.09
2011-12-30,894.991
2012-01-02,894.991
2012-01-03,921.584
2012-01-04,924.372
2012-01-05,914.768
2012-01-06,917.353
2012-01-09,906.731
2012-01-10,925.508
2012-01-11,930.495
2012-01-12,929.965
2012-01-13,942.036
2012-01-16,933.51
2012-01-17,956.885
2012-01-18,953.561
2012-01-19,958.716
2012-01-20,977.008
2012-01-23,982.325
2012-01-24,979.64
2012-01-25,994.167
2012-01-26,1005.419
2012-01-27,1017.103
2012-01-30,1000.756
2012-01-31,1016.164
2012-02-01,1015.599
2012-02-02,1025.167
2012-02-03,1036.891
2012-02-06,1038.428
2012-02-07,1048.281
2012-02-08,1059.836
2012-02-09,1055.866
2012-02-10,1036.461
2012-02-13,1052.791
2012-02-14,1045.419
2012-02-15,1059.227
2012-02-16,1038.532
2012-02-17,1049.474
2012-02-20,1061.007
2012-02-21,1055.161
2012-02-22,1038.417
2012-02-23,1035.995
2012-02-24,1038.351
2012-02-27,1027.32
2012-02-28,1042.124
2012-02-29,1055.337
2012-03-01,1048.176
2012-03-02,1048.913
2012-03-05,1037.51
2012-03-06,1008.083
2012-03-07,1001.931
2012-03-08,1027.09
2012-03-09,1024.641
2012-03-12,1016.883
2012-03-13,1029.22
2012-03-14,1034.217
2012-03-15,1036.41
2012-03-16,1040.407
2012-03-19,1030.748
2012-03-20,1028.457
2012-03-21,1027.922
2012-03-22,1021.015
2012-03-23,1033.895
2012-03-26,1029.127
2012-03-27,1048.086
2012-03-28,1043.629
2012-03-29,1035.321
2012-03-30,1042.693
2012-04-02,1043.219
2012-04-03,1046.21
2012-04-04,1028.002
2012-04-05,1026.994
2012-04-06,1026.994
2012-04-09,1016.786
2012-04-10,1020.98
2012-04-11,1014.674
2012-04-12,1031.765
2012-04-13,1038.931
2012-04-16,1040.58
2012-04-17,1037.076
2012-04-18,1042.383
2012-04-19,1045.269
2012-04-20,1041.052
2012-04-23,1027.166
2012-04-24,1034.75
2012-04-25,1041.641
2012-04-26,1043.893
2012-04-27,1044.234
2012-04-30,1044.632
2012-05-01,1045.878
2012-05-02,1050.849
2012-05-03,1048.522
2012-05-04,1047.285
2012-05-07,1025.045
2012-05-08,1024.13
2012-05-09,1012.771
2012-05-10,1008.98
2012-05-11,999.541
2012-05-14,980.963
2012-05-15,983.154
2012-05-16,957.735
2012-05-17,956.834
2012-05-18,939.37
2012-05-21,944.369
2012-05-22,960.342
2012-05-23,933.921
2012-05-24,937.287
2012-05-25,934.298
2012-05-28,939.912
2012-05-29,943.029
2012-05-30,929.043
2012-05-31,924.536
2012-06-01,909.706
2012-06-04,899.487
2012-06-05,906.079
2012-06-06,928.184
2012-06-07,928.915
2012-06-08,909.355
2012-06-11,928.666
2012-06-12,928.81
2012-06-13,933.023
2012-06-14,926.275
2012-06-15,950.101
2012-06-18,952.167
2012-06-19,963.182
2012-06-20,967.473
2012-06-21,954.43
2012-06-22,948.032
2012-06-25,936.377
2012-06-26,935.106
2012-06-27,950.617
2012-06-28,950.352
2012-06-29,973.401
2012-07-02,985.265
2012-07-03,999.66
2012-07-04,996.255
2012-07-05,1004.376
2012-07-06,998.222
2012-07-09,983.176
2012-07-10,995.11
2012-07-11,1005.108
2012-07-12,987.603
2012-07-13,1002.84
2012-07-16,1005.276
2012-07-17,1007.801
2012-07-18,1017.228
2012-07-19,1030.511
2012-07-20,1023.061
2012-07-23,1005.771
2012-07-24,1012.453
2012-07-25,1005.771
2012-07-26,1010.817
2012-07-27,1013.351
2012-07-30,1030.742
2012-07-31,1035.774
2012-08-01,1037.217
2012-08-02,1029.274
2012-08-03,1035.984
2012-08-06,1045.195
2012-08-07,1043.979
2012-08-08,1038.176
2012-08-09,1038.05
2012-08-10,1040.078
2012-08-13,1044.48
2012-08-14,1049.25
2012-08-15,1040.351
2012-08-16,1040.412
2012-08-17,1039.404
2012-08-20,1040.15
2012-08-21,1046.652
2012-08-22,1038.301
2012-08-23,1047.769
2012-08-24,1038.803
2012-08-27,1034.715
2012-08-28,1034.178
2012-08-29,1035.207
2012-08-30,1026.036
2012-08-31,1040.402
2012-09-03,1038.662
2012-09-04,1035.675
2012-09-05,1028.679
2012-09-06,1029.265
2012-09-07,1044.679
2012-09-10,1042.242
2012-09-11,1051.318
2012-09-12,1056.391
2012-09-13,1055.869
2012-09-14,1080.037
2012-09-17,1081.0
2012-09-18,1076.69
2012-09-19,1082.344
2012-09-20,1075.409
2012-09-21,1085.69
2012-09-24,1071.483
2012-09-25,1076.965
2012-09-26,1055.858
2012-09-27,1062.282
2012-09-28,1065.684
2012-10-01,1064.902
2012-10-02,1067.38
2012-10-03,1060.352
2012-10-04,1068.14
2012-10-05,1072.506
2012-10-08,1064.52
2012-10-09,1059.794
2012-10-10,1050.469
2012-10-11,1047.299
2012-10-12,1055.26
2012-10-15,1057.436
2012-10-16,1065.308
2012-10-17,1072.994
2012-10-18,1076.01
2012-10-19,1066.582
2012-10-22,1062.476
2012-10-23,1057.775
2012-10-24,1054.386
2012-10-25,1059.977
2012-10-26,1059.326
2012-10-29,1047.55
2012-10-30,1047.835
2012-10-31,1050.046
2012-11-01,1046.311
2012-11-02,1047.038
2012-11-05,1046.91
2012-11-06,1041.191
2012-11-07,1047.032
2012-11-08,1032.998
2012-11-09,1025.017
2012-11-12,1027.794
2012-11-13,1028.509
2012-11-14,1019.944
2012-11-15,1001.638
2012-11-16,997.19
2012-11-19,1004.654
2012-11-20,1008.611
2012-11-21,1010.701
2012-11-22,1022.347
2012-11-23,1027.484
2012-11-26,1030.531
2012-11-27,1035.558
2012-11-28,1036.791
2012-11-29,1056.873
2012-11-30,1064.768
2012-12-03,1059.784
2012-12-04,1059.09
2012-12-05,1065.849
2012-12-06,1062.289
2012-12-07,1072.48
2012-12-10,1069.069
2012-12-11,1069.493
2012-12-12,1086.405
2012-12-13,1092.455
2012-12-14,1097.576
2012-12-17,1095.167
2012-12-18,1099.032
2012-12-19,1103.291
2012-12-20,1103.715
2012-12-21,1095.695
2012-12-24,1097.586
2012-12-25,1097.586
2012-12-26,1103.432
2012-12-27,1104.937
2012-12-28,1104.578
2012-12-31,1102.34
2013-01-01,1102.34
2013-01-02,1118.425
2013-01-03,1124.053
2013-01-04,1113.875
2013-01-07,1110.091
2013-01-08,1104.608
2013-01-09,1116.204
2013-01-10,1119.165
2013-01-11,1116.409
2013-01-14,1107.451
2013-01-15,1105.954
2013-01-16,1109.303
2013-01-17,1104.719
2013-01-18,1106.549
2013-01-21,1110.401
2013-01-22,1107.325
2013-01-23,1110.148
2013-01-24,1111.612
2013-01-25,1113.564
2013-01-28,1111.589
2013-01-29,1113.783
2013-01-30,1121.936
2013-01-31,1119.421
2013-02-01,1120.909
2013-02-04,1126.099
2013-02-05,1119.142
2013-02-06,1121.148
2013-02-07,1115.063
2013-02-08,1121.871
2013-02-11,1118.661
2013-02-12,1119.518
2013-02-13,1130.573
2013-02-14,1131.977
2013-02-15,1126.723
2013-02-18,1123.211
2013-02-19,1124.352
2013-02-20,1130.96
2013-02-21,1122.467
2013-02-22,1124.312
2013-02-25,1125.092
2013-02-26,1108.525
2013-02-27,1111.512
2013-02-28,1119.362
2013-03-01,1115.012
2013-03-04,1099.017
2013-03-05,1104.677
2013-03-06,1122.03
2013-03-07,1122.218
2013-03-08,1120.078
2013-03-11,1117.982
2013-03-12,1119.976
2013-03-13,1111.673
2013-03-14,1110.537
2013-03-15,1116.66
2013-03-18,1104.495
2013-03-19,1104.145
2013-03-20,1097.901
2013-03-21,1102.884
2013-03-22,1100.555
2013-03-25,1107.073
2013-03-26,1117.557
2013-03-27,1124.361
2013-03-28,1125.412
2013-03-29,1125.412
2013-04-01,1124.166
2013-04-02,1132.424
2013-04-03,1133.024
2013-04-04,1121.037
2013-04-05,1120.116
2013-04-08,1117.068
2013-04-09,1123.13
2013-04-10,1127.476
2013-04-11,1133.112
2013-04-12,1126.481
2013-04-15,1122.202
2013-04-16,1123.371
2013-04-17,1125.945
2013-04-18,1124.006
2013-04-19,1125.307
2013-04-22,1117.137
2013-04-23,1098.515
2013-04-24,1109.975
2013-04-25,1121.781
2013-04-26,1131.139
2013-04-29,1136.813
2013-04-30,1132.992
2013-05-01,1131.522
2013-05-02,1138.088
2013-05-03,1125.999
2013-05-06,1133.129
2013-05-07,1136.053
2013-05-08,1149.413
2013-05-09,1152.043
2013-05-10,1148.06
2013-05-13,1138.901
2013-05-14,1140.136
2013-05-15,1140.086
2013-05-16,1136.47
2013-05-17,1130.412
2013-05-20,1133.998
2013-05-21,1124.845
2013-05-22,1126.671
2013-05-23,1103.378
2013-05-24,1104.076
2013-05-27,1104.301
2013-05-28,1101.937
2013-05-29,1094.051
2013-05-30,1092.697
2013-05-31,1077.961
2013-06-03,1080.253
2013-06-04,1083.304
2013-06-05,1076.29
2013-06-06,1060.446
2013-06-07,1055.983
2013-06-10,1049.434
2013-06-11,1040.466
2013-06-12,1036.059
2013-06-13,1030.033
2013-06-14,1049.003
2013-06-17,1048.199
2013-06-18,1056.557
2013-06-19,1058.248
2013-06-20,1014.662
2013-06-21,1015.044
2013-06-24,994.173
2013-06-25,1011.93
2013-06-26,1014.867
2013-06-27,1015.678
2013-06-28,1025.904
2013-07-01,1024.882
2013-07-02,1032.468
2013-07-03,1012.806
2013-07-04,1023.564
2013-07-05,1023.336
2013-07-08,1018.442
2013-07-09,1023.903
2013-07-10,1032.528
2013-07-11,1067.195
2013-07-12,1061.264
2013-07-15,1063.078
2013-07-16,1065.889
2013-07-17,1061.202
2013-07-18,1060.198
2013-07-19,1057.294
2013-07-22,1068.49
2013-07-23,1073.015
2013-07-24,1079.611
2013-07-25,1068.44
2013-07-26,1072.44
2013-07-29,1067.348
2013-07-30,1065.498
2013-07-31,1055.039
2013-08-01,1065.044
2013-08-02,1069.792
2013-08-05,1071.879
2013-08-06,1065.682
2013-08-07,1066.626
2013-08-08,1073.19
2013-08-09,1074.854
2013-08-12,1076.055
2013-08-13,1076.295
2013-08-14,1074.958
2013-08-15,1061.573
2013-08-16,1058.935
2013-08-19,1047.361
2013-08-20,1029.979
2013-08-21,1021.045
2013-08-22,1010.507
2013-08-23,1014.138
2013-08-26,1011.742
2013-08-27,996.316
2013-08-28,990.349
2013-08-29,1001.439
2013-08-30,997.886
2013-09-02,1011.406
2013-09-03,1008.52
2013-09-04,994.887
2013-09-05,998.346
2013-09-06,1010.907
2013-09-09,1025.91
2013-09-10,1035.763
2013-09-11,1038.354
2013-09-12,1046.98
2013-09-13,1044.78
2013-09-16,1070.18
2013-09-17,1069.035
2013-09-18,1073.797
2013-09-19,1101.345
2013-09-20,1095.156
2013-09-23,1090.654
2013-09-24,1084.618
2013-09-25,1085.455
2013-09-26,1079.853
2013-09-27,1083.111
2013-09-30,1069.452
2013-10-01,1073.878
2013-10-02,1067.874
2013-10-03,1066.762
2013-10-04,1066.624
2013-10-07,1065.374
2013-10-08,1071.288
2013-10-09,1071.343
2013-10-10,1077.566
2013-10-11,1086.467
2013-10-14,1085.011
2013-10-15,1086.364
2013-10-16,1091.451
2013-10-17,1100.636
2013-10-18,1108.002
2013-10-21,1107.902
2013-10-22,1112.574
2013-10-23,1107.164
2013-10-24,1115.935
2013-10-25,1109.3
2013-10-28,1108.584
2013-10-29,1107.757
2013-10-30,1117.044
2013-10-31,1106.587
2013-11-01,1099.923
2013-11-04,1102.903
2013-11-05,1102.906
2013-11-06,1102.045
2013-11-07,1095.296
2013-11-08,1085.357
2013-11-11,1084.121
2013-11-12,1079.555
2013-11-13,1076.085
2013-11-14,1084.999
2013-11-15,1094.42
2013-11-18,1096.069
2013-11-19,1093.713
2013-11-20,1091.086
2013-11-21,1080.986
2013-11-22,1082.962
2013-11-25,1087.523
2013-11-26,1085.214
2013-11-27,1086.037
2013-11-28,1090.864
2013-11-29,1086.009
2013-12-02,1089.69
2013-12-03,1087.095
2013-12-04,1076.316
2013-12-05,1066.902
2013-12-06,1068.888
2013-12-09,1068.626
2013-12-10,1054.767
2013-12-11,1044.975
2013-12-12,1043.869
2013-12-13,1044.53
2013-12-16,1041.164
2013-12-17,1042.122
2013-12-18,1041.055
2013-12-19,1034.666
2013-12-20,1044.871
2013-12-23,1051.76
2013-12-24,1054.789
2013-12-25,1054.789
2013-12-26,1057.333
2013-12-27,1063.76
2013-12-30,1062.666
2013-12-31,1072.409
2014-01-01,1072.409
2014-01-02,1067.466
2014-01-03,1051.708
2014-01-06,1047.684
2014-01-07,1039.466
2014-01-08,1047.447
2014-01-09,1046.899
2014-01-10,1048.149
2014-01-13,1047.282
2014-01-14,1042.135
2014-01-15,1040.542
2014-01-16,1038.048
2014-01-17,1034.774
2014-01-20,1028.58
2014-01-21,1026.196
2014-01-22,1028.729
2014-01-23,1020.105
2014-01-24,1011.418
2014-01-27,1004.26
2014-01-28,1007.339
2014-01-29,1003.651
2014-01-30,994.361
2014-01-31,991.716
2014-02-03,982.361
2014-02-04,979.828
2014-02-05,979.108
2014-02-06,990.653
2014-02-07,1002.0
2014-02-10,1003.125
2014-02-11,1010.26
2014-02-12,1012.114
2014-02-13,1011.02
2014-02-14,1016.12
2014-02-17,1032.842
2014-02-18,1031.937
2014-02-19,1037.544
2014-02-20,1030.636
2014-02-21,1030.417
2014-02-24,1034.58
2014-02-25,1036.049
2014-02-26,1028.612
2014-02-27,1034.607
2014-02-28,1030.336
2014-03-03,1016.776
2014-03-04,1020.918
2014-03-05,1019.848
2014-03-06,1033.75
2014-03-07,1030.066
2014-03-10,1025.676
2014-03-11,1026.234
2014-03-12,1016.349
2014-03-13,1013.785
2014-03-14,1011.954
2014-03-17,1015.304
2014-03-18,1013.639
2014-03-19,1008.821
2014-03-20,992.627
2014-03-21,1006.13
2014-03-24,1018.064
2014-03-25,1016.061
2014-03-26,1029.973
2014-03-27,1036.318
2014-03-28,1043.912
2014-03-31,1051.668
2014-04-01,1051.181
2014-04-02,1047.669
2014-04-03,1056.616
2014-04-04,1058.537
2014-04-07,1052.248
2014-04-08,1064.51
2014-04-09,1068.296
2014-04-10,1066.167
2014-04-11,1061.135
2014-04-14,1061.416
2014-04-15,1072.537
2014-04-16,1077.054
2014-04-17,1080.685
2014-04-18,1080.685
2014-04-21,1080.051
2014-04-22,1085.999
2014-04-23,1081.951
2014-04-24,1091.066
2014-04-25,1088.611
2014-04-28,1079.472
2014-04-29,1079.209
2014-04-30,1090.188
2014-05-01,1092.712
2014-05-02,1089.157
2014-05-05,1085.818
2014-05-06,1090.904
2014-05-07,1086.325
2014-05-08,1095.856
2014-05-09,1091.489
2014-05-12,1080.191
2014-05-13,1079.371
2014-05-14,1094.711
2014-05-15,1097.626
2014-05-16,1091.57
2014-05-19,1095.507
2014-05-20,1093.291
2014-05-21,1091.985
2014-05-22,1093.226
2014-05-23,1094.887
2014-05-26,1095.763
2014-05-27,1088.202
2014-05-28,1087.326
2014-05-29,1098.593
2014-05-30,1097.109
2014-06-02,1097.675
2014-06-03,1093.36
2014-06-04,1087.047
2014-06-05,1089.434
2014-06-06,1104.346
2014-06-09,1107.992
2014-06-10,1103.975
2014-06-11,1101.653
2014-06-12,1102.07
2014-06-13,1100.164
2014-06-16,1097.127
2014-06-17,1090.725
2014-06-18,1092.224
2014-06-19,1094.377
2014-06-20,1091.743
2014-06-23,1093.395
2014-06-24,1094.502
2014-06-25,1093.5
2014-06-26,1096.547
2014-06-27,1096.128
2014-06-30,1095.937
2014-07-01,1092.159
2014-07-02,1098.676
2014-07-03,1105.423
2014-07-04,1111.833
2014-07-07,1118.327
2014-07-08,1119.629
2014-07-09,1114.709
2014-07-10,1111.642
2014-07-11,1127.85
2014-07-14,1127.219
2014-07-15,1125.181
2014-07-16,1131.076
2014-07-17,1125.08
2014-07-18,1130.42
2014-07-21,1132.545
2014-07-22,1135.386
2014-07-23,1149.06
2014-07-24,1147.602
2014-07-25,1145.024
2014-07-28,1144.24
2014-07-29,1146.631
2014-07-30,1144.056
2014-07-31,1149.189
2014-08-01,1134.728
2014-08-04,1127.807
2014-08-05,1125.182
2014-08-06,1113.565
2014-08-07,1109.499
2014-08-08,1102.042
2014-08-11,1106.673
2014-08-12,1105.61
2014-08-13,1110.289
2014-08-14,1111.647
2014-08-15,1111.911
2014-08-18,1111.138
2014-08-19,1110.443
2014-08-20,1111.735
2014-08-21,1112.165
2014-08-22,1114.631
2014-08-25,1117.4
2014-08-26,1116.838
2014-08-27,1127.465
2014-08-28,1121.073
2014-08-29,1115.625
2014-09-01,1112.92
2014-09-02,1113.638
2014-09-03,1120.714
2014-09-04,1116.291
2014-09-05,1111.33
2014-09-08,1107.662
2014-09-09,1102.449
2014-09-10,1097.719
2014-09-11,1101.188
2014-09-12,1102.245
2014-09-15,1087.343
2014-09-16,1076.133
2014-09-17,1082.386
2014-09-18,1076.795
2014-09-19,1079.07
2014-09-22,1073.874
2014-09-23,1079.814
2014-09-24,1080.979
2014-09-25,1080.18
2014-09-26,1074.806
2014-09-29,1073.373
2014-09-30,1063.244
2014-10-01,1059.557
2014-10-02,1048.444
2014-10-03,1046.259
2014-10-06,1049.575
2014-10-07,1048.556
2014-10-08,1040.351
2014-10-09,1061.067
2014-10-10,1044.88
2014-10-13,1039.032
2014-10-14,1031.974
2014-10-15,1037.064
2014-10-16,1021.948
2014-10-17,1028.195
2014-10-20,1034.273
2014-10-21,1043.284
2014-10-22,1042.792
2014-10-23,1044.015
2014-10-24,1039.661
2014-10-27,1041.716
2014-10-28,1039.909
2014-10-29,1050.246
2014-10-30,1050.168
2014-10-31,1061.242
2014-11-03,1065.618
2014-11-04,1061.966
2014-11-05,1058.023
2014-11-06,1056.712
2014-11-07,1056.058
2014-11-10,1063.164
2014-11-11,1050.739
2014-11-12,1045.657
2014-11-13,1055.328
2014-11-14,1050.996
2014-11-17,1041.523
2014-11-18,1054.21
2014-11-19,1051.191
2014-11-20,1053.533
2014-11-21,1066.649
2014-11-24,1061.964
2014-11-25,1073.737
2014-11-26,1076.979
2014-11-27,1073.122
2014-11-28,1072.717
2014-12-01,1059.193
2014-12-02,1058.488
2014-12-03,1054.929
2014-12-04,1055.622
2014-12-05,1051.806
2014-12-08,1048.676
2014-12-09,1060.954
2014-12-10,1071.05
2014-12-11,1063.601
2014-12-12,1065.458
2014-12-15,1051.87
2014-12-16,1030.638
2014-12-17,1028.933
2014-12-18,1028.984
2014-12-19,1045.123
2014-12-22,1057.799
2014-12-23,1056.588
2014-12-24,1059.453
2014-12-25,1059.453
2014-12-26,1062.951
2014-12-29,1069.513
2014-12-30,1070.12
2014-12-31,1068.405
2015-01-01,1068.405
2015-01-02,1062.674
2015-01-05,1039.861
2015-01-06,1022.237
2015-01-07,1018.967
2015-01-08,1036.758
2015-01-09,1031.359
2015-01-12,1030.613
2015-01-13,1027.629
2015-01-14,1023.322
2015-01-15,1032.685
2015-01-16,1021.315
2015-01-19,1015.302
2015-01-20,1021.374
2015-01-21,1034.875
2015-01-22,1040.611
2015-01-23,1044.559
2015-01-26,1036.361
2015-01-27,1041.319
2015-01-28,1035.78
2015-01-29,1037.286
2015-01-30,1027.29
2015-02-02,1032.77
2015-02-03,1028.982
2015-02-04,1033.54
2015-02-05,1030.195
2015-02-06,1026.51
2015-02-09,1020.44
2015-02-10,1023.503
2015-02-11,1023.874
2015-02-12,1019.937
2015-02-13,1027.424
2015-02-16,1022.329
2015-02-17,1017.285
2015-02-18,1019.664
2015-02-19,1020.602
2015-02-20,1020.114
2015-02-23,1019.855
2015-02-24,1024.243
2015-02-25,1027.772
2015-02-26,1022.334
2015-02-27,1017.207
2015-03-02,1010.505
