Date,IRELAND VALUE Standard (Large+Mid Cap)
2001-11-14,308.476
2001-11-15,309.685
2001-11-16,312.763
2001-11-19,316.351
2001-11-20,321.671
2001-11-21,323.491
2001-11-22,323.331
2001-11-23,321.535
2001-11-26,325.173
2001-11-27,325.545
2001-11-28,327.959
2001-11-29,328.277
2001-11-30,337.586
2001-12-03,334.401
2001-12-04,341.344
2001-12-05,349.933
2001-12-06,353.082
2001-12-07,353.799
2001-12-10,353.414
2001-12-11,357.842
2001-12-12,353.383
2001-12-13,351.921
2001-12-14,345.568
2001-12-17,351.606
2001-12-18,350.745
2001-12-19,347.001
2001-12-20,350.631
2001-12-21,354.687
2001-12-24,351.148
2001-12-25,351.148
2001-12-26,351.448
2001-12-27,353.886
2001-12-28,353.06
2001-12-31,358.865
2002-01-01,358.865
2002-01-02,364.147
2002-01-03,362.238
2002-01-04,360.373
2002-01-07,359.539
2002-01-08,356.65
2002-01-09,353.265
2002-01-10,347.386
2002-01-11,348.588
2002-01-14,347.382
2002-01-15,347.291
2002-01-16,346.889
2002-01-17,350.612
2002-01-18,351.453
2002-01-21,346.535
2002-01-22,349.614
2002-01-23,351.592
2002-01-24,351.941
2002-01-25,343.467
2002-01-28,346.453
2002-01-29,341.969
2002-01-30,338.007
2002-01-31,344.257
2002-02-01,346.991
2002-02-04,353.686
2002-02-05,349.263
2002-02-06,325.313
2002-02-07,329.137
2002-02-08,338.597
2002-02-11,337.368
2002-02-12,342.54
2002-02-13,344.875
2002-02-14,345.2
2002-02-15,345.513
2002-02-18,339.271
2002-02-19,336.041
2002-02-20,333.769
2002-02-21,334.894
2002-02-22,341.583
2002-02-25,347.491
2002-02-26,352.501
2002-02-27,352.739
2002-02-28,351.424
2002-03-01,352.077
2002-03-04,359.833
2002-03-05,359.187
2002-03-06,355.912
2002-03-07,357.675
2002-03-08,355.741
2002-03-11,358.099
2002-03-12,359.113
2002-03-13,361.673
2002-03-14,363.775
2002-03-15,365.795
2002-03-18,367.789
2002-03-19,376.454
2002-03-20,379.4
2002-03-21,375.703
2002-03-22,380.383
2002-03-25,382.326
2002-03-26,377.409
2002-03-27,378.656
2002-03-28,381.636
2002-03-29,381.636
2002-04-01,384.764
2002-04-02,390.682
2002-04-03,386.016
2002-04-04,383.051
2002-04-05,381.07
2002-04-08,374.804
2002-04-09,372.002
2002-04-10,374.743
2002-04-11,379.26
2002-04-12,376.301
2002-04-15,377.005
2002-04-16,377.303
2002-04-17,380.349
2002-04-18,381.493
2002-04-19,386.573
2002-04-22,391.184
2002-04-23,391.543
2002-04-24,392.921
2002-04-25,391.002
2002-04-26,389.887
2002-04-29,393.858
2002-04-30,396.456
2002-05-01,394.649
2002-05-02,399.899
2002-05-03,407.157
2002-05-06,408.517
2002-05-07,403.868
2002-05-08,411.5
2002-05-09,415.055
2002-05-10,420.176
2002-05-13,420.231
2002-05-14,412.875
2002-05-15,420.124
2002-05-16,416.961
2002-05-17,421.369
2002-05-20,420.27
2002-05-21,415.765
2002-05-22,417.789
2002-05-23,416.392
2002-05-24,415.704
2002-05-27,418.011
2002-05-28,420.957
2002-05-29,423.537
2002-05-30,424.38
2002-05-31,421.135
2002-06-03,422.825
2002-06-04,419.357
2002-06-05,415.474
2002-06-06,417.815
2002-06-07,404.504
2002-06-10,409.04
2002-06-11,402.833
2002-06-12,394.514
2002-06-13,398.595
2002-06-14,393.811
2002-06-17,389.962
2002-06-18,394.934
2002-06-19,393.486
2002-06-20,393.593
2002-06-21,394.087
2002-06-24,391.782
2002-06-25,395.98
2002-06-26,383.568
2002-06-27,376.734
2002-06-28,379.991
2002-07-01,368.066
2002-07-02,348.149
2002-07-03,328.405
2002-07-04,334.442
2002-07-05,339.221
2002-07-08,346.738
2002-07-09,352.832
2002-07-10,347.342
2002-07-11,339.663
2002-07-12,344.212
2002-07-15,342.676
2002-07-16,342.428
2002-07-17,347.119
2002-07-18,348.004
2002-07-19,345.706
2002-07-22,336.871
2002-07-23,325.37
2002-07-24,316.744
2002-07-25,325.476
2002-07-26,317.024
2002-07-29,316.999
2002-07-30,322.759
2002-07-31,319.015
2002-08-01,317.652
2002-08-02,313.602
2002-08-05,305.162
2002-08-06,299.725
2002-08-07,302.374
2002-08-08,302.029
2002-08-09,309.025
2002-08-12,313.815
2002-08-13,318.908
2002-08-14,317.092
2002-08-15,318.422
2002-08-16,325.579
2002-08-19,321.266
2002-08-20,321.176
2002-08-21,326.812
2002-08-22,330.076
2002-08-23,332.474
2002-08-26,335.917
2002-08-27,333.643
2002-08-28,327.353
2002-08-29,327.111
2002-08-30,325.427
2002-09-02,323.366
2002-09-03,325.669
2002-09-04,321.777
2002-09-05,316.697
2002-09-06,313.418
2002-09-09,313.441
2002-09-10,315.842
2002-09-11,321.37
2002-09-12,319.014
2002-09-13,316.444
2002-09-16,319.022
2002-09-17,320.617
2002-09-18,312.77
2002-09-19,306.684
2002-09-20,304.476
2002-09-23,295.47
2002-09-24,290.379
2002-09-25,290.302
2002-09-26,292.787
2002-09-27,287.342
2002-09-30,262.324
2002-10-01,259.066
2002-10-02,263.683
2002-10-03,259.314
2002-10-04,254.641
2002-10-07,251.824
2002-10-08,251.99
2002-10-09,247.224
2002-10-10,250.308
2002-10-11,270.298
2002-10-14,268.027
2002-10-15,282.71
2002-10-16,279.892
2002-10-17,277.641
2002-10-18,280.974
2002-10-21,286.603
2002-10-22,282.591
2002-10-23,277.188
2002-10-24,287.559
2002-10-25,277.442
2002-10-28,276.755
2002-10-29,266.84
2002-10-30,266.229
2002-10-31,284.442
2002-11-01,285.916
2002-11-04,294.4
2002-11-05,292.967
2002-11-06,290.802
2002-11-07,295.949
2002-11-08,295.651
2002-11-11,294.752
2002-11-12,295.136
2002-11-13,294.439
2002-11-14,292.377
2002-11-15,296.429
2002-11-18,300.452
2002-11-19,301.74
2002-11-20,294.304
2002-11-21,297.701
2002-11-22,293.785
2002-11-25,296.717
2002-11-26,298.177
2002-11-27,296.639
2002-11-28,300.434
2002-11-29,312.854
2002-12-02,313.776
2002-12-03,310.438
2002-12-04,309.428
2002-12-05,302.946
2002-12-06,301.066
2002-12-09,294.55
2002-12-10,295.763
2002-12-11,302.509
2002-12-12,297.16
2002-12-13,287.404
2002-12-16,287.167
2002-12-17,291.38
2002-12-18,284.402
2002-12-19,286.109
2002-12-20,287.857
2002-12-23,287.845
2002-12-24,289.037
2002-12-25,289.037
2002-12-26,289.766
2002-12-27,290.795
2002-12-30,292.314
2002-12-31,290.02
2003-01-01,290.02
2003-01-02,297.282
2003-01-03,301.442
2003-01-06,306.295
2003-01-07,306.648
2003-01-08,303.99
2003-01-09,306.245
2003-01-10,311.577
2003-01-13,311.117
2003-01-14,311.738
2003-01-15,306.416
2003-01-16,308.376
2003-01-17,308.049
2003-01-20,309.811
2003-01-21,308.297
2003-01-22,306.181
2003-01-23,305.526
2003-01-24,304.707
2003-01-27,297.332
2003-01-28,297.105
2003-01-29,295.142
2003-01-30,303.016
2003-01-31,304.624
2003-02-03,313.131
2003-02-04,307.106
2003-02-05,302.112
2003-02-06,296.604
2003-02-07,290.32
2003-02-10,289.475
2003-02-11,291.737
2003-02-12,288.325
2003-02-13,292.623
2003-02-14,293.476
2003-02-17,293.481
2003-02-18,294.889
2003-02-19,294.775
2003-02-20,299.021
2003-02-21,297.151
2003-02-24,294.702
2003-02-25,284.414
2003-02-26,283.339
2003-02-27,279.34
2003-02-28,284.877
2003-03-03,288.599
2003-03-04,295.963
2003-03-05,295.358
2003-03-06,297.918
2003-03-07,304.625
2003-03-10,307.07
2003-03-11,306.812
2003-03-12,306.685
2003-03-13,309.535
2003-03-14,307.928
2003-03-17,305.996
2003-03-18,306.137
2003-03-19,307.806
2003-03-20,306.732
2003-03-21,310.742
2003-03-24,311.46
2003-03-25,308.806
2003-03-26,313.56
2003-03-27,312.74
2003-03-28,309.603
2003-03-31,310.115
2003-04-01,314.704
2003-04-02,309.044
2003-04-03,309.505
2003-04-04,308.786
2003-04-07,309.833
2003-04-08,309.093
2003-04-09,312.163
2003-04-10,313.399
2003-04-11,313.133
2003-04-14,315.926
2003-04-15,319.337
2003-04-16,323.91
2003-04-17,324.994
2003-04-18,324.994
2003-04-21,323.593
2003-04-22,326.171
2003-04-23,333.182
2003-04-24,335.221
2003-04-25,334.675
2003-04-28,335.259
2003-04-29,339.106
2003-04-30,343.326
2003-05-01,344.309
2003-05-02,351.154
2003-05-05,352.969
2003-05-06,364.834
2003-05-07,363.382
2003-05-08,362.369
2003-05-09,362.113
2003-05-12,364.351
2003-05-13,363.749
2003-05-14,357.03
2003-05-15,356.977
2003-05-16,359.599
2003-05-19,355.136
2003-05-20,354.629
2003-05-21,354.012
2003-05-22,358.822
2003-05-23,366.29
2003-05-26,369.698
2003-05-27,364.524
2003-05-28,356.952
2003-05-29,354.976
2003-05-30,358.283
2003-06-02,356.942
2003-06-03,368.683
2003-06-04,369.589
2003-06-05,376.318
2003-06-06,372.286
2003-06-09,369.729
2003-06-10,362.905
2003-06-11,364.039
2003-06-12,366.791
2003-06-13,370.364
2003-06-16,375.211
2003-06-17,383.128
2003-06-18,375.49
2003-06-19,368.556
2003-06-20,366.848
2003-06-23,360.145
2003-06-24,356.709
2003-06-25,364.76
2003-06-26,349.32
2003-06-27,343.527
2003-06-30,350.791
2003-07-01,356.287
2003-07-02,357.888
2003-07-03,361.69
2003-07-04,359.089
2003-07-07,361.168
2003-07-08,358.494
2003-07-09,362.036
2003-07-10,366.537
2003-07-11,366.422
2003-07-14,366.757
2003-07-15,368.032
2003-07-16,362.59
2003-07-17,361.721
2003-07-18,369.268
2003-07-21,373.465
2003-07-22,371.825
2003-07-23,370.861
2003-07-24,368.376
2003-07-25,367.661
2003-07-28,369.687
2003-07-29,371.18
2003-07-30,373.243
2003-07-31,374.652
2003-08-01,374.525
2003-08-04,376.334
2003-08-05,370.112
2003-08-06,365.906
2003-08-07,371.891
2003-08-08,364.536
2003-08-11,367.079
2003-08-12,364.17
2003-08-13,367.151
2003-08-14,369.18
2003-08-15,369.002
2003-08-18,367.303
2003-08-19,369.063
2003-08-20,372.384
2003-08-21,368.538
2003-08-22,365.95
2003-08-25,368.171
2003-08-26,365.029
2003-08-27,369.679
2003-08-28,371.719
2003-08-29,380.463
2003-09-01,378.825
2003-09-02,367.192
2003-09-03,368.083
2003-09-04,369.975
2003-09-05,379.267
2003-09-08,383.89
2003-09-09,384.345
2003-09-10,379.146
2003-09-11,377.064
2003-09-12,380.163
2003-09-15,383.251
2003-09-16,381.53
2003-09-17,391.416
2003-09-18,394.273
2003-09-19,394.966
2003-09-22,399.11
2003-09-23,392.644
2003-09-24,390.709
2003-09-25,385.733
2003-09-26,382.262
2003-09-29,381.563
2003-09-30,381.423
2003-10-01,385.067
2003-10-02,382.441
2003-10-03,384.381
2003-10-06,387.618
2003-10-07,392.817
2003-10-08,393.688
2003-10-09,395.419
2003-10-10,396.759
2003-10-13,396.222
2003-10-14,400.345
2003-10-15,403.666
2003-10-16,401.034
2003-10-17,398.639
2003-10-20,399.952
2003-10-21,400.412
2003-10-22,400.801
2003-10-23,396.601
2003-10-24,396.46
2003-10-27,393.556
2003-10-28,393.665
2003-10-29,399.844
2003-10-30,400.102
2003-10-31,393.169
2003-11-03,392.177
2003-11-04,393.324
2003-11-05,388.114
2003-11-06,386.458
2003-11-07,391.922
2003-11-10,392.271
2003-11-11,393.285
2003-11-12,396.799
2003-11-13,398.621
2003-11-14,403.374
2003-11-17,398.484
2003-11-18,400.425
2003-11-19,398.63
2003-11-20,392.269
2003-11-21,393.038
2003-11-24,389.339
2003-11-25,394.363
2003-11-26,400.93
2003-11-27,400.731
2003-11-28,402.735
2003-12-01,407.557
2003-12-02,411.383
2003-12-03,410.784
2003-12-04,407.041
2003-12-05,408.097
2003-12-08,415.019
2003-12-09,415.986
2003-12-10,413.647
2003-12-11,410.62
2003-12-12,415.793
2003-12-15,419.396
2003-12-16,416.791
2003-12-17,421.411
2003-12-18,422.258
2003-12-19,423.822
2003-12-22,425.672
2003-12-23,430.48
2003-12-24,431.693
2003-12-25,431.693
2003-12-26,431.52
2003-12-29,434.042
2003-12-30,438.065
2003-12-31,441.812
2004-01-01,441.812
2004-01-02,444.988
2004-01-05,450.919
2004-01-06,451.721
2004-01-07,449.48
2004-01-08,457.92
2004-01-09,467.223
2004-01-12,468.266
2004-01-13,468.524
2004-01-14,480.798
2004-01-15,480.679
2004-01-16,466.636
2004-01-19,464.18
2004-01-20,471.464
2004-01-21,472.407
2004-01-22,480.006
2004-01-23,479.643
2004-01-26,473.453
2004-01-27,473.652
2004-01-28,471.096
2004-01-29,464.454
2004-01-30,462.893
2004-02-02,459.169
2004-02-03,462.775
2004-02-04,462.613
2004-02-05,463.513
2004-02-06,468.62
2004-02-09,470.758
2004-02-10,467.394
2004-02-11,465.979
2004-02-12,466.748
2004-02-13,463.156
2004-02-16,465.92
2004-02-17,467.969
2004-02-18,473.469
2004-02-19,470.713
2004-02-20,458.682
2004-02-23,462.565
2004-02-24,442.714
2004-02-25,437.626
2004-02-26,430.656
2004-02-27,427.851
2004-03-01,433.091
2004-03-02,428.802
2004-03-03,424.702
2004-03-04,429.34
2004-03-05,435.456
2004-03-08,431.435
2004-03-09,434.917
2004-03-10,425.629
2004-03-11,422.35
2004-03-12,419.143
2004-03-15,417.397
2004-03-16,421.258
2004-03-17,423.548
2004-03-18,429.437
2004-03-19,426.959
2004-03-22,422.831
2004-03-23,420.807
2004-03-24,416.253
2004-03-25,425.558
2004-03-26,416.648
2004-03-29,418.689
2004-03-30,420.674
2004-03-31,422.255
2004-04-01,429.439
2004-04-02,431.924
2004-04-05,425.17
2004-04-06,432.784
2004-04-07,441.644
2004-04-08,431.771
2004-04-09,431.771
2004-04-12,430.558
2004-04-13,428.066
2004-04-14,423.782
2004-04-15,420.437
2004-04-16,422.438
2004-04-19,420.016
2004-04-20,421.371
2004-04-21,416.829
2004-04-22,421.004
2004-04-23,423.968
2004-04-26,424.109
2004-04-27,422.23
2004-04-28,413.156
2004-04-29,415.938
2004-04-30,408.559
2004-05-03,407.434
2004-05-04,414.338
2004-05-05,413.05
2004-05-06,410.832
2004-05-07,410.576
2004-05-10,400.652
2004-05-11,402.956
2004-05-12,400.785
2004-05-13,403.258
2004-05-14,400.44
2004-05-17,399.326
2004-05-18,401.745
2004-05-19,405.391
2004-05-20,396.324
2004-05-21,400.34
2004-05-24,399.41
2004-05-25,401.729
2004-05-26,408.821
2004-05-27,416.942
2004-05-28,402.822
2004-05-31,409.48
2004-06-01,411.965
2004-06-02,416.702
2004-06-03,416.272
2004-06-04,420.744
2004-06-07,423.116
2004-06-08,423.131
2004-06-09,416.036
2004-06-10,418.884
2004-06-11,413.826
2004-06-14,415.049
2004-06-15,417.329
2004-06-16,416.396
2004-06-17,417.814
2004-06-18,419.902
2004-06-21,420.937
2004-06-22,426.431
2004-06-23,426.134
2004-06-24,426.322
2004-06-25,423.021
2004-06-28,428.224
2004-06-29,427.708
2004-06-30,431.706
2004-07-01,425.379
2004-07-02,431.268
2004-07-05,426.882
2004-07-06,425.311
2004-07-07,431.172
2004-07-08,435.198
2004-07-09,436.261
2004-07-12,438.004
2004-07-13,431.161
2004-07-14,430.621
2004-07-15,426.848
2004-07-16,431.624
2004-07-19,429.988
2004-07-20,427.563
2004-07-21,427.727
2004-07-22,424.275
2004-07-23,422.054
2004-07-26,425.334
2004-07-27,419.858
2004-07-28,422.413
2004-07-29,429.528
2004-07-30,429.312
2004-08-02,430.163
2004-08-03,432.761
2004-08-04,433.782
2004-08-05,435.558
2004-08-06,436.826
2004-08-09,434.447
2004-08-10,439.225
2004-08-11,433.706
2004-08-12,436.786
2004-08-13,441.48
2004-08-16,444.26
2004-08-17,444.988
2004-08-18,438.516
2004-08-19,443.291
2004-08-20,441.057
2004-08-23,438.943
2004-08-24,436.205
2004-08-25,434.444
2004-08-26,438.798
2004-08-27,438.602
2004-08-30,439.096
2004-08-31,442.849
2004-09-01,450.2
2004-09-02,449.871
2004-09-03,446.9
2004-09-06,447.132
2004-09-07,451.365
2004-09-08,453.037
2004-09-09,453.018
2004-09-10,456.883
2004-09-13,457.31
2004-09-14,461.566
2004-09-15,456.846
2004-09-16,454.916
2004-09-17,457.783
2004-09-20,458.328
2004-09-21,462.275
2004-09-22,462.76
2004-09-23,462.508
2004-09-24,459.888
2004-09-27,460.159
2004-09-28,460.238
2004-09-29,464.927
2004-09-30,464.115
2004-10-01,463.865
2004-10-04,464.974
2004-10-05,472.698
2004-10-06,470.197
2004-10-07,468.007
2004-10-08,471.572
2004-10-11,472.325
2004-10-12,469.4
2004-10-13,465.212
2004-10-14,469.492
2004-10-15,471.674
2004-10-18,470.495
2004-10-19,472.903
2004-10-20,472.483
2004-10-21,472.811
2004-10-22,477.192
2004-10-25,479.205
2004-10-26,477.8
2004-10-27,483.022
2004-10-28,486.633
2004-10-29,479.583
2004-11-01,484.943
2004-11-02,481.585
2004-11-03,489.016
2004-11-04,491.694
2004-11-05,497.312
2004-11-08,496.885
2004-11-09,498.856
2004-11-10,503.427
2004-11-11,503.759
2004-11-12,509.494
2004-11-15,516.037
2004-11-16,511.814
2004-11-17,514.197
2004-11-18,512.848
2004-11-19,514.031
2004-11-22,513.759
2004-11-23,518.929
2004-11-24,522.032
2004-11-25,524.073
2004-11-26,521.374
2004-11-29,528.31
2004-11-30,524.68
2004-12-01,532.445
2004-12-02,536.805
2004-12-03,544.879
2004-12-06,544.055
2004-12-07,538.109
2004-12-08,531.647
2004-12-09,531.787
2004-12-10,531.196
2004-12-13,538.164
2004-12-14,541.06
2004-12-15,546.648
2004-12-16,543.265
2004-12-17,540.461
2004-12-20,547.113
2004-12-21,544.795
2004-12-22,549.697
2004-12-23,554.078
2004-12-24,555.514
2004-12-27,558.981
2004-12-28,558.181
2004-12-29,563.091
2004-12-30,565.686
2004-12-31,567.006
2005-01-03,561.521
2005-01-04,557.074
2005-01-05,552.573
2005-01-06,550.799
2005-01-07,551.462
2005-01-10,555.73
2005-01-11,553.007
2005-01-12,557.291
2005-01-13,554.329
2005-01-14,551.73
2005-01-17,551.82
2005-01-18,550.06
2005-01-19,553.725
2005-01-20,548.568
2005-01-21,551.164
2005-01-24,552.597
2005-01-25,551.496
2005-01-26,554.948
2005-01-27,552.951
2005-01-28,547.396
2005-01-31,541.414
2005-02-01,547.72
2005-02-02,548.088
2005-02-03,545.049
2005-02-04,546.858
2005-02-07,541.901
2005-02-08,539.631
2005-02-09,547.832
2005-02-10,557.37
2005-02-11,561.447
2005-02-14,565.507
2005-02-15,571.009
2005-02-16,571.409
2005-02-17,575.313
2005-02-18,577.028
2005-02-21,576.855
2005-02-22,587.069
2005-02-23,579.178
2005-02-24,579.039
2005-02-25,580.623
2005-02-28,587.302
2005-03-01,592.619
2005-03-02,588.576
2005-03-03,591.805
2005-03-04,597.917
2005-03-07,588.954
2005-03-08,591.641
2005-03-09,588.695
2005-03-10,582.477
2005-03-11,582.945
2005-03-14,574.051
2005-03-15,575.69
2005-03-16,572.281
2005-03-17,575.138
2005-03-18,574.674
2005-03-21,570.64
2005-03-22,570.611
2005-03-23,563.886
2005-03-24,567.74
2005-03-25,567.74
2005-03-28,563.756
2005-03-29,562.609
2005-03-30,563.513
2005-03-31,566.564
2005-04-01,567.54
2005-04-04,561.581
2005-04-05,565.14
2005-04-06,571.657
2005-04-07,572.079
2005-04-08,570.417
2005-04-11,575.053
2005-04-12,571.321
2005-04-13,578.423
2005-04-14,571.741
2005-04-15,571.442
2005-04-18,566.215
2005-04-19,568.661
2005-04-20,569.75
2005-04-21,570.394
2005-04-22,567.607
2005-04-25,563.75
2005-04-26,561.84
2005-04-27,553.918
2005-04-28,545.289
2005-04-29,547.431
2005-05-02,544.421
2005-05-03,552.677
2005-05-04,564.624
2005-05-05,571.765
2005-05-06,565.87
2005-05-09,563.492
2005-05-10,562.324
2005-05-11,558.853
2005-05-12,554.565
2005-05-13,546.572
2005-05-16,545.042
2005-05-17,551.424
2005-05-18,559.123
2005-05-19,558.387
2005-05-20,551.977
2005-05-23,558.863
2005-05-24,563.188
2005-05-25,564.23
2005-05-26,560.917
2005-05-27,565.103
2005-05-30,564.073
2005-05-31,550.986
2005-06-01,554.032
2005-06-02,554.352
2005-06-03,553.749
2005-06-06,554.155
2005-06-07,556.815
2005-06-08,559.109
2005-06-09,550.353
2005-06-10,549.536
2005-06-13,549.375
2005-06-14,552.171
2005-06-15,554.142
2005-06-16,555.44
2005-06-17,568.814
2005-06-20,558.728
2005-06-21,560.961
2005-06-22,566.461
2005-06-23,566.966
2005-06-24,569.03
2005-06-27,572.34
2005-06-28,570.624
2005-06-29,571.76
2005-06-30,574.79
2005-07-01,568.797
2005-07-04,564.28
2005-07-05,562.563
2005-07-06,563.618
2005-07-07,559.619
2005-07-08,563.998
2005-07-11,575.898
2005-07-12,579.233
2005-07-13,574.981
2005-07-14,576.201
2005-07-15,572.688
2005-07-18,574.998
2005-07-19,579.83
2005-07-20,578.404
2005-07-21,587.021
2005-07-22,591.496
2005-07-25,584.965
2005-07-26,582.386
2005-07-27,584.166
2005-07-28,583.475
2005-07-29,584.686
2005-08-01,589.289
2005-08-02,593.144
2005-08-03,592.994
2005-08-04,587.024
2005-08-05,587.596
2005-08-08,589.484
2005-08-09,588.62
2005-08-10,598.808
2005-08-11,600.893
2005-08-12,596.53
2005-08-15,588.963
2005-08-16,591.369
2005-08-17,587.036
2005-08-18,576.772
2005-08-19,574.934
2005-08-22,578.426
2005-08-23,578.163
2005-08-24,579.058
2005-08-25,579.503
2005-08-26,580.225
2005-08-29,579.708
2005-08-30,576.648
2005-08-31,584.119
2005-09-01,592.638
2005-09-02,599.09
2005-09-05,599.217
2005-09-06,605.484
2005-09-07,603.914
2005-09-08,604.796
2005-09-09,602.38
2005-09-12,591.21
2005-09-13,586.929
2005-09-14,590.468
2005-09-15,585.906
2005-09-16,581.654
2005-09-19,580.105
2005-09-20,585.828
2005-09-21,581.373
2005-09-22,570.525
2005-09-23,571.071
2005-09-26,577.299
2005-09-27,574.494
2005-09-28,579.486
2005-09-29,579.277
2005-09-30,585.79
2005-10-03,579.332
2005-10-04,585.348
2005-10-05,588.821
2005-10-06,594.224
2005-10-07,593.888
2005-10-10,585.327
2005-10-11,582.844
2005-10-12,578.9
2005-10-13,567.349
2005-10-14,571.226
2005-10-17,569.066
2005-10-18,560.463
2005-10-19,553.062
2005-10-20,551.875
2005-10-21,547.414
2005-10-24,555.947
2005-10-25,567.585
2005-10-26,568.549
2005-10-27,564.014
2005-10-28,563.707
2005-10-31,570.421
2005-11-01,572.261
2005-11-02,579.318
2005-11-03,579.372
2005-11-04,563.443
2005-11-07,568.766
2005-11-08,566.893
