Date,IRELAND VALUE Standard (Large+Mid Cap)
2001-11-14,307.894
2001-11-15,309.101
2001-11-16,312.173
2001-11-19,315.755
2001-11-20,321.065
2001-11-21,322.881
2001-11-22,322.721
2001-11-23,320.928
2001-11-26,324.56
2001-11-27,324.931
2001-11-28,327.341
2001-11-29,327.657
2001-11-30,336.949
2001-12-03,333.77
2001-12-04,340.7
2001-12-05,349.273
2001-12-06,352.416
2001-12-07,353.132
2001-12-10,352.747
2001-12-11,357.167
2001-12-12,352.716
2001-12-13,351.258
2001-12-14,344.916
2001-12-17,350.943
2001-12-18,350.084
2001-12-19,346.346
2001-12-20,349.97
2001-12-21,354.018
2001-12-24,350.486
2001-12-25,350.486
2001-12-26,350.785
2001-12-27,353.219
2001-12-28,352.394
2001-12-31,358.188
2002-01-01,358.188
2002-01-02,363.46
2002-01-03,361.555
2002-01-04,359.693
2002-01-07,358.86
2002-01-08,355.977
2002-01-09,352.599
2002-01-10,346.731
2002-01-11,347.93
2002-01-14,346.727
2002-01-15,346.636
2002-01-16,346.235
2002-01-17,349.951
2002-01-18,350.79
2002-01-21,345.881
2002-01-22,348.954
2002-01-23,350.929
2002-01-24,351.277
2002-01-25,342.82
2002-01-28,345.8
2002-01-29,341.324
2002-01-30,337.369
2002-01-31,343.608
2002-02-01,346.336
2002-02-04,353.019
2002-02-05,348.604
2002-02-06,324.7
2002-02-07,328.516
2002-02-08,337.959
2002-02-11,336.732
2002-02-12,341.894
2002-02-13,344.224
2002-02-14,344.549
2002-02-15,344.861
2002-02-18,338.631
2002-02-19,335.407
2002-02-20,333.14
2002-02-21,334.262
2002-02-22,340.939
2002-02-25,346.836
2002-02-26,351.836
2002-02-27,352.074
2002-02-28,350.761
2002-03-01,351.412
2002-03-04,359.154
2002-03-05,358.51
2002-03-06,355.24
2002-03-07,357.001
2002-03-08,355.07
2002-03-11,357.424
2002-03-12,358.436
2002-03-13,360.99
2002-03-14,363.089
2002-03-15,365.105
2002-03-18,367.095
2002-03-19,375.744
2002-03-20,378.684
2002-03-21,374.994
2002-03-22,379.666
2002-03-25,381.605
2002-03-26,376.697
2002-03-27,377.941
2002-03-28,380.916
2002-03-29,380.916
2002-04-01,384.038
2002-04-02,389.946
2002-04-03,385.288
2002-04-04,382.329
2002-04-05,380.351
2002-04-08,374.098
2002-04-09,371.3
2002-04-10,374.036
2002-04-11,378.545
2002-04-12,375.591
2002-04-15,376.294
2002-04-16,376.591
2002-04-17,379.631
2002-04-18,380.773
2002-04-19,385.844
2002-04-22,390.446
2002-04-23,390.804
2002-04-24,392.18
2002-04-25,390.264
2002-04-26,389.152
2002-04-29,393.115
2002-04-30,395.708
2002-05-01,393.905
2002-05-02,399.144
2002-05-03,406.389
2002-05-06,407.746
2002-05-07,403.106
2002-05-08,410.724
2002-05-09,414.272
2002-05-10,419.383
2002-05-13,419.439
2002-05-14,412.096
2002-05-15,419.332
2002-05-16,416.174
2002-05-17,420.574
2002-05-20,419.478
2002-05-21,414.981
2002-05-22,417.001
2002-05-23,415.607
2002-05-24,414.92
2002-05-27,417.222
2002-05-28,420.163
2002-05-29,422.738
2002-05-30,423.579
2002-05-31,420.34
2002-06-03,422.027
2002-06-04,418.566
2002-06-05,414.69
2002-06-06,417.027
2002-06-07,403.741
2002-06-10,408.268
2002-06-11,402.073
2002-06-12,393.77
2002-06-13,397.843
2002-06-14,393.069
2002-06-17,389.226
2002-06-18,394.189
2002-06-19,392.743
2002-06-20,392.85
2002-06-21,393.343
2002-06-24,391.043
2002-06-25,395.233
2002-06-26,382.845
2002-06-27,376.023
2002-06-28,379.274
2002-07-01,367.372
2002-07-02,347.492
2002-07-03,327.786
2002-07-04,333.811
2002-07-05,338.581
2002-07-08,346.084
2002-07-09,352.166
2002-07-10,346.687
2002-07-11,339.022
2002-07-12,343.563
2002-07-15,342.029
2002-07-16,341.782
2002-07-17,346.464
2002-07-18,347.347
2002-07-19,345.054
2002-07-22,336.235
2002-07-23,324.756
2002-07-24,316.147
2002-07-25,324.863
2002-07-26,316.426
2002-07-29,316.401
2002-07-30,322.15
2002-07-31,318.413
2002-08-01,317.053
2002-08-02,313.011
2002-08-05,304.586
2002-08-06,299.16
2002-08-07,301.804
2002-08-08,301.459
2002-08-09,308.442
2002-08-12,313.223
2002-08-13,318.306
2002-08-14,316.494
2002-08-15,317.821
2002-08-16,324.965
2002-08-19,320.66
2002-08-20,320.57
2002-08-21,326.196
2002-08-22,329.454
2002-08-23,331.847
2002-08-26,335.284
2002-08-27,333.013
2002-08-28,326.736
2002-08-29,326.494
2002-08-30,324.813
2002-09-02,322.756
2002-09-03,325.055
2002-09-04,321.17
2002-09-05,316.099
2002-09-06,312.827
2002-09-09,312.849
2002-09-10,315.246
2002-09-11,320.764
2002-09-12,318.413
2002-09-13,315.847
2002-09-16,318.42
2002-09-17,320.012
2002-09-18,312.18
2002-09-19,306.105
2002-09-20,303.902
2002-09-23,294.913
2002-09-24,289.832
2002-09-25,289.755
2002-09-26,292.235
2002-09-27,286.8
2002-09-30,261.829
2002-10-01,258.578
2002-10-02,263.186
2002-10-03,258.825
2002-10-04,254.161
2002-10-07,251.349
2002-10-08,251.515
2002-10-09,246.758
2002-10-10,249.835
2002-10-11,269.789
2002-10-14,267.522
2002-10-15,282.177
2002-10-16,279.364
2002-10-17,277.117
2002-10-18,280.444
2002-10-21,286.062
2002-10-22,282.058
2002-10-23,276.665
2002-10-24,287.017
2002-10-25,276.919
2002-10-28,276.233
2002-10-29,266.337
2002-10-30,265.726
2002-10-31,283.905
2002-11-01,285.377
2002-11-04,293.845
2002-11-05,292.414
2002-11-06,290.253
2002-11-07,295.391
2002-11-08,295.094
2002-11-11,294.196
2002-11-12,294.579
2002-11-13,293.884
2002-11-14,291.825
2002-11-15,295.87
2002-11-18,299.886
2002-11-19,301.171
2002-11-20,293.749
2002-11-21,297.14
2002-11-22,293.231
2002-11-25,296.157
2002-11-26,297.614
2002-11-27,296.08
2002-11-28,299.867
2002-11-29,312.264
2002-12-02,313.184
2002-12-03,309.852
2002-12-04,308.845
2002-12-05,302.374
2002-12-06,300.498
2002-12-09,293.995
2002-12-10,295.205
2002-12-11,301.939
2002-12-12,296.599
2002-12-13,286.862
2002-12-16,286.626
2002-12-17,290.83
2002-12-18,283.865
2002-12-19,285.569
2002-12-20,287.314
2002-12-23,287.302
2002-12-24,288.492
2002-12-25,288.492
2002-12-26,289.219
2002-12-27,290.246
2002-12-30,291.762
2002-12-31,289.473
2003-01-01,289.473
2003-01-02,296.721
2003-01-03,300.873
2003-01-06,305.717
2003-01-07,306.07
2003-01-08,303.416
2003-01-09,305.668
2003-01-10,310.989
2003-01-13,310.53
2003-01-14,311.15
2003-01-15,305.838
2003-01-16,307.794
2003-01-17,307.468
2003-01-20,309.227
2003-01-21,307.715
2003-01-22,305.604
2003-01-23,304.95
2003-01-24,304.132
2003-01-27,296.771
2003-01-28,296.545
2003-01-29,294.585
2003-01-30,302.445
2003-01-31,304.049
2003-02-03,312.54
2003-02-04,306.527
2003-02-05,301.542
2003-02-06,296.045
2003-02-07,289.772
2003-02-10,288.929
2003-02-11,291.186
2003-02-12,287.781
2003-02-13,292.071
2003-02-14,292.923
2003-02-17,292.927
2003-02-18,294.333
2003-02-19,294.219
2003-02-20,298.457
2003-02-21,296.59
2003-02-24,294.146
2003-02-25,283.878
2003-02-26,282.805
2003-02-27,278.813
2003-02-28,284.339
2003-03-03,288.055
2003-03-04,295.405
2003-03-05,294.801
2003-03-06,297.356
2003-03-07,304.05
2003-03-10,306.491
2003-03-11,306.234
2003-03-12,306.106
2003-03-13,308.951
2003-03-14,307.348
2003-03-17,305.419
2003-03-18,305.56
2003-03-19,307.226
2003-03-20,306.154
2003-03-21,310.156
2003-03-24,310.872
2003-03-25,308.224
2003-03-26,312.968
2003-03-27,312.15
2003-03-28,309.019
2003-03-31,309.53
2003-04-01,314.111
2003-04-02,308.461
2003-04-03,308.921
2003-04-04,308.204
2003-04-07,309.248
2003-04-08,308.51
2003-04-09,311.574
2003-04-10,312.808
2003-04-11,312.543
2003-04-14,315.33
2003-04-15,318.734
2003-04-16,323.299
2003-04-17,324.381
2003-04-18,324.381
2003-04-21,322.983
2003-04-22,325.556
2003-04-23,332.553
2003-04-24,334.589
2003-04-25,334.044
2003-04-28,334.627
2003-04-29,338.467
2003-04-30,342.678
2003-05-01,343.659
2003-05-02,350.491
2003-05-05,352.303
2003-05-06,364.146
2003-05-07,362.696
2003-05-08,361.685
2003-05-09,361.43
2003-05-12,363.664
2003-05-13,363.063
2003-05-14,356.357
2003-05-15,356.304
2003-05-16,358.921
2003-05-19,354.466
2003-05-20,353.96
2003-05-21,353.344
2003-05-22,358.145
2003-05-23,365.599
2003-05-26,369.001
2003-05-27,363.837
2003-05-28,356.279
2003-05-29,354.306
2003-05-30,357.607
2003-06-02,356.269
2003-06-03,367.988
2003-06-04,368.892
2003-06-05,375.609
2003-06-06,371.583
2003-06-09,369.031
2003-06-10,362.22
2003-06-11,363.353
2003-06-12,366.099
2003-06-13,369.665
2003-06-16,374.504
2003-06-17,382.405
2003-06-18,374.782
2003-06-19,367.861
2003-06-20,366.156
2003-06-23,359.465
2003-06-24,356.036
2003-06-25,364.072
2003-06-26,348.661
2003-06-27,342.879
2003-06-30,350.13
2003-07-01,355.615
2003-07-02,357.213
2003-07-03,361.008
2003-07-04,358.411
2003-07-07,360.487
2003-07-08,357.818
2003-07-09,361.353
2003-07-10,365.846
2003-07-11,365.731
2003-07-14,366.065
2003-07-15,367.338
2003-07-16,361.906
2003-07-17,361.039
2003-07-18,368.571
2003-07-21,372.76
2003-07-22,371.124
2003-07-23,370.162
2003-07-24,367.681
2003-07-25,366.968
2003-07-28,368.989
2003-07-29,370.48
2003-07-30,372.539
2003-07-31,373.946
2003-08-01,373.819
2003-08-04,375.624
2003-08-05,369.414
2003-08-06,365.216
2003-08-07,371.19
2003-08-08,363.848
2003-08-11,366.386
2003-08-12,363.483
2003-08-13,366.458
2003-08-14,368.484
2003-08-15,368.306
2003-08-18,366.61
2003-08-19,368.367
2003-08-20,371.682
2003-08-21,367.843
2003-08-22,365.26
2003-08-25,367.476
2003-08-26,364.341
2003-08-27,368.982
2003-08-28,371.018
2003-08-29,379.745
2003-09-01,378.11
2003-09-02,366.499
2003-09-03,367.389
2003-09-04,369.277
2003-09-05,378.551
2003-09-08,383.166
2003-09-09,383.62
2003-09-10,378.43
2003-09-11,376.353
2003-09-12,379.446
2003-09-15,382.528
2003-09-16,380.81
2003-09-17,390.678
2003-09-18,393.529
2003-09-19,394.221
2003-09-22,398.357
2003-09-23,391.904
2003-09-24,389.972
2003-09-25,385.006
2003-09-26,381.541
2003-09-29,380.844
2003-09-30,380.704
2003-10-01,384.34
2003-10-02,381.719
2003-10-03,383.656
2003-10-06,386.887
2003-10-07,392.076
2003-10-08,392.945
2003-10-09,394.673
2003-10-10,396.011
2003-10-13,395.474
2003-10-14,399.59
2003-10-15,402.904
2003-10-16,400.277
2003-10-17,397.887
2003-10-20,399.197
2003-10-21,399.657
2003-10-22,400.045
2003-10-23,395.853
2003-10-24,395.712
2003-10-27,392.813
2003-10-28,392.922
2003-10-29,399.09
2003-10-30,399.347
2003-10-31,392.428
2003-11-03,391.438
2003-11-04,392.582
2003-11-05,387.382
2003-11-06,385.729
2003-11-07,391.182
2003-11-10,391.531
2003-11-11,392.543
2003-11-12,396.051
2003-11-13,397.869
2003-11-14,402.613
2003-11-17,397.732
2003-11-18,399.67
2003-11-19,397.878
2003-11-20,391.529
2003-11-21,392.297
2003-11-24,388.604
2003-11-25,393.619
2003-11-26,400.174
2003-11-27,399.975
2003-11-28,401.975
2003-12-01,406.789
2003-12-02,410.607
2003-12-03,410.009
2003-12-04,406.274
2003-12-05,407.328
2003-12-08,414.237
2003-12-09,415.202
2003-12-10,412.867
2003-12-11,409.846
2003-12-12,415.008
2003-12-15,418.605
2003-12-16,416.005
2003-12-17,420.616
2003-12-18,421.461
2003-12-19,423.023
2003-12-22,424.869
2003-12-23,429.668
2003-12-24,430.879
2003-12-25,430.879
2003-12-26,430.706
2003-12-29,433.223
2003-12-30,437.239
2003-12-31,440.979
2004-01-01,440.979
2004-01-02,444.149
2004-01-05,450.068
2004-01-06,450.869
2004-01-07,448.632
2004-01-08,457.056
2004-01-09,466.342
2004-01-12,467.383
2004-01-13,467.64
2004-01-14,479.891
2004-01-15,479.773
2004-01-16,465.756
2004-01-19,463.305
2004-01-20,470.574
2004-01-21,471.516
2004-01-22,479.101
2004-01-23,478.738
2004-01-26,472.56
2004-01-27,472.758
2004-01-28,470.208
2004-01-29,463.578
2004-01-30,462.02
2004-02-02,458.303
2004-02-03,461.902
2004-02-04,461.741
2004-02-05,462.639
2004-02-06,467.736
2004-02-09,469.87
2004-02-10,466.512
2004-02-11,465.1
2004-02-12,465.867
2004-02-13,462.282
2004-02-16,465.041
2004-02-17,467.086
2004-02-18,472.576
2004-02-19,469.825
2004-02-20,457.817
2004-02-23,461.693
2004-02-24,441.879
2004-02-25,436.8
2004-02-26,429.844
2004-02-27,427.044
2004-03-01,432.274
2004-03-02,427.993
2004-03-03,423.901
2004-03-04,428.53
2004-03-05,434.634
2004-03-08,430.621
2004-03-09,434.097
2004-03-10,424.826
2004-03-11,421.554
2004-03-12,418.353
2004-03-15,416.61
2004-03-16,420.464
2004-03-17,422.75
2004-03-18,428.627
2004-03-19,426.154
2004-03-22,422.033
2004-03-23,420.013
2004-03-24,415.468
2004-03-25,424.756
2004-03-26,415.862
2004-03-29,417.9
2004-03-30,419.88
2004-03-31,421.458
2004-04-01,428.629
2004-04-02,431.11
2004-04-05,424.368
2004-04-06,431.968
2004-04-07,440.811
2004-04-08,430.957
2004-04-09,430.957
2004-04-12,429.746
2004-04-13,427.258
2004-04-14,422.983
2004-04-15,419.644
2004-04-16,421.642
2004-04-19,419.224
2004-04-20,420.576
2004-04-21,416.043
2004-04-22,420.21
2004-04-23,423.169
2004-04-26,423.309
2004-04-27,421.434
2004-04-28,412.376
2004-04-29,415.153
2004-04-30,407.788
2004-05-03,406.665
2004-05-04,413.556
2004-05-05,412.271
2004-05-06,410.057
2004-05-07,409.802
2004-05-10,399.896
2004-05-11,402.196
2004-05-12,400.029
2004-05-13,402.497
2004-05-14,399.684
2004-05-17,398.572
2004-05-18,400.988
2004-05-19,404.626
2004-05-20,395.577
2004-05-21,399.585
2004-05-24,398.656
2004-05-25,400.971
2004-05-26,408.05
2004-05-27,416.156
2004-05-28,402.062
2004-05-31,408.708
2004-06-01,411.188
2004-06-02,415.916
2004-06-03,415.487
2004-06-04,419.951
2004-06-07,422.318
2004-06-08,422.333
2004-06-09,415.251
2004-06-10,418.094
2004-06-11,413.045
2004-06-14,414.266
2004-06-15,416.542
2004-06-16,415.611
2004-06-17,417.026
2004-06-18,419.11
2004-06-21,420.143
2004-06-22,425.627
2004-06-23,425.331
2004-06-24,425.518
2004-06-25,422.223
2004-06-28,427.416
2004-06-29,426.901
2004-06-30,430.891
2004-07-01,424.577
2004-07-02,430.455
2004-07-05,426.077
2004-07-06,424.509
2004-07-07,430.359
2004-07-08,434.377
2004-07-09,435.438
2004-07-12,437.178
2004-07-13,430.347
2004-07-14,429.809
2004-07-15,426.043
2004-07-16,430.81
2004-07-19,429.177
2004-07-20,426.756
2004-07-21,426.92
2004-07-22,423.475
2004-07-23,421.258
2004-07-26,424.531
2004-07-27,419.066
2004-07-28,421.616
2004-07-29,428.717
2004-07-30,428.502
2004-08-02,429.351
2004-08-03,431.945
2004-08-04,432.964
2004-08-05,434.736
2004-08-06,436.002
2004-08-09,433.627
2004-08-10,438.397
2004-08-11,432.888
2004-08-12,435.962
2004-08-13,440.647
2004-08-16,443.422
2004-08-17,444.149
2004-08-18,437.689
2004-08-19,442.455
2004-08-20,440.225
2004-08-23,438.115
2004-08-24,435.382
2004-08-25,433.625
2004-08-26,437.97
2004-08-27,437.774
2004-08-30,438.268
2004-08-31,442.013
2004-09-01,449.351
2004-09-02,449.023
2004-09-03,446.057
2004-09-06,446.289
2004-09-07,450.513
2004-09-08,452.182
2004-09-09,452.163
2004-09-10,456.022
2004-09-13,456.448
2004-09-14,460.696
2004-09-15,455.985
2004-09-16,454.058
2004-09-17,456.92
2004-09-20,457.464
2004-09-21,461.403
2004-09-22,461.887
2004-09-23,461.635
2004-09-24,459.021
2004-09-27,459.291
2004-09-28,459.37
2004-09-29,464.05
2004-09-30,463.239
2004-10-01,462.99
2004-10-04,464.097
2004-10-05,471.807
2004-10-06,469.31
2004-10-07,467.124
2004-10-08,470.683
2004-10-11,471.434
2004-10-12,468.515
2004-10-13,464.335
2004-10-14,468.607
2004-10-15,470.784
2004-10-18,469.607
2004-10-19,472.011
2004-10-20,471.592
2004-10-21,471.919
2004-10-22,476.292
2004-10-25,478.302
2004-10-26,476.899
2004-10-27,482.111
2004-10-28,485.715
2004-10-29,478.679
2004-11-01,484.028
2004-11-02,480.677
2004-11-03,488.094
2004-11-04,490.767
2004-11-05,496.374
2004-11-08,495.948
2004-11-09,497.915
2004-11-10,502.477
2004-11-11,502.809
2004-11-12,508.533
2004-11-15,515.063
2004-11-16,510.848
2004-11-17,513.227
2004-11-18,511.88
2004-11-19,513.062
2004-11-22,512.79
2004-11-23,517.95
2004-11-24,521.047
2004-11-25,523.084
2004-11-26,520.391
2004-11-29,527.313
2004-11-30,523.691
2004-12-01,531.441
2004-12-02,535.792
2004-12-03,543.852
2004-12-06,543.029
2004-12-07,537.094
2004-12-08,530.644
2004-12-09,530.784
2004-12-10,530.194
2004-12-13,537.149
2004-12-14,540.039
2004-12-15,545.617
2004-12-16,542.241
2004-12-17,539.441
2004-12-20,546.081
2004-12-21,543.767
2004-12-22,548.661
2004-12-23,553.033
2004-12-24,554.466
2004-12-27,557.927
2004-12-28,557.128
2004-12-29,562.028
2004-12-30,564.619
2004-12-31,565.937
2005-01-03,560.462
2005-01-04,556.023
2005-01-05,551.53
2005-01-06,549.76
2005-01-07,550.422
2005-01-10,554.682
2005-01-11,551.964
2005-01-12,556.24
2005-01-13,553.284
2005-01-14,550.689
2005-01-17,550.779
2005-01-18,549.023
2005-01-19,552.68
2005-01-20,547.533
2005-01-21,550.124
2005-01-24,551.555
2005-01-25,550.455
2005-01-26,553.902
2005-01-27,551.908
2005-01-28,546.364
2005-01-31,540.393
2005-02-01,546.687
2005-02-02,547.054
2005-02-03,544.021
2005-02-04,545.826
2005-02-07,540.879
2005-02-08,538.613
2005-02-09,546.798
2005-02-10,556.319
2005-02-11,560.388
2005-02-14,564.44
2005-02-15,569.932
2005-02-16,570.331
2005-02-17,574.227
2005-02-18,575.94
2005-02-21,575.767
2005-02-22,585.962
2005-02-23,578.086
2005-02-24,577.947
2005-02-25,579.528
2005-02-28,586.195
2005-03-01,591.501
2005-03-02,587.466
2005-03-03,590.689
2005-03-04,596.789
2005-03-07,587.843
2005-03-08,590.525
2005-03-09,587.585
2005-03-10,581.379
2005-03-11,581.845
2005-03-14,572.968
2005-03-15,574.604
2005-03-16,571.201
2005-03-17,574.053
2005-03-18,573.59
2005-03-21,569.563
2005-03-22,569.534
2005-03-23,562.822
2005-03-24,566.669
2005-03-25,566.669
2005-03-28,562.692
2005-03-29,561.548
2005-03-30,562.45
2005-03-31,565.496
2005-04-01,566.47
2005-04-04,560.522
2005-04-05,564.074
2005-04-06,570.578
2005-04-07,571.0
2005-04-08,569.341
2005-04-11,573.969
2005-04-12,570.244
2005-04-13,577.332
2005-04-14,570.662
2005-04-15,570.365
2005-04-18,565.148
2005-04-19,567.589
2005-04-20,568.675
2005-04-21,569.318
2005-04-22,566.537
2005-04-25,562.686
2005-04-26,560.78
2005-04-27,552.874
2005-04-28,544.261
2005-04-29,546.399
2005-05-02,543.394
2005-05-03,551.635
2005-05-04,563.559
2005-05-05,570.686
2005-05-06,564.802
2005-05-09,562.429
2005-05-10,561.264
2005-05-11,557.799
2005-05-12,553.519
2005-05-13,545.541
2005-05-16,544.014
2005-05-17,550.384
2005-05-18,558.068
2005-05-19,557.334
2005-05-20,550.936
2005-05-23,557.809
2005-05-24,562.126
2005-05-25,563.165
2005-05-26,559.859
2005-05-27,564.037
2005-05-30,563.009
2005-05-31,549.947
2005-06-01,552.987
2005-06-02,553.307
2005-06-03,552.705
2005-06-06,553.11
2005-06-07,555.765
2005-06-08,558.054
2005-06-09,549.315
2005-06-10,548.5
2005-06-13,548.339
2005-06-14,551.129
2005-06-15,553.097
2005-06-16,554.393
2005-06-17,567.741
2005-06-20,557.674
2005-06-21,559.903
2005-06-22,565.393
2005-06-23,565.896
2005-06-24,567.957
2005-06-27,571.26
2005-06-28,569.548
2005-06-29,570.682
2005-06-30,573.705
2005-07-01,567.724
2005-07-04,563.215
2005-07-05,561.502
2005-07-06,562.555
2005-07-07,558.564
2005-07-08,562.934
2005-07-11,574.812
2005-07-12,578.141
2005-07-13,573.896
2005-07-14,575.114
2005-07-15,571.608
2005-07-18,573.913
2005-07-19,578.737
2005-07-20,577.314
2005-07-21,585.914
2005-07-22,590.38
2005-07-25,583.862
2005-07-26,581.288
2005-07-27,582.946
2005-07-28,582.257
2005-07-29,583.465
2005-08-01,588.058
2005-08-02,591.906
2005-08-03,591.755
2005-08-04,585.798
2005-08-05,586.369
2005-08-08,588.253
2005-08-09,587.391
2005-08-10,596.831
2005-08-11,598.909
2005-08-12,594.56
2005-08-15,587.019
2005-08-16,589.417
2005-08-17,585.098
2005-08-18,574.868
2005-08-19,573.035
2005-08-22,576.517
2005-08-23,576.254
2005-08-24,577.147
2005-08-25,577.59
2005-08-26,578.31
2005-08-29,577.794
2005-08-30,574.744
2005-08-31,582.19
2005-09-01,590.681
2005-09-02,597.112
2005-09-05,597.238
2005-09-06,603.485
2005-09-07,601.921
2005-09-08,602.799
2005-09-09,600.392
2005-09-12,589.259
2005-09-13,584.991
2005-09-14,588.5
2005-09-15,583.953
2005-09-16,579.716
2005-09-19,578.172
2005-09-20,583.875
2005-09-21,579.363
2005-09-22,568.553
2005-09-23,569.097
2005-09-26,575.304
2005-09-27,572.508
2005-09-28,577.483
2005-09-29,577.275
2005-09-30,583.765
2005-10-03,577.33
2005-10-04,583.325
2005-10-05,586.625
2005-10-06,592.008
2005-10-07,591.673
2005-10-10,583.145
2005-10-11,580.67
2005-10-12,576.741
2005-10-13,565.233
2005-10-14,569.096
2005-10-17,566.944
2005-10-18,558.373
2005-10-19,550.94
2005-10-20,549.757
2005-10-21,545.313
2005-10-24,553.813
2005-10-25,565.407
2005-10-26,566.367
2005-10-27,561.849
2005-10-28,561.543
2005-10-31,568.231
2005-11-01,570.065
2005-11-02,577.094
2005-11-03,577.149
2005-11-04,561.28
2005-11-07,566.583
2005-11-08,564.717
