Date,SINGAPORE MID GROWTH Mid Cap
2009-01-30,549.406
2009-02-27,498.52
2009-03-31,583.995
2009-04-30,677.958
2009-05-29,809.346
2009-06-30,826.671
2009-07-31,947.168
2009-08-31,985.941
2009-09-30,1063.81
2009-10-30,1084.54
2009-11-30,1093.276
2009-12-31,1124.017
2010-01-29,1086.048
2010-02-26,1102.343
2010-03-31,1159.941
2010-04-30,1252.722
2010-05-31,1117.617
2010-06-30,1179.592
2010-07-30,1298.227
2010-08-31,1279.412
2010-09-30,1402.387
2010-10-29,1472.363
2010-11-30,1493.742
2010-12-31,1614.178
2011-01-31,1568.094
2011-02-28,1470.727
2011-03-31,1550.988
2011-04-29,1635.108
2011-05-31,1580.181
2011-06-30,1510.158
2011-07-29,1554.69
2011-08-31,1376.544
2011-09-30,1125.04
2011-10-31,1279.921
2011-11-30,1233.428
2011-12-30,1193.866
2012-01-31,1387.014
2012-02-29,1392.35
2012-03-30,1395.362
2012-04-30,1400.859
2012-05-31,1198.737
2012-06-29,1311.553
2012-07-31,1464.546
2012-08-31,1479.478
2012-09-28,1588.314
2012-10-31,1596.359
2012-11-30,1563.452
2012-12-31,1572.692
2013-01-31,1631.479
2013-02-28,1618.734
2013-03-29,1632.564
2013-04-30,1647.691
2013-05-31,1554.915
2013-06-28,1550.721
2013-07-31,1619.607
2013-08-30,1523.925
2013-09-30,1632.249
2013-10-31,1697.165
2013-11-29,1667.268
2013-12-31,1650.817
2014-01-31,1536.357
2014-02-28,1586.051
2014-03-31,1651.015
2014-04-30,1764.498
2014-05-30,1850.281
2014-06-30,1879.789
2014-07-31,1912.096
2014-08-29,1881.149
2014-09-30,1803.685
2014-10-31,1767.982
2014-11-28,1750.866
2014-12-31,1718.771
2015-01-30,1681.08
2015-02-27,1672.707
2015-03-31,1646.121
2015-04-30,1762.743
2015-05-29,1678.252
2015-06-30,1621.74
2015-07-31,1467.767
2015-08-31,1372.506
2015-09-30,1286.714
2015-10-30,1395.284
2015-11-30,1340.141
2015-12-31,1356.95
2016-01-29,1258.419
2016-02-29,1329.016
2016-03-31,1457.287
2016-04-29,1445.842
2016-05-31,1386.307
2016-06-30,1446.33
2016-07-29,1469.566
2016-08-31,1439.415
2016-09-30,1456.109
2016-10-31,1362.524
2016-11-30,1360.235
2016-12-30,1327.818
2017-01-31,1447.44
2017-02-28,1487.823
2017-03-31,1519.422
2017-04-28,1560.136
2017-05-31,1574.41
2017-06-30,1572.698
2017-07-31,1626.543
2017-08-31,1614.186
2017-09-29,1553.194
2017-10-31,1611.829
2017-11-30,1600.409
2017-12-29,1613.326
2018-01-31,1758.131
2018-02-28,1669.263
2018-03-30,1699.809
2018-04-30,1748.494
2018-05-31,1685.183
2018-06-29,1555.357
2018-07-31,1544.895
2018-08-31,1538.211
2018-09-28,1582.131
2018-10-31,1439.052
2018-11-30,1464.851
2018-12-31,1427.745
2019-01-31,1567.318
2019-02-28,1592.846
2019-03-29,1580.535
2019-04-30,1615.434
2019-05-31,1528.34
2019-06-28,1672.43
2019-07-31,1645.396
2019-08-30,1577.811
2019-09-30,1594.323
2019-10-31,1689.907
2019-11-29,1677.721
2019-12-31,1714.695
2020-01-31,1655.651
2020-02-28,1528.445
2020-03-31,1257.216
2020-04-30,1374.326
2020-05-29,1302.7
2020-06-30,1327.334
2020-07-31,1377.947
2020-08-31,1382.37
2020-09-30,1371.461
2020-10-30,1301.659
2020-11-30,1448.524
2020-12-31,1509.901
2021-01-29,1514.303
2021-02-26,1508.113
2021-03-31,1558.095
2021-04-30,1579.382
2021-05-31,1554.963
2021-06-30,1554.055
2021-07-30,1587.429
2021-08-31,1507.801
2021-09-30,1479.963
2021-10-29,1524.368
2021-11-30,1433.11
2021-12-31,1473.596
2022-01-31,1444.155
2022-02-28,1465.048
2022-03-31,1556.053
2022-04-29,1516.328
2022-05-31,1538.153
2022-06-30,1451.774
2022-07-29,1523.395
2022-08-31,1458.009
2022-09-30,1360.906
2022-10-31,1295.929
2022-11-30,1480.954
2022-12-30,1528.389
2023-01-31,1655.884
2023-02-28,1553.549
2023-03-31,1618.498
2023-04-28,1654.37
2023-05-31,1595.452
2023-06-30,1616.234
2023-07-31,1718.763
2023-08-31,1652.678
2023-09-29,1601.703
2023-10-31,1487.543
2023-11-30,1592.901
2023-12-29,1715.079
2024-01-31,1624.046
2024-02-29,1586.846
2024-03-29,1589.15
2024-04-30,1615.058
2024-05-31,1648.37
2024-06-28,1608.122
2024-07-31,1622.188
2024-08-30,1668.259
2024-09-30,1846.802
2024-10-31,1783.051
2024-11-29,1882.668
2024-12-31,1911.619
2025-01-31,1901.091
2025-02-28,1967.15
2025-03-31,1993.877
2025-04-30,2145.552
2025-05-30,2185.326
2025-06-30,2272.693
2025-07-31,2379.402
2025-08-29,2384.107
2025-09-30,2650.254
2025-10-31,2658.054
2025-11-28,2554.25
2025-12-31,2535.086
2026-01-30,2614.892
