Date,WORLD ex USA IMI GROWTH IMI (Large+Mid+Small Cap)
2002-02-04,430.062
2002-02-05,423.443
2002-02-06,419.831
2002-02-07,424.369
2002-02-08,425.187
2002-02-11,430.879
2002-02-12,432.303
2002-02-13,433.526
2002-02-14,436.333
2002-02-15,434.359
2002-02-18,431.707
2002-02-19,424.987
2002-02-20,421.952
2002-02-21,426.183
2002-02-22,424.848
2002-02-25,426.187
2002-02-26,426.802
2002-02-27,432.8
2002-02-28,433.779
2002-03-01,438.712
2002-03-04,452.664
2002-03-05,452.132
2002-03-06,456.391
2002-03-07,467.405
2002-03-08,468.78
2002-03-11,468.686
2002-03-12,459.888
2002-03-13,456.853
2002-03-14,461.589
2002-03-15,464.845
2002-03-18,463.954
2002-03-19,466.755
2002-03-20,463.161
2002-03-21,461.187
2002-03-22,459.027
2002-03-25,454.808
2002-03-26,454.609
2002-03-27,455.639
2002-03-28,459.312
2002-03-29,457.547
2002-04-01,458.884
2002-04-02,459.198
2002-04-03,459.727
2002-04-04,458.69
2002-04-05,457.734
2002-04-08,452.505
2002-04-09,451.341
2002-04-10,454.085
2002-04-11,449.331
2002-04-12,447.079
2002-04-15,450.794
2002-04-16,458.676
2002-04-17,463.557
2002-04-18,462.201
2002-04-19,460.51
2002-04-22,459.261
2002-04-23,458.343
2002-04-24,457.511
2002-04-25,458.811
2002-04-26,456.652
2002-04-29,455.554
2002-04-30,455.245
2002-05-01,458.04
2002-05-02,455.3
2002-05-03,455.199
2002-05-06,455.028
2002-05-07,448.632
2002-05-08,454.79
2002-05-09,455.283
2002-05-10,452.496
2002-05-13,452.71
2002-05-14,452.501
2002-05-15,459.492
2002-05-16,460.989
2002-05-17,466.49
2002-05-20,466.517
2002-05-21,465.563
2002-05-22,465.121
2002-05-23,462.564
2002-05-24,462.31
2002-05-27,460.442
2002-05-28,461.443
2002-05-29,460.771
2002-05-30,458.776
2002-05-31,458.899
2002-06-03,458.796
2002-06-04,452.535
2002-06-05,448.295
2002-06-06,448.643
2002-06-07,443.361
2002-06-10,443.572
2002-06-11,444.813
2002-06-12,438.212
2002-06-13,433.021
2002-06-14,425.452
2002-06-17,431.431
2002-06-18,432.749
2002-06-19,427.784
2002-06-20,425.916
2002-06-21,425.256
2002-06-24,421.237
2002-06-25,425.614
2002-06-26,423.224
2002-06-27,427.197
2002-06-28,440.187
2002-07-01,440.419
2002-07-02,430.367
2002-07-03,422.154
2002-07-04,426.667
2002-07-05,438.009
2002-07-08,441.654
2002-07-09,442.355
2002-07-10,429.389
2002-07-11,418.062
2002-07-12,420.535
2002-07-15,410.14
2002-07-16,408.564
2002-07-17,415.073
2002-07-18,420.473
2002-07-19,407.04
2002-07-22,392.091
2002-07-23,382.299
2002-07-24,378.281
2002-07-25,387.674
2002-07-26,383.353
2002-07-29,394.839
2002-07-30,399.229
2002-07-31,396.77
2002-08-01,387.195
2002-08-02,386.624
2002-08-05,377.98
2002-08-06,378.64
2002-08-07,380.923
2002-08-08,389.687
2002-08-09,396.305
2002-08-12,391.009
2002-08-13,392.612
2002-08-14,390.696
2002-08-15,396.543
2002-08-16,399.647
2002-08-19,402.734
2002-08-20,398.281
2002-08-21,402.785
2002-08-22,406.219
2002-08-23,403.09
2002-08-26,402.486
2002-08-27,407.453
2002-08-28,396.664
2002-08-29,392.068
2002-08-30,393.01
2002-09-02,388.462
2002-09-03,379.883
2002-09-04,378.694
2002-09-05,378.693
2002-09-06,382.72
2002-09-09,380.206
2002-09-10,383.458
2002-09-11,389.022
2002-09-12,381.389
2002-09-13,375.283
2002-09-16,371.307
2002-09-17,370.619
2002-09-18,364.738
2002-09-19,362.387
2002-09-20,360.299
2002-09-23,351.696
2002-09-24,347.084
2002-09-25,350.147
2002-09-26,360.714
2002-09-27,362.206
2002-09-30,354.767
2002-10-01,354.264
2002-10-02,360.102
2002-10-03,357.395
2002-10-04,352.107
2002-10-07,344.531
2002-10-08,340.361
2002-10-09,338.87
2002-10-10,342.325
2002-10-11,354.487
2002-10-14,353.236
2002-10-15,368.694
2002-10-16,364.665
2002-10-17,371.159
2002-10-18,370.785
2002-10-21,371.066
2002-10-22,368.466
2002-10-23,362.547
2002-10-24,367.179
2002-10-25,369.153
2002-10-28,374.234
2002-10-29,365.228
2002-10-30,370.715
2002-10-31,374.824
2002-11-01,373.478
2002-11-04,382.413
2002-11-05,386.758
2002-11-06,384.201
2002-11-07,382.194
2002-11-08,378.872
2002-11-11,373.607
2002-11-12,377.772
2002-11-13,375.177
2002-11-14,378.704
2002-11-15,382.739
2002-11-18,383.245
2002-11-19,381.529
2002-11-20,380.268
2002-11-21,389.834
2002-11-22,391.106
2002-11-25,389.345
2002-11-26,383.995
2002-11-27,388.422
2002-11-28,393.609
2002-11-29,392.306
2002-12-02,391.575
2002-12-03,386.499
2002-12-04,384.364
2002-12-05,380.515
2002-12-06,381.538
2002-12-09,376.131
2002-12-10,376.907
2002-12-11,378.455
2002-12-12,377.282
2002-12-13,375.929
2002-12-16,379.526
2002-12-17,379.383
2002-12-18,372.35
2002-12-19,372.541
2002-12-20,374.481
2002-12-23,375.321
2002-12-24,377.054
2002-12-25,376.85
2002-12-26,378.672
2002-12-27,373.098
2002-12-30,376.458
2002-12-31,379.288
2003-01-01,379.284
2003-01-02,382.437
2003-01-03,386.477
2003-01-06,391.23
2003-01-07,387.066
2003-01-08,381.32
2003-01-09,385.212
2003-01-10,386.905
2003-01-13,387.647
2003-01-14,391.714
2003-01-15,388.499
2003-01-16,387.234
2003-01-17,384.041
2003-01-20,380.185
2003-01-21,379.054
2003-01-22,374.492
2003-01-23,376.006
2003-01-24,373.927
2003-01-27,363.469
2003-01-28,362.244
2003-01-29,363.557
2003-01-30,365.785
2003-01-31,364.377
2003-02-03,368.561
2003-02-04,365.232
2003-02-05,367.718
2003-02-06,362.068
2003-02-07,359.409
2003-02-10,356.273
2003-02-11,359.905
2003-02-12,357.514
2003-02-13,357.629
2003-02-14,360.764
2003-02-17,364.645
2003-02-18,365.94
2003-02-19,362.095
2003-02-20,362.658
2003-02-21,362.949
2003-02-24,361.106
2003-02-25,352.657
2003-02-26,352.919
2003-02-27,352.522
2003-02-28,356.824
2003-03-03,360.785
2003-03-04,356.392
2003-03-05,355.326
2003-03-06,352.745
2003-03-07,348.166
2003-03-10,341.839
2003-03-11,339.41
2003-03-12,334.278
2003-03-13,340.935
2003-03-14,349.087
2003-03-17,353.783
2003-03-18,354.898
2003-03-19,357.928
2003-03-20,359.501
2003-03-21,364.423
2003-03-24,359.283
2003-03-25,361.033
2003-03-26,362.274
2003-03-27,360.185
2003-03-28,359.29
2003-03-31,352.795
2003-04-01,355.2
2003-04-02,361.244
2003-04-03,361.848
2003-04-04,364.154
2003-04-07,371.592
2003-04-08,368.903
2003-04-09,368.897
2003-04-10,366.587
2003-04-11,365.213
2003-04-14,367.668
2003-04-15,373.322
2003-04-16,372.934
2003-04-17,376.669
2003-04-18,376.857
2003-04-21,375.429
2003-04-22,378.739
2003-04-23,381.245
2003-04-24,380.374
2003-04-25,376.699
2003-04-28,380.314
2003-04-29,379.844
2003-04-30,386.664
2003-05-01,389.705
2003-05-02,389.507
2003-05-05,393.692
2003-05-06,400.778
2003-05-07,399.124
2003-05-08,394.441
2003-05-09,397.752
2003-05-12,400.553
2003-05-13,400.796
2003-05-14,401.52
2003-05-15,402.56
2003-05-16,405.974
2003-05-19,399.608
2003-05-20,399.763
2003-05-21,397.696
2003-05-22,401.787
2003-05-23,403.821
2003-05-26,404.669
2003-05-27,405.57
2003-05-28,407.879
2003-05-29,411.907
2003-05-30,409.654
2003-06-02,417.072
2003-06-03,414.89
2003-06-04,417.388
2003-06-05,421.924
2003-06-06,425.15
2003-06-09,424.236
2003-06-10,422.88
2003-06-11,429.572
2003-06-12,430.227
2003-06-13,429.084
2003-06-16,433.703
2003-06-17,437.88
2003-06-18,436.997
2003-06-19,432.82
2003-06-20,433.183
2003-06-23,426.237
2003-06-24,421.975
2003-06-25,424.895
2003-06-26,420.083
2003-06-27,421.384
2003-06-30,419.29
2003-07-01,419.209
2003-07-02,426.134
2003-07-03,429.731
2003-07-04,427.294
2003-07-07,431.43
2003-07-08,430.292
2003-07-09,429.553
2003-07-10,427.268
2003-07-11,425.831
2003-07-14,431.238
2003-07-15,427.622
2003-07-16,425.019
2003-07-17,417.918
2003-07-18,418.448
2003-07-21,419.208
2003-07-22,420.135
2003-07-23,425.369
2003-07-24,431.255
2003-07-25,431.249
2003-07-28,434.122
2003-07-29,433.276
2003-07-30,428.427
2003-07-31,426.849
2003-08-01,425.662
2003-08-04,424.074
2003-08-05,424.827
2003-08-06,421.225
2003-08-07,422.856
2003-08-08,424.15
2003-08-11,426.948
2003-08-12,428.834
2003-08-13,431.367
2003-08-14,434.762
2003-08-15,434.792
2003-08-18,435.73
2003-08-19,436.498
2003-08-20,438.988
2003-08-21,438.938
2003-08-22,437.426
2003-08-25,435.71
2003-08-26,433.468
2003-08-27,435.17
2003-08-28,436.557
2003-08-29,439.167
2003-09-01,445.598
2003-09-02,443.93
2003-09-03,448.734
2003-09-04,449.197
2003-09-05,451.8
2003-09-08,455.408
2003-09-09,456.935
2003-09-10,453.537
2003-09-11,451.327
2003-09-12,453.987
2003-09-15,454.956
2003-09-16,457.855
2003-09-17,461.753
2003-09-18,466.163
2003-09-19,467.155
2003-09-22,463.518
2003-09-23,463.701
2003-09-24,463.385
2003-09-25,459.942
2003-09-26,456.593
2003-09-29,456.658
2003-09-30,455.202
2003-10-01,461.91
2003-10-02,466.472
2003-10-03,472.58
2003-10-06,473.001
2003-10-07,476.011
2003-10-08,474.645
2003-10-09,478.527
2003-10-10,482.198
2003-10-13,483.49
2003-10-14,484.42
2003-10-15,484.623
2003-10-16,487.887
2003-10-17,486.22
2003-10-20,487.335
2003-10-21,488.686
2003-10-22,485.739
2003-10-23,475.82
2003-10-24,477.73
2003-10-27,481.064
2003-10-28,482.99
2003-10-29,486.524
2003-10-30,487.849
2003-10-31,483.009
2003-11-03,481.921
2003-11-04,485.73
2003-11-05,482.436
2003-11-06,479.016
2003-11-07,484.716
2003-11-10,483.499
2003-11-11,478.696
2003-11-12,483.015
2003-11-13,488.591
2003-11-14,489.611
2003-11-17,479.773
2003-11-18,483.881
2003-11-19,479.197
2003-11-20,481.084
2003-11-21,481.865
2003-11-24,482.544
2003-11-25,484.639
2003-11-26,490.169
2003-11-27,490.926
2003-11-28,491.62
2003-12-01,498.569
2003-12-02,501.816
2003-12-03,503.632
2003-12-04,502.205
2003-12-05,501.371
2003-12-08,498.966
2003-12-09,499.555
2003-12-10,494.405
2003-12-11,494.691
2003-12-12,499.331
2003-12-15,504.218
2003-12-16,500.824
2003-12-17,500.67
2003-12-18,502.729
2003-12-19,503.534
2003-12-22,505.344
2003-12-23,507.729
2003-12-24,510.152
2003-12-25,510.462
2003-12-26,511.566
2003-12-29,515.256
2003-12-30,520.137
2003-12-31,523.303
2004-01-01,523.306
2004-01-02,527.154
2004-01-05,535.18
2004-01-06,537.173
2004-01-07,534.662
2004-01-08,541.557
2004-01-09,545.807
2004-01-12,543.506
2004-01-13,543.21
2004-01-14,544.007
2004-01-15,538.536
2004-01-16,537.942
2004-01-19,539.601
2004-01-20,545.628
2004-01-21,548.301
2004-01-22,551.955
2004-01-23,551.495
2004-01-26,546.307
2004-01-27,548.674
2004-01-28,546.707
2004-01-29,535.226
2004-01-30,536.307
2004-02-02,537.842
2004-02-03,539.829
2004-02-04,534.374
2004-02-05,537.405
2004-02-06,544.319
2004-02-09,547.729
2004-02-10,549.041
2004-02-11,548.917
2004-02-12,554.666
2004-02-13,554.814
2004-02-16,555.572
2004-02-17,561.733
2004-02-18,560.838
2004-02-19,559.464
2004-02-20,551.034
2004-02-23,552.22
2004-02-24,550.048
2004-02-25,547.531
2004-02-26,544.69
2004-02-27,548.366
2004-03-01,556.75
2004-03-02,553.616
2004-03-03,546.45
2004-03-04,549.598
2004-03-05,557.781
2004-03-08,555.448
2004-03-09,554.086
2004-03-10,544.806
2004-03-11,534.758
2004-03-12,532.711
2004-03-15,528.7
2004-03-16,535.642
2004-03-17,539.571
2004-03-18,542.554
2004-03-19,542.386
2004-03-22,535.129
2004-03-23,534.021
2004-03-24,531.926
2004-03-25,537.533
2004-03-26,539.637
2004-03-29,545.932
2004-03-30,547.004
2004-03-31,552.116
2004-04-01,559.512
2004-04-02,559.609
2004-04-05,558.482
2004-04-06,557.181
2004-04-07,561.575
2004-04-08,560.559
2004-04-09,558.061
2004-04-12,560.096
2004-04-13,555.917
2004-04-14,547.818
2004-04-15,545.129
2004-04-16,550.591
2004-04-19,550.371
2004-04-20,550.964
2004-04-21,544.733
2004-04-22,546.126
2004-04-23,548.304
2004-04-26,551.401
2004-04-27,549.719
2004-04-28,540.26
2004-04-29,539.679
2004-04-30,535.2
2004-05-03,535.987
2004-05-04,543.621
2004-05-05,548.26
2004-05-06,538.51
2004-05-07,528.761
2004-05-10,507.302
2004-05-11,509.82
2004-05-12,513.536
2004-05-13,509.74
2004-05-14,507.302
2004-05-17,502.051
2004-05-18,506.629
2004-05-19,520.622
2004-05-20,513.693
2004-05-21,520.023
2004-05-24,520.557
2004-05-25,521.1
2004-05-26,525.922
2004-05-27,534.876
2004-05-28,533.891
2004-05-31,534.286
2004-06-01,533.157
2004-06-02,534.16
2004-06-03,530.256
2004-06-04,533.302
2004-06-07,543.655
2004-06-08,544.111
2004-06-09,538.766
2004-06-10,539.351
2004-06-11,535.748
2004-06-14,531.059
2004-06-15,533.341
2004-06-16,536.797
2004-06-17,538.841
2004-06-18,540.77
2004-06-21,541.941
2004-06-22,537.646
2004-06-23,538.824
2004-06-24,546.934
2004-06-25,545.485
2004-06-28,550.226
2004-06-29,545.636
2004-06-30,545.257
2004-07-01,545.707
2004-07-02,546.035
2004-07-05,541.839
2004-07-06,539.316
2004-07-07,542.207
2004-07-08,542.335
2004-07-09,542.825
2004-07-12,543.721
2004-07-13,540.539
2004-07-14,540.277
2004-07-15,535.19
2004-07-16,539.453
2004-07-19,537.731
2004-07-20,534.945
2004-07-21,533.381
2004-07-22,529.126
2004-07-23,522.864
2004-07-26,519.097
2004-07-27,516.225
2004-07-28,517.378
2004-07-29,520.051
2004-07-30,522.607
2004-08-02,522.093
2004-08-03,523.155
2004-08-04,518.068
2004-08-05,517.718
2004-08-06,516.669
2004-08-09,512.147
2004-08-10,515.901
2004-08-11,511.834
2004-08-12,510.638
2004-08-13,511.925
2004-08-16,513.778
2004-08-17,515.66
2004-08-18,515.728
2004-08-19,522.066
2004-08-20,520.627
2004-08-23,522.336
2004-08-24,519.334
2004-08-25,520.161
2004-08-26,523.099
2004-08-27,525.059
2004-08-30,523.868
2004-08-31,523.753
2004-09-01,527.632
2004-09-02,528.552
2004-09-03,524.743
2004-09-06,529.316
2004-09-07,530.479
2004-09-08,531.723
2004-09-09,529.087
2004-09-10,534.171
2004-09-13,536.917
2004-09-14,538.345
2004-09-15,530.828
2004-09-16,532.426
2004-09-17,533.541
2004-09-20,532.269
2004-09-21,536.982
2004-09-22,534.304
2004-09-23,534.456
2004-09-24,531.959
2004-09-27,529.567
2004-09-28,531.518
2004-09-29,534.082
2004-09-30,537.944
2004-10-01,544.093
2004-10-04,546.395
2004-10-05,547.519
2004-10-06,547.964
2004-10-07,546.205
2004-10-08,550.087
2004-10-11,548.87
2004-10-12,541.77
2004-10-13,540.784
2004-10-14,540.875
2004-10-15,543.604
2004-10-18,542.726
2004-10-19,548.601
2004-10-20,546.989
2004-10-21,549.785
2004-10-22,550.387
2004-10-25,548.392
2004-10-26,549.974
2004-10-27,554.867
2004-10-28,558.297
2004-10-29,556.7
2004-11-01,558.83
2004-11-02,563.392
2004-11-03,569.232
2004-11-04,571.509
2004-11-05,576.482
2004-11-08,575.869
2004-11-09,573.968
2004-11-10,573.677
2004-11-11,575.821
2004-11-12,582.187
2004-11-15,584.74
2004-11-16,583.967
2004-11-17,590.368
2004-11-18,588.362
2004-11-19,588.837
2004-11-22,583.865
2004-11-23,585.726
2004-11-24,589.516
2004-11-25,595.543
2004-11-26,594.779
2004-11-29,597.331
2004-11-30,593.776
2004-12-01,596.632
2004-12-02,599.849
2004-12-03,603.267
2004-12-06,601.868
2004-12-07,600.846
2004-12-08,591.852
2004-12-09,586.745
2004-12-10,585.077
2004-12-13,591.841
2004-12-14,592.232
2004-12-15,598.826
2004-12-16,595.862
2004-12-17,593.58
2004-12-20,600.956
2004-12-21,599.243
2004-12-22,602.562
2004-12-23,606.649
2004-12-24,610.338
2004-12-27,613.473
2004-12-28,614.353
2004-12-29,612.409
2004-12-30,617.33
2004-12-31,617.897
2005-01-03,615.32
2005-01-04,608.342
2005-01-05,603.717
2005-01-06,600.673
2005-01-07,599.195
2005-01-10,601.43
2005-01-11,603.089
2005-01-12,605.824
2005-01-13,603.774
2005-01-14,602.176
2005-01-17,605.511
2005-01-18,602.417
2005-01-19,603.454
2005-01-20,596.478
2005-01-21,597.126
2005-01-24,599.847
2005-01-25,597.105
2005-01-26,604.661
2005-01-27,605.065
2005-01-28,602.496
2005-01-31,606.738
2005-02-01,607.89
2005-02-02,610.676
2005-02-03,607.05
2005-02-04,610.884
2005-02-07,609.941
2005-02-08,606.895
2005-02-09,607.826
2005-02-10,611.765
2005-02-11,614.622
2005-02-14,620.551
2005-02-15,622.039
2005-02-16,618.932
2005-02-17,621.165
2005-02-18,622.222
2005-02-21,623.646
2005-02-22,626.84
2005-02-23,621.059
2005-02-24,621.084
2005-02-25,627.349
2005-02-28,631.732
2005-03-01,632.148
2005-03-02,630.055
2005-03-03,631.092
2005-03-04,638.841
2005-03-07,636.743
2005-03-08,640.607
2005-03-09,639.987
2005-03-10,636.866
2005-03-11,640.269
2005-03-14,634.683
2005-03-15,636.166
2005-03-16,637.087
2005-03-17,635.089
2005-03-18,633.431
2005-03-21,628.605
2005-03-22,629.607
2005-03-23,618.579
2005-03-24,617.301
2005-03-25,617.892
2005-03-28,615.108
2005-03-29,613.088
2005-03-30,613.985
2005-03-31,618.345
2005-04-01,619.811
2005-04-04,611.43
2005-04-05,615.95
2005-04-06,618.592
2005-04-07,621.813
2005-04-08,622.013
2005-04-11,624.485
2005-04-12,618.665
2005-04-13,621.515
2005-04-14,615.293
2005-04-15,611.207
2005-04-18,601.981
2005-04-19,609.681
2005-04-20,610.541
2005-04-21,611.419
2005-04-22,615.91
2005-04-25,614.486
2005-04-26,611.095
2005-04-27,605.717
2005-04-28,603.529
2005-04-29,605.547
2005-05-02,605.48
2005-05-03,608.049
2005-05-04,614.193
2005-05-05,615.535
2005-05-06,616.554
2005-05-09,614.573
2005-05-10,613.026
2005-05-11,609.738
2005-05-12,606.434
2005-05-13,602.748
2005-05-16,599.14
2005-05-17,598.679
2005-05-18,602.691
2005-05-19,606.493
2005-05-20,604.001
2005-05-23,609.099
2005-05-24,609.739
2005-05-25,607.649
2005-05-26,608.331
2005-05-27,610.757
2005-05-30,612.339
2005-05-31,608.566
2005-06-01,611.735
2005-06-02,612.785
2005-06-03,613.636
2005-06-06,614.178
2005-06-07,617.604
2005-06-08,619.685
2005-06-09,612.908
2005-06-10,613.509
2005-06-13,610.91
2005-06-14,611.915
2005-06-15,614.302
2005-06-16,616.877
2005-06-17,624.551
2005-06-20,621.693
2005-06-21,624.474
2005-06-22,624.759
2005-06-23,622.871
2005-06-24,619.793
2005-06-27,617.24
2005-06-28,618.618
2005-06-29,619.364
2005-06-30,618.125
2005-07-01,614.942
2005-07-04,614.865
2005-07-05,614.19
2005-07-06,617.712
2005-07-07,610.926
2005-07-08,616.077
2005-07-11,624.762
2005-07-12,629.436
2005-07-13,626.124
2005-07-14,628.618
2005-07-15,625.623
2005-07-18,626.383
2005-07-19,624.215
2005-07-20,624.535
2005-07-21,632.036
2005-07-22,632.159
2005-07-25,631.524
2005-07-26,628.079
2005-07-27,631.273
2005-07-28,635.685
2005-07-29,639.413
2005-08-01,643.005
2005-08-02,648.681
2005-08-03,653.48
2005-08-04,652.565
2005-08-05,646.374
2005-08-08,652.078
2005-08-09,654.764
2005-08-10,663.952
2005-08-11,668.747
2005-08-12,668.86
2005-08-15,665.773
2005-08-16,663.736
2005-08-17,660.398
2005-08-18,653.025
2005-08-19,656.041
2005-08-22,663.845
2005-08-23,660.129
2005-08-24,659.499
2005-08-25,658.018
2005-08-26,657.849
2005-08-29,653.474
2005-08-30,651.98
2005-08-31,659.85
2005-09-01,673.766
2005-09-02,677.404
2005-09-05,679.446
2005-09-06,680.094
2005-09-07,680.767
2005-09-08,677.522
2005-09-09,684.326
2005-09-12,681.928
2005-09-13,677.897
2005-09-14,681.973
2005-09-15,679.837
2005-09-16,681.726
2005-09-19,682.206
2005-09-20,685.205
2005-09-21,684.323
2005-09-22,678.017
2005-09-23,675.718
2005-09-26,682.908
2005-09-27,678.657
2005-09-28,684.591
2005-09-29,687.616
2005-09-30,690.333
2005-10-03,686.854
2005-10-04,689.623
2005-10-05,682.508
2005-10-06,676.731
2005-10-07,674.563
2005-10-10,673.429
2005-10-11,675.63
2005-10-12,673.498
2005-10-13,663.376
2005-10-14,668.504
2005-10-17,666.373
2005-10-18,659.577
2005-10-19,652.867
2005-10-20,654.281
2005-10-21,653.269
2005-10-24,656.675
2005-10-25,663.348
2005-10-26,664.573
2005-10-27,663.258
2005-10-28,660.321
2005-10-31,668.136
2005-11-01,672.392
2005-11-02,677.415
2005-11-03,682.368
2005-11-04,676.543
2005-11-07,677.419
