Date,WORLD ex USA IMI GROWTH IMI (Large+Mid+Small Cap)
2009-10-30,746.55
2009-11-30,766.134
2009-12-31,781.386
2010-01-29,747.636
2010-02-26,750.369
2010-03-31,799.643
2010-04-30,793.228
2010-05-31,707.885
2010-06-30,703.536
2010-07-30,761.276
2010-08-31,743.443
2010-09-30,821.069
2010-10-29,849.687
2010-11-30,827.73
2010-12-31,896.679
2011-01-31,898.521
2011-02-28,930.092
2011-03-31,919.917
2011-04-29,970.945
2011-05-31,947.217
2011-06-30,930.146
2011-07-29,924.497
2011-08-31,851.469
2011-09-30,753.084
2011-10-31,829.243
2011-11-30,794.681
2011-12-30,780.408
2012-01-31,825.926
2012-02-29,871.763
2012-03-30,868.25
2012-04-30,862.751
2012-05-31,767.205
2012-06-29,804.245
2012-07-31,817.028
2012-08-31,836.35
2012-09-28,861.451
2012-10-31,863.482
2012-11-30,880.827
2012-12-31,901.162
2013-01-31,939.679
2013-02-28,942.598
2013-03-29,957.603
2013-04-30,989.624
2013-05-31,970.187
2013-06-28,936.539
2013-07-31,982.061
2013-08-30,969.937
2013-09-30,1036.456
2013-10-31,1062.921
2013-11-29,1070.286
2013-12-31,1089.33
2014-01-31,1045.439
2014-02-28,1102.619
2014-03-31,1097.087
2014-04-30,1104.494
2014-05-30,1124.813
2014-06-30,1139.691
2014-07-31,1114.528
2014-08-29,1120.744
2014-09-30,1076.167
2014-10-31,1063.948
2014-11-28,1082.59
2014-12-31,1051.676
2015-01-30,1054.706
2015-02-27,1116.284
2015-03-31,1103.623
2015-04-30,1148.377
2015-05-29,1146.791
2015-06-30,1119.108
2015-07-31,1141.341
2015-08-31,1062.91
2015-09-30,1019.905
2015-10-30,1095.8
2015-11-30,1090.036
2015-12-31,1080.103
2016-01-29,1011.855
2016-02-29,1000.237
2016-03-31,1067.446
2016-04-29,1089.303
2016-05-31,1087.398
2016-06-30,1066.911
2016-07-29,1119.266
2016-08-31,1103.842
2016-09-30,1123.275
2016-10-31,1076.857
2016-11-30,1042.561
2016-12-30,1063.782
2017-01-31,1099.381
2017-02-28,1120.354
2017-03-31,1149.899
2017-04-28,1183.316
2017-05-31,1237.807
2017-06-30,1232.074
2017-07-31,1263.973
2017-08-31,1272.331
2017-09-29,1299.319
2017-10-31,1325.595
2017-11-30,1340.902
2017-12-29,1367.659
2018-01-31,1428.715
2018-02-28,1367.156
2018-03-30,1351.035
2018-04-30,1371.019
2018-05-31,1372.9
2018-06-29,1357.49
2018-07-31,1382.113
2018-08-31,1377.082
2018-09-28,1371.451
2018-10-31,1242.947
2018-11-30,1244.939
2018-12-31,1178.485
2019-01-31,1263.798
2019-02-28,1305.773
2019-03-29,1325.233
2019-04-30,1367.878
2019-05-31,1314.301
2019-06-28,1395.646
2019-07-31,1391.846
2019-08-30,1373.484
2019-09-30,1388.679
2019-10-31,1434.235
2019-11-29,1463.425
2019-12-31,1507.84
2020-01-31,1498.551
2020-02-28,1369.583
2020-03-31,1223.273
2020-04-30,1331.729
2020-05-29,1410.58
2020-06-30,1456.08
2020-07-31,1528.221
2020-08-31,1600.438
2020-09-30,1589.037
2020-10-30,1525.701
2020-11-30,1707.955
2020-12-31,1795.216
2021-01-29,1770.957
2021-02-26,1773.956
2021-03-31,1795.07
2021-04-30,1870.796
2021-05-31,1925.008
2021-06-30,1925.819
2021-07-30,1960.031
2021-08-31,2005.578
2021-09-30,1925.617
2021-10-29,1993.052
2021-11-30,1918.701
2021-12-31,1995.405
2022-01-31,1790.782
2022-02-28,1753.847
2022-03-31,1774.713
2022-04-29,1627.202
2022-05-31,1606.315
2022-06-30,1460.218
2022-07-29,1574.992
2022-08-31,1485.915
2022-09-30,1339.96
2022-10-31,1400.821
2022-11-30,1552.094
2022-12-30,1529.859
2023-01-31,1656.436
2023-02-28,1607.689
2023-03-31,1679.273
2023-04-28,1717.439
2023-05-31,1661.015
2023-06-30,1722.707
2023-07-31,1761.171
2023-08-31,1683.11
2023-09-29,1586.134
2023-10-31,1517.659
2023-11-30,1682.7
2023-12-29,1781.911
2024-01-31,1794.405
2024-02-29,1847.815
2024-03-29,1893.908
2024-04-30,1820.031
2024-05-31,1889.119
2024-06-28,1875.106
2024-07-31,1912.242
2024-08-30,1980.556
2024-09-30,1995.737
2024-10-31,1882.032
2024-11-29,1891.327
2024-12-31,1831.92
2025-01-31,1922.815
2025-02-28,1921.413
2025-03-31,1867.313
2025-04-30,1964.011
2025-05-30,2072.518
2025-06-30,2135.894
2025-07-31,2084.92
2025-08-29,2152.047
2025-09-30,2205.825
2025-10-31,2232.28
2025-11-28,2214.866
2025-12-31,2253.474
2026-01-30,2351.656
