Date,JAPAN IMI VALUE IMI (Large+Mid+Small Cap)
2003-09-24,523.153
2003-09-25,511.957
2003-09-26,511.761
2003-09-29,510.244
2003-09-30,511.111
2003-10-01,524.452
2003-10-02,537.804
2003-10-03,543.821
2003-10-06,542.259
2003-10-07,551.176
2003-10-08,541.653
2003-10-09,546.075
2003-10-10,556.585
2003-10-13,554.664
2003-10-14,559.258
2003-10-15,553.601
2003-10-16,560.72
2003-10-17,559.942
2003-10-20,558.749
2003-10-21,557.84
2003-10-22,549.983
2003-10-23,521.243
2003-10-24,526.409
2003-10-27,535.301
2003-10-28,541.799
2003-10-29,549.236
2003-10-30,547.485
2003-10-31,534.253
2003-11-03,528.128
2003-11-04,551.05
2003-11-05,546.719
2003-11-06,534.057
2003-11-07,541.175
2003-11-10,542.703
2003-11-11,526.428
2003-11-12,524.467
2003-11-13,533.5
2003-11-14,529.886
2003-11-17,509.162
2003-11-18,511.605
2003-11-19,499.495
2003-11-20,508.62
2003-11-21,509.871
2003-11-24,507.935
2003-11-25,512.597
2003-11-26,522.356
2003-11-27,525.498
2003-11-28,521.112
2003-12-01,529.892
2003-12-02,535.192
2003-12-03,536.293
2003-12-04,541.402
2003-12-05,541.691
2003-12-08,536.638
2003-12-09,539.315
2003-12-10,529.084
2003-12-11,534.052
2003-12-12,540.527
2003-12-15,550.176
2003-12-16,542.547
2003-12-17,537.495
2003-12-18,539.169
2003-12-19,545.142
2003-12-22,550.021
2003-12-23,550.303
2003-12-24,549.326
2003-12-25,549.127
2003-12-26,551.246
2003-12-29,554.996
2003-12-30,562.74
2003-12-31,561.506
2004-01-01,561.506
2004-01-02,562.293
2004-01-05,576.832
2004-01-06,575.497
2004-01-07,572.656
2004-01-08,573.039
2004-01-09,575.074
2004-01-12,574.75
2004-01-13,573.25
2004-01-14,573.33
2004-01-15,566.9
2004-01-16,570.01
2004-01-19,574.143
2004-01-20,575.961
2004-01-21,574.968
2004-01-22,579.584
2004-01-23,583.274
2004-01-26,579.926
2004-01-27,579.853
2004-01-28,579.114
2004-01-29,572.379
2004-01-30,571.461
2004-02-02,577.112
2004-02-03,574.964
2004-02-04,563.83
2004-02-05,567.256
2004-02-06,568.821
2004-02-09,564.743
2004-02-10,566.481
2004-02-11,566.481
2004-02-12,571.57
2004-02-13,575.689
2004-02-16,577.734
2004-02-17,579.532
2004-02-18,576.704
2004-02-19,573.934
2004-02-20,566.197
2004-02-23,574.95
2004-02-24,567.57
2004-02-25,563.801
2004-02-26,565.931
2004-02-27,578.565
2004-03-01,593.115
2004-03-02,590.908
2004-03-03,589.997
2004-03-04,587.779
2004-03-05,592.97
2004-03-08,587.325
2004-03-09,595.197
2004-03-10,592.549
2004-03-11,589.288
2004-03-12,582.223
2004-03-15,592.313
2004-03-16,599.362
2004-03-17,614.009
2004-03-18,626.386
2004-03-19,620.74
2004-03-22,616.818
2004-03-23,618.54
2004-03-24,630.291
2004-03-25,639.298
2004-03-26,648.812
2004-03-29,651.301
2004-03-30,648.0
2004-03-31,660.149
2004-04-01,659.143
2004-04-02,658.333
2004-04-05,658.825
2004-04-06,657.466
2004-04-07,662.43
2004-04-08,660.868
2004-04-09,653.237
2004-04-12,660.335
2004-04-13,659.135
2004-04-14,649.49
2004-04-15,637.923
2004-04-16,642.542
2004-04-19,633.712
2004-04-20,645.674
2004-04-21,640.213
2004-04-22,639.82
2004-04-23,643.404
2004-04-26,646.603
2004-04-27,638.424
2004-04-28,639.377
2004-04-29,638.011
2004-04-30,625.921
2004-05-03,625.685
2004-05-04,628.79
2004-05-05,635.792
2004-05-06,619.503
2004-05-07,599.642
2004-05-10,563.03
2004-05-11,564.989
2004-05-12,585.892
2004-05-13,567.778
2004-05-14,566.286
2004-05-17,551.07
2004-05-18,560.395
2004-05-19,583.184
2004-05-20,580.717
2004-05-21,595.775
2004-05-24,596.147
2004-05-25,591.107
2004-05-26,600.012
2004-05-27,604.084
2004-05-28,612.074
2004-05-31,613.829
2004-06-01,618.505
2004-06-02,614.532
2004-06-03,602.049
2004-06-04,603.557
2004-06-07,625.855
2004-06-08,629.155
2004-06-09,630.279
2004-06-10,636.399
2004-06-11,630.919
2004-06-14,627.025
2004-06-15,629.726
2004-06-16,639.682
2004-06-17,642.086
2004-06-18,637.448
2004-06-21,648.938
2004-06-22,645.575
2004-06-23,646.11
2004-06-24,659.77
2004-06-25,656.987
2004-06-28,662.991
2004-06-29,661.269
2004-06-30,657.789
2004-07-01,664.374
2004-07-02,654.794
2004-07-05,641.892
2004-07-06,638.023
2004-07-07,636.936
2004-07-08,634.235
2004-07-09,643.54
2004-07-12,652.745
2004-07-13,652.583
2004-07-14,644.483
2004-07-15,642.946
2004-07-16,647.805
2004-07-19,650.289
2004-07-20,645.866
2004-07-21,641.977
2004-07-22,638.816
2004-07-23,631.158
2004-07-26,628.462
2004-07-27,617.234
2004-07-28,619.797
2004-07-29,618.05
2004-07-30,630.285
2004-08-02,632.302
2004-08-03,629.631
2004-08-04,619.345
2004-08-05,619.332
2004-08-06,622.227
2004-08-09,616.486
2004-08-10,614.386
2004-08-11,621.952
2004-08-12,619.271
2004-08-13,610.668
2004-08-16,603.759
2004-08-17,609.885
2004-08-18,613.606
2004-08-19,619.858
2004-08-20,620.831
2004-08-23,620.966
2004-08-24,621.959
2004-08-25,626.866
2004-08-26,632.592
2004-08-27,636.727
2004-08-30,633.414
2004-08-31,630.888
2004-09-01,635.716
2004-09-02,635.993
2004-09-03,624.196
2004-09-06,636.368
2004-09-07,640.355
2004-09-08,642.003
2004-09-09,632.627
2004-09-10,632.254
2004-09-13,632.714
2004-09-14,637.442
2004-09-15,627.67
2004-09-16,626.754
2004-09-17,622.385
2004-09-20,623.573
2004-09-21,621.684
2004-09-22,618.662
2004-09-23,620.371
2004-09-24,612.828
2004-09-27,607.883
2004-09-28,605.137
2004-09-29,607.77
2004-09-30,618.627
2004-10-01,625.521
2004-10-04,631.476
2004-10-05,632.671
2004-10-06,635.627
2004-10-07,632.733
2004-10-08,641.279
2004-10-11,644.362
2004-10-12,634.422
2004-10-13,631.357
2004-10-14,625.024
2004-10-15,625.159
2004-10-18,622.109
2004-10-19,629.663
2004-10-20,623.622
2004-10-21,623.687
2004-10-22,625.991
2004-10-25,621.49
2004-10-26,620.543
2004-10-27,622.175
2004-10-28,632.514
2004-10-29,629.967
2004-11-01,627.984
2004-11-02,635.787
2004-11-03,636.327
2004-11-04,641.508
2004-11-05,649.902
2004-11-08,645.72
2004-11-09,643.899
2004-11-10,637.469
2004-11-11,633.264
2004-11-12,646.663
2004-11-15,657.338
2004-11-16,657.402
2004-11-17,660.24
2004-11-18,656.564
2004-11-19,663.98
2004-11-22,649.677
2004-11-23,647.669
2004-11-24,653.449
2004-11-25,658.071
2004-11-26,655.2
2004-11-29,662.742
2004-11-30,658.209
2004-12-01,650.826
2004-12-02,660.029
2004-12-03,666.448
2004-12-06,660.385
2004-12-07,654.673
2004-12-08,646.992
2004-12-09,640.041
2004-12-10,634.556
2004-12-13,642.154
2004-12-14,644.704
2004-12-15,654.984
2004-12-16,653.065
2004-12-17,658.32
2004-12-20,659.984
2004-12-21,658.759
2004-12-22,664.768
2004-12-23,667.783
2004-12-24,675.755
2004-12-27,678.638
2004-12-28,679.937
2004-12-29,673.741
2004-12-30,687.642
2004-12-31,691.433
2005-01-03,688.711
2005-01-04,681.763
2005-01-05,679.353
2005-01-06,674.807
2005-01-07,674.907
2005-01-10,677.33
2005-01-11,687.042
2005-01-12,691.935
2005-01-13,686.717
2005-01-14,688.413
2005-01-17,693.435
2005-01-18,686.198
2005-01-19,687.145
2005-01-20,676.382
2005-01-21,676.383
2005-01-24,682.83
2005-01-25,674.081
2005-01-26,686.93
2005-01-27,682.103
2005-01-28,679.21
2005-01-31,682.522
2005-02-01,678.581
2005-02-02,683.888
2005-02-03,677.343
2005-02-04,682.235
2005-02-07,681.42
2005-02-08,672.535
2005-02-09,674.715
2005-02-10,678.828
2005-02-11,678.25
2005-02-14,686.288
2005-02-15,689.634
2005-02-16,683.336
2005-02-17,681.951
2005-02-18,684.558
2005-02-21,686.468
2005-02-22,691.949
2005-02-23,681.51
2005-02-24,682.082
2005-02-25,689.035
2005-02-28,700.756
2005-03-01,701.252
2005-03-02,703.137
2005-03-03,703.782
2005-03-04,708.849
2005-03-07,707.793
2005-03-08,709.926
2005-03-09,717.469
2005-03-10,713.855
2005-03-11,717.754
2005-03-14,708.179
2005-03-15,710.173
2005-03-16,715.859
2005-03-17,709.003
2005-03-18,712.544
2005-03-21,711.391
2005-03-22,712.573
2005-03-23,702.542
2005-03-24,696.197
2005-03-25,699.393
2005-03-28,699.899
2005-03-29,685.247
2005-03-30,682.394
2005-03-31,692.639
2005-04-01,692.176
2005-04-04,684.485
2005-04-05,688.024
2005-04-06,690.463
2005-04-07,692.803
2005-04-08,692.873
2005-04-11,691.505
2005-04-12,682.793
2005-04-13,687.189
2005-04-14,676.787
2005-04-15,672.449
2005-04-18,650.041
2005-04-19,662.098
2005-04-20,665.345
2005-04-21,658.054
2005-04-22,670.358
2005-04-25,673.438
2005-04-26,670.859
2005-04-27,671.584
2005-04-28,672.466
2005-04-29,679.26
2005-05-02,677.593
2005-05-03,677.497
2005-05-04,683.131
2005-05-05,682.085
2005-05-06,691.467
2005-05-09,685.817
2005-05-10,685.681
2005-05-11,682.678
2005-05-12,674.135
2005-05-13,667.991
2005-05-16,660.819
2005-05-17,654.732
2005-05-18,652.911
2005-05-19,661.919
2005-05-20,658.294
2005-05-23,666.19
2005-05-24,666.563
2005-05-25,659.105
2005-05-26,656.535
2005-05-27,661.521
2005-05-30,667.591
2005-05-31,669.73
2005-06-01,670.225
2005-06-02,668.953
2005-06-03,673.744
2005-06-06,677.494
2005-06-07,674.507
2005-06-08,678.441
2005-06-09,668.355
2005-06-10,669.091
2005-06-13,663.089
2005-06-14,665.28
2005-06-15,668.674
2005-06-16,671.524
2005-06-17,679.278
2005-06-20,675.622
2005-06-21,680.588
2005-06-22,680.417
2005-06-23,680.835
2005-06-24,677.552
2005-06-27,671.274
2005-06-28,673.378
2005-06-29,673.959
2005-06-30,671.939
2005-07-01,669.103
2005-07-04,671.829
2005-07-05,669.801
2005-07-06,669.294
2005-07-07,666.255
2005-07-08,664.065
2005-07-11,669.957
2005-07-12,675.315
2005-07-13,667.546
2005-07-14,670.268
2005-07-15,670.716
2005-07-18,673.717
2005-07-19,665.89
2005-07-20,665.593
2005-07-21,683.108
2005-07-22,677.104
2005-07-25,674.865
2005-07-26,670.634
2005-07-27,675.34
2005-07-28,676.819
2005-07-29,680.947
2005-08-01,683.326
2005-08-02,686.803
2005-08-03,689.839
2005-08-04,684.111
2005-08-05,671.01
2005-08-08,674.406
2005-08-09,680.061
2005-08-10,702.237
2005-08-11,714.994
2005-08-12,718.631
2005-08-15,721.216
2005-08-16,723.915
2005-08-17,719.86
2005-08-18,714.97
2005-08-19,712.021
2005-08-22,728.871
2005-08-23,729.153
2005-08-24,729.731
2005-08-25,728.5
2005-08-26,732.941
2005-08-29,719.034
2005-08-30,722.344
2005-08-31,723.997
2005-09-01,734.813
2005-09-02,740.391
2005-09-05,747.777
2005-09-06,741.963
2005-09-07,738.543
2005-09-08,732.126
2005-09-09,746.064
2005-09-12,752.992
2005-09-13,750.76
2005-09-14,752.996
2005-09-15,760.122
2005-09-16,755.579
2005-09-19,756.054
2005-09-20,770.415
2005-09-21,776.025
2005-09-22,774.378
2005-09-23,770.028
2005-09-26,787.099
2005-09-27,779.229
2005-09-28,795.12
2005-09-29,815.78
2005-09-30,799.937
2005-10-03,793.801
2005-10-04,796.042
2005-10-05,789.318
2005-10-06,771.135
2005-10-07,771.441
2005-10-10,768.336
2005-10-11,787.83
2005-10-12,787.178
2005-10-13,782.333
2005-10-14,781.537
2005-10-17,775.547
2005-10-18,770.444
2005-10-19,765.77
2005-10-20,767.09
2005-10-21,765.512
2005-10-24,762.583
2005-10-25,776.378
2005-10-26,778.067
2005-10-27,792.175
2005-10-28,785.44
2005-10-31,793.202
2005-11-01,805.511
2005-11-02,804.351
2005-11-03,802.29
2005-11-04,803.687
2005-11-07,808.952
