Date,WORLD ex USA SMID CAP SMID (Small+Mid Cap)
2001-06-27,360.347
2001-06-28,357.624
2001-06-29,360.434
2001-07-02,359.987
2001-07-03,359.804
2001-07-04,357.664
2001-07-05,353.05
2001-07-06,349.985
2001-07-09,348.472
2001-07-10,350.423
2001-07-11,348.811
2001-07-12,350.292
2001-07-13,349.587
2001-07-16,348.846
2001-07-17,346.04
2001-07-18,348.436
2001-07-19,349.687
2001-07-20,349.878
2001-07-23,345.796
2001-07-24,346.622
2001-07-25,347.081
2001-07-26,347.282
2001-07-27,348.621
2001-07-30,347.292
2001-07-31,350.295
2001-08-01,354.305
2001-08-02,359.333
2001-08-03,358.417
2001-08-06,356.821
2001-08-07,355.618
2001-08-08,354.39
2001-08-09,352.567
2001-08-10,354.546
2001-08-13,353.89
2001-08-14,356.446
2001-08-15,361.01
2001-08-16,358.983
2001-08-17,358.44
2001-08-20,354.752
2001-08-21,356.6
2001-08-22,358.584
2001-08-23,356.218
2001-08-24,357.256
2001-08-27,357.057
2001-08-28,355.453
2001-08-29,354.336
2001-08-30,350.132
2001-08-31,348.798
2001-09-03,344.41
2001-09-04,343.154
2001-09-05,338.853
2001-09-06,335.909
2001-09-07,335.215
2001-09-10,328.23
2001-09-11,323.02
2001-09-12,312.974
2001-09-13,315.633
2001-09-14,315.083
2001-09-17,307.469
2001-09-18,306.996
2001-09-19,308.06
2001-09-20,300.286
2001-09-21,290.816
2001-09-24,295.221
2001-09-25,300.615
2001-09-26,302.223
2001-09-27,301.314
2001-09-28,306.578
2001-10-01,307.338
2001-10-02,308.072
2001-10-03,309.069
2001-10-04,313.898
2001-10-05,314.893
2001-10-08,314.212
2001-10-09,313.47
2001-10-10,313.01
2001-10-11,316.441
2001-10-12,318.249
2001-10-15,317.678
2001-10-16,319.828
2001-10-17,322.869
2001-10-18,318.326
2001-10-19,316.287
2001-10-22,315.607
2001-10-23,318.247
2001-10-24,319.951
2001-10-25,321.282
2001-10-26,322.235
2001-10-29,322.611
2001-10-30,319.584
2001-10-31,319.047
2001-11-01,320.063
2001-11-02,319.835
2001-11-05,321.186
2001-11-06,323.192
2001-11-07,323.623
2001-11-08,324.912
2001-11-09,324.118
2001-11-12,321.989
2001-11-13,321.493
2001-11-14,323.798
2001-11-15,325.558
2001-11-16,326.881
2001-11-19,328.243
2001-11-20,327.296
2001-11-21,325.216
2001-11-22,326.237
2001-11-23,325.433
2001-11-26,328.8
2001-11-27,328.482
2001-11-28,326.667
2001-11-29,325.604
2001-11-30,328.053
2001-12-03,323.977
2001-12-04,325.483
2001-12-05,329.758
2001-12-06,331.962
2001-12-07,330.487
2001-12-10,327.07
2001-12-11,325.471
2001-12-12,327.224
2001-12-13,323.877
2001-12-14,322.213
2001-12-17,322.466
2001-12-18,322.081
2001-12-19,319.694
2001-12-20,319.568
2001-12-21,317.85
2001-12-24,316.531
2001-12-25,316.501
2001-12-26,315.869
2001-12-27,320.128
2001-12-28,322.196
2001-12-31,324.321
2002-01-01,324.32
2002-01-02,325.812
2002-01-03,328.49
2002-01-04,330.566
2002-01-07,330.389
2002-01-08,327.28
2002-01-09,326.856
2002-01-10,325.748
2002-01-11,325.448
2002-01-14,324.198
2002-01-15,322.691
2002-01-16,319.421
2002-01-17,319.488
2002-01-18,321.275
2002-01-21,321.74
2002-01-22,319.462
2002-01-23,319.479
2002-01-24,319.388
2002-01-25,316.624
2002-01-28,317.646
2002-01-29,316.57
2002-01-30,314.673
2002-01-31,315.955
2002-02-01,315.466
2002-02-04,314.92
2002-02-05,311.937
2002-02-06,310.909
2002-02-07,311.173
2002-02-08,312.321
2002-02-11,315.254
2002-02-12,317.492
2002-02-13,317.957
2002-02-14,319.286
2002-02-15,319.519
2002-02-18,318.663
2002-02-19,315.291
2002-02-20,313.693
2002-02-21,315.841
2002-02-22,316.322
2002-02-25,316.015
2002-02-26,316.64
2002-02-27,319.148
2002-02-28,320.161
2002-03-01,323.104
2002-03-04,331.144
2002-03-05,330.386
2002-03-06,332.647
2002-03-07,339.737
2002-03-08,339.86
2002-03-11,341.524
2002-03-12,337.472
2002-03-13,335.692
2002-03-14,338.041
2002-03-15,339.854
2002-03-18,339.314
2002-03-19,341.331
2002-03-20,341.127
2002-03-21,340.092
2002-03-22,338.603
2002-03-25,336.858
2002-03-26,336.426
2002-03-27,337.722
2002-03-28,338.593
2002-03-29,337.482
2002-04-01,338.256
2002-04-02,338.841
2002-04-03,339.627
2002-04-04,340.156
2002-04-05,340.936
2002-04-08,338.758
2002-04-09,338.205
2002-04-10,340.509
2002-04-11,339.461
2002-04-12,338.212
2002-04-15,339.316
2002-04-16,342.411
2002-04-17,345.459
2002-04-18,346.507
2002-04-19,346.553
2002-04-22,347.145
2002-04-23,346.964
2002-04-24,347.041
2002-04-25,347.714
2002-04-26,347.071
2002-04-29,346.633
2002-04-30,346.02
2002-05-01,348.603
2002-05-02,348.819
2002-05-03,350.915
2002-05-06,350.763
2002-05-07,347.254
2002-05-08,349.086
2002-05-09,349.422
2002-05-10,350.159
2002-05-13,349.783
2002-05-14,348.129
2002-05-15,351.474
2002-05-16,353.306
2002-05-17,357.642
2002-05-20,358.327
2002-05-21,359.158
2002-05-22,360.38
2002-05-23,358.864
2002-05-24,359.588
2002-05-27,359.073
2002-05-28,360.863
2002-05-29,360.122
2002-05-30,360.517
2002-05-31,360.436
2002-06-03,361.152
2002-06-04,358.789
2002-06-05,356.432
2002-06-06,356.931
2002-06-07,354.0
2002-06-10,353.799
2002-06-11,354.278
2002-06-12,351.362
2002-06-13,347.81
2002-06-14,341.599
2002-06-17,342.245
2002-06-18,343.83
2002-06-19,341.016
2002-06-20,340.114
2002-06-21,340.499
2002-06-24,339.257
2002-06-25,339.962
2002-06-26,339.035
2002-06-27,340.075
2002-06-28,346.064
2002-07-01,347.163
2002-07-02,342.496
2002-07-03,338.085
2002-07-04,338.555
2002-07-05,343.075
2002-07-08,346.546
2002-07-09,348.062
2002-07-10,342.158
2002-07-11,335.103
2002-07-12,335.175
2002-07-15,330.526
2002-07-16,328.389
2002-07-17,330.611
2002-07-18,334.576
2002-07-19,329.72
2002-07-22,320.534
2002-07-23,313.647
2002-07-24,308.483
2002-07-25,312.606
2002-07-26,306.691
2002-07-29,311.809
2002-07-30,315.495
2002-07-31,314.96
2002-08-01,309.998
2002-08-02,308.656
2002-08-05,303.018
2002-08-06,298.291
2002-08-07,301.167
2002-08-08,303.691
2002-08-09,307.976
2002-08-12,306.318
2002-08-13,306.982
2002-08-14,308.795
2002-08-15,311.277
2002-08-16,312.882
2002-08-19,313.423
2002-08-20,312.529
2002-08-21,315.844
2002-08-22,318.26
2002-08-23,317.124
2002-08-26,318.216
2002-08-27,321.002
2002-08-28,316.199
2002-08-29,313.169
2002-08-30,313.553
2002-09-02,312.062
2002-09-03,308.08
2002-09-04,305.381
2002-09-05,303.632
2002-09-06,304.388
2002-09-09,303.344
2002-09-10,304.849
2002-09-11,306.567
2002-09-12,304.373
2002-09-13,301.136
2002-09-16,298.343
2002-09-17,298.301
2002-09-18,294.67
2002-09-19,293.626
2002-09-20,291.948
2002-09-23,286.799
2002-09-24,282.251
2002-09-25,283.134
2002-09-26,287.502
2002-09-27,288.864
2002-09-30,285.597
2002-10-01,283.006
2002-10-02,282.824
2002-10-03,280.711
2002-10-04,278.225
2002-10-07,272.307
2002-10-08,270.331
2002-10-09,268.047
2002-10-10,268.179
2002-10-11,275.877
2002-10-14,274.767
2002-10-15,283.614
2002-10-16,283.038
2002-10-17,286.598
2002-10-18,286.71
2002-10-21,288.006
2002-10-22,286.082
2002-10-23,284.073
2002-10-24,285.624
2002-10-25,286.344
2002-10-28,289.723
2002-10-29,285.693
2002-10-30,287.83
2002-10-31,290.788
2002-11-01,290.972
2002-11-04,296.138
2002-11-05,298.858
2002-11-06,298.049
2002-11-07,298.515
2002-11-08,297.208
2002-11-11,292.984
2002-11-12,294.476
2002-11-13,291.619
2002-11-14,291.432
2002-11-15,293.28
2002-11-18,293.659
2002-11-19,291.721
2002-11-20,290.347
2002-11-21,295.97
2002-11-22,297.845
2002-11-25,297.579
2002-11-26,294.876
2002-11-27,297.249
2002-11-28,301.943
2002-11-29,303.263
2002-12-02,302.445
2002-12-03,299.762
2002-12-04,297.574
2002-12-05,296.033
2002-12-06,295.713
2002-12-09,292.791
2002-12-10,293.019
2002-12-11,294.095
2002-12-12,293.743
2002-12-13,293.367
2002-12-16,293.46
2002-12-17,293.774
2002-12-18,289.792
2002-12-19,290.307
2002-12-20,291.741
2002-12-23,291.57
2002-12-24,292.533
2002-12-25,292.501
2002-12-26,294.149
2002-12-27,293.371
2002-12-30,295.593
2002-12-31,297.224
2003-01-01,297.219
2003-01-02,298.758
2003-01-03,300.786
2003-01-06,304.502
2003-01-07,301.494
2003-01-08,297.203
2003-01-09,299.584
2003-01-10,301.586
2003-01-13,302.489
2003-01-14,304.908
2003-01-15,303.864
2003-01-16,304.479
2003-01-17,303.632
2003-01-20,302.303
2003-01-21,301.328
2003-01-22,298.705
2003-01-23,300.111
2003-01-24,300.086
2003-01-27,293.663
2003-01-28,292.321
2003-01-29,289.969
2003-01-30,290.684
2003-01-31,289.8
2003-02-03,292.944
2003-02-04,292.703
2003-02-05,293.451
2003-02-06,291.176
2003-02-07,289.653
2003-02-10,287.411
2003-02-11,288.133
2003-02-12,287.228
2003-02-13,287.641
2003-02-14,287.905
2003-02-17,290.195
2003-02-18,291.268
2003-02-19,290.785
2003-02-20,290.73
2003-02-21,289.791
2003-02-24,288.745
2003-02-25,282.609
2003-02-26,282.478
2003-02-27,282.032
2003-02-28,284.988
2003-03-03,287.406
2003-03-04,285.802
2003-03-05,285.515
2003-03-06,283.899
2003-03-07,280.543
2003-03-10,277.104
2003-03-11,275.321
2003-03-12,271.729
2003-03-13,274.268
2003-03-14,276.964
2003-03-17,278.198
2003-03-18,280.204
2003-03-19,281.145
2003-03-20,282.358
2003-03-21,284.378
2003-03-24,283.711
2003-03-25,284.202
2003-03-26,285.8
2003-03-27,285.104
2003-03-28,284.709
2003-03-31,282.114
2003-04-01,282.713
2003-04-02,285.693
2003-04-03,285.72
2003-04-04,286.876
2003-04-07,291.601
2003-04-08,289.957
2003-04-09,290.031
2003-04-10,291.423
2003-04-11,290.969
2003-04-14,291.935
2003-04-15,295.283
2003-04-16,296.888
2003-04-17,298.806
2003-04-18,298.99
2003-04-21,298.176
2003-04-22,300.33
2003-04-23,303.275
2003-04-24,303.109
2003-04-25,300.753
2003-04-28,302.667
2003-04-29,304.367
2003-04-30,309.642
2003-05-01,312.375
2003-05-02,312.907
2003-05-05,316.025
2003-05-06,321.312
2003-05-07,321.696
2003-05-08,319.621
2003-05-09,321.57
2003-05-12,323.959
2003-05-13,324.308
2003-05-14,325.814
2003-05-15,326.32
2003-05-16,329.349
2003-05-19,325.992
2003-05-20,326.004
2003-05-21,324.811
2003-05-22,326.857
2003-05-23,329.165
2003-05-26,330.275
2003-05-27,329.784
2003-05-28,330.791
2003-05-29,333.982
2003-05-30,333.931
2003-06-02,337.615
2003-06-03,335.793
2003-06-04,338.241
2003-06-05,343.776
2003-06-06,346.128
2003-06-09,345.359
2003-06-10,344.382
2003-06-11,348.823
2003-06-12,349.82
2003-06-13,349.917
2003-06-16,352.613
2003-06-17,355.073
2003-06-18,353.004
2003-06-19,350.343
2003-06-20,350.481
2003-06-23,347.648
2003-06-24,343.595
2003-06-25,347.344
2003-06-26,343.715
2003-06-27,345.467
2003-06-30,345.001
2003-07-01,346.69
2003-07-02,350.979
2003-07-03,352.7
2003-07-04,351.824
2003-07-07,354.767
2003-07-08,354.366
2003-07-09,354.427
2003-07-10,353.31
2003-07-11,352.251
2003-07-14,356.051
2003-07-15,354.082
2003-07-16,351.991
2003-07-17,347.603
2003-07-18,348.391
2003-07-21,349.893
2003-07-22,349.385
2003-07-23,353.53
2003-07-24,357.142
2003-07-25,358.241
2003-07-28,360.197
2003-07-29,360.158
2003-07-30,357.141
2003-07-31,355.963
2003-08-01,357.623
2003-08-04,356.986
2003-08-05,356.651
2003-08-06,354.135
2003-08-07,355.471
2003-08-08,355.594
2003-08-11,357.57
2003-08-12,359.222
2003-08-13,362.173
2003-08-14,364.09
2003-08-15,364.563
2003-08-18,365.962
2003-08-19,367.204
2003-08-20,370.186
2003-08-21,370.887
2003-08-22,369.931
2003-08-25,369.668
2003-08-26,367.331
2003-08-27,367.924
2003-08-28,368.954
2003-08-29,372.518
2003-09-01,376.966
2003-09-02,376.393
2003-09-03,380.061
2003-09-04,380.034
2003-09-05,381.637
2003-09-08,384.033
2003-09-09,385.513
2003-09-10,382.324
2003-09-11,381.073
2003-09-12,384.325
2003-09-15,385.289
2003-09-16,386.803
2003-09-17,389.628
2003-09-18,393.044
2003-09-19,396.224
2003-09-22,395.461
2003-09-23,395.562
2003-09-24,395.48
2003-09-25,392.149
2003-09-26,389.292
2003-09-29,389.817
2003-09-30,389.471
2003-10-01,394.659
2003-10-02,399.312
2003-10-03,403.266
2003-10-06,404.671
2003-10-07,407.093
2003-10-08,407.394
2003-10-09,409.598
2003-10-10,413.392
2003-10-13,413.664
2003-10-14,414.846
2003-10-15,416.928
2003-10-16,419.971
2003-10-17,418.941
2003-10-20,419.618
2003-10-21,420.348
2003-10-22,418.253
2003-10-23,409.349
2003-10-24,411.368
2003-10-27,414.453
2003-10-28,416.375
2003-10-29,420.311
2003-10-30,422.11
2003-10-31,419.164
2003-11-03,417.512
2003-11-04,421.887
2003-11-05,419.66
2003-11-06,416.345
2003-11-07,420.396
2003-11-10,420.875
2003-11-11,415.246
2003-11-12,417.539
2003-11-13,421.357
2003-11-14,421.201
2003-11-17,411.935
2003-11-18,414.622
2003-11-19,412.357
2003-11-20,412.82
2003-11-21,413.79
2003-11-24,413.246
2003-11-25,416.391
2003-11-26,421.711
2003-11-27,422.342
2003-11-28,422.672
2003-12-01,427.234
2003-12-02,430.972
2003-12-03,432.629
2003-12-04,431.651
2003-12-05,432.266
2003-12-08,431.446
2003-12-09,431.931
2003-12-10,428.184
2003-12-11,426.904
2003-12-12,431.211
2003-12-15,434.391
2003-12-16,431.916
2003-12-17,431.546
2003-12-18,432.498
2003-12-19,432.851
2003-12-22,434.302
2003-12-23,436.402
2003-12-24,438.443
2003-12-25,438.743
2003-12-26,439.699
2003-12-29,442.818
2003-12-30,447.024
2003-12-31,449.304
2004-01-01,449.309
2004-01-02,452.117
2004-01-05,459.009
2004-01-06,460.794
2004-01-07,459.574
2004-01-08,463.626
2004-01-09,467.231
2004-01-12,466.27
2004-01-13,466.983
2004-01-14,467.791
2004-01-15,465.115
2004-01-16,463.982
2004-01-19,465.018
2004-01-20,470.067
2004-01-21,472.294
2004-01-22,474.96
2004-01-23,474.088
2004-01-26,470.501
2004-01-27,472.818
2004-01-28,470.971
2004-01-29,461.501
2004-01-30,464.076
2004-02-02,466.121
2004-02-03,467.886
2004-02-04,463.361
2004-02-05,465.876
2004-02-06,471.655
2004-02-09,474.26
2004-02-10,475.006
2004-02-11,475.746
2004-02-12,481.796
2004-02-13,482.126
2004-02-16,483.717
2004-02-17,487.98
2004-02-18,488.446
2004-02-19,485.65
2004-02-20,478.884
2004-02-23,480.227
2004-02-24,479.425
2004-02-25,476.903
2004-02-26,474.474
2004-02-27,478.164
2004-03-01,485.42
2004-03-02,482.549
2004-03-03,477.366
2004-03-04,479.835
2004-03-05,486.763
2004-03-08,485.422
2004-03-09,484.796
2004-03-10,476.42
2004-03-11,469.217
2004-03-12,467.833
2004-03-15,465.328
2004-03-16,471.328
2004-03-17,475.401
2004-03-18,479.701
2004-03-19,479.34
2004-03-22,474.529
2004-03-23,474.118
2004-03-24,473.775
2004-03-25,478.421
2004-03-26,479.472
2004-03-29,484.664
2004-03-30,485.432
2004-03-31,492.115
2004-04-01,498.561
2004-04-02,497.552
2004-04-05,495.663
2004-04-06,495.771
2004-04-07,499.621
2004-04-08,498.88
2004-04-09,496.943
2004-04-12,499.054
2004-04-13,495.897
2004-04-14,488.124
2004-04-15,484.646
2004-04-16,489.865
2004-04-19,488.432
2004-04-20,489.598
2004-04-21,484.236
2004-04-22,485.161
2004-04-23,487.537
2004-04-26,490.608
2004-04-27,489.123
2004-04-28,483.617
2004-04-29,481.497
2004-04-30,477.54
2004-05-03,477.752
2004-05-04,483.23
2004-05-05,486.054
2004-05-06,477.561
2004-05-07,467.615
2004-05-10,447.014
2004-05-11,449.385
2004-05-12,454.288
2004-05-13,450.409
2004-05-14,448.197
2004-05-17,441.979
2004-05-18,446.164
2004-05-19,459.556
2004-05-20,455.25
2004-05-21,462.133
2004-05-24,462.705
2004-05-25,464.416
2004-05-26,469.333
2004-05-27,476.357
2004-05-28,478.143
2004-05-31,478.452
2004-06-01,478.418
2004-06-02,479.744
2004-06-03,475.874
2004-06-04,478.913
2004-06-07,487.194
2004-06-08,487.618
2004-06-09,484.291
2004-06-10,485.772
2004-06-11,482.332
2004-06-14,479.679
2004-06-15,480.75
2004-06-16,483.869
2004-06-17,486.183
2004-06-18,487.871
2004-06-21,489.435
2004-06-22,487.101
2004-06-23,488.308
2004-06-24,494.925
2004-06-25,494.218
2004-06-28,499.506
2004-06-29,496.663
2004-06-30,498.296
2004-07-01,499.068
2004-07-02,499.278
2004-07-05,495.102
2004-07-06,492.672
2004-07-07,495.126
2004-07-08,494.467
2004-07-09,496.353
2004-07-12,498.348
2004-07-13,495.693
2004-07-14,493.594
2004-07-15,490.187
2004-07-16,495.902
2004-07-19,495.095
2004-07-20,491.583
2004-07-21,489.345
2004-07-22,485.829
2004-07-23,480.677
2004-07-26,477.725
2004-07-27,473.584
2004-07-28,474.588
2004-07-29,475.326
2004-07-30,478.341
2004-08-02,478.518
2004-08-03,478.946
2004-08-04,473.917
2004-08-05,474.394
2004-08-06,475.08
2004-08-09,470.407
2004-08-10,473.772
2004-08-11,470.704
2004-08-12,470.083
2004-08-13,470.921
2004-08-16,471.535
2004-08-17,472.676
2004-08-18,472.991
2004-08-19,478.527
2004-08-20,477.879
2004-08-23,478.453
2004-08-24,475.77
2004-08-25,477.195
2004-08-26,479.456
2004-08-27,480.786
2004-08-30,479.795
2004-08-31,481.014
2004-09-01,484.298
2004-09-02,485.212
2004-09-03,481.363
2004-09-06,485.525
2004-09-07,486.919
2004-09-08,488.492
2004-09-09,486.09
2004-09-10,490.656
2004-09-13,492.132
2004-09-14,494.172
2004-09-15,487.454
2004-09-16,489.164
2004-09-17,489.78
2004-09-20,488.963
2004-09-21,492.073
2004-09-22,490.249
2004-09-23,490.53
2004-09-24,489.109
2004-09-27,487.446
2004-09-28,488.535
2004-09-29,490.98
2004-09-30,495.668
2004-10-01,500.048
2004-10-04,501.453
2004-10-05,502.856
2004-10-06,503.429
2004-10-07,503.645
2004-10-08,507.793
2004-10-11,507.449
2004-10-12,501.165
2004-10-13,499.416
2004-10-14,499.127
2004-10-15,501.42
2004-10-18,500.281
2004-10-19,504.324
2004-10-20,503.373
2004-10-21,505.81
2004-10-22,507.696
2004-10-25,507.132
2004-10-26,507.756
2004-10-27,510.717
2004-10-28,512.787
2004-10-29,512.036
2004-11-01,513.682
2004-11-02,517.178
2004-11-03,521.838
2004-11-04,524.503
2004-11-05,529.636
2004-11-08,529.418
2004-11-09,529.084
2004-11-10,529.29
2004-11-11,530.435
2004-11-12,535.922
2004-11-15,538.257
2004-11-16,537.834
2004-11-17,542.792
2004-11-18,540.959
2004-11-19,544.009
2004-11-22,539.81
2004-11-23,542.056
2004-11-24,546.387
2004-11-25,551.557
2004-11-26,551.338
2004-11-29,553.646
2004-11-30,552.097
2004-12-01,553.372
2004-12-02,555.371
2004-12-03,558.949
2004-12-06,558.656
2004-12-07,557.632
2004-12-08,548.713
2004-12-09,544.489
2004-12-10,543.573
2004-12-13,548.68
2004-12-14,549.401
2004-12-15,556.907
2004-12-16,554.464
2004-12-17,554.707
2004-12-20,561.313
2004-12-21,560.458
2004-12-22,562.946
2004-12-23,566.716
2004-12-24,570.149
2004-12-27,573.273
2004-12-28,573.655
2004-12-29,572.249
2004-12-30,577.416
2004-12-31,578.508
2005-01-03,576.042
2005-01-04,570.658
2005-01-05,566.84
2005-01-06,563.863
2005-01-07,563.806
2005-01-10,566.544
2005-01-11,569.239
2005-01-12,574.054
2005-01-13,573.054
2005-01-14,571.979
2005-01-17,575.483
2005-01-18,573.525
2005-01-19,575.95
2005-01-20,570.486
2005-01-21,571.978
2005-01-24,574.127
2005-01-25,571.964
2005-01-26,579.088
2005-01-27,578.433
2005-01-28,576.559
2005-01-31,581.383
2005-02-01,582.264
2005-02-02,586.582
2005-02-03,583.931
2005-02-04,587.594
2005-02-07,586.324
2005-02-08,583.03
2005-02-09,583.393
2005-02-10,586.773
2005-02-11,588.953
2005-02-14,594.657
2005-02-15,595.932
2005-02-16,592.054
2005-02-17,595.798
2005-02-18,596.314
2005-02-21,595.512
2005-02-22,597.84
2005-02-23,592.986
2005-02-24,594.432
2005-02-25,600.158
2005-02-28,605.594
2005-03-01,605.297
2005-03-02,602.605
2005-03-03,603.272
2005-03-04,610.918
2005-03-07,609.08
2005-03-08,613.147
2005-03-09,613.358
2005-03-10,610.861
2005-03-11,614.779
2005-03-14,609.915
2005-03-15,610.835
2005-03-16,612.189
2005-03-17,609.157
2005-03-18,608.365
2005-03-21,604.072
2005-03-22,605.198
2005-03-23,593.229
2005-03-24,592.602
2005-03-25,592.778
2005-03-28,590.0
2005-03-29,586.6
2005-03-30,586.234
2005-03-31,592.571
2005-04-01,594.475
2005-04-04,587.215
2005-04-05,590.768
2005-04-06,592.812
2005-04-07,595.677
2005-04-08,595.922
2005-04-11,598.159
2005-04-12,593.619
2005-04-13,596.605
2005-04-14,588.406
2005-04-15,583.354
2005-04-18,572.558
2005-04-19,580.732
2005-04-20,582.23
2005-04-21,580.841
2005-04-22,586.798
2005-04-25,585.411
2005-04-26,582.131
2005-04-27,576.177
2005-04-28,572.494
2005-04-29,574.694
2005-05-02,574.216
2005-05-03,575.731
2005-05-04,579.414
2005-05-05,580.916
2005-05-06,580.976
2005-05-09,579.879
2005-05-10,578.964
2005-05-11,576.636
2005-05-12,573.286
2005-05-13,569.131
2005-05-16,564.855
2005-05-17,563.194
2005-05-18,566.628
2005-05-19,570.921
2005-05-20,568.44
2005-05-23,573.357
2005-05-24,573.7
2005-05-25,571.997
2005-05-26,572.678
2005-05-27,574.673
2005-05-30,576.478
2005-05-31,575.567
2005-06-01,576.917
2005-06-02,578.013
2005-06-03,580.074
2005-06-06,581.314
2005-06-07,583.635
2005-06-08,586.361
2005-06-09,580.233
2005-06-10,581.681
2005-06-13,579.381
2005-06-14,580.532
2005-06-15,583.696
2005-06-16,587.264
2005-06-17,593.771
2005-06-20,590.989
2005-06-21,592.333
2005-06-22,592.668
2005-06-23,591.455
2005-06-24,588.898
2005-06-27,586.375
2005-06-28,587.737
2005-06-29,588.2
2005-06-30,587.947
2005-07-01,584.632
2005-07-04,584.08
2005-07-05,582.797
2005-07-06,586.139
2005-07-07,580.062
2005-07-08,583.97
2005-07-11,592.571
2005-07-12,597.879
2005-07-13,594.392
2005-07-14,595.507
2005-07-15,592.686
2005-07-18,593.869
2005-07-19,591.448
2005-07-20,592.021
2005-07-21,601.863
2005-07-22,602.117
2005-07-25,600.955
2005-07-26,598.505
2005-07-27,601.818
2005-07-28,605.245
2005-07-29,608.653
2005-08-01,612.656
2005-08-02,616.216
2005-08-03,619.925
2005-08-04,619.039
2005-08-05,612.911
2005-08-08,616.501
2005-08-09,618.332
2005-08-10,627.112
2005-08-11,631.4
2005-08-12,631.438
2005-08-15,629.525
2005-08-16,629.431
2005-08-17,626.521
2005-08-18,619.413
2005-08-19,620.241
2005-08-22,628.755
2005-08-23,627.187
2005-08-24,626.467
2005-08-25,625.828
2005-08-26,627.65
2005-08-29,622.811
2005-08-30,620.617
2005-08-31,627.504
2005-09-01,640.313
2005-09-02,644.184
2005-09-05,646.156
2005-09-06,645.644
2005-09-07,646.31
2005-09-08,643.883
2005-09-09,649.752
2005-09-12,648.053
2005-09-13,644.719
2005-09-14,648.572
2005-09-15,646.631
2005-09-16,647.973
2005-09-19,647.259
2005-09-20,650.604
2005-09-21,650.214
2005-09-22,644.268
2005-09-23,641.605
2005-09-26,646.855
2005-09-27,642.986
2005-09-28,647.629
2005-09-29,651.232
2005-09-30,653.353
2005-10-03,649.341
2005-10-04,652.111
2005-10-05,646.302
2005-10-06,640.741
2005-10-07,638.821
2005-10-10,637.741
2005-10-11,639.623
2005-10-12,638.169
2005-10-13,627.217
2005-10-14,631.35
2005-10-17,629.351
2005-10-18,622.38
2005-10-19,614.494
2005-10-20,617.203
2005-10-21,615.794
2005-10-24,619.627
2005-10-25,627.166
2005-10-26,628.896
2005-10-27,628.708
2005-10-28,625.681
2005-10-31,632.768
2005-11-01,636.463
2005-11-02,640.942
2005-11-03,644.492
2005-11-04,638.713
2005-11-07,639.731
