Date,WORLD ex USA SMID CAP SMID (Small+Mid Cap)
2017-12-29,1470.772
2018-01-31,1538.305
2018-02-28,1474.838
2018-03-30,1454.721
2018-04-30,1481.996
2018-05-31,1472.738
2018-06-29,1448.201
2018-07-31,1465.159
2018-08-31,1452.808
2018-09-28,1447.742
2018-10-31,1310.008
2018-11-30,1295.808
2018-12-31,1220.729
2019-01-31,1321.038
2019-02-28,1352.301
2019-03-29,1355.707
2019-04-30,1393.849
2019-05-31,1322.612
2019-06-28,1393.653
2019-07-31,1382.766
2019-08-30,1352.791
2019-09-30,1387.275
2019-10-31,1444.474
2019-11-29,1474.736
2019-12-31,1530.647
2020-01-31,1491.683
2020-02-28,1350.236
2020-03-31,1116.355
2020-04-30,1233.639
2020-05-29,1313.449
2020-06-30,1341.477
2020-07-31,1387.394
2020-08-31,1483.721
2020-09-30,1460.663
2020-10-30,1414.624
2020-11-30,1615.833
2020-12-31,1709.676
2021-01-29,1703.535
2021-02-26,1737.205
2021-03-31,1777.567
2021-04-30,1844.323
2021-05-31,1889.278
2021-06-30,1864.851
2021-07-30,1887.807
2021-08-31,1929.757
2021-09-30,1863.5
2021-10-29,1900.833
2021-11-30,1803.531
2021-12-31,1879.81
2022-01-31,1748.86
2022-02-28,1733.945
2022-03-31,1743.806
2022-04-29,1622.624
2022-05-31,1617.435
2022-06-30,1447.014
2022-07-29,1538.508
2022-08-31,1470.068
2022-09-30,1307.892
2022-10-31,1369.73
2022-11-30,1503.761
2022-12-30,1506.899
2023-01-31,1629.966
2023-02-28,1594.033
2023-03-31,1605.192
2023-04-28,1640.895
2023-05-31,1571.299
2023-06-30,1621.526
2023-07-31,1699.561
2023-08-31,1640.897
2023-09-29,1574.591
2023-10-31,1484.245
2023-11-30,1629.235
2023-12-29,1737.49
2024-01-31,1719.061
2024-02-29,1730.633
2024-03-29,1795.5
2024-04-30,1744.638
2024-05-31,1817.608
2024-06-28,1768.307
2024-07-31,1852.789
2024-08-30,1901.672
2024-09-30,1949.904
2024-10-31,1841.023
2024-11-29,1859.371
2024-12-31,1809.212
2025-01-31,1871.971
2025-02-28,1884.024
2025-03-31,1892.493
2025-04-30,1999.086
2025-05-30,2115.356
2025-06-30,2200.23
2025-07-31,2190.804
2025-08-29,2293.339
2025-09-30,2338.856
