Date,EUROPE GROWTH Standard (Large+Mid Cap)
2001-08-01,2685.155
2001-08-02,2699.297
2001-08-03,2676.293
2001-08-06,2662.272
2001-08-07,2657.341
2001-08-08,2619.273
2001-08-09,2597.521
2001-08-10,2596.358
2001-08-13,2618.355
2001-08-14,2643.839
2001-08-15,2658.044
2001-08-16,2627.261
2001-08-17,2592.452
2001-08-20,2583.846
2001-08-21,2618.122
2001-08-22,2627.835
2001-08-23,2616.529
2001-08-24,2656.518
2001-08-27,2648.927
2001-08-28,2613.841
2001-08-29,2603.025
2001-08-30,2541.912
2001-08-31,2543.597
2001-09-03,2509.161
2001-09-04,2496.332
2001-09-05,2443.825
2001-09-06,2390.744
2001-09-07,2370.415
2001-09-10,2344.974
2001-09-11,2201.34
2001-09-12,2268.656
2001-09-13,2304.515
2001-09-14,2213.345
2001-09-17,2267.314
2001-09-18,2243.34
2001-09-19,2221.029
2001-09-20,2139.683
2001-09-21,2064.855
2001-09-24,2176.144
2001-09-25,2225.068
2001-09-26,2242.445
2001-09-27,2269.414
2001-09-28,2312.443
2001-10-01,2277.449
2001-10-02,2292.465
2001-10-03,2315.897
2001-10-04,2373.655
2001-10-05,2374.246
2001-10-08,2378.45
2001-10-09,2371.685
2001-10-10,2409.924
2001-10-11,2422.566
2001-10-12,2413.948
2001-10-15,2375.861
2001-10-16,2402.556
2001-10-17,2450.009
2001-10-18,2406.968
2001-10-19,2372.402
2001-10-22,2395.6
2001-10-23,2439.751
2001-10-24,2462.016
2001-10-25,2425.491
2001-10-26,2470.134
2001-10-29,2436.652
2001-10-30,2390.534
2001-10-31,2414.425
2001-11-01,2449.624
2001-11-02,2458.937
2001-11-05,2506.03
2001-11-06,2513.61
2001-11-07,2534.652
2001-11-08,2561.003
2001-11-09,2529.382
2001-11-12,2476.123
2001-11-13,2520.485
2001-11-14,2536.055
2001-11-15,2548.235
2001-11-16,2569.642
2001-11-19,2572.685
2001-11-20,2540.511
2001-11-21,2520.501
2001-11-22,2551.934
2001-11-23,2526.422
2001-11-26,2535.097
2001-11-27,2505.176
2001-11-28,2487.605
2001-11-29,2489.984
2001-11-30,2527.504
2001-12-03,2505.597
2001-12-04,2547.48
2001-12-05,2601.421
2001-12-06,2608.495
2001-12-07,2578.283
2001-12-10,2537.223
2001-12-11,2545.276
2001-12-12,2538.093
2001-12-13,2502.712
2001-12-14,2489.554
2001-12-17,2545.948
2001-12-18,2542.973
2001-12-19,2514.278
2001-12-20,2502.081
2001-12-21,2525.119
2001-12-24,2505.813
2001-12-25,2505.813
2001-12-26,2511.278
2001-12-27,2564.883
2001-12-28,2573.389
2001-12-31,2590.48
2002-01-01,2590.48
2002-01-02,2589.51
2002-01-03,2621.404
2002-01-04,2602.959
2002-01-07,2573.778
2002-01-08,2546.564
2002-01-09,2550.204
2002-01-10,2537.616
2002-01-11,2547.377
2002-01-14,2505.472
2002-01-15,2518.824
2002-01-16,2476.222
2002-01-17,2491.655
2002-01-18,2492.83
2002-01-21,2479.845
2002-01-22,2483.811
2002-01-23,2507.938
2002-01-24,2528.355
2002-01-25,2476.357
2002-01-28,2483.929
2002-01-29,2457.925
2002-01-30,2432.77
2002-01-31,2468.662
2002-02-01,2476.297
2002-02-04,2470.191
2002-02-05,2441.058
2002-02-06,2426.459
2002-02-07,2443.268
2002-02-08,2443.489
2002-02-11,2479.619
2002-02-12,2482.363
2002-02-13,2493.974
2002-02-14,2509.23
2002-02-15,2497.892
2002-02-18,2475.236
2002-02-19,2446.424
2002-02-20,2431.315
2002-02-21,2446.468
2002-02-22,2443.216
2002-02-25,2459.86
2002-02-26,2463.659
2002-02-27,2483.898
2002-02-28,2486.551
2002-03-01,2503.786
2002-03-04,2548.178
2002-03-05,2533.642
2002-03-06,2548.064
2002-03-07,2574.433
2002-03-08,2578.343
2002-03-11,2563.914
2002-03-12,2538.444
2002-03-13,2544.595
2002-03-14,2564.898
2002-03-15,2584.976
2002-03-18,2591.899
2002-03-19,2601.898
2002-03-20,2581.85
2002-03-21,2566.172
2002-03-22,2575.18
2002-03-25,2552.165
2002-03-26,2556.321
2002-03-27,2549.351
2002-03-28,2575.492
2002-03-29,2575.492
2002-04-01,2599.186
2002-04-02,2584.826
2002-04-03,2572.887
2002-04-04,2547.899
2002-04-05,2546.865
2002-04-08,2504.29
2002-04-09,2517.49
2002-04-10,2542.653
2002-04-11,2513.417
2002-04-12,2520.491
2002-04-15,2537.67
2002-04-16,2576.182
2002-04-17,2592.956
2002-04-18,2574.843
2002-04-19,2572.096
2002-04-22,2552.961
2002-04-23,2551.938
2002-04-24,2550.964
2002-04-25,2547.266
2002-04-26,2541.599
2002-04-29,2537.167
2002-04-30,2547.278
2002-05-01,2555.752
2002-05-02,2546.096
2002-05-03,2555.342
2002-05-06,2556.021
2002-05-07,2519.445
2002-05-08,2555.668
2002-05-09,2542.548
2002-05-10,2525.224
2002-05-13,2542.001
2002-05-14,2538.96
2002-05-15,2567.215
2002-05-16,2561.838
2002-05-17,2573.903
2002-05-20,2562.48
2002-05-21,2546.756
2002-05-22,2533.691
2002-05-23,2516.88
2002-05-24,2513.236
2002-05-27,2511.58
2002-05-28,2513.625
2002-05-29,2509.036
2002-05-30,2491.887
2002-05-31,2503.016
2002-06-03,2489.81
2002-06-04,2457.118
2002-06-05,2431.619
2002-06-06,2440.033
2002-06-07,2414.24
2002-06-10,2422.217
2002-06-11,2435.113
2002-06-12,2388.369
2002-06-13,2366.106
2002-06-14,2319.351
2002-06-17,2387.368
2002-06-18,2385.38
2002-06-19,2366.992
2002-06-20,2340.817
2002-06-21,2345.775
2002-06-24,2309.247
2002-06-25,2348.457
2002-06-26,2352.824
2002-06-27,2372.834
2002-06-28,2458.722
2002-07-01,2458.609
2002-07-02,2390.503
2002-07-03,2319.031
2002-07-04,2366.817
2002-07-05,2435.975
2002-07-08,2456.585
2002-07-09,2441.826
2002-07-10,2342.085
2002-07-11,2260.724
2002-07-12,2265.166
2002-07-15,2188.049
2002-07-16,2184.713
2002-07-17,2246.779
2002-07-18,2268.753
2002-07-19,2178.152
2002-07-22,2066.506
2002-07-23,2007.693
2002-07-24,1987.269
2002-07-25,2067.478
2002-07-26,2069.946
2002-07-29,2162.22
2002-07-30,2169.165
2002-07-31,2168.356
2002-08-01,2086.496
2002-08-02,2103.077
2002-08-05,2042.037
2002-08-06,2075.51
2002-08-07,2070.267
2002-08-08,2141.281
2002-08-09,2178.63
2002-08-12,2142.522
2002-08-13,2164.531
2002-08-14,2133.267
2002-08-15,2180.11
2002-08-16,2198.701
2002-08-19,2227.786
2002-08-20,2182.294
2002-08-21,2214.816
2002-08-22,2235.311
2002-08-23,2207.401
2002-08-26,2185.89
2002-08-27,2236.431
2002-08-28,2162.754
2002-08-29,2135.492
2002-08-30,2153.366
2002-09-02,2125.046
2002-09-03,2069.862
2002-09-04,2079.827
2002-09-05,2073.888
2002-09-06,2119.778
2002-09-09,2090.035
2002-09-10,2121.336
2002-09-11,2161.195
2002-09-12,2098.436
2002-09-13,2066.654
2002-09-16,2045.066
2002-09-17,2024.839
2002-09-18,1980.426
2002-09-19,1960.048
2002-09-20,1966.329
2002-09-23,1914.651
2002-09-24,1883.009
2002-09-25,1911.452
2002-09-26,1993.033
2002-09-27,1996.433
2002-09-30,1941.895
2002-10-01,1966.605
2002-10-02,2027.449
2002-10-03,2010.993
2002-10-04,1964.305
2002-10-07,1944.585
2002-10-08,1903.799
2002-10-09,1904.793
2002-10-10,1939.043
2002-10-11,2018.403
2002-10-14,2014.686
2002-10-15,2104.421
2002-10-16,2067.589
2002-10-17,2112.1
2002-10-18,2091.843
2002-10-21,2099.25
2002-10-22,2094.67
2002-10-23,2031.56
2002-10-24,2067.982
2002-10-25,2072.441
2002-10-28,2098.169
2002-10-29,2028.219
2002-10-30,2072.307
2002-10-31,2116.856
2002-11-01,2105.228
2002-11-04,2165.991
2002-11-05,2180.874
2002-11-06,2159.452
2002-11-07,2143.063
2002-11-08,2133.163
2002-11-11,2117.276
2002-11-12,2139.218
2002-11-13,2119.035
2002-11-14,2146.741
2002-11-15,2155.705
2002-11-18,2172.416
2002-11-19,2169.631
2002-11-20,2150.231
2002-11-21,2200.484
2002-11-22,2190.285
2002-11-25,2159.637
2002-11-26,2127.14
2002-11-27,2162.532
2002-11-28,2174.866
2002-11-29,2164.804
2002-12-02,2159.699
2002-12-03,2125.815
2002-12-04,2133.926
2002-12-05,2110.536
2002-12-06,2117.693
2002-12-09,2081.352
2002-12-10,2087.43
2002-12-11,2101.961
2002-12-12,2094.347
2002-12-13,2085.517
2002-12-16,2125.576
2002-12-17,2113.054
2002-12-18,2071.885
2002-12-19,2070.455
2002-12-20,2091.971
2002-12-23,2097.829
2002-12-24,2109.792
2002-12-25,2109.792
2002-12-26,2112.788
2002-12-27,2063.013
2002-12-30,2094.34
2002-12-31,2116.935
2003-01-01,2116.935
2003-01-02,2148.418
2003-01-03,2160.787
2003-01-06,2181.186
2003-01-07,2156.7
2003-01-08,2120.982
2003-01-09,2151.973
2003-01-10,2159.517
2003-01-13,2153.688
2003-01-14,2165.262
2003-01-15,2133.083
2003-01-16,2125.223
2003-01-17,2101.038
2003-01-20,2077.368
2003-01-21,2058.109
2003-01-22,2028.008
2003-01-23,2018.411
2003-01-24,2009.296
2003-01-27,1943.209
2003-01-28,1949.801
2003-01-29,1977.758
2003-01-30,2006.904
2003-01-31,2007.614
2003-02-03,2035.962
2003-02-04,1997.557
2003-02-05,2018.291
2003-02-06,1974.077
2003-02-07,1952.342
2003-02-10,1939.305
2003-02-11,1970.818
2003-02-12,1931.906
2003-02-13,1932.504
2003-02-14,1954.719
2003-02-17,1974.592
2003-02-18,1993.455
2003-02-19,1958.488
2003-02-20,1963.402
2003-02-21,1986.284
2003-02-24,1966.064
2003-02-25,1911.473
2003-02-26,1911.555
2003-02-27,1910.702
2003-02-28,1947.497
2003-03-03,1968.902
2003-03-04,1940.545
2003-03-05,1930.703
2003-03-06,1916.395
2003-03-07,1890.481
2003-03-10,1860.252
2003-03-11,1861.458
2003-03-12,1801.466
2003-03-13,1871.789
2003-03-14,1916.537
2003-03-17,1961.717
2003-03-18,1955.811
2003-03-19,1977.456
2003-03-20,1977.856
2003-03-21,2023.963
2003-03-24,1963.889
2003-03-25,1996.981
2003-03-26,1999.152
2003-03-27,1973.892
2003-03-28,1973.945
2003-03-31,1935.473
2003-04-01,1959.356
2003-04-02,2001.696
2003-04-03,2006.184
2003-04-04,2024.859
2003-04-07,2070.679
2003-04-08,2051.441
2003-04-09,2057.745
2003-04-10,2039.623
2003-04-11,2044.052
2003-04-14,2067.422
2003-04-15,2098.108
2003-04-16,2084.927
2003-04-17,2115.67
2003-04-18,2115.67
2003-04-21,2101.531
2003-04-22,2130.601
2003-04-23,2151.628
2003-04-24,2137.474
2003-04-25,2116.786
2003-04-28,2156.127
2003-04-29,2142.455
2003-04-30,2171.879
2003-05-01,2187.831
2003-05-02,2189.634
2003-05-05,2215.526
2003-05-06,2255.401
2003-05-07,2233.43
2003-05-08,2206.503
2003-05-09,2228.16
2003-05-12,2245.607
2003-05-13,2244.427
2003-05-14,2243.191
2003-05-15,2256.957
2003-05-16,2282.71
2003-05-19,2237.511
2003-05-20,2240.332
2003-05-21,2228.537
2003-05-22,2252.066
2003-05-23,2252.992
2003-05-26,2257.308
2003-05-27,2275.706
2003-05-28,2295.139
2003-05-29,2311.278
2003-05-30,2287.211
2003-06-02,2325.339
2003-06-03,2308.759
2003-06-04,2326.314
2003-06-05,2341.609
2003-06-06,2367.711
2003-06-09,2350.579
2003-06-10,2342.509
2003-06-11,2385.29
2003-06-12,2391.323
2003-06-13,2372.372
2003-06-16,2418.867
2003-06-17,2436.924
2003-06-18,2427.595
2003-06-19,2391.889
2003-06-20,2393.726
2003-06-23,2333.821
2003-06-24,2322.372
2003-06-25,2341.995
2003-06-26,2311.849
2003-06-27,2312.13
2003-06-30,2292.971
2003-07-01,2270.838
2003-07-02,2298.582
2003-07-03,2313.485
2003-07-04,2299.447
2003-07-07,2312.894
2003-07-08,2296.998
2003-07-09,2288.316
2003-07-10,2274.048
2003-07-11,2286.904
2003-07-14,2313.961
2003-07-15,2281.968
2003-07-16,2264.958
2003-07-17,2238.007
2003-07-18,2243.168
2003-07-21,2241.724
2003-07-22,2263.12
2003-07-23,2283.457
2003-07-24,2326.981
2003-07-25,2321.641
2003-07-28,2334.222
2003-07-29,2326.458
2003-07-30,2310.631
2003-07-31,2299.397
2003-08-01,2272.35
2003-08-04,2273.681
2003-08-05,2287.267
2003-08-06,2265.271
2003-08-07,2275.22
2003-08-08,2285.406
2003-08-11,2292.858
2003-08-12,2296.942
2003-08-13,2304.133
2003-08-14,2323.087
2003-08-15,2323.685
2003-08-18,2325.101
2003-08-19,2310.801
2003-08-20,2307.616
2003-08-21,2294.639
2003-08-22,2281.993
2003-08-25,2272.609
2003-08-26,2247.603
2003-08-27,2267.576
2003-08-28,2281.09
2003-08-29,2278.362
2003-09-01,2303.288
2003-09-02,2287.094
2003-09-03,2319.432
2003-09-04,2332.682
2003-09-05,2353.872
2003-09-08,2380.414
2003-09-09,2374.36
2003-09-10,2360.771
2003-09-11,2362.044
2003-09-12,2370.39
2003-09-15,2377.756
2003-09-16,2378.117
2003-09-17,2398.422
2003-09-18,2422.734
2003-09-19,2418.244
2003-09-22,2403.952
2003-09-23,2404.028
2003-09-24,2401.951
2003-09-25,2395.194
2003-09-26,2369.385
2003-09-29,2368.306
2003-09-30,2349.387
2003-10-01,2392.504
2003-10-02,2400.892
2003-10-03,2445.574
2003-10-06,2442.328
2003-10-07,2443.344
2003-10-08,2449.989
2003-10-09,2478.335
2003-10-10,2483.46
2003-10-13,2496.902
2003-10-14,2491.889
2003-10-15,2501.034
2003-10-16,2504.557
2003-10-17,2487.934
2003-10-20,2491.215
2003-10-21,2500.184
2003-10-22,2482.242
2003-10-23,2466.22
2003-10-24,2469.355
2003-10-27,2478.829
2003-10-28,2485.623
2003-10-29,2492.557
2003-10-30,2507.887
2003-10-31,2490.919
2003-11-03,2494.332
2003-11-04,2487.553
2003-11-05,2470.806
2003-11-06,2473.536
2003-11-07,2505.61
2003-11-10,2489.209
2003-11-11,2486.955
2003-11-12,2522.908
2003-11-13,2547.849
2003-11-14,2577.479
2003-11-17,2538.81
2003-11-18,2568.217
2003-11-19,2554.878
2003-11-20,2550.429
2003-11-21,2558.106
2003-11-24,2574.465
2003-11-25,2578.903
2003-11-26,2594.138
2003-11-27,2600.533
2003-11-28,2604.771
2003-12-01,2641.268
2003-12-02,2655.455
2003-12-03,2671.45
2003-12-04,2656.175
2003-12-05,2652.392
2003-12-08,2655.289
2003-12-09,2668.347
2003-12-10,2653.972
2003-12-11,2650.107
2003-12-12,2667.645
2003-12-15,2678.607
2003-12-16,2673.248
2003-12-17,2684.565
2003-12-18,2708.034
2003-12-19,2703.129
2003-12-22,2704.898
2003-12-23,2721.738
2003-12-24,2735.742
2003-12-25,2735.742
2003-12-26,2735.628
2003-12-29,2750.165
2003-12-30,2768.972
2003-12-31,2792.466
2004-01-01,2792.466
2004-01-02,2817.376
2004-01-05,2851.067
2004-01-06,2867.181
2004-01-07,2844.971
2004-01-08,2890.624
2004-01-09,2908.211
2004-01-12,2890.509
2004-01-13,2892.868
2004-01-14,2898.515
2004-01-15,2872.27
2004-01-16,2856.613
2004-01-19,2859.088
2004-01-20,2892.026
2004-01-21,2914.616
2004-01-22,2938.578
2004-01-23,2925.548
2004-01-26,2894.101
2004-01-27,2911.002
2004-01-28,2914.973
2004-01-29,2844.471
2004-01-30,2843.242
2004-02-02,2853.018
2004-02-03,2876.553
2004-02-04,2859.281
2004-02-05,2878.682
2004-02-06,2918.32
2004-02-09,2942.804
2004-02-10,2951.651
2004-02-11,2947.983
2004-02-12,2981.907
2004-02-13,2967.876
2004-02-16,2969.737
2004-02-17,3008.718
2004-02-18,3012.254
2004-02-19,3017.741
2004-02-20,2972.558
2004-02-23,2970.528
2004-02-24,2967.476
2004-02-25,2954.435
2004-02-26,2928.971
2004-02-27,2924.601
2004-03-01,2964.244
2004-03-02,2947.439
2004-03-03,2896.683
2004-03-04,2922.145
2004-03-05,2969.952
2004-03-08,2963.538
2004-03-09,2945.524
2004-03-10,2892.735
2004-03-11,2822.282
2004-03-12,2820.45
2004-03-15,2772.884
2004-03-16,2812.395
2004-03-17,2821.439
2004-03-18,2819.01
2004-03-19,2825.459
2004-03-22,2780.225
2004-03-23,2768.44
2004-03-24,2744.339
2004-03-25,2771.277
2004-03-26,2760.085
2004-03-29,2801.554
2004-03-30,2804.91
2004-03-31,2824.454
2004-04-01,2876.172
2004-04-02,2872.226
2004-04-05,2855.187
2004-04-06,2845.072
2004-04-07,2874.099
2004-04-08,2870.287
2004-04-09,2870.287
2004-04-12,2865.224
2004-04-13,2843.616
2004-04-14,2805.964
2004-04-15,2810.221
2004-04-16,2852.493
2004-04-19,2862.42
2004-04-20,2849.383
2004-04-21,2815.188
2004-04-22,2830.937
2004-04-23,2831.798
2004-04-26,2849.841
2004-04-27,2855.369
2004-04-28,2794.967
2004-04-29,2802.247
2004-04-30,2788.162
2004-05-03,2797.01
2004-05-04,2841.011
2004-05-05,2865.527
2004-05-06,2816.359
2004-05-07,2784.536
2004-05-10,2699.758
2004-05-11,2715.427
2004-05-12,2710.005
2004-05-13,2721.206
2004-05-14,2706.629
2004-05-17,2702.25
2004-05-18,2721.671
2004-05-19,2784.538
2004-05-20,2741.124
2004-05-21,2757.705
2004-05-24,2762.29
2004-05-25,2771.198
2004-05-26,2792.126
2004-05-27,2848.445
2004-05-28,2828.577
2004-05-31,2834.259
2004-06-01,2812.68
2004-06-02,2833.623
2004-06-03,2837.172
2004-06-04,2856.684
2004-06-07,2892.076
2004-06-08,2891.649
2004-06-09,2855.597
2004-06-10,2853.992
2004-06-11,2833.077
2004-06-14,2808.046
2004-06-15,2827.147
2004-06-16,2837.803
2004-06-17,2846.678
2004-06-18,2869.149
2004-06-21,2861.449
2004-06-22,2831.967
2004-06-23,2841.177
2004-06-24,2871.733
2004-06-25,2864.014
2004-06-28,2893.333
2004-06-29,2863.435
2004-06-30,2854.078
2004-07-01,2845.927
2004-07-02,2863.387
2004-07-05,2852.522
2004-07-06,2836.787
2004-07-07,2853.826
2004-07-08,2869.326
2004-07-09,2859.033
2004-07-12,2849.561
2004-07-13,2834.381
2004-07-14,2849.223
2004-07-15,2814.059
2004-07-16,2833.429
2004-07-19,2810.338
2004-07-20,2810.498
2004-07-21,2803.894
2004-07-22,2771.129
2004-07-23,2743.09
2004-07-26,2720.75
2004-07-27,2723.257
2004-07-28,2721.561
2004-07-29,2761.849
2004-07-30,2758.747
2004-08-02,2750.707
2004-08-03,2762.849
2004-08-04,2739.914
2004-08-05,2737.949
2004-08-06,2717.814
2004-08-09,2691.926
2004-08-10,2720.456
2004-08-11,2682.39
2004-08-12,2678.958
2004-08-13,2699.65
2004-08-16,2725.071
2004-08-17,2729.615
2004-08-18,2724.035
2004-08-19,2747.415
2004-08-20,2729.782
2004-08-23,2743.949
2004-08-24,2720.357
2004-08-25,2723.608
2004-08-26,2747.059
2004-08-27,2753.877
2004-08-30,2751.204
2004-08-31,2745.835
2004-09-01,2767.098
2004-09-02,2772.705
2004-09-03,2768.787
2004-09-06,2786.719
2004-09-07,2783.366
2004-09-08,2795.748
2004-09-09,2786.949
2004-09-10,2827.706
2004-09-13,2842.926
2004-09-14,2841.024
2004-09-15,2802.987
2004-09-16,2811.669
2004-09-17,2831.437
2004-09-20,2815.497
2004-09-21,2851.65
2004-09-22,2835.861
2004-09-23,2831.436
2004-09-24,2830.161
2004-09-27,2816.621
2004-09-28,2833.388
2004-09-29,2846.325
2004-09-30,2851.228
2004-10-01,2894.642
2004-10-04,2892.686
2004-10-05,2899.981
2004-10-06,2891.794
2004-10-07,2882.096
2004-10-08,2899.742
2004-10-11,2885.351
2004-10-12,2846.587
2004-10-13,2849.377
2004-10-14,2852.698
2004-10-15,2873.512
2004-10-18,2874.394
2004-10-19,2911.247
2004-10-20,2902.769
2004-10-21,2921.451
2004-10-22,2920.933
2004-10-25,2903.592
2004-10-26,2911.358
2004-10-27,2947.888
2004-10-28,2958.093
2004-10-29,2948.785
2004-11-01,2978.365
2004-11-02,2996.601
2004-11-03,3033.127
2004-11-04,3041.21
2004-11-05,3066.993
2004-11-08,3071.132
2004-11-09,3059.409
2004-11-10,3067.568
2004-11-11,3090.874
2004-11-12,3112.14
2004-11-15,3110.336
2004-11-16,3103.18
2004-11-17,3143.476
2004-11-18,3136.992
2004-11-19,3120.063
2004-11-22,3098.716
2004-11-23,3113.267
2004-11-24,3130.93
2004-11-25,3168.299
2004-11-26,3166.199
2004-11-29,3173.145
2004-11-30,3156.19
2004-12-01,3197.572
2004-12-02,3205.044
2004-12-03,3220.517
2004-12-06,3216.656
2004-12-07,3232.538
2004-12-08,3185.29
2004-12-09,3157.238
2004-12-10,3157.953
2004-12-13,3198.173
2004-12-14,3193.874
2004-12-15,3220.515
2004-12-16,3202.577
2004-12-17,3167.186
2004-12-20,3216.859
2004-12-21,3201.338
2004-12-22,3219.9
2004-12-23,3247.086
2004-12-24,3259.735
2004-12-27,3275.325
2004-12-28,3275.289
2004-12-29,3272.502
2004-12-30,3284.461
2004-12-31,3278.099
2005-01-03,3265.517
2005-01-04,3232.196
2005-01-05,3205.909
2005-01-06,3193.147
2005-01-07,3183.412
2005-01-10,3192.627
2005-01-11,3181.278
2005-01-12,3186.612
2005-01-13,3179.633
2005-01-14,3167.607
2005-01-17,3179.636
2005-01-18,3165.577
2005-01-19,3173.484
2005-01-20,3138.949
2005-01-21,3146.03
2005-01-24,3155.944
2005-01-25,3152.137
2005-01-26,3187.102
2005-01-27,3196.714
2005-01-28,3179.356
2005-01-31,3202.503
2005-02-01,3220.812
2005-02-02,3235.487
2005-02-03,3214.679
2005-02-04,3240.144
2005-02-07,3231.305
2005-02-08,3220.926
2005-02-09,3227.886
2005-02-10,3242.626
2005-02-11,3261.941
2005-02-14,3290.831
2005-02-15,3302.617
2005-02-16,3291.42
2005-02-17,3309.872
2005-02-18,3312.982
2005-02-21,3322.506
2005-02-22,3337.084
2005-02-23,3312.709
2005-02-24,3311.719
2005-02-25,3345.884
2005-02-28,3350.458
2005-03-01,3355.855
2005-03-02,3341.29
2005-03-03,3347.079
2005-03-04,3395.847
2005-03-07,3380.534
2005-03-08,3398.31
2005-03-09,3383.607
2005-03-10,3370.245
2005-03-11,3387.614
2005-03-14,3356.119
2005-03-15,3371.003
2005-03-16,3363.011
2005-03-17,3356.041
2005-03-18,3338.551
2005-03-21,3306.446
2005-03-22,3319.362
2005-03-23,3261.66
2005-03-24,3269.193
2005-03-25,3269.193
2005-03-28,3252.229
2005-03-29,3260.473
2005-03-30,3270.002
2005-03-31,3275.683
2005-04-01,3281.744
2005-04-04,3233.572
2005-04-05,3264.287
2005-04-06,3281.119
2005-04-07,3303.213
2005-04-08,3300.353
2005-04-11,3323.387
2005-04-12,3293.052
2005-04-13,3312.152
2005-04-14,3287.05
2005-04-15,3275.65
2005-04-18,3245.027
2005-04-19,3275.104
2005-04-20,3270.604
2005-04-21,3281.792
2005-04-22,3301.611
2005-04-25,3285.541
2005-04-26,3269.174
2005-04-27,3230.262
2005-04-28,3220.109
2005-04-29,3225.277
2005-05-02,3216.736
2005-05-03,3244.897
2005-05-04,3280.749
2005-05-05,3292.13
2005-05-06,3285.313
2005-05-09,3270.085
2005-05-10,3260.647
2005-05-11,3240.97
2005-05-12,3235.732
2005-05-13,3223.271
2005-05-16,3208.167
2005-05-17,3215.159
2005-05-18,3249.991
2005-05-19,3256.457
2005-05-20,3247.521
2005-05-23,3272.698
2005-05-24,3269.124
2005-05-25,3269.24
2005-05-26,3278.018
2005-05-27,3279.966
2005-05-30,3277.184
2005-05-31,3245.217
2005-06-01,3266.033
2005-06-02,3268.103
2005-06-03,3264.583
2005-06-06,3255.227
2005-06-07,3289.747
2005-06-08,3297.34
2005-06-09,3261.634
2005-06-10,3257.682
2005-06-13,3244.371
2005-06-14,3247.974
