Date,ACWI LARGE CAP Large Cap
2001-09-18,521.766
2001-09-19,517.226
2001-09-20,501.824
2001-09-21,489.002
2001-09-24,506.785
2001-09-25,513.008
2001-09-26,512.264
2001-09-27,516.856
2001-09-28,528.035
2001-10-01,525.841
2001-10-02,531.22
2001-10-03,537.047
2001-10-04,542.331
2001-10-05,543.217
2001-10-08,540.78
2001-10-09,537.529
2001-10-10,546.181
2001-10-11,553.792
2001-10-12,553.056
2001-10-15,548.714
2001-10-16,553.045
2001-10-17,551.648
2001-10-18,544.66
2001-10-19,542.281
2001-10-22,548.304
2001-10-23,551.438
2001-10-24,553.186
2001-10-25,555.04
2001-10-26,558.853
2001-10-29,549.5
2001-10-30,539.861
2001-10-31,540.173
2001-11-01,549.202
2001-11-02,550.261
2001-11-05,557.511
2001-11-06,563.01
2001-11-07,562.399
2001-11-08,566.395
2001-11-09,564.902
2001-11-12,560.584
2001-11-13,569.058
2001-11-14,571.018
2001-11-15,572.989
2001-11-16,574.321
2001-11-19,579.873
2001-11-20,575.055
2001-11-21,571.948
2001-11-22,573.871
2001-11-23,576.363
2001-11-26,580.981
2001-11-27,576.888
2001-11-28,567.757
2001-11-29,570.287
2001-11-30,572.645
2001-12-03,567.17
2001-12-04,573.654
2001-12-05,587.211
2001-12-06,588.383
2001-12-07,583.318
2001-12-10,573.308
2001-12-11,571.944
2001-12-12,573.469
2001-12-13,563.969
2001-12-14,563.417
2001-12-17,570.058
2001-12-18,571.745
2001-12-19,572.047
2001-12-20,568.747
2001-12-21,569.917
2001-12-24,568.658
2001-12-25,568.598
2001-12-26,569.583
2001-12-27,576.464
2001-12-28,579.243
2001-12-31,577.267
2002-01-01,577.26
2002-01-02,579.439
2002-01-03,585.395
2002-01-04,588.961
2002-01-07,585.436
2002-01-08,580.848
2002-01-09,578.385
2002-01-10,576.324
2002-01-11,573.218
2002-01-14,568.314
2002-01-15,570.06
2002-01-16,562.022
2002-01-17,566.383
2002-01-18,563.68
2002-01-21,562.866
2002-01-22,558.964
2002-01-23,561.761
2002-01-24,564.21
2002-01-25,562.155
2002-01-28,563.764
2002-01-29,551.43
2002-01-30,551.353
2002-01-31,558.45
2002-02-01,555.541
2002-02-04,546.586
2002-02-05,541.71
2002-02-06,538.098
2002-02-07,539.674
2002-02-08,544.837
2002-02-11,551.899
2002-02-12,551.384
2002-02-13,555.375
2002-02-14,557.239
2002-02-15,552.344
2002-02-18,550.907
2002-02-19,540.954
2002-02-20,542.871
2002-02-21,541.001
2002-02-22,542.813
2002-02-25,549.543
2002-02-26,549.727
2002-02-27,553.146
2002-02-28,552.851
2002-03-01,562.966
2002-03-04,576.961
2002-03-05,574.548
2002-03-06,581.103
2002-03-07,584.646
2002-03-08,586.909
2002-03-11,587.842
2002-03-12,582.959
2002-03-13,578.724
2002-03-14,580.704
2002-03-15,586.465
2002-03-18,585.588
2002-03-19,588.7
2002-03-20,581.978
2002-03-21,581.297
2002-03-22,579.006
2002-03-25,572.147
2002-03-26,573.881
2002-03-27,575.723
2002-03-28,578.909
2002-03-29,577.731
2002-04-01,578.333
2002-04-02,576.114
2002-04-03,573.672
2002-04-04,572.96
2002-04-05,571.41
2002-04-08,568.687
2002-04-09,566.091
2002-04-10,571.57
2002-04-11,561.335
2002-04-12,562.81
2002-04-15,562.88
2002-04-16,574.361
2002-04-17,576.346
2002-04-18,575.981
2002-04-19,575.694
2002-04-22,570.303
2002-04-23,567.816
2002-04-24,565.418
2002-04-25,564.271
2002-04-26,558.651
2002-04-29,555.087
2002-04-30,558.692
2002-05-01,562.606
2002-05-02,560.608
2002-05-03,558.461
2002-05-06,551.993
2002-05-07,547.88
2002-05-08,562.441
2002-05-09,557.78
2002-05-10,551.704
2002-05-13,557.904
2002-05-14,564.346
2002-05-15,566.633
2002-05-16,569.378
2002-05-17,574.659
2002-05-20,570.013
2002-05-21,565.958
2002-05-22,567.605
2002-05-23,569.474
2002-05-24,566.634
2002-05-27,565.716
2002-05-28,563.213
2002-05-29,560.855
2002-05-30,558.906
2002-05-31,559.352
2002-06-03,551.485
2002-06-04,548.636
2002-06-05,548.872
2002-06-06,542.68
2002-06-07,539.086
2002-06-10,539.862
2002-06-11,535.382
2002-06-12,534.651
2002-06-13,529.037
2002-06-14,523.99
2002-06-17,535.762
2002-06-18,536.708
2002-06-19,528.364
2002-06-20,522.726
2002-06-21,516.997
2002-06-24,516.143
2002-06-25,513.559
2002-06-26,511.292
2002-06-27,518.168
2002-06-28,524.917
2002-07-01,518.824
2002-07-02,507.995
2002-07-03,506.022
2002-07-04,508.711
2002-07-05,525.075
2002-07-08,523.404
2002-07-09,516.403
2002-07-10,500.426
2002-07-11,496.417
2002-07-12,495.504
2002-07-15,488.228
2002-07-16,483.126
2002-07-17,489.225
2002-07-18,484.561
2002-07-19,467.447
2002-07-22,450.065
2002-07-23,438.759
2002-07-24,450.365
2002-07-25,453.967
2002-07-26,456.524
2002-07-29,477.292
2002-07-30,480.506
2002-07-31,483.223
2002-08-01,469.166
2002-08-02,463.721
2002-08-05,449.962
2002-08-06,458.705
2002-08-07,465.748
2002-08-08,479.892
2002-08-09,484.523
2002-08-12,480.083
2002-08-13,475.524
2002-08-14,484.867
2002-08-15,491.575
2002-08-16,492.415
2002-08-19,501.07
2002-08-20,494.775
2002-08-21,500.729
2002-08-22,506.6
2002-08-23,497.79
2002-08-26,499.578
2002-08-27,498.833
2002-08-28,487.659
2002-08-29,485.008
2002-08-30,485.394
2002-09-02,483.09
2002-09-03,465.724
2002-09-04,469.562
2002-09-05,465.257
2002-09-06,472.236
2002-09-09,473.8
2002-09-10,478.473
2002-09-11,481.184
2002-09-12,470.088
2002-09-13,467.284
2002-09-16,466.301
2002-09-17,460.71
2002-09-18,455.264
2002-09-19,446.226
2002-09-20,445.252
2002-09-23,437.328
2002-09-24,430.776
2002-09-25,437.763
2002-09-26,448.571
2002-09-27,440.411
2002-09-30,431.89
2002-10-01,443.051
2002-10-02,440.241
2002-10-03,435.724
2002-10-04,427.194
2002-10-07,419.263
2002-10-08,421.004
2002-10-09,413.822
2002-10-10,424.023
2002-10-11,440.217
2002-10-14,441.329
2002-10-15,462.277
2002-10-16,454.322
2002-10-17,463.35
2002-10-18,464.876
2002-10-21,468.957
2002-10-22,464.367
2002-10-23,462.784
2002-10-24,461.324
2002-10-25,466.384
2002-10-28,466.866
2002-10-29,458.745
2002-10-30,464.584
2002-10-31,465.553
2002-11-01,469.326
2002-11-04,476.364
2002-11-05,481.012
2002-11-06,481.48
2002-11-07,474.227
2002-11-08,470.762
2002-11-11,462.764
2002-11-12,466.181
2002-11-13,464.359
2002-11-14,472.622
2002-11-15,476.722
2002-11-18,474.446
2002-11-19,472.9
2002-11-20,477.163
2002-11-21,487.782
2002-11-22,487.082
2002-11-25,486.624
2002-11-26,477.653
2002-11-27,488.08
2002-11-28,490.696
2002-11-29,489.275
2002-12-02,488.439
2002-12-03,481.825
2002-12-04,479.636
2002-12-05,474.12
2002-12-06,476.619
2002-12-09,467.543
2002-12-10,471.82
2002-12-11,472.912
2002-12-12,470.958
2002-12-13,466.441
2002-12-16,475.831
2002-12-17,473.275
2002-12-18,465.862
2002-12-19,463.666
2002-12-20,468.633
2002-12-23,469.748
2002-12-24,469.028
2002-12-25,468.871
2002-12-26,468.643
2002-12-27,460.895
2002-12-30,463.763
2002-12-31,465.178
2003-01-01,465.188
2003-01-02,476.52
2003-01-03,478.388
2003-01-06,487.494
2003-01-07,483.071
2003-01-08,476.233
2003-01-09,483.503
2003-01-10,484.551
2003-01-13,485.04
2003-01-14,488.416
2003-01-15,482.693
2003-01-16,481.054
2003-01-17,474.919
2003-01-20,472.473
2003-01-21,467.141
2003-01-22,461.785
2003-01-23,464.962
2003-01-24,455.629
2003-01-27,446.041
2003-01-28,449.195
2003-01-29,451.645
2003-01-30,447.041
2003-01-31,450.143
2003-02-03,454.387
2003-02-04,448.418
2003-02-05,449.05
2003-02-06,443.905
2003-02-07,439.747
2003-02-10,439.977
2003-02-11,440.164
2003-02-12,435.853
2003-02-13,435.532
2003-02-14,442.728
2003-02-17,445.241
2003-02-18,451.082
2003-02-19,447.023
2003-02-20,444.483
2003-02-21,448.454
2003-02-24,442.442
2003-02-25,439.491
2003-02-26,436.0
2003-02-27,439.298
2003-02-28,442.384
2003-03-03,442.425
2003-03-04,436.408
2003-03-05,438.364
2003-03-06,434.126
2003-03-07,433.761
2003-03-10,423.962
2003-03-11,421.025
2003-03-12,418.363
2003-03-13,431.133
2003-03-14,436.074
2003-03-17,447.491
2003-03-18,448.939
2003-03-19,453.123
2003-03-20,454.208
2003-03-21,463.217
2003-03-24,450.621
2003-03-25,454.597
2003-03-26,453.75
2003-03-27,451.564
2003-03-28,449.479
2003-03-31,440.555
2003-04-01,445.776
2003-04-02,455.799
2003-04-03,454.792
2003-04-04,457.034
2003-04-07,461.629
2003-04-08,459.472
2003-04-09,455.341
2003-04-10,455.766
2003-04-11,454.265
2003-04-14,460.978
2003-04-15,465.781
2003-04-16,462.016
2003-04-17,467.769
2003-04-18,468.009
2003-04-21,466.668
2003-04-22,474.27
2003-04-23,478.2
2003-04-24,474.502
2003-04-25,467.954
2003-04-28,475.353
2003-04-29,476.333
2003-04-30,479.054
2003-05-01,479.977
2003-05-02,484.513
2003-05-05,485.132
2003-05-06,491.028
2003-05-07,488.697
2003-05-08,483.214
2003-05-09,489.169
2003-05-12,494.371
2003-05-13,493.459
2003-05-14,492.931
2003-05-15,495.836
2003-05-16,496.0
2003-05-19,485.681
2003-05-20,485.639
2003-05-21,485.806
2003-05-22,490.324
2003-05-23,491.903
2003-05-26,492.476
2003-05-27,498.147
2003-05-28,500.163
2003-05-29,501.238
2003-05-30,504.019
2003-06-02,508.985
2003-06-03,509.648
2003-06-04,515.399
2003-06-05,518.241
2003-06-06,519.131
2003-06-09,515.104
2003-06-10,517.506
2003-06-11,524.722
2003-06-12,526.266
2003-06-13,522.584
2003-06-16,531.984
2003-06-17,534.775
2003-06-18,534.117
2003-06-19,527.065
2003-06-20,527.791
2003-06-23,520.016
2003-06-24,518.568
2003-06-25,517.158
2003-06-26,518.284
2003-06-27,515.784
2003-06-30,513.764
2003-07-01,516.024
2003-07-02,523.056
2003-07-03,522.616
2003-07-04,521.442
2003-07-07,529.881
2003-07-08,530.025
2003-07-09,527.469
2003-07-10,521.738
2003-07-11,524.565
2003-07-14,529.42
2003-07-15,526.382
2003-07-16,522.946
2003-07-17,516.035
2003-07-18,519.844
2003-07-21,515.36
2003-07-22,518.795
2003-07-23,520.629
2003-07-24,521.771
2003-07-25,527.046
2003-07-28,528.178
2003-07-29,525.183
2003-07-30,522.442
2003-07-31,523.16
2003-08-01,518.628
2003-08-04,518.869
2003-08-05,514.248
2003-08-06,512.797
2003-08-07,516.248
2003-08-08,517.967
2003-08-11,520.693
2003-08-12,524.321
2003-08-13,523.579
2003-08-14,527.882
2003-08-15,528.164
2003-08-18,531.559
2003-08-19,532.0
2003-08-20,531.991
2003-08-21,532.612
2003-08-22,528.601
2003-08-25,527.904
2003-08-26,527.285
2003-08-27,528.45
2003-08-28,530.644
2003-08-29,532.7
2003-09-01,535.757
2003-09-02,539.333
2003-09-03,543.139
2003-09-04,544.295
2003-09-05,543.414
2003-09-08,548.538
2003-09-09,546.424
2003-09-10,541.422
2003-09-11,542.194
2003-09-12,544.0
2003-09-15,542.874
2003-09-16,549.166
2003-09-17,550.053
2003-09-18,556.178
2003-09-19,554.639
2003-09-22,548.64
2003-09-23,550.262
2003-09-24,544.462
2003-09-25,541.029
2003-09-26,537.295
2003-09-29,539.866
2003-09-30,535.504
2003-10-01,546.887
2003-10-02,549.595
2003-10-03,555.644
2003-10-06,557.027
2003-10-07,559.902
2003-10-08,557.3
2003-10-09,561.421
2003-10-10,562.867
2003-10-13,566.055
2003-10-14,567.462
2003-10-15,566.618
2003-10-16,568.854
2003-10-17,564.485
2003-10-20,566.678
2003-10-21,567.638
2003-10-22,560.719
2003-10-23,556.855
2003-10-24,556.121
2003-10-27,557.952
2003-10-28,564.346
2003-10-29,565.951
2003-10-30,566.083
2003-10-31,565.017
2003-11-03,567.812
2003-11-04,567.852
2003-11-05,565.813
2003-11-06,565.847
2003-11-07,567.42
2003-11-10,564.833
2003-11-11,562.445
2003-11-12,568.449
2003-11-13,571.226
2003-11-14,570.039
2003-11-17,563.27
2003-11-18,562.469
2003-11-19,562.848
2003-11-20,560.79
2003-11-21,561.815
2003-11-24,567.149
2003-11-25,568.419
2003-11-26,572.02
2003-11-27,572.569
2003-11-28,572.899
2003-12-01,580.253
2003-12-02,580.638
2003-12-03,581.545
2003-12-04,582.557
2003-12-05,579.866
2003-12-08,581.423
2003-12-09,580.064
2003-12-10,577.836
2003-12-11,581.754
2003-12-12,585.034
2003-12-15,585.739
2003-12-16,586.521
2003-12-17,586.812
2003-12-18,592.138
2003-12-19,593.284
2003-12-22,595.624
2003-12-23,597.413
2003-12-24,597.895
2003-12-25,597.93
2003-12-26,598.809
2003-12-29,604.789
2003-12-30,607.344
2003-12-31,609.812
2004-01-01,609.831
2004-01-02,611.367
2004-01-05,619.932
2004-01-06,621.153
2004-01-07,619.955
2004-01-08,624.062
2004-01-09,622.376
2004-01-12,623.03
2004-01-13,621.092
2004-01-14,623.577
2004-01-15,621.567
2004-01-16,623.195
2004-01-19,624.019
2004-01-20,626.403
2004-01-21,630.835
2004-01-22,631.788
2004-01-23,630.864
2004-01-26,632.628
2004-01-27,629.975
2004-01-28,625.16
2004-01-29,620.975
2004-01-30,619.387
2004-02-02,621.368
2004-02-03,622.658
2004-02-04,617.518
2004-02-05,618.904
2004-02-06,626.069
2004-02-09,627.421
2004-02-10,629.653
2004-02-11,633.607
2004-02-12,634.365
2004-02-13,632.628
2004-02-16,633.201
2004-02-17,639.283
2004-02-18,637.184
2004-02-19,635.629
2004-02-20,630.966
2004-02-23,631.042
2004-02-24,629.22
2004-02-25,629.256
2004-02-26,628.39
2004-02-27,629.904
2004-03-01,637.117
2004-03-02,633.612
2004-03-03,630.51
2004-03-04,633.476
2004-03-05,637.826
2004-03-08,634.033
2004-03-09,631.821
2004-03-10,622.664
2004-03-11,612.096
2004-03-12,614.351
2004-03-15,607.609
2004-03-16,612.973
2004-03-17,618.87
2004-03-18,619.61
2004-03-19,615.59
2004-03-22,607.375
2004-03-23,606.285
2004-03-24,604.575
2004-03-25,612.224
2004-03-26,612.836
2004-03-29,620.547
2004-03-30,622.692
2004-03-31,624.406
2004-04-01,629.645
2004-04-02,632.67
2004-04-05,635.4
2004-04-06,634.966
2004-04-07,634.241
2004-04-08,633.53
2004-04-09,632.474
2004-04-12,635.201
2004-04-13,628.94
2004-04-14,624.273
2004-04-15,623.245
2004-04-16,627.501
2004-04-19,627.658
2004-04-20,622.88
2004-04-21,621.181
2004-04-22,625.96
2004-04-23,627.512
2004-04-26,627.319
2004-04-27,627.464
2004-04-28,618.341
2004-04-29,615.164
2004-04-30,610.843
2004-05-03,614.432
2004-05-04,619.058
2004-05-05,621.669
2004-05-06,614.645
2004-05-07,605.539
2004-05-10,591.744
2004-05-11,595.667
2004-05-12,598.202
2004-05-13,596.198
2004-05-14,594.618
2004-05-17,588.53
2004-05-18,592.612
2004-05-19,599.123
2004-05-20,595.824
2004-05-21,600.129
2004-05-24,600.86
2004-05-25,606.526
2004-05-26,609.429
2004-05-27,616.019
2004-05-28,614.531
2004-05-31,614.823
2004-06-01,614.508
2004-06-02,616.403
2004-06-03,612.046
2004-06-04,615.252
2004-06-07,626.261
2004-06-08,626.931
2004-06-09,620.505
2004-06-10,622.598
2004-06-11,620.21
2004-06-14,614.395
2004-06-15,617.86
2004-06-16,620.143
2004-06-17,620.796
2004-06-18,622.587
2004-06-21,621.512
2004-06-22,620.072
2004-06-23,623.733
2004-06-24,627.173
2004-06-25,623.78
2004-06-28,625.904
2004-06-29,624.414
2004-06-30,625.112
2004-07-01,621.897
2004-07-02,620.665
2004-07-05,619.132
2004-07-06,615.588
2004-07-07,617.597
2004-07-08,615.544
2004-07-09,617.263
2004-07-12,618.041
2004-07-13,617.167
2004-07-14,615.671
2004-07-15,611.35
2004-07-16,611.905
2004-07-19,611.087
2004-07-20,611.993
2004-07-21,607.111
2004-07-22,605.737
2004-07-23,599.565
2004-07-26,597.569
2004-07-27,600.009
2004-07-28,600.825
2004-07-29,604.526
2004-07-30,606.152
2004-08-02,607.54
2004-08-03,606.73
2004-08-04,604.048
2004-08-05,598.888
2004-08-06,593.37
2004-08-09,591.8
2004-08-10,597.636
2004-08-11,594.681
2004-08-12,590.599
2004-08-13,591.666
2004-08-16,596.902
2004-08-17,598.325
2004-08-18,602.526
2004-08-19,604.235
2004-08-20,605.756
2004-08-23,605.633
2004-08-24,604.531
2004-08-25,607.841
2004-08-26,609.519
2004-08-27,611.614
2004-08-30,608.465
2004-08-31,609.816
2004-09-01,612.573
2004-09-02,616.764
2004-09-03,613.69
2004-09-06,615.836
2004-09-07,618.579
2004-09-08,617.857
2004-09-09,617.148
2004-09-10,621.418
2004-09-13,623.27
2004-09-14,625.004
2004-09-15,619.184
2004-09-16,620.992
2004-09-17,623.359
2004-09-20,620.956
2004-09-21,625.802
2004-09-22,619.268
2004-09-23,617.459
2004-09-24,616.819
2004-09-27,613.526
2004-09-28,616.635
2004-09-29,619.086
2004-09-30,620.204
2004-10-01,629.171
2004-10-04,631.497
2004-10-05,632.574
2004-10-06,635.234
2004-10-07,631.107
2004-10-08,630.427
2004-10-11,630.757
2004-10-12,625.981
2004-10-13,622.821
2004-10-14,619.892
2004-10-15,622.416
2004-10-18,623.82
2004-10-19,623.08
2004-10-20,621.775
2004-10-21,623.465
2004-10-22,620.514
2004-10-25,618.392
2004-10-26,624.274
2004-10-27,631.374
2004-10-28,634.249
2004-10-29,634.08
2004-11-01,635.741
2004-11-02,637.707
2004-11-03,644.604
2004-11-04,651.196
2004-11-05,655.034
2004-11-08,654.505
2004-11-09,653.288
2004-11-10,652.705
2004-11-11,657.081
2004-11-12,663.173
2004-11-15,664.424
2004-11-16,661.264
2004-11-17,666.764
2004-11-18,666.043
2004-11-19,662.097
2004-11-22,661.168
2004-11-23,661.928
2004-11-24,664.688
2004-11-25,668.052
2004-11-26,667.999
2004-11-29,668.003
2004-11-30,665.125
2004-12-01,672.514
2004-12-02,673.909
2004-12-03,675.452
2004-12-06,674.536
2004-12-07,670.327
2004-12-08,667.689
2004-12-09,666.946
2004-12-10,665.899
2004-12-13,672.721
2004-12-14,674.741
2004-12-15,678.981
2004-12-16,676.931
2004-12-17,672.379
2004-12-20,676.483
2004-12-21,678.867
2004-12-22,682.245
2004-12-23,684.722
2004-12-24,686.623
2004-12-27,686.547
2004-12-28,689.289
2004-12-29,688.196
2004-12-30,690.5
2004-12-31,690.13
2005-01-03,686.149
2005-01-04,678.544
2005-01-05,674.831
2005-01-06,674.451
2005-01-07,673.285
2005-01-10,675.756
2005-01-11,673.952
2005-01-12,676.366
2005-01-13,672.024
2005-01-14,673.356
2005-01-17,674.648
2005-01-18,676.334
2005-01-19,673.229
2005-01-20,666.988
2005-01-21,665.39
2005-01-24,665.751
2005-01-25,666.251
2005-01-26,671.436
2005-01-27,671.481
2005-01-28,669.219
2005-01-31,674.399
2005-02-01,677.698
2005-02-02,680.103
2005-02-03,676.976
2005-02-04,683.199
2005-02-07,682.58
2005-02-08,681.253
2005-02-09,679.02
2005-02-10,683.019
2005-02-11,687.198
2005-02-14,690.582
2005-02-15,692.702
2005-02-16,691.423
2005-02-17,690.009
2005-02-18,691.16
2005-02-21,691.637
2005-02-22,688.237
2005-02-23,687.212
2005-02-24,690.061
2005-02-25,696.742
2005-02-28,696.732
2005-03-01,698.476
2005-03-02,697.249
2005-03-03,697.751
2005-03-04,705.425
2005-03-07,705.311
2005-03-08,705.674
2005-03-09,701.751
2005-03-10,700.327
2005-03-11,699.26
2005-03-14,698.32
2005-03-15,696.05
2005-03-16,692.856
2005-03-17,692.152
2005-03-18,691.416
2005-03-21,686.974
2005-03-22,683.912
2005-03-23,678.446
2005-03-24,677.413
2005-03-25,677.93
2005-03-28,677.493
2005-03-29,674.425
2005-03-30,679.411
2005-03-31,681.02
2005-04-01,679.374
2005-04-04,676.335
2005-04-05,680.372
2005-04-06,682.504
2005-04-07,686.649
2005-04-08,683.317
2005-04-11,684.342
2005-04-12,683.392
2005-04-13,680.959
2005-04-14,674.239
2005-04-15,666.601
2005-04-18,662.318
2005-04-19,667.449
2005-04-20,662.919
2005-04-21,669.813
2005-04-22,669.81
2005-04-25,672.499
2005-04-26,668.523
2005-04-27,667.405
2005-04-28,662.76
2005-04-29,667.942
2005-05-02,669.24
2005-05-03,670.455
2005-05-04,678.368
2005-05-05,678.736
2005-05-06,678.957
2005-05-09,679.576
2005-05-10,674.927
2005-05-11,674.324
2005-05-12,669.662
2005-05-13,666.182
2005-05-16,667.567
2005-05-17,669.94
2005-05-18,676.132
2005-05-19,680.133
2005-05-20,678.004
2005-05-23,681.674
2005-05-24,682.273
2005-05-25,680.21
2005-05-26,682.477
2005-05-27,684.259
2005-05-30,685.186
2005-05-31,679.892
2005-06-01,684.867
2005-06-02,686.095
2005-06-03,683.633
2005-06-06,684.073
2005-06-07,685.794
2005-06-08,686.088
2005-06-09,684.549
2005-06-10,684.089
2005-06-13,683.678
2005-06-14,685.195
2005-06-15,687.251
2005-06-16,689.753
2005-06-17,695.479
2005-06-20,693.727
2005-06-21,694.331
2005-06-22,695.188
2005-06-23,690.532
2005-06-24,686.298
2005-06-27,684.77
2005-06-28,688.481
2005-06-29,688.149
2005-06-30,685.012
2005-07-01,684.706
2005-07-04,684.496
2005-07-05,686.898
2005-07-06,685.752
2005-07-07,682.798
2005-07-08,689.526
2005-07-11,696.496
2005-07-12,700.054
2005-07-13,699.256
2005-07-14,702.281
2005-07-15,700.982
2005-07-18,698.895
2005-07-19,700.307
2005-07-20,701.998
2005-07-21,703.76
2005-07-22,705.486
2005-07-25,703.798
2005-07-26,702.844
2005-07-27,706.363
2005-07-28,710.531
2005-07-29,709.129
2005-08-01,711.418
2005-08-02,717.253
2005-08-03,719.622
2005-08-04,715.903
2005-08-05,710.319
2005-08-08,711.896
2005-08-09,715.936
2005-08-10,720.506
2005-08-11,725.412
2005-08-12,723.049
2005-08-15,722.669
2005-08-16,717.176
2005-08-17,715.876
2005-08-18,711.206
2005-08-19,712.722
2005-08-22,717.411
2005-08-23,713.968
2005-08-24,710.991
2005-08-25,710.955
2005-08-26,708.297
2005-08-29,708.362
2005-08-30,706.588
2005-08-31,714.196
2005-09-01,721.196
2005-09-02,722.267
2005-09-05,723.83
2005-09-06,729.321
2005-09-07,730.349
2005-09-08,727.684
2005-09-09,733.42
2005-09-12,731.661
2005-09-13,726.967
2005-09-14,727.643
2005-09-15,727.121
2005-09-16,731.482
2005-09-19,729.612
2005-09-20,729.187
2005-09-21,725.578
2005-09-22,723.917
2005-09-23,722.677
2005-09-26,726.884
2005-09-27,725.156
2005-09-28,729.009
2005-09-29,733.878
2005-09-30,734.984
2005-10-03,732.785
2005-10-04,730.589
2005-10-05,721.405
2005-10-06,716.768
2005-10-07,716.827
2005-10-10,714.214
2005-10-11,715.003
2005-10-12,711.333
2005-10-13,705.939
2005-10-14,711.181
2005-10-17,711.197
2005-10-18,704.482
2005-10-19,706.244
2005-10-20,701.488
2005-10-21,701.782
2005-10-24,709.165
2005-10-25,711.323
2005-10-26,710.658
2005-10-27,706.225
2005-10-28,710.293
2005-10-31,717.273
2005-11-01,718.351
2005-11-02,724.566
2005-11-03,729.065
2005-11-04,725.911
2005-11-07,727.423
2005-11-08,726.399
2005-11-09,726.01
2005-11-10,728.741
