Date,DENMARK IMI IMI (Large+Mid+Small Cap)
2002-02-14,270.603
2002-02-15,271.924
2002-02-18,267.876
2002-02-19,267.575
2002-02-20,268.761
2002-02-21,267.459
2002-02-22,269.054
2002-02-25,272.431
2002-02-26,273.272
2002-02-27,276.345
2002-02-28,274.534
2002-03-01,274.221
2002-03-04,277.708
2002-03-05,278.733
2002-03-06,277.408
2002-03-07,277.321
2002-03-08,281.113
2002-03-11,279.854
2002-03-12,276.459
2002-03-13,277.069
2002-03-14,279.707
2002-03-15,279.664
2002-03-18,283.516
2002-03-19,285.405
2002-03-20,284.157
2002-03-21,283.087
2002-03-22,284.068
2002-03-25,285.059
2002-03-26,282.654
2002-03-27,281.146
2002-03-28,281.009
2002-03-29,281.009
2002-04-01,283.323
2002-04-02,284.216
2002-04-03,282.769
2002-04-04,282.109
2002-04-05,282.471
2002-04-08,279.58
2002-04-09,280.606
2002-04-10,271.311
2002-04-11,268.191
2002-04-12,269.052
2002-04-15,268.463
2002-04-16,268.552
2002-04-17,271.96
2002-04-18,269.733
2002-04-19,270.107
2002-04-22,269.751
2002-04-23,265.8
2002-04-24,264.677
2002-04-25,265.243
2002-04-26,265.242
2002-04-29,264.549
2002-04-30,270.098
2002-05-01,272.556
2002-05-02,277.238
2002-05-03,279.639
2002-05-06,280.52
2002-05-07,280.977
2002-05-08,283.664
2002-05-09,283.602
2002-05-10,282.678
2002-05-13,280.346
2002-05-14,277.271
2002-05-15,276.905
2002-05-16,275.811
2002-05-17,282.14
2002-05-20,282.234
2002-05-21,281.093
2002-05-22,279.243
2002-05-23,278.062
2002-05-24,276.377
2002-05-27,274.438
2002-05-28,274.046
2002-05-29,273.67
2002-05-30,277.876
2002-05-31,278.32
2002-06-03,280.594
2002-06-04,278.862
2002-06-05,277.112
2002-06-06,284.819
2002-06-07,277.769
2002-06-10,278.123
2002-06-11,278.272
2002-06-12,279.203
2002-06-13,276.746
2002-06-14,271.669
2002-06-17,273.639
2002-06-18,274.285
2002-06-19,269.029
2002-06-20,268.418
2002-06-21,269.536
2002-06-24,265.137
2002-06-25,269.369
2002-06-26,271.328
2002-06-27,276.616
2002-06-28,282.117
2002-07-01,280.894
2002-07-02,278.462
2002-07-03,271.783
2002-07-04,274.393
2002-07-05,278.489
2002-07-08,282.149
2002-07-09,279.972
2002-07-10,275.559
2002-07-11,268.322
2002-07-12,269.796
2002-07-15,270.331
2002-07-16,267.983
2002-07-17,271.164
2002-07-18,274.704
2002-07-19,271.504
2002-07-22,256.566
2002-07-23,244.806
2002-07-24,231.918
2002-07-25,245.31
2002-07-26,239.65
2002-07-29,247.284
2002-07-30,249.465
2002-07-31,247.902
2002-08-01,247.679
2002-08-02,247.947
2002-08-05,240.782
2002-08-06,240.084
2002-08-07,243.195
2002-08-08,242.063
2002-08-09,244.176
2002-08-12,246.725
2002-08-13,247.708
2002-08-14,246.617
2002-08-15,249.015
2002-08-16,246.789
2002-08-19,250.34
2002-08-20,252.582
2002-08-21,258.099
2002-08-22,252.657
2002-08-23,251.631
2002-08-26,249.686
2002-08-27,253.261
2002-08-28,256.186
2002-08-29,256.679
2002-08-30,256.279
2002-09-02,257.915
2002-09-03,254.193
2002-09-04,251.218
2002-09-05,249.811
2002-09-06,252.817
2002-09-09,247.443
2002-09-10,247.544
2002-09-11,251.129
2002-09-12,246.338
2002-09-13,245.366
2002-09-16,241.275
2002-09-17,240.499
2002-09-18,233.906
2002-09-19,232.615
2002-09-20,235.159
2002-09-23,231.755
2002-09-24,224.037
2002-09-25,221.088
2002-09-26,221.513
2002-09-27,226.242
2002-09-30,222.189
2002-10-01,215.365
2002-10-02,220.648
2002-10-03,217.42
2002-10-04,218.452
2002-10-07,218.895
2002-10-08,217.001
2002-10-09,213.439
2002-10-10,212.277
2002-10-11,222.578
2002-10-14,221.619
2002-10-15,230.183
2002-10-16,228.096
2002-10-17,227.809
2002-10-18,229.786
2002-10-21,228.646
2002-10-22,229.239
2002-10-23,222.414
2002-10-24,221.917
2002-10-25,223.673
2002-10-28,231.224
2002-10-29,221.495
2002-10-30,224.603
2002-10-31,225.49
2002-11-01,226.94
2002-11-04,231.688
2002-11-05,234.268
2002-11-06,233.097
2002-11-07,232.742
2002-11-08,233.95
2002-11-11,232.529
2002-11-12,232.058
2002-11-13,230.018
2002-11-14,230.191
2002-11-15,229.39
2002-11-18,233.097
2002-11-19,233.064
2002-11-20,229.998
2002-11-21,232.258
2002-11-22,234.714
2002-11-25,232.891
2002-11-26,231.826
2002-11-27,229.746
2002-11-28,230.52
2002-11-29,233.648
2002-12-02,233.084
2002-12-03,230.545
2002-12-04,229.814
2002-12-05,228.266
2002-12-06,227.099
2002-12-09,226.228
2002-12-10,227.721
2002-12-11,230.4
2002-12-12,233.508
2002-12-13,232.813
2002-12-16,234.463
2002-12-17,240.77
2002-12-18,236.992
2002-12-19,234.397
2002-12-20,231.124
2002-12-23,231.827
2002-12-24,232.799
2002-12-25,232.799
2002-12-26,233.376
2002-12-27,234.815
2002-12-30,235.489
2002-12-31,236.363
2003-01-01,236.363
2003-01-02,239.382
2003-01-03,242.373
2003-01-06,246.354
2003-01-07,242.692
2003-01-08,239.647
2003-01-09,243.522
2003-01-10,245.377
2003-01-13,245.377
2003-01-14,244.961
2003-01-15,242.673
2003-01-16,243.575
2003-01-17,243.058
2003-01-20,243.253
2003-01-21,243.475
2003-01-22,240.201
2003-01-23,236.547
2003-01-24,236.913
2003-01-27,231.5
2003-01-28,229.474
2003-01-29,228.38
2003-01-30,228.425
2003-01-31,227.508
2003-02-03,226.903
2003-02-04,223.518
2003-02-05,223.748
2003-02-06,229.194
2003-02-07,227.634
2003-02-10,223.676
2003-02-11,223.339
2003-02-12,222.152
2003-02-13,223.615
2003-02-14,226.579
2003-02-17,225.942
2003-02-18,226.076
2003-02-19,227.461
2003-02-20,222.543
2003-02-21,220.65
2003-02-24,222.299
2003-02-25,219.465
2003-02-26,216.418
2003-02-27,215.999
2003-02-28,218.741
2003-03-03,220.86
2003-03-04,218.448
2003-03-05,220.857
2003-03-06,218.19
2003-03-07,220.226
2003-03-10,218.813
2003-03-11,217.21
2003-03-12,216.586
2003-03-13,218.246
2003-03-14,223.08
2003-03-17,222.995
2003-03-18,226.643
2003-03-19,229.342
2003-03-20,229.478
2003-03-21,232.139
2003-03-24,232.405
2003-03-25,234.744
2003-03-26,235.44
2003-03-27,235.144
2003-03-28,237.316
2003-03-31,236.561
2003-04-01,236.489
2003-04-02,239.924
2003-04-03,240.632
2003-04-04,242.897
2003-04-07,247.608
2003-04-08,243.984
2003-04-09,245.633
2003-04-10,247.117
2003-04-11,247.226
2003-04-14,250.145
2003-04-15,253.913
2003-04-16,254.751
2003-04-17,255.974
2003-04-18,255.974
2003-04-21,254.88
2003-04-22,253.527
2003-04-23,257.544
2003-04-24,259.453
2003-04-25,258.059
2003-04-28,260.06
2003-04-29,262.444
2003-04-30,266.46
2003-05-01,267.385
2003-05-02,266.244
2003-05-05,271.019
2003-05-06,270.519
2003-05-07,270.971
2003-05-08,270.56
2003-05-09,270.456
2003-05-12,272.085
2003-05-13,274.043
2003-05-14,276.044
2003-05-15,279.213
2003-05-16,281.043
2003-05-19,280.771
2003-05-20,282.327
2003-05-21,283.592
2003-05-22,285.718
2003-05-23,286.348
2003-05-26,287.306
2003-05-27,284.628
2003-05-28,284.023
2003-05-29,286.127
2003-05-30,286.036
2003-06-02,289.413
2003-06-03,286.211
2003-06-04,287.191
2003-06-05,291.368
2003-06-06,293.573
2003-06-09,295.156
2003-06-10,293.872
2003-06-11,298.972
2003-06-12,299.439
2003-06-13,300.764
2003-06-16,302.816
2003-06-17,299.814
2003-06-18,297.591
2003-06-19,293.294
2003-06-20,295.012
2003-06-23,290.79
2003-06-24,287.929
2003-06-25,290.572
2003-06-26,286.164
2003-06-27,289.594
2003-06-30,287.646
2003-07-01,287.698
2003-07-02,288.589
2003-07-03,288.605
2003-07-04,287.609
2003-07-07,284.717
2003-07-08,282.101
2003-07-09,282.023
2003-07-10,282.735
2003-07-11,281.47
2003-07-14,283.493
2003-07-15,284.247
2003-07-16,283.547
2003-07-17,281.975
2003-07-18,283.098
2003-07-21,284.015
2003-07-22,282.067
2003-07-23,286.989
2003-07-24,291.179
2003-07-25,291.096
2003-07-28,289.558
2003-07-29,289.058
2003-07-30,286.325
2003-07-31,282.789
2003-08-01,281.58
2003-08-04,282.084
2003-08-05,284.485
2003-08-06,289.121
2003-08-07,293.187
2003-08-08,293.385
2003-08-11,294.905
2003-08-12,295.771
2003-08-13,299.794
2003-08-14,300.23
2003-08-15,304.114
2003-08-18,301.99
2003-08-19,307.442
2003-08-20,313.863
2003-08-21,308.481
2003-08-22,302.933
2003-08-25,302.214
2003-08-26,304.566
2003-08-27,306.9
2003-08-28,307.535
2003-08-29,309.553
2003-09-01,312.232
2003-09-02,314.482
2003-09-03,321.441
2003-09-04,321.512
2003-09-05,322.869
2003-09-08,323.54
2003-09-09,324.272
2003-09-10,321.97
2003-09-11,325.404
2003-09-12,329.529
2003-09-15,330.356
2003-09-16,325.981
2003-09-17,327.81
2003-09-18,329.37
2003-09-19,329.958
2003-09-22,328.275
2003-09-23,329.01
2003-09-24,330.36
2003-09-25,328.688
2003-09-26,326.235
2003-09-29,324.601
2003-09-30,322.785
2003-10-01,330.259
2003-10-02,332.502
2003-10-03,334.4
2003-10-06,337.532
2003-10-07,338.895
2003-10-08,341.479
2003-10-09,340.938
2003-10-10,340.242
2003-10-13,342.33
2003-10-14,344.64
2003-10-15,346.773
2003-10-16,349.555
2003-10-17,347.764
2003-10-20,347.045
2003-10-21,349.191
2003-10-22,344.865
2003-10-23,344.366
2003-10-24,347.739
2003-10-27,348.714
2003-10-28,348.746
2003-10-29,350.462
2003-10-30,350.8
2003-10-31,346.17
2003-11-03,347.68
2003-11-04,349.139
2003-11-05,343.51
2003-11-06,338.946
2003-11-07,343.701
2003-11-10,342.346
2003-11-11,337.489
2003-11-12,341.917
2003-11-13,346.444
2003-11-14,348.463
2003-11-17,344.659
2003-11-18,348.785
2003-11-19,347.617
2003-11-20,346.11
2003-11-21,345.768
2003-11-24,342.072
2003-11-25,340.239
2003-11-26,342.14
2003-11-27,342.462
2003-11-28,341.01
2003-12-01,345.182
2003-12-02,349.898
2003-12-03,349.071
2003-12-04,346.344
2003-12-05,346.711
2003-12-08,345.012
2003-12-09,348.888
2003-12-10,347.223
2003-12-11,346.904
2003-12-12,352.278
2003-12-15,354.159
2003-12-16,351.525
2003-12-17,350.155
2003-12-18,349.301
2003-12-19,355.773
2003-12-22,356.483
2003-12-23,358.09
2003-12-24,359.064
2003-12-25,359.064
2003-12-26,358.941
2003-12-29,360.838
2003-12-30,361.905
2003-12-31,364.22
2004-01-01,364.22
2004-01-02,373.576
2004-01-05,377.744
2004-01-06,381.139
2004-01-07,381.206
2004-01-08,384.069
2004-01-09,387.96
2004-01-12,386.974
2004-01-13,388.062
2004-01-14,389.002
2004-01-15,388.697
2004-01-16,384.307
2004-01-19,385.313
2004-01-20,386.32
2004-01-21,384.519
2004-01-22,393.428
2004-01-23,393.977
2004-01-26,390.506
2004-01-27,396.293
2004-01-28,393.682
2004-01-29,386.081
2004-01-30,384.54
2004-02-02,387.035
2004-02-03,390.581
2004-02-04,390.998
2004-02-05,400.751
2004-02-06,409.907
2004-02-09,411.33
2004-02-10,410.485
2004-02-11,410.566
2004-02-12,418.172
2004-02-13,416.254
2004-02-16,414.363
2004-02-17,412.718
2004-02-18,413.958
2004-02-19,409.754
2004-02-20,404.188
2004-02-23,403.745
2004-02-24,406.629
2004-02-25,406.154
2004-02-26,404.852
2004-02-27,405.824
2004-03-01,410.306
2004-03-02,406.799
2004-03-03,399.23
2004-03-04,403.731
2004-03-05,410.915
2004-03-08,408.843
2004-03-09,409.558
2004-03-10,399.43
2004-03-11,393.294
2004-03-12,391.415
2004-03-15,390.019
2004-03-16,396.699
2004-03-17,394.073
2004-03-18,398.577
2004-03-19,397.001
2004-03-22,391.682
2004-03-23,390.793
2004-03-24,388.129
2004-03-25,391.689
2004-03-26,380.711
2004-03-29,383.835
2004-03-30,384.001
2004-03-31,386.511
2004-04-01,387.464
2004-04-02,388.41
2004-04-05,385.207
2004-04-06,384.247
2004-04-07,390.716
2004-04-08,388.661
2004-04-09,388.661
2004-04-12,387.543
2004-04-13,383.351
2004-04-14,380.529
2004-04-15,380.144
2004-04-16,383.543
2004-04-19,382.902
2004-04-20,382.439
2004-04-21,380.143
2004-04-22,379.813
2004-04-23,382.816
2004-04-26,381.701
2004-04-27,382.437
2004-04-28,373.761
2004-04-29,375.588
2004-04-30,375.833
2004-05-03,375.826
2004-05-04,382.108
2004-05-05,385.112
2004-05-06,376.753
2004-05-07,371.52
2004-05-10,364.03
2004-05-11,365.396
2004-05-12,365.991
2004-05-13,368.742
2004-05-14,367.045
2004-05-17,365.975
2004-05-18,367.304
2004-05-19,373.56
2004-05-20,370.254
2004-05-21,372.987
2004-05-24,369.573
2004-05-25,371.105
2004-05-26,370.665
2004-05-27,378.254
2004-05-28,378.128
2004-05-31,378.128
2004-06-01,379.022
2004-06-02,385.645
2004-06-03,383.29
2004-06-04,387.326
2004-06-07,391.968
2004-06-08,391.806
2004-06-09,382.372
2004-06-10,384.619
2004-06-11,383.398
2004-06-14,381.13
2004-06-15,384.283
2004-06-16,384.098
2004-06-17,384.593
2004-06-18,389.364
2004-06-21,389.483
2004-06-22,393.192
2004-06-23,392.9
2004-06-24,396.504
2004-06-25,394.512
2004-06-28,396.409
2004-06-29,395.335
2004-06-30,400.256
2004-07-01,402.964
2004-07-02,408.882
2004-07-05,407.575
2004-07-06,407.788
2004-07-07,408.931
2004-07-08,408.891
2004-07-09,406.936
2004-07-12,408.55
2004-07-13,406.425
2004-07-14,408.162
2004-07-15,408.232
2004-07-16,411.719
2004-07-19,410.802
2004-07-20,407.635
2004-07-21,402.679
2004-07-22,399.214
2004-07-23,393.581
2004-07-26,393.256
2004-07-27,391.164
2004-07-28,388.712
2004-07-29,392.11
2004-07-30,394.749
2004-08-02,393.922
2004-08-03,398.828
2004-08-04,396.556
2004-08-05,397.963
2004-08-06,401.108
2004-08-09,396.594
2004-08-10,402.02
2004-08-11,397.806
2004-08-12,400.675
2004-08-13,402.795
2004-08-16,403.932
2004-08-17,404.909
2004-08-18,404.221
2004-08-19,406.902
2004-08-20,404.959
2004-08-23,403.37
2004-08-24,397.417
2004-08-25,397.289
2004-08-26,398.937
2004-08-27,399.537
2004-08-30,399.56
2004-08-31,401.022
2004-09-01,404.53
2004-09-02,407.707
2004-09-03,404.458
2004-09-06,408.321
2004-09-07,406.87
2004-09-08,409.688
2004-09-09,411.495
2004-09-10,417.652
2004-09-13,416.402
2004-09-14,415.396
2004-09-15,408.163
2004-09-16,409.222
2004-09-17,410.77
2004-09-20,409.906
2004-09-21,416.909
2004-09-22,414.933
2004-09-23,417.903
2004-09-24,418.3
2004-09-27,418.521
2004-09-28,419.353
2004-09-29,424.527
2004-09-30,428.6
2004-10-01,429.679
2004-10-04,428.004
2004-10-05,429.814
2004-10-06,428.549
2004-10-07,426.225
2004-10-08,429.288
2004-10-11,427.197
2004-10-12,424.223
2004-10-13,424.279
2004-10-14,428.079
2004-10-15,429.423
2004-10-18,428.284
2004-10-19,431.284
2004-10-20,428.994
2004-10-21,429.496
2004-10-22,432.924
2004-10-25,431.414
2004-10-26,429.949
2004-10-27,431.332
2004-10-28,428.9
2004-10-29,426.579
2004-11-01,431.313
2004-11-02,433.675
2004-11-03,436.804
2004-11-04,441.107
2004-11-05,446.648
2004-11-08,446.142
2004-11-09,444.93
2004-11-10,446.804
2004-11-11,449.789
2004-11-12,450.319
2004-11-15,451.169
2004-11-16,450.193
2004-11-17,454.388
2004-11-18,453.081
2004-11-19,456.386
2004-11-22,454.444
2004-11-23,459.08
2004-11-24,466.012
2004-11-25,468.876
2004-11-26,467.022
2004-11-29,467.91
2004-11-30,465.857
2004-12-01,470.213
2004-12-02,470.933
2004-12-03,472.841
2004-12-06,474.12
2004-12-07,473.579
2004-12-08,464.773
2004-12-09,459.146
2004-12-10,458.127
2004-12-13,465.776
2004-12-14,461.531
2004-12-15,468.611
2004-12-16,461.133
2004-12-17,458.572
2004-12-20,465.446
2004-12-21,468.34
2004-12-22,472.615
2004-12-23,477.668
2004-12-24,478.797
2004-12-27,482.307
2004-12-28,479.78
2004-12-29,479.973
2004-12-30,483.305
2004-12-31,482.02
2005-01-03,482.217
2005-01-04,474.819
2005-01-05,470.634
2005-01-06,471.119
2005-01-07,469.87
2005-01-10,470.763
2005-01-11,470.048
2005-01-12,472.11
2005-01-13,471.376
2005-01-14,469.243
2005-01-17,468.897
2005-01-18,466.789
2005-01-19,468.014
2005-01-20,461.098
2005-01-21,462.772
2005-01-24,463.33
2005-01-25,464.772
2005-01-26,469.326
2005-01-27,466.436
2005-01-28,470.743
2005-01-31,473.787
2005-02-01,477.569
2005-02-02,480.133
2005-02-03,477.706
2005-02-04,479.551
2005-02-07,479.049
2005-02-08,478.353
2005-02-09,478.972
2005-02-10,484.24
2005-02-11,486.848
2005-02-14,490.621
2005-02-15,494.743
2005-02-16,493.009
2005-02-17,497.467
2005-02-18,498.277
2005-02-21,498.298
2005-02-22,505.364
2005-02-23,501.175
2005-02-24,504.271
2005-02-25,504.836
2005-02-28,509.043
2005-03-01,511.504
2005-03-02,509.687
2005-03-03,513.677
2005-03-04,521.363
2005-03-07,522.982
2005-03-08,522.734
2005-03-09,521.151
2005-03-10,518.02
2005-03-11,521.585
2005-03-14,518.629
2005-03-15,523.031
2005-03-16,524.693
2005-03-17,523.959
2005-03-18,520.805
2005-03-21,516.572
2005-03-22,517.626
2005-03-23,505.693
2005-03-24,503.885
2005-03-25,503.885
2005-03-28,500.353
2005-03-29,508.265
2005-03-30,505.787
2005-03-31,511.983
2005-04-01,515.485
2005-04-04,511.03
2005-04-05,518.356
2005-04-06,523.854
2005-04-07,529.507
2005-04-08,527.968
2005-04-11,530.353
2005-04-12,527.442
2005-04-13,529.659
2005-04-14,524.79
2005-04-15,521.121
2005-04-18,519.767
2005-04-19,523.927
2005-04-20,526.287
2005-04-21,529.205
2005-04-22,528.067
2005-04-25,528.518
2005-04-26,527.559
2005-04-27,517.55
2005-04-28,501.487
2005-04-29,497.031
2005-05-02,496.675
2005-05-03,502.026
2005-05-04,507.143
2005-05-05,506.499
2005-05-06,507.435
2005-05-09,506.325
2005-05-10,515.021
2005-05-11,515.931
2005-05-12,509.658
2005-05-13,505.059
2005-05-16,504.061
2005-05-17,504.27
2005-05-18,508.116
2005-05-19,504.911
2005-05-20,503.008
2005-05-23,506.207
2005-05-24,510.78
2005-05-25,510.949
2005-05-26,511.728
2005-05-27,513.741
2005-05-30,511.808
2005-05-31,508.029
2005-06-01,507.977
2005-06-02,507.007
2005-06-03,506.785
2005-06-06,506.117
2005-06-07,508.695
2005-06-08,512.953
2005-06-09,507.513
2005-06-10,509.146
2005-06-13,509.867
2005-06-14,510.178
2005-06-15,512.409
2005-06-16,514.978
2005-06-17,527.692
2005-06-20,524.98
2005-06-21,526.101
2005-06-22,528.165
2005-06-23,524.879
2005-06-24,522.958
2005-06-27,519.688
2005-06-28,516.775
2005-06-29,521.807
2005-06-30,522.009
2005-07-01,517.091
2005-07-04,514.643
2005-07-05,518.782
2005-07-06,519.73
2005-07-07,515.478
2005-07-08,521.786
2005-07-11,529.087
2005-07-12,533.245
2005-07-13,529.616
2005-07-14,529.347
2005-07-15,526.843
2005-07-18,527.689
2005-07-19,526.434
2005-07-20,521.991
2005-07-21,526.072
2005-07-22,528.767
2005-07-25,528.619
2005-07-26,526.867
2005-07-27,531.311
2005-07-28,535.842
2005-07-29,539.748
2005-08-01,543.846
2005-08-02,545.683
2005-08-03,554.792
2005-08-04,557.285
2005-08-05,560.237
2005-08-08,565.608
2005-08-09,572.808
2005-08-10,569.462
2005-08-11,567.986
2005-08-12,566.747
2005-08-15,565.13
2005-08-16,565.184
2005-08-17,572.176
2005-08-18,567.467
2005-08-19,571.501
2005-08-22,571.847
2005-08-23,567.077
2005-08-24,564.193
2005-08-25,562.353
2005-08-26,560.112
2005-08-29,556.126
2005-08-30,560.138
2005-08-31,566.108
2005-09-01,576.865
2005-09-02,583.193
2005-09-05,583.139
2005-09-06,585.257
2005-09-07,580.287
2005-09-08,576.66
2005-09-09,580.341
2005-09-12,576.555
2005-09-13,576.526
2005-09-14,577.338
2005-09-15,578.425
2005-09-16,581.685
2005-09-19,577.583
2005-09-20,574.811
2005-09-21,577.62
2005-09-22,571.187
2005-09-23,568.009
2005-09-26,565.218
2005-09-27,563.864
2005-09-28,566.226
2005-09-29,567.374
2005-09-30,569.861
2005-10-03,560.723
2005-10-04,560.648
2005-10-05,563.0
2005-10-06,566.89
2005-10-07,570.077
2005-10-10,570.746
2005-10-11,568.794
2005-10-12,565.36
2005-10-13,548.687
2005-10-14,553.049
2005-10-17,555.709
2005-10-18,546.721
2005-10-19,535.365
2005-10-20,538.168
2005-10-21,532.021
2005-10-24,542.43
2005-10-25,550.052
2005-10-26,551.498
2005-10-27,548.631
2005-10-28,548.451
2005-10-31,551.837
2005-11-01,559.181
2005-11-02,560.913
2005-11-03,564.332
2005-11-04,555.532
2005-11-07,556.716
2005-11-08,553.737
