Date,ISRAEL LARGE CAP Large Cap
2003-06-30,579.562
2003-07-31,552.696
2003-08-29,563.889
2003-09-30,545.81
2003-10-31,560.815
2003-11-28,586.394
2003-12-31,571.699
2004-01-30,626.559
2004-02-27,657.755
2004-03-31,649.403
2004-04-30,662.61
2004-05-31,664.772
2004-06-30,700.834
2004-07-30,605.321
2004-08-31,571.607
2004-09-30,546.134
2004-10-29,570.21
2004-11-30,610.263
2004-12-31,665.469
2005-01-31,658.437
2005-02-28,678.35
2005-03-31,680.866
2005-04-29,684.271
2005-05-31,728.014
2005-06-30,673.24
2005-07-29,711.187
2005-08-31,726.466
2005-09-30,769.628
2005-10-31,806.5
2005-11-30,871.87
2005-12-30,910.361
2006-01-31,906.603
2006-02-28,894.043
2006-03-31,873.868
2006-04-28,893.792
2006-05-31,822.263
2006-06-30,741.05
2006-07-31,762.741
2006-08-31,794.534
2006-09-29,792.164
2006-10-31,807.485
2006-11-30,819.784
2006-12-29,804.836
2007-01-31,862.573
2007-02-28,873.665
2007-03-30,906.401
2007-04-30,967.397
2007-05-31,1000.0
2007-06-29,1002.51
2007-07-31,1033.853
2007-08-31,1017.441
2007-09-28,1092.943
2007-10-31,1133.055
2007-11-30,1113.69
2007-12-31,1167.277
2008-01-31,1130.381
2008-02-29,1207.097
2008-03-31,1134.688
2008-04-30,1246.511
2008-05-30,1303.808
2008-06-30,1291.542
2008-07-31,1201.245
2008-08-29,1198.226
2008-09-30,1101.574
2008-10-31,905.74
2008-11-28,850.88
2008-12-31,887.504
2009-01-30,861.097
2009-02-27,936.575
2009-03-31,929.413
2009-04-30,955.711
2009-05-29,1043.863
2009-06-30,1063.102
2009-07-31,1179.76
2009-08-31,1156.239
2009-09-30,1148.105
2009-10-30,1167.655
2009-11-30,1246.319
2009-12-31,1315.648
2010-01-29,1319.944
2010-02-26,1355.743
2010-03-31,1463.627
2010-04-30,1357.472
2010-05-31,1213.641
2010-06-30,1204.097
2010-07-30,1162.485
2010-08-31,1203.372
2010-09-30,1316.017
2010-10-29,1294.825
2010-11-30,1274.323
2010-12-31,1355.335
2011-01-31,1342.018
2011-02-28,1296.737
2011-03-31,1311.803
2011-04-29,1261.563
2011-05-31,1315.013
2011-06-30,1253.345
2011-07-29,1225.579
2011-08-31,1073.201
2011-09-30,924.121
2011-10-31,1046.206
2011-11-30,978.092
2011-12-30,978.743
2012-01-31,1074.791
2012-02-29,1061.446
2012-03-30,1073.056
2012-04-30,1092.635
2012-05-31,964.501
2012-06-29,942.614
2012-07-31,998.668
2012-08-31,971.207
2012-09-28,1009.246
2012-10-31,1024.606
2012-11-30,1034.352
2012-12-31,966.483
2013-01-31,973.886
2013-02-28,990.133
2013-03-29,1031.852
2013-04-30,1020.245
2013-05-31,1002.583
2013-06-28,993.339
2013-07-31,1000.916
2013-08-30,975.062
2013-09-30,980.728
2013-10-31,984.712
2013-11-29,1059.132
2013-12-31,1048.79
2014-01-31,1130.261
2014-02-28,1227.741
2014-03-31,1305.575
2014-04-30,1268.918
2014-05-30,1287.662
2014-06-30,1342.62
2014-07-31,1361.733
2014-08-29,1323.122
2014-09-30,1353.239
2014-10-31,1364.544
2014-11-28,1400.076
2014-12-31,1404.014
2015-01-30,1395.916
2015-02-27,1381.892
2015-03-31,1533.526
2015-04-30,1501.961
2015-05-29,1509.367
2015-06-30,1473.521
2015-07-31,1731.642
2015-08-31,1605.999
2015-09-30,1409.32
2015-10-30,1512.87
2015-11-30,1511.435
2015-12-31,1585.864
2016-01-29,1450.945
2016-02-29,1389.084
2016-03-31,1350.73
2016-04-29,1395.404
2016-05-31,1313.846
2016-06-30,1297.024
2016-07-29,1387.678
2016-08-31,1312.975
2016-09-30,1242.238
2016-10-31,1128.228
2016-11-30,1030.696
2016-12-30,1019.082
2017-01-31,1021.392
2017-02-28,1066.246
2017-03-31,1078.376
2017-04-28,1074.401
2017-05-31,1027.162
2017-06-30,1125.31
2017-07-31,1099.885
2017-08-31,810.611
2017-09-29,862.679
2017-10-31,779.502
2017-11-30,758.735
2017-12-29,861.639
2018-01-31,898.115
2018-02-28,856.758
2018-03-30,798.57
2018-04-30,810.942
2018-05-31,903.834
2018-06-29,978.463
2018-07-31,1021.44
2018-08-31,1007.012
2018-09-28,976.022
2018-10-31,911.758
2018-11-30,955.7
2018-12-31,801.911
2019-01-31,926.007
2019-02-28,898.808
2019-03-29,881.84
2019-04-30,882.974
2019-05-31,736.334
2019-06-28,777.552
2019-07-31,751.659
2019-08-30,704.259
2019-09-30,726.977
2019-10-31,769.694
2019-11-29,827.726
2019-12-31,806.628
2020-01-31,831.481
2020-02-28,793.974
2020-03-31,678.473
2020-04-30,732.089
2020-05-29,765.645
2020-06-30,749.639
2020-07-31,777.785
2020-08-31,741.436
2020-09-30,685.281
2020-10-30,673.622
2020-11-30,722.493
2020-12-31,752.392
2021-01-29,782.937
2021-02-26,831.137
2021-03-31,777.516
2021-04-30,811.357
2021-05-31,743.839
2021-06-30,763.854
2021-07-30,790.977
2021-08-31,701.736
2021-09-30,653.98
2021-10-29,635.898
2021-11-30,572.499
2021-12-31,596.014
2022-01-31,567.721
2022-02-28,576.33
2022-03-31,554.385
2022-04-29,512.597
2022-05-31,504.649
2022-06-30,470.564
2022-07-29,487.818
2022-08-31,501.97
2022-09-30,447.431
2022-10-31,484.11
2022-11-30,479.612
2022-12-30,464.228
2023-01-31,485.881
2023-02-28,475.07
2023-03-31,496.531
2023-04-28,467.574
2023-05-31,453.488
2023-06-30,458.427
2023-07-31,485.119
2023-08-31,467.285
2023-09-29,462.737
2023-10-31,466.105
2023-11-30,506.9
2023-12-29,530.474
2024-01-31,551.792
2024-02-29,556.965
2024-03-29,569.429
2024-04-30,518.774
2024-05-31,522.523
2024-06-28,572.866
2024-07-31,636.923
2024-08-30,668.344
2024-09-30,669.42
2024-10-31,601.371
2024-11-29,631.889
2024-12-31,648.207
2025-01-31,756.947
2025-02-28,764.724
2025-03-31,791.319
2025-04-30,762.294
2025-05-30,794.652
2025-06-30,768.161
2025-07-31,646.471
2025-08-29,670.566
2025-09-30,718.374
2025-10-31,679.385
