Date,FINLAND LARGE CAP Large Cap
2001-08-21,560.283
2001-08-22,564.555
2001-08-23,569.725
2001-08-24,570.965
2001-08-27,557.668
2001-08-28,543.109
2001-08-29,525.412
2001-08-30,498.605
2001-08-31,507.572
2001-09-03,503.418
2001-09-04,497.824
2001-09-05,471.883
2001-09-06,451.568
2001-09-07,436.282
2001-09-10,451.487
2001-09-11,433.686
2001-09-12,473.25
2001-09-13,489.346
2001-09-14,464.744
2001-09-17,488.42
2001-09-18,494.306
2001-09-19,505.76
2001-09-20,502.747
2001-09-21,485.46
2001-09-24,520.981
2001-09-25,534.855
2001-09-26,521.05
2001-09-27,490.557
2001-09-28,512.245
2001-10-01,482.313
2001-10-02,494.799
2001-10-03,483.299
2001-10-04,527.757
2001-10-05,532.986
2001-10-08,542.202
2001-10-09,553.659
2001-10-10,563.485
2001-10-11,591.779
2001-10-12,597.191
2001-10-15,577.034
2001-10-16,598.71
2001-10-17,625.601
2001-10-18,588.884
2001-10-19,611.524
2001-10-22,624.018
2001-10-23,661.011
2001-10-24,671.53
2001-10-25,648.178
2001-10-26,665.083
2001-10-29,660.09
2001-10-30,625.423
2001-10-31,650.967
2001-11-01,651.52
2001-11-02,666.293
2001-11-05,683.582
2001-11-06,699.03
2001-11-07,689.981
2001-11-08,720.132
2001-11-09,697.786
2001-11-12,680.249
2001-11-13,719.845
2001-11-14,736.034
2001-11-15,757.409
2001-11-16,771.021
2001-11-19,751.187
2001-11-20,721.222
2001-11-21,710.493
2001-11-22,744.09
2001-11-23,744.1
2001-11-26,761.035
2001-11-27,721.733
2001-11-28,706.121
2001-11-29,691.528
2001-11-30,720.979
2001-12-03,707.183
2001-12-04,732.354
2001-12-05,769.236
2001-12-06,771.878
2001-12-07,775.442
2001-12-10,745.355
2001-12-11,776.892
2001-12-12,772.915
2001-12-13,739.961
2001-12-14,737.018
2001-12-17,770.374
2001-12-18,773.158
2001-12-19,749.28
2001-12-20,732.109
2001-12-21,746.466
2001-12-24,739.018
2001-12-25,739.018
2001-12-26,739.649
2001-12-27,761.9
2001-12-28,773.378
2001-12-31,780.921
2002-01-01,780.921
2002-01-02,768.155
2002-01-03,805.554
2002-01-04,800.5
2002-01-07,790.825
2002-01-08,746.187
2002-01-09,732.718
2002-01-10,719.742
2002-01-11,733.035
2002-01-14,690.411
2002-01-15,698.033
2002-01-16,684.059
2002-01-17,699.229
2002-01-18,696.137
2002-01-21,662.218
2002-01-22,661.482
2002-01-23,674.549
2002-01-24,727.65
2002-01-25,703.483
2002-01-28,719.569
2002-01-29,713.282
2002-01-30,689.18
2002-01-31,709.57
2002-02-01,723.661
2002-02-04,718.375
2002-02-05,684.281
2002-02-06,669.093
2002-02-07,684.524
2002-02-08,677.917
2002-02-11,703.891
2002-02-12,710.84
2002-02-13,715.747
2002-02-14,715.317
2002-02-15,694.874
2002-02-18,682.213
2002-02-19,656.339
2002-02-20,635.739
2002-02-21,646.159
2002-02-22,626.902
2002-02-25,641.866
2002-02-26,653.768
2002-02-27,666.54
2002-02-28,667.483
2002-03-01,666.085
2002-03-04,715.6
2002-03-05,711.603
2002-03-06,725.777
2002-03-07,748.201
2002-03-08,753.083
2002-03-11,738.061
2002-03-12,696.807
2002-03-13,698.093
2002-03-14,694.633
2002-03-15,695.712
2002-03-18,709.773
2002-03-19,692.496
2002-03-20,671.313
2002-03-21,665.903
2002-03-22,675.146
2002-03-25,670.974
2002-03-26,663.624
2002-03-27,670.092
2002-03-28,669.823
2002-03-29,669.823
2002-04-01,675.313
2002-04-02,658.964
2002-04-03,659.514
2002-04-04,649.394
2002-04-05,649.262
2002-04-08,620.268
2002-04-09,632.952
2002-04-10,620.127
2002-04-11,604.164
2002-04-12,609.534
2002-04-15,622.215
2002-04-16,651.929
2002-04-17,666.801
2002-04-18,599.251
2002-04-19,576.05
2002-04-22,556.277
2002-04-23,553.883
2002-04-24,528.678
2002-04-25,545.275
2002-04-26,548.572
2002-04-29,537.611
2002-04-30,541.068
2002-05-01,544.13
2002-05-02,553.087
2002-05-03,525.308
2002-05-06,520.968
2002-05-07,521.093
2002-05-08,545.973
2002-05-09,545.853
2002-05-10,533.058
2002-05-13,538.241
2002-05-14,552.852
2002-05-15,560.052
2002-05-16,550.107
2002-05-17,552.396
2002-05-20,547.904
2002-05-21,539.737
2002-05-22,511.963
2002-05-23,498.773
2002-05-24,499.013
2002-05-27,493.762
2002-05-28,497.099
2002-05-29,490.971
2002-05-30,480.49
2002-05-31,501.08
2002-06-03,483.374
2002-06-04,467.787
2002-06-05,478.772
2002-06-06,473.465
2002-06-07,440.16
2002-06-10,447.518
2002-06-11,469.581
2002-06-12,447.25
2002-06-13,441.588
2002-06-14,445.404
2002-06-17,469.216
2002-06-18,468.887
2002-06-19,450.933
2002-06-20,457.589
2002-06-21,459.819
2002-06-24,431.54
2002-06-25,444.171
2002-06-26,455.982
2002-06-27,479.085
2002-06-28,509.102
2002-07-01,502.085
2002-07-02,477.299
2002-07-03,471.342
2002-07-04,493.649
2002-07-05,520.758
2002-07-08,522.773
2002-07-09,511.375
2002-07-10,497.067
2002-07-11,480.059
2002-07-12,486.28
2002-07-15,469.449
2002-07-16,473.842
2002-07-17,498.36
2002-07-18,478.062
2002-07-19,456.245
2002-07-22,443.035
2002-07-23,403.468
2002-07-24,386.957
2002-07-25,395.75
2002-07-26,395.893
2002-07-29,422.663
2002-07-30,434.363
2002-07-31,431.976
2002-08-01,412.203
2002-08-02,397.701
2002-08-05,378.329
2002-08-06,391.326
2002-08-07,397.74
2002-08-08,411.652
2002-08-09,440.081
2002-08-12,440.41
2002-08-13,438.562
2002-08-14,418.239
2002-08-15,438.842
2002-08-16,455.816
2002-08-19,479.858
2002-08-20,477.34
2002-08-21,485.033
2002-08-22,498.689
2002-08-23,486.109
2002-08-26,472.741
2002-08-27,486.178
2002-08-28,464.66
2002-08-29,460.238
2002-08-30,456.955
2002-09-02,448.188
2002-09-03,430.541
2002-09-04,432.717
2002-09-05,445.951
2002-09-06,474.507
2002-09-09,471.608
2002-09-10,466.72
2002-09-11,499.239
2002-09-12,479.05
2002-09-13,473.654
2002-09-16,455.832
2002-09-17,457.037
2002-09-18,434.207
2002-09-19,435.186
2002-09-20,439.574
2002-09-23,425.907
2002-09-24,416.719
2002-09-25,435.998
2002-09-26,475.268
2002-09-27,475.983
2002-09-30,449.01
2002-10-01,456.704
2002-10-02,479.999
2002-10-03,472.078
2002-10-04,446.433
2002-10-07,442.137
2002-10-08,436.334
2002-10-09,440.272
2002-10-10,453.617
2002-10-11,483.389
2002-10-14,479.58
2002-10-15,520.577
2002-10-16,495.03
2002-10-17,539.195
2002-10-18,542.141
2002-10-21,539.221
2002-10-22,550.758
2002-10-23,527.041
2002-10-24,550.998
2002-10-25,547.163
2002-10-28,568.897
2002-10-29,536.437
2002-10-30,547.03
2002-10-31,565.055
2002-11-01,548.489
2002-11-04,588.016
2002-11-05,595.547
2002-11-06,572.799
2002-11-07,563.845
2002-11-08,554.705
2002-11-11,534.23
2002-11-12,549.82
2002-11-13,563.946
2002-11-14,593.418
2002-11-15,593.91
2002-11-18,613.061
2002-11-19,593.428
2002-11-20,597.188
2002-11-21,631.374
2002-11-22,627.752
2002-11-25,636.014
2002-11-26,616.767
2002-11-27,638.17
2002-11-28,656.722
2002-11-29,643.902
2002-12-02,660.881
2002-12-03,613.645
2002-12-04,624.131
2002-12-05,613.717
2002-12-06,618.225
2002-12-09,601.262
2002-12-10,580.694
2002-12-11,569.344
2002-12-12,577.066
2002-12-13,567.565
2002-12-16,584.849
2002-12-17,581.684
2002-12-18,550.381
2002-12-19,545.739
2002-12-20,542.768
2002-12-23,543.924
2002-12-24,546.176
2002-12-25,546.176
2002-12-26,547.553
2002-12-27,523.721
2002-12-30,530.427
2002-12-31,532.508
2003-01-01,532.508
2003-01-02,558.866
2003-01-03,563.495
2003-01-06,566.957
2003-01-07,553.166
2003-01-08,523.71
2003-01-09,551.347
2003-01-10,555.444
2003-01-13,550.033
2003-01-14,561.542
2003-01-15,549.107
2003-01-16,530.714
2003-01-17,514.797
2003-01-20,509.086
2003-01-21,509.932
2003-01-22,516.388
2003-01-23,496.002
2003-01-24,496.74
2003-01-27,478.976
2003-01-28,473.071
2003-01-29,487.417
2003-01-30,499.191
2003-01-31,470.793
2003-02-03,488.856
2003-02-04,477.509
2003-02-05,476.972
2003-02-06,465.293
2003-02-07,463.643
2003-02-10,459.315
2003-02-11,483.924
2003-02-12,470.279
2003-02-13,454.946
2003-02-14,469.964
2003-02-17,478.019
2003-02-18,487.396
2003-02-19,474.112
2003-02-20,466.464
2003-02-21,464.279
2003-02-24,468.784
2003-02-25,443.817
2003-02-26,440.024
2003-02-27,437.27
2003-02-28,451.72
2003-03-03,456.135
2003-03-04,447.646
2003-03-05,446.717
2003-03-06,447.911
2003-03-07,427.302
2003-03-10,428.239
2003-03-11,432.317
2003-03-12,450.939
2003-03-13,462.476
2003-03-14,485.511
2003-03-17,503.643
2003-03-18,506.901
2003-03-19,510.038
2003-03-20,503.243
2003-03-21,522.706
2003-03-24,498.319
2003-03-25,499.323
2003-03-26,497.22
2003-03-27,493.3
2003-03-28,498.293
2003-03-31,470.473
2003-04-01,484.306
2003-04-02,507.989
2003-04-03,511.696
2003-04-04,508.532
2003-04-07,530.132
2003-04-08,509.736
2003-04-09,516.012
2003-04-10,489.906
2003-04-11,492.559
2003-04-14,498.405
2003-04-15,509.766
2003-04-16,508.618
2003-04-17,544.841
2003-04-18,544.841
2003-04-21,542.493
2003-04-22,556.794
2003-04-23,571.214
2003-04-24,566.15
2003-04-25,545.469
2003-04-28,559.523
2003-04-29,566.173
2003-04-30,574.31
2003-05-01,579.585
2003-05-02,557.782
2003-05-05,580.106
2003-05-06,578.129
2003-05-07,587.443
2003-05-08,571.964
2003-05-09,568.401
2003-05-12,583.174
2003-05-13,590.717
2003-05-14,583.385
2003-05-15,596.76
2003-05-16,596.104
2003-05-19,577.528
2003-05-20,567.049
2003-05-21,558.587
2003-05-22,572.793
2003-05-23,564.541
2003-05-26,561.825
2003-05-27,565.205
2003-05-28,597.932
2003-05-29,602.363
2003-05-30,605.747
2003-06-02,615.684
2003-06-03,608.676
2003-06-04,607.848
2003-06-05,596.999
2003-06-06,615.75
2003-06-09,605.767
2003-06-10,593.108
2003-06-11,604.661
2003-06-12,591.616
2003-06-13,581.461
2003-06-16,592.463
2003-06-17,600.564
2003-06-18,595.579
2003-06-19,609.356
2003-06-20,606.097
2003-06-23,583.318
2003-06-24,571.387
2003-06-25,576.146
2003-06-26,573.328
2003-06-27,576.521
2003-06-30,561.282
2003-07-01,552.973
2003-07-02,562.428
2003-07-03,568.162
2003-07-04,555.88
2003-07-07,577.821
2003-07-08,586.213
2003-07-09,609.195
2003-07-10,613.908
2003-07-11,605.707
2003-07-14,613.351
2003-07-15,606.214
2003-07-16,603.44
2003-07-17,516.753
2003-07-18,510.555
2003-07-21,503.122
2003-07-22,509.168
2003-07-23,515.828
2003-07-24,529.676
2003-07-25,522.703
2003-07-28,538.732
2003-07-29,535.741
2003-07-30,533.091
2003-07-31,531.733
2003-08-01,514.974
2003-08-04,510.45
2003-08-05,512.139
2003-08-06,494.715
2003-08-07,493.237
2003-08-08,496.942
2003-08-11,501.424
2003-08-12,504.176
2003-08-13,508.955
2003-08-14,514.532
2003-08-15,510.682
2003-08-18,513.979
2003-08-19,533.853
2003-08-20,537.577
2003-08-21,540.667
2003-08-22,542.152
2003-08-25,533.817
2003-08-26,527.849
2003-08-27,552.947
2003-08-28,558.248
2003-08-29,566.381
2003-09-01,568.831
2003-09-02,558.318
2003-09-03,577.39
2003-09-04,573.135
2003-09-05,571.898
2003-09-08,579.613
2003-09-09,558.295
2003-09-10,534.694
2003-09-11,534.96
2003-09-12,539.172
2003-09-15,542.809
2003-09-16,540.897
2003-09-17,540.101
2003-09-18,546.673
2003-09-19,547.171
2003-09-22,539.918
2003-09-23,535.17
2003-09-24,534.097
2003-09-25,527.412
2003-09-26,531.782
2003-09-29,541.355
2003-09-30,532.909
2003-10-01,543.293
2003-10-02,556.591
2003-10-03,582.172
2003-10-06,574.008
2003-10-07,573.653
2003-10-08,577.236
2003-10-09,591.891
2003-10-10,588.608
2003-10-13,596.676
2003-10-14,586.491
2003-10-15,588.828
2003-10-16,572.183
2003-10-17,585.014
2003-10-20,581.08
2003-10-21,589.3
2003-10-22,583.751
2003-10-23,578.573
2003-10-24,582.84
2003-10-27,576.898
2003-10-28,582.571
2003-10-29,592.913
2003-10-30,589.365
2003-10-31,587.67
2003-11-03,595.832
2003-11-04,592.029
2003-11-05,582.732
2003-11-06,596.923
2003-11-07,606.229
2003-11-10,598.756
2003-11-11,590.88
2003-11-12,605.591
2003-11-13,616.817
2003-11-14,618.256
2003-11-17,602.765
2003-11-18,610.769
2003-11-19,600.779
2003-11-20,607.974
2003-11-21,607.505
2003-11-24,623.709
2003-11-25,610.786
2003-11-26,615.67
2003-11-27,620.043
2003-11-28,619.314
2003-12-01,614.085
2003-12-02,623.538
2003-12-03,625.764
2003-12-04,632.161
2003-12-05,623.616
2003-12-08,615.672
2003-12-09,610.819
2003-12-10,605.567
2003-12-11,604.141
2003-12-12,607.983
2003-12-15,612.809
2003-12-16,599.437
2003-12-17,592.096
2003-12-18,592.803
2003-12-19,594.096
2003-12-22,588.825
2003-12-23,592.257
2003-12-24,593.926
2003-12-25,593.926
2003-12-26,593.688
2003-12-29,586.692
2003-12-30,592.732
2003-12-31,596.658
2004-01-01,596.658
2004-01-02,600.14
2004-01-05,607.359
2004-01-06,611.002
2004-01-07,619.444
2004-01-08,691.618
2004-01-09,706.046
2004-01-12,712.057
2004-01-13,706.787
2004-01-14,713.698
2004-01-15,702.699
2004-01-16,706.379
2004-01-19,710.98
2004-01-20,714.234
2004-01-21,695.057
2004-01-22,724.544
2004-01-23,724.837
2004-01-26,715.428
2004-01-27,721.051
2004-01-28,716.662
2004-01-29,694.394
2004-01-30,699.532
2004-02-02,702.81
2004-02-03,709.669
2004-02-04,696.82
2004-02-05,693.832
2004-02-06,715.007
2004-02-09,725.156
2004-02-10,743.546
2004-02-11,752.188
2004-02-12,766.549
2004-02-13,748.99
2004-02-16,752.371
2004-02-17,761.611
2004-02-18,766.707
2004-02-19,768.312
2004-02-20,752.411
2004-02-23,764.655
2004-02-24,754.28
2004-02-25,741.351
2004-02-26,739.648
2004-02-27,740.605
2004-03-01,745.581
2004-03-02,753.769
2004-03-03,742.6
2004-03-04,763.372
2004-03-05,785.808
2004-03-08,783.878
2004-03-09,764.366
2004-03-10,745.094
2004-03-11,724.981
2004-03-12,717.057
2004-03-15,702.507
2004-03-16,712.395
2004-03-17,718.686
2004-03-18,701.245
2004-03-19,693.138
2004-03-22,671.52
2004-03-23,672.152
2004-03-24,665.192
2004-03-25,682.351
2004-03-26,674.383
2004-03-29,689.444
2004-03-30,688.761
2004-03-31,703.694
2004-04-01,711.354
2004-04-02,726.005
2004-04-05,715.936
2004-04-06,606.727
2004-04-07,592.517
2004-04-08,594.721
2004-04-09,594.721
2004-04-12,593.05
2004-04-13,587.19
2004-04-14,574.064
2004-04-15,565.031
2004-04-16,526.458
2004-04-19,533.021
2004-04-20,536.549
2004-04-21,524.721
2004-04-22,533.429
2004-04-23,535.216
2004-04-26,536.183
2004-04-27,532.706
2004-04-28,519.815
2004-04-29,513.801
2004-04-30,502.893
2004-05-03,504.26
2004-05-04,502.763
2004-05-05,513.781
2004-05-06,501.18
2004-05-07,499.923
2004-05-10,485.516
2004-05-11,486.59
2004-05-12,481.224
2004-05-13,480.72
2004-05-14,470.209
2004-05-17,467.813
2004-05-18,476.229
2004-05-19,487.718
2004-05-20,483.381
2004-05-21,466.621
2004-05-24,471.64
2004-05-25,469.971
2004-05-26,474.528
2004-05-27,490.796
2004-05-28,486.661
2004-05-31,496.477
2004-06-01,487.161
2004-06-02,487.012
2004-06-03,485.01
2004-06-04,497.215
2004-06-07,511.069
2004-06-08,509.09
2004-06-09,508.047
2004-06-10,505.15
2004-06-11,509.222
2004-06-14,501.694
2004-06-15,505.374
2004-06-16,499.593
2004-06-17,496.282
2004-06-18,504.485
2004-06-21,504.74
2004-06-22,498.811
2004-06-23,502.193
2004-06-24,508.195
2004-06-25,506.525
2004-06-28,511.296
2004-06-29,504.461
2004-06-30,514.541
2004-07-01,520.743
2004-07-02,516.777
2004-07-05,513.652
2004-07-06,507.516
2004-07-07,506.235
2004-07-08,511.764
2004-07-09,514.918
2004-07-12,512.098
2004-07-13,507.345
2004-07-14,501.729
2004-07-15,447.74
2004-07-16,443.113
2004-07-19,438.108
2004-07-20,440.692
2004-07-21,442.302
2004-07-22,431.783
2004-07-23,426.582
2004-07-26,427.107
2004-07-27,425.453
2004-07-28,414.954
2004-07-29,425.19
2004-07-30,422.003
2004-08-02,419.469
2004-08-03,426.157
2004-08-04,420.617
2004-08-05,422.132
2004-08-06,411.718
2004-08-09,409.67
2004-08-10,418.021
2004-08-11,410.039
2004-08-12,404.004
2004-08-13,411.89
2004-08-16,418.17
2004-08-17,426.568
2004-08-18,427.444
2004-08-19,433.852
2004-08-20,427.196
2004-08-23,431.046
2004-08-24,426.218
2004-08-25,425.456
2004-08-26,433.545
2004-08-27,430.195
2004-08-30,429.044
2004-08-31,426.688
2004-09-01,430.027
2004-09-02,442.062
2004-09-03,445.731
2004-09-06,450.978
2004-09-07,452.05
2004-09-08,458.601
2004-09-09,484.852
2004-09-10,490.422
2004-09-13,494.342
2004-09-14,491.376
2004-09-15,483.153
2004-09-16,489.778
2004-09-17,495.476
2004-09-20,498.886
2004-09-21,500.477
2004-09-22,495.262
2004-09-23,489.772
2004-09-24,490.791
2004-09-27,488.163
2004-09-28,483.55
2004-09-29,488.389
2004-09-30,492.886
2004-10-01,511.551
2004-10-04,513.648
2004-10-05,513.37
2004-10-06,510.73
2004-10-07,511.251
2004-10-08,506.287
2004-10-11,501.962
2004-10-12,491.644
2004-10-13,502.156
2004-10-14,511.537
2004-10-15,526.31
2004-10-18,522.454
2004-10-19,539.719
2004-10-20,530.083
2004-10-21,533.512
2004-10-22,536.319
2004-10-25,529.81
2004-10-26,527.288
2004-10-27,540.973
2004-10-28,545.186
2004-10-29,547.153
2004-11-01,554.341
2004-11-02,556.892
2004-11-03,562.186
2004-11-04,561.192
2004-11-05,571.228
2004-11-08,567.266
2004-11-09,569.843
2004-11-10,576.549
2004-11-11,585.988
2004-11-12,586.193
2004-11-15,583.659
2004-11-16,578.67
2004-11-17,592.424
2004-11-18,593.28
2004-11-19,586.556
2004-11-22,581.211
2004-11-23,574.645
2004-11-24,580.098
2004-11-25,585.363
2004-11-26,588.897
2004-11-29,588.043
2004-11-30,582.656
2004-12-01,586.937
2004-12-02,594.111
2004-12-03,585.105
2004-12-06,587.555
2004-12-07,587.742
2004-12-08,572.746
2004-12-09,563.872
2004-12-10,562.705
2004-12-13,560.492
2004-12-14,559.834
2004-12-15,564.916
2004-12-16,553.24
2004-12-17,541.437
2004-12-20,554.615
2004-12-21,560.8
2004-12-22,568.12
2004-12-23,574.653
2004-12-24,576.142
2004-12-27,575.262
2004-12-28,573.174
2004-12-29,570.568
2004-12-30,570.909
2004-12-31,569.339
2005-01-03,565.424
2005-01-04,561.445
2005-01-05,557.152
2005-01-06,552.767
2005-01-07,548.928
2005-01-10,557.64
2005-01-11,550.971
2005-01-12,549.217
2005-01-13,544.693
2005-01-14,543.284
2005-01-17,548.024
2005-01-18,542.005
2005-01-19,538.54
2005-01-20,519.492
2005-01-21,516.408
2005-01-24,515.928
2005-01-25,512.93
2005-01-26,521.766
2005-01-27,543.742
2005-01-28,539.296
2005-01-31,549.185
2005-02-01,554.376
2005-02-02,560.193
2005-02-03,557.522
2005-02-04,559.87
2005-02-07,557.243
2005-02-08,559.672
2005-02-09,559.919
2005-02-10,563.728
2005-02-11,569.264
2005-02-14,572.276
2005-02-15,573.886
2005-02-16,570.162
2005-02-17,568.84
2005-02-18,571.105
2005-02-21,568.199
2005-02-22,582.433
2005-02-23,570.08
2005-02-24,572.769
2005-02-25,583.268
2005-02-28,584.103
2005-03-01,583.028
2005-03-02,578.591
2005-03-03,578.865
2005-03-04,587.785
2005-03-07,585.793
2005-03-08,589.76
2005-03-09,590.516
2005-03-10,589.439
2005-03-11,592.682
2005-03-14,587.674
2005-03-15,592.325
2005-03-16,587.146
2005-03-17,590.058
2005-03-18,585.186
2005-03-21,575.828
2005-03-22,574.283
2005-03-23,560.675
2005-03-24,559.138
2005-03-25,559.138
2005-03-28,555.214
2005-03-29,557.72
2005-03-30,559.031
2005-03-31,561.748
2005-04-01,562.196
2005-04-04,546.418
2005-04-05,551.937
2005-04-06,554.712
2005-04-07,565.736
2005-04-08,567.458
2005-04-11,567.82
2005-04-12,558.831
2005-04-13,563.705
2005-04-14,556.566
2005-04-15,545.836
2005-04-18,542.463
2005-04-19,554.064
2005-04-20,563.624
2005-04-21,582.976
2005-04-22,590.833
2005-04-25,587.099
2005-04-26,582.533
2005-04-27,577.257
2005-04-28,577.097
2005-04-29,573.935
2005-05-02,576.534
2005-05-03,577.354
2005-05-04,590.706
2005-05-05,589.999
2005-05-06,601.836
2005-05-09,606.263
2005-05-10,603.448
2005-05-11,596.59
2005-05-12,598.817
2005-05-13,602.372
2005-05-16,604.383
2005-05-17,603.949
2005-05-18,618.378
2005-05-19,619.952
2005-05-20,612.587
2005-05-23,616.646
2005-05-24,616.403
2005-05-25,606.085
2005-05-26,607.018
2005-05-27,609.851
2005-05-30,606.819
2005-05-31,597.794
2005-06-01,607.845
2005-06-02,610.055
2005-06-03,608.896
2005-06-06,602.111
2005-06-07,609.964
2005-06-08,608.841
2005-06-09,595.693
2005-06-10,597.257
2005-06-13,596.485
2005-06-14,603.451
2005-06-15,601.692
2005-06-16,604.689
2005-06-17,608.419
2005-06-20,603.425
2005-06-21,610.031
2005-06-22,615.709
2005-06-23,611.076
2005-06-24,612.926
2005-06-27,599.559
2005-06-28,597.702
2005-06-29,603.002
2005-06-30,595.489
2005-07-01,591.423
2005-07-04,589.233
2005-07-05,592.027
2005-07-06,598.223
2005-07-07,588.658
2005-07-08,598.987
2005-07-11,616.223
2005-07-12,618.024
2005-07-13,622.317
2005-07-14,624.944
2005-07-15,623.198
2005-07-18,622.33
2005-07-19,631.628
2005-07-20,622.386
2005-07-21,580.449
2005-07-22,568.889
2005-07-25,563.382
2005-07-26,563.889
2005-07-27,573.835
2005-07-28,582.304
2005-07-29,581.597
2005-08-01,578.658
2005-08-02,584.953
2005-08-03,589.617
2005-08-04,586.564
2005-08-05,582.661
2005-08-08,588.439
2005-08-09,594.37
2005-08-10,605.468
2005-08-11,597.586
2005-08-12,596.096
2005-08-15,588.877
2005-08-16,583.743
2005-08-17,577.179
2005-08-18,570.731
2005-08-19,576.117
2005-08-22,580.053
2005-08-23,575.683
2005-08-24,575.774
2005-08-25,572.215
2005-08-26,568.89
2005-08-29,569.412
2005-08-30,567.619
2005-08-31,575.882
2005-09-01,586.1
2005-09-02,588.989
2005-09-05,592.056
2005-09-06,592.532
2005-09-07,591.666
2005-09-08,586.807
2005-09-09,595.395
2005-09-12,588.564
2005-09-13,606.77
2005-09-14,611.128
2005-09-15,606.025
2005-09-16,604.054
2005-09-19,602.827
2005-09-20,607.228
2005-09-21,601.807
2005-09-22,596.607
2005-09-23,594.706
2005-09-26,602.195
2005-09-27,595.483
2005-09-28,597.092
2005-09-29,594.943
2005-09-30,610.647
2005-10-03,612.397
2005-10-04,615.041
2005-10-05,608.162
2005-10-06,607.894
2005-10-07,600.426
2005-10-10,602.28
2005-10-11,604.637
2005-10-12,605.172
2005-10-13,593.719
2005-10-14,603.588
2005-10-17,602.983
2005-10-18,600.565
2005-10-19,596.565
2005-10-20,573.919
2005-10-21,572.937
2005-10-24,576.074
2005-10-25,584.894
2005-10-26,584.419
2005-10-27,578.477
2005-10-28,578.734
2005-10-31,593.435
2005-11-01,601.556
2005-11-02,604.043
2005-11-03,612.052
2005-11-04,603.819
2005-11-07,602.88
