Date,GERMANY IMI IMI (Large+Mid+Small Cap)
2003-01-31,270.608
2003-02-28,252.233
2003-03-31,243.811
2003-04-30,301.548
2003-05-30,323.044
2003-06-30,339.917
2003-07-31,359.554
2003-08-29,354.752
2003-09-30,352.937
2003-10-31,394.103
2003-11-28,414.153
2003-12-31,458.997
2004-01-30,465.5
2004-02-27,462.709
2004-03-31,440.567
2004-04-30,443.606
2004-05-31,444.872
2004-06-30,458.11
2004-07-30,436.194
2004-08-31,427.074
2004-09-30,449.104
2004-10-29,467.085
2004-11-30,507.755
2004-12-31,535.113
2005-01-31,515.803
2005-02-28,537.133
2005-03-31,525.189
2005-04-29,502.01
2005-05-31,513.031
2005-06-30,519.358
2005-07-29,555.573
2005-08-31,557.053
2005-09-30,570.425
2005-10-31,551.099
2005-11-30,570.267
2005-12-30,592.824
2006-01-31,645.088
2006-02-28,651.917
2006-03-31,682.664
2006-04-28,716.836
2006-05-31,688.963
2006-06-30,682.925
2006-07-31,680.803
2006-08-31,704.838
2006-09-29,716.544
2006-10-31,751.476
2006-11-30,786.238
2006-12-29,820.729
2007-01-31,834.111
2007-02-28,840.778
2007-03-30,877.617
2007-04-30,959.378
2007-05-31,1000.0
2007-06-29,1017.327
2007-07-31,982.656
2007-08-31,979.409
2007-09-28,1050.052
2007-10-31,1098.658
2007-11-30,1079.688
2007-12-31,1095.712
2008-01-31,945.81
2008-02-29,961.423
2008-03-31,972.34
2008-04-30,1016.014
2008-05-30,1036.876
2008-06-30,954.985
2008-07-31,941.453
2008-08-29,886.508
2008-09-30,752.816
2008-10-31,576.056
2008-11-28,526.99
2008-12-31,597.224
2009-01-30,497.7
2009-02-27,436.631
2009-03-31,482.109
2009-04-30,566.357
2009-05-29,625.707
2009-06-30,606.001
2009-07-31,675.429
2009-08-31,706.409
2009-09-30,750.864
2009-10-30,720.816
2009-11-30,759.472
2009-12-31,767.704
2010-01-29,705.577
2010-02-26,690.062
2010-03-31,751.198
2010-04-30,739.145
2010-05-31,660.75
2010-06-30,659.26
2010-07-30,722.907
2010-08-31,680.699
2010-09-30,771.729
2010-10-29,832.908
2010-11-30,790.196
2010-12-31,849.935
2011-01-31,885.669
2011-02-28,914.931
2011-03-31,914.84
2011-04-29,1015.851
2011-05-31,960.04
2011-06-30,977.754
2011-07-29,936.88
2011-08-31,768.142
2011-09-30,674.963
2011-10-31,781.063
2011-11-30,747.253
2011-12-30,699.049
2012-01-31,773.074
2012-02-29,837.454
2012-03-30,844.663
2012-04-30,823.787
2012-05-31,714.668
2012-06-29,748.286
2012-07-31,765.87
2012-08-31,804.54
2012-09-28,848.887
2012-10-31,864.727
2012-11-30,887.477
2012-12-31,922.444
2013-01-31,974.041
2013-02-28,940.519
2013-03-29,929.284
2013-04-30,966.973
2013-05-31,1000.839
2013-06-28,959.884
2013-07-31,1021.726
2013-08-30,998.376
2013-09-30,1084.142
2013-10-31,1145.815
2013-11-29,1191.823
2013-12-31,1223.866
2014-01-31,1169.757
2014-02-28,1248.158
2014-03-31,1225.546
2014-04-30,1236.75
2014-05-30,1261.874
2014-06-30,1254.704
2014-07-31,1170.691
2014-08-29,1160.782
2014-09-30,1111.209
2014-10-31,1089.176
2014-11-28,1157.806
2014-12-31,1109.893
2015-01-30,1129.133
2015-02-27,1198.214
2015-03-31,1199.148
2015-04-30,1200.881
2015-05-29,1174.604
2015-06-30,1144.95
2015-07-31,1176.572
2015-08-31,1093.345
2015-09-30,1030.868
2015-10-30,1135.045
2015-11-30,1133.486
2015-12-31,1108.054
2016-01-29,1010.955
2016-02-29,986.932
2016-03-31,1084.803
2016-04-29,1097.217
2016-05-31,1094.361
2016-06-30,1032.974
2016-07-29,1109.985
2016-08-31,1130.069
2016-09-30,1136.428
2016-10-31,1115.859
2016-11-30,1072.546
2016-12-30,1144.588
2017-01-31,1182.113
2017-02-28,1191.865
2017-03-31,1245.953
2017-04-28,1286.87
2017-05-31,1353.944
2017-06-30,1339.328
2017-07-31,1371.286
2017-08-31,1379.363
2017-09-29,1456.183
2017-10-31,1478.25
2017-11-30,1498.258
2017-12-29,1502.632
2018-01-31,1593.361
2018-02-28,1482.588
2018-03-30,1454.667
2018-04-30,1484.849
2018-05-31,1440.679
2018-06-29,1404.731
2018-07-31,1465.573
2018-08-31,1425.844
2018-09-28,1396.48
2018-10-31,1276.367
2018-11-30,1249.548
2018-12-31,1175.384
2019-01-31,1259.266
2019-02-28,1280.375
2019-03-29,1264.819
2019-04-30,1351.108
2019-05-31,1268.149
2019-06-28,1359.644
2019-07-31,1313.977
2019-08-30,1275.252
2019-09-30,1304.357
2019-10-31,1380.511
2019-11-29,1406.124
2019-12-31,1439.809
2020-01-31,1395.318
2020-02-28,1267.433
2020-03-31,1051.952
2020-04-30,1155.607
2020-05-29,1262.27
2020-06-30,1339.385
2020-07-31,1407.153
2020-08-31,1498.034
2020-09-30,1454.704
2020-10-30,1307.583
2020-11-30,1537.461
2020-12-31,1634.587
2021-01-29,1612.379
2021-02-26,1644.14
2021-03-31,1702.406
2021-04-30,1767.759
2021-05-31,1825.222
2021-06-30,1791.004
2021-07-30,1796.007
2021-08-31,1823.189
2021-09-30,1723.319
2021-10-29,1759.997
2021-11-30,1644.527
2021-12-31,1733.046
2022-01-31,1662.977
2022-02-28,1558.122
2022-03-31,1516.887
2022-04-29,1395.982
2022-05-31,1442.705
2022-06-30,1243.413
2022-07-29,1274.326
2022-08-31,1190.556
2022-09-30,1079.453
2022-10-31,1179.743
2022-11-30,1343.899
2022-12-30,1344.478
2023-01-31,1513.438
2023-02-28,1487.683
2023-03-31,1540.425
2023-04-28,1592.982
2023-05-31,1510.015
2023-06-30,1590.569
2023-07-31,1640.624
2023-08-31,1561.998
2023-09-29,1467.441
2023-10-31,1401.626
2023-11-30,1584.695
2023-12-29,1658.048
2024-01-31,1636.465
2024-02-29,1697.309
2024-03-29,1761.566
2024-04-30,1698.442
2024-05-31,1778.674
2024-06-28,1739.85
2024-07-31,1772.121
2024-08-30,1850.767
2024-09-30,1917.434
2024-10-31,1828.548
2024-11-29,1821.047
2024-12-31,1801.995
2025-01-31,1966.432
2025-02-28,2046.028
2025-03-31,2083.467
2025-04-30,2243.603
2025-05-30,2382.26
2025-06-30,2443.393
2025-07-31,2397.959
2025-08-29,2425.319
2025-09-30,2416.848
2025-10-31,2364.849
2025-11-28,2373.35
2025-12-31,2477.115
