Date,AUSTRIA IMI IMI (Large+Mid+Small Cap)
2001-10-17,162.801
2001-10-18,162.15
2001-10-19,157.507
2001-10-22,155.156
2001-10-23,155.525
2001-10-24,154.989
2001-10-25,154.51
2001-10-26,153.834
2001-10-29,154.83
2001-10-30,155.517
2001-10-31,156.519
2001-11-01,157.519
2001-11-02,156.144
2001-11-05,155.264
2001-11-06,156.681
2001-11-07,157.356
2001-11-08,156.912
2001-11-09,156.425
2001-11-12,156.394
2001-11-13,153.835
2001-11-14,155.725
2001-11-15,156.534
2001-11-16,157.495
2001-11-19,155.103
2001-11-20,157.015
2001-11-21,156.216
2001-11-22,157.247
2001-11-23,156.812
2001-11-26,156.852
2001-11-27,158.01
2001-11-28,158.881
2001-11-29,159.763
2001-11-30,163.218
2001-12-03,161.381
2001-12-04,162.855
2001-12-05,163.431
2001-12-06,164.316
2001-12-07,164.703
2001-12-10,164.482
2001-12-11,164.025
2001-12-12,165.303
2001-12-13,166.016
2001-12-14,166.666
2001-12-17,166.542
2001-12-18,165.77
2001-12-19,164.187
2001-12-20,162.871
2001-12-21,163.004
2001-12-24,161.398
2001-12-25,161.398
2001-12-26,161.536
2001-12-27,165.078
2001-12-28,163.636
2001-12-31,165.174
2002-01-01,165.174
2002-01-02,167.109
2002-01-03,167.549
2002-01-04,166.768
2002-01-07,165.689
2002-01-08,164.315
2002-01-09,163.676
2002-01-10,165.063
2002-01-11,164.554
2002-01-14,165.172
2002-01-15,165.48
2002-01-16,163.504
2002-01-17,164.218
2002-01-18,164.935
2002-01-21,165.855
2002-01-22,166.107
2002-01-23,166.278
2002-01-24,166.196
2002-01-25,163.979
2002-01-28,163.635
2002-01-29,163.663
2002-01-30,163.767
2002-01-31,163.863
2002-02-01,164.514
2002-02-04,165.962
2002-02-05,166.386
2002-02-06,166.946
2002-02-07,168.649
2002-02-08,169.536
2002-02-11,171.142
2002-02-12,171.213
2002-02-13,170.7
2002-02-14,170.708
2002-02-15,170.356
2002-02-18,169.653
2002-02-19,171.888
2002-02-20,171.141
2002-02-21,171.597
2002-02-22,173.146
2002-02-25,171.74
2002-02-26,169.628
2002-02-27,168.975
2002-02-28,167.501
2002-03-01,167.973
2002-03-04,171.359
2002-03-05,171.639
2002-03-06,171.822
2002-03-07,172.618
2002-03-08,173.864
2002-03-11,173.907
2002-03-12,172.681
2002-03-13,172.608
2002-03-14,173.395
2002-03-15,174.311
2002-03-18,174.204
2002-03-19,174.886
2002-03-20,175.034
2002-03-21,174.323
2002-03-22,175.641
2002-03-25,176.441
2002-03-26,176.111
2002-03-27,176.632
2002-03-28,177.128
2002-03-29,177.128
2002-04-01,178.579
2002-04-02,180.568
2002-04-03,180.388
2002-04-04,179.515
2002-04-05,180.415
2002-04-08,179.005
2002-04-09,179.756
2002-04-10,180.836
2002-04-11,182.786
2002-04-12,182.789
2002-04-15,183.24
2002-04-16,182.99
2002-04-17,184.149
2002-04-18,185.041
2002-04-19,185.046
2002-04-22,184.042
2002-04-23,184.462
2002-04-24,184.198
2002-04-25,185.398
2002-04-26,185.504
2002-04-29,187.741
2002-04-30,188.627
2002-05-01,189.695
2002-05-02,189.616
2002-05-03,191.257
2002-05-06,192.079
2002-05-07,190.056
2002-05-08,189.136
2002-05-09,189.095
2002-05-10,190.511
2002-05-13,190.781
2002-05-14,188.444
2002-05-15,189.732
2002-05-16,190.051
2002-05-17,192.538
2002-05-20,192.591
2002-05-21,191.484
2002-05-22,193.279
2002-05-23,192.68
2002-05-24,192.374
2002-05-27,191.801
2002-05-28,194.676
2002-05-29,194.826
2002-05-30,195.939
2002-05-31,193.668
2002-06-03,194.256
2002-06-04,194.544
2002-06-05,193.615
2002-06-06,196.965
2002-06-07,196.219
2002-06-10,196.013
2002-06-11,194.07
2002-06-12,194.135
2002-06-13,193.659
2002-06-14,193.391
2002-06-17,191.684
2002-06-18,192.708
2002-06-19,195.308
2002-06-20,195.615
2002-06-21,196.935
2002-06-24,196.901
2002-06-25,197.354
2002-06-26,199.256
2002-06-27,199.644
2002-06-28,200.318
2002-07-01,202.188
2002-07-02,197.265
2002-07-03,196.811
2002-07-04,197.242
2002-07-05,195.731
2002-07-08,199.427
2002-07-09,200.585
2002-07-10,197.487
2002-07-11,196.503
2002-07-12,197.237
2002-07-15,199.071
2002-07-16,195.287
2002-07-17,196.94
2002-07-18,196.649
2002-07-19,194.138
2002-07-22,191.468
2002-07-23,187.895
2002-07-24,183.143
2002-07-25,187.434
2002-07-26,184.258
2002-07-29,181.624
2002-07-30,184.675
2002-07-31,180.09
2002-08-01,180.458
2002-08-02,180.359
2002-08-05,179.356
2002-08-06,175.314
2002-08-07,175.959
2002-08-08,175.992
2002-08-09,178.36
2002-08-12,178.879
2002-08-13,179.228
2002-08-14,181.165
2002-08-15,179.816
2002-08-16,183.329
2002-08-19,181.564
2002-08-20,180.636
2002-08-21,182.306
2002-08-22,181.246
2002-08-23,180.904
2002-08-26,180.836
2002-08-27,182.268
2002-08-28,180.762
2002-08-29,180.68
2002-08-30,180.91
2002-09-02,180.74
2002-09-03,182.18
2002-09-04,181.973
2002-09-05,181.161
2002-09-06,178.216
2002-09-09,179.185
2002-09-10,177.943
2002-09-11,176.538
2002-09-12,176.313
2002-09-13,175.917
2002-09-16,174.421
2002-09-17,173.946
2002-09-18,173.269
2002-09-19,174.418
2002-09-20,173.649
2002-09-23,173.896
2002-09-24,170.334
2002-09-25,171.036
2002-09-26,171.926
2002-09-27,171.918
2002-09-30,175.649
2002-10-01,171.999
2002-10-02,174.176
2002-10-03,173.655
2002-10-04,171.101
2002-10-07,168.84
2002-10-08,165.681
2002-10-09,166.318
2002-10-10,167.108
2002-10-11,169.009
2002-10-14,169.184
2002-10-15,170.701
2002-10-16,171.106
2002-10-17,170.393
2002-10-18,170.877
2002-10-21,170.946
2002-10-22,171.958
2002-10-23,171.012
2002-10-24,171.51
2002-10-25,171.977
2002-10-28,175.664
2002-10-29,176.37
2002-10-30,177.426
2002-10-31,181.182
2002-11-01,182.307
2002-11-04,181.801
2002-11-05,182.25
2002-11-06,182.23
2002-11-07,185.796
2002-11-08,185.448
2002-11-11,183.76
2002-11-12,184.75
2002-11-13,184.702
2002-11-14,183.548
2002-11-15,183.056
2002-11-18,183.251
2002-11-19,184.489
2002-11-20,183.338
2002-11-21,182.793
2002-11-22,183.165
2002-11-25,183.145
2002-11-26,182.831
2002-11-27,181.813
2002-11-28,182.268
2002-11-29,181.21
2002-12-02,182.813
2002-12-03,182.685
2002-12-04,185.645
2002-12-05,184.369
2002-12-06,187.086
2002-12-09,184.735
2002-12-10,187.259
2002-12-11,187.576
2002-12-12,188.397
2002-12-13,188.861
2002-12-16,188.28
2002-12-17,190.51
2002-12-18,189.489
2002-12-19,189.331
2002-12-20,193.385
2002-12-23,194.037
2002-12-24,194.84
2002-12-25,194.84
2002-12-26,195.332
2002-12-27,194.823
2002-12-30,196.384
2002-12-31,197.155
2003-01-01,197.155
2003-01-02,194.501
2003-01-03,195.449
2003-01-06,196.65
2003-01-07,195.343
2003-01-08,193.642
2003-01-09,198.197
2003-01-10,198.136
2003-01-13,199.874
2003-01-14,203.204
2003-01-15,203.847
2003-01-16,204.274
2003-01-17,204.518
2003-01-20,204.305
2003-01-21,203.767
2003-01-22,203.475
2003-01-23,206.773
2003-01-24,211.508
2003-01-27,209.618
2003-01-28,209.943
2003-01-29,208.296
2003-01-30,203.258
2003-01-31,204.726
2003-02-03,206.558
2003-02-04,208.044
2003-02-05,207.761
2003-02-06,209.493
2003-02-07,208.784
2003-02-10,206.494
2003-02-11,203.97
2003-02-12,201.981
2003-02-13,205.714
2003-02-14,205.534
2003-02-17,206.099
2003-02-18,204.09
2003-02-19,205.818
2003-02-20,205.942
2003-02-21,206.116
2003-02-24,204.82
2003-02-25,203.473
2003-02-26,205.49
2003-02-27,207.125
2003-02-28,208.259
2003-03-03,211.154
2003-03-04,211.504
2003-03-05,213.981
2003-03-06,214.075
2003-03-07,214.804
2003-03-10,212.198
2003-03-11,211.183
2003-03-12,208.571
2003-03-13,205.371
2003-03-14,203.06
2003-03-17,201.418
2003-03-18,202.087
2003-03-19,200.804
2003-03-20,202.113
2003-03-21,202.663
2003-03-24,204.467
2003-03-25,205.226
2003-03-26,206.207
2003-03-27,207.006
2003-03-28,207.178
2003-03-31,210.235
2003-04-01,211.013
2003-04-02,211.921
2003-04-03,209.052
2003-04-04,209.695
2003-04-07,209.692
2003-04-08,209.112
2003-04-09,209.115
2003-04-10,212.447
2003-04-11,210.782
2003-04-14,211.177
2003-04-15,211.311
2003-04-16,210.984
2003-04-17,211.792
2003-04-18,211.792
2003-04-21,210.879
2003-04-22,212.775
2003-04-23,216.124
2003-04-24,219.519
2003-04-25,218.519
2003-04-28,219.565
2003-04-29,222.196
2003-04-30,226.181
2003-05-01,228.258
2003-05-02,233.588
2003-05-05,237.965
2003-05-06,242.069
2003-05-07,243.995
2003-05-08,244.616
2003-05-09,244.828
2003-05-12,249.876
2003-05-13,248.209
2003-05-14,248.332
2003-05-15,249.124
2003-05-16,250.403
2003-05-19,250.269
2003-05-20,251.689
2003-05-21,252.473
2003-05-22,251.668
2003-05-23,253.532
2003-05-26,254.883
2003-05-27,253.422
2003-05-28,250.109
2003-05-29,251.962
2003-05-30,244.298
2003-06-02,249.266
2003-06-03,250.199
2003-06-04,249.195
2003-06-05,253.633
2003-06-06,251.68
2003-06-09,253.047
2003-06-10,251.857
2003-06-11,254.318
2003-06-12,251.087
2003-06-13,253.707
2003-06-16,254.924
2003-06-17,254.441
2003-06-18,253.522
2003-06-19,253.381
2003-06-20,252.737
2003-06-23,250.648
2003-06-24,249.313
2003-06-25,249.486
2003-06-26,247.992
2003-06-27,248.835
2003-06-30,248.98
2003-07-01,252.394
2003-07-02,254.062
2003-07-03,252.846
2003-07-04,252.931
2003-07-07,252.591
2003-07-08,249.214
2003-07-09,250.16
2003-07-10,248.852
2003-07-11,248.826
2003-07-14,251.478
2003-07-15,250.654
2003-07-16,251.034
2003-07-17,249.548
2003-07-18,250.829
2003-07-21,251.361
2003-07-22,249.404
2003-07-23,254.686
2003-07-24,254.494
2003-07-25,255.996
2003-07-28,254.482
2003-07-29,254.59
2003-07-30,251.069
2003-07-31,246.649
2003-08-01,246.478
2003-08-04,248.14
2003-08-05,249.322
2003-08-06,248.807
2003-08-07,250.308
2003-08-08,248.436
2003-08-11,248.079
2003-08-12,248.586
2003-08-13,248.907
2003-08-14,248.71
2003-08-15,248.534
2003-08-18,246.828
2003-08-19,247.571
2003-08-20,248.68
2003-08-21,245.274
2003-08-22,242.888
2003-08-25,244.287
2003-08-26,245.086
2003-08-27,245.591
2003-08-28,245.79
2003-08-29,245.745
2003-09-01,246.157
2003-09-02,245.674
2003-09-03,245.324
2003-09-04,245.614
2003-09-05,248.694
2003-09-08,252.133
2003-09-09,252.689
2003-09-10,251.991
2003-09-11,252.72
2003-09-12,255.067
2003-09-15,252.167
2003-09-16,249.859
2003-09-17,250.507
2003-09-18,251.112
2003-09-19,253.964
2003-09-22,255.671
2003-09-23,255.311
2003-09-24,254.08
2003-09-25,253.388
2003-09-26,252.414
2003-09-29,254.493
2003-09-30,257.624
2003-10-01,257.774
2003-10-02,258.213
2003-10-03,257.755
2003-10-06,259.295
2003-10-07,261.857
2003-10-08,264.15
2003-10-09,262.915
2003-10-10,265.19
2003-10-13,264.372
2003-10-14,265.613
2003-10-15,264.512
2003-10-16,266.708
2003-10-17,265.236
2003-10-20,266.181
2003-10-21,265.412
2003-10-22,267.136
2003-10-23,265.637
2003-10-24,266.756
2003-10-27,265.83
2003-10-28,264.655
2003-10-29,266.286
2003-10-30,267.364
2003-10-31,265.477
2003-11-03,265.168
2003-11-04,267.148
2003-11-05,265.496
2003-11-06,263.653
2003-11-07,265.617
2003-11-10,266.617
2003-11-11,265.563
2003-11-12,268.689
2003-11-13,272.82
2003-11-14,275.066
2003-11-17,274.382
2003-11-18,278.355
2003-11-19,280.706
2003-11-20,278.225
2003-11-21,279.568
2003-11-24,278.639
2003-11-25,279.194
2003-11-26,280.73
2003-11-27,282.289
2003-11-28,285.108
2003-12-01,286.832
2003-12-02,289.73
2003-12-03,289.739
2003-12-04,287.308
2003-12-05,289.821
2003-12-08,291.647
2003-12-09,293.24
2003-12-10,291.224
2003-12-11,288.366
2003-12-12,293.009
2003-12-15,294.475
2003-12-16,292.2
2003-12-17,292.902
2003-12-18,294.929
2003-12-19,297.281
2003-12-22,299.978
2003-12-23,302.343
2003-12-24,303.195
2003-12-25,303.195
2003-12-26,303.074
2003-12-29,303.981
2003-12-30,304.523
2003-12-31,306.54
2004-01-01,306.54
2004-01-02,309.263
2004-01-05,315.65
2004-01-06,317.543
2004-01-07,319.506
2004-01-08,323.09
2004-01-09,325.488
2004-01-12,324.353
2004-01-13,327.298
2004-01-14,329.529
2004-01-15,329.016
2004-01-16,326.517
2004-01-19,326.155
2004-01-20,326.936
2004-01-21,330.373
2004-01-22,338.157
2004-01-23,336.948
2004-01-26,331.39
2004-01-27,336.19
2004-01-28,337.515
2004-01-29,327.987
2004-01-30,327.847
2004-02-02,333.229
2004-02-03,336.597
2004-02-04,337.181
2004-02-05,337.283
2004-02-06,339.69
2004-02-09,342.133
2004-02-10,342.788
2004-02-11,344.061
2004-02-12,349.353
2004-02-13,351.894
2004-02-16,352.054
2004-02-17,350.964
2004-02-18,351.854
2004-02-19,348.529
2004-02-20,345.375
2004-02-23,345.839
2004-02-24,346.93
2004-02-25,344.038
2004-02-26,341.418
2004-02-27,340.234
2004-03-01,341.614
2004-03-02,340.663
2004-03-03,338.195
2004-03-04,344.957
2004-03-05,350.946
2004-03-08,351.749
2004-03-09,350.317
2004-03-10,344.903
2004-03-11,342.122
2004-03-12,339.135
2004-03-15,336.165
2004-03-16,341.366
2004-03-17,341.154
2004-03-18,344.848
2004-03-19,346.377
2004-03-22,339.959
2004-03-23,341.548
2004-03-24,347.244
2004-03-25,347.484
2004-03-26,345.204
2004-03-29,347.72
2004-03-30,348.606
2004-03-31,354.495
2004-04-01,361.85
2004-04-02,359.405
2004-04-05,358.456
2004-04-06,358.868
2004-04-07,363.83
2004-04-08,363.82
2004-04-09,363.82
2004-04-12,362.798
2004-04-13,360.291
2004-04-14,357.418
2004-04-15,357.399
2004-04-16,361.897
2004-04-19,360.947
2004-04-20,358.11
2004-04-21,356.521
2004-04-22,353.344
2004-04-23,352.251
2004-04-26,355.31
2004-04-27,357.703
2004-04-28,355.76
2004-04-29,355.319
2004-04-30,353.952
2004-05-03,354.04
2004-05-04,360.97
2004-05-05,361.559
2004-05-06,355.291
2004-05-07,350.533
2004-05-10,339.341
2004-05-11,339.307
2004-05-12,340.351
2004-05-13,338.417
2004-05-14,331.627
2004-05-17,329.737
2004-05-18,331.518
2004-05-19,341.858
2004-05-20,338.819
2004-05-21,341.856
2004-05-24,344.112
2004-05-25,345.528
2004-05-26,347.626
2004-05-27,354.633
2004-05-28,356.93
2004-05-31,356.93
2004-06-01,349.774
2004-06-02,352.389
2004-06-03,352.854
2004-06-04,356.233
2004-06-07,361.155
2004-06-08,360.295
2004-06-09,353.353
2004-06-10,353.382
2004-06-11,352.702
2004-06-14,355.089
2004-06-15,356.264
2004-06-16,358.875
2004-06-17,363.445
2004-06-18,368.624
2004-06-21,370.928
2004-06-22,364.899
2004-06-23,367.22
2004-06-24,371.758
2004-06-25,370.461
2004-06-28,375.472
2004-06-29,374.91
2004-06-30,376.444
2004-07-01,376.717
2004-07-02,385.173
2004-07-05,382.292
2004-07-06,379.131
2004-07-07,383.876
2004-07-08,386.781
2004-07-09,390.944
2004-07-12,389.82
2004-07-13,389.402
2004-07-14,387.116
2004-07-15,385.847
2004-07-16,391.283
2004-07-19,388.79
2004-07-20,389.232
2004-07-21,382.259
2004-07-22,377.391
2004-07-23,376.628
2004-07-26,377.188
2004-07-27,379.395
2004-07-28,382.279
2004-07-29,380.918
2004-07-30,381.027
2004-08-02,379.188
2004-08-03,382.029
2004-08-04,381.805
2004-08-05,382.327
2004-08-06,382.2
2004-08-09,379.519
2004-08-10,383.909
2004-08-11,379.788
2004-08-12,383.522
2004-08-13,388.322
2004-08-16,394.011
2004-08-17,390.698
2004-08-18,391.437
2004-08-19,380.305
2004-08-20,377.28
2004-08-23,374.027
2004-08-24,373.795
2004-08-25,376.02
2004-08-26,377.427
2004-08-27,379.342
2004-08-30,376.936
2004-08-31,380.543
2004-09-01,382.732
2004-09-02,383.953
2004-09-03,382.223
2004-09-06,383.875
2004-09-07,382.408
2004-09-08,384.44
2004-09-09,383.918
2004-09-10,388.578
2004-09-13,384.276
2004-09-14,386.069
2004-09-15,380.346
2004-09-16,382.058
2004-09-17,387.327
2004-09-20,387.535
2004-09-21,395.768
2004-09-22,393.487
2004-09-23,395.63
2004-09-24,392.055
2004-09-27,396.059
2004-09-28,393.561
2004-09-29,397.475
2004-09-30,399.64
2004-10-01,402.808
2004-10-04,400.657
2004-10-05,405.646
2004-10-06,409.837
2004-10-07,409.062
2004-10-08,413.503
2004-10-11,412.382
2004-10-12,404.686
2004-10-13,402.543
2004-10-14,405.92
2004-10-15,409.257
2004-10-18,411.828
2004-10-19,413.016
2004-10-20,413.263
2004-10-21,415.956
2004-10-22,418.575
2004-10-25,418.045
2004-10-26,418.012
2004-10-27,418.812
2004-10-28,422.402
2004-10-29,420.895
2004-11-01,421.705
2004-11-02,429.087
2004-11-03,432.861
2004-11-04,440.18
2004-11-05,441.461
2004-11-08,443.703
2004-11-09,441.936
2004-11-10,444.068
2004-11-11,447.796
2004-11-12,446.21
2004-11-15,443.258
2004-11-16,445.406
2004-11-17,453.778
2004-11-18,457.481
2004-11-19,461.778
2004-11-22,460.141
2004-11-23,462.779
2004-11-24,468.531
2004-11-25,474.072
2004-11-26,474.464
2004-11-29,478.548
2004-11-30,476.418
2004-12-01,484.14
2004-12-02,484.908
2004-12-03,490.576
2004-12-06,493.598
2004-12-07,496.142
2004-12-08,490.212
2004-12-09,484.398
2004-12-10,482.636
2004-12-13,490.994
2004-12-14,494.14
2004-12-15,499.697
2004-12-16,494.826
2004-12-17,493.193
2004-12-20,502.721
2004-12-21,501.848
2004-12-22,502.665
2004-12-23,506.958
2004-12-24,508.272
2004-12-27,512.364
2004-12-28,513.291
2004-12-29,513.047
2004-12-30,514.791
2004-12-31,513.375
2005-01-03,512.863
2005-01-04,509.906
2005-01-05,504.75
2005-01-06,500.777
2005-01-07,500.958
2005-01-10,499.287
2005-01-11,497.789
2005-01-12,500.137
2005-01-13,495.665
2005-01-14,492.853
2005-01-17,495.677
2005-01-18,495.606
2005-01-19,493.036
2005-01-20,488.916
2005-01-21,492.547
2005-01-24,495.323
2005-01-25,497.794
2005-01-26,504.212
2005-01-27,506.381
2005-01-28,502.504
2005-01-31,503.765
2005-02-01,506.875
2005-02-02,508.487
2005-02-03,506.219
2005-02-04,512.499
2005-02-07,509.689
2005-02-08,507.872
2005-02-09,508.677
2005-02-10,511.197
2005-02-11,513.666
2005-02-14,520.149
2005-02-15,523.399
2005-02-16,526.009
2005-02-17,529.026
2005-02-18,533.083
2005-02-21,530.728
2005-02-22,531.806
2005-02-23,524.198
2005-02-24,531.907
2005-02-25,542.145
2005-02-28,550.0
2005-03-01,546.307
2005-03-02,541.652
2005-03-03,548.438
2005-03-04,558.369
2005-03-07,561.195
2005-03-08,563.25
2005-03-09,559.812
2005-03-10,558.631
2005-03-11,560.294
2005-03-14,556.949
2005-03-15,555.413
2005-03-16,552.526
2005-03-17,545.316
2005-03-18,538.094
2005-03-21,528.81
2005-03-22,534.906
2005-03-23,521.622
2005-03-24,521.54
2005-03-25,521.54
2005-03-28,517.879
2005-03-29,522.945
2005-03-30,525.421
2005-03-31,526.625
2005-04-01,531.743
2005-04-04,527.328
2005-04-05,531.801
2005-04-06,532.732
2005-04-07,533.788
2005-04-08,532.45
2005-04-11,535.282
2005-04-12,532.373
2005-04-13,535.999
2005-04-14,527.544
2005-04-15,524.689
2005-04-18,513.881
2005-04-19,515.829
2005-04-20,521.096
2005-04-21,524.098
2005-04-22,525.628
2005-04-25,523.083
2005-04-26,523.053
2005-04-27,513.407
2005-04-28,508.379
2005-04-29,506.765
2005-05-02,506.524
2005-05-03,505.384
2005-05-04,506.659
2005-05-05,506.052
2005-05-06,500.183
2005-05-09,507.605
2005-05-10,510.393
2005-05-11,508.453
2005-05-12,504.039
2005-05-13,500.009
2005-05-16,499.021
2005-05-17,497.807
2005-05-18,504.129
2005-05-19,508.059
2005-05-20,510.577
2005-05-23,513.775
2005-05-24,514.292
2005-05-25,518.6
2005-05-26,515.635
2005-05-27,527.819
2005-05-30,528.028
2005-05-31,525.159
2005-06-01,527.323
2005-06-02,529.428
2005-06-03,527.647
2005-06-06,529.664
2005-06-07,530.331
2005-06-08,536.058
2005-06-09,534.142
2005-06-10,535.997
2005-06-13,534.172
2005-06-14,536.726
2005-06-15,542.138
2005-06-16,545.332
2005-06-17,556.61
2005-06-20,553.986
2005-06-21,553.769
2005-06-22,550.832
2005-06-23,546.852
2005-06-24,544.059
2005-06-27,549.253
2005-06-28,551.149
2005-06-29,551.977
2005-06-30,556.809
2005-07-01,558.036
2005-07-04,553.539
2005-07-05,557.884
2005-07-06,556.321
2005-07-07,554.845
2005-07-08,558.287
2005-07-11,561.997
2005-07-12,565.866
2005-07-13,563.856
2005-07-14,566.503
2005-07-15,559.636
2005-07-18,561.795
2005-07-19,561.81
2005-07-20,560.968
2005-07-21,563.184
2005-07-22,563.333
2005-07-25,565.454
2005-07-26,562.099
2005-07-27,566.144
2005-07-28,572.394
2005-07-29,578.42
2005-08-01,588.517
2005-08-02,588.92
2005-08-03,600.375
2005-08-04,603.077
2005-08-05,598.537
2005-08-08,600.233
2005-08-09,605.522
2005-08-10,612.367
2005-08-11,612.916
2005-08-12,612.289
2005-08-15,609.014
2005-08-16,605.939
2005-08-17,600.273
2005-08-18,588.073
2005-08-19,590.023
2005-08-22,598.511
2005-08-23,598.728
2005-08-24,597.316
2005-08-25,605.436
2005-08-26,606.053
2005-08-29,607.029
2005-08-30,605.182
2005-08-31,614.906
2005-09-01,627.808
2005-09-02,634.575
2005-09-05,629.401
2005-09-06,625.893
2005-09-07,628.475
2005-09-08,627.889
2005-09-09,632.712
2005-09-12,630.979
2005-09-13,628.816
2005-09-14,633.027
2005-09-15,626.754
2005-09-16,631.566
2005-09-19,626.557
2005-09-20,630.482
2005-09-21,627.215
2005-09-22,621.447
2005-09-23,616.942
2005-09-26,614.231
2005-09-27,614.774
2005-09-28,617.607
2005-09-29,616.807
2005-09-30,624.571
2005-10-03,624.198
2005-10-04,622.389
2005-10-05,615.398
2005-10-06,612.862
2005-10-07,609.444
2005-10-10,607.286
2005-10-11,604.401
2005-10-12,606.089
2005-10-13,586.197
2005-10-14,587.25
2005-10-17,587.757
2005-10-18,582.321
2005-10-19,576.193
2005-10-20,575.384
2005-10-21,574.487
2005-10-24,576.32
2005-10-25,586.309
2005-10-26,585.292
2005-10-27,588.493
2005-10-28,589.036
2005-10-31,598.737
2005-11-01,599.386
2005-11-02,604.616
2005-11-03,604.607
2005-11-04,596.786
2005-11-07,598.009
2005-11-08,593.342
