Date,SWITZERLAND MID CAP Mid Cap
2005-03-31,582.543
2005-04-29,551.401
2005-05-31,541.627
2005-06-30,546.083
2005-07-29,571.41
2005-08-31,579.521
2005-09-30,589.87
2005-10-31,583.585
2005-11-30,604.498
2005-12-30,634.867
2006-01-31,666.625
2006-02-28,672.021
2006-03-31,699.316
2006-04-28,749.351
2006-05-31,728.857
2006-06-30,722.568
2006-07-31,730.635
2006-08-31,752.857
2006-09-29,772.666
2006-10-31,804.192
2006-11-30,835.975
2006-12-29,868.719
2007-01-31,898.085
2007-02-28,897.896
2007-03-30,939.053
2007-04-30,989.36
2007-05-31,1000.0
2007-06-29,986.466
2007-07-31,957.482
2007-08-31,898.534
2007-09-28,909.661
2007-10-31,983.611
2007-11-30,946.857
2007-12-31,930.732
2008-01-31,865.321
2008-02-29,898.61
2008-03-31,936.979
2008-04-30,937.938
2008-05-30,964.705
2008-06-30,879.952
2008-07-31,839.213
2008-08-29,816.229
2008-09-30,711.186
2008-10-31,536.084
2008-11-28,486.837
2008-12-31,552.786
2009-01-30,493.688
2009-02-27,454.21
2009-03-31,479.972
2009-04-30,553.02
2009-05-29,610.688
2009-06-30,608.598
2009-07-31,655.755
2009-08-31,701.966
2009-09-30,749.682
2009-10-30,710.955
2009-11-30,738.034
2009-12-31,751.637
2010-01-29,746.397
2010-02-26,721.936
2010-03-31,777.731
2010-04-30,753.777
2010-05-31,666.1
2010-06-30,694.107
2010-07-30,738.28
2010-08-31,752.553
2010-09-30,812.423
2010-10-29,845.576
2010-11-30,845.994
2010-12-31,928.562
2011-01-31,905.748
2011-02-28,928.973
2011-03-31,936.065
2011-04-29,1006.393
2011-05-31,988.406
2011-06-30,935.374
2011-07-29,936.361
2011-08-31,841.004
2011-09-30,718.251
2011-10-31,811.176
2011-11-30,764.208
2011-12-30,760.374
2012-01-31,791.482
2012-02-29,825.245
2012-03-30,834.371
2012-04-30,832.434
2012-05-31,724.581
2012-06-29,779.68
2012-07-31,784.261
2012-08-31,799.48
2012-09-28,832.105
2012-10-31,841.016
2012-11-30,856.502
2012-12-31,878.246
2013-01-31,941.93
2013-02-28,965.102
2013-03-29,978.24
2013-04-30,1013.638
2013-05-31,1011.572
2013-06-28,1008.815
2013-07-31,1082.995
2013-08-30,1065.134
2013-09-30,1139.835
2013-10-31,1199.831
2013-11-29,1216.417
2013-12-31,1252.47
2014-01-31,1249.742
2014-02-28,1336.255
2014-03-31,1343.334
2014-04-30,1379.694
2014-05-30,1382.669
2014-06-30,1422.052
2014-07-31,1385.529
2014-08-29,1419.585
2014-09-30,1353.6
2014-10-31,1346.834
2014-11-28,1383.4
2014-12-31,1348.783
2015-01-30,1350.997
2015-02-27,1441.678
2015-03-31,1419.767
2015-04-30,1486.85
2015-05-29,1487.473
2015-06-30,1440.631
2015-07-31,1495.625
2015-08-31,1405.653
2015-09-30,1332.031
2015-10-30,1433.168
2015-11-30,1422.623
2015-12-31,1450.802
2016-01-29,1374.896
2016-02-29,1391.583
2016-03-31,1483.482
2016-04-29,1515.437
2016-05-31,1519.367
2016-06-30,1476.437
2016-07-29,1538.705
2016-08-31,1554.737
2016-09-30,1575.91
2016-10-31,1509.335
2016-11-30,1521.375
2016-12-30,1571.074
2017-01-31,1667.802
2017-02-28,1720.66
2017-03-31,1759.554
2017-04-28,1841.764
2017-05-31,1939.307
2017-06-30,1938.794
2017-07-31,1997.094
2017-08-31,1999.508
2017-09-29,2073.814
2017-10-31,2084.448
2017-11-30,2077.666
2017-12-29,2119.545
2018-01-31,2261.928
2018-02-28,2135.896
2018-03-30,2081.091
2018-04-30,2102.517
2018-05-31,2121.049
2018-06-29,2143.844
2018-07-31,2241.003
2018-08-31,2305.877
2018-09-28,2279.179
2018-10-31,2081.389
2018-11-30,2025.4
2018-12-31,1894.097
2019-01-31,2031.929
2019-02-28,2116.061
2019-03-29,2173.749
2019-04-30,2273.175
2019-05-31,2257.312
2019-06-28,2457.576
2019-07-31,2397.401
2019-08-30,2378.524
2019-09-30,2413.014
2019-10-31,2504.378
2019-11-29,2554.915
2019-12-31,2684.861
2020-01-31,2716.73
2020-02-28,2524.704
2020-03-31,2238.99
2020-04-30,2354.058
2020-05-29,2526.47
2020-06-30,2567.588
2020-07-31,2723.232
2020-08-31,2869.671
2020-09-30,2823.041
2020-10-30,2674.568
2020-11-30,3054.571
2020-12-31,3228.925
2021-01-29,3162.099
2021-02-26,3218.087
2021-03-31,3296.558
2021-04-30,3467.317
2021-05-31,3757.99
2021-06-30,3735.505
2021-07-30,3859.083
2021-08-31,3817.369
2021-09-30,3522.65
2021-10-29,3736.876
2021-11-30,3559.498
2021-12-31,3838.984
2022-01-31,3472.19
2022-02-28,3404.788
2022-03-31,3424.339
2022-04-29,3117.818
2022-05-31,3057.535
2022-06-30,2750.073
2022-07-29,2935.087
2022-08-31,2698.865
2022-09-30,2414.987
2022-10-31,2494.698
2022-11-30,2775.113
2022-12-30,2806.976
2023-01-31,3126.482
2023-02-28,3120.273
2023-03-31,3242.865
2023-04-28,3392.572
2023-05-31,3242.488
2023-06-30,3222.788
2023-07-31,3514.837
2023-08-31,3367.858
2023-09-29,3173.9
2023-10-31,3098.316
2023-11-30,3381.187
2023-12-29,3625.659
2024-01-31,3500.805
2024-02-29,3401.331
2024-03-29,3428.299
2024-04-30,3317.479
2024-05-31,3621.628
2024-06-28,3584.867
2024-07-31,3714.674
2024-08-30,3867.441
2024-09-30,3926.155
2024-10-31,3775.295
2024-11-29,3674.11
2024-12-31,3542.981
2025-01-31,3775.177
2025-02-28,3760.229
2025-03-31,3702.597
2025-04-30,3912.054
2025-05-30,4178.541
2025-06-30,4281.097
2025-07-31,4325.526
2025-08-29,4483.586
2025-09-30,4428.539
2025-10-31,4597.548
