Date,WORLD ex USA Standard (Large+Mid Cap)
2019-08-30,7857.563
2019-09-30,8082.254
2019-10-31,8344.762
2019-11-29,8450.486
2019-12-31,8721.855
2020-01-31,8554.318
2020-02-28,7796.355
2020-03-31,6703.052
2020-04-30,7176.054
2020-05-29,7485.751
2020-06-30,7745.159
2020-07-31,7953.456
2020-08-31,8365.182
2020-09-30,8133.562
2020-10-30,7815.143
2020-11-30,9015.514
2020-12-31,9427.512
2021-01-29,9328.262
2021-02-26,9567.558
2021-03-31,9820.602
2021-04-30,10137.524
2021-05-31,10499.004
2021-06-30,10395.547
2021-07-30,10466.111
2021-08-31,10635.435
2021-09-30,10337.594
2021-10-29,10648.116
2021-11-30,10151.677
2021-12-31,10669.129
2022-01-31,10199.549
2022-02-28,10042.166
2022-03-31,10169.894
2022-04-29,9510.299
2022-05-31,9601.867
2022-06-30,8701.041
2022-07-29,9135.128
2022-08-31,8710.034
2022-09-30,7908.09
2022-10-31,8345.264
2022-11-30,9235.913
2022-12-30,9194.272
2023-01-31,9949.604
2023-02-28,9718.879
2023-03-31,9946.892
2023-04-28,10239.247
2023-05-31,9805.188
2023-06-30,10274.879
2023-07-31,10609.189
2023-08-31,10200.61
2023-09-29,9861.518
2023-10-31,9446.764
2023-11-30,10336.634
2023-12-29,10904.028
2024-01-31,10952.68
2024-02-29,11141.52
2024-03-29,11529.991
2024-04-30,11236.003
2024-05-31,11679.265
2024-06-28,11488.944
2024-07-31,11851.326
2024-08-30,12248.585
2024-09-30,12389.856
2024-10-31,11760.301
2024-11-29,11790.821
2024-12-31,11477.427
2025-01-31,12049.97
2025-02-28,12263.382
2025-03-31,12206.171
2025-04-30,12774.843
2025-05-30,13393.555
2025-06-30,13711.21
