Date,SPAIN LARGE VALUE Large Cap
2021-01-29,642.332
2021-02-26,678.453
2021-03-31,676.304
2021-04-30,728.066
2021-05-31,767.268
2021-06-30,718.189
2021-07-30,711.647
2021-08-31,724.458
2021-09-30,682.157
2021-10-29,727.784
2021-11-30,642.118
2021-12-31,691.238
2022-01-31,710.058
2022-02-28,697.902
2022-03-31,698.141
2022-04-29,679.742
2022-05-31,715.785
2022-06-30,636.82
2022-07-29,613.587
2022-08-31,597.784
2022-09-30,555.212
2022-10-31,610.478
2022-11-30,673.346
2022-12-30,695.831
2023-01-31,764.067
2023-02-28,802.511
2023-03-31,800.757
2023-04-28,823.864
2023-05-31,766.381
2023-06-30,843.522
2023-07-31,870.914
2023-08-31,843.386
2023-09-29,826.036
2023-10-31,809.844
2023-11-30,919.663
2023-12-29,925.142
2024-01-31,914.31
2024-02-29,917.596
2024-03-29,1041.63
2024-04-30,1035.134
2024-05-31,1089.488
2024-06-28,1017.703
2024-07-31,1067.922
2024-08-30,1110.517
2024-09-30,1164.653
2024-10-31,1121.317
2024-11-29,1069.569
2024-12-31,1060.524
2025-01-31,1164.832
2025-02-28,1322.376
2025-03-31,1404.943
2025-04-30,1514.88
2025-05-30,1632.815
2025-06-30,1684.635
2025-07-31,1727.132
2025-08-29,1864.093
2025-09-30,1946.93
2025-10-31,2010.193
2025-11-28,2119.497
