Date,AUSTRALIA LARGE GROWTH Large Cap
2001-07-17,301.933
2001-07-18,304.416
2001-07-19,302.687
2001-07-20,297.34
2001-07-23,298.268
2001-07-24,297.47
2001-07-25,294.126
2001-07-26,290.037
2001-07-27,289.154
2001-07-30,292.954
2001-07-31,296.388
2001-08-01,305.696
2001-08-02,313.054
2001-08-03,311.439
2001-08-06,307.819
2001-08-07,307.461
2001-08-08,307.503
2001-08-09,306.407
2001-08-10,305.014
2001-08-13,303.277
2001-08-14,301.878
2001-08-15,304.929
2001-08-16,301.034
2001-08-17,304.829
2001-08-20,296.697
2001-08-21,300.821
2001-08-22,302.21
2001-08-23,299.489
2001-08-24,300.835
2001-08-27,301.866
2001-08-28,299.295
2001-08-29,298.124
2001-08-30,295.044
2001-08-31,287.251
2001-09-03,294.255
2001-09-04,291.244
2001-09-05,292.005
2001-09-06,290.05
2001-09-07,284.0
2001-09-10,279.867
2001-09-11,286.168
2001-09-12,267.32
2001-09-13,271.888
2001-09-14,272.888
2001-09-17,256.36
2001-09-18,255.987
2001-09-19,262.278
2001-09-20,261.254
2001-09-21,252.398
2001-09-24,253.09
2001-09-25,256.861
2001-09-26,255.428
2001-09-27,255.659
2001-09-28,262.588
2001-10-01,266.189
2001-10-02,269.951
2001-10-03,267.176
2001-10-04,267.167
2001-10-05,278.47
2001-10-08,271.782
2001-10-09,272.113
2001-10-10,268.032
2001-10-11,273.96
2001-10-12,277.923
2001-10-15,280.983
2001-10-16,281.528
2001-10-17,281.196
2001-10-18,274.611
2001-10-19,268.966
2001-10-22,271.491
2001-10-23,275.002
2001-10-24,281.326
2001-10-25,275.879
2001-10-26,275.574
2001-10-29,271.518
2001-10-30,273.05
2001-10-31,271.775
2001-11-01,273.856
2001-11-02,268.522
2001-11-05,267.483
2001-11-06,274.674
2001-11-07,275.093
2001-11-08,273.596
2001-11-09,276.321
2001-11-12,282.068
2001-11-13,278.092
2001-11-14,284.096
2001-11-15,284.734
2001-11-16,287.84
2001-11-19,290.601
2001-11-20,293.373
2001-11-21,290.116
2001-11-22,289.289
2001-11-23,293.112
2001-11-26,295.212
2001-11-27,298.457
2001-11-28,295.642
2001-11-29,291.917
2001-11-30,297.534
2001-12-03,296.293
2001-12-04,291.857
2001-12-05,294.589
2001-12-06,301.603
2001-12-07,304.717
2001-12-10,299.232
2001-12-11,296.724
2001-12-12,294.03
2001-12-13,293.497
2001-12-14,289.82
2001-12-17,289.734
2001-12-18,290.852
2001-12-19,288.797
2001-12-20,286.643
2001-12-21,290.108
2001-12-24,293.147
2001-12-25,293.147
2001-12-26,292.945
2001-12-27,295.758
2001-12-28,296.537
2001-12-31,297.678
2002-01-01,297.678
2002-01-02,300.153
2002-01-03,297.601
2002-01-04,303.33
2002-01-07,305.648
2002-01-08,305.045
2002-01-09,305.09
2002-01-10,302.986
2002-01-11,301.88
2002-01-14,299.536
2002-01-15,298.998
2002-01-16,296.488
2002-01-17,292.652
2002-01-18,292.332
2002-01-21,293.916
2002-01-22,296.19
2002-01-23,295.536
2002-01-24,294.248
2002-01-25,294.89
2002-01-28,294.063
2002-01-29,290.787
2002-01-30,282.996
2002-01-31,286.674
2002-02-01,284.737
2002-02-04,285.964
2002-02-05,283.043
2002-02-06,278.068
2002-02-07,276.487
2002-02-08,283.655
2002-02-11,287.848
2002-02-12,286.291
2002-02-13,281.594
2002-02-14,283.88
2002-02-15,286.771
2002-02-18,288.219
2002-02-19,287.888
2002-02-20,284.455
2002-02-21,280.72
2002-02-22,275.842
2002-02-25,276.181
2002-02-26,278.636
2002-02-27,277.198
2002-02-28,275.766
2002-03-01,278.959
2002-03-04,285.418
2002-03-05,289.014
2002-03-06,295.869
2002-03-07,305.512
2002-03-08,301.544
2002-03-11,302.484
2002-03-12,298.2
2002-03-13,295.534
2002-03-14,297.565
2002-03-15,294.126
2002-03-18,298.91
2002-03-19,297.979
2002-03-20,301.606
2002-03-21,298.842
2002-03-22,297.853
2002-03-25,295.741
2002-03-26,290.499
2002-03-27,292.124
2002-03-28,297.486
2002-03-29,297.486
2002-04-01,298.016
2002-04-02,296.191
2002-04-03,292.411
2002-04-04,291.334
2002-04-05,293.114
2002-04-08,291.919
2002-04-09,287.962
2002-04-10,289.817
2002-04-11,292.863
2002-04-12,290.149
2002-04-15,288.145
2002-04-16,290.387
2002-04-17,295.989
2002-04-18,298.239
2002-04-19,296.274
2002-04-22,298.074
2002-04-23,294.672
2002-04-24,291.651
2002-04-25,292.889
2002-04-26,291.262
2002-04-29,285.637
2002-04-30,285.688
2002-05-01,286.243
2002-05-02,282.73
2002-05-03,282.691
2002-05-06,278.798
2002-05-07,276.605
2002-05-08,278.733
2002-05-09,281.269
2002-05-10,280.831
2002-05-13,278.283
2002-05-14,278.874
2002-05-15,293.43
2002-05-16,294.443
2002-05-17,300.015
2002-05-20,295.469
2002-05-21,294.265
2002-05-22,297.788
2002-05-23,294.382
2002-05-24,295.291
2002-05-27,295.367
2002-05-28,297.637
2002-05-29,298.519
2002-05-30,297.935
2002-05-31,294.371
2002-06-03,297.172
2002-06-04,296.337
2002-06-05,294.314
2002-06-06,295.994
2002-06-07,294.54
2002-06-10,292.588
2002-06-11,288.822
2002-06-12,290.768
2002-06-13,290.567
2002-06-14,282.15
2002-06-17,281.913
2002-06-18,287.288
2002-06-19,283.782
2002-06-20,285.937
2002-06-21,283.351
2002-06-24,280.128
2002-06-25,278.775
2002-06-26,270.444
2002-06-27,275.294
2002-06-28,273.508
2002-07-01,278.02
2002-07-02,277.869
2002-07-03,273.306
2002-07-04,274.748
2002-07-05,277.53
2002-07-08,282.17
2002-07-09,286.702
2002-07-10,281.388
2002-07-11,272.875
2002-07-12,274.119
2002-07-15,273.472
2002-07-16,267.594
2002-07-17,260.271
2002-07-18,263.996
2002-07-19,263.682
2002-07-22,259.274
2002-07-23,256.531
2002-07-24,245.305
2002-07-25,247.299
2002-07-26,240.678
2002-07-29,244.407
2002-07-30,254.463
2002-07-31,253.302
2002-08-01,248.85
2002-08-02,244.824
2002-08-05,237.033
2002-08-06,233.439
2002-08-07,245.666
2002-08-08,246.619
2002-08-09,251.292
2002-08-12,253.644
2002-08-13,252.288
2002-08-14,250.396
2002-08-15,255.334
2002-08-16,256.849
2002-08-19,257.347
2002-08-20,263.533
2002-08-21,260.559
2002-08-22,263.892
2002-08-23,264.137
2002-08-26,260.722
2002-08-27,263.788
2002-08-28,260.167
2002-08-29,257.85
2002-08-30,255.495
2002-09-02,258.133
2002-09-03,257.049
2002-09-04,249.687
2002-09-05,249.574
2002-09-06,248.583
2002-09-09,253.876
2002-09-10,254.12
2002-09-11,259.273
2002-09-12,261.147
2002-09-13,258.586
2002-09-16,258.391
2002-09-17,261.297
2002-09-18,256.889
2002-09-19,255.656
2002-09-20,252.316
2002-09-23,247.695
2002-09-24,247.404
2002-09-25,242.435
2002-09-26,243.365
2002-09-27,246.324
2002-09-30,241.365
2002-10-01,243.782
2002-10-02,246.867
2002-10-03,248.279
2002-10-04,248.871
2002-10-07,245.478
2002-10-08,245.099
2002-10-09,241.942
2002-10-10,240.1
2002-10-11,244.438
2002-10-14,248.737
2002-10-15,250.898
2002-10-16,253.204
2002-10-17,256.692
2002-10-18,261.196
2002-10-21,258.978
2002-10-22,259.24
2002-10-23,261.458
2002-10-24,262.943
2002-10-25,260.802
2002-10-28,265.791
2002-10-29,261.632
2002-10-30,257.262
2002-10-31,263.423
2002-11-01,260.539
2002-11-04,268.687
2002-11-05,270.666
2002-11-06,277.286
2002-11-07,276.898
2002-11-08,272.755
2002-11-11,266.89
2002-11-12,267.229
2002-11-13,265.594
2002-11-14,264.488
2002-11-15,270.58
2002-11-18,271.412
2002-11-19,269.779
2002-11-20,271.848
2002-11-21,273.484
2002-11-22,277.005
2002-11-25,275.232
2002-11-26,272.298
2002-11-27,267.026
2002-11-28,275.736
2002-11-29,278.596
2002-12-02,281.268
2002-12-03,279.864
2002-12-04,274.694
2002-12-05,276.081
2002-12-06,273.853
2002-12-09,273.568
2002-12-10,267.173
2002-12-11,266.058
2002-12-12,270.009
2002-12-13,266.236
2002-12-16,263.436
2002-12-17,270.535
2002-12-18,270.145
2002-12-19,269.094
2002-12-20,268.944
2002-12-23,273.19
2002-12-24,272.378
2002-12-25,272.378
2002-12-26,272.378
2002-12-27,270.44
2002-12-30,266.501
2002-12-31,268.023
2003-01-01,268.023
2003-01-02,269.979
2003-01-03,275.42
2003-01-06,281.212
2003-01-07,280.731
2003-01-08,279.615
2003-01-09,280.721
2003-01-10,283.153
2003-01-13,284.122
2003-01-14,284.948
2003-01-15,285.42
2003-01-16,283.399
2003-01-17,284.477
2003-01-20,282.76
2003-01-21,281.637
2003-01-22,278.103
2003-01-23,280.438
2003-01-24,281.622
2003-01-27,280.599
2003-01-28,272.19
2003-01-29,272.769
2003-01-30,272.747
2003-01-31,271.395
2003-02-03,267.724
2003-02-04,273.301
2003-02-05,270.502
2003-02-06,267.802
2003-02-07,271.369
2003-02-10,270.382
2003-02-11,267.108
2003-02-12,270.861
2003-02-13,265.756
2003-02-14,260.917
2003-02-17,263.998
2003-02-18,264.452
2003-02-19,269.904
2003-02-20,267.188
2003-02-21,264.536
2003-02-24,272.834
2003-02-25,267.325
2003-02-26,270.43
2003-02-27,266.282
2003-02-28,267.999
2003-03-03,273.887
2003-03-04,272.97
2003-03-05,267.851
2003-03-06,267.527
2003-03-07,262.535
2003-03-10,263.386
2003-03-11,256.045
2003-03-12,253.288
2003-03-13,253.074
2003-03-14,261.064
2003-03-17,259.554
2003-03-18,270.17
2003-03-19,270.743
2003-03-20,273.7
2003-03-21,273.162
2003-03-24,272.552
2003-03-25,272.368
2003-03-26,277.1
2003-03-27,276.721
2003-03-28,277.615
2003-03-31,277.779
2003-04-01,275.984
2003-04-02,276.407
2003-04-03,280.344
2003-04-04,282.418
2003-04-07,285.682
2003-04-08,286.959
2003-04-09,285.6
2003-04-10,281.697
2003-04-11,280.832
2003-04-14,281.965
2003-04-15,286.779
2003-04-16,291.584
2003-04-17,288.56
2003-04-18,288.56
2003-04-21,287.88
2003-04-22,294.027
2003-04-23,294.164
2003-04-24,292.269
2003-04-25,291.041
2003-04-28,288.91
2003-04-29,295.396
2003-04-30,296.924
2003-05-01,297.845
2003-05-02,293.84
2003-05-05,298.696
2003-05-06,297.047
2003-05-07,295.856
2003-05-08,299.037
2003-05-09,297.647
2003-05-12,301.386
2003-05-13,302.572
2003-05-14,301.989
2003-05-15,299.809
2003-05-16,301.629
2003-05-19,302.879
2003-05-20,299.271
2003-05-21,300.142
2003-05-22,304.108
2003-05-23,308.621
2003-05-26,309.229
2003-05-27,307.339
2003-05-28,306.431
2003-05-29,308.097
2003-05-30,308.597
2003-06-02,315.335
2003-06-03,313.696
2003-06-04,316.68
2003-06-05,320.443
2003-06-06,320.162
2003-06-09,318.951
2003-06-10,318.786
2003-06-11,323.996
2003-06-12,326.061
2003-06-13,326.712
2003-06-16,325.855
2003-06-17,330.302
2003-06-18,327.542
2003-06-19,326.357
2003-06-20,323.006
2003-06-23,320.735
2003-06-24,316.604
2003-06-25,320.25
2003-06-26,313.691
2003-06-27,316.139
2003-06-30,316.396
2003-07-01,320.008
2003-07-02,318.382
2003-07-03,321.296
2003-07-04,318.171
2003-07-07,319.971
2003-07-08,315.356
2003-07-09,310.366
2003-07-10,314.544
2003-07-11,314.169
2003-07-14,319.554
2003-07-15,316.101
2003-07-16,320.873
2003-07-17,317.601
2003-07-18,313.797
2003-07-21,316.595
2003-07-22,314.203
2003-07-23,320.463
2003-07-24,325.235
2003-07-25,327.023
2003-07-28,330.882
2003-07-29,329.436
2003-07-30,320.497
2003-07-31,320.362
2003-08-01,326.993
2003-08-04,322.63
2003-08-05,321.574
2003-08-06,322.991
2003-08-07,325.944
2003-08-08,328.05
2003-08-11,330.098
2003-08-12,329.601
2003-08-13,332.311
2003-08-14,331.504
2003-08-15,333.748
2003-08-18,334.741
2003-08-19,335.959
2003-08-20,338.598
2003-08-21,335.041
2003-08-22,335.479
2003-08-25,335.473
2003-08-26,333.208
2003-08-27,331.174
2003-08-28,332.682
2003-08-29,337.384
2003-09-01,339.055
2003-09-02,339.678
2003-09-03,337.588
2003-09-04,339.386
2003-09-05,339.043
2003-09-08,341.841
2003-09-09,347.69
2003-09-10,344.447
2003-09-11,340.806
2003-09-12,341.93
2003-09-15,341.49
2003-09-16,342.359
2003-09-17,347.873
2003-09-18,348.161
2003-09-19,350.014
2003-09-22,351.522
2003-09-23,347.552
2003-09-24,351.417
2003-09-25,347.257
2003-09-26,342.148
2003-09-29,342.161
2003-09-30,343.137
2003-10-01,342.15
2003-10-02,347.556
2003-10-03,347.138
2003-10-06,351.644
2003-10-07,355.619
2003-10-08,357.121
2003-10-09,359.606
2003-10-10,360.482
2003-10-13,362.111
2003-10-14,365.625
2003-10-15,364.78
2003-10-16,370.216
2003-10-17,369.214
2003-10-20,367.323
2003-10-21,372.465
2003-10-22,375.242
2003-10-23,365.457
2003-10-24,364.917
2003-10-27,365.476
2003-10-28,366.039
2003-10-29,366.479
2003-10-30,371.069
2003-10-31,374.405
2003-11-03,368.947
2003-11-04,369.361
2003-11-05,371.862
2003-11-06,372.003
2003-11-07,373.388
2003-11-10,376.406
2003-11-11,370.132
2003-11-12,370.779
2003-11-13,374.67
2003-11-14,370.046
2003-11-17,363.175
2003-11-18,366.675
2003-11-19,366.371
2003-11-20,367.493
2003-11-21,364.63
2003-11-24,360.819
2003-11-25,366.39
2003-11-26,369.182
2003-11-27,367.78
2003-11-28,369.916
2003-12-01,369.329
2003-12-02,376.202
2003-12-03,379.634
2003-12-04,378.859
2003-12-05,378.532
2003-12-08,379.647
2003-12-09,377.896
2003-12-10,380.027
2003-12-11,376.274
2003-12-12,382.904
2003-12-15,390.505
2003-12-16,383.535
2003-12-17,383.993
2003-12-18,380.104
2003-12-19,382.243
2003-12-22,385.57
2003-12-23,387.07
2003-12-24,391.218
2003-12-25,391.218
2003-12-26,390.429
2003-12-29,392.798
2003-12-30,398.993
2003-12-31,401.288
2004-01-01,401.288
2004-01-02,404.953
2004-01-05,410.299
2004-01-06,416.77
2004-01-07,410.212
2004-01-08,409.151
2004-01-09,409.616
2004-01-12,408.118
2004-01-13,407.247
2004-01-14,410.196
2004-01-15,403.97
2004-01-16,398.638
2004-01-19,397.056
2004-01-20,406.813
2004-01-21,409.062
2004-01-22,413.49
2004-01-23,413.612
2004-01-26,412.334
2004-01-27,411.506
2004-01-28,404.094
2004-01-29,392.318
2004-01-30,394.446
2004-02-02,393.393
2004-02-03,394.889
2004-02-04,391.324
2004-02-05,395.288
2004-02-06,397.712
2004-02-09,403.541
2004-02-10,406.561
2004-02-11,407.379
2004-02-12,416.898
2004-02-13,419.059
2004-02-16,419.891
2004-02-17,424.523
2004-02-18,424.433
2004-02-19,421.958
2004-02-20,415.176
2004-02-23,412.848
2004-02-24,413.319
2004-02-25,410.7
2004-02-26,410.826
2004-02-27,413.737
2004-03-01,417.039
2004-03-02,416.195
2004-03-03,407.136
2004-03-04,406.654
2004-03-05,416.001
2004-03-08,412.694
2004-03-09,413.437
2004-03-10,401.909
2004-03-11,393.682
2004-03-12,391.552
2004-03-15,395.853
2004-03-16,400.435
2004-03-17,399.986
2004-03-18,406.983
2004-03-19,407.945
2004-03-22,405.023
2004-03-23,402.14
2004-03-24,397.263
2004-03-25,394.757
2004-03-26,400.548
2004-03-29,401.729
2004-03-30,407.935
2004-03-31,412.585
2004-04-01,418.117
2004-04-02,414.752
2004-04-05,416.48
2004-04-06,420.208
2004-04-07,426.826
2004-04-08,424.579
2004-04-09,424.579
2004-04-12,426.751
2004-04-13,417.862
2004-04-14,405.393
2004-04-15,406.017
2004-04-16,410.175
2004-04-19,415.185
2004-04-20,411.816
2004-04-21,408.184
2004-04-22,405.543
2004-04-23,408.298
2004-04-26,407.759
2004-04-27,407.36
2004-04-28,401.57
2004-04-29,392.043
2004-04-30,395.23
2004-05-03,390.054
2004-05-04,399.012
2004-05-05,402.999
2004-05-06,399.865
2004-05-07,389.131
2004-05-10,376.587
2004-05-11,376.396
2004-05-12,381.065
2004-05-13,377.872
2004-05-14,378.662
2004-05-17,373.552
2004-05-18,376.305
2004-05-19,385.769
2004-05-20,380.425
2004-05-21,385.914
2004-05-24,384.788
2004-05-25,386.989
2004-05-26,391.383
2004-05-27,399.515
2004-05-28,396.222
2004-05-31,398.137
2004-06-01,395.794
2004-06-02,391.978
2004-06-03,384.905
2004-06-04,387.351
2004-06-07,395.97
2004-06-08,394.968
2004-06-09,387.735
2004-06-10,391.112
2004-06-11,390.324
2004-06-14,390.127
2004-06-15,386.833
2004-06-16,388.229
2004-06-17,388.606
2004-06-18,393.816
2004-06-21,397.583
2004-06-22,392.316
2004-06-23,393.909
2004-06-24,395.704
2004-06-25,395.259
2004-06-28,397.233
2004-06-29,390.006
2004-06-30,395.007
2004-07-01,399.687
2004-07-02,404.165
2004-07-05,402.593
2004-07-06,405.738
2004-07-07,411.058
2004-07-08,410.472
2004-07-09,409.314
2004-07-12,412.763
2004-07-13,411.296
2004-07-14,407.831
2004-07-15,409.197
2004-07-16,415.789
2004-07-19,417.074
2004-07-20,410.772
2004-07-21,403.458
2004-07-22,401.217
2004-07-23,395.42
2004-07-26,395.254
2004-07-27,391.799
2004-07-28,391.837
2004-07-29,391.766
2004-07-30,399.022
2004-08-02,400.859
2004-08-03,403.083
2004-08-04,402.379
2004-08-05,398.718
2004-08-06,402.887
2004-08-09,401.592
2004-08-10,399.716
2004-08-11,399.393
2004-08-12,395.35
2004-08-13,397.644
2004-08-16,398.906
2004-08-17,399.509
2004-08-18,398.823
2004-08-19,404.674
2004-08-20,405.539
2004-08-23,407.13
2004-08-24,400.702
2004-08-25,397.485
2004-08-26,395.908
2004-08-27,400.529
2004-08-30,396.652
2004-08-31,400.295
2004-09-01,401.591
2004-09-02,397.447
2004-09-03,394.243
2004-09-06,395.614
2004-09-07,398.64
2004-09-08,398.939
2004-09-09,395.09
2004-09-10,404.375
2004-09-13,403.794
2004-09-14,411.145
2004-09-15,408.354
2004-09-16,410.929
2004-09-17,411.217
2004-09-20,415.007
2004-09-21,415.219
2004-09-22,419.324
2004-09-23,422.536
2004-09-24,418.074
2004-09-27,418.163
2004-09-28,421.488
2004-09-29,426.16
2004-09-30,431.521
2004-10-01,429.275
2004-10-04,433.506
2004-10-05,436.448
2004-10-06,436.469
2004-10-07,439.718
2004-10-08,441.956
2004-10-11,443.691
2004-10-12,442.236
2004-10-13,436.273
2004-10-14,438.535
2004-10-15,439.161
2004-10-18,434.058
2004-10-19,435.038
2004-10-20,435.078
2004-10-21,435.926
2004-10-22,436.513
2004-10-25,436.058
2004-10-26,440.292
2004-10-27,446.687
2004-10-28,447.679
2004-10-29,445.153
2004-11-01,445.995
2004-11-02,448.028
2004-11-03,460.006
2004-11-04,462.123
2004-11-05,461.848
2004-11-08,457.405
2004-11-09,459.996
2004-11-10,462.686
2004-11-11,468.585
2004-11-12,473.169
2004-11-15,479.779
2004-11-16,477.965
2004-11-17,483.068
2004-11-18,482.735
2004-11-19,487.862
2004-11-22,482.883
2004-11-23,490.482
2004-11-24,496.287
2004-11-25,504.996
2004-11-26,506.099
2004-11-29,506.312
2004-11-30,500.559
2004-12-01,494.118
2004-12-02,501.242
2004-12-03,499.963
2004-12-06,500.957
2004-12-07,497.262
2004-12-08,477.515
2004-12-09,474.109
2004-12-10,475.274
2004-12-13,481.398
2004-12-14,486.011
2004-12-15,490.67
2004-12-16,489.699
2004-12-17,492.523
2004-12-20,498.576
2004-12-21,502.527
2004-12-22,504.406
2004-12-23,505.779
2004-12-24,511.658
2004-12-27,515.142
2004-12-28,515.407
2004-12-29,512.046
2004-12-30,516.508
2004-12-31,518.739
2005-01-03,514.074
2005-01-04,507.481
2005-01-05,503.409
2005-01-06,499.227
2005-01-07,501.322
2005-01-10,503.631
2005-01-11,507.654
2005-01-12,511.247
2005-01-13,509.93
2005-01-14,506.272
2005-01-17,509.439
2005-01-18,504.972
2005-01-19,507.536
2005-01-20,504.272
2005-01-21,508.707
2005-01-24,512.027
2005-01-25,512.799
2005-01-26,519.371
2005-01-27,528.843
2005-01-28,525.75
2005-01-31,525.178
2005-02-01,527.441
2005-02-02,531.245
2005-02-03,530.027
2005-02-04,532.392
2005-02-07,537.573
2005-02-08,530.107
2005-02-09,527.185
2005-02-10,533.748
2005-02-11,537.318
2005-02-14,540.566
2005-02-15,537.927
2005-02-16,540.341
2005-02-17,552.234
2005-02-18,552.195
2005-02-21,554.844
2005-02-22,552.178
2005-02-23,548.701
2005-02-24,545.913
2005-02-25,552.553
2005-02-28,571.548
2005-03-01,568.001
2005-03-02,563.135
2005-03-03,567.417
2005-03-04,573.641
2005-03-07,578.837
2005-03-08,581.447
2005-03-09,579.674
2005-03-10,574.528
2005-03-11,574.024
2005-03-14,575.474
2005-03-15,573.667
2005-03-16,576.792
2005-03-17,575.586
2005-03-18,581.256
2005-03-21,581.884
2005-03-22,577.466
2005-03-23,557.524
2005-03-24,549.485
2005-03-25,549.485
2005-03-28,547.527
2005-03-29,544.135
2005-03-30,542.887
2005-03-31,545.076
2005-04-01,551.329
2005-04-04,545.002
2005-04-05,547.181
2005-04-06,541.872
2005-04-07,545.87
2005-04-08,553.676
2005-04-11,550.936
2005-04-12,551.027
2005-04-13,552.588
2005-04-14,537.613
2005-04-15,524.553
2005-04-18,511.724
2005-04-19,524.385
2005-04-20,530.23
2005-04-21,529.665
2005-04-22,537.415
2005-04-25,534.634
2005-04-26,532.406
2005-04-27,528.652
2005-04-28,523.949
2005-04-29,522.664
2005-05-02,528.562
2005-05-03,520.663
2005-05-04,518.337
2005-05-05,522.379
2005-05-06,523.033
2005-05-09,525.371
2005-05-10,527.287
2005-05-11,527.224
2005-05-12,522.174
2005-05-13,512.529
2005-05-16,502.228
2005-05-17,503.083
2005-05-18,509.576
2005-05-19,516.565
2005-05-20,512.137
2005-05-23,518.955
2005-05-24,526.327
2005-05-25,524.803
2005-05-26,522.963
2005-05-27,529.436
2005-05-30,534.47
2005-05-31,527.591
2005-06-01,529.782
2005-06-02,540.067
2005-06-03,545.42
2005-06-06,553.237
2005-06-07,554.258
2005-06-08,553.199
2005-06-09,551.205
2005-06-10,551.218
2005-06-13,550.676
2005-06-14,554.158
2005-06-15,559.426
2005-06-16,567.276
2005-06-17,581.063
2005-06-20,579.763
2005-06-21,580.101
2005-06-22,578.31
2005-06-23,570.061
2005-06-24,566.329
2005-06-27,565.248
2005-06-28,570.489
2005-06-29,566.851
2005-06-30,568.185
2005-07-01,559.233
2005-07-04,560.599
2005-07-05,557.826
2005-07-06,555.92
2005-07-07,549.838
2005-07-08,550.411
2005-07-11,559.619
2005-07-12,564.561
2005-07-13,560.715
2005-07-14,565.327
2005-07-15,562.258
2005-07-18,565.693
2005-07-19,557.685
2005-07-20,568.136
2005-07-21,583.33
2005-07-22,589.366
2005-07-25,586.625
2005-07-26,582.929
2005-07-27,580.768
2005-07-28,579.951
2005-07-29,587.951
2005-08-01,587.909
2005-08-02,591.151
2005-08-03,595.106
2005-08-04,598.967
2005-08-05,593.878
2005-08-08,597.447
2005-08-09,597.299
2005-08-10,602.71
2005-08-11,617.3
2005-08-12,620.253
2005-08-15,617.885
2005-08-16,617.162
2005-08-17,607.933
2005-08-18,597.348
2005-08-19,599.124
2005-08-22,611.024
2005-08-23,608.156
2005-08-24,600.919
2005-08-25,596.997
2005-08-26,604.122
2005-08-29,590.777
2005-08-30,594.42
2005-08-31,597.109
2005-09-01,615.542
2005-09-02,614.516
2005-09-05,613.573
2005-09-06,611.99
2005-09-07,618.525
2005-09-08,614.697
2005-09-09,617.384
2005-09-12,615.91
2005-09-13,617.771
2005-09-14,624.18
2005-09-15,619.649
2005-09-16,625.492
2005-09-19,629.436
2005-09-20,635.596
2005-09-21,628.137
2005-09-22,627.057
2005-09-23,622.049
2005-09-26,633.694
2005-09-27,634.717
2005-09-28,636.659
2005-09-29,649.306
2005-09-30,649.544
2005-10-03,646.345
2005-10-04,645.738
2005-10-05,622.744
2005-10-06,607.146
2005-10-07,604.583
2005-10-10,612.356
2005-10-11,600.247
2005-10-12,608.348
2005-10-13,594.147
2005-10-14,592.78
2005-10-17,590.761
2005-10-18,597.647
2005-10-19,587.708
2005-10-20,590.295
2005-10-21,584.238
2005-10-24,581.435
2005-10-25,592.104
2005-10-26,599.765
2005-10-27,601.699
2005-10-28,587.855
2005-10-31,597.25
2005-11-01,598.814
2005-11-02,592.77
2005-11-03,603.054
2005-11-04,597.206
2005-11-07,596.571
2005-11-08,604.339
2005-11-09,599.503
