Date,ISRAEL SMALL VALUE Small Cap
2002-11-18,239.347
2002-11-19,238.279
2002-11-20,239.95
2002-11-21,243.122
2002-11-22,244.262
2002-11-25,251.44
2002-11-26,253.595
2002-11-27,258.484
2002-11-28,259.617
2002-11-29,260.993
2002-12-02,268.706
2002-12-03,263.833
2002-12-04,257.099
2002-12-05,255.961
2002-12-06,254.218
2002-12-09,250.948
2002-12-10,257.359
2002-12-11,259.242
2002-12-12,259.757
2002-12-13,260.488
2002-12-16,258.53
2002-12-17,254.334
2002-12-18,249.69
2002-12-19,240.251
2002-12-20,240.189
2002-12-23,235.012
2002-12-24,232.694
2002-12-25,231.176
2002-12-26,237.05
2002-12-27,235.274
2002-12-30,231.233
2002-12-31,232.177
2003-01-01,229.686
2003-01-02,229.378
2003-01-03,228.89
2003-01-06,228.963
2003-01-07,228.979
2003-01-08,225.556
2003-01-09,227.675
2003-01-10,227.992
2003-01-13,224.357
2003-01-14,224.832
2003-01-15,227.903
2003-01-16,229.77
2003-01-17,227.378
2003-01-20,220.552
2003-01-21,219.656
2003-01-22,216.263
2003-01-23,218.511
2003-01-24,217.525
2003-01-27,218.67
2003-01-28,218.978
2003-01-29,221.27
2003-01-30,221.709
2003-01-31,220.498
2003-02-03,216.551
2003-02-04,211.82
2003-02-05,212.606
2003-02-06,211.733
2003-02-07,211.902
2003-02-10,212.402
2003-02-11,212.736
2003-02-12,211.31
2003-02-13,205.54
2003-02-14,207.304
2003-02-17,216.216
2003-02-18,220.595
2003-02-19,216.928
2003-02-20,214.86
2003-02-21,215.16
2003-02-24,217.802
2003-02-25,214.679
2003-02-26,216.014
2003-02-27,224.99
2003-02-28,225.942
2003-03-03,228.952
2003-03-04,227.974
2003-03-05,225.579
2003-03-06,229.416
2003-03-07,229.1
2003-03-10,226.581
2003-03-11,227.453
2003-03-12,227.121
2003-03-13,232.284
2003-03-14,230.974
2003-03-17,236.189
2003-03-18,236.603
2003-03-19,245.803
2003-03-20,244.08
2003-03-21,245.751
2003-03-24,242.893
2003-03-25,245.329
2003-03-26,250.99
2003-03-27,248.289
2003-03-28,248.107
2003-03-31,246.813
2003-04-01,252.824
2003-04-02,256.498
2003-04-03,257.603
2003-04-04,257.004
2003-04-07,264.966
2003-04-08,264.652
2003-04-09,267.048
2003-04-10,267.673
2003-04-11,268.224
2003-04-14,275.319
2003-04-15,281.738
2003-04-16,281.937
2003-04-17,282.687
2003-04-18,282.687
2003-04-21,282.339
2003-04-22,280.903
2003-04-23,281.056
2003-04-24,288.494
2003-04-25,287.352
2003-04-28,280.877
2003-04-29,291.565
2003-04-30,291.13
2003-05-01,292.112
2003-05-02,295.672
2003-05-05,311.586
2003-05-06,313.754
2003-05-07,313.825
2003-05-08,313.082
2003-05-09,315.021
2003-05-12,328.225
2003-05-13,319.486
2003-05-14,317.63
2003-05-15,315.766
2003-05-16,316.546
2003-05-19,301.863
2003-05-20,293.358
2003-05-21,282.772
2003-05-22,289.394
2003-05-23,294.074
2003-05-26,314.588
2003-05-27,322.478
2003-05-28,336.417
2003-05-29,339.03
2003-05-30,339.814
2003-06-02,342.668
2003-06-03,346.908
2003-06-04,338.285
2003-06-05,335.16
2003-06-06,335.627
2003-06-09,327.914
2003-06-10,322.922
2003-06-11,331.425
2003-06-12,329.631
2003-06-13,330.776
2003-06-16,350.583
2003-06-17,359.987
2003-06-18,358.86
2003-06-19,368.673
2003-06-20,368.678
2003-06-23,364.931
2003-06-24,363.424
2003-06-25,360.668
2003-06-26,365.286
2003-06-27,364.011
2003-06-30,366.892
2003-07-01,365.31
2003-07-02,374.063
2003-07-03,364.941
2003-07-04,365.347
2003-07-07,358.65
2003-07-08,342.749
2003-07-09,355.295
2003-07-10,353.687
2003-07-11,353.178
2003-07-14,351.131
2003-07-15,346.174
2003-07-16,339.968
2003-07-17,341.767
2003-07-18,341.842
2003-07-21,343.057
2003-07-22,347.209
2003-07-23,351.215
2003-07-24,345.411
2003-07-25,346.527
2003-07-28,352.377
2003-07-29,348.042
2003-07-30,341.77
2003-07-31,337.302
2003-08-01,336.842
2003-08-04,327.033
2003-08-05,328.249
2003-08-06,326.828
2003-08-07,326.004
2003-08-08,325.886
2003-08-11,314.758
2003-08-12,317.348
2003-08-13,323.32
2003-08-14,320.398
2003-08-15,320.867
2003-08-18,327.405
2003-08-19,325.88
2003-08-20,318.464
2003-08-21,316.369
2003-08-22,316.164
2003-08-25,317.714
2003-08-26,320.662
2003-08-27,324.465
2003-08-28,330.488
2003-08-29,331.335
2003-09-01,329.755
2003-09-02,333.791
2003-09-03,341.678
2003-09-04,342.57
2003-09-05,343.94
2003-09-08,339.544
2003-09-09,339.704
2003-09-10,333.567
2003-09-11,329.498
2003-09-12,328.298
2003-09-15,331.437
2003-09-16,334.638
2003-09-17,336.898
2003-09-18,341.625
2003-09-19,341.901
2003-09-22,350.49
2003-09-23,354.834
2003-09-24,359.1
2003-09-25,357.759
2003-09-26,356.907
2003-09-29,359.31
2003-09-30,358.946
2003-10-01,359.308
2003-10-02,364.411
2003-10-03,365.101
2003-10-06,364.91
2003-10-07,362.651
2003-10-08,359.72
2003-10-09,365.229
2003-10-10,364.999
2003-10-13,375.767
2003-10-14,373.049
2003-10-15,376.764
2003-10-16,375.06
2003-10-17,376.51
2003-10-20,377.23
2003-10-21,384.754
2003-10-22,383.696
2003-10-23,378.448
2003-10-24,377.61
2003-10-27,376.492
2003-10-28,385.399
2003-10-29,391.479
2003-10-30,390.793
2003-10-31,392.154
2003-11-03,404.998
2003-11-04,408.832
2003-11-05,418.784
2003-11-06,420.487
2003-11-07,421.854
2003-11-10,420.382
2003-11-11,406.344
2003-11-12,418.701
2003-11-13,415.787
2003-11-14,413.761
2003-11-17,421.7
2003-11-18,432.831
2003-11-19,433.498
2003-11-20,428.649
2003-11-21,428.867
2003-11-24,432.025
2003-11-25,436.86
2003-11-26,434.97
2003-11-27,437.569
2003-11-28,439.313
2003-12-01,442.597
2003-12-02,436.207
2003-12-03,430.185
2003-12-04,421.099
2003-12-05,421.482
2003-12-08,412.624
2003-12-09,433.939
2003-12-10,429.381
2003-12-11,441.821
2003-12-12,442.05
2003-12-15,453.67
2003-12-16,453.641
2003-12-17,446.562
2003-12-18,446.984
2003-12-19,448.033
2003-12-22,451.756
2003-12-23,452.602
2003-12-24,456.992
2003-12-25,461.897
2003-12-26,461.123
2003-12-29,466.206
2003-12-30,467.607
2003-12-31,468.932
2004-01-01,468.932
2004-01-02,471.575
2004-01-05,495.01
2004-01-06,499.198
2004-01-07,491.67
2004-01-08,507.748
2004-01-09,506.957
2004-01-12,512.106
2004-01-13,519.073
2004-01-14,517.59
2004-01-15,523.567
2004-01-16,531.435
2004-01-19,539.882
2004-01-20,537.381
2004-01-21,517.155
2004-01-22,503.086
2004-01-23,502.934
2004-01-26,499.601
2004-01-27,504.673
2004-01-28,494.523
2004-01-29,487.619
2004-01-30,487.159
2004-02-02,483.94
2004-02-03,480.172
2004-02-04,468.007
2004-02-05,473.055
2004-02-06,477.502
2004-02-09,497.866
2004-02-10,499.855
2004-02-11,501.933
2004-02-12,500.866
2004-02-13,501.194
2004-02-16,502.293
2004-02-17,506.858
2004-02-18,503.103
2004-02-19,505.019
2004-02-20,504.139
2004-02-23,500.836
2004-02-24,492.214
2004-02-25,495.005
2004-02-26,486.076
2004-02-27,487.288
2004-03-01,499.108
2004-03-02,496.773
2004-03-03,492.066
2004-03-04,500.181
2004-03-05,501.507
2004-03-08,500.465
2004-03-09,497.012
2004-03-10,493.432
2004-03-11,485.103
2004-03-12,485.629
2004-03-15,495.162
2004-03-16,499.655
2004-03-17,504.319
2004-03-18,504.901
2004-03-19,503.972
2004-03-22,492.654
2004-03-23,490.005
2004-03-24,477.429
2004-03-25,478.082
2004-03-26,479.119
2004-03-29,482.452
2004-03-30,482.594
2004-03-31,485.694
2004-04-01,489.568
2004-04-02,491.668
2004-04-05,500.783
2004-04-06,500.208
2004-04-07,502.299
2004-04-08,502.933
2004-04-09,502.933
2004-04-12,501.468
2004-04-13,503.741
2004-04-14,494.733
2004-04-15,501.389
2004-04-16,501.336
2004-04-19,505.009
2004-04-20,502.049
2004-04-21,500.908
2004-04-22,503.279
2004-04-23,504.136
2004-04-26,503.229
2004-04-27,502.126
2004-04-28,491.429
2004-04-29,484.046
2004-04-30,482.866
2004-05-03,481.172
2004-05-04,490.187
2004-05-05,490.767
2004-05-06,490.387
2004-05-07,489.284
2004-05-10,464.452
2004-05-11,470.393
2004-05-12,472.183
2004-05-13,469.937
2004-05-14,470.436
2004-05-17,458.264
2004-05-18,457.039
2004-05-19,468.356
2004-05-20,466.213
2004-05-21,467.417
2004-05-24,474.682
2004-05-25,476.41
2004-05-26,476.504
2004-05-27,479.21
2004-05-28,479.24
2004-05-31,477.552
2004-06-01,481.61
2004-06-02,485.001
2004-06-03,482.599
2004-06-04,482.267
2004-06-07,489.903
2004-06-08,491.678
2004-06-09,490.604
2004-06-10,495.449
2004-06-11,495.156
2004-06-14,496.282
2004-06-15,497.415
2004-06-16,501.215
2004-06-17,503.757
2004-06-18,503.168
2004-06-21,514.1
2004-06-22,516.869
2004-06-23,518.694
2004-06-24,520.742
2004-06-25,522.733
2004-06-28,531.084
2004-06-29,526.906
2004-06-30,530.756
2004-07-01,536.195
2004-07-02,536.858
2004-07-05,535.462
2004-07-06,528.43
2004-07-07,525.951
2004-07-08,523.351
2004-07-09,524.669
2004-07-12,522.904
2004-07-13,521.673
2004-07-14,515.249
2004-07-15,516.821
2004-07-16,517.852
2004-07-19,520.42
2004-07-20,520.576
2004-07-21,521.325
2004-07-22,513.384
2004-07-23,511.619
2004-07-26,504.181
2004-07-27,503.042
2004-07-28,492.936
2004-07-29,493.642
2004-07-30,494.366
2004-08-02,488.14
2004-08-03,483.718
2004-08-04,477.975
2004-08-05,481.654
2004-08-06,481.854
2004-08-09,473.665
2004-08-10,470.476
2004-08-11,461.149
2004-08-12,456.123
2004-08-13,454.987
2004-08-16,452.06
2004-08-17,462.528
2004-08-18,465.804
2004-08-19,471.742
2004-08-20,472.867
2004-08-23,480.796
2004-08-24,480.921
2004-08-25,480.167
2004-08-26,487.681
2004-08-27,488.174
2004-08-30,488.613
2004-08-31,483.482
2004-09-01,482.519
2004-09-02,487.119
2004-09-03,484.976
2004-09-06,484.468
2004-09-07,490.542
2004-09-08,490.438
2004-09-09,491.909
2004-09-10,493.549
2004-09-13,499.083
2004-09-14,501.837
2004-09-15,501.054
2004-09-16,501.426
2004-09-17,500.786
2004-09-20,501.672
2004-09-21,501.347
2004-09-22,499.506
2004-09-23,496.045
2004-09-24,495.394
2004-09-27,494.802
2004-09-28,493.154
2004-09-29,492.781
2004-09-30,494.036
2004-10-01,496.63
2004-10-04,508.313
2004-10-05,504.796
2004-10-06,504.838
2004-10-07,504.336
2004-10-08,503.929
2004-10-11,498.309
2004-10-12,486.104
2004-10-13,483.885
2004-10-14,479.863
2004-10-15,478.899
2004-10-18,475.035
2004-10-19,481.519
2004-10-20,482.403
2004-10-21,479.201
2004-10-22,479.336
2004-10-25,477.704
2004-10-26,482.829
2004-10-27,475.912
2004-10-28,476.167
2004-10-29,478.266
2004-11-01,489.229
2004-11-02,493.721
2004-11-03,505.1
2004-11-04,503.097
2004-11-05,506.026
2004-11-08,510.466
2004-11-09,512.704
2004-11-10,509.348
2004-11-11,517.866
2004-11-12,519.034
2004-11-15,525.655
2004-11-16,533.248
2004-11-17,538.067
2004-11-18,536.59
2004-11-19,537.057
2004-11-22,525.74
2004-11-23,534.008
2004-11-24,536.639
2004-11-25,536.432
2004-11-26,536.91
2004-11-29,532.498
2004-11-30,530.559
2004-12-01,531.797
2004-12-02,536.215
2004-12-03,537.512
2004-12-06,550.476
2004-12-07,556.874
2004-12-08,551.945
2004-12-09,544.722
2004-12-10,545.918
2004-12-13,551.027
2004-12-14,555.215
2004-12-15,556.27
2004-12-16,560.028
2004-12-17,559.642
2004-12-20,556.956
2004-12-21,552.304
2004-12-22,551.934
2004-12-23,554.145
2004-12-24,556.886
2004-12-27,566.169
2004-12-28,562.569
2004-12-29,559.288
2004-12-30,568.359
2004-12-31,571.53
2005-01-03,577.922
2005-01-04,569.203
2005-01-05,559.054
2005-01-06,572.567
2005-01-07,573.462
2005-01-10,587.734
2005-01-11,584.622
2005-01-12,582.218
2005-01-13,579.412
2005-01-14,579.153
2005-01-17,580.049
2005-01-18,581.541
2005-01-19,590.069
2005-01-20,588.783
2005-01-21,590.078
2005-01-24,592.125
2005-01-25,585.003
2005-01-26,581.072
2005-01-27,575.051
2005-01-28,576.651
2005-01-31,588.052
2005-02-01,592.228
2005-02-02,598.199
2005-02-03,612.263
2005-02-04,615.977
2005-02-07,605.239
2005-02-08,606.478
2005-02-09,600.662
2005-02-10,599.935
2005-02-11,601.059
2005-02-14,612.564
2005-02-15,617.12
2005-02-16,616.665
2005-02-17,618.049
2005-02-18,616.836
2005-02-21,612.245
2005-02-22,606.852
2005-02-23,606.945
2005-02-24,614.799
2005-02-25,615.38
2005-02-28,625.997
2005-03-01,632.875
2005-03-02,631.29
2005-03-03,637.782
2005-03-04,638.156
2005-03-07,650.111
2005-03-08,646.596
2005-03-09,640.576
2005-03-10,638.271
2005-03-11,639.527
2005-03-14,641.735
2005-03-15,637.73
2005-03-16,628.338
2005-03-17,629.4
2005-03-18,628.445
2005-03-21,635.418
2005-03-22,633.975
2005-03-23,614.85
2005-03-24,606.159
2005-03-25,607.557
2005-03-28,612.069
2005-03-29,610.616
2005-03-30,607.013
2005-03-31,612.57
2005-04-01,613.417
2005-04-04,605.249
2005-04-05,609.506
2005-04-06,615.613
2005-04-07,619.449
2005-04-08,619.273
2005-04-11,622.392
2005-04-12,624.142
2005-04-13,626.972
2005-04-14,625.2
2005-04-15,621.955
2005-04-18,617.916
2005-04-19,621.816
2005-04-20,619.676
2005-04-21,621.538
2005-04-22,622.276
2005-04-25,623.12
2005-04-26,621.975
2005-04-27,617.667
2005-04-28,619.769
2005-04-29,620.414
2005-05-02,631.242
2005-05-03,630.817
2005-05-04,633.109
2005-05-05,639.619
2005-05-06,638.809
2005-05-09,641.72
2005-05-10,641.387
2005-05-11,640.851
2005-05-12,640.85
2005-05-13,639.325
2005-05-16,640.754
2005-05-17,642.196
2005-05-18,639.533
2005-05-19,639.998
2005-05-20,638.145
2005-05-23,627.373
2005-05-24,627.13
2005-05-25,629.793
2005-05-26,634.419
2005-05-27,633.105
2005-05-30,628.904
2005-05-31,626.958
2005-06-01,627.801
2005-06-02,631.211
2005-06-03,629.922
2005-06-06,632.986
2005-06-07,635.193
2005-06-08,634.427
2005-06-09,627.353
2005-06-10,629.654
2005-06-13,626.897
2005-06-14,619.421
2005-06-15,605.279
2005-06-16,597.337
2005-06-17,598.997
2005-06-20,572.843
2005-06-21,584.073
2005-06-22,587.659
2005-06-23,581.738
2005-06-24,579.19
2005-06-27,568.11
2005-06-28,568.284
2005-06-29,576.609
2005-06-30,575.014
2005-07-01,575.293
2005-07-04,579.785
2005-07-05,575.633
2005-07-06,576.629
2005-07-07,571.377
2005-07-08,574.325
2005-07-11,589.973
2005-07-12,596.656
2005-07-13,599.623
2005-07-14,604.697
2005-07-15,602.275
2005-07-18,591.67
2005-07-19,598.705
2005-07-20,605.362
2005-07-21,611.319
2005-07-22,612.168
2005-07-25,609.211
2005-07-26,609.682
2005-07-27,611.951
2005-07-28,616.598
2005-07-29,616.588
2005-08-01,617.397
2005-08-02,628.249
2005-08-03,634.67
2005-08-04,633.798
2005-08-05,633.354
2005-08-08,616.081
2005-08-09,610.7
2005-08-10,614.323
2005-08-11,615.318
2005-08-12,612.502
2005-08-15,615.213
2005-08-16,614.227
2005-08-17,627.066
2005-08-18,632.938
2005-08-19,634.815
2005-08-22,634.241
2005-08-23,630.461
2005-08-24,624.836
2005-08-25,617.362
2005-08-26,614.962
2005-08-29,615.494
2005-08-30,621.207
2005-08-31,623.427
2005-09-01,637.492
2005-09-02,637.713
2005-09-05,639.523
2005-09-06,634.517
2005-09-07,631.215
2005-09-08,631.533
2005-09-09,632.636
2005-09-12,642.813
2005-09-13,640.661
2005-09-14,644.751
2005-09-15,642.913
2005-09-16,643.536
2005-09-19,638.745
2005-09-20,637.239
2005-09-21,628.248
2005-09-22,621.562
2005-09-23,621.246
2005-09-26,626.418
2005-09-27,636.48
2005-09-28,639.043
2005-09-29,636.767
2005-09-30,637.378
2005-10-03,640.411
2005-10-04,641.497
2005-10-05,637.03
2005-10-06,635.526
2005-10-07,636.131
2005-10-10,635.541
2005-10-11,630.163
2005-10-12,624.378
2005-10-13,623.036
2005-10-14,623.282
2005-10-17,617.754
2005-10-18,620.389
2005-10-19,615.808
2005-10-20,620.272
2005-10-21,623.302
2005-10-24,622.419
2005-10-25,622.56
2005-10-26,620.19
2005-10-27,609.63
2005-10-28,609.033
2005-10-31,620.272
2005-11-01,621.51
2005-11-02,622.95
2005-11-03,626.2
2005-11-04,624.879
2005-11-07,629.193
2005-11-08,627.788
2005-11-09,632.894
2005-11-10,624.784
2005-11-11,624.044
2005-11-14,608.331
2005-11-15,604.178
2005-11-16,598.18
2005-11-17,607.429
2005-11-18,609.912
2005-11-21,609.212
2005-11-22,611.495
2005-11-23,619.534
2005-11-24,619.519
2005-11-25,620.798
2005-11-28,634.587
2005-11-29,639.427
2005-11-30,639.362
2005-12-01,643.952
2005-12-02,646.827
2005-12-05,653.102
2005-12-06,654.324
2005-12-07,652.048
2005-12-08,653.081
2005-12-09,658.075
2005-12-12,665.47
2005-12-13,671.197
2005-12-14,672.317
2005-12-15,675.444
2005-12-16,674.652
2005-12-19,664.077
2005-12-20,670.265
2005-12-21,675.482
2005-12-22,676.25
2005-12-23,678.799
2005-12-26,672.266
2005-12-27,664.979
2005-12-28,658.444
2005-12-29,661.796
2005-12-30,660.458
2006-01-02,686.725
2006-01-03,691.198
2006-01-04,698.122
2006-01-05,674.734
2006-01-06,676.762
2006-01-09,682.758
2006-01-10,676.14
2006-01-11,685.789
2006-01-12,693.18
2006-01-13,693.531
2006-01-16,706.2
2006-01-17,702.845
2006-01-18,698.99
2006-01-19,710.221
2006-01-20,706.084
2006-01-23,715.112
2006-01-24,717.335
2006-01-25,722.644
2006-01-26,718.954
2006-01-27,719.335
2006-01-30,701.157
2006-01-31,695.903
2006-02-01,699.416
2006-02-02,696.037
2006-02-03,695.557
2006-02-06,684.74
2006-02-07,680.454
2006-02-08,681.938
2006-02-09,689.745
2006-02-10,690.107
2006-02-13,690.344
2006-02-14,683.502
2006-02-15,680.359
2006-02-16,682.161
2006-02-17,684.12
2006-02-20,677.058
2006-02-21,670.0
2006-02-22,670.609
2006-02-23,665.724
2006-02-24,667.549
2006-02-27,675.767
2006-02-28,674.922
2006-03-01,681.612
2006-03-02,682.403
2006-03-03,682.417
2006-03-06,686.392
2006-03-07,678.718
2006-03-08,676.859
2006-03-09,676.549
2006-03-10,676.826
2006-03-13,687.558
2006-03-14,690.451
2006-03-15,692.522
2006-03-16,694.859
2006-03-17,698.53
2006-03-20,719.529
2006-03-21,720.24
2006-03-22,715.868
2006-03-23,716.605
2006-03-24,717.021
2006-03-27,713.067
2006-03-28,713.072
2006-03-29,699.188
2006-03-30,696.71
2006-03-31,696.116
2006-04-03,697.861
2006-04-04,714.185
2006-04-05,720.668
2006-04-06,726.515
2006-04-07,725.168
2006-04-10,735.041
2006-04-11,736.128
2006-04-12,734.681
2006-04-13,734.647
2006-04-14,734.204
2006-04-17,739.956
2006-04-18,743.488
2006-04-19,745.839
2006-04-20,753.023
2006-04-21,754.136
2006-04-24,758.953
2006-04-25,760.789
2006-04-26,758.98
2006-04-27,761.254
2006-04-28,765.228
2006-05-01,776.212
2006-05-02,775.799
2006-05-03,774.375
2006-05-04,782.51
2006-05-05,786.477
2006-05-08,805.208
2006-05-09,814.086
2006-05-10,818.995
2006-05-11,819.653
2006-05-12,814.626
2006-05-15,794.606
2006-05-16,806.792
2006-05-17,806.987
2006-05-18,797.286
2006-05-19,797.149
2006-05-22,759.085
2006-05-23,769.742
2006-05-24,751.155
2006-05-25,752.045
2006-05-26,752.795
2006-05-29,770.726
2006-05-30,769.334
2006-05-31,766.296
2006-06-01,769.61
2006-06-02,770.333
2006-06-05,772.486
2006-06-06,756.732
2006-06-07,760.613
2006-06-08,751.85
2006-06-09,753.085
2006-06-12,730.862
2006-06-13,713.795
2006-06-14,716.77
2006-06-15,733.828
2006-06-16,735.105
2006-06-19,729.773
2006-06-20,722.937
2006-06-21,730.821
2006-06-22,737.73
2006-06-23,732.483
2006-06-26,721.714
2006-06-27,717.378
2006-06-28,708.682
2006-06-29,713.477
2006-06-30,720.142
2006-07-03,747.622
2006-07-04,756.516
2006-07-05,747.935
2006-07-06,756.489
2006-07-07,756.322
2006-07-10,757.869
2006-07-11,754.438
2006-07-12,715.51
2006-07-13,681.271
2006-07-14,677.423
2006-07-17,694.071
2006-07-18,715.014
2006-07-19,715.671
2006-07-20,723.401
2006-07-21,716.766
2006-07-24,715.967
2006-07-25,722.518
2006-07-26,708.594
2006-07-27,708.703
2006-07-28,711.632
2006-07-31,733.167
2006-08-01,724.706
2006-08-02,732.892
2006-08-03,732.698
2006-08-04,732.868
2006-08-07,736.777
2006-08-08,742.669
2006-08-09,728.909
2006-08-10,717.642
2006-08-11,718.494
2006-08-14,743.443
2006-08-15,749.945
2006-08-16,755.736
2006-08-17,767.893
2006-08-18,768.163
2006-08-21,763.729
2006-08-22,758.477
2006-08-23,754.471
2006-08-24,749.317
2006-08-25,748.707
2006-08-28,741.276
2006-08-29,742.809
2006-08-30,749.213
2006-08-31,752.288
2006-09-01,759.026
2006-09-04,751.555
2006-09-05,750.347
2006-09-06,741.277
2006-09-07,736.668
2006-09-08,737.462
2006-09-11,736.283
2006-09-12,743.885
2006-09-13,751.533
2006-09-14,755.943
2006-09-15,756.992
2006-09-18,766.816
2006-09-19,765.029
2006-09-20,767.944
2006-09-21,768.144
2006-09-22,764.268
2006-09-25,768.358
2006-09-26,771.751
2006-09-27,776.297
2006-09-28,781.2
2006-09-29,781.418
2006-10-02,779.967
2006-10-03,781.505
2006-10-04,793.653
2006-10-05,801.098
2006-10-06,804.01
2006-10-09,809.919
2006-10-10,810.949
2006-10-11,807.827
2006-10-12,818.558
2006-10-13,822.561
2006-10-16,829.778
2006-10-17,829.798
2006-10-18,835.295
2006-10-19,841.21
2006-10-20,837.041
2006-10-23,837.331
2006-10-24,831.606
2006-10-25,839.563
2006-10-26,847.322
2006-10-27,843.28
2006-10-30,843.513
2006-10-31,845.874
2006-11-01,846.752
2006-11-02,832.502
2006-11-03,832.916
2006-11-06,841.673
2006-11-07,837.99
2006-11-08,836.404
2006-11-09,843.842
2006-11-10,850.087
2006-11-13,864.786
2006-11-14,875.052
2006-11-15,867.548
2006-11-16,871.88
2006-11-17,869.986
2006-11-20,861.775
2006-11-21,864.481
2006-11-22,867.63
2006-11-23,856.722
2006-11-24,856.22
2006-11-27,852.905
2006-11-28,851.697
2006-11-29,870.796
2006-11-30,878.747
2006-12-01,876.746
2006-12-04,873.381
2006-12-05,878.614
2006-12-06,878.678
2006-12-07,883.869
2006-12-08,886.483
2006-12-11,893.4
2006-12-12,883.997
2006-12-13,886.677
2006-12-14,891.42
2006-12-15,889.899
2006-12-18,887.725
2006-12-19,881.532
2006-12-20,886.163
2006-12-21,888.954
2006-12-22,886.802
2006-12-25,868.341
2006-12-26,863.204
2006-12-27,866.451
2006-12-28,862.415
2006-12-29,860.455
2007-01-01,879.215
2007-01-02,889.878
2007-01-03,896.22
2007-01-04,889.123
2007-01-05,886.121
2007-01-08,879.207
2007-01-09,875.769
2007-01-10,853.376
2007-01-11,867.389
2007-01-12,872.136
2007-01-15,883.942
2007-01-16,881.007
2007-01-17,880.41
2007-01-18,880.451
2007-01-19,883.006
2007-01-22,885.698
2007-01-23,883.456
2007-01-24,884.826
2007-01-25,881.638
2007-01-26,882.034
2007-01-29,882.641
2007-01-30,882.651
2007-01-31,882.731
2007-02-01,894.758
2007-02-02,896.645
2007-02-05,907.36
2007-02-06,909.85
2007-02-07,918.174
2007-02-08,919.873
2007-02-09,917.888
2007-02-12,914.1
2007-02-13,918.476
2007-02-14,927.172
2007-02-15,922.006
2007-02-16,924.626
2007-02-19,927.591
2007-02-20,903.724
2007-02-21,897.507
2007-02-22,897.501
2007-02-23,895.343
2007-02-26,904.285
2007-02-27,881.093
2007-02-28,877.252
2007-03-01,861.449
2007-03-02,861.526
2007-03-05,838.078
2007-03-06,855.538
2007-03-07,864.675
2007-03-08,880.915
2007-03-09,881.921
2007-03-12,892.822
2007-03-13,889.211
2007-03-14,874.28
2007-03-15,868.799
2007-03-16,869.603
2007-03-19,868.524
2007-03-20,869.855
2007-03-21,879.335
2007-03-22,887.662
2007-03-23,888.151
2007-03-26,891.143
2007-03-27,897.586
2007-03-28,886.591
2007-03-29,897.403
2007-03-30,898.841
2007-04-02,902.393
2007-04-03,906.991
2007-04-04,927.244
2007-04-05,925.915
2007-04-06,925.915
2007-04-09,927.922
2007-04-10,926.147
