Date,HONG KONG LARGE VALUE Large Cap
2001-10-12,440.674
2001-10-15,440.631
2001-10-16,444.402
2001-10-17,451.882
2001-10-18,437.567
2001-10-19,436.574
2001-10-22,434.552
2001-10-23,441.226
2001-10-24,440.053
2001-10-25,440.058
2001-10-26,448.346
2001-10-29,433.723
2001-10-30,430.087
2001-10-31,431.307
2001-11-01,432.47
2001-11-02,431.165
2001-11-05,441.727
2001-11-06,438.725
2001-11-07,435.207
2001-11-08,447.679
2001-11-09,453.943
2001-11-12,455.878
2001-11-13,456.011
2001-11-14,466.294
2001-11-15,473.227
2001-11-16,471.652
2001-11-19,471.182
2001-11-20,473.253
2001-11-21,478.456
2001-11-22,476.765
2001-11-23,478.425
2001-11-26,480.896
2001-11-27,474.738
2001-11-28,470.588
2001-11-29,479.096
2001-11-30,482.442
2001-12-03,479.771
2001-12-04,490.22
2001-12-05,504.159
2001-12-06,499.964
2001-12-07,503.453
2001-12-10,502.881
2001-12-11,498.593
2001-12-12,504.753
2001-12-13,495.336
2001-12-14,496.717
2001-12-17,499.993
2001-12-18,499.034
2001-12-19,504.8
2001-12-20,509.183
2001-12-21,492.727
2001-12-24,495.99
2001-12-25,495.99
2001-12-26,495.984
2001-12-27,503.056
2001-12-28,505.301
2001-12-31,506.455
2002-01-01,506.455
2002-01-02,504.284
2002-01-03,502.998
2002-01-04,512.515
2002-01-07,518.998
2002-01-08,517.483
2002-01-09,512.552
2002-01-10,507.21
2002-01-11,502.192
2002-01-14,505.232
2002-01-15,499.801
2002-01-16,499.134
2002-01-17,501.807
2002-01-18,501.908
2002-01-21,507.286
2002-01-22,502.852
2002-01-23,500.604
2002-01-24,499.429
2002-01-25,500.613
2002-01-28,501.417
2002-01-29,507.747
2002-01-30,497.51
2002-01-31,496.929
2002-02-01,493.09
2002-02-04,498.055
2002-02-05,493.326
2002-02-06,494.279
2002-02-07,489.92
2002-02-08,493.242
2002-02-11,504.181
2002-02-12,504.175
2002-02-13,504.181
2002-02-14,504.181
2002-02-15,505.881
2002-02-18,508.833
2002-02-19,499.79
2002-02-20,501.061
2002-02-21,504.497
2002-02-22,498.669
2002-02-25,490.208
2002-02-26,490.553
2002-02-27,495.686
2002-02-28,489.687
2002-03-01,486.772
2002-03-04,497.82
2002-03-05,507.724
2002-03-06,505.137
2002-03-07,509.183
2002-03-08,511.125
2002-03-11,513.412
2002-03-12,511.363
2002-03-13,513.013
2002-03-14,516.427
2002-03-15,513.898
2002-03-18,515.072
2002-03-19,516.234
2002-03-20,513.693
2002-03-21,504.72
2002-03-22,503.813
2002-03-25,507.725
2002-03-26,504.99
2002-03-27,511.514
2002-03-28,512.035
2002-03-29,512.035
2002-04-01,512.042
2002-04-02,502.478
2002-04-03,501.01
2002-04-04,501.071
2002-04-05,501.071
2002-04-08,494.54
2002-04-09,495.037
2002-04-10,491.613
2002-04-11,496.763
2002-04-12,496.624
2002-04-15,498.74
2002-04-16,498.762
2002-04-17,510.281
2002-04-18,513.329
2002-04-19,519.011
2002-04-22,515.986
2002-04-23,523.9
2002-04-24,529.992
2002-04-25,529.165
2002-04-26,529.538
2002-04-29,530.667
2002-04-30,538.771
2002-05-01,538.785
2002-05-02,554.123
2002-05-03,549.117
2002-05-06,547.483
2002-05-07,552.191
2002-05-08,546.078
2002-05-09,546.102
2002-05-10,545.392
2002-05-13,546.099
2002-05-14,545.957
2002-05-15,549.284
2002-05-16,550.392
2002-05-17,552.224
2002-05-20,552.214
2002-05-21,543.127
2002-05-22,542.59
2002-05-23,537.655
2002-05-24,539.05
2002-05-27,535.519
2002-05-28,532.034
2002-05-29,529.148
2002-05-30,527.509
2002-05-31,521.274
2002-06-03,521.28
2002-06-04,521.996
2002-06-05,526.72
2002-06-06,524.688
2002-06-07,525.074
2002-06-10,527.249
2002-06-11,523.04
2002-06-12,518.277
2002-06-13,516.62
2002-06-14,509.035
2002-06-17,504.681
2002-06-18,501.984
2002-06-19,491.77
2002-06-20,497.17
2002-06-21,491.25
2002-06-24,492.453
2002-06-25,488.996
2002-06-26,477.928
2002-06-27,486.875
2002-06-28,483.838
2002-07-01,483.847
2002-07-02,476.993
2002-07-03,485.064
2002-07-04,493.374
2002-07-05,496.556
2002-07-08,493.743
2002-07-09,492.984
2002-07-10,493.202
2002-07-11,483.923
2002-07-12,487.27
2002-07-15,487.169
2002-07-16,478.032
2002-07-17,471.219
2002-07-18,474.54
2002-07-19,470.258
2002-07-22,460.474
2002-07-23,471.946
2002-07-24,459.226
2002-07-25,451.412
2002-07-26,444.468
2002-07-29,455.638
2002-07-30,460.501
2002-07-31,462.637
2002-08-01,459.379
2002-08-02,453.788
2002-08-05,444.474
2002-08-06,435.236
2002-08-07,447.268
2002-08-08,445.609
2002-08-09,440.056
2002-08-12,434.758
2002-08-13,444.022
2002-08-14,437.779
2002-08-15,447.555
2002-08-16,449.207
2002-08-19,445.224
2002-08-20,453.693
2002-08-21,457.995
2002-08-22,459.511
2002-08-23,457.364
2002-08-26,457.636
2002-08-27,452.344
2002-08-28,448.828
2002-08-29,446.517
2002-08-30,445.135
2002-09-02,440.99
2002-09-03,441.172
2002-09-04,447.174
2002-09-05,442.858
2002-09-06,445.515
2002-09-09,441.479
2002-09-10,446.858
2002-09-11,446.71
2002-09-12,448.863
2002-09-13,440.212
2002-09-16,432.021
2002-09-17,440.691
2002-09-18,431.572
2002-09-19,432.7
2002-09-20,426.018
2002-09-23,421.476
2002-09-24,418.942
2002-09-25,419.72
2002-09-26,426.48
2002-09-27,427.393
2002-09-30,418.036
2002-10-01,418.047
2002-10-02,414.732
2002-10-03,408.149
2002-10-04,407.135
2002-10-07,400.528
2002-10-08,402.973
2002-10-09,404.453
2002-10-10,397.763
2002-10-11,400.335
2002-10-14,400.341
2002-10-15,416.648
2002-10-16,418.143
2002-10-17,426.12
2002-10-18,427.563
2002-10-21,427.318
2002-10-22,427.05
2002-10-23,437.375
2002-10-24,437.474
2002-10-25,437.908
2002-10-28,446.857
2002-10-29,436.408
2002-10-30,433.444
2002-10-31,429.54
2002-11-01,426.18
2002-11-04,441.163
2002-11-05,437.487
2002-11-06,440.101
2002-11-07,443.938
2002-11-08,439.926
2002-11-11,432.286
2002-11-12,432.911
2002-11-13,431.793
2002-11-14,439.136
2002-11-15,445.871
2002-11-18,440.905
2002-11-19,444.449
2002-11-20,446.145
2002-11-21,447.384
2002-11-22,449.608
2002-11-25,451.717
2002-11-26,447.618
2002-11-27,446.67
2002-11-28,454.019
2002-11-29,452.064
2002-12-02,456.395
2002-12-03,454.755
2002-12-04,444.267
2002-12-05,442.658
2002-12-06,442.642
2002-12-09,436.333
2002-12-10,436.384
2002-12-11,432.562
2002-12-12,431.718
2002-12-13,428.759
2002-12-16,429.244
2002-12-17,431.516
2002-12-18,423.055
2002-12-19,424.364
2002-12-20,428.621
2002-12-23,426.243
2002-12-24,424.569
2002-12-25,424.569
2002-12-26,424.575
2002-12-27,416.865
2002-12-30,410.837
2002-12-31,414.623
2003-01-01,414.623
2003-01-02,414.627
2003-01-03,427.112
2003-01-06,427.502
2003-01-07,425.407
2003-01-08,427.835
2003-01-09,428.12
2003-01-10,429.96
2003-01-13,434.7
2003-01-14,433.729
2003-01-15,437.787
2003-01-16,431.795
2003-01-17,424.639
2003-01-20,420.464
2003-01-21,421.562
2003-01-22,426.524
2003-01-23,430.499
2003-01-24,426.035
2003-01-27,417.874
2003-01-28,422.153
2003-01-29,418.614
2003-01-30,420.145
2003-01-31,420.15
2003-02-03,420.145
2003-02-04,418.295
2003-02-05,413.4
2003-02-06,411.795
2003-02-07,411.513
2003-02-10,416.864
2003-02-11,415.493
2003-02-12,422.707
2003-02-13,413.255
2003-02-14,414.178
2003-02-17,425.655
2003-02-18,428.083
2003-02-19,429.054
2003-02-20,424.266
2003-02-21,418.804
2003-02-24,417.388
2003-02-25,410.822
2003-02-26,410.634
2003-02-27,412.927
2003-02-28,414.624
2003-03-03,422.414
2003-03-04,418.08
2003-03-05,417.736
2003-03-06,409.967
2003-03-07,406.265
2003-03-10,399.636
2003-03-11,398.866
2003-03-12,399.126
2003-03-13,395.074
2003-03-14,402.91
2003-03-17,397.719
2003-03-18,405.08
2003-03-19,419.493
2003-03-20,420.504
2003-03-21,418.406
2003-03-24,414.931
2003-03-25,413.673
2003-03-26,411.913
2003-03-27,401.864
2003-03-28,402.904
2003-03-31,391.024
2003-04-01,389.937
2003-04-02,393.532
2003-04-03,389.534
2003-04-04,398.652
2003-04-07,403.658
2003-04-08,394.958
2003-04-09,383.11
2003-04-10,385.113
2003-04-11,385.747
2003-04-14,379.124
2003-04-15,383.248
2003-04-16,383.7
2003-04-17,380.199
2003-04-18,380.199
2003-04-21,380.194
2003-04-22,381.092
2003-04-23,377.912
2003-04-24,376.177
2003-04-25,376.165
2003-04-28,379.662
2003-04-29,394.046
2003-04-30,390.361
2003-05-01,390.366
2003-05-02,394.791
2003-05-05,401.046
2003-05-06,399.826
2003-05-07,396.779
2003-05-08,396.779
2003-05-09,404.214
2003-05-12,411.599
2003-05-13,413.3
2003-05-14,411.603
2003-05-15,412.991
2003-05-16,411.249
2003-05-19,410.033
2003-05-20,409.27
2003-05-21,409.879
2003-05-22,415.539
2003-05-23,425.034
2003-05-26,433.788
2003-05-27,429.587
2003-05-28,431.369
2003-05-29,429.796
2003-05-30,429.062
2003-06-02,438.194
2003-06-03,439.535
2003-06-04,439.524
2003-06-05,439.549
2003-06-06,443.167
2003-06-09,444.531
2003-06-10,445.017
2003-06-11,444.133
2003-06-12,444.808
2003-06-13,448.444
2003-06-16,449.13
2003-06-17,453.584
2003-06-18,449.402
2003-06-19,449.155
2003-06-20,445.739
2003-06-23,436.615
2003-06-24,429.43
2003-06-25,429.7
2003-06-26,434.005
2003-06-27,434.585
2003-06-30,429.935
2003-07-01,429.918
2003-07-02,429.96
2003-07-03,430.543
2003-07-04,431.256
2003-07-07,442.896
2003-07-08,451.112
2003-07-09,454.996
2003-07-10,453.355
2003-07-11,449.482
2003-07-14,461.963
2003-07-15,462.624
2003-07-16,467.542
2003-07-17,463.774
2003-07-18,470.205
2003-07-21,466.423
2003-07-22,460.346
2003-07-23,453.71
2003-07-24,454.825
2003-07-25,455.948
2003-07-28,465.612
2003-07-29,467.898
2003-07-30,463.209
2003-07-31,465.895
2003-08-01,475.5
2003-08-04,476.539
2003-08-05,472.329
2003-08-06,458.357
2003-08-07,454.089
2003-08-08,457.175
2003-08-11,461.902
2003-08-12,469.734
2003-08-13,478.305
2003-08-14,483.611
2003-08-15,485.6
2003-08-18,495.644
2003-08-19,496.179
2003-08-20,498.277
2003-08-21,512.72
2003-08-22,528.651
2003-08-25,534.877
2003-08-26,531.598
2003-08-27,529.103
2003-08-28,529.739
2003-08-29,538.977
2003-09-01,545.606
2003-09-02,549.051
2003-09-03,563.486
2003-09-04,565.267
2003-09-05,562.428
2003-09-08,561.822
2003-09-09,552.595
2003-09-10,531.19
2003-09-11,539.382
2003-09-12,539.375
2003-09-15,549.875
2003-09-16,553.115
2003-09-17,561.243
2003-09-18,551.464
2003-09-19,535.42
2003-09-22,533.295
2003-09-23,545.339
2003-09-24,574.988
2003-09-25,570.399
2003-09-26,569.408
2003-09-29,558.885
2003-09-30,563.98
2003-10-01,564.406
2003-10-02,593.999
2003-10-03,593.543
2003-10-06,603.802
2003-10-07,589.286
2003-10-08,578.209
2003-10-09,586.026
2003-10-10,599.353
2003-10-13,599.463
2003-10-14,590.063
2003-10-15,598.319
2003-10-16,593.747
2003-10-17,595.047
2003-10-20,600.289
2003-10-21,604.829
2003-10-22,600.292
2003-10-23,578.964
2003-10-24,574.185
2003-10-27,572.019
2003-10-28,586.291
2003-10-29,587.702
2003-10-30,584.03
2003-10-31,587.864
2003-11-03,593.298
2003-11-04,592.203
2003-11-05,593.077
2003-11-06,580.219
2003-11-07,584.348
2003-11-10,579.05
2003-11-11,572.928
2003-11-12,565.592
2003-11-13,576.568
2003-11-14,578.094
2003-11-17,560.753
2003-11-18,551.176
2003-11-19,542.242
2003-11-20,543.419
2003-11-21,542.146
2003-11-24,537.876
2003-11-25,547.201
2003-11-26,552.199
2003-11-27,553.377
2003-11-28,565.315
2003-12-01,571.987
2003-12-02,569.192
2003-12-03,566.267
2003-12-04,561.697
2003-12-05,562.3
2003-12-08,550.019
2003-12-09,557.884
2003-12-10,555.536
2003-12-11,571.609
2003-12-12,572.897
2003-12-15,571.093
2003-12-16,561.51
2003-12-17,557.973
2003-12-18,554.434
2003-12-19,557.433
2003-12-22,561.274
2003-12-23,562.544
2003-12-24,565.469
2003-12-25,565.469
2003-12-26,565.436
2003-12-29,565.845
2003-12-30,570.056
2003-12-31,572.736
2004-01-01,572.736
2004-01-02,580.552
2004-01-05,598.086
2004-01-06,600.523
2004-01-07,601.723
2004-01-08,594.983
2004-01-09,609.249
2004-01-12,619.91
2004-01-13,624.351
2004-01-14,635.689
2004-01-15,631.2
2004-01-16,630.036
2004-01-19,635.661
2004-01-20,650.364
2004-01-21,660.565
2004-01-22,660.616
2004-01-23,660.633
2004-01-26,664.816
2004-01-27,659.428
2004-01-28,639.176
2004-01-29,633.646
2004-01-30,635.808
2004-02-02,618.846
2004-02-03,626.74
2004-02-04,628.269
2004-02-05,627.898
2004-02-06,638.571
2004-02-09,648.489
2004-02-10,646.642
2004-02-11,645.68
2004-02-12,645.287
2004-02-13,645.424
2004-02-16,648.47
2004-02-17,648.617
2004-02-18,653.843
2004-02-19,656.87
2004-02-20,655.746
2004-02-23,647.617
2004-02-24,648.076
2004-02-25,639.691
2004-02-26,641.684
2004-02-27,652.782
2004-03-01,654.023
2004-03-02,646.197
2004-03-03,634.33
2004-03-04,637.769
2004-03-05,631.795
2004-03-08,633.402
2004-03-09,626.675
2004-03-10,620.975
2004-03-11,613.073
2004-03-12,607.823
2004-03-15,605.91
2004-03-16,611.209
2004-03-17,613.201
2004-03-18,608.783
2004-03-19,612.853
2004-03-22,598.011
2004-03-23,600.803
2004-03-24,608.143
2004-03-25,601.124
2004-03-26,602.502
2004-03-29,599.785
2004-03-30,613.685
2004-03-31,611.256
2004-04-01,614.959
2004-04-02,618.709
2004-04-05,618.602
2004-04-06,621.625
2004-04-07,623.321
2004-04-08,621.881
2004-04-09,621.881
2004-04-12,621.862
2004-04-13,627.009
2004-04-14,611.072
2004-04-15,601.291
2004-04-16,599.468
2004-04-19,596.453
2004-04-20,600.557
2004-04-21,590.3
2004-04-22,582.785
2004-04-23,594.824
2004-04-26,582.414
2004-04-27,584.47
2004-04-28,585.674
2004-04-29,580.232
2004-04-30,581.148
2004-05-03,580.908
2004-05-04,584.707
2004-05-05,574.217
2004-05-06,578.449
2004-05-07,572.571
2004-05-10,552.983
2004-05-11,556.067
2004-05-12,560.522
2004-05-13,553.735
2004-05-14,546.532
2004-05-17,526.259
2004-05-18,526.811
2004-05-19,545.321
2004-05-20,543.493
2004-05-21,559.825
2004-05-24,569.758
2004-05-25,570.673
2004-05-26,570.636
2004-05-27,581.097
2004-05-28,583.656
2004-05-31,583.264
2004-06-01,580.618
2004-06-02,583.205
2004-06-03,570.422
2004-06-04,575.339
2004-06-07,594.643
2004-06-08,594.43
2004-06-09,591.775
2004-06-10,596.392
2004-06-11,595.616
2004-06-14,579.442
2004-06-15,578.438
2004-06-16,582.627
2004-06-17,578.774
2004-06-18,563.225
2004-06-21,562.759
2004-06-22,562.738
2004-06-23,563.07
2004-06-24,577.589
2004-06-25,576.256
2004-06-28,579.139
2004-06-29,575.396
2004-06-30,584.462
2004-07-01,584.473
2004-07-02,582.159
2004-07-05,587.057
2004-07-06,592.698
2004-07-07,595.397
2004-07-08,586.854
2004-07-09,587.285
2004-07-12,590.059
2004-07-13,583.051
2004-07-14,575.296
2004-07-15,577.116
2004-07-16,583.389
2004-07-19,586.272
2004-07-20,585.946
2004-07-21,600.396
2004-07-22,597.354
2004-07-23,599.915
2004-07-26,600.143
2004-07-27,598.708
2004-07-28,599.416
2004-07-29,592.277
2004-07-30,593.034
2004-08-02,591.362
2004-08-03,596.725
2004-08-04,594.504
2004-08-05,604.285
2004-08-06,609.945
2004-08-09,613.607
2004-08-10,613.346
2004-08-11,608.53
2004-08-12,613.352
2004-08-13,612.702
2004-08-16,607.332
2004-08-17,609.221
2004-08-18,608.936
2004-08-19,618.023
2004-08-20,619.89
2004-08-23,628.229
2004-08-24,641.48
2004-08-25,647.697
2004-08-26,647.835
2004-08-27,645.305
2004-08-30,649.796
2004-08-31,650.114
2004-09-01,656.678
2004-09-02,656.345
2004-09-03,651.433
2004-09-06,663.295
2004-09-07,667.116
2004-09-08,661.898
2004-09-09,657.229
2004-09-10,659.517
2004-09-13,665.857
2004-09-14,666.494
2004-09-15,661.851
2004-09-16,669.529
2004-09-17,667.056
2004-09-20,663.424
2004-09-21,665.76
2004-09-22,665.841
2004-09-23,660.74
2004-09-24,646.109
2004-09-27,645.708
2004-09-28,642.255
2004-09-29,642.3
2004-09-30,650.069
2004-10-01,650.132
2004-10-04,662.522
2004-10-05,660.893
2004-10-06,657.602
2004-10-07,656.748
2004-10-08,651.93
2004-10-11,653.049
2004-10-12,654.942
2004-10-13,649.544
2004-10-14,642.27
2004-10-15,644.822
2004-10-18,641.698
2004-10-19,647.685
2004-10-20,640.154
2004-10-21,639.093
2004-10-22,638.974
2004-10-25,629.121
2004-10-26,630.499
2004-10-27,631.129
2004-10-28,647.215
2004-10-29,644.752
2004-11-01,644.534
2004-11-02,654.169
2004-11-03,658.505
2004-11-04,656.699
2004-11-05,663.822
2004-11-08,664.653
2004-11-09,661.784
2004-11-10,668.267
2004-11-11,665.583
2004-11-12,676.159
2004-11-15,680.09
2004-11-16,673.696
2004-11-17,679.503
2004-11-18,681.203
2004-11-19,681.049
2004-11-22,682.888
2004-11-23,698.714
2004-11-24,700.267
2004-11-25,700.665
2004-11-26,701.017
2004-11-29,712.153
2004-11-30,709.925
2004-12-01,714.136
2004-12-02,717.762
2004-12-03,711.949
2004-12-06,715.833
2004-12-07,718.287
2004-12-08,708.047
2004-12-09,704.071
2004-12-10,699.017
2004-12-13,700.896
2004-12-14,707.37
2004-12-15,709.425
2004-12-16,707.559
2004-12-17,706.982
2004-12-20,717.164
2004-12-21,716.199
2004-12-22,714.034
2004-12-23,721.691
2004-12-24,719.094
2004-12-27,719.094
2004-12-28,722.241
2004-12-29,724.759
2004-12-30,722.727
2004-12-31,727.79
2005-01-03,726.058
2005-01-04,718.691
2005-01-05,701.368
2005-01-06,698.625
2005-01-07,688.705
2005-01-10,690.474
2005-01-11,684.914
2005-01-12,687.826
2005-01-13,692.295
2005-01-14,685.272
2005-01-17,689.912
2005-01-18,690.346
2005-01-19,692.891
2005-01-20,685.464
2005-01-21,681.986
2005-01-24,672.99
2005-01-25,685.877
2005-01-26,688.132
2005-01-27,687.471
2005-01-28,689.76
2005-01-31,692.447
2005-02-01,685.481
2005-02-02,683.257
2005-02-03,682.387
2005-02-04,684.599
2005-02-07,692.763
2005-02-08,694.562
2005-02-09,694.562
2005-02-10,694.562
2005-02-11,694.54
2005-02-14,702.509
2005-02-15,701.056
2005-02-16,701.753
2005-02-17,698.148
2005-02-18,704.726
2005-02-21,706.804
2005-02-22,703.894
2005-02-23,696.721
2005-02-24,699.743
2005-02-25,704.391
2005-02-28,705.476
2005-03-01,702.972
2005-03-02,693.458
2005-03-03,693.147
2005-03-04,687.282
2005-03-07,686.041
2005-03-08,690.148
2005-03-09,695.554
2005-03-10,692.27
2005-03-11,694.908
2005-03-14,694.434
2005-03-15,690.99
2005-03-16,697.49
2005-03-17,698.79
2005-03-18,697.809
2005-03-21,698.026
2005-03-22,694.593
2005-03-23,685.199
2005-03-24,683.62
2005-03-25,683.62
2005-03-28,683.62
2005-03-29,676.33
2005-03-30,676.818
2005-03-31,679.863
2005-04-01,679.62
2005-04-04,683.231
2005-04-05,683.205
2005-04-06,682.976
2005-04-07,685.315
2005-04-08,688.595
2005-04-11,689.145
2005-04-12,688.941
2005-04-13,696.645
2005-04-14,699.218
2005-04-15,693.195
2005-04-18,681.323
2005-04-19,686.797
2005-04-20,687.171
2005-04-21,692.147
2005-04-22,698.928
2005-04-25,700.973
2005-04-26,708.327
2005-04-27,707.808
2005-04-28,709.96
2005-04-29,710.329
2005-05-02,710.238
2005-05-03,711.012
2005-05-04,714.883
2005-05-05,719.181
2005-05-06,719.045
2005-05-09,721.333
2005-05-10,718.476
2005-05-11,714.507
2005-05-12,718.804
2005-05-13,715.427
2005-05-16,715.335
2005-05-17,707.656
2005-05-18,706.465
2005-05-19,706.539
2005-05-20,705.03
2005-05-23,704.646
2005-05-24,707.322
2005-05-25,699.476
2005-05-26,701.184
2005-05-27,709.593
2005-05-30,718.065
2005-05-31,717.304
2005-06-01,719.245
2005-06-02,716.562
2005-06-03,716.834
2005-06-06,720.424
2005-06-07,716.89
2005-06-08,721.551
2005-06-09,722.473
2005-06-10,724.178
2005-06-13,726.673
2005-06-14,725.452
2005-06-15,724.418
2005-06-16,722.093
2005-06-17,728.431
2005-06-20,728.626
2005-06-21,730.106
2005-06-22,739.318
2005-06-23,739.611
2005-06-24,742.975
2005-06-27,743.082
2005-06-28,742.834
2005-06-29,741.827
2005-06-30,743.052
2005-07-01,743.133
2005-07-04,743.164
2005-07-05,738.913
2005-07-06,739.507
2005-07-07,735.444
2005-07-08,733.349
2005-07-11,742.005
2005-07-12,742.328
2005-07-13,754.553
2005-07-14,768.24
2005-07-15,773.478
2005-07-18,782.374
2005-07-19,777.977
2005-07-20,781.188
2005-07-21,779.274
2005-07-22,792.346
2005-07-25,789.274
2005-07-26,783.111
2005-07-27,786.754
2005-07-28,789.084
2005-07-29,789.235
2005-08-01,794.51
2005-08-02,804.413
2005-08-03,809.292
2005-08-04,809.127
2005-08-05,804.672
2005-08-08,807.102
2005-08-09,798.376
2005-08-10,806.198
2005-08-11,806.926
2005-08-12,805.84
2005-08-15,805.023
2005-08-16,804.218
2005-08-17,811.576
2005-08-18,798.654
2005-08-19,791.606
2005-08-22,797.3
2005-08-23,786.399
2005-08-24,781.943
2005-08-25,782.482
2005-08-26,789.794
2005-08-29,784.078
2005-08-30,788.925
2005-08-31,790.609
2005-09-01,802.732
2005-09-02,808.299
2005-09-05,808.639
2005-09-06,806.03
2005-09-07,806.442
2005-09-08,805.261
2005-09-09,808.47
2005-09-12,808.271
2005-09-13,800.609
2005-09-14,801.458
2005-09-15,798.119
2005-09-16,791.855
2005-09-19,791.763
2005-09-20,799.534
2005-09-21,796.998
2005-09-22,793.874
2005-09-23,793.066
2005-09-26,800.436
2005-09-27,796.95
2005-09-28,798.534
2005-09-29,806.623
2005-09-30,808.398
2005-10-03,808.583
2005-10-04,810.443
2005-10-05,801.334
2005-10-06,788.144
2005-10-07,786.574
2005-10-10,786.18
2005-10-11,786.053
2005-10-12,771.915
2005-10-13,772.385
2005-10-14,766.854
2005-10-17,770.683
2005-10-18,772.698
2005-10-19,764.105
2005-10-20,763.218
2005-10-21,766.835
2005-10-24,761.931
2005-10-25,760.929
2005-10-26,761.378
2005-10-27,756.104
2005-10-28,749.753
2005-10-31,756.004
2005-11-01,766.041
2005-11-02,766.913
2005-11-03,767.897
2005-11-04,761.867
2005-11-07,750.982
2005-11-08,750.876
2005-11-09,758.349
