Date,HONG KONG LARGE VALUE Large Cap
2010-07-08,1073.76
2010-07-09,1088.459
2010-07-12,1088.437
2010-07-13,1085.763
2010-07-14,1091.711
2010-07-15,1082.766
2010-07-16,1080.418
2010-07-19,1072.632
2010-07-20,1081.412
2010-07-21,1081.163
2010-07-22,1090.443
2010-07-23,1104.916
2010-07-26,1114.129
2010-07-27,1110.38
2010-07-28,1108.285
2010-07-29,1112.375
2010-07-30,1116.298
2010-08-02,1133.012
2010-08-03,1134.282
2010-08-04,1141.927
2010-08-05,1140.66
2010-08-06,1164.702
2010-08-09,1178.702
2010-08-10,1168.292
2010-08-11,1180.214
2010-08-12,1173.653
2010-08-13,1172.542
2010-08-16,1161.88
2010-08-17,1165.576
2010-08-18,1161.533
2010-08-19,1165.316
2010-08-20,1157.203
2010-08-23,1158.165
2010-08-24,1147.956
2010-08-25,1150.907
2010-08-26,1150.094
2010-08-27,1150.747
2010-08-30,1152.556
2010-08-31,1149.449
2010-09-01,1158.057
2010-09-02,1169.566
2010-09-03,1175.667
2010-09-06,1198.576
2010-09-07,1206.309
2010-09-08,1194.291
2010-09-09,1200.361
2010-09-10,1204.923
2010-09-13,1218.496
2010-09-14,1215.201
2010-09-15,1223.508
2010-09-16,1220.668
2010-09-17,1244.721
2010-09-20,1254.897
2010-09-21,1261.039
2010-09-22,1273.843
2010-09-23,1273.679
2010-09-24,1285.957
2010-09-27,1296.904
2010-09-28,1286.662
2010-09-29,1302.192
2010-09-30,1313.627
2010-10-01,1314.44
2010-10-04,1327.779
2010-10-05,1318.87
2010-10-06,1324.602
2010-10-07,1337.669
2010-10-08,1353.297
2010-10-11,1358.799
2010-10-12,1353.215
2010-10-13,1362.647
2010-10-14,1370.563
2010-10-15,1360.995
2010-10-18,1352.699
2010-10-19,1379.019
2010-10-20,1378.912
2010-10-21,1372.254
2010-10-22,1381.088
2010-10-25,1381.914
2010-10-26,1377.107
2010-10-27,1354.557
2010-10-28,1351.805
2010-10-29,1342.888
2010-11-01,1381.556
2010-11-02,1380.295
2010-11-03,1402.688
2010-11-04,1432.35
2010-11-05,1442.158
2010-11-08,1453.443
2010-11-09,1434.906
2010-11-10,1440.215
2010-11-11,1439.527
2010-11-12,1435.863
2010-11-15,1425.459
2010-11-16,1414.491
2010-11-17,1389.239
2010-11-18,1417.135
2010-11-19,1409.226
2010-11-22,1390.9
2010-11-23,1353.215
2010-11-24,1366.242
2010-11-25,1368.081
2010-11-26,1357.53
2010-11-29,1373.872
2010-11-30,1368.337
2010-12-01,1394.01
2010-12-02,1399.203
2010-12-03,1391.431
2010-12-06,1388.166
2010-12-07,1397.305
2010-12-08,1391.772
2010-12-09,1392.157
2010-12-10,1387.448
2010-12-13,1400.916
2010-12-14,1404.804
2010-12-15,1375.644
2010-12-16,1360.212
2010-12-17,1361.679
2010-12-20,1361.921
2010-12-21,1387.483
2010-12-22,1398.12
2010-12-23,1388.641
2010-12-24,1381.947
2010-12-27,1381.6
2010-12-28,1370.577
2010-12-29,1396.748
2010-12-30,1400.007
2010-12-31,1392.658
2011-01-03,1433.216
2011-01-04,1446.091
2011-01-05,1454.547
2011-01-06,1462.093
2011-01-07,1454.919
2011-01-10,1447.324
2011-01-11,1462.695
2011-01-12,1464.501
2011-01-13,1457.755
2011-01-14,1464.971
2011-01-17,1471.253
2011-01-18,1469.525
2011-01-19,1471.0
2011-01-20,1454.012
2011-01-21,1445.261
2011-01-24,1443.054
2011-01-25,1442.6
2011-01-26,1451.503
2011-01-27,1446.917
2011-01-28,1436.015
2011-01-31,1411.873
2011-02-01,1413.967
2011-02-02,1450.167
2011-02-03,1450.381
2011-02-04,1450.186
2011-02-07,1428.582
2011-02-08,1405.841
2011-02-09,1383.335
2011-02-10,1354.48
2011-02-11,1355.396
2011-02-14,1361.683
2011-02-15,1347.569
2011-02-16,1355.8
2011-02-17,1356.082
2011-02-18,1372.293
2011-02-21,1369.117
2011-02-22,1342.571
2011-02-23,1333.469
2011-02-24,1318.947
2011-02-25,1340.631
2011-02-28,1354.344
2011-03-01,1379.304
2011-03-02,1353.974
2011-03-03,1355.821
2011-03-04,1372.079
2011-03-07,1364.256
2011-03-08,1386.854
2011-03-09,1393.898
2011-03-10,1385.855
2011-03-11,1368.779
2011-03-14,1368.855
2011-03-15,1329.442
2011-03-16,1329.221
2011-03-17,1304.448
2011-03-18,1304.4
2011-03-21,1328.799
2011-03-22,1335.288
2011-03-23,1349.018
2011-03-24,1346.218
2011-03-25,1357.495
2011-03-28,1359.841
2011-03-29,1361.574
2011-03-30,1393.475
2011-03-31,1395.106
2011-04-01,1396.64
2011-04-04,1419.119
2011-04-05,1419.347
2011-04-06,1433.129
2011-04-07,1429.474
2011-04-08,1438.938
2011-04-11,1429.518
2011-04-12,1418.761
2011-04-13,1430.437
2011-04-14,1427.729
2011-04-15,1426.442
2011-04-18,1420.268
2011-04-19,1400.423
2011-04-20,1407.103
2011-04-21,1415.278
2011-04-22,1415.278
2011-04-25,1414.422
2011-04-26,1403.441
2011-04-27,1406.042
2011-04-28,1405.412
2011-04-29,1401.988
2011-05-02,1402.34
2011-05-03,1401.601
2011-05-04,1387.424
2011-05-05,1383.862
2011-05-06,1380.189
2011-05-09,1392.266
2011-05-10,1392.489
2011-05-11,1389.999
2011-05-12,1375.431
2011-05-13,1398.259
2011-05-16,1381.804
2011-05-17,1377.691
2011-05-18,1382.064
2011-05-19,1398.119
2011-05-20,1399.227
2011-05-23,1377.341
2011-05-24,1380.145
2011-05-25,1381.385
2011-05-26,1384.278
2011-05-27,1396.12
2011-05-30,1395.447
2011-05-31,1427.802
2011-06-01,1430.675
2011-06-02,1412.882
2011-06-03,1393.134
2011-06-06,1392.91
2011-06-07,1391.344
2011-06-08,1380.0
2011-06-09,1384.96
2011-06-10,1369.551
2011-06-13,1372.647
2011-06-14,1379.091
2011-06-15,1380.408
2011-06-16,1365.501
2011-06-17,1352.538
2011-06-20,1333.211
2011-06-21,1343.815
2011-06-22,1342.125
2011-06-23,1344.453
2011-06-24,1362.85
2011-06-27,1355.576
2011-06-28,1356.373
2011-06-29,1362.023
2011-06-30,1388.647
2011-07-01,1388.584
2011-07-04,1399.351
2011-07-05,1396.619
2011-07-06,1391.078
2011-07-07,1385.334
2011-07-08,1396.317
2011-07-11,1379.75
2011-07-12,1356.175
2011-07-13,1364.728
2011-07-14,1367.899
2011-07-15,1364.351
2011-07-18,1359.019
2011-07-19,1367.935
2011-07-20,1372.955
2011-07-21,1372.808
2011-07-22,1391.365
2011-07-25,1390.33
2011-07-26,1403.125
2011-07-27,1406.904
2011-07-28,1420.058
2011-07-29,1418.606
2011-08-01,1430.333
2011-08-02,1420.661
2011-08-03,1398.032
2011-08-04,1390.917
2011-08-05,1333.96
2011-08-08,1304.816
2011-08-09,1257.926
2011-08-10,1273.105
2011-08-11,1267.775
2011-08-12,1265.336
2011-08-15,1280.289
2011-08-16,1280.584
2011-08-17,1292.622
2011-08-18,1283.627
2011-08-19,1253.78
2011-08-22,1269.629
2011-08-23,1294.07
2011-08-24,1287.14
2011-08-25,1305.219
2011-08-26,1295.231
2011-08-29,1301.692
2011-08-30,1313.55
2011-08-31,1333.461
2011-09-01,1334.985
2011-09-02,1317.692
2011-09-05,1287.847
2011-09-06,1290.821
2011-09-07,1311.121
2011-09-08,1303.32
2011-09-09,1302.027
2011-09-12,1264.893
2011-09-13,1264.406
2011-09-14,1253.533
2011-09-15,1269.154
2011-09-16,1278.032
2011-09-19,1254.001
2011-09-20,1261.426
2011-09-21,1253.916
2011-09-22,1211.075
2011-09-23,1193.209
2011-09-26,1172.947
2011-09-27,1198.739
2011-09-28,1164.997
2011-09-29,1165.58
2011-09-30,1140.964
2011-10-03,1106.049
2011-10-04,1076.742
2011-10-05,1077.102
2011-10-06,1130.248
2011-10-07,1168.926
2011-10-10,1173.539
2011-10-11,1179.83
2011-10-12,1192.967
2011-10-13,1216.56
2011-10-14,1208.504
2011-10-17,1227.943
2011-10-18,1183.626
2011-10-19,1200.984
2011-10-20,1182.533
2011-10-21,1189.047
2011-10-24,1225.447
2011-10-25,1231.233
2011-10-26,1226.472
2011-10-27,1249.784
2011-10-28,1267.214
2011-10-31,1256.137
2011-11-01,1235.643
2011-11-02,1254.834
2011-11-03,1222.767
2011-11-04,1248.303
2011-11-07,1251.303
2011-11-08,1249.949
2011-11-09,1264.721
2011-11-10,1218.776
2011-11-11,1223.54
2011-11-14,1236.767
2011-11-15,1228.841
2011-11-16,1207.149
2011-11-17,1196.736
2011-11-18,1186.181
2011-11-21,1171.676
2011-11-22,1177.383
2011-11-23,1160.828
2011-11-24,1162.763
2011-11-25,1152.604
2011-11-28,1170.993
2011-11-29,1175.836
2011-11-30,1165.448
2011-12-01,1213.889
2011-12-02,1206.339
2011-12-05,1208.105
2011-12-06,1192.817
2011-12-07,1209.086
2011-12-08,1202.923
2011-12-09,1178.154
2011-12-12,1177.233
2011-12-13,1170.22
2011-12-14,1172.556
2011-12-15,1153.872
2011-12-16,1172.432
2011-12-19,1163.307
2011-12-20,1165.133
2011-12-21,1178.887
2011-12-22,1181.115
2011-12-23,1194.015
2011-12-26,1194.015
2011-12-27,1194.023
2011-12-28,1193.759
2011-12-29,1189.407
2011-12-30,1191.819
2012-01-02,1191.819
2012-01-03,1209.916
2012-01-04,1213.206
2012-01-05,1211.212
2012-01-06,1198.276
2012-01-09,1205.871
2012-01-10,1218.193
2012-01-11,1217.897
2012-01-12,1224.089
2012-01-13,1228.707
2012-01-16,1214.885
2012-01-17,1243.856
2012-01-18,1245.371
2012-01-19,1276.685
2012-01-20,1284.667
2012-01-23,1284.849
2012-01-24,1284.907
2012-01-25,1284.551
2012-01-26,1301.68
2012-01-27,1300.357
2012-01-30,1291.363
2012-01-31,1303.402
2012-02-01,1296.273
2012-02-02,1304.007
2012-02-03,1315.659
2012-02-06,1316.711
2012-02-07,1316.96
2012-02-08,1335.134
2012-02-09,1332.148
2012-02-10,1325.212
2012-02-13,1331.161
2012-02-14,1343.563
2012-02-15,1376.393
2012-02-16,1373.085
2012-02-17,1386.744
2012-02-20,1383.329
2012-02-21,1386.273
2012-02-22,1385.13
2012-02-23,1371.908
2012-02-24,1372.329
2012-02-27,1357.664
2012-02-28,1392.404
2012-02-29,1398.615
2012-03-01,1388.217
2012-03-02,1390.68
2012-03-05,1378.678
2012-03-06,1349.515
2012-03-07,1344.774
2012-03-08,1367.363
2012-03-09,1368.521
2012-03-12,1380.784
2012-03-13,1389.534
2012-03-14,1386.487
2012-03-15,1386.225
2012-03-16,1386.42
2012-03-19,1368.326
2012-03-20,1360.863
2012-03-21,1345.279
2012-03-22,1347.042
2012-03-23,1322.5
2012-03-26,1340.816
2012-03-27,1366.23
2012-03-28,1361.629
2012-03-29,1348.357
2012-03-30,1317.555
2012-04-02,1319.657
2012-04-03,1331.699
2012-04-04,1331.571
2012-04-05,1320.966
2012-04-06,1320.966
2012-04-09,1320.779
2012-04-10,1302.717
2012-04-11,1292.795
2012-04-12,1302.571
2012-04-13,1321.7
2012-04-16,1322.29
2012-04-17,1320.03
2012-04-18,1331.974
2012-04-19,1336.277
2012-04-20,1336.221
2012-04-23,1316.004
2012-04-24,1323.477
2012-04-25,1325.805
2012-04-26,1334.766
2012-04-27,1330.979
2012-04-30,1345.215
2012-05-01,1345.18
2012-05-02,1360.963
2012-05-03,1357.65
2012-05-04,1352.529
2012-05-07,1322.409
2012-05-08,1324.0
2012-05-09,1311.346
2012-05-10,1304.919
2012-05-11,1287.865
2012-05-14,1274.963
2012-05-15,1284.661
2012-05-16,1253.459
2012-05-17,1244.669
2012-05-18,1237.824
2012-05-21,1238.535
2012-05-22,1245.111
2012-05-23,1226.905
2012-05-24,1226.674
2012-05-25,1229.888
2012-05-28,1237.282
2012-05-29,1252.658
2012-05-30,1231.516
2012-05-31,1224.028
2012-06-01,1223.322
2012-06-04,1200.919
2012-06-05,1202.881
2012-06-06,1220.606
2012-06-07,1231.038
2012-06-08,1217.374
2012-06-11,1243.91
2012-06-12,1247.268
2012-06-13,1249.182
2012-06-14,1241.11
2012-06-15,1270.093
2012-06-18,1277.539
2012-06-19,1278.392
2012-06-20,1281.448
2012-06-21,1270.84
2012-06-22,1261.36
2012-06-25,1260.587
2012-06-26,1269.458
2012-06-27,1283.8
2012-06-28,1273.791
2012-06-29,1295.572
2012-07-02,1295.43
2012-07-03,1312.653
2012-07-04,1328.827
2012-07-05,1339.709
2012-07-06,1346.163
2012-07-09,1325.344
2012-07-10,1314.991
2012-07-11,1327.903
2012-07-12,1305.093
2012-07-13,1310.315
2012-07-16,1310.787
2012-07-17,1342.054
2012-07-18,1334.302
2012-07-19,1350.83
2012-07-20,1354.445
2012-07-23,1330.514
2012-07-24,1317.818
2012-07-25,1309.345
2012-07-26,1305.55
2012-07-27,1327.827
2012-07-30,1348.709
2012-07-31,1356.683
2012-08-01,1360.986
2012-08-02,1358.699
2012-08-03,1355.886
2012-08-06,1378.639
2012-08-07,1386.563
2012-08-08,1384.937
2012-08-09,1402.35
2012-08-10,1391.743
2012-08-13,1398.653
2012-08-14,1411.295
2012-08-15,1393.123
2012-08-16,1390.365
2012-08-17,1401.715
2012-08-20,1397.666
2012-08-21,1398.699
2012-08-22,1387.166
2012-08-23,1403.324
2012-08-24,1389.469
2012-08-27,1390.43
2012-08-28,1386.559
2012-08-29,1387.942
2012-08-30,1366.491
2012-08-31,1375.452
2012-09-03,1384.173
2012-09-04,1377.999
2012-09-05,1364.02
2012-09-06,1359.806
2012-09-07,1399.876
2012-09-10,1409.31
2012-09-11,1418.75
2012-09-12,1439.709
2012-09-13,1440.153
2012-09-14,1472.967
2012-09-17,1478.509
2012-09-18,1478.912
2012-09-19,1491.413
2012-09-20,1470.541
2012-09-21,1473.309
2012-09-24,1479.378
2012-09-25,1477.704
2012-09-26,1474.919
2012-09-27,1488.904
2012-09-28,1497.358
2012-10-01,1497.185
2012-10-02,1497.03
2012-10-03,1510.713
2012-10-04,1505.542
2012-10-05,1502.486
2012-10-08,1496.912
2012-10-09,1499.191
2012-10-10,1494.063
2012-10-11,1473.287
2012-10-12,1473.77
2012-10-15,1479.06
2012-10-16,1484.706
2012-10-17,1487.987
2012-10-18,1486.082
2012-10-19,1480.072
2012-10-22,1492.994
2012-10-23,1492.994
2012-10-24,1523.739
2012-10-25,1524.72
2012-10-26,1507.685
2012-10-29,1470.613
2012-10-30,1470.216
2012-10-31,1485.505
2012-11-01,1494.765
2012-11-02,1511.072
2012-11-05,1513.038
2012-11-06,1513.821
2012-11-07,1522.506
2012-11-08,1493.623
2012-11-09,1486.549
2012-11-12,1493.379
2012-11-13,1480.856
2012-11-14,1493.668
2012-11-15,1479.501
2012-11-16,1482.105
2012-11-19,1492.274
2012-11-20,1490.491
2012-11-21,1499.018
2012-11-22,1515.776
2012-11-23,1528.013
2012-11-26,1526.666
2012-11-27,1523.914
2012-11-28,1519.053
2012-11-29,1533.062
2012-11-30,1531.797
2012-12-03,1519.5
2012-12-04,1518.32
2012-12-05,1541.379
2012-12-06,1543.001
2012-12-07,1536.735
2012-12-10,1536.801
2012-12-11,1537.618
2012-12-12,1546.619
2012-12-13,1538.574
2012-12-14,1548.907
2012-12-17,1541.964
2012-12-18,1536.991
2012-12-19,1544.31
2012-12-20,1544.938
2012-12-21,1539.669
2012-12-24,1540.873
2012-12-25,1540.873
2012-12-26,1540.903
2012-12-27,1546.315
2012-12-28,1544.832
2012-12-31,1544.061
2013-01-01,1544.061
2013-01-02,1576.153
2013-01-03,1571.043
2013-01-04,1576.633
2013-01-07,1588.775
2013-01-08,1582.372
2013-01-09,1604.267
2013-01-10,1618.257
2013-01-11,1610.012
2013-01-14,1617.96
2013-01-15,1623.462
2013-01-16,1631.773
2013-01-17,1632.612
2013-01-18,1646.185
2013-01-21,1650.449
2013-01-22,1651.008
2013-01-23,1649.447
2013-01-24,1660.822
2013-01-25,1661.009
2013-01-28,1660.941
2013-01-29,1656.895
2013-01-30,1657.75
2013-01-31,1650.12
2013-02-01,1644.975
2013-02-04,1645.67
2013-02-05,1606.368
2013-02-06,1619.1
2013-02-07,1620.046
2013-02-08,1626.794
2013-02-11,1626.637
2013-02-12,1626.742
2013-02-13,1626.606
2013-02-14,1633.071
2013-02-15,1636.587
2013-02-18,1633.862
2013-02-19,1626.247
2013-02-20,1631.341
2013-02-21,1604.252
2013-02-22,1598.611
2013-02-25,1588.942
2013-02-26,1574.005
2013-02-27,1576.821
2013-02-28,1601.31
2013-03-01,1598.59
2013-03-04,1570.525
2013-03-05,1575.186
2013-03-06,1589.365
2013-03-07,1594.862
2013-03-08,1605.665
2013-03-11,1609.514
2013-03-12,1594.529
2013-03-13,1575.919
2013-03-14,1571.593
2013-03-15,1543.252
2013-03-18,1525.228
2013-03-19,1529.533
2013-03-20,1529.358
2013-03-21,1527.704
2013-03-22,1524.636
2013-03-25,1528.04
2013-03-26,1540.347
2013-03-27,1545.739
2013-03-28,1542.499
2013-03-29,1542.499
2013-04-01,1542.3
2013-04-02,1555.98
2013-04-03,1554.659
2013-04-04,1554.408
2013-04-05,1520.896
2013-04-08,1514.996
2013-04-09,1517.557
2013-04-10,1540.647
2013-04-11,1545.505
2013-04-12,1550.513
2013-04-15,1542.714
2013-04-16,1544.087
2013-04-17,1536.846
2013-04-18,1531.048
2013-04-19,1556.907
2013-04-22,1565.524
2013-04-23,1556.684
2013-04-24,1586.501
2013-04-25,1589.431
2013-04-26,1591.898
2013-04-29,1591.473
2013-04-30,1599.191
2013-05-01,1599.325
2013-05-02,1589.733
2013-05-03,1596.537
2013-05-06,1607.548
2013-05-07,1613.636
2013-05-08,1618.513
2013-05-09,1614.337
2013-05-10,1623.652
2013-05-13,1601.042
2013-05-14,1598.394
2013-05-15,1599.546
2013-05-16,1604.907
2013-05-17,1605.103
2013-05-20,1629.037
2013-05-21,1624.099
2013-05-22,1624.061
2013-05-23,1590.687
2013-05-24,1586.968
2013-05-27,1594.369
2013-05-28,1602.656
2013-05-29,1570.506
2013-05-30,1553.562
2013-05-31,1541.802
2013-06-03,1531.144
2013-06-04,1531.877
2013-06-05,1504.868
2013-06-06,1489.162
2013-06-07,1475.663
2013-06-10,1474.459
2013-06-11,1453.853
2013-06-12,1453.74
2013-06-13,1447.715
2013-06-14,1458.485
2013-06-17,1501.28
2013-06-18,1501.753
2013-06-19,1485.068
2013-06-20,1445.635
2013-06-21,1431.788
2013-06-24,1416.491
2013-06-25,1425.048
2013-06-26,1449.827
2013-06-27,1455.35
2013-06-28,1471.506
2013-07-01,1471.686
2013-07-02,1475.059
2013-07-03,1444.779
2013-07-04,1460.911
2013-07-05,1483.35
2013-07-08,1460.601
2013-07-09,1471.321
2013-07-10,1485.878
2013-07-11,1514.253
2013-07-12,1508.556
2013-07-15,1508.259
2013-07-16,1503.957
2013-07-17,1506.768
2013-07-18,1500.54
2013-07-19,1500.988
2013-07-22,1504.096
2013-07-23,1528.567
2013-07-24,1534.675
2013-07-25,1529.066
2013-07-26,1529.854
2013-07-29,1528.851
2013-07-30,1528.069
2013-07-31,1523.652
2013-08-01,1542.769
2013-08-02,1563.382
2013-08-05,1569.043
2013-08-06,1552.95
2013-08-07,1540.394
2013-08-08,1546.492
2013-08-09,1554.331
2013-08-12,1571.159
2013-08-13,1583.563
2013-08-14,1583.584
2013-08-15,1575.242
2013-08-16,1575.338
2013-08-19,1568.649
2013-08-20,1538.6
2013-08-21,1520.827
2013-08-22,1519.192
2013-08-23,1517.236
2013-08-26,1527.326
2013-08-27,1518.338
2013-08-28,1500.28
2013-08-29,1513.374
2013-08-30,1520.626
2013-09-02,1546.936
2013-09-03,1555.899
2013-09-04,1553.125
2013-09-05,1570.111
2013-09-06,1570.249
2013-09-09,1568.087
2013-09-10,1568.898
2013-09-11,1570.65
2013-09-12,1572.506
2013-09-13,1566.355
2013-09-16,1579.44
2013-09-17,1579.996
2013-09-18,1593.353
2013-09-19,1628.772
2013-09-20,1628.909
2013-09-23,1616.142
2013-09-24,1602.023
2013-09-25,1603.526
2013-09-26,1603.511
2013-09-27,1613.491
2013-09-30,1597.244
2013-10-01,1597.542
2013-10-02,1616.629
2013-10-03,1625.686
2013-10-04,1619.325
2013-10-07,1615.743
2013-10-08,1623.445
2013-10-09,1608.675
2013-10-10,1605.392
2013-10-11,1619.157
2013-10-14,1619.105
2013-10-15,1611.979
2013-10-16,1606.39
2013-10-17,1598.897
2013-10-18,1604.612
2013-10-21,1598.642
2013-10-22,1602.315
2013-10-23,1600.058
2013-10-24,1585.795
2013-10-25,1576.706
2013-10-28,1585.576
2013-10-29,1583.19
2013-10-30,1606.647
2013-10-31,1594.7
2013-11-01,1600.557
2013-11-04,1605.513
2013-11-05,1586.857
2013-11-06,1585.585
2013-11-07,1575.995
2013-11-08,1573.663
2013-11-11,1582.038
2013-11-12,1570.747
2013-11-13,1558.413
2013-11-14,1564.055
2013-11-15,1575.708
2013-11-18,1601.47
2013-11-19,1598.635
2013-11-20,1608.209
2013-11-21,1602.211
2013-11-22,1605.819
2013-11-25,1601.438
2013-11-26,1610.834
2013-11-27,1612.453
2013-11-28,1611.434
2013-11-29,1610.5
2013-12-02,1620.742
2013-12-03,1618.116
2013-12-04,1609.201
2013-12-05,1601.886
2013-12-06,1596.602
2013-12-09,1599.978
2013-12-10,1596.481
2013-12-11,1572.046
2013-12-12,1575.968
2013-12-13,1571.202
2013-12-16,1571.078
2013-12-17,1563.959
2013-12-18,1574.565
2013-12-19,1558.848
2013-12-20,1568.23
2013-12-23,1571.436
2013-12-24,1584.943
2013-12-25,1584.943
2013-12-26,1584.8
2013-12-27,1587.213
2013-12-30,1586.503
2013-12-31,1589.215
2014-01-01,1589.215
2014-01-02,1590.827
2014-01-03,1562.339
2014-01-06,1557.461
2014-01-07,1557.42
2014-01-08,1562.627
2014-01-09,1555.502
2014-01-10,1565.778
2014-01-13,1563.807
2014-01-14,1561.011
2014-01-15,1560.537
2014-01-16,1564.488
2014-01-17,1579.149
2014-01-20,1568.988
2014-01-21,1572.2
2014-01-22,1576.032
2014-01-23,1563.011
2014-01-24,1550.569
2014-01-27,1527.767
2014-01-28,1523.371
2014-01-29,1513.206
2014-01-30,1504.769
2014-01-31,1504.807
2014-02-03,1504.895
2014-02-04,1491.763
2014-02-05,1478.674
2014-02-06,1484.83
2014-02-07,1500.083
2014-02-10,1500.445
2014-02-11,1518.413
2014-02-12,1537.754
2014-02-13,1536.752
2014-02-14,1545.932
2014-02-17,1543.91
2014-02-18,1548.182
2014-02-19,1553.83
2014-02-20,1542.789
2014-02-21,1560.977
2014-02-24,1551.903
2014-02-25,1559.021
2014-02-26,1559.364
2014-02-27,1578.307
2014-02-28,1579.533
2014-03-03,1565.702
2014-03-04,1577.893
2014-03-05,1575.256
2014-03-06,1584.21
2014-03-07,1581.522
2014-03-10,1563.11
2014-03-11,1571.17
2014-03-12,1550.486
2014-03-13,1550.12
2014-03-14,1536.082
2014-03-17,1536.145
2014-03-18,1539.039
2014-03-19,1543.867
2014-03-20,1523.841
2014-03-21,1540.213
2014-03-24,1542.016
2014-03-25,1553.418
2014-03-26,1569.414
2014-03-27,1570.8
2014-03-28,1572.763
2014-03-31,1584.139
2014-04-01,1602.232
2014-04-02,1630.135
2014-04-03,1637.776
2014-04-04,1641.271
2014-04-07,1634.361
2014-04-08,1637.77
2014-04-09,1652.1
2014-04-10,1660.717
2014-04-11,1671.326
2014-04-14,1677.413
2014-04-15,1664.229
2014-04-16,1659.178
2014-04-17,1665.519
2014-04-18,1665.519
2014-04-21,1665.605
2014-04-22,1665.252
2014-04-23,1651.931
2014-04-24,1651.256
2014-04-25,1628.082
2014-04-28,1638.452
2014-04-29,1658.016
2014-04-30,1637.449
2014-05-01,1637.407
2014-05-02,1651.088
2014-05-05,1630.655
2014-05-06,1630.698
2014-05-07,1620.866
2014-05-08,1617.88
2014-05-09,1625.988
2014-05-12,1661.585
2014-05-13,1671.762
2014-05-14,1682.144
2014-05-15,1691.816
2014-05-16,1692.297
2014-05-19,1689.557
2014-05-20,1693.19
2014-05-21,1700.043
2014-05-22,1698.908
2014-05-23,1700.614
2014-05-26,1704.401
2014-05-27,1709.94
2014-05-28,1717.115
2014-05-29,1728.842
2014-05-30,1739.645
2014-06-02,1739.443
2014-06-03,1754.792
2014-06-04,1746.257
2014-06-05,1747.31
2014-06-06,1732.492
2014-06-09,1742.885
2014-06-10,1743.025
2014-06-11,1732.334
2014-06-12,1728.377
2014-06-13,1743.893
2014-06-16,1741.347
2014-06-17,1734.994
2014-06-18,1733.965
2014-06-19,1744.378
2014-06-20,1735.933
2014-06-23,1710.668
2014-06-24,1715.585
2014-06-25,1719.266
2014-06-26,1739.549
2014-06-27,1747.888
2014-06-30,1738.446
2014-07-01,1738.514
2014-07-02,1771.755
2014-07-03,1770.426
2014-07-04,1763.292
2014-07-07,1768.026
2014-07-08,1770.708
2014-07-09,1742.953
2014-07-10,1751.499
2014-07-11,1755.312
2014-07-14,1750.785
2014-07-15,1754.43
2014-07-16,1761.369
2014-07-17,1757.608
2014-07-18,1758.562
2014-07-21,1752.963
2014-07-22,1768.724
2014-07-23,1781.57
2014-07-24,1792.008
2014-07-25,1791.953
2014-07-28,1792.33
2014-07-29,1817.237
2014-07-30,1851.712
2014-07-31,1855.736
2014-08-01,1827.701
2014-08-04,1824.054
2014-08-05,1813.876
2014-08-06,1813.328
2014-08-07,1822.499
2014-08-08,1811.145
2014-08-11,1834.4
2014-08-12,1835.072
2014-08-13,1845.435
2014-08-14,1842.611
2014-08-15,1845.883
2014-08-18,1841.641
2014-08-19,1866.944
2014-08-20,1894.145
2014-08-21,1890.819
2014-08-22,1892.94
2014-08-25,1903.743
2014-08-26,1897.791
2014-08-27,1891.409
2014-08-28,1875.824
2014-08-29,1861.576
2014-09-01,1869.237
2014-09-02,1873.789
2014-09-03,1910.222
2014-09-04,1905.387
2014-09-05,1895.631
2014-09-08,1891.148
2014-09-09,1891.124
2014-09-10,1873.601
2014-09-11,1873.632
2014-09-12,1866.679
2014-09-15,1853.405
2014-09-16,1852.474
2014-09-17,1855.264
2014-09-18,1843.142
2014-09-19,1839.278
2014-09-22,1821.991
2014-09-23,1820.995
2014-09-24,1823.096
2014-09-25,1818.124
2014-09-26,1819.002
2014-09-29,1763.717
2014-09-30,1747.701
2014-10-01,1747.668
2014-10-02,1748.354
2014-10-03,1754.732
2014-10-06,1779.062
2014-10-07,1793.056
2014-10-08,1777.069
2014-10-09,1797.185
2014-10-10,1773.181
2014-10-13,1792.546
2014-10-14,1791.851
2014-10-15,1803.586
2014-10-16,1786.773
2014-10-17,1795.435
2014-10-20,1789.417
2014-10-21,1797.296
2014-10-22,1823.045
2014-10-23,1822.776
2014-10-24,1817.672
2014-10-27,1808.168
2014-10-28,1828.236
2014-10-29,1840.129
2014-10-30,1840.156
2014-10-31,1854.75
2014-11-03,1848.014
2014-11-04,1840.413
2014-11-05,1833.543
2014-11-06,1828.663
2014-11-07,1820.727
2014-11-10,1839.976
2014-11-11,1850.942
2014-11-12,1858.141
2014-11-13,1868.474
2014-11-14,1876.827
2014-11-17,1866.005
2014-11-18,1848.381
2014-11-19,1839.401
2014-11-20,1832.736
2014-11-21,1834.252
2014-11-24,1859.574
2014-11-25,1865.19
2014-11-26,1880.747
2014-11-27,1868.236
2014-11-28,1866.22
2014-12-01,1829.679
2014-12-02,1846.297
2014-12-03,1831.826
2014-12-04,1831.452
2014-12-05,1845.293
2014-12-08,1834.976
2014-12-09,1816.033
2014-12-10,1819.811
2014-12-11,1807.846
2014-12-12,1810.625
2014-12-15,1790.642
2014-12-16,1769.539
2014-12-17,1756.04
2014-12-18,1770.002
2014-12-19,1785.742
2014-12-22,1802.514
2014-12-23,1800.395
